fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.ozone.ozone_capital_a_parameter[default],fs.costing.ozone.ozone_capital_b_parameter[default],fs.costing.ozone.ozone_capital_c_parameter[default],fs.costing.ozone.ozone_capital_d_parameter[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[toc],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[toc],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,toc]",fs.unit.contact_time,fs.unit.concentration_time,fs.unit.mass_transfer_efficiency,fs.unit.specific_energy_coeff,fs.unit.ozone_flow_mass,fs.unit.ozone_consumption,fs.unit.electricity[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[OzoneZO],fs.costing.LCOW_aggregate_indirect_capex[OzoneZO],fs.costing.LCOW_aggregate_fixed_opex[OzoneZO],fs.costing.LCOW_aggregate_variable_opex[OzoneZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,dose,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,24938947.272946786,0.0,0.0,271.8051893845146,186199.43507297448,26223303.057503548,557789.7494398816,-3806310.0,-953016.0,884691.0,235793.0,306.6884547222221,3.066884547222222e-06,306.6884547222221,8.332571970575419e-07,1.0,0.728305,1.0,17.856666666766664,0.8,5.0,54.36103787690292,22.333333333333332,271.8051893845146,24938947.272946786,1.0515,0.014900000000000002,24938947.272946786,371590.3143669072,371590.3143669072,186199.43507297448,2263653.2458754918,37408.42090942018,1246947.3636473394,24938.947272946785,22445.05254565211,199511.57818357428,74816.84181884036,49877.89454589357,0.23388830265382768,0.16762299654795815,0.008632584322219859,0.038393966950651295,0.019238754832998386,0.16762299654795815,0.008632584322219859,0.038393966950651295,0.019238754832998386,0.019238754832998382,0.24618285943977986,0.24618285943977986,1.0,24938947.272946786,7.0,22.333333333333332,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,27521073.892989807,0.0,0.0,304.25954035579997,208432.2034398968,28938409.198478784,618496.204445445,-3806310.0,-953016.0,884691.0,235793.0,306.6884547222221,3.066884547222222e-06,306.6884547222221,8.332571970575419e-07,1.0,0.728305,1.0,19.9900000001,0.8,5.0,60.85190807115999,25.0,304.25954035579997,27521073.892989807,1.0515,0.014900000000000002,27521073.892989807,410064.00100554817,410064.00100554817,208432.2034398968,2500981.251746766,41281.61083948471,1376053.6946494905,27521.073892989807,24768.96650369083,220168.59114391846,82563.22167896942,55042.147785979614,0.2584098341943095,0.18497833223156895,0.009526384109925807,0.04236919826363744,0.021535919589177298,0.18497833223156895,0.009526384109925807,0.04236919826363744,0.021535919589177298,0.021535919589177294,0.2755778277310969,0.2755778277310969,1.0,27521073.892989807,7.0,25.0,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4489158.10984282,0.0,0.0,13.909007559122283,9528.329300109568,4720349.752499726,76416.78513676759,-3806310.0,-953016.0,884691.0,235793.0,350.501091111111,3.50501091111111e-06,350.501091111111,9.522939394943325e-07,1.0,0.728305,1.0,0.7900000000999999,0.8,5.0,2.781801511824457,1.0,13.909007559122283,4489158.10984282,1.0515,0.014900000000000002,4489158.10984282,66888.45583665803,66888.45583665803,9528.329300109568,383482.3106177031,6733.73716476423,224457.90549214103,4489.1581098428205,4040.2422988585386,35913.264878742564,13467.47432952846,8978.316219685641,0.0346698521649112,0.02640149002079125,0.0013596767360707486,0.006047248624482108,0.0008614367835670918,0.02640149002079125,0.0013596767360707486,0.006047248624482108,0.0008614367835670918,0.0008614367835670918,0.011023113109243874,0.011023113109243874,1.0,4489158.10984282,8.0,1.0,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7187572.383727424,0.0,0.0,50.99969438344837,34937.20743373509,7557732.361489387,142032.03595127372,-3806310.0,-953016.0,884691.0,235793.0,350.501091111111,3.50501091111111e-06,350.501091111111,9.522939394943325e-07,1.0,0.728305,1.0,2.923333333433333,0.8,5.0,10.199938876689675,3.6666666666666665,50.99969438344837,7187572.383727424,1.0515,0.014900000000000002,7187572.383727424,107094.82851753863,107094.82851753863,34937.20743373509,633673.3720188059,10781.358575591135,359378.6191863712,7187.572383727424,6468.8151453546825,57500.57906981939,21562.71715118227,14375.144767454847,0.0572891148312555,0.04227131589476107,0.0021769727685802005,0.00968222462816822,0.003158601539746003,0.04227131589476107,0.0021769727685802005,0.00968222462816822,0.003158601539746003,0.003158601539746004,0.04041808140056087,0.04041808140056087,1.0,7187572.383727424,8.0,3.6666666666666665,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9885986.657612026,0.0,0.0,88.09038120777446,60346.0855673606,10395114.970479047,207647.2867657798,-3806310.0,-953016.0,884691.0,235793.0,350.501091111111,3.50501091111111e-06,350.501091111111,9.522939394943325e-07,1.0,0.728305,1.0,5.056666666766667,0.8,5.0,17.618076241554892,6.333333333333333,88.09038120777446,9885986.657612026,1.0515,0.014900000000000002,9885986.657612026,147301.2011984192,147301.2011984192,60346.0855673606,883864.4334199086,14828.979986418039,494299.3328806013,9885.986657612026,8897.387991850825,79087.8932608962,29657.959972836077,19771.97331522405,0.07990837749759977,0.05814114176873088,0.0029942688010896473,0.013317200631854332,0.005455766295924915,0.05814114176873088,0.0029942688010896473,0.013317200631854332,0.005455766295924915,0.005455766295924915,0.06981304969187786,0.06981304969187786,1.0,9885986.657612026,8.0,6.333333333333333,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12584400.931496631,0.0,0.0,125.18106803210057,85754.96370098613,13232497.57946871,273262.537580286,-3806310.0,-953016.0,884691.0,235793.0,350.501091111111,3.50501091111111e-06,350.501091111111,9.522939394943325e-07,1.0,0.728305,1.0,7.1900000000999995,0.8,5.0,25.036213606420112,9.0,125.18106803210057,12584400.931496631,1.0515,0.014900000000000002,12584400.931496631,187507.57387929983,187507.57387929983,85754.96370098613,1134055.4948210116,18876.601397244947,629220.0465748316,12584.400931496632,11325.96083834697,100675.20745197305,37753.202794489895,25168.801862993263,0.10252764016394407,0.0740109676427007,0.003811564833599094,0.016952176635540446,0.0077529310521038276,0.0740109676427007,0.003811564833599094,0.016952176635540446,0.0077529310521038276,0.0077529310521038276,0.09920801798319488,0.09920801798319488,1.0,12584400.931496631,8.0,9.0,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,15282815.205381235,0.0,0.0,162.27175485642664,111163.84183461165,16069880.18845837,338877.7883947921,-3806310.0,-953016.0,884691.0,235793.0,350.501091111111,3.50501091111111e-06,350.501091111111,9.522939394943325e-07,1.0,0.728305,1.0,9.323333333433332,0.8,5.0,32.45435097128533,11.666666666666666,162.27175485642664,15282815.205381235,1.0515,0.014900000000000002,15282815.205381235,227713.94656018043,227713.94656018043,111163.84183461165,1384246.5562221142,22924.222808071852,764140.7602690618,15282.815205381236,13754.533684843112,122262.52164304988,45848.445616143705,30565.63041076247,0.12514690283028834,0.08988079351667051,0.004628860866108541,0.020587152639226558,0.01005009580828274,0.08988079351667051,0.004628860866108541,0.020587152639226558,0.01005009580828274,0.01005009580828274,0.12860298627451186,0.12860298627451186,1.0,15282815.205381235,8.0,11.666666666666666,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,17981229.47926584,0.0,0.0,199.36244168075268,136572.71996823713,18907262.79744803,404493.03920929815,-3806310.0,-953016.0,884691.0,235793.0,350.501091111111,3.50501091111111e-06,350.501091111111,9.522939394943325e-07,1.0,0.728305,1.0,11.456666666766665,0.8,5.0,39.87248833615054,14.333333333333332,199.36244168075268,17981229.47926584,1.0515,0.014900000000000002,17981229.47926584,267920.31924106105,267920.31924106105,136572.71996823713,1634437.617623217,26971.844218898757,899061.473963292,17981.22947926584,16183.106531339257,143849.83583412672,53943.688437797515,35962.45895853168,0.14776616549663263,0.10575061939064034,0.0054461568986179775,0.024222128642912674,0.012347260564461646,0.10575061939064034,0.0054461568986179775,0.024222128642912674,0.012347260564461646,0.012347260564461646,0.15799795456582882,0.15799795456582882,1.0,17981229.47926584,8.0,14.333333333333332,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,20679643.753150444,0.0,0.0,236.4531285050788,161981.59810186268,21744645.406437695,470108.2900238043,-3806310.0,-953016.0,884691.0,235793.0,350.501091111111,3.50501091111111e-06,350.501091111111,9.522939394943325e-07,1.0,0.728305,1.0,13.5900000001,0.8,5.0,47.29062570101576,17.0,236.4531285050788,20679643.753150444,1.0515,0.014900000000000002,20679643.753150444,308126.69192194164,308126.69192194164,161981.59810186268,1884628.67902432,31019.465629725666,1033982.1876575223,20679.643753150445,18611.6793778354,165437.15002520356,62038.93125945133,41359.28750630089,0.17038542816297694,0.12162044526461016,0.006263452931127435,0.027857104646598786,0.014644425320640562,0.12162044526461016,0.006263452931127435,0.027857104646598786,0.014644425320640562,0.014644425320640562,0.18739292285714584,0.18739292285714584,1.0,20679643.753150444,8.0,17.0,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,23378058.027035054,0.0,0.0,273.5438153294049,187390.47623548817,24582028.015427362,535723.5408383105,-3806310.0,-953016.0,884691.0,235793.0,350.501091111111,3.50501091111111e-06,350.501091111111,9.522939394943325e-07,1.0,0.728305,1.0,15.723333333433331,0.8,5.0,54.70876306588098,19.666666666666664,273.5438153294049,23378058.027035054,1.0515,0.014900000000000002,23378058.027035054,348333.06460282236,348333.06460282236,187390.47623548817,2134819.7404254237,35067.08704055258,1168902.9013517527,23378.058027035055,21040.25222433155,187024.46421628044,70134.17408110516,46756.11605407011,0.1930046908293213,0.13749027113858003,0.007080748963636892,0.03149208065028491,0.016941590076819474,0.13749027113858003,0.007080748963636892,0.03149208065028491,0.016941590076819474,0.01694159007681947,0.21678789114846284,0.21678789114846284,1.0,23378058.027035054,8.0,19.666666666666664,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,26076472.300919645,0.0,0.0,310.634502153731,212799.35436911372,27419410.62441701,601338.7916528166,-3806310.0,-953016.0,884691.0,235793.0,350.501091111111,3.50501091111111e-06,350.501091111111,9.522939394943325e-07,1.0,0.728305,1.0,17.856666666766664,0.8,5.0,62.1269004307462,22.333333333333332,310.634502153731,26076472.300919645,1.0515,0.014900000000000002,26076472.300919645,388539.4372837028,388539.4372837028,212799.35436911372,2385010.8018265255,39114.70845137947,1303823.6150459824,26076.472300919646,23468.825070827683,208611.77840735717,78229.41690275894,52152.94460183929,0.21562395349566552,0.15336009701254977,0.007898044996146329,0.035127056653971006,0.019238754832998386,0.15336009701254977,0.007898044996146329,0.035127056653971006,0.019238754832998386,0.019238754832998386,0.24618285943977983,0.24618285943977983,1.0,26076472.300919645,8.0,22.333333333333332,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,28774886.574804258,0.0,0.0,347.7251889780571,238208.23250273924,30256793.23340668,666954.0424673228,-3806310.0,-953016.0,884691.0,235793.0,350.501091111111,3.50501091111111e-06,350.501091111111,9.522939394943325e-07,1.0,0.728305,1.0,19.9900000001,0.8,5.0,69.54503779561142,25.0,347.7251889780571,28774886.574804258,1.0515,0.014900000000000002,28774886.574804258,428745.8099645835,428745.8099645835,238208.23250273924,2635201.863227629,43162.32986220639,1438744.328740213,28774.88657480426,25897.397917323833,230199.09259843407,86324.65972441278,57549.77314960852,0.23824321616200986,0.1692299228865196,0.008715341028655807,0.038762032657657125,0.021535919589177298,0.1692299228865196,0.008715341028655807,0.038762032657657125,0.021535919589177298,0.021535919589177298,0.27557782773109685,0.27557782773109685,1.0,28774886.574804258,8.0,25.0,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4671942.453055776,0.0,0.0,15.647633504012568,10719.370462623265,4912547.489388149,80331.31301315433,-3806310.0,-953016.0,884691.0,235793.0,394.31372749999986,3.943137274999999e-06,394.31372749999986,1.071330681931124e-06,1.0,0.728305,1.0,0.7900000000999999,0.8,5.0,3.1295267008025136,1.0,15.647633504012568,4671942.453055776,1.0515,0.014900000000000002,4671942.453055776,69611.94255053106,69611.94255053106,10719.370462623265,399899.57709786313,7007.913679583664,233597.1226527888,4671.942453055776,4204.748207750198,37375.53962444621,14015.827359167328,9343.884906111552,0.032136981051844316,0.024423533625577105,0.0012578119817172203,0.005594198660982894,0.0008614367835670918,0.024423533625577105,0.0012578119817172203,0.005594198660982894,0.0008614367835670918,0.0008614367835670918,0.011023113109243874,0.011023113109243874,1.0,4671942.453055776,9.0,1.0,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7472929.707043531,0.0,0.0,57.37465618137941,39304.35836295197,7857785.586956274,150651.0109979006,-3806310.0,-953016.0,884691.0,235793.0,394.31372749999986,3.943137274999999e-06,394.31372749999986,1.071330681931124e-06,1.0,0.728305,1.0,2.923333333433333,0.8,5.0,11.474931236275882,3.6666666666666665,57.37465618137941,7472929.707043531,1.0515,0.014900000000000002,7472929.707043531,111346.65263494864,111346.65263494864,39304.35836295197,661811.2399825195,11209.394560565297,373646.4853521766,7472.929707043531,6725.636736339179,59783.43765634825,22418.789121130594,14945.859414087063,0.05318489065071199,0.03906626672213695,0.0020119127361900592,0.00894810965263898,0.0031586015397460027,0.03906626672213695,0.0020119127361900592,0.00894810965263898,0.0031586015397460027,0.003158601539746003,0.040418081400560864,0.040418081400560864,1.0,7472929.707043531,9.0,3.6666666666666665,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10273916.961031288,0.0,0.0,99.10167885874627,67889.34626328068,10803023.684524402,220970.70898264687,-3806310.0,-953016.0,884691.0,235793.0,394.31372749999986,3.943137274999999e-06,394.31372749999986,1.071330681931124e-06,1.0,0.728305,1.0,5.056666666766667,0.8,5.0,19.820335771749253,6.333333333333333,99.10167885874627,10273916.961031288,1.0515,0.014900000000000002,10273916.961031288,153081.3627193662,153081.3627193662,67889.34626328068,923722.9028671761,15410.875441546932,513695.8480515644,10273.916961031287,9246.52526492816,82191.3356882503,30821.750883093864,20547.833922062575,0.07423280024957968,0.05370899981869681,0.002766013490662889,0.012302020644295066,0.005455766295924915,0.05370899981869681,0.002766013490662889,0.012302020644295066,0.005455766295924915,0.005455766295924915,0.06981304969187788,0.06981304969187788,1.0,10273916.961031288,9.0,6.333333333333333,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,13074904.215019047,0.0,0.0,140.8287015361131,96474.33416360937,13748261.78209253,291290.4069673932,-3806310.0,-953016.0,884691.0,235793.0,394.31372749999986,3.943137274999999e-06,394.31372749999986,1.071330681931124e-06,1.0,0.728305,1.0,7.1900000000999995,0.8,5.0,28.16574030722262,9.0,140.8287015361131,13074904.215019047,1.0515,0.014900000000000002,13074904.215019047,194816.07280378384,194816.07280378384,96474.33416360937,1185634.565751833,19612.356322528572,653745.2107509524,13074.904215019047,11767.413793517144,104599.23372015238,39224.712645057145,26149.808430038094,0.09528070984844739,0.06835173291525667,0.0035201142451357285,0.015655931635951154,0.007752931052103827,0.06835173291525667,0.0035201142451357285,0.015655931635951154,0.007752931052103827,0.007752931052103825,0.09920801798319485,0.09920801798319485,1.0,13074904.215019047,9.0,9.0,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,15875891.469006797,0.0,0.0,182.55572421347995,125059.32206393807,16693499.87966065,361610.1049521394,-3806310.0,-953016.0,884691.0,235793.0,394.31372749999986,3.943137274999999e-06,394.31372749999986,1.071330681931124e-06,1.0,0.728305,1.0,9.323333333433332,0.8,5.0,36.51114484269599,11.666666666666666,182.55572421347995,15875891.469006797,1.0515,0.014900000000000002,15875891.469006797,236550.7828882013,236550.7828882013,125059.32206393807,1447546.2286364888,23813.837203510197,793794.57345034,15875.891469006798,14288.30232210612,127007.13175205438,47627.67440702039,31751.782938013595,0.11632861944731503,0.0829944660118165,0.004274214999608568,0.019009842627607233,0.010050095808282738,0.0829944660118165,0.004274214999608568,0.019009842627607233,0.010050095808282738,0.010050095808282736,0.12860298627451186,0.12860298627451186,1.0,15875891.469006797,9.0,11.666666666666666,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,18676878.722994555,0.0,0.0,224.28274689084677,153644.30996426678,19638737.977228776,431929.80293688574,-3806310.0,-953016.0,884691.0,235793.0,394.31372749999986,3.943137274999999e-06,394.31372749999986,1.071330681931124e-06,1.0,0.728305,1.0,11.456666666766665,0.8,5.0,44.856549378169355,14.333333333333332,224.28274689084677,18676878.722994555,1.0515,0.014900000000000002,18676878.722994555,278285.4929726189,278285.4929726189,153644.30996426678,1709457.8915211454,28015.31808449183,933843.9361497278,18676.878722994556,16809.1908506951,149415.02978395644,56030.63616898366,37353.75744598911,0.13737652904618272,0.09763719910837637,0.005028315754081379,0.022363753619263318,0.012347260564461648,0.09763719910837637,0.005028315754081379,0.022363753619263318,0.012347260564461648,0.012347260564461648,0.15799795456582882,0.15799795456582882,1.0,18676878.722994555,9.0,14.333333333333332,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,21477865.976982314,0.0,0.0,266.00976956821364,182229.29786459552,22583976.074796904,502249.50092163205,-3806310.0,-953016.0,884691.0,235793.0,394.31372749999986,3.943137274999999e-06,394.31372749999986,1.071330681931124e-06,1.0,0.728305,1.0,13.5900000001,0.8,5.0,53.20195391364273,17.0,266.00976956821364,21477865.976982314,1.0515,0.014900000000000002,21477865.976982314,320020.2030570365,320020.2030570365,182229.29786459552,1971369.554405802,32216.79896547347,1073893.2988491158,21477.865976982313,19330.079379284085,171822.9278158585,64433.59793094694,42955.73195396463,0.1584244386450504,0.11227993220493623,0.005782416508554218,0.025717664610919407,0.01464442532064056,0.11227993220493623,0.005782416508554218,0.025717664610919407,0.01464442532064056,0.014644425320640562,0.18739292285714584,0.18739292285714584,1.0,21477865.976982314,9.0,17.0,default,OzoneZO,ozone
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,24278853.23097007,0.0,0.0,307.7367922455805,210814.2857649242,25529214.172365032,572569.1989063782,-3806310.0,-953016.0,884691.0,235793.0,394.31372749999986,3.943137274999999e-06,394.31372749999986,1.071330681931124e-06,1.0,0.728305,1.0,15.723333333433331,0.8,5.0,61.547358449116096,19.666666666666664,307.7367922455805,24278853.23097007,1.0515,0.014900000000000002,24278853.23097007,361754.9131414541,361754.9131414541,210814.2857649242,2233281.2172904587,36418.27984645511,1213942.6615485034,24278.85323097007,21850.967907873066,194230.82584776057,72836.55969291022,48557.70646194014,0.1794723482439181,0.12692266530149607,0.006536517263027076,0.029071575602575495,0.01694159007681947,0.12692266530149607,0.006536517263027076,0.029071575602575495,0.01694159007681947,0.01694159007681947,0.21678789114846284,0.21678789114846284,1.0,24278853.23097007,9.0,19.666666666666664,default,OzoneZO,ozone
