fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.mbr.capital_a_parameter[default],fs.costing.mbr.capital_b_parameter[default],fs.costing.mbr.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.elec_coeff_1,fs.unit.elec_coeff_2,fs.unit.electricity[0.0],fs.unit.electricity_intensity[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[MBRZO],fs.costing.LCOW_aggregate_indirect_capex[MBRZO],fs.costing.LCOW_aggregate_fixed_opex[MBRZO],fs.costing.LCOW_aggregate_variable_opex[MBRZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.electricity_intensity_base,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit,fs.costing.mbr.capital_a_parameter[mbr_denitrification],fs.costing.mbr.capital_b_parameter[mbr_denitrification],fs.costing.mbr.reference_state[mbr_denitrification]
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3497157.515865457,0.0,0.0,560.9390965015442,384269.86296856485,3677261.127932528,436377.50995496014,725570.0,0.5862,1.0,367.6610403634258,0.036766104036342576,367.62427425938944,0.033089493632708335,0.03676610403638979,0.0036766104036342583,0.9999,0.1,9.5,-0.3,560.9390965015442,0.423762157277546,3497157.515865457,1.0515,0.014900000000000002,3497157.515865457,52107.64698639531,52107.64698639531,384269.86296856485,675588.6234918876,5245.736273798186,174857.87579327286,3497.157515865457,3147.4417642789113,27977.260126923655,10491.472547596371,6994.315031730914,0.05822202703095074,0.019605461490477854,0.0010096812667596121,0.004490621549664944,0.033116262724048336,0.019605461490477854,0.0010096812667596121,0.004490621549664944,0.033116262724048336,0.03311626272404833,0.4237621572775461,0.4237621572775461,0.04460654287132063,1.0,3497157.515865457,8.391666666666666,default,MBRZO,mbr,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3695758.969563698,0.0,0.0,599.1851950182607,410470.2528642983,3886090.5564962286,465537.06151079736,725570.0,0.5862,1.0,403.9890180358795,0.040398901803587954,403.9486191340759,0.03635901162322915,0.040398901803619325,0.0040398901803587964,0.9999,0.1,9.5,-0.3,599.1851950182607,0.41195102379188486,3695758.969563698,1.0515,0.014900000000000002,3695758.969563698,55066.80864649911,55066.80864649911,410470.2528642983,718332.8290627876,5543.638454345547,184787.9484781849,3695.758969563698,3326.1830726073285,29566.071756509584,11087.276908691094,7391.517939127396,0.05633895160300253,0.018855739413210497,0.0009710705797803407,0.0043188980675081205,0.03219324354250358,0.018855739413210497,0.0009710705797803407,0.0043188980675081205,0.03219324354250358,0.03219324354250357,0.411951023791885,0.411951023791885,0.04336326566230367,1.0,3695758.969563698,9.220833333333333,default,MBRZO,mbr,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3887094.5990399215,0.0,0.0,636.411760766605,435972.2144999268,4087279.9708904778,493889.9240256216,725570.0,0.5862,1.0,440.3169957083331,0.04403169957083332,440.2729640087623,0.03962852961374999,0.04403169957077339,0.004403169957083332,0.9999,0.1,9.5,-0.3,636.411760766605,0.4014457085314205,3887094.5990399215,1.0515,0.014900000000000002,3887094.5990399215,57917.70952569484,57917.70952569484,435972.2144999268,759773.3517069182,5830.641898559882,194354.7299519961,3887.094599039922,3498.38513913593,31096.756792319375,11661.283797119764,7774.189198079844,0.05467278707510753,0.01819571594942141,0.0009370793713952031,0.004167720009740121,0.0313722717445508,0.01819571594942141,0.0009370793713952031,0.004167720009740121,0.0313722717445508,0.031372271744550796,0.40144570853142053,0.40144570853142053,0.042257443003307416,1.0,3887094.5990399215,10.049999999999999,default,MBRZO,mbr,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4071999.5658253357,0.0,0.0,672.7270558696881,460849.91256012314,4281707.543465341,521522.7060909206,725570.0,0.5862,1.0,476.6449733807868,0.04766449733807868,476.5973088834487,0.04289804760427081,0.04766449733801381,0.004766449733807869,0.9999,0.1,9.5,-0.3,672.7270558696881,0.39201072511265683,4071999.5658253357,1.0515,0.014900000000000002,4071999.5658253357,60672.793530797506,60672.793530797506,460849.91256012314,800053.9263873867,6107.999348738003,203599.9782912668,4071.9995658253356,3664.7996092428025,32575.996526602685,12215.998697476007,8143.999131650671,0.05318349196281044,0.017608493165882432,0.0009068373980429476,0.0040332169128609605,0.0306349444860241,0.017608493165882432,0.0009068373980429476,0.0040332169128609605,0.0306349444860241,0.030634944486024097,0.3920107251126569,0.3920107251126569,0.041264286853963876,1.0,4071999.5658253357,10.879166666666665,default,MBRZO,mbr,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4251157.344971933,0.0,0.0,708.2205238627312,485164.6201050772,4470091.948237988,548506.864545159,725570.0,0.5862,1.0,512.9729510532405,0.05129729510532406,512.9216537581352,0.04616756559479163,0.05129729510525409,0.005129729510532407,0.9999,0.1,9.5,-0.3,708.2205238627312,0.3834671049732213,4251157.344971933,1.0515,0.014900000000000002,4251157.344971933,63342.24444008181,63342.24444008181,485164.6201050772,839292.7607188295,6376.7360174579,212557.86724859668,4251.1573449719335,3826.0416104747405,34009.25875977547,12753.4720349158,8502.314689943867,0.05184079074032097,0.01708135039144736,0.0008796895451595388,0.003912475113246703,0.029967275690467376,0.01708135039144736,0.0008796895451595388,0.003912475113246703,0.029967275690467376,0.029967275690467376,0.38346710497322134,0.38346710497322134,0.04036495841823382,1.0,4251157.344971933,11.708333333333332,default,MBRZO,mbr,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4425135.98549448,0.0,0.0,742.967156315721,508967.70991394157,4653030.488747445,574902.2360978093,725570.0,0.5862,1.0,549.3009287256942,0.05493009287256943,549.2459986328216,0.04943708358531248,0.054930092872612094,0.005493009287256944,0.9999,0.1,9.5,-0.3,742.967156315721,0.37567591631240954,4425135.98549448,1.0515,0.014900000000000002,4425135.98549448,65934.52618386775,65934.52618386775,508967.70991394157,877588.5468631112,6637.70397824172,221256.79927472398,4425.135985494479,3982.622386945032,35401.087883955835,13275.40795648344,8850.271970988959,0.05062129126535575,0.016604498962963343,0.000855131696592616,0.0038032525222978066,0.02935840808350199,0.016604498962963343,0.000855131696592616,0.0038032525222978066,0.02935840808350199,0.02935840808350199,0.37567591631240965,0.37567591631240965,0.03954483329604311,1.0,4425135.98549448,12.5375,default,MBRZO,mbr,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4594413.891208886,0.0,0.0,777.0306251816144,532302.8002917876,4831026.206606144,600759.5672707999,725570.0,0.5862,1.0,585.6289063981479,0.0585628906398148,585.5703435075081,0.05270660157583334,0.05856289063973492,0.005856289063981499,0.9999,0.1,9.5,-0.3,777.0306251816144,0.36852733180432795,4594413.891208886,1.0515,0.014900000000000002,4594413.891208886,68456.7669790124,68456.7669790124,532302.8002917876,915024.7549209542,6891.620836813329,229720.69456044433,4594.4138912088865,4134.972502087998,36755.31112967109,13783.241673626659,9188.827782417773,0.04950658210453982,0.016170263564446754,0.0008327685735690094,0.0037037911125700606,0.028799758853954006,0.016170263564446754,0.0008327685735690094,0.0037037911125700606,0.028799758853954006,0.028799758853954006,0.36852733180432795,0.36852733180432795,0.038792350716245046,1.0,4594413.891208886,13.366666666666665,default,MBRZO,mbr,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4759398.6102891,0.0,0.0,810.4655845790369,555207.3318998313,5004507.638718989,626122.3711931389,725570.0,0.5862,1.0,621.9568840706015,0.062195688407060155,621.8946883821944,0.05597611956635413,0.06219568840710846,0.006219568840706017,0.9999,0.1,9.5,-0.3,810.4655845790369,0.36193315667576503,4759398.6102891,1.0515,0.014900000000000002,4759398.6102891,70915.0392933076,70915.0392933076,555207.3318998313,951672.7749620153,7139.097915433649,237969.930514455,4759.398610289099,4283.45874926019,38075.188882312796,14278.195830867298,9518.797220578199,0.048481938005664846,0.01577252730106257,0.000812285156004722,0.0036126898122357783,0.028284435736361777,0.01577252730106257,0.000812285156004722,0.0036126898122357783,0.028284435736361777,0.028284435736361777,0.3619331566757651,0.3619331566757651,0.03809822701850158,1.0,4759398.6102891,14.195833333333331,default,MBRZO,mbr,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4920440.825347605,0.0,0.0,843.3193978116053,577713.7508455092,5173843.527853007,651028.3191431885,725570.0,0.5862,1.0,658.2848617430552,0.06582848617430553,658.219033256881,0.05924563755687499,0.06582848617431084,0.006582848617430574,0.9999,0.1,9.5,-0.3,843.3193978116053,0.3558215883383317,4920440.825347605,1.0515,0.014900000000000002,4920440.825347605,73314.56829767933,73314.56829767933,577713.7508455092,987594.2655108275,7380.661238021408,246022.04126738026,4920.440825347605,4428.396742812845,39363.52660278084,14761.322476042817,9840.88165069521,0.047535415811961856,0.015406345489732137,0.000793426792721208,0.003528816044007756,0.027806827485500764,0.015406345489732137,0.000793426792721208,0.003528816044007756,0.027806827485500764,0.027806827485500757,0.3558215883383317,0.3558215883383317,0.03745490403561386,1.0,4920440.825347605,15.024999999999999,default,MBRZO,mbr,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5077844.966036346,0.0,0.0,875.6334568834422,599850.4126131361,5339353.981787218,675510.3026070778,725570.0,0.5862,1.0,694.612839415509,0.0694612839415509,694.5433781315675,0.06251515554739583,0.06946128394160485,0.006946128394155112,0.9999,0.1,9.5,-0.3,875.6334568834422,0.3501334574899275,5077844.966036346,1.0515,0.014900000000000002,5077844.966036346,75659.88999394156,75659.88999394156,599850.4126131361,1022842.9415239252,7616.767449054519,253892.2483018173,5077.844966036346,4570.060469432711,40622.759728290766,15233.534898109037,10155.689932072692,0.046657208508602284,0.015067670619218942,0.0007759850368897778,0.0034512427273788557,0.027362310125114704,0.015067670619218942,0.0007759850368897778,0.0034512427273788557,0.027362310125114704,0.027362310125114704,0.35013345748992764,0.35013345748992764,0.03685615341999237,1.0,5077844.966036346,15.854166666666666,default,MBRZO,mbr,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5231877.392763204,0.0,0.0,907.4442069037423,621642.2838295765,5501319.07849051,699597.2569817482,725570.0,0.5862,1.0,730.9408170879626,0.07309408170879628,730.8677230062539,0.06578467353791666,0.07309408170869656,0.007309408170879629,0.9999,0.1,9.5,-0.3,907.4442069037423,0.34481947798738055,5231877.392763204,1.0515,0.014900000000000002,5231877.392763204,77954.97315217175,77954.97315217175,621642.2838295765,1057465.9578720606,7847.816089144806,261593.86963816022,5231.877392763204,4708.689653486884,41855.01914210563,15695.632178289612,10463.754785526407,0.045839174359595045,0.014753152478501601,0.000759787352642836,0.0033792024981217266,0.026947032030328874,0.014753152478501601,0.000759787352642836,0.0033792024981217266,0.026947032030328874,0.02694703203032888,0.3448194779873806,0.3448194779873806,0.036296787156566375,1.0,5231877.392763204,16.683333333333334,default,MBRZO,mbr,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5382772.799957349,0.0,0.0,938.7839527361572,643111.494857299,5659985.599155153,723314.8095766635,725570.0,0.5862,1.0,767.2687947604164,0.07672687947604165,767.1920678809404,0.06905419152843749,0.076726879475937,0.007672687947604165,0.9999,0.1,9.5,-0.3,938.7839527361572,0.3398381991559552,5382772.799957349,1.0515,0.014900000000000002,5382772.799957349,80203.31471936451,80203.31471936451,643111.494857299,1091504.9953354052,8074.1591999360235,269138.63999786746,5382.772799957349,4844.495519961614,43062.18239965879,16148.318399872047,10765.545599914698,0.04507448752385009,0.014459990282330097,0.0007446894995400005,0.0033120538377183865,0.02655775390426161,0.014459990282330097,0.0007446894995400005,0.0033120538377183865,0.02655775390426161,0.02655775390426161,0.3398381991559552,0.3398381991559552,0.035772442016416335,1.0,5382772.799957349,17.5125,default,MBRZO,mbr,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5530739.291811652,0.0,0.0,969.6815022748084,664277.78046893,5815572.365339952,746685.7959169237,725570.0,0.5862,1.0,803.5967724328701,0.08035967724328703,803.5164127556269,0.07232370951895835,0.08035967724317741,0.008035967724328704,0.9999,0.1,9.5,-0.3,969.6815022748084,0.335154457047819,5530739.291811652,1.0515,0.014900000000000002,5530739.291811652,82408.01544799362,82408.01544799362,664277.78046893,1124997.124095486,8296.108937717478,276536.9645905826,5530.739291811652,4977.665362630487,44245.914334493216,16592.217875434955,11061.478583623304,0.04435737466520751,0.014185821501326877,0.0007305698073183359,0.003249255609948211,0.02619172774661409,0.014185821501326877,0.0007305698073183359,0.003249255609948211,0.02619172774661409,0.02619172774661409,0.33515445704781904,0.33515445704781904,0.03527941653134937,1.0,5530739.291811652,18.34166666666667,default,MBRZO,mbr,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5675962.45301922,0.0,0.0,1000.16268530709,685158.83529286,5968274.519349711,769730.6758428465,725570.0,0.5862,1.0,839.9247501053239,0.08399247501053239,839.8407576303134,0.07559322750947918,0.08399247501041783,0.008399247501053241,0.9999,0.1,9.5,-0.3,1000.16268530709,0.33073818647106357,5675962.45301922,1.0515,0.014900000000000002,5675962.45301922,84571.84054998639,84571.84054998639,685158.83529286,1157975.498279593,8513.943679528831,283798.12265096104,5675.96245301922,5108.3662077172985,45407.69962415376,17027.887359057662,11351.92490603844,0.04368291354118666,0.013928637075401746,0.0007173248093831923,0.0031903476405612864,0.02584660401584044,0.013928637075401746,0.0007173248093831923,0.0031903476405612864,0.02584660401584044,0.025846604015840435,0.3307381864710636,0.3307381864710636,0.034814545944322484,1.0,5675962.45301922,19.170833333333334,default,MBRZO,mbr,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5818608.648158836,0.0,0.0,1030.2507763522274,705770.6034776951,6118266.993539017,792467.8723352618,725570.0,0.5862,1.0,876.2527277777775,0.08762527277777776,876.1651025049997,0.07886274549999997,0.08762527277788022,0.008762527277777777,0.9999,0.1,9.5,-0.3,1030.2507763522274,0.3265634980892435,5818608.648158836,1.0515,0.014900000000000002,5818608.648158836,86697.26885756667,86697.26885756667,705770.6034776951,1190469.920469264,8727.912972238255,290930.43240794184,5818.608648158836,5236.747783342953,46548.86918527069,17455.82594447651,11637.217296317673,0.04304687699074134,0.013686715903433302,0.0007048658690268165,0.0031349357121713663,0.02552035950610986,0.013686715903433302,0.0007048658690268165,0.0031349357121713663,0.02552035950610986,0.025520359506109855,0.3265634980892435,0.3265634980892435,0.03437510506202563,1.0,5818608.648158836,20.0,default,MBRZO,mbr,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,260588.57119295967,0.0,0.0,25.247707693696135,17295.876212294443,274008.8826093971,21178.645923069544,,,,4.381263638888887,0.0004381263638888888,4.380825512524998,0.00039431372749999994,0.000438126363889229,4.3812636388888886e-05,0.9999,0.1,9.5,-0.3,25.247707693696135,1.6005772443833195,260588.57119295967,1.0515,0.014900000000000002,260588.57119295967,3882.7697107750996,3882.7697107750996,17295.876212294443,39003.316961553865,390.88285678943953,13029.428559647984,260.5885711929597,234.52971407366374,2084.7085695436776,781.7657135788791,521.1771423859194,0.2820686114963882,0.12259294127740356,0.006313536475786304,0.028079854391823315,0.125082279351375,0.12259294127740356,0.006313536475786304,0.028079854391823315,0.125082279351375,0.125082279351375,1.6005772443833195,1.6005772443833195,0.16848181519824415,1.0,260588.57119295967,0.1,mbr_denitrification,MBRZO,mbr,725570.0,0.5862,1.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,962613.2726084039,0.0,0.0,120.19530073698265,82339.47683755113,1012187.8561477369,96682.41459941636,,,,40.70924131134258,0.004070924131134258,40.705170387211446,0.0036638317180208305,0.004070924131139485,0.00040709241311342586,0.9999,0.1,9.5,-0.3,120.19530073698265,0.8200655192323055,962613.2726084039,1.0515,0.014900000000000002,962613.2726084039,14342.93776186522,14342.93776186522,82339.47683755113,162526.68721265518,1443.919908912606,48130.6636304202,962.6132726084039,866.3519453475636,7700.906180867231,2887.839817825212,1925.2265452168078,0.12649818090777867,0.04873806966080587,0.0025100105875315083,0.011163431476182586,0.06408666918325871,0.04873806966080587,0.0025100105875315083,0.011163431476182586,0.06408666918325871,0.0640866691832587,0.8200655192323055,0.8200655192323055,0.08632268623497953,1.0,962613.2726084039,0.9291666666666666,mbr_denitrification,MBRZO,mbr,725570.0,0.5862,1.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1399051.4744335848,0.0,0.0,187.8420416692366,128680.70002992614,1471102.6253669146,149526.56699898656,,,,77.03721898379627,0.007703721898379629,77.02951526189788,0.006933349708541664,0.007703721898370192,0.0007703721898379629,0.9999,0.1,9.5,-0.3,187.8420416692366,0.6772457298378807,1399051.4744335848,1.0515,0.014900000000000002,1399051.4744335848,20845.86696906042,20845.86696906042,128680.70002992614,245223.90392946682,2098.577211650377,69952.57372167925,1399.0514744335849,1259.1463269902265,11192.411795468679,4197.154423300754,2798.1029488671697,0.10085903559796272,0.037431961411575614,0.0019277460126961492,0.008573772805230258,0.0529255553684607,0.037431961411575614,0.0019277460126961492,0.008573772805230258,0.0529255553684607,0.0529255553684607,0.6772457298378807,0.6772457298378807,0.07128902419346113,1.0,1399051.4744335848,1.7583333333333333,mbr_denitrification,MBRZO,mbr,725570.0,0.5862,1.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1754631.132441607,0.0,0.0,246.1717451370617,168639.3110420157,1844994.6357623502,194783.31491539563,,,,113.36519665624996,0.011336519665624998,113.35386013658434,0.010202867699062496,0.011336519665609534,0.0011336519665625,0.9999,0.1,9.5,-0.3,246.1717451370617,0.603132221460239,1754631.132441607,1.0515,0.014900000000000002,1754631.132441607,26144.00387337995,26144.00387337995,168639.3110420157,314802.86368714867,2631.9466986624107,87731.55662208036,1754.6311324416072,1579.1680191974465,14037.049059532857,5263.893397324821,3509.2622648832144,0.08798558669233707,0.03190182824529919,0.0016429441546329101,0.007307098456296455,0.04713371583610851,0.03190182824529919,0.0016429441546329101,0.007307098456296455,0.04713371583610851,0.04713371583610851,0.603132221460239,0.603132221460239,0.06348760225897253,1.0,1754631.132441607,2.5875,mbr_denitrification,MBRZO,mbr,725570.0,0.5862,1.0
