fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.struvite_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.anaerobic_mbr_mec.unit_capex[default],fs.costing.anaerobic_mbr_mec.unit_opex[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[cod],fs.unit.properties_in[0.0].flow_mass_comp[nonbiodegradable_cod],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[cod],fs.unit.properties_treated[0.0].flow_mass_comp[nonbiodegradable_cod],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[cod],fs.unit.properties_byproduct[0.0].flow_mass_comp[nonbiodegradable_cod],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,cod]","fs.unit.removal_frac_mass_comp[0.0,nonbiodegradable_cod]","fs.unit.reaction_conversion[0.0,cod_to_nonbiodegradable_cod]","fs.unit.extent_of_reaction[0.0,cod_to_nonbiodegradable_cod]","fs.unit.generation_ratio[cod_to_nonbiodegradable_cod,H2O]","fs.unit.generation_ratio[cod_to_nonbiodegradable_cod,cod]","fs.unit.generation_ratio[cod_to_nonbiodegradable_cod,nonbiodegradable_cod]",fs.unit.electricity[0.0],fs.unit.costing.capital_cost,fs.unit.costing.fixed_operating_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[AnaerobicMBRMECZO],fs.costing.LCOW_aggregate_indirect_capex[AnaerobicMBRMECZO],fs.costing.LCOW_aggregate_fixed_opex[AnaerobicMBRMECZO],fs.costing.LCOW_aggregate_variable_opex[AnaerobicMBRMECZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],"fs.unit.generation_rxn_comp[0.0,cod_to_nonbiodegradable_cod,H2O]","fs.unit.generation_rxn_comp[0.0,cod_to_nonbiodegradable_cod,cod]","fs.unit.generation_rxn_comp[0.0,cod_to_nonbiodegradable_cod,nonbiodegradable_cod]",fs.unit.properties_in[0.0].flow_vol,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.lift_height,fs.unit.eta_pump,fs.unit.eta_motor,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,503747711.646352,87438624.54223125,0.0,135.50535119381595,92827.58691542117,529690718.7961392,95037293.03267731,7.18,5.63,367.6610403634258,0.036766104036342576,0.036766104036342576,145.88790081620735,0.01838305201817129,5.350526689833078e-18,221.77313954721845,4.378947255002645e-18,0.05514915605451386,0.3968,0,1,0.5,0.018383052018171288,0,-1,1,135.50535119381595,503747711.646352,87438624.54223125,1.0515,0.0149,305301643.4220315,7505840.903530645,94944465.44576189,92827.58691542117,129494434.43906939,755621.5674695281,25187385.582317602,503747.711646352,453372.9404817168,4029981.693170816,1511243.1349390561,1007495.423292704,11.158676164818354,1.7113845023178653,1.2578248245910733,8.181467783849389,0.007999054060026815,1.7113845023178653,1.2578248245910733,8.181467783849389,0.007999054060026815,0.007999054060026815,0.1023574559998629,0.1023574559998629,0.0,-0.018383052018171288,0.018383052018171288,0.36773457257149844,1.65,305301643.4220315,100,0.9,0.9,8.391666666666666,default,AnaerobicMBRMECZO,anaerobic_mbr_mec
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,553522187.6233251,96078290.02579829,0.0,148.89441022438666,101999.726834075,582028580.2859265,104427770.34821992,7.18,5.63,403.9890180358795,0.040398901803587954,0.040398901803587954,160.30284235663697,0.02019945090179398,5.3421769246392584e-27,243.68617567924252,2.863784752946397e-19,0.06059835270538194,0.3968,0,1,0.5,0.020199450901793977,0,-1,1,148.89441022438666,553522187.6233251,96078290.02579829,1.0515,0.0149,335467992.49898493,8247480.595587544,104325770.62138584,101999.726834075,142289564.75355542,830283.2814349877,27676109.381166257,553522.1876233252,498169.96886099264,4428177.500986601,1660566.5628699753,1107044.3752466503,11.158676164818354,1.7113845023178649,1.2578248245910733,8.181467783849389,0.007999054060026817,1.7113845023178649,1.2578248245910733,8.181467783849389,0.007999054060026817,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.0,-0.020199450901793977,0.020199450901793977,0.4040698158394867,1.65,335467992.49898493,100,0.9,0.9,9.220833333333333,default,AnaerobicMBRMECZO,anaerobic_mbr_mec
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,603296663.6002982,104717955.50936529,0.0,162.28346925495728,111171.86675272879,634366441.7757136,113818247.66376247,7.18,5.63,440.3169957083331,0.04403169957083332,0.04403169957083332,174.71778389706657,0.02201584978541667,5.244304527529844e-18,265.5992118112665,6.889354715834857e-18,0.06604754935624998,0.3968,0,1,0.5,0.02201584978541666,0,-1,1,162.28346925495728,603296663.6002982,104717955.50936529,1.0515,0.0149,365634341.5759383,8989120.287644442,113707075.79700974,111171.86675272879,155084695.06804132,904944.9954004473,30164833.18001491,603296.6636002982,542966.9972402684,4826373.308802386,1809889.9908008946,1206593.3272005965,11.15867616481835,1.7113845023178647,1.2578248245910726,8.181467783849387,0.007999054060026814,1.7113845023178647,1.2578248245910726,8.181467783849387,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.0,-0.02201584978541666,0.02201584978541666,0.44040505910747474,1.65,365634341.5759383,100,0.9,0.9,10.049999999999999,default,AnaerobicMBRMECZO,anaerobic_mbr_mec
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,653071139.5772713,113357620.99293232,0.0,175.672528285528,120344.00667138262,686704303.2655009,123208724.97930504,7.18,5.63,476.6449733807868,0.04766449733807868,0.04766449733807868,189.13272543749622,0.023832248669039345,5.160891824636687e-27,287.5122479432905,1.7146410474131956e-18,0.07149674600711803,0.3968,0,1,0.5,0.02383224866903934,0,-1,1,175.672528285528,653071139.5772713,113357620.99293232,1.0515,0.0149,395800690.65289176,9730759.979701344,123088380.97263366,120344.00667138262,167879825.38252732,979606.709365907,32653556.978863567,653071.1395772713,587764.0256195442,5224569.11661817,1959213.418731814,1306142.2791545426,11.15867616481835,1.7113845023178647,1.2578248245910728,8.181467783849387,0.007999054060026814,1.7113845023178647,1.2578248245910728,8.181467783849387,0.007999054060026814,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.0,-0.02383224866903934,0.02383224866903934,0.47674030237546294,1.65,395800690.65289176,100,0.9,0.9,10.879166666666665,default,AnaerobicMBRMECZO,anaerobic_mbr_mec
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,702845615.5542446,121997286.47649938,0.0,189.06158731609867,129516.14659003644,739042164.7552884,132599202.29484767,7.18,5.63,512.9729510532405,0.05129729510532406,0.05129729510532406,203.5476669779025,0.025648638533014655,2.370215362524662e-16,309.4252840752932,2.370216048361459e-16,0.07694594536390918,0.3968,0,1,0.5,0.02564865116053544,0,-1,1,189.06158731609867,702845615.5542446,121997286.47649938,1.0515,0.0149,425967039.7298453,10472399.671758246,132469686.14825763,129516.14659003644,180674955.69701338,1054268.423331367,35142280.77771223,702845.6155542446,632561.0539988203,5622764.924433957,2108536.846662734,1405691.2311084892,11.158676164818354,1.7113845023178649,1.2578248245910733,8.181467783849389,0.007999054060026814,1.7113845023178649,1.2578248245910733,8.181467783849389,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.0,-0.02564865116053544,0.02564865116053544,0.5130755456434511,1.65,425967039.7298453,100,0.9,0.9,11.708333333333332,default,AnaerobicMBRMECZO,anaerobic_mbr_mec
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,752620091.531218,130636951.96006644,0.0,202.45064634666943,138688.2865086903,791380026.2450758,141989679.61039028,7.18,5.63,549.3009287256942,0.05493009287256943,0.05493009287256943,217.9626085183555,0.02746504643628472,6.54233512553103e-18,331.3383202073387,8.594744298066424e-18,0.08239513930885417,0.3968,0,1,0.5,0.027465046436284717,0,-1,1,202.45064634666943,752620091.531218,130636951.96006644,1.0515,0.0149,456133388.8067988,11214039.36381515,141850991.3238816,138688.2865086903,193470086.0114994,1128930.137296827,37631004.57656091,752620.091531218,677358.0823780963,6020960.732249744,2257860.274593654,1505240.183062436,11.158676164818353,1.711384502317865,1.2578248245910728,8.181467783849389,0.007999054060026815,1.711384502317865,1.2578248245910728,8.181467783849389,0.007999054060026815,0.007999054060026814,0.10235745599986291,0.10235745599986291,0.0,-0.027465046436284717,0.027465046436284717,0.5494107889114394,1.65,456133388.8067988,100,0.9,0.9,12.5375,default,AnaerobicMBRMECZO,anaerobic_mbr_mec
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,802394567.508191,139276617.44363347,0.0,215.83970537724008,147860.42642734412,843717887.7348629,151380156.92593285,7.18,5.63,585.6289063981479,0.0585628906398148,0.0585628906398148,232.37755005878506,0.02928144531990741,6.975011991361917e-18,353.2513563393628,9.163125515738141e-18,0.08784433595972221,0.3968,0,1,0.5,0.0292814453199074,0,-1,1,215.83970537724008,802394567.508191,139276617.44363347,1.0515,0.0149,486299737.88375217,11955679.055872045,151232296.49950552,147860.42642734412,206265216.32598537,1203591.8512622865,40119728.37540955,802394.567508191,722155.110757372,6419156.540065528,2407183.702524573,1604789.135016382,11.15867616481835,1.7113845023178644,1.2578248245910726,8.181467783849387,0.007999054060026814,1.7113845023178644,1.2578248245910726,8.181467783849387,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.0,-0.0292814453199074,0.0292814453199074,0.5857460321794276,1.65,486299737.88375217,100,0.9,0.9,13.366666666666665,default,AnaerobicMBRMECZO,anaerobic_mbr_mec
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,852169043.4851642,147916282.92720047,0.0,229.22876440781076,157032.56634599794,896055749.2246503,160770634.2414754,7.18,5.63,621.9568840706015,0.062195688407060155,0.062195688407060155,246.79249159921466,0.031097844203530078,1.8562953854738488e-26,375.16439247138686,2.2374981347138666e-18,0.09329353261059024,0.3968,0,1,0.5,0.031097844203530078,0,-1,1,229.22876440781076,852169043.4851642,147916282.92720047,1.0515,0.0149,516466086.9607056,12697318.747928945,160613601.6751294,157032.56634599794,219060346.6404713,1278253.5652277463,42608452.17425821,852169.0434851642,766952.1391366478,6817352.347881313,2556507.1304554925,1704338.0869703284,11.15867616481835,1.711384502317865,1.2578248245910728,8.181467783849387,0.007999054060026815,1.711384502317865,1.2578248245910728,8.181467783849387,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.0,-0.031097844203530078,0.031097844203530078,0.6220812754474156,1.65,516466086.9607056,100,0.9,0.9,14.195833333333331,default,AnaerobicMBRMECZO,anaerobic_mbr_mec
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,901943519.4621372,156555948.4107675,0.0,242.61782343838138,166204.70626465173,948393610.7144374,170161111.55701798,7.18,5.63,658.2848617430552,0.06582848617430553,0.06582848617430553,261.20743313960577,0.032914228185917424,8.384251158693944e-16,397.0774286033753,8.384253581702254e-16,0.09874273373190078,0.3968,0,1,0.5,0.032914249047677265,0,-1,1,242.61782343838138,901943519.4621372,156555948.4107675,1.0515,0.0149,546632436.0376589,13438958.439985845,169994906.85075334,166204.70626465173,231855476.9549573,1352915.2791932058,45097175.97310686,901943.5194621373,811749.1675159236,7215548.155697098,2705830.5583864115,1803887.0389242745,11.15867616481835,1.7113845023178644,1.2578248245910726,8.181467783849387,0.007999054060026812,1.7113845023178644,1.2578248245910726,8.181467783849387,0.007999054060026812,0.007999054060026814,0.10235745599986286,0.10235745599986286,0.0,-0.032914249047677265,0.032914249047677265,0.6584165187154039,1.65,546632436.0376589,100,0.9,0.9,15.024999999999999,default,AnaerobicMBRMECZO,anaerobic_mbr_mec
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,951717995.4391109,165195613.89433458,0.0,256.00688246895214,175376.8461833056,1000731472.2042252,179551588.87256065,7.18,5.63,694.612839415509,0.0694612839415509,0.0694612839415509,275.62237468007396,0.03473064197077547,8.273042589765206e-18,418.99046473543507,1.0868313569172166e-17,0.10419192591232639,0.3968,0,1,0.5,0.03473064197077545,0,-1,1,256.00688246895214,951717995.4391109,165195613.89433458,1.0515,0.0149,576798785.1146127,14180598.132042753,179376212.02637735,175376.8461833056,244650607.2694434,1427576.9931586664,47585899.77195555,951717.9954391109,856546.1958951999,7613743.963512887,2855153.986317333,1903435.9908782218,11.158676164818353,1.7113845023178649,1.257824824591073,8.181467783849389,0.007999054060026814,1.7113845023178649,1.257824824591073,8.181467783849389,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.0,-0.03473064197077545,0.03473064197077545,0.6947517619833922,1.65,576798785.1146127,100,0.9,0.9,15.854166666666666,default,AnaerobicMBRMECZO,anaerobic_mbr_mec
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1001492471.4160838,173835279.37790158,0.0,269.3959414995228,184548.9861019594,1053069333.6940123,188942066.1881032,7.18,5.63,730.9408170879626,0.07309408170879628,0.07309408170879628,290.03731622046075,0.03654702430860422,9.309671762600766e-16,440.9035008674196,9.309669845777994e-16,0.10964112752689466,0.3968,0,1,0.5,0.03654704747268063,0,-1,1,269.3959414995228,1001492471.4160838,173835279.37790158,1.0515,0.0149,606965134.191566,14922237.824099649,188757517.20200124,184548.9861019594,257445737.58392936,1502238.7071241257,50074623.57080419,1001492.4714160839,901343.2242744755,8011939.771328671,3004477.4142482514,2002984.9428321677,11.158676164818353,1.7113845023178647,1.2578248245910733,8.181467783849387,0.007999054060026814,1.7113845023178647,1.2578248245910733,8.181467783849387,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.0,-0.03654704747268063,0.03654704747268063,0.7310870052513803,1.65,606965134.191566,100,0.9,0.9,16.683333333333334,default,AnaerobicMBRMECZO,anaerobic_mbr_mec
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1051266947.3930571,182474944.86146867,0.0,282.7850005300935,193721.12602061324,1105407195.1837997,198332543.50364584,7.18,5.63,767.2687947604164,0.07672687947604165,0.07672687947604165,304.45225776088824,0.038363422369889516,9.773404120417274e-16,462.81653699944167,9.77340210954726e-16,0.11509032442440996,0.3968,0,1,0.5,0.03836344668524041,0,-1,1,282.7850005300935,1051266947.3930571,182474944.86146867,1.0515,0.0149,637131483.2685195,15663877.51615655,198138822.37762523,193721.12602061324,270240867.8984154,1576900.4210895856,52563347.36965286,1051266.9473930572,946140.2526537515,8410135.579144457,3153800.8421791713,2102533.8947861143,11.158676164818353,1.7113845023178649,1.2578248245910735,8.181467783849389,0.007999054060026814,1.7113845023178649,1.2578248245910735,8.181467783849389,0.007999054060026814,0.007999054060026814,0.10235745599986286,0.10235745599986286,0.0,-0.03836344668524041,0.03836344668524041,0.7674222485193685,1.65,637131483.2685195,100,0.9,0.9,17.5125,default,AnaerobicMBRMECZO,anaerobic_mbr_mec
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1101041423.3700304,191114610.34503573,0.0,296.17405956066426,202893.26593926712,1157745056.673587,207723020.81918845,7.18,5.63,803.5967724328701,0.08035967724328703,0.08035967724328703,318.86719930136286,0.040179838621643524,2.398418665967166e-26,484.72957313150727,2.890950041811975e-18,0.12053951586493057,0.3968,0,1,0.5,0.04017983862164352,0,-1,1,296.17405956066426,1101041423.3700304,191114610.34503573,1.0515,0.0149,667297832.345473,16405517.208213452,207520127.55324918,202893.26593926712,283035998.2129014,1651562.1350550456,55052071.168501526,1101041.4233700305,990937.2810330275,8808331.386960244,3303124.270110091,2202082.846740061,11.158676164818353,1.711384502317865,1.2578248245910728,8.181467783849389,0.007999054060026815,1.711384502317865,1.2578248245910728,8.181467783849389,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.0,-0.04017983862164352,0.04017983862164352,0.8037574917873567,1.65,667297832.345473,100,0.9,0.9,18.34166666666667,default,AnaerobicMBRMECZO,anaerobic_mbr_mec
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1150815899.3470037,199754275.8286028,0.0,309.56311859123497,212065.40585792094,1210082918.1633744,217113498.13473105,7.18,5.63,839.9247501053239,0.08399247501053239,0.08399247501053239,333.2821408417925,0.041996237505266196,2.5068433171546864e-26,506.64260926353137,3.0213446178009153e-18,0.1259887125157986,0.3968,0,1,0.5,0.041996237505266196,0,-1,1,309.56311859123497,1150815899.3470037,199754275.8286028,1.0515,0.0149,697464181.4224265,17147156.900270354,216901432.72887313,212065.40585792094,295831128.52738744,1726223.8490205056,57540794.967350185,1150815.8993470038,1035734.3094123034,9206527.19477603,3452447.698041011,2301631.7986940076,11.158676164818353,1.7113845023178647,1.2578248245910726,8.181467783849387,0.007999054060026814,1.7113845023178647,1.2578248245910726,8.181467783849387,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.0,-0.041996237505266196,0.041996237505266196,0.840092735055345,1.65,697464181.4224265,100,0.9,0.9,19.170833333333334,default,AnaerobicMBRMECZO,anaerobic_mbr_mec
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1200590375.323977,208393941.31216982,0.0,322.9521776218057,221237.54577657479,1262420779.653162,226503975.45027366,7.18,5.63,876.2527277777775,0.08762527277777776,0.08762527277777776,347.69708238222205,0.04381263638888889,3.194000437444126e-26,528.5556453955555,6.21158686127426e-19,0.13143790916666664,0.3968,0,1,0.5,0.04381263638888888,0,-1,1,322.9521776218057,1200590375.323977,208393941.31216982,1.0515,0.0149,727630530.49938,17888796.592327256,226282737.9044971,221237.54577657479,308626258.84187347,1800885.5629859655,60029518.76619885,1200590.375323977,1080531.3377915793,9604723.002591817,3601771.125971931,2401180.750647954,11.158676164818354,1.711384502317865,1.2578248245910735,8.181467783849389,0.007999054060026815,1.711384502317865,1.2578248245910735,8.181467783849389,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.0,-0.04381263638888888,0.04381263638888888,0.8764279783233331,1.65,727630530.49938,100,0.9,0.9,20.0,default,AnaerobicMBRMECZO,anaerobic_mbr_mec
