fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_hydrogen_peroxide,fs.costing.aggregate_flow_costs[electricity],fs.costing.aggregate_flow_costs[hydrogen_peroxide],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.ozone_aop.ozone_capital_a_parameter[default],fs.costing.ozone_aop.ozone_capital_b_parameter[default],fs.costing.ozone_aop.ozone_capital_c_parameter[default],fs.costing.ozone_aop.ozone_capital_d_parameter[default],fs.costing.ozone_aop.aop_capital_a_parameter[default],fs.costing.ozone_aop.aop_capital_b_parameter[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[toc],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[toc],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,toc]",fs.unit.contact_time,fs.unit.concentration_time,fs.unit.mass_transfer_efficiency,fs.unit.specific_energy_coeff,fs.unit.ozone_flow_mass,fs.unit.ozone_consumption,fs.unit.electricity[0.0],fs.unit.oxidant_dose,fs.unit.chemical_flow_mass[0.0],fs.unit.ozone_toc_ratio,fs.unit.oxidant_ozone_ratio,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[OzoneAOPZO],fs.costing.LCOW_aggregate_indirect_capex[OzoneAOPZO],fs.costing.LCOW_aggregate_fixed_opex[OzoneAOPZO],fs.costing.LCOW_aggregate_variable_opex[OzoneAOPZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.LCOW_aggregate_variable_opex[hydrogen_peroxide],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.ozone_system_capital_cost,fs.unit.costing.aop_capital_cost,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,dose,oxidant_dose,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,18702303.454986818,0.0,0.0,99.10167885874627,0.002774800332377631,67889.34626328068,179301.3787569571,19665472.082918644,525855.0464995414,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,277.4800304629629,2.7748003046296287e-06,277.4800304629629,7.538993687663471e-07,1.0,0.728305,1.0,7.1900000000999995,0.8,5.0,19.820335771749253,9.0,99.10167885874627,10.0,0.002774800332377631,720.0000071999997,1.388888888888889,18702303.454986818,1.0515,0.014900000000000002,18702303.454986818,278664.32147930365,278664.32147930365,247190.7250202378,1805122.2270245147,28053.45518248023,935115.172749341,18702.303454986817,16832.073109488138,149618.42763989454,56106.91036496046,37404.606909973634,0.20614409973057354,0.13893647507384105,0.007155228466302841,0.031823332967913225,0.028229063222516428,0.13893647507384105,0.007155228466302841,0.031823332967913225,0.028229063222516428,0.007752931052103827,0.020476132170412602,0.09920801798319487,0.09920801798319487,11611520.151632661,7090783.303354159,1.0,18702303.454986818,6.333333333333333,9.0,10,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,18304021.62323733,0.0,0.0,128.46513926133773,0.0002774800332377631,88004.70811906752,17930.13787569571,19246678.736834053,378664.7681809995,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,277.4800304629629,2.7748003046296287e-06,277.4800304629629,7.538993687663471e-07,1.0,0.728305,1.0,9.323333333433332,0.8,5.0,25.693027852267544,11.666666666666666,128.46513926133773,1.0,0.0002774800332377631,933.3333426666662,0.10714285714285715,18304021.62323733,1.0515,0.014900000000000002,18304021.62323733,272729.92218623625,272729.92218623625,105934.84599476324,1630688.8405410992,27456.032434855995,915201.0811618665,18304.02162323733,16473.6194609136,146432.17298589865,54912.06486971199,36608.04324647466,0.18622388996236788,0.1359777018979908,0.0070028516477465535,0.031145627391306576,0.012097709025323996,0.1359777018979908,0.0070028516477465535,0.031145627391306576,0.012097709025323996,0.010050095808282736,0.00204761321704126,0.12860298627451183,0.12860298627451183,14106487.712257564,4197533.910979766,1.0,18304021.62323733,6.333333333333333,11.666666666666666,1,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,21197271.015611723,0.0,0.0,128.46513926133773,0.002774800332377631,88004.70811906752,179301.3787569571,22288930.472915728,583145.4250086393,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,277.4800304629629,2.7748003046296287e-06,277.4800304629629,7.538993687663471e-07,1.0,0.728305,1.0,9.323333333433332,0.8,5.0,25.693027852267544,11.666666666666666,128.46513926133773,10.0,0.002774800332377631,933.3333426666662,1.0714285714285716,21197271.015611723,1.0515,0.014900000000000002,21197271.015611723,315839.33813261474,315839.33813261474,267306.0868760246,2033072.3386763148,31795.906523417587,1059863.5507805862,21197.271015611725,19077.54391405055,169578.1681248938,63591.813046835174,42394.54203122345,0.23217589405809744,0.15747119723419478,0.00810976665756104,0.0360687021876463,0.030526227978695336,0.15747119723419478,0.00810976665756104,0.0360687021876463,0.030526227978695336,0.010050095808282736,0.020476132170412602,0.12860298627451183,0.12860298627451183,14106487.712257564,7090783.303354159,1.0,21197271.015611723,6.333333333333333,11.666666666666666,10,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,20798989.183862235,0.0,0.0,157.82859966392923,0.0002774800332377631,108120.06997485438,17930.13787569571,21870137.12683114,435955.14669009746,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,277.4800304629629,2.7748003046296287e-06,277.4800304629629,7.538993687663471e-07,1.0,0.728305,1.0,11.456666666766665,0.8,5.0,31.565719932785843,14.333333333333332,157.82859966392923,1.0,0.0002774800332377631,1146.6666781333329,0.0872093023255814,20798989.183862235,1.0515,0.014900000000000002,20798989.183862235,309904.93883954734,309904.93883954734,126050.2078505501,1858638.9521928995,31198.483775793353,1039949.4591931119,20798.989183862235,18719.090265476014,166391.91347089788,62396.967551586706,41597.97836772447,0.2122556842898918,0.15451242405834453,0.007957389839004753,0.03539099661103965,0.014394873781502908,0.15451242405834453,0.007957389839004753,0.03539099661103965,0.014394873781502908,0.012347260564461646,0.00204761321704126,0.15799795456582885,0.15799795456582885,16601455.272882469,4197533.910979766,1.0,20798989.183862235,6.333333333333333,14.333333333333332,1,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,23692238.576236628,0.0,0.0,157.82859966392923,0.002774800332377631,108120.06997485438,179301.3787569571,24912388.862912815,640435.8035177373,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,277.4800304629629,2.7748003046296287e-06,277.4800304629629,7.538993687663471e-07,1.0,0.728305,1.0,11.456666666766665,0.8,5.0,31.565719932785843,14.333333333333332,157.82859966392923,10.0,0.002774800332377631,1146.6666781333329,0.8720930232558141,23692238.576236628,1.0515,0.014900000000000002,23692238.576236628,353014.3547859258,353014.3547859258,287421.4487318115,2261022.4503281154,35538.35786435494,1184611.9288118314,23692.23857623663,21323.01471861297,189537.90860989303,71076.71572870988,47384.47715247326,0.2582076883856214,0.17600591939454852,0.009064304848819238,0.04031407140737937,0.03282339273487425,0.17600591939454852,0.009064304848819238,0.04031407140737937,0.03282339273487425,0.012347260564461646,0.020476132170412602,0.15799795456582885,0.15799795456582885,16601455.272882469,7090783.303354159,1.0,23692238.576236628,6.333333333333333,14.333333333333332,10,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,23293956.744487133,0.0,0.0,187.19206006652072,0.0002774800332377631,128235.43183064128,17930.13787569571,24493595.51682822,493245.5251991953,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,277.4800304629629,2.7748003046296287e-06,277.4800304629629,7.538993687663471e-07,1.0,0.728305,1.0,13.5900000001,0.8,5.0,37.438412013304145,17.0,187.19206006652072,1.0,0.0002774800332377631,1360.0000135999996,0.07352941176470587,23293956.744487133,1.0515,0.014900000000000002,23293956.744487133,347079.9554928583,347079.9554928583,146165.56970633697,2086589.0638446996,34940.9351167307,1164697.8372243566,23293.95674448713,20964.56107003842,186351.65395589705,69881.8702334614,46587.91348897426,0.2382874786174157,0.17304714621869818,0.008911928030263003,0.03963636583077271,0.016692038537681822,0.17304714621869818,0.008911928030263003,0.03963636583077271,0.016692038537681822,0.01464442532064056,0.00204761321704126,0.18739292285714587,0.18739292285714587,19096422.833507366,4197533.910979766,1.0,23293956.744487133,6.333333333333333,17.0,1,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,26187206.136861525,0.0,0.0,187.19206006652072,0.002774800332377631,128235.43183064128,179301.3787569571,27535847.252909895,697726.1820268352,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,277.4800304629629,2.7748003046296287e-06,277.4800304629629,7.538993687663471e-07,1.0,0.728305,1.0,13.590000000100002,0.8,5.0,37.438412013304145,17.0,187.19206006652072,10.0,0.002774800332377631,1360.0000135999996,0.7352941176470589,26187206.136861525,1.0515,0.014900000000000002,26187206.136861525,390189.3714392368,390189.3714392368,307536.81058759836,2488972.561979915,39280.80920529229,1309360.3068430764,26187.206136861525,23568.485523175375,209497.6490948922,78561.61841058458,52374.41227372305,0.28423948271314525,0.19454064155490217,0.010018843040077463,0.04455944062711244,0.03512055749105316,0.19454064155490217,0.010018843040077463,0.04455944062711244,0.03512055749105316,0.01464442532064056,0.020476132170412602,0.18739292285714587,0.18739292285714587,19096422.833507366,7090783.303354159,1.0,26187206.136861525,6.333333333333333,17.0,10,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,25788924.305112045,0.0,0.0,216.55552046911214,0.0002774800332377631,148350.7936864281,17930.13787569571,27117053.906825315,550535.9037082933,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,277.4800304629629,2.7748003046296287e-06,277.4800304629629,7.538993687663471e-07,1.0,0.728305,1.0,15.723333333433331,0.8,5.0,43.31110409382243,19.666666666666664,216.55552046911214,1.0,0.0002774800332377631,1573.333349066666,0.06355932203389832,25788924.305112045,1.0515,0.014900000000000002,25788924.305112045,384254.9721461695,384254.9721461695,166280.93156212382,2314539.1754965005,38683.38645766807,1289446.2152556023,25788.924305112047,23210.03187460084,206311.39444089637,77366.77291533614,51577.84861022409,0.2643192729449397,0.19158186837905197,0.009866466221521203,0.0438817350505058,0.018989203293860727,0.19158186837905197,0.009866466221521203,0.0438817350505058,0.018989203293860727,0.016941590076819467,0.00204761321704126,0.21678789114846278,0.21678789114846278,21591390.39413228,4197533.910979766,1.0,25788924.305112045,6.333333333333333,19.666666666666664,1,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,28682173.697486438,0.0,0.0,216.55552046911214,0.002774800332377631,148350.7936864281,179301.3787569571,30159305.64290699,755016.5605359332,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,277.4800304629629,2.7748003046296287e-06,277.4800304629629,7.538993687663471e-07,1.0,0.728305,1.0,15.723333333433331,0.8,5.0,43.31110409382243,19.666666666666664,216.55552046911214,10.0,0.002774800332377631,1573.333349066666,0.6355932203389831,28682173.697486438,1.0515,0.014900000000000002,28682173.697486438,427364.388092548,427364.388092548,327652.17244338524,2716922.673631716,43023.260546229656,1434108.684874322,28682.17369748644,25813.956327737797,229457.38957989152,86046.52109245931,57364.34739497288,0.3102712770406692,0.21307536371525596,0.010973381231335715,0.04880480984684552,0.03741772224723207,0.21307536371525596,0.010973381231335715,0.04880480984684552,0.03741772224723207,0.016941590076819467,0.020476132170412602,0.21678789114846278,0.21678789114846278,21591390.39413228,7090783.303354159,1.0,28682173.697486438,6.333333333333333,19.666666666666664,10,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,28283891.865736935,0.0,0.0,245.91898087170364,0.0002774800332377631,168466.15554221498,17930.13787569571,29740512.296822388,607826.2822173911,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,277.4800304629629,2.7748003046296287e-06,277.4800304629629,7.538993687663471e-07,1.0,0.728305,1.0,17.856666666766664,0.8,5.0,49.18379617434073,22.333333333333332,245.91898087170364,1.0,0.0002774800332377631,1786.6666845333325,0.05597014925373135,28283891.865736935,1.0515,0.014900000000000002,28283891.865736935,421429.9887994804,421429.9887994804,186396.2934179107,2542489.2871482996,42425.837798605404,1414194.5932868468,28283.891865736936,25455.502679163244,226271.1349258955,84851.67559721081,56567.78373147387,0.29035106727246346,0.21011659053940557,0.010821004412779427,0.04812710427023885,0.02128636805003964,0.21011659053940557,0.010821004412779427,0.04812710427023885,0.02128636805003964,0.01923875483299838,0.00204761321704126,0.2461828594397798,0.2461828594397798,24086357.95475717,4197533.910979766,1.0,28283891.865736935,6.333333333333333,22.333333333333332,1,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,31177141.258111328,0.0,0.0,245.91898087170364,0.002774800332377631,168466.15554221498,179301.3787569571,32782764.032904062,812306.939045031,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,277.4800304629629,2.7748003046296287e-06,277.4800304629629,7.538993687663471e-07,1.0,0.728305,1.0,17.856666666766664,0.8,5.0,49.18379617434073,22.333333333333332,245.91898087170364,10.0,0.002774800332377631,1786.6666845333325,0.5597014925373135,31177141.258111328,1.0515,0.014900000000000002,31177141.258111328,464539.40474585886,464539.40474585886,347767.5342991721,2944872.785283515,46765.711887166995,1558857.0629055665,31177.14125811133,28059.4271323002,249417.13006489063,93531.42377433399,62354.28251622266,0.33630307136819304,0.23161008587560955,0.011927919422593941,0.05305017906657857,0.039714887003410984,0.23161008587560955,0.011927919422593941,0.05305017906657857,0.039714887003410984,0.01923875483299838,0.020476132170412602,0.2461828594397798,0.2461828594397798,24086357.95475717,7090783.303354159,1.0,31177141.258111328,6.333333333333333,22.333333333333332,10,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,30778859.426361848,0.0,0.0,275.28244127429514,0.0002774800332377631,188581.5173980019,17930.13787569571,32363970.686819483,665116.6607264891,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,277.4800304629629,2.7748003046296287e-06,277.4800304629629,7.538993687663471e-07,1.0,0.728305,1.0,19.9900000001,0.8,5.0,55.05648825485903,25.0,275.28244127429514,1.0,0.0002774800332377631,2000.0000199999995,0.049999999999999996,30778859.426361848,1.0515,0.014900000000000002,30778859.426361848,458605.0054527916,458605.0054527916,206511.6552736976,2770439.3988001007,46168.28913954277,1538942.9713180924,30778.859426361847,27700.973483725666,246230.87541089478,92336.57827908554,61557.718852723694,0.31638286159998746,0.22865131269975936,0.011775542604037627,0.052372473489971934,0.023583532806218555,0.22865131269975936,0.011775542604037627,0.052372473489971934,0.023583532806218555,0.021535919589177298,0.00204761321704126,0.2755778277310968,0.2755778277310968,26581325.51538208,4197533.910979766,1.0,30778859.426361848,6.333333333333333,25.0,1,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,33672108.81873624,0.0,0.0,275.28244127429514,0.002774800332377631,188581.5173980019,179301.3787569571,35406222.42290116,869597.317554129,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,277.4800304629629,2.7748003046296287e-06,277.4800304629629,7.538993687663471e-07,1.0,0.728305,1.0,19.9900000001,0.8,5.0,55.05648825485903,25.0,275.28244127429514,10.0,0.002774800332377631,2000.0000199999995,0.49999999999999994,33672108.81873624,1.0515,0.014900000000000002,33672108.81873624,501714.42139917007,501714.42139917007,367882.896154959,3172822.8969353167,50508.163228104364,1683605.4409368122,33672.10881873624,30304.89793686262,269376.8705498899,101016.32645620873,67344.21763747248,0.36233486569571705,0.25014480803596334,0.01288245761385214,0.05729554828631166,0.0420120517595899,0.25014480803596334,0.01288245761385214,0.05729554828631166,0.0420120517595899,0.021535919589177298,0.020476132170412602,0.2755778277310968,0.2755778277310968,26581325.51538208,7090783.303354159,1.0,33672108.81873624,6.333333333333333,25.0,10,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9219137.126927672,0.0,0.0,15.647633504012568,0.00039431373144313705,10719.370462623265,25479.669612830745,9693922.688964449,173564.18326667632,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,394.31372749999986,3.943137274999999e-06,394.31372749999986,1.071330681931125e-06,1.0,0.728305,1.0,0.7900000000999999,0.8,5.0,3.1295267008025136,1.0,15.647633504012568,1.0,0.00039431373144313705,80.00000079999997,1.25,9219137.126927672,1.0515,0.014900000000000002,9219137.126927672,137365.14319122233,137365.14319122233,36199.04007545401,804167.7657410672,13828.705690391509,460956.85634638363,9219.137126927671,8297.223414234906,73753.09701542137,27657.411380783018,18438.274253855343,0.06462503520927766,0.04819492275018315,0.0024820385216344364,0.011039023936851725,0.0029090500006083526,0.04819492275018315,0.0024820385216344364,0.011039023936851725,0.0029090500006083526,0.0008614367835670918,0.00204761321704126,0.011023113109243874,0.011023113109243874,4671942.453055776,4547194.673871895,1.0,9219137.126927672,9.0,1.0,1,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12353398.458986115,0.0,0.0,15.647633504012568,0.003943137314431371,10719.370462623265,254796.6961283075,12989598.479623903,449581.7036298239,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,394.31372749999986,3.943137274999999e-06,394.31372749999986,1.071330681931125e-06,1.0,0.728305,1.0,0.7900000000999999,0.8,5.0,3.1295267008025136,1.0,15.647633504012568,10.0,0.003943137314431371,80.00000079999997,12.5,12353398.458986115,1.0515,0.014900000000000002,12353398.458986115,184065.63703889312,184065.63703889312,265516.06659093074,1294573.7258459374,18530.09768847917,617669.9229493057,12353.398458986116,11118.058613087504,98827.18767188893,37060.19537695834,24706.79691797223,0.10403534707301068,0.0645799141759244,0.003325865580060117,0.014791998363046455,0.0213375689539797,0.0645799141759244,0.003325865580060117,0.014791998363046455,0.0213375689539797,0.0008614367835670918,0.020476132170412605,0.011023113109243874,0.011023113109243874,4671942.453055776,7681456.005930339,1.0,12353398.458986115,9.0,1.0,10,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12020124.380915428,0.0,0.0,57.37465618137941,0.00039431373144313705,39304.35836295196,25479.669612830745,12639160.786532573,243883.88125142263,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,394.31372749999986,3.943137274999999e-06,394.31372749999986,1.071330681931125e-06,1.0,0.728305,1.0,2.923333333433333,0.8,5.0,11.474931236275882,3.6666666666666665,57.37465618137941,1.0,0.00039431373144313705,293.33333626666655,0.34090909090909094,12020124.380915428,1.0515,0.014900000000000002,12020124.380915428,179099.85327563988,179099.85327563988,64784.02797578271,1066079.4286257236,18030.186571373142,601006.2190457714,12020.124380915428,10818.111942823885,96160.99504732342,36060.373142746284,24040.248761830855,0.08567294480814534,0.062837655846743,0.0032361392761072662,0.014392934928507808,0.005206214756787264,0.062837655846743,0.0032361392761072662,0.014392934928507808,0.005206214756787264,0.0031586015397460027,0.00204761321704126,0.040418081400560864,0.040418081400560864,7472929.707043531,4547194.673871895,1.0,12020124.380915428,9.0,3.6666666666666665,1,default,OzoneAOPZO,ozone_aop
