fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_hydrogen_peroxide,fs.costing.aggregate_flow_costs[electricity],fs.costing.aggregate_flow_costs[hydrogen_peroxide],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.ozone_aop.ozone_capital_a_parameter[default],fs.costing.ozone_aop.ozone_capital_b_parameter[default],fs.costing.ozone_aop.ozone_capital_c_parameter[default],fs.costing.ozone_aop.ozone_capital_d_parameter[default],fs.costing.ozone_aop.aop_capital_a_parameter[default],fs.costing.ozone_aop.aop_capital_b_parameter[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[toc],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[toc],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,toc]",fs.unit.contact_time,fs.unit.concentration_time,fs.unit.mass_transfer_efficiency,fs.unit.specific_energy_coeff,fs.unit.ozone_flow_mass,fs.unit.ozone_consumption,fs.unit.electricity[0.0],fs.unit.oxidant_dose,fs.unit.chemical_flow_mass[0.0],fs.unit.ozone_toc_ratio,fs.unit.oxidant_ozone_ratio,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[OzoneAOPZO],fs.costing.LCOW_aggregate_indirect_capex[OzoneAOPZO],fs.costing.LCOW_aggregate_fixed_opex[OzoneAOPZO],fs.costing.LCOW_aggregate_variable_opex[OzoneAOPZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.LCOW_aggregate_variable_opex[hydrogen_peroxide],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.ozone_system_capital_cost,fs.unit.costing.aop_capital_cost,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,dose,oxidant_dose,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,23552989.65021324,0.0,0.0,224.28274689084677,0.006279811278538849,153644.30996426675,405787.33087100816,24765968.617199227,910371.1866234522,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,627.9811215740738,6.279811215740738e-06,627.9811215740738,1.70619330826068e-06,1.0,0.728305,1.0,7.1900000000999995,0.8,5.0,44.856549378169355,9.0,224.28274689084677,10.0,0.006279811278538849,720.0000071999998,1.388888888888889,23552989.65021324,1.0515,0.014900000000000002,23552989.65021324,350939.54578817735,350939.54578817735,559431.640835275,2521432.9863253543,35329.48447531986,1177649.4825106622,23552.989650213243,21197.69068519192,188423.91720170595,70658.96895063973,47105.97930042649,0.12723215132423152,0.0773129711363902,0.003981618013524105,0.01770849895180078,0.02822906322251643,0.0773129711363902,0.003981618013524105,0.01770849895180078,0.02822906322251643,0.007752931052103825,0.020476132170412605,0.09920801798319485,0.09920801798319485,15012892.99864282,8540096.651570423,1.0,23552989.65021324,14.333333333333332,9.0,10,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,23274632.783439662,0.0,0.0,290.73689411776434,0.0006279811278538849,199168.54995367915,40578.733087100816,24473276.371786807,586539.3115140309,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,627.9811215740738,6.279811215740738e-06,627.9811215740738,1.70619330826068e-06,1.0,0.728305,1.0,9.323333333433332,0.8,5.0,58.14737882355287,11.666666666666666,290.73689411776434,1.0,0.0006279811278538849,933.3333426666665,0.10714285714285716,23274632.783439662,1.0515,0.014900000000000002,23274632.783439662,346792.02847325103,346792.02847325103,239747.28304077996,2178561.060614987,34911.94917515949,1163731.639171983,23274.63278343966,20947.1695050957,186197.0622675173,69823.89835031898,46549.26556687932,0.10993074653838047,0.07639926138123448,0.003934561961133577,0.017499214170688428,0.012097709025323998,0.07639926138123448,0.003934561961133577,0.017499214170688428,0.012097709025323998,0.010050095808282738,0.00204761321704126,0.12860298627451186,0.12860298627451186,18219148.253112145,5055484.530327517,1.0,23274632.783439662,14.333333333333332,11.666666666666666,1,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,26759244.904682565,0.0,0.0,290.73689411776434,0.006279811278538849,199168.54995367915,405787.33087100816,28137346.01727372,1003668.6299044575,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,627.9811215740738,6.279811215740738e-06,627.9811215740738,1.70619330826068e-06,1.0,0.728305,1.0,9.323333333433332,0.8,5.0,58.14737882355287,11.666666666666666,290.73689411776434,10.0,0.006279811278538849,933.3333426666665,1.0714285714285714,26759244.904682565,1.0515,0.014900000000000002,26759244.904682565,398712.7490797703,398712.7490797703,604955.8808246873,2834043.3676784174,40138.867357023846,1337962.2452341283,26759.244904682568,24083.32041421431,214073.95923746054,80277.73471404769,53518.489809365135,0.14300655086669325,0.08783754248066718,0.004523633437754361,0.020119146969576382,0.030526227978695343,0.08783754248066718,0.004523633437754361,0.020119146969576382,0.030526227978695343,0.010050095808282738,0.020476132170412605,0.12860298627451186,0.12860298627451186,18219148.253112145,8540096.651570423,1.0,26759244.904682565,14.333333333333332,11.666666666666666,10,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,26480888.03790899,0.0,0.0,357.1910413446819,0.0006279811278538849,244692.7899430915,40578.733087100816,27844653.771861307,679836.7547950363,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,627.9811215740738,6.279811215740738e-06,627.9811215740738,1.70619330826068e-06,1.0,0.728305,1.0,11.456666666766665,0.8,5.0,71.43820826893638,14.333333333333332,357.1910413446819,1.0,0.0006279811278538849,1146.666678133333,0.08720930232558143,26480888.03790899,1.0515,0.014900000000000002,26480888.03790899,394565.231764844,394565.231764844,285271.52303019236,2491171.44196805,39721.33205686349,1324044.4018954495,26480.88803790899,23832.799234118094,211847.10430327192,79442.66411372698,52961.77607581798,0.12570514608084224,0.08692383272551146,0.004476577385363846,0.019909862188464026,0.014394873781502908,0.08692383272551146,0.004476577385363846,0.019909862188464026,0.014394873781502908,0.012347260564461648,0.00204761321704126,0.15799795456582885,0.15799795456582885,21425403.507581472,5055484.530327517,1.0,26480888.03790899,14.333333333333332,14.333333333333332,1,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,29965500.159151893,0.0,0.0,357.1910413446819,0.006279811278538849,244692.7899430915,405787.33087100816,31508723.417348217,1096966.073185463,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,627.9811215740738,6.279811215740738e-06,627.9811215740738,1.70619330826068e-06,1.0,0.728305,1.0,11.456666666766665,0.8,5.0,71.43820826893638,14.333333333333332,357.1910413446819,10.0,0.006279811278538849,1146.666678133333,0.8720930232558142,29965500.159151893,1.0515,0.014900000000000002,29965500.159151893,446485.95237136324,446485.95237136324,650480.1208140997,3146653.7490314804,44948.250238727844,1498275.0079575947,29965.500159151892,26968.950143236707,239724.00127321514,89896.50047745569,59931.000318303784,0.15878095040915502,0.09836211382494416,0.005065648861984629,0.022529794987351984,0.03282339273487425,0.09836211382494416,0.005065648861984629,0.022529794987351984,0.03282339273487425,0.012347260564461648,0.020476132170412605,0.15799795456582885,0.15799795456582885,21425403.507581472,8540096.651570423,1.0,29965500.159151893,14.333333333333332,14.333333333333332,10,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,29687143.29237832,0.0,0.0,423.64518857159953,0.0006279811278538849,290217.02993250394,40578.733087100816,31216031.171935808,773134.1980760416,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,627.9811215740738,6.279811215740738e-06,627.9811215740738,1.70619330826068e-06,1.0,0.728305,1.0,13.5900000001,0.8,5.0,84.7290377143199,17.0,423.64518857159953,1.0,0.0006279811278538849,1360.0000135999996,0.07352941176470588,29687143.29237832,1.0515,0.014900000000000002,29687143.29237832,442338.43505643704,442338.43505643704,330795.7630196047,2803781.8233211134,44530.714938567486,1484357.164618916,29687.14329237832,26718.42896314049,237497.14633902657,89061.42987713497,59374.28658475664,0.141479545623304,0.09744840406978846,0.005018592809594114,0.022320510206239635,0.016692038537681822,0.09744840406978846,0.005018592809594114,0.022320510206239635,0.016692038537681822,0.014644425320640562,0.00204761321704126,0.18739292285714587,0.18739292285714587,24631658.762050804,5055484.530327517,1.0,29687143.29237832,14.333333333333332,17.0,1,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,33171755.413621224,0.0,0.0,423.64518857159953,0.006279811278538849,290217.02993250394,405787.33087100816,34880100.81742272,1190263.5164664683,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,627.9811215740738,6.279811215740738e-06,627.9811215740738,1.70619330826068e-06,1.0,0.728305,1.0,13.5900000001,0.8,5.0,84.7290377143199,17.0,423.64518857159953,10.0,0.006279811278538849,1360.0000135999996,0.7352941176470589,33171755.413621224,1.0515,0.014900000000000002,33171755.413621224,494259.1556629563,494259.1556629563,696004.3608035122,3459264.130384544,49757.63312043184,1658587.7706810613,33171.75541362123,29854.579872259106,265374.0433089698,99515.26624086368,66343.51082724245,0.17455534995161678,0.10888668516922115,0.005607664286214897,0.02494044300512759,0.03512055749105317,0.10888668516922115,0.005607664286214897,0.02494044300512759,0.03512055749105317,0.014644425320640562,0.020476132170412605,0.18739292285714587,0.18739292285714587,24631658.762050804,8540096.651570423,1.0,33171755.413621224,14.333333333333332,17.0,10,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,32893398.546847653,0.0,0.0,490.099335798517,0.0006279811278538849,335741.26992191625,40578.733087100816,34587408.57201031,866431.6413570471,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,627.9811215740738,6.279811215740738e-06,627.9811215740738,1.70619330826068e-06,1.0,0.728305,1.0,15.723333333433331,0.8,5.0,98.01986715970341,19.666666666666664,490.099335798517,1.0,0.0006279811278538849,1573.3333490666662,0.06355932203389832,32893398.546847653,1.0515,0.014900000000000002,32893398.546847653,490111.6383480301,490111.6383480301,376320.0030090171,3116392.204674177,49340.09782027148,1644669.9273423827,32893.39854684765,29604.05869216289,263147.1883747812,98680.19564054297,65786.7970936953,0.15725394516576577,0.10797297541406543,0.005560608233824382,0.02473115822401524,0.01898920329386073,0.10797297541406543,0.005560608233824382,0.02473115822401524,0.01898920329386073,0.01694159007681947,0.00204761321704126,0.21678789114846284,0.21678789114846284,27837914.016520135,5055484.530327517,1.0,32893398.546847653,14.333333333333332,19.666666666666664,1,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,36378010.66809056,0.0,0.0,490.099335798517,0.006279811278538849,335741.26992191625,405787.33087100816,38251478.21749723,1283560.9597474737,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,627.9811215740738,6.279811215740738e-06,627.9811215740738,1.70619330826068e-06,1.0,0.728305,1.0,15.723333333433331,0.8,5.0,98.01986715970341,19.666666666666664,490.099335798517,10.0,0.006279811278538849,1573.3333490666662,0.6355932203389831,36378010.66809056,1.0515,0.014900000000000002,36378010.66809056,542032.3589545494,542032.3589545494,741528.6007929244,3771874.511737608,54567.01600213584,1818900.5334045282,36378.01066809056,32740.209601281505,291024.0853447245,109134.03200427168,72756.02133618112,0.19032974949407858,0.11941125651349814,0.0061496797104451766,0.027351091022903198,0.037417722247232076,0.11941125651349814,0.0061496797104451766,0.027351091022903198,0.037417722247232076,0.01694159007681947,0.020476132170412605,0.21678789114846284,0.21678789114846284,27837914.016520135,8540096.651570423,1.0,36378010.66809056,14.333333333333332,19.666666666666664,10,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,36099653.80131697,0.0,0.0,556.5534830254346,0.0006279811278538849,381265.50991132867,40578.733087100816,37958785.9720848,959729.0846380523,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,627.9811215740738,6.279811215740738e-06,627.9811215740738,1.70619330826068e-06,1.0,0.728305,1.0,17.856666666766664,0.8,5.0,111.31069660508692,22.333333333333332,556.5534830254346,1.0,0.0006279811278538849,1786.6666845333327,0.05597014925373136,36099653.80131697,1.0515,0.014900000000000002,36099653.80131697,537884.8416396229,537884.8416396229,421844.24299842946,3429002.5860272394,54149.48070197545,1804982.6900658486,36099.65380131697,32489.688421185274,288797.23041053576,108298.9614039509,72199.30760263394,0.1730283447082275,0.11849754675834238,0.006102623658054661,0.027141806241790835,0.021286368050039643,0.11849754675834238,0.006102623658054661,0.027141806241790835,0.021286368050039643,0.019238754832998382,0.00204761321704126,0.24618285943977986,0.24618285943977986,31044169.27098945,5055484.530327517,1.0,36099653.80131697,14.333333333333332,22.333333333333332,1,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,39584265.92255987,0.0,0.0,556.5534830254346,0.006279811278538849,381265.50991132867,405787.33087100816,41622855.61757171,1376858.403028479,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,627.9811215740738,6.279811215740738e-06,627.9811215740738,1.70619330826068e-06,1.0,0.728305,1.0,17.856666666766664,0.8,5.0,111.31069660508692,22.333333333333332,556.5534830254346,10.0,0.006279811278538849,1786.6666845333327,0.5597014925373136,39584265.92255987,1.0515,0.014900000000000002,39584265.92255987,589805.5622461422,589805.5622461422,787052.8407823369,4084484.89309067,59376.39888383981,1979213.2961279936,39584.265922559876,35625.83933030389,316674.127380479,118752.79776767961,79168.53184511975,0.20610414903654029,0.12993582785777508,0.006691695134675433,0.02976173904067879,0.039714887003410984,0.12993582785777508,0.006691695134675433,0.02976173904067879,0.039714887003410984,0.019238754832998382,0.020476132170412605,0.24618285943977986,0.24618285943977986,31044169.27098945,8540096.651570423,1.0,39584265.92255987,14.333333333333332,22.333333333333332,10,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,39305909.055786304,0.0,0.0,623.0076302523522,0.0006279811278538849,426789.7499007411,40578.733087100816,41330163.3721593,1053026.5279190578,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,627.9811215740738,6.279811215740738e-06,627.9811215740738,1.70619330826068e-06,1.0,0.728305,1.0,19.9900000001,0.8,5.0,124.60152605047044,25.0,623.0076302523522,1.0,0.0006279811278538849,2000.0000199999997,0.05,39305909.055786304,1.0515,0.014900000000000002,39305909.055786304,585658.044931216,585658.044931216,467368.48298784194,3741612.967380303,58958.86358367946,1965295.4527893153,39305.9090557863,35375.31815020768,314447.2724462904,117917.72716735891,78611.8181115726,0.18880274425068927,0.1290221181026194,0.006644639082284894,0.029552454259566444,0.023583532806218558,0.1290221181026194,0.006644639082284894,0.029552454259566444,0.023583532806218558,0.021535919589177298,0.00204761321704126,0.27557782773109685,0.27557782773109685,34250424.52545879,5055484.530327517,1.0,39305909.055786304,14.333333333333332,25.0,1,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,42790521.177029215,0.0,0.0,623.0076302523522,0.006279811278538849,426789.7499007411,405787.33087100816,44994233.01764622,1470155.8463094847,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,627.9811215740738,6.279811215740738e-06,627.9811215740738,1.70619330826068e-06,1.0,0.728305,1.0,19.9900000001,0.8,5.0,124.60152605047044,25.0,623.0076302523522,10.0,0.006279811278538849,2000.0000199999997,0.5,42790521.177029215,1.0515,0.014900000000000002,42790521.177029215,637578.7655377354,637578.7655377354,832577.0807717493,4397095.274443734,64185.78176554383,2139526.058851461,42790.521177029215,38511.4690593263,342324.1694162337,128371.56353108765,85581.04235405843,0.2218785485790021,0.1404603992020521,0.00723371055890569,0.032172387058454405,0.0420120517595899,0.1404603992020521,0.00723371055890569,0.032172387058454405,0.0420120517595899,0.021535919589177298,0.020476132170412605,0.27557782773109685,0.27557782773109685,34250424.52545879,8540096.651570423,1.0,42790521.177029215,14.333333333333332,25.0,10,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10914679.101859938,0.0,0.0,29.55664106313485,0.000744814826059259,20247.699762732835,48128.26482423586,11476785.075605726,231004.68320468182,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,744.8148186111109,7.4481481861111095e-06,744.8148186111109,2.023624621425458e-06,1.0,0.728305,1.0,0.7900000000999999,0.8,5.0,5.91132821262697,1.0,29.55664106313485,1.0,0.000744814826059259,80.00000079999997,1.25,10914679.101859938,1.0515,0.014900000000000002,10914679.101859938,162628.7186177131,162628.7186177131,68375.9645869687,977586.0224807347,16372.018652789908,545733.9550929969,10914.679101859938,9823.211191673945,87317.4328148795,32744.037305579815,21829.358203719876,0.04159131993926251,0.0302075549015669,0.001555689077430698,0.006919025959656558,0.0029090500006083526,0.0302075549015669,0.001555689077430698,0.006919025959656558,0.0029090500006083526,0.0008614367835670919,0.0020476132170412606,0.011023113109243874,0.011023113109243874,5658916.412148438,5255762.689711499,1.0,10914679.101859938,17.0,1.0,1,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,14537337.67495588,0.0,0.0,29.55664106313485,0.007448148260592589,20247.699762732835,481282.6482423586,15286010.565216111,718136.679361934,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,744.8148186111109,7.4481481861111095e-06,744.8148186111109,2.023624621425458e-06,1.0,0.728305,1.0,0.7900000000999999,0.8,5.0,5.91132821262697,1.0,29.55664106313485,10.0,0.007448148260592589,80.00000079999997,12.500000000000002,14537337.67495588,1.0515,0.014900000000000002,14537337.67495588,216606.33135684265,216606.33135684265,501530.3480050914,1712513.6032815115,21806.00651243382,726866.8837477941,14537.337674955881,13083.603907460294,116298.70139964705,43612.01302486764,29074.675349911762,0.07285875568645853,0.04023365431458398,0.0020720331972010776,0.009215499220693788,0.0213375689539797,0.04023365431458398,0.0020720331972010776,0.009215499220693788,0.0213375689539797,0.0008614367835670919,0.020476132170412605,0.011023113109243874,0.011023113109243874,5658916.412148438,8878421.262807442,1.0,14537337.67495588,17.0,1.0,10,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,14269525.939709278,0.0,0.0,108.37435056482778,0.000744814826059259,74241.56579668705,48128.26482423586,15004406.525604308,334985.7671225912,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,744.8148186111109,7.4481481861111095e-06,744.8148186111109,2.023624621425458e-06,1.0,0.728305,1.0,2.923333333433333,0.8,5.0,21.674870112965557,3.6666666666666665,108.37435056482778,1.0,0.000744814826059259,293.33333626666655,0.34090909090909094,14269525.939709278,1.0515,0.014900000000000002,14269525.939709278,212615.93650166827,212615.93650166827,122369.8306209229,1311043.944141018,21404.28890956392,713476.2969854639,14269.525939709278,12842.573345738352,114156.20751767422,42808.57781912784,28539.051879418555,0.05577826081926848,0.039492456371864146,0.002033861503151011,0.009045728187466054,0.005206214756787264,0.039492456371864146,0.002033861503151011,0.009045728187466054,0.005206214756787264,0.003158601539746003,0.0020476132170412606,0.040418081400560864,0.040418081400560864,9013763.249997778,5255762.689711499,1.0,14269525.939709278,17.0,3.6666666666666665,1,default,OzoneAOPZO,ozone_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,17892184.51280522,0.0,0.0,108.37435056482778,0.007448148260592589,74241.56579668705,481282.6482423586,18813632.01521469,822117.7632798435,-3806310.0,-953016.0,884691.0,235793.0,1228000.0,0.2277,744.8148186111109,7.4481481861111095e-06,744.8148186111109,2.023624621425458e-06,1.0,0.728305,1.0,2.923333333433333,0.8,5.0,21.674870112965557,3.6666666666666665,108.37435056482778,10.0,0.007448148260592589,293.33333626666655,3.4090909090909096,17892184.51280522,1.0515,0.014900000000000002,17892184.51280522,266593.5492407978,266593.5492407978,555524.2140390456,2045971.5249417946,26838.27676920783,894609.2256402611,17892.18451280522,16102.9660615247,143137.47610244175,53676.55353841566,35784.36902561044,0.0870456965664645,0.04951855578488122,0.0025502056229213857,0.011342201448503286,0.023634733710158607,0.04951855578488122,0.0025502056229213857,0.011342201448503286,0.023634733710158607,0.003158601539746003,0.020476132170412605,0.040418081400560864,0.040418081400560864,9013763.249997778,8878421.262807442,1.0,17892184.51280522,17.0,3.6666666666666665,10,default,OzoneAOPZO,ozone_aop
