fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.struvite_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.cloth_media_filtration.sizing_cost[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[ClothMediaFiltrationZO],fs.costing.LCOW_aggregate_indirect_capex[ClothMediaFiltrationZO],fs.costing.LCOW_aggregate_fixed_opex[ClothMediaFiltrationZO],fs.costing.LCOW_aggregate_variable_opex[ClothMediaFiltrationZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1853241.8093404057,0.0,0.0,264.74242065657273,181361.10380280347,1948683.762521437,208974.40676197552,0.1,367.6610403634258,0.036766104036342576,330.8949363270832,0.033089493632708335,36.7661040363426,0.0036766104036342583,0.9,0.1,264.74242065657273,0.2,1853241.8093404057,1.0515,0.0149,1123176.8541457006,27613.302959172044,27613.302959172044,181361.10380280347,335739.0820316279,2779.8627140106087,92662.09046702029,1853.2418093404058,1667.9176284063653,14825.934474723246,5559.725428021217,3706.4836186808116,0.028933894428769563,0.006296656773694138,0.00462788531224585,0.002379706252294599,0.015629646090534976,0.006296656773694138,0.00462788531224585,0.002379706252294599,0.015629646090534976,0.015629646090534976,0.2,0.2,1.65,1123176.8541457006,8.391666666666666,default,ClothMediaFiltrationZO,cloth_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2036357.5591213102,0.0,0.0,290.9011801951318,199281.09370188884,2141229.973416058,229622.82133279636,0.1,403.9890180358795,0.040398901803587954,363.59011623229156,0.03635901162322915,40.39890180358797,0.0040398901803587964,0.9,0.1,290.9011801951318,0.2,2036357.5591213102,1.0515,0.0149,1234156.0964371578,30341.727630907524,30341.727630907524,199281.09370188884,368912.9039404134,3054.5363386819654,101817.87795606552,2036.3575591213103,1832.7218032091794,16290.860472970482,6109.072677363931,4072.7151182426205,0.028933894428769567,0.0062966567736941394,0.004627885312245851,0.0023797062522946,0.01562964609053498,0.0062966567736941394,0.004627885312245851,0.0023797062522946,0.01562964609053498,0.015629646090534976,0.2,0.2,1.65,1234156.0964371578,9.220833333333333,default,ClothMediaFiltrationZO,cloth_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2219473.308902214,0.0,0.0,317.05993973369084,217201.08360097415,2333776.1843106784,250271.23590361714,0.1,440.3169957083331,0.04403169957083332,396.28529613749976,0.03962852961374999,44.03169957083332,0.004403169957083332,0.9,0.1,317.05993973369084,0.2,2219473.308902214,1.0515,0.0149,1345135.3387286146,33070.152302642986,33070.152302642986,217201.08360097415,402086.72584919876,3329.2099633533207,110973.6654451107,2219.473308902214,1997.5259780119927,17755.78647121771,6658.4199267066415,4438.946617804428,0.028933894428769567,0.006296656773694139,0.004627885312245849,0.0023797062522946,0.01562964609053498,0.006296656773694139,0.004627885312245849,0.0023797062522946,0.01562964609053498,0.015629646090534976,0.2,0.2,1.65,1345135.3387286146,10.049999999999999,default,ClothMediaFiltrationZO,cloth_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2402589.058683118,0.0,0.0,343.21869927225,235121.07350005955,2526322.395205299,270919.650474438,0.1,476.6449733807868,0.04766449733807868,428.9804760427081,0.04289804760427081,47.66449733807861,0.004766449733807884,0.9,0.1,343.21869927225,0.2,2402589.058683118,1.0515,0.0149,1456114.5810200714,35798.576974378455,35798.576974378455,235121.07350005955,435260.54775798426,3603.883588024677,120129.4529341559,2402.589058683118,2162.3301528148063,19220.712469464943,7207.767176049354,4805.178117366236,0.028933894428769567,0.006296656773694139,0.00462788531224585,0.0023797062522945994,0.01562964609053498,0.006296656773694139,0.00462788531224585,0.0023797062522945994,0.01562964609053498,0.01562964609053498,0.20000000000000004,0.20000000000000004,1.65,1456114.5810200714,10.879166666666665,default,ClothMediaFiltrationZO,cloth_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2585704.808464022,0.0,0.0,369.377458810809,253041.06339914486,2718868.6060999194,291568.0650452588,0.1,512.9729510532405,0.05129729510532406,461.67565594791654,0.04616756559479165,51.29729510532398,0.005129729510532407,0.9,0.1,369.377458810809,0.2,2585704.808464022,1.0515,0.0149,1567093.8233115284,38527.001646113924,38527.001646113924,253041.06339914486,468434.36966676975,3878.557212696033,129285.2404232011,2585.704808464022,2327.13432761762,20685.638467712175,7757.114425392066,5171.409616928044,0.028933894428769567,0.006296656773694138,0.0046278853122458516,0.0023797062522945994,0.015629646090534976,0.006296656773694138,0.0046278853122458516,0.0023797062522945994,0.015629646090534976,0.015629646090534976,0.2,0.2,1.65,1567093.8233115284,11.708333333333332,default,ClothMediaFiltrationZO,cloth_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2768820.5582449264,0.0,0.0,395.53621834936814,270961.0532982303,2911414.8169945404,312216.4796160797,0.1,549.3009287256942,0.05493009287256943,494.37083585312485,0.04943708358531248,54.93009287256935,0.005493009287256944,0.9,0.1,395.53621834936814,0.2,2768820.5582449264,1.0515,0.0149,1678073.0656029857,41255.4263178494,41255.4263178494,270961.0532982303,501608.19157555536,4153.2308373673895,138441.02791224633,2768.8205582449264,2491.938502420434,22150.56446595941,8306.461674734779,5537.641116489853,0.028933894428769567,0.006296656773694138,0.00462788531224585,0.002379706252294599,0.015629646090534976,0.006296656773694138,0.00462788531224585,0.002379706252294599,0.015629646090534976,0.015629646090534976,0.2,0.2,1.65,1678073.0656029857,12.5375,default,ClothMediaFiltrationZO,cloth_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2951936.30802583,0.0,0.0,421.69497788792717,288881.04319731554,3103961.0278891604,332864.8941869004,0.1,585.6289063981479,0.0585628906398148,527.0660157583332,0.052706601575833324,58.562890639814725,0.005856289063981462,0.9,0.1,421.69497788792717,0.2,2951936.30802583,1.0515,0.0149,1789052.3078944425,43983.85098958487,43983.85098958487,288881.04319731554,534782.0134843406,4427.904462038745,147596.8154012915,2951.93630802583,2656.742677223247,23615.49046420664,8855.80892407749,5903.87261605166,0.028933894428769563,0.006296656773694139,0.00462788531224585,0.0023797062522946,0.01562964609053498,0.006296656773694139,0.00462788531224585,0.0023797062522946,0.01562964609053498,0.015629646090534976,0.2,0.2,1.65,1789052.3078944425,13.366666666666665,default,ClothMediaFiltrationZO,cloth_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3135052.057806734,0.0,0.0,447.8537374264862,306801.0330964009,3296507.238783781,353513.3087577212,0.1,621.9568840706015,0.062195688407060155,559.7611956635413,0.05597611956635413,62.19568840706017,0.006219568840706017,0.9,0.1,447.8537374264862,0.2,3135052.057806734,1.0515,0.0149,1900031.5501858995,46712.27566132034,46712.27566132034,306801.0330964009,567955.8353931261,4702.578086710101,156752.6028903367,3135.052057806734,2821.546852026061,25080.41646245387,9405.156173420202,6270.104115613468,0.028933894428769567,0.006296656773694139,0.004627885312245849,0.0023797062522946,0.01562964609053498,0.006296656773694139,0.004627885312245849,0.0023797062522946,0.01562964609053498,0.01562964609053498,0.2,0.2,1.65,1900031.5501858995,14.195833333333331,default,ClothMediaFiltrationZO,cloth_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3318167.807587638,0.0,0.0,474.01249696504533,324721.02299548633,3489053.449678402,374161.7233285421,0.1,658.2848617430552,0.06582848617430553,592.4563755687498,0.05924563755687499,65.82848617430544,0.006582848617430574,0.9,0.1,474.01249696504533,0.2,3318167.807587638,1.0515,0.0149,2011010.7924773565,49440.70033305581,49440.70033305581,324721.02299548633,601129.6573019116,4977.251711381457,165908.39037938192,3318.167807587638,2986.3510268288746,26545.342460701104,9954.503422762915,6636.335615175276,0.028933894428769563,0.006296656773694139,0.00462788531224585,0.0023797062522945994,0.01562964609053498,0.006296656773694139,0.00462788531224585,0.0023797062522945994,0.01562964609053498,0.01562964609053498,0.2,0.2,1.65,2011010.7924773565,15.024999999999999,default,ClothMediaFiltrationZO,cloth_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3501283.5573685425,0.0,0.0,500.1712565036044,342641.01289457164,3681599.660573023,394810.137899363,0.1,694.612839415509,0.0694612839415509,625.1515554739582,0.06251515554739583,69.46128394155083,0.006946128394155112,0.9,0.1,500.1712565036044,0.2,3501283.5573685425,1.0515,0.0149,2121990.0347688138,52169.12500479128,52169.12500479128,342641.01289457164,634303.4792106972,5251.925336052814,175064.17786842713,3501.2835573685425,3151.1552016316887,28010.26845894834,10503.850672105627,7002.567114737085,0.028933894428769567,0.006296656773694138,0.004627885312245851,0.0023797062522945994,0.015629646090534976,0.006296656773694138,0.004627885312245851,0.0023797062522945994,0.015629646090534976,0.015629646090534976,0.2,0.2,1.65,2121990.0347688138,15.854166666666666,default,ClothMediaFiltrationZO,cloth_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3684399.3071494466,0.0,0.0,526.3300160421635,360561.002793657,3874145.8714676434,415458.55247018376,0.1,730.9408170879626,0.07309408170879628,657.8467353791664,0.06578467353791664,73.0940817087963,0.007309408170879629,0.9,0.1,526.3300160421635,0.2,3684399.3071494466,1.0515,0.0149,2232969.277060271,54897.54967652675,54897.54967652675,360561.002793657,667477.3011194826,5526.59896072417,184219.96535747233,3684.3993071494465,3315.9593764345022,29475.194457195572,11053.19792144834,7368.798614298893,0.02893389442876957,0.0062966567736941394,0.00462788531224585,0.0023797062522946,0.01562964609053498,0.0062966567736941394,0.00462788531224585,0.0023797062522946,0.01562964609053498,0.01562964609053498,0.20000000000000004,0.20000000000000004,1.65,2232969.277060271,16.683333333333334,default,ClothMediaFiltrationZO,cloth_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3867515.0569303506,0.0,0.0,552.4887755807225,378480.9926927423,4066692.082362264,436106.9670410045,0.1,767.2687947604164,0.07672687947604165,690.5419152843748,0.06905419152843746,76.72687947604156,0.007672687947604165,0.9,0.1,552.4887755807225,0.2,3867515.0569303506,1.0515,0.0149,2343948.519351728,57625.97434826222,57625.97434826222,378480.9926927423,700651.1230282681,5801.272585395526,193375.75284651754,3867.5150569303505,3480.763551237316,30940.120455442804,11602.545170791052,7735.030113860701,0.028933894428769563,0.006296656773694139,0.004627885312245849,0.002379706252294599,0.015629646090534976,0.006296656773694139,0.004627885312245849,0.002379706252294599,0.015629646090534976,0.015629646090534976,0.19999999999999998,0.19999999999999998,1.65,2343948.519351728,17.5125,default,ClothMediaFiltrationZO,cloth_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4050630.8067112556,0.0,0.0,578.6475351192818,396400.98259182775,4259238.293256886,456755.3816118255,0.1,803.5967724328701,0.08035967724328703,723.2370951895831,0.07232370951895835,80.35967724328701,0.008035967724328704,0.9,0.1,578.6475351192818,0.2,4050630.8067112556,1.0515,0.0149,2454927.7616431853,60354.399019997705,60354.399019997705,396400.98259182775,733824.9449370538,6075.946210066883,202531.54033556278,4050.6308067112554,3645.5677260401303,32405.046453690044,12151.892420133767,8101.261613422511,0.02893389442876957,0.006296656773694139,0.004627885312245849,0.0023797062522945994,0.01562964609053498,0.006296656773694139,0.004627885312245849,0.0023797062522945994,0.01562964609053498,0.015629646090534976,0.2,0.2,1.65,2454927.7616431853,18.34166666666667,default,ClothMediaFiltrationZO,cloth_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4233746.556492159,0.0,0.0,604.8062946578408,414320.9724909131,4451784.504151506,477403.7961826463,0.1,839.9247501053239,0.08399247501053239,755.9322750947914,0.07559322750947915,83.99247501053242,0.008399247501053241,0.9,0.1,604.8062946578408,0.2,4233746.556492159,1.0515,0.0149,2565907.003934642,63082.823691733174,63082.823691733174,414320.9724909131,766998.7668458392,6350.619834738239,211687.32782460796,4233.7465564921595,3810.3719008429434,33869.972451937276,12701.239669476478,8467.493112984319,0.028933894428769567,0.006296656773694138,0.004627885312245849,0.0023797062522945994,0.01562964609053498,0.006296656773694138,0.004627885312245849,0.0023797062522945994,0.01562964609053498,0.01562964609053498,0.2,0.2,1.65,2565907.003934642,19.170833333333334,default,ClothMediaFiltrationZO,cloth_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4416862.306273064,0.0,0.0,630.9650541963999,432240.9623899985,4644330.715046127,498052.21075346717,0.1,876.2527277777775,0.08762527277777776,788.6274549999998,0.07886274549999997,87.62527277777777,0.008762527277777777,0.9,0.1,630.9650541963999,0.2,4416862.306273064,1.0515,0.0149,2676886.2462260993,65811.24836346865,65811.24836346865,432240.9623899985,800172.5887546248,6625.293459409596,220843.1153136532,4416.862306273064,3975.1760756457575,35334.89845018451,13250.586918819192,8833.724612546128,0.02893389442876957,0.006296656773694139,0.004627885312245851,0.0023797062522945994,0.01562964609053498,0.006296656773694139,0.004627885312245851,0.0023797062522945994,0.01562964609053498,0.01562964609053498,0.2,0.2,1.65,2676886.2462260993,20.0,default,ClothMediaFiltrationZO,cloth_media_filtration
