fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_alum,fs.costing.aggregate_flow_polymer,fs.costing.aggregate_flow_costs[electricity],fs.costing.aggregate_flow_costs[alum],fs.costing.aggregate_flow_costs[polymer],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.coag_and_floc.capital_mix_a_parameter[default],fs.costing.coag_and_floc.capital_mix_b_parameter[default],fs.costing.coag_and_floc.capital_floc_a_parameter[default],fs.costing.coag_and_floc.capital_floc_b_parameter[default],fs.costing.coag_and_floc.capital_coag_inj_a_parameter[default],fs.costing.coag_and_floc.capital_coag_inj_b_parameter[default],fs.costing.coag_and_floc.capital_floc_inj_a_parameter[default],fs.costing.coag_and_floc.capital_floc_inj_b_parameter[default],fs.unit.properties[0.0].flow_mass_comp[H2O],fs.unit.properties[0.0].flow_mass_comp[tss],fs.unit.alum_dose,fs.unit.alum_ratio_in_solution,fs.unit.alum_solution_density,fs.unit.alum_flow_mass,fs.unit.alum_flow_vol,fs.unit.polymer_dose,fs.unit.polymer_ratio_in_solution,fs.unit.polymer_solution_density,fs.unit.polymer_flow_mass,fs.unit.polymer_flow_vol,fs.unit.chem_pump_head,fs.unit.eta_chem_pump,fs.unit.rapid_mix_retention_time,fs.unit.floc_retention_time,fs.unit.rapid_mix_basin_vol,fs.unit.floc_basin_vol,fs.unit.num_rapid_mixers,fs.unit.num_floc_mixers,fs.unit.num_rapid_mix_processes,fs.unit.num_floc_processes,fs.unit.num_coag_processes,fs.unit.num_floc_injection_processes,fs.unit.velocity_gradient_rapid_mix,fs.unit.velocity_gradient_floc,fs.unit.power_alum_addition,fs.unit.power_polymer_addition,fs.unit.power_rapid_mix,fs.unit.power_floc,fs.unit.electricity[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[CoagulationFlocculationZO],fs.costing.LCOW_aggregate_indirect_capex[CoagulationFlocculationZO],fs.costing.LCOW_aggregate_fixed_opex[CoagulationFlocculationZO],fs.costing.LCOW_aggregate_variable_opex[CoagulationFlocculationZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.LCOW_aggregate_variable_opex[alum],fs.costing.LCOW_aggregate_variable_opex[polymer],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.properties[0.0].flow_vol,fs.unit.costing.cost_rapid_mix,fs.unit.costing.cost_floc,fs.unit.costing.cost_coag_inj,fs.unit.costing.cost_floc_inj,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.properties[0.0].dens_mass,fs.unit.properties[0.0].visc_d,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,3378553.1501814383,0.0,0.0,4.726077999098265,0.005168619633298173,2.5843098166490866e-05,3237.587389466692,109283.1847296462,905.8540593815491,3552548.637415783,163767.0681161979,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,258.4051411507936,0.02584051411507936,10.0,0.5,1450.0,0.005168619633298173,3.5645652643435675e-06,0.1,1.0,1040.0,2.5843098166490866e-05,2.4849132852394972e-08,100.0,0.7,5.5,12.0,1.4213703991569977,186.07030679873426,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.0022070499954220143,1.1035249977110072e-05,1.1513100233171683,3.5725498905356976,4.726077999098265,3378553.1501814383,1.0515,0.0149,993692.1029945407,50340.44193770343,50340.44193770343,113426.62617849444,394865.45517257566,5067.829725272158,168927.65750907193,3378.5531501814385,3040.6978351632947,27028.425201451508,10135.659450544315,6757.106300362877,0.04841730328780512,0.007926111472084883,0.02041052965176578,0.0061726049038011935,0.013908057260153255,0.007926111472084883,0.02041052965176578,0.0061726049038011935,0.013908057260153255,0.00039698395618850045,0.013399999999999997,0.00011107330396475766,0.00507988413671,0.00507988413671,0.2584309816649087,35927.968936255194,448348.9853291837,81934.68079544796,88113.2564209175,3.4,993692.1029945407,1000.0,0.001,5.8979591836734695,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,3452434.652273289,0.0,0.0,5.118555064767325,0.005597847561322934,2.7989237806614674e-05,3506.4527782113305,118358.60491480712,981.0806940706742,3630235.036865364,174287.41470596116,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,279.86439162698406,0.027986439162698405,10.0,0.5,1450.0,0.005597847561322934,3.860584525050299e-06,0.1,1.0,1040.0,2.7989237806614674e-05,2.6912728660206613e-08,100.0,0.7,5.5,12.0,1.5394080793638072,201.52251220762565,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.002390334424107579,1.1951672120537897e-05,1.2469205442846838,3.8692322343864123,5.118555064767325,3452434.652273289,1.0515,0.0149,1015421.9565509674,51441.276318872006,51441.276318872006,122846.13838708913,410439.4135327538,5178.651978409934,172621.73261366447,3452.434652273289,3107.1911870459603,27619.47721818631,10357.303956819867,6904.869304546578,0.04646800412439504,0.007478394867403057,0.01925761462304961,0.005823937373789112,0.013908057260153256,0.007478394867403057,0.01925761462304961,0.005823937373789112,0.013908057260153256,0.00039698395618850045,0.013399999999999999,0.00011107330396475769,0.00507988413671,0.00507988413671,0.27989237806614675,36148.78296556359,456128.555045102,82657.97608641941,93698.21889185875,3.4,1015421.9565509674,1000.0,0.001,6.387755102040816,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,3526316.1543651395,0.0,0.0,5.511032130436384,0.006027075489347695,3.0135377446738478e-05,3775.318166955969,127434.02509996803,1056.3073287597992,3707921.4363149446,184807.76129572437,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,301.3236421031745,0.03013236421031745,10.0,0.5,1450.0,0.006027075489347695,4.15660378575703e-06,0.1,1.0,1040.0,3.0135377446738478e-05,2.897632446801783e-08,100.0,0.7,5.5,12.0,1.6574457595706165,216.97471761651707,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.002573618852793144,1.2868094263965722e-05,1.3425310652521993,4.165914578237127,5.511032130436384,3526316.1543651395,1.0515,0.0149,1037151.810107394,52542.11070004058,52542.11070004058,132265.6505956838,426013.3718929319,5289.47423154771,176315.80771825698,3526.3161543651395,3173.684538928626,28210.529234921116,10578.94846309542,7052.632308730279,0.044796349945684315,0.007094447986830213,0.018268913010886484,0.005524931687814359,0.013908057260153256,0.007094447986830213,0.018268913010886484,0.005524931687814359,0.013908057260153256,0.00039698395618850045,0.013399999999999999,0.00011107330396475767,0.00507988413671,0.00507988413671,0.3013537744673848,36369.59699487198,463908.1247610204,83381.27137739086,99283.18136279998,3.4,1037151.810107394,1000.0,0.001,6.877551020408163,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,3600197.6564569897,0.0,0.0,5.903509196105444,0.006456303417372456,3.2281517086862286e-05,4044.1835557006075,136509.44528512892,1131.5339634489244,3785607.835764525,195328.10788548764,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,322.78289257936495,0.0322782892579365,10.0,0.5,1450.0,0.006456303417372456,4.452623046463762e-06,0.1,1.0,1040.0,3.2281517086862286e-05,3.1039920275829046e-08,100.0,0.7,5.5,12.0,1.775483439777426,232.42692302540848,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.002756903281478709,1.3784516407393547e-05,1.438141586219715,4.462596922087842,5.903509196105444,3600197.6564569897,1.0515,0.0149,1058881.6636638206,53642.945081209145,53642.945081209145,141685.16280427846,441587.3302531099,5400.296484685485,180009.8828228495,3600.19765645699,3240.177890811291,28801.58125165592,10800.59296937097,7200.39531291398,0.04334696557466919,0.006761552215031598,0.01741167310892787,0.005265682990556468,0.013908057260153256,0.006761552215031598,0.01741167310892787,0.005265682990556468,0.013908057260153256,0.00039698395618850045,0.013399999999999995,0.00011107330396475767,0.005079884136709999,0.005079884136709999,0.3228151708686229,36590.411024180365,471687.69447693875,84104.56666836233,104868.14383374121,3.4,1058881.6636638206,1000.0,0.001,7.36734693877551,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,3674079.158548841,0.0,0.0,6.295986261774504,0.006885531345397219,3.44276567269861e-05,4313.048944445247,145584.8654702899,1206.7605981380498,3863294.2352141063,205848.4544752509,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,344.24214305555546,0.03442421430555555,10.0,0.5,1450.0,0.006885531345397219,4.748642307170495e-06,0.1,1.0,1040.0,3.44276567269861e-05,3.3103516083640475e-08,100.0,0.7,5.5,12.0,1.8935211199842354,247.8791284342999,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.0029401877101642745,1.4700938550821374e-05,1.5337521071872309,4.759279265938558,6.295986261774504,3674079.158548841,1.0515,0.0149,1080611.5172202473,54743.77946237773,54743.77946237773,151104.6750128732,457161.2886132881,5511.118737823262,183703.95792744204,3674.079158548841,3306.671242693957,29392.633268390728,11022.237475646523,7348.158317097682,0.04207828367068972,0.006470160331665017,0.016661309870070588,0.005038756208800862,0.013908057260153258,0.006470160331665017,0.016661309870070588,0.005038756208800862,0.013908057260153258,0.00039698395618850045,0.013399999999999997,0.00011107330396475769,0.005079884136710001,0.005079884136710001,0.344276567269861,36811.22505348876,479467.26419285714,84827.86195933378,110453.10630468247,3.4,1080611.5172202473,1000.0,0.001,7.857142857142857,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,3747960.660640692,0.0,0.0,6.688463327443563,0.00731475927342198,3.65737963671099e-05,4581.914333189885,154660.2856554508,1281.9872328271745,3940980.634663688,216368.80106501418,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,365.7013935317459,0.036570139353174595,10.0,0.5,1450.0,0.00731475927342198,5.0446615678772265e-06,0.1,1.0,1040.0,3.65737963671099e-05,3.51671118914519e-08,100.0,0.7,5.5,12.0,2.011558800191045,263.3313338431913,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.0031234721388498396,1.5617360694249198e-05,1.6293626281547464,5.055961609789273,6.688463327443563,3747960.660640692,1.0515,0.0149,1102341.370776674,55844.61384354631,55844.61384354631,160524.18722146787,472735.24697346624,5621.940990961038,187398.0330320346,3747.960660640692,3373.164594576623,29983.685285125535,11243.881981922075,7495.921321281384,0.040958493530502474,0.006212966028742438,0.015999008820614655,0.0048384614209921245,0.013908057260153256,0.006212966028742438,0.015999008820614655,0.0048384614209921245,0.013908057260153256,0.00039698395618850045,0.013399999999999997,0.00011107330396475765,0.00507988413671,0.00507988413671,0.36573796367109906,37032.03908279714,487246.8339087755,85551.15725030523,116038.0687756237,3.4,1102341.370776674,1000.0,0.001,8.346938775510203,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,3821842.1627325425,0.0,0.0,7.080940393112623,0.007743987201446741,3.871993600723371e-05,4850.779721934524,163735.70584061174,1357.2138675162998,4018667.034113269,226889.14765477745,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,387.16064400793636,0.03871606440079364,10.0,0.5,1450.0,0.007743987201446741,5.34068082858396e-06,0.1,1.0,1040.0,3.871993600723371e-05,3.723070769926312e-08,100.0,0.7,5.5,12.0,2.129596480397854,278.78353925208273,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.003306756567535404,1.6533782837677023e-05,1.724973149122262,5.352643953639988,7.080940393112623,3821842.1627325425,1.0515,0.0149,1124071.2243331007,56945.448224714884,56945.448224714884,169943.69943006258,488309.20533364435,5732.763244098814,191092.10813662712,3821.8421627325424,3439.6579464592887,30574.73730186034,11465.526488197627,7643.684325465085,0.03996283717028979,0.005984282872564162,0.015410126825139977,0.004660370212432392,0.013908057260153256,0.005984282872564162,0.015410126825139977,0.004660370212432392,0.013908057260153256,0.00039698395618850045,0.013399999999999999,0.00011107330396475767,0.00507988413671,0.00507988413671,0.38719936007233713,37252.853112105535,495026.40362469386,86274.4525412767,121623.03124656495,3.4,1124071.2243331007,1000.0,0.001,8.83673469387755,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,3895723.664824393,0.0,0.0,7.473417458781685,0.008173215129471502,4.0866075647357524e-05,5119.645110679164,172811.12602577265,1432.4405022054252,4096353.433562849,237409.49424454072,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,408.61989448412686,0.04086198944841269,10.0,0.5,1450.0,0.008173215129471502,5.636700089290691e-06,0.1,1.0,1040.0,4.0866075647357524e-05,3.929430350707455e-08,100.0,0.7,5.5,12.0,2.247634160604664,294.2357446609742,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.0034900409962209692,1.745020498110485e-05,1.820583670089778,5.649326297490704,7.473417458781685,3895723.664824393,1.0515,0.0149,1145801.0778895274,58046.282605883454,58046.282605883454,179363.21163865723,503883.16369382245,5843.58549723659,194786.18324121967,3895.7236648243934,3506.1512983419543,31165.789318595147,11687.17099447318,7791.447329648787,0.039071757408086306,0.005779618953796296,0.01488309676792084,0.004500984426215912,0.013908057260153251,0.005779618953796296,0.01488309676792084,0.004500984426215912,0.013908057260153251,0.0003969839561885005,0.013399999999999995,0.00011107330396475767,0.005079884136710001,0.005079884136710001,0.40866075647357525,37473.66714141393,502805.97334061225,86997.74783224815,127207.9937175062,3.4,1145801.0778895274,1000.0,0.001,9.326530612244898,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,3969605.1669162437,0.0,0.0,7.865894524450743,0.008602443057496264,4.301221528748133e-05,5388.510499423801,181886.54621093356,1507.6671368945501,4174039.833012431,247929.84083430396,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,430.0791449603173,0.04300791449603173,10.0,0.5,1450.0,0.008602443057496264,5.9327193499974225e-06,0.1,1.0,1040.0,4.301221528748133e-05,4.135789931488598e-08,100.0,0.7,5.5,12.0,2.3656718408114736,309.6879500698656,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.0036733254249065347,1.836662712453268e-05,1.9161941910572937,5.946008641341419,7.865894524450743,3969605.1669162437,1.0515,0.0149,1167530.9314459541,59147.11698705203,59147.11698705203,188782.7238472519,519457.1220540005,5954.407750374366,198480.2583458122,3969.605166916244,3572.64465022462,31756.84133532995,11908.815500748731,7939.210333832488,0.038269600366435355,0.0055953788772339546,0.014408660146765158,0.004357504082282991,0.013908057260153253,0.0055953788772339546,0.014408660146765158,0.004357504082282991,0.013908057260153253,0.0003969839561885004,0.013399999999999995,0.00011107330396475766,0.005079884136709999,0.005079884136709999,0.43012215287481337,37694.48117072231,510585.5430565306,87721.0431232196,132792.95618844742,3.4,1167530.9314459541,1000.0,0.001,9.816326530612244,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,4043486.6690080944,0.0,0.0,8.258371590119804,0.009031670985521026,4.515835492760513e-05,5657.37588816844,190961.9663960945,1582.893771583675,4251726.232462011,258450.18742406723,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,451.53839543650776,0.04515383954365078,10.0,0.5,1450.0,0.009031670985521026,6.228738610704156e-06,0.1,1.0,1040.0,4.515835492760513e-05,4.3421495122697194e-08,100.0,0.7,5.5,12.0,2.483709521018283,325.14015547875704,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.0038566098535920998,1.9283049267960498e-05,2.0118047120248095,6.242690985192135,8.258371590119804,4043486.6690080944,1.0515,0.0149,1189260.7850023806,60247.95136822061,60247.95136822061,198202.23605584662,535031.0804141787,6065.230003512142,202174.33345040472,4043.4866690080944,3639.138002107285,32347.893352064755,12130.460007024283,8086.973338016189,0.037543687954485885,0.0054286507287409054,0.013979318491580708,0.004227661474011021,0.013908057260153255,0.0054286507287409054,0.013979318491580708,0.004227661474011021,0.013908057260153255,0.00039698395618850045,0.013399999999999997,0.00011107330396475765,0.00507988413671,0.00507988413671,0.45158354927605143,37915.295200030705,518365.112772449,88444.33841419106,138377.91865938867,3.4,1189260.7850023806,1000.0,0.001,10.306122448979592,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,4117368.1710999454,0.0,0.0,8.650848655788865,0.00946089891354579,4.7304494567728953e-05,5926.241276913081,200037.3865812555,1658.120406272801,4329412.631911593,268970.5340138306,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,472.9976459126983,0.04729976459126983,10.0,0.5,1450.0,0.00946089891354579,6.524757871410889e-06,0.1,1.0,1040.0,4.7304494567728953e-05,4.548509093050862e-08,100.0,0.7,5.5,12.0,2.601747201225093,340.5923608876485,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.004039894282277666,2.0199471411388333e-05,2.1074152329923255,6.539373329042851,8.650848655788865,4117368.1710999454,1.0515,0.0149,1210990.6385588075,61348.785749389186,61348.785749389186,207621.74826444138,550605.038774357,6176.0522566499185,205868.4085549973,4117.368171099945,3705.631353989951,32938.94536879956,12352.104513299837,8234.73634219989,0.03688364283133335,0.005277051032285032,0.013588934113237191,0.004109600425657867,0.013908057260153256,0.005277051032285032,0.013588934113237191,0.004109600425657867,0.013908057260153256,0.0003969839561885005,0.013399999999999999,0.00011107330396475767,0.00507988413671,0.00507988413671,0.4730449456772896,38136.1092293391,526144.6824883674,89167.63370516252,143962.88113032994,3.4,1210990.6385588075,1000.0,0.001,10.795918367346939,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,4191249.6731917956,0.0,0.0,9.043325721457922,0.009890126841570548,4.945063420785275e-05,6195.106665657717,209112.80676641632,1733.3470409619256,4407099.031361174,279490.8806035938,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,494.45689638888865,0.04944568963888887,10.0,0.5,1450.0,0.009890126841570548,6.8207771321176195e-06,0.1,1.0,1040.0,4.945063420785275e-05,4.754868673832005e-08,100.0,0.7,5.5,12.0,2.7197848814319014,356.0445662965398,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.0042231787109632294,2.111589355481615e-05,2.20302575395984,6.836055672893564,9.043325721457922,4191249.6731917956,1.0515,0.0149,1232720.492115234,62449.620130557756,62449.620130557756,217041.26047303597,566178.9971345349,6286.874509787694,209562.48365958978,4191.249673191795,3772.1247058726162,33529.99738553436,12573.749019575387,8382.49934638359,0.036280889147441785,0.00513861007982533,0.013232434816558211,0.004001786990904989,0.013908057260153255,0.00513861007982533,0.013232434816558211,0.004001786990904989,0.013908057260153255,0.00039698395618850045,0.013399999999999995,0.00011107330396475767,0.00507988413671,0.00507988413671,0.49450634207852756,38356.92325864748,533924.2522042857,89890.92899613397,149547.84360127116,3.4,1232720.492115234,1000.0,0.001,11.285714285714285,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,4265131.175283645,0.0,0.0,9.435802787126981,0.01031935476959531,5.1596773847976555e-05,6463.972054402355,218188.22695157726,1808.5736756510505,4484785.430810754,290011.227193357,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,515.9161468650792,0.05159161468650792,10.0,0.5,1450.0,0.01031935476959531,7.116796392824352e-06,0.1,1.0,1040.0,5.1596773847976555e-05,4.961228254613137e-08,100.0,0.7,5.5,12.0,2.8378225616387107,371.49677170543123,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.004406463139648795,2.2032315698243973e-05,2.2986362749273557,7.132738016744279,9.435802787126981,4265131.175283645,1.0515,0.0149,1254450.3456716605,63550.45451172631,63550.45451172631,226460.77268163068,581752.955494713,6397.696762925468,213256.55876418226,4265.1311752836455,3838.618057755281,34121.049402269164,12795.393525850935,8530.262350567291,0.03572827788439389,0.005011685879043383,0.012905592307124618,0.003902942438072626,0.013908057260153256,0.005011685879043383,0.012905592307124618,0.003902942438072626,0.013908057260153256,0.0003969839561885004,0.013399999999999997,0.00011107330396475766,0.005079884136709999,0.005079884136709999,0.5159677384797656,38577.737287955875,541703.821920204,90614.22428710543,155132.80607221238,3.4,1254450.3456716605,1000.0,0.001,11.775510204081632,default,CoagulationFlocculationZO,coag_and_floc
