fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_alum,fs.costing.aggregate_flow_polymer,fs.costing.aggregate_flow_costs[electricity],fs.costing.aggregate_flow_costs[alum],fs.costing.aggregate_flow_costs[polymer],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.coag_and_floc.capital_mix_a_parameter[default],fs.costing.coag_and_floc.capital_mix_b_parameter[default],fs.costing.coag_and_floc.capital_floc_a_parameter[default],fs.costing.coag_and_floc.capital_floc_b_parameter[default],fs.costing.coag_and_floc.capital_coag_inj_a_parameter[default],fs.costing.coag_and_floc.capital_coag_inj_b_parameter[default],fs.costing.coag_and_floc.capital_floc_inj_a_parameter[default],fs.costing.coag_and_floc.capital_floc_inj_b_parameter[default],fs.unit.properties[0.0].flow_mass_comp[H2O],fs.unit.properties[0.0].flow_mass_comp[tss],fs.unit.alum_dose,fs.unit.alum_ratio_in_solution,fs.unit.alum_solution_density,fs.unit.alum_flow_mass,fs.unit.alum_flow_vol,fs.unit.polymer_dose,fs.unit.polymer_ratio_in_solution,fs.unit.polymer_solution_density,fs.unit.polymer_flow_mass,fs.unit.polymer_flow_vol,fs.unit.chem_pump_head,fs.unit.eta_chem_pump,fs.unit.rapid_mix_retention_time,fs.unit.floc_retention_time,fs.unit.rapid_mix_basin_vol,fs.unit.floc_basin_vol,fs.unit.num_rapid_mixers,fs.unit.num_floc_mixers,fs.unit.num_rapid_mix_processes,fs.unit.num_floc_processes,fs.unit.num_coag_processes,fs.unit.num_floc_injection_processes,fs.unit.velocity_gradient_rapid_mix,fs.unit.velocity_gradient_floc,fs.unit.power_alum_addition,fs.unit.power_polymer_addition,fs.unit.power_rapid_mix,fs.unit.power_floc,fs.unit.electricity[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[CoagulationFlocculationZO],fs.costing.LCOW_aggregate_indirect_capex[CoagulationFlocculationZO],fs.costing.LCOW_aggregate_fixed_opex[CoagulationFlocculationZO],fs.costing.LCOW_aggregate_variable_opex[CoagulationFlocculationZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.LCOW_aggregate_variable_opex[alum],fs.costing.LCOW_aggregate_variable_opex[polymer],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.properties[0.0].flow_vol,fs.unit.costing.cost_rapid_mix,fs.unit.costing.cost_floc,fs.unit.costing.cost_coag_inj,fs.unit.costing.cost_floc_inj,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.properties[0.0].dens_mass,fs.unit.properties[0.0].visc_d,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,4339012.677375497,0.0,0.0,9.828279852796042,0.010748582697620072,5.374291348810036e-05,6732.837443146995,227263.6471367382,1883.8003103401757,4562471.8302603355,300531.5737831203,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,537.3753973412696,0.053737539734126975,10.0,0.5,1450.0,0.010748582697620072,7.412815653531084e-06,0.1,1.0,1040.0,5.374291348810036e-05,5.167587835394259e-08,100.0,0.7,5.5,12.0,2.9558602418455204,386.9489771143227,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.00458974756833436,2.2948737841671802e-05,2.3942467958948717,7.429420360594995,9.828279852796042,4339012.677375497,1.0515,0.0149,1276180.1992280874,64651.28889289491,64651.28889289491,235880.28489022536,597326.9138548912,6508.519016063246,216950.63386877486,4339.012677375497,3905.111409637948,34712.10141900398,13017.038032126493,8678.025354750995,0.03521980196348626,0.00489489871925567,0.012604853691955275,0.0038119922921220507,0.013908057260153256,0.00489489871925567,0.012604853691955275,0.0038119922921220507,0.013908057260153256,0.00039698395618850045,0.013399999999999997,0.00011107330396475765,0.00507988413671,0.00507988413671,0.5374291348810037,38798.55131726427,549483.3916361225,91337.51957807688,160717.76854315362,3.4,1276180.1992280874,1000.0,0.001,12.26530612244898,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,4412894.179467347,0.0,0.0,10.220756918465103,0.011177810625644836,5.588905312822418e-05,7001.702831891634,236339.06732189917,1959.0269450293013,4640158.229709917,311051.9203728836,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,558.8346478174601,0.055883464781746016,10.0,0.5,1450.0,0.011177810625644836,7.708834914237818e-06,0.1,1.0,1040.0,5.588905312822418e-05,5.373947416175402e-08,100.0,0.7,5.5,12.0,3.07389792205233,402.4011825232141,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.004773031997019926,2.386515998509963e-05,2.4898573168623876,7.726102704445711,10.220756918465103,4412894.179467347,1.0515,0.0149,1297910.052784514,65752.12327406347,65752.12327406347,245299.7970988201,612900.8722150694,6619.3412692010215,220644.70897336738,4412.894179467347,3971.604761520613,35303.15343573878,13238.682538402043,8825.788358934695,0.034750376993304334,0.004787080813339652,0.01232721180243094,0.003728027117380478,0.013908057260153256,0.004787080813339652,0.01232721180243094,0.003728027117380478,0.013908057260153256,0.00039698395618850045,0.013399999999999999,0.00011107330396475767,0.00507988413671,0.00507988413671,0.5588905312822419,39019.36534657265,557262.9613520408,92060.81486904835,166302.7310140949,3.4,1297910.052784514,1000.0,0.001,12.755102040816325,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,4486775.681559199,0.0,0.0,10.613233984134162,0.011607038553669595,5.803519276834798e-05,7270.568220636273,245414.48750706005,2034.253579718426,4717844.629159497,321572.26696264686,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,580.2938982936505,0.05802938982936506,10.0,0.5,1450.0,0.011607038553669595,8.004854174944548e-06,0.1,1.0,1040.0,5.803519276834798e-05,5.580306996956545e-08,100.0,0.7,5.5,12.0,3.1919356022591394,417.85338793210553,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.0049563164257054905,2.4781582128527455e-05,2.585467837829903,8.022785048296425,10.613233984134162,4486775.681559199,1.0515,0.0149,1319639.9063409409,66852.95765523207,66852.95765523207,254719.30930741475,628474.8305752473,6730.1635223387975,224338.78407795995,4486.775681559198,4038.098113403279,35894.20545247359,13460.327044677595,8973.551363118397,0.03431567066498485,0.004687237113100012,0.012070104289943843,0.0036502720017877444,0.013908057260153255,0.004687237113100012,0.012070104289943843,0.0036502720017877444,0.013908057260153255,0.0003969839561885005,0.013399999999999997,0.00011107330396475766,0.00507988413671,0.00507988413671,0.5803519276834799,39240.179375881045,565042.5310679591,92784.1101600198,171887.6934850361,3.4,1319639.9063409409,1000.0,0.001,13.244897959183673,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,4560657.183651049,0.0,0.0,11.005711049803223,0.01203626648169436,6.0181332408471807e-05,7539.4336093809125,254489.90769222105,2109.480214407552,4795531.028609078,332092.61355241016,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,601.7531487698411,0.06017531487698411,10.0,0.5,1450.0,0.01203626648169436,8.300873435651283e-06,0.1,1.0,1040.0,6.0181332408471807e-05,5.7866665777376664e-08,100.0,0.7,5.5,12.0,3.3099732824659496,433.305593340997,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.005139600854391057,2.5698004271955287e-05,2.681078358797419,8.319467392147141,11.005711049803223,4560657.183651049,1.0515,0.0149,1341369.7598973673,67953.79203640063,67953.79203640063,264138.8215160095,644048.7889354255,6840.9857754765735,228032.85918255243,4560.657183651048,4104.591465285945,36485.25746920839,13681.971550953147,9121.314367302097,0.033911968651315204,0.004594514508865575,0.011831334311779743,0.00357806257051663,0.013908057260153258,0.004594514508865575,0.011831334311779743,0.00357806257051663,0.013908057260153258,0.0003969839561885005,0.013399999999999999,0.00011107330396475769,0.005079884136709998,0.005079884136709998,0.6018133240847181,39460.99340518944,572822.1007838775,93507.40545099127,177472.65595597742,3.4,1341369.7598973673,1000.0,0.001,13.73469387755102,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,4634538.6857429,0.0,0.0,11.398188115472283,0.01246549440971912,6.232747204859561e-05,7808.29899812555,263565.32787738193,2184.7068490966767,4873217.42805866,342612.9601421734,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,623.2123992460315,0.062321239924603165,10.0,0.5,1450.0,0.01246549440971912,8.596892696358014e-06,0.1,1.0,1040.0,6.232747204859561e-05,5.993026158518809e-08,100.0,0.7,5.5,12.0,3.428010962672759,448.7577987498884,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.0053228852830766215,2.661442641538311e-05,2.7766888797649347,8.616149735997856,11.398188115472283,4634538.6857429,1.0515,0.0149,1363099.613453794,69054.6264175692,69054.6264175692,273558.33372460416,659622.7472956036,6951.8080286143495,231726.934287145,4634.5386857429,4171.08481716861,37076.3094859432,13903.616057228699,9269.0773714858,0.03353606821104031,0.004508177392440685,0.011609007603274008,0.0035108259551723652,0.013908057260153256,0.004508177392440685,0.011609007603274008,0.0035108259551723652,0.013908057260153256,0.0003969839561885004,0.013399999999999997,0.00011107330396475766,0.00507988413671,0.00507988413671,0.6232747204859561,39681.80743449782,580601.6704997959,94230.70074196272,183057.61842691863,3.4,1363099.613453794,1000.0,0.001,14.224489795918368,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,4708420.187834751,0.0,0.0,11.790665181141344,0.012894722337743882,6.447361168871942e-05,8077.16438687019,272640.7480625429,2259.9334837858023,4950903.827508241,353133.3067319367,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,644.671649722222,0.0644671649722222,10.0,0.5,1450.0,0.012894722337743882,8.892911957064746e-06,0.1,1.0,1040.0,6.447361168871942e-05,6.199385739299952e-08,100.0,0.7,5.5,12.0,3.546048642879568,464.2100041587799,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.0055061697117621865,2.7530848558810934e-05,2.8722994007324503,8.912832079848574,11.790665181141344,4708420.187834751,1.0515,0.0149,1384829.467010221,70155.46079873778,70155.46079873778,282977.84593319887,675196.7056557818,7062.630281752126,235421.00939173755,4708.420187834751,4237.578169051276,37667.36150267801,14125.260563504253,9416.840375669502,0.033185193042794825,0.004427588100687632,0.011401482118080723,0.0034480655638732113,0.013908057260153255,0.004427588100687632,0.011401482118080723,0.0034480655638732113,0.013908057260153255,0.0003969839561885005,0.013399999999999997,0.00011107330396475769,0.00507988413671,0.00507988413671,0.6447361168871942,39902.621463806216,588381.2402157143,94953.99603293417,188642.58089785988,3.4,1384829.467010221,1000.0,0.001,14.714285714285714,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,4782301.689926601,0.0,0.0,12.183142246810403,0.013323950265768643,6.661975132884321e-05,8346.029775614827,281716.1682477038,2335.1601184749265,5028590.226957821,363653.6533216999,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,666.1309001984124,0.06661309001984125,10.0,0.5,1450.0,0.013323950265768643,9.188931217771477e-06,0.1,1.0,1040.0,6.661975132884321e-05,6.405745320081074e-08,100.0,0.7,5.5,12.0,3.6640863230863774,479.66220956767125,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.0056894541404477516,2.8447270702238756e-05,2.967909921699966,9.209514423699288,12.183142246810403,4782301.689926601,1.0515,0.0149,1406559.3205666475,71256.29517990636,71256.29517990636,292397.3581417936,690770.6640159598,7173.4525348899015,239115.08449633006,4782.301689926601,4304.071520933941,38258.41351941281,14346.905069779803,9564.603379853203,0.0328569245967987,0.004352191139141488,0.011207327402403247,0.0033893487951007152,0.013908057260153255,0.004352191139141488,0.011207327402403247,0.0033893487951007152,0.013908057260153255,0.0003969839561885005,0.0134,0.00011107330396475766,0.005079884136710001,0.005079884136710001,0.6661975132884322,40123.43549311461,596160.8099316326,95677.29132390562,194227.54336880107,3.4,1406559.3205666475,1000.0,0.001,15.204081632653061,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,4856183.192018453,0.0,0.0,12.575619312479464,0.013753178193793408,6.876589096896704e-05,8614.895164359466,290791.58843286475,2410.3867531640526,5106276.6264074035,374173.9999114633,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,687.590150674603,0.06875901506746031,10.0,0.5,1450.0,0.013753178193793408,9.484950478478212e-06,0.1,1.0,1040.0,6.876589096896704e-05,6.612104900862217e-08,100.0,0.7,5.5,12.0,3.7821240032931875,495.1144149765627,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.005872738569133318,2.936369284566659e-05,3.0635204426674822,9.506196767550003,12.575619312479464,4856183.192018453,1.0515,0.0149,1428289.1741230744,72357.12956107495,72357.12956107495,301816.8703503883,706344.6223761381,7284.274788027679,242809.15960092266,4856.183192018453,4370.564872816608,38849.465536147625,14568.549576055359,9712.366384036906,0.03254914624886216,0.004281500359850498,0.01102529157665102,0.003334297052207385,0.013908057260153256,0.004281500359850498,0.01102529157665102,0.003334297052207385,0.013908057260153256,0.0003969839561885004,0.013399999999999997,0.00011107330396475767,0.005079884136709999,0.005079884136709999,0.6876589096896705,40344.24952242299,603940.379647551,96400.58661487709,199812.5058397424,3.4,1428289.1741230744,1000.0,0.001,15.693877551020408,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,4930064.694110302,0.0,0.0,12.968096378148523,0.014182406121818166,7.091203060909084e-05,8883.760553104104,299867.00861802563,2485.6133878531778,5183963.025856983,384694.3465012264,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,709.0494011507934,0.07090494011507935,10.0,0.5,1450.0,0.014182406121818166,9.780969739184942e-06,0.1,1.0,1040.0,7.091203060909084e-05,6.818464481643349e-08,100.0,0.7,5.5,12.0,3.900161683499997,510.5666203854541,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.006056022997818882,3.028011498909441e-05,3.159130963634998,9.802879111400717,12.968096378148523,4930064.694110302,1.0515,0.0149,1450019.0276795006,73457.9639422435,73457.9639422435,311236.38255898294,721918.580736316,7395.097041165453,246503.23470551512,4930.064694110302,4437.058224699273,39440.51755288242,14790.194082330907,9860.129388220605,0.03225999761177171,0.004215088467578384,0.010854274312861097,0.0032825775711789727,0.013908057260153255,0.004215088467578384,0.010854274312861097,0.0032825775711789727,0.013908057260153255,0.00039698395618850045,0.013399999999999997,0.00011107330396475769,0.00507988413671,0.00507988413671,0.7091203060909085,40565.063551731386,611719.9493634694,97123.88190584854,205397.46831068362,3.4,1450019.0276795006,1000.0,0.001,16.183673469387756,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,5003946.196202152,0.0,0.0,13.360573443817584,0.014611634049842927,7.305817024921465e-05,9152.625941848744,308942.4288031865,2560.840022542303,5261649.425306564,395214.69309098966,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,730.5086516269838,0.07305086516269839,10.0,0.5,1450.0,0.014611634049842927,1.0076988999891673e-05,0.1,1.0,1040.0,7.305817024921465e-05,7.024824062424481e-08,100.0,0.7,5.5,12.0,4.018199363706806,526.0188257943455,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.006239307426504447,3.1196537132522235e-05,3.2547414846025133,10.099561455251433,13.360573443817584,5003946.196202152,1.0515,0.0149,1471748.881235927,74558.79832341208,74558.79832341208,320655.8947675776,737492.5390964942,7505.9192943032285,250197.30981010763,5003.946196202152,4503.551576581937,40031.56956961722,15011.838588606457,10007.892392404305,0.0319878368995042,0.004152578375586637,0.010693304574973153,0.0032338966887911534,0.013908057260153256,0.004152578375586637,0.010693304574973153,0.0032338966887911534,0.013908057260153256,0.0003969839561885005,0.013399999999999995,0.00011107330396475769,0.00507988413671,0.00507988413671,0.7305817024921465,40785.87758103978,619499.5190793877,97847.17719681999,210982.43078162486,3.4,1471748.881235927,1000.0,0.001,16.6734693877551,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,5077827.698294003,0.0,0.0,13.753050509486641,0.015040861977867689,7.520430988933844e-05,9421.491330593382,318017.8489883475,2636.0666572314276,5339335.824756145,405735.039680753,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,751.9679021031743,0.07519679021031744,10.0,0.5,1450.0,0.015040861977867689,1.0373008260598405e-05,0.1,1.0,1040.0,7.520430988933844e-05,7.231183643205624e-08,100.0,0.7,5.5,12.0,4.136237043913615,541.4710312032369,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.006422591855190012,3.2112959275950056e-05,3.3503520055700284,10.396243799102146,13.753050509486641,5077827.698294003,1.0515,0.0149,1493478.7347923538,75659.63270458064,75659.63270458064,330075.40697617235,753066.4974566724,7616.741547441004,253891.38491470015,5077.827698294002,4570.044928464603,40622.62158635202,15233.483094882007,10155.655396588005,0.031731209735618195,0.004093636041520699,0.010541522170519953,0.003187994263424279,0.013908057260153256,0.004093636041520699,0.010541522170519953,0.003187994263424279,0.013908057260153256,0.0003969839561885005,0.013399999999999999,0.00011107330396475767,0.005079884136709999,0.005079884136709999,0.7520430988933846,41006.69161034816,627279.088795306,98570.47248779146,216567.39325256605,3.4,1493478.7347923538,1000.0,0.001,17.163265306122447,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,5151709.200385854,0.0,0.0,14.145527575155704,0.01547008990589245,7.735044952946226e-05,9690.356719338022,327093.26917350845,2711.2932919205527,5417022.224205726,416255.38627051626,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,773.4271525793648,0.0773427152579365,10.0,0.5,1450.0,0.01547008990589245,1.0669027521305138e-05,0.1,1.0,1040.0,7.735044952946226e-05,7.437543223986756e-08,100.0,0.7,5.5,12.0,4.254274724120425,556.9232366121284,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.006605876283875577,3.3029381419377885e-05,3.445962526537544,10.692926142952865,14.145527575155704,5151709.200385854,1.0515,0.0149,1515208.5883487805,76760.46708574922,76760.46708574922,339494.919184767,768640.4558168504,7727.5638005787805,257585.4600192927,5151.709200385853,4636.5382803472685,41213.67360308683,15455.127601157561,10303.418400771707,0.03148882315423683,0.004037964495934719,0.010398162373481498,0.0031446390246673583,0.013908057260153255,0.004037964495934719,0.010398162373481498,0.0031446390246673583,0.013908057260153255,0.0003969839561885005,0.013399999999999997,0.00011107330396475766,0.00507988413671,0.00507988413671,0.7735044952946227,41227.505639656556,635058.6585112244,99293.7677787629,222152.35572350735,3.4,1515208.5883487805,1000.0,0.001,17.653061224489797,default,CoagulationFlocculationZO,coag_and_floc
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,5225590.702477705,0.0,0.0,14.538004640824763,0.015899317833917213,7.949658916958606e-05,9959.222108082658,336168.68935866933,2786.5199266096774,5494708.623655307,426775.7328602795,7.0814,33269.0,952902.0,177335.0,212.32,73225.0,13662.0,20861.0,794.8864030555552,0.07948864030555554,10.0,0.5,1450.0,0.015899317833917213,1.096504678201187e-05,0.1,1.0,1040.0,7.949658916958606e-05,7.643902804767889e-08,100.0,0.7,5.5,12.0,4.372312404327234,572.3754420210198,1.0,3.0,1.0,2.0,1.0,1.0,900.0,80.0,0.006789160712561142,3.3945803562805707e-05,3.5415730475050595,10.98960848680358,14.538004640824763,5225590.702477705,1.0515,0.0149,1536938.4419052072,77861.3014669178,77861.3014669178,348914.43139336165,784214.4141770285,7838.386053716557,261279.53512388526,5225.590702477705,4703.031632229935,41804.72561982164,15676.772107433115,10451.18140495541,0.03125952381234514,0.003985298838074419,0.010262543037925438,0.003103624676192027,0.013908057260153258,0.003985298838074419,0.010262543037925438,0.003103624676192027,0.013908057260153258,0.00039698395618850045,0.013399999999999999,0.00011107330396475766,0.005079884136710001,0.005079884136710001,0.7949658916958607,41448.31966896495,642838.2282271428,100017.06306973437,227737.31819444854,3.4,1536938.4419052072,1000.0,0.001,18.142857142857142,default,CoagulationFlocculationZO,coag_and_floc
