fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.air_flotation.capital_a_parameter[default],fs.costing.air_flotation.capital_b_parameter[default],fs.costing.air_flotation.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[AirFlotationZO],fs.costing.LCOW_aggregate_indirect_capex[AirFlotationZO],fs.costing.LCOW_aggregate_fixed_opex[AirFlotationZO],fs.costing.LCOW_aggregate_variable_opex[AirFlotationZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,795256.1896632556,0.0,0.0,397.11363098485907,272041.6557042052,836211.8834309133,283890.9729301877,24348.0,0.8671,1.0,367.6610403634258,0.036766104036342576,367.62427425938944,0.033089493632708335,0.03676610403638979,0.0036766104036342583,0.9999,0.1,397.11363098485907,0.3,795256.1896632556,1.0515,0.014900000000000002,233898.87931272225,11849.31722598251,11849.31722598251,272041.6557042052,338287.75597854954,1192.8842844948833,39762.80948316278,795.2561896632556,715.73057069693,6362.049517306044,2385.7685689897667,1590.512379326511,0.029153538392967453,0.0013112636334588039,0.003376634982519766,0.0010211706411864232,0.023444469135802462,0.0013112636334588039,0.003376634982519766,0.0010211706411864232,0.023444469135802462,0.023444469135802462,0.3,0.3,3.4,233898.87931272225,8.391666666666666,default,AirFlotationZO,air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,862959.6287051793,0.0,0.0,436.35177029269767,298921.6405528332,907402.0495834962,311779.7390205404,24348.0,0.8671,1.0,403.9890180358795,0.040398901803587954,403.9486191340759,0.03635901162322915,0.040398901803619325,0.0040398901803587964,0.9999,0.1,436.35177029269767,0.3,862959.6287051793,1.0515,0.014900000000000002,253811.65550152335,12858.098467707174,12858.098467707174,298921.6405528332,370807.54454073106,1294.439443057769,43147.98143525897,862.9596287051793,776.6636658346615,6903.677029641434,2588.878886115538,1725.9192574103586,0.029082491375432364,0.0012949454971456825,0.0033346141496998476,0.001008462592784377,0.023444469135802466,0.0012949454971456825,0.0033346141496998476,0.001008462592784377,0.023444469135802466,0.023444469135802462,0.3,0.3,3.4,253811.65550152335,9.220833333333333,default,AirFlotationZO,air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,929857.6206584662,0.0,0.0,475.5899096005362,325801.6254014612,977745.2881223774,339656.50394927233,24348.0,0.8671,1.0,440.3169957083331,0.04403169957083332,440.2729640087623,0.03962852961374999,0.04403169957077339,0.004403169957083332,0.9999,0.1,475.5899096005362,0.3,929857.6206584662,1.0515,0.014900000000000002,273487.5354877842,13854.87854781115,13854.87854781115,325801.6254014612,403260.2380846115,1394.7864309876993,46492.88103292332,929.8576206584663,836.8718585926197,7438.8609652677305,2789.5728619753986,1859.7152413169326,0.0290183395918338,0.001280211063726654,0.003296671510202507,0.0009969878821021786,0.023444469135802466,0.001280211063726654,0.003296671510202507,0.0009969878821021786,0.023444469135802466,0.023444469135802466,0.3,0.3,3.4,273487.5354877842,10.049999999999999,default,AirFlotationZO,air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,996025.2159376035,0.0,0.0,514.8280489083749,352681.61025008926,1047320.5145583901,367522.38596755953,24348.0,0.8671,1.0,476.6449733807868,0.04766449733807868,476.5973088834487,0.04289804760427081,0.04766449733801381,0.004766449733807869,0.9999,0.1,514.8280489083749,0.3,996025.2159376035,1.0515,0.014900000000000002,292948.59292282455,14840.775717470295,14840.775717470295,352681.61025008926,435652.0884285965,1494.0378239064053,49801.260796880175,996.0252159376035,896.4226943438432,7968.201727500828,2988.0756478128105,1992.050431875207,0.028959922049435895,0.0012667936754533766,0.0032621203936599908,0.0009865388445200651,0.023444469135802466,0.0012667936754533766,0.0032621203936599908,0.0009865388445200651,0.023444469135802466,0.023444469135802466,0.3,0.3,3.4,292948.59292282455,10.879166666666665,default,AirFlotationZO,air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1061525.288758228,0.0,0.0,554.0661882162135,379561.5950987173,1116193.841129277,395378.32190121495,24348.0,0.8671,1.0,512.9729510532405,0.05129729510532406,512.9216537581352,0.04616756559479163,0.05129729510525409,0.005129729510532407,0.9999,0.1,554.0661882162135,0.3,1061525.288758228,1.0515,0.014900000000000002,312213.3202230083,15816.7268024976,15816.7268024976,379561.5950987173,467988.33309444063,1592.2879331373422,53076.264437911406,1061.525288758228,955.3727598824054,8492.202310065824,3184.5758662746844,2123.050577516456,0.02890634398428719,0.0012544878222195209,0.003230431590997489,0.0009769554352677126,0.023444469135802466,0.0012544878222195209,0.003230431590997489,0.0009769554352677126,0.023444469135802466,0.023444469135802466,0.3,0.3,3.4,312213.3202230083,11.708333333333332,default,AirFlotationZO,air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1126411.2357762703,0.0,0.0,593.3043275240522,406441.5799473453,1184421.4144187483,423225.1073604117,24348.0,0.8671,1.0,549.3009287256942,0.05493009287256943,549.2459986328216,0.04943708358531248,0.054930092872612094,0.005493009287256944,0.9999,0.1,593.3043275240522,0.3,1126411.2357762703,1.0515,0.014900000000000002,331297.42228713835,16783.52741306643,16783.52741306643,406441.5799473453,500273.4201081623,1689.6168536644054,56320.56178881352,1126.4112357762704,1013.7701121986433,9011.289886210163,3379.233707328811,2252.8224715525407,0.028856901793137404,0.0012431318998628502,0.003201188955336826,0.0009681118021352688,0.023444469135802462,0.0012431318998628502,0.003201188955336826,0.0009681118021352688,0.023444469135802462,0.02344446913580246,0.3,0.3,3.4,331297.42228713835,12.5375,default,AirFlotationZO,air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1190728.937341374,0.0,0.0,632.5424668318907,433321.5647959733,1252051.477614455,451063.4259623598,24348.0,0.8671,1.0,585.6289063981479,0.0585628906398148,585.5703435075081,0.05270660157583334,0.05856289063973492,0.005856289063981499,0.9999,0.1,632.5424668318907,0.3,1190728.937341374,1.0515,0.014900000000000002,350214.3933356983,17741.861166386476,17741.861166386476,433321.5647959733,532511.1713755609,1786.0934060120612,59536.446867068706,1190.7289373413741,1071.6560436072368,9525.831498730993,3572.1868120241224,2381.4578746827483,0.028811032581917716,0.0012325966224194479,0.00317405956239232,0.0009599072613034774,0.02344446913580247,0.0012325966224194479,0.00317405956239232,0.0009599072613034774,0.02344446913580247,0.023444469135802466,0.3,0.3,3.4,350214.3933356983,13.366666666666665,default,AirFlotationZO,air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1254518.2162235558,0.0,0.0,671.7806061397292,460201.5496446013,1319125.9043590692,478893.8710663323,24348.0,0.8671,1.0,621.9568840706015,0.062195688407060155,621.8946883821944,0.05597611956635413,0.06219568840710846,0.006219568840706017,0.9999,0.1,671.7806061397292,0.3,1254518.2162235558,1.0515,0.014900000000000002,368975.94594810467,18692.321421730983,18692.321421730983,460201.5496446013,564704.9041964575,1881.7773243353338,62725.9108111778,1254.5182162235558,1129.0663946012003,10036.145729788446,3763.5546486706676,2509.0364324471116,0.028768279262628177,0.0012227770055486826,0.003148773066988413,0.0009522600542886117,0.02344446913580247,0.0012227770055486826,0.003148773066988413,0.0009522600542886117,0.02344446913580247,0.023444469135802466,0.3,0.3,3.4,368975.94594810467,14.195833333333331,default,AirFlotationZO,air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1317813.9444732375,0.0,0.0,711.0187454475679,487081.5344932294,1385681.3626136093,506716.9622658806,24348.0,0.8671,1.0,658.2848617430552,0.06582848617430553,658.219033256881,0.05924563755687499,0.06582848617431084,0.006582848617430574,0.9999,0.1,711.0187454475679,0.3,1317813.9444732375,1.0515,0.014900000000000002,387592.3366097757,19635.42777265124,19635.42777265124,487081.5344932294,596857.5234678889,1976.7209167098563,65890.69722366187,1317.8139444732376,1186.032550025914,10542.5115557859,3953.4418334197126,2635.627888946475,0.028728265796347748,0.0012135866803277549,0.0031251070605120023,0.0009451029197055293,0.023444469135802466,0.0012135866803277549,0.0031251070605120023,0.0009451029197055293,0.023444469135802466,0.023444469135802466,0.3,0.3,3.4,387592.3366097757,15.024999999999999,default,AirFlotationZO,air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1380646.8980605647,0.0,0.0,750.2568847554065,513961.5193418574,1451750.2133106838,534533.1581229599,24348.0,0.8671,1.0,694.612839415509,0.0694612839415509,694.5433781315675,0.06251515554739583,0.06946128394160485,0.006946128394155112,0.9999,0.1,750.2568847554065,0.3,1380646.8980605647,1.0515,0.014900000000000002,406072.6170766367,20571.638781102414,20571.638781102414,513961.5193418574,628971.5928769174,2070.970347090847,69032.34490302824,1380.6468980605646,1242.5822082545083,11045.175184484517,4141.940694181694,2761.293796121129,0.028690679246535736,0.0012049537712394956,0.003102876456318825,0.0009383798831749512,0.023444469135802462,0.0012049537712394956,0.003102876456318825,0.0009383798831749512,0.023444469135802462,0.023444469135802462,0.3,0.3,3.4,406072.6170766367,15.854166666666666,default,AirFlotationZO,air_flotation
