fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.well_field.capital_a_parameter[default],fs.costing.well_field.capital_b_parameter[default],fs.costing.well_field.pipe_cost_basis[default],fs.unit.properties[0.0].flow_mass_comp[H2O],fs.unit.properties[0.0].flow_mass_comp[tds],fs.unit.electricity[0.0],fs.unit.pipe_distance[0.0],fs.unit.pipe_diameter[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[WellFieldZO],fs.costing.LCOW_aggregate_indirect_capex[WellFieldZO],fs.costing.LCOW_aggregate_fixed_opex[WellFieldZO],fs.costing.LCOW_aggregate_variable_opex[WellFieldZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.properties[0.0].flow_vol,fs.unit.costing.pipe_cost,fs.unit.costing.well_cost,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.lift_height,fs.unit.eta_pump,fs.unit.eta_motor,flow_mgd,subtype,unit_class,unit,fs.costing.well_field.capital_a_parameter[emwd],fs.costing.well_field.capital_b_parameter[emwd],fs.costing.well_field.pipe_cost_basis[emwd]
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,9938350.920941953,0.0,0.0,309.53216846940023,212044.2035577952,10450175.993370464,360125.6322798303,4731.6,0.9196,35000.0,839.9247501053239,0.08399247501053239,309.53216846940023,0.0,8.0,9938350.920941953,1.0515,0.0149,9938350.920941953,148081.42872203508,148081.42872203508,212044.2035577952,1039924.5774900337,14907.526381412928,496917.54604709765,9938.350920941954,8944.515828847758,79506.80736753563,29815.052762825857,19876.701841883907,0.03922961709927638,0.024388407120655143,0.0012560029667137414,0.005586152951880683,0.007999054060026815,0.024388407120655143,0.0012560029667137414,0.005586152951880683,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.8400087425803344,0.0,9938350.920941953,1.0,9938350.920941953,100,0.9,0.9,19.170833333333334,default,WellFieldZO,well_field,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,10332962.557921585,0.0,0.0,322.91988886179547,221215.42644586327,10865110.129654547,375176.5685588949,4731.6,0.9196,35000.0,876.2527277777775,0.08762527277777776,322.91988886179547,0.0,8.0,10332962.557921585,1.0515,0.0149,10332962.557921585,153961.14211303162,153961.14211303162,221215.42644586327,1081967.574798173,15499.443836882378,516648.12789607927,10332.962557921584,9299.666302129426,82663.70046337268,30998.887673764755,20665.92511584317,0.039123479140026014,0.024305522423446826,0.0012517344048075135,0.005567168251744863,0.007999054060026814,0.024305522423446826,0.0012517344048075135,0.005567168251744863,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.8763403530505554,0.0,10332962.557921585,1.0,10332962.557921585,100,0.9,0.9,20.0,default,WellFieldZO,well_field,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,61983938.47844959,0.0,0.0,1.6145994443089773,1106.0771322293162,65176111.31008975,924666.7604611283,,,,4.381263638888887,0.0004381263638888888,1.6145994443089773,70.0,8.0,61983938.47844959,1.0515,0.0149,61983938.47844959,923560.6833288989,923560.6833288989,1106.0771322293162,5164466.334134311,92975.90771767439,3099196.9239224796,61983.93847844959,55785.544630604636,495871.50782759674,185951.81543534878,123967.87695689918,37.34897340718562,29.16011740362949,1.5017460462869232,6.67911090320918,0.007999054060026815,29.16011740362949,1.5017460462869232,6.67911090320918,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.004381701765252776,61904834.61925528,79103.85919431018,1.0,61983938.47844959,100,0.9,0.9,0.1,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,62519242.20050634,0.0,0.0,15.002319836704247,10277.300020297396,65738983.17383242,941814.0088078419,,,,40.70924131134258,0.004070924131134258,15.002319836704247,70.0,8.0,62519242.20050634,1.0515,0.0149,62519242.20050634,931536.7087875444,931536.7087875444,10277.300020297396,5218229.204983795,93778.8633007595,3125962.110025317,62519.24220050634,56267.31798045571,500153.93760405073,187557.726601519,125038.48440101268,4.061465309550071,3.165411560607719,0.16301869537129798,0.7250359995110272,0.007999054060026814,3.165411560607719,0.16301869537129798,0.7250359995110272,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.04071331223547372,61904834.61925528,614407.5812510537,1.0,62519242.20050634,100,0.9,0.9,0.9291666666666666,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,63009403.347719535,0.0,0.0,28.390040229099515,19448.522908365474,66254387.6201271,958288.6327893867,,,,77.03721898379627,0.007703721898379629,28.390040229099515,70.0,8.0,63009403.347719535,1.0515,0.0149,63009403.347719535,938840.1098810211,938840.1098810211,19448.522908365474,5268231.627843563,94514.10502157931,3150470.1673859768,63009.40334771953,56708.463012947585,504075.22678175627,189028.21004315862,126018.80669543907,2.1667902385397864,1.6858318637869432,0.08682034098502764,0.3861389797077888,0.007999054060026815,1.6858318637869432,0.08682034098502764,0.3861389797077888,0.007999054060026815,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.07704492270569464,61904834.61925528,1104568.728464254,1.0,63009403.347719535,100,0.9,0.9,1.7583333333333333,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,63480566.962368295,0.0,0.0,41.77776062149479,28619.74579643356,66749816.16093027,974480.1935357213,,,,113.36519665624996,0.011336519665624998,41.77776062149479,70.0,8.0,63480566.962368295,1.0515,0.0149,63480566.962368295,945860.4477392876,945860.4477392876,28619.74579643356,5316651.5261488715,95220.85044355244,3174028.348118415,63480.5669623683,57132.510266131474,507844.5356989464,190441.70088710487,126961.1339247366,1.4859734701518041,1.154172011828864,0.05943985860918645,0.264362545653727,0.007999054060026815,1.154172011828864,0.05943985860918645,0.264362545653727,0.007999054060026815,0.007999054060026814,0.10235745599986289,0.10235745599986289,0.11337653317591559,61904834.61925528,1575732.343113012,1.0,63480566.962368295,100,0.9,0.9,2.5875,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,63939526.40811402,0.0,0.0,55.16548101389004,37790.968684501626,67232412.0181319,990489.9121654007,,,,149.69317432870363,0.014969317432870366,55.16548101389004,70.0,8.0,63939526.40811402,1.0515,0.0149,63939526.40811402,952698.943480899,952698.943480899,37790.968684501626,5364054.797853313,95909.28961217104,3196976.320405701,63939.52640811403,57545.57376730262,511516.2112649122,191818.57922434207,127879.05281622805,1.1353867286966768,0.8803936566014595,0.04534027331497514,0.20165374472021527,0.007999054060026814,0.8803936566014595,0.04534027331497514,0.20165374472021527,0.007999054060026814,0.007999054060026814,0.10235745599986286,0.10235745599986286,0.1497081436461365,61904834.61925528,2034691.7888587432,1.0,63939526.40811402,100,0.9,0.9,3.4166666666666665,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,64389525.656593665,0.0,0.0,68.55320140628531,46962.1915725697,67705586.22790824,1006366.1238558154,,,,186.02115200115733,0.018602115200115732,68.55320140628531,70.0,8.0,64389525.656593665,1.0515,0.0149,64389525.656593665,959403.9322832456,959403.9322832456,46962.1915725697,5410711.670932655,96584.2884848905,3219476.2828296833,64389.525656593665,57950.573090934304,515116.2052527493,193168.576969781,128779.05131318733,0.921604671965271,0.7134480966349621,0.03674257697670048,0.16341494429358158,0.007999054060026814,0.7134480966349621,0.03674257697670048,0.16341494429358158,0.007999054060026814,0.007999054060026812,0.10235745599986286,0.10235745599986286,0.18603975411635745,61904834.61925528,2484691.037338381,1.0,64389525.656593665,100,0.9,0.9,4.245833333333333,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,64832467.79647111,0.0,0.0,81.94092179868058,56133.41446063778,68171339.88798939,1022137.1846280575,,,,222.349129673611,0.022234912967361103,81.94092179868058,70.0,8.0,64832467.79647111,1.0515,0.0149,64832467.79647111,966003.7701674196,966003.7701674196,56133.41446063778,5456780.675687067,97248.70169470667,3241623.389823556,64832.467796471115,58349.221016824005,518659.7423717689,194497.40338941335,129664.93559294223,0.7775953776896712,0.6009891155548709,0.03095093945107596,0.1376562686236976,0.007999054060026814,0.6009891155548709,0.03095093945107596,0.1376562686236976,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.22237136458657836,61904834.61925528,2927633.177215831,1.0,64832467.79647111,100,0.9,0.9,5.074999999999999,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,65269602.64260085,0.0,0.0,95.32864219107586,65304.63734870587,68630987.1786948,1037821.7167234587,,,,258.6771073460647,0.025867710734606475,95.32864219107586,70.0,8.0,65269602.64260085,1.0515,0.0149,65269602.64260085,972517.0793747527,972517.0793747527,65304.63734870587,5502365.923673617,97904.40396390128,3263480.1321300426,65269.602642600854,58742.642378340766,522156.82114080683,195808.80792780255,130539.20528520171,0.6739754521029715,0.5200707879587781,0.026783645579877058,0.11912196450428945,0.007999054060026815,0.5200707879587781,0.026783645579877058,0.11912196450428945,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.2587029750567993,61904834.61925528,3364768.0233455654,1.0,65269602.64260085,100,0.9,0.9,5.904166666666666,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,65701812.657567754,0.0,0.0,108.7163625834711,74475.86023677394,69085456.0094325,1053432.8688345335,,,,295.00508501851834,0.029500508501851843,108.7163625834711,70.0,8.0,65701812.657567754,1.0515,0.0149,65701812.657567754,978957.0085977595,978957.0085977595,74475.86023677394,5547540.925423434,98552.71898635164,3285090.632878388,65701.81265756776,59131.63139181098,525614.5012605421,197105.43797270328,131403.62531513552,0.5958317181110203,0.4590471939835836,0.02364093049015448,0.10514453957725532,0.007999054060026814,0.4590471939835836,0.02364093049015448,0.10514453957725532,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.29503458552702017,61904834.61925528,3796978.0383124687,1.0,65701812.657567754,100,0.9,0.9,6.7333333333333325,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,66129753.37696845,0.0,0.0,122.10408297586639,83647.08312484203,69535435.67588234,1068980.408441672,,,,331.3330626909721,0.03313330626909721,122.10408297586639,70.0,8.0,66129753.37696845,1.0515,0.0149,66129753.37696845,985333.32531683,985333.32531683,83647.08312484203,5592360.288090079,99194.63006545267,3306487.668848423,66129.75337696845,59516.77803927161,529038.0270157476,198389.26013090534,132259.5067539369,0.5347896256085277,0.41137852398309377,0.021185993985129423,0.09422605358027773,0.007999054060026814,0.41137852398309377,0.021185993985129423,0.09422605358027773,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.3313661959972412,61904834.61925528,4224918.757713172,1.0,66129753.37696845,100,0.9,0.9,7.562499999999999,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,66553930.457029164,0.0,0.0,135.49180336826169,92818.30601291012,69981457.87556617,1084471.8698226449,,,,367.6610403634258,0.036766104036342576,135.49180336826169,70.0,8.0,66553930.457029164,1.0515,0.0149,66553930.457029164,991653.5638097345,991653.5638097345,92818.30601291012,5636866.133638146,99830.89568554374,3327696.5228514583,66553.93045702917,59898.53741132625,532431.4436562334,199661.7913710875,133107.86091405834,0.4857834501508177,0.37310887905268314,0.019215107271213155,0.0854604097668946,0.007999054060026815,0.37310887905268314,0.019215107271213155,0.0854604097668946,0.007999054060026815,0.007999054060026815,0.1023574559998629,0.1023574559998629,0.36769780646746214,61904834.61925528,4649095.837773881,1.0,66553930.457029164,100,0.9,0.9,8.391666666666666,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,66974745.46167655,0.0,0.0,148.87952376065692,101989.52890097818,70423944.8529529,1099913.2362799589,,,,403.9890180358795,0.040398901803587954,148.87952376065692,70.0,8.0,66974745.46167655,1.0515,0.0149,66974745.46167655,997923.7073789806,997923.7073789806,101989.52890097818,5681091.912978802,100462.11819251483,3348737.273083828,66974.74546167656,60277.2709155089,535797.9636934125,200924.23638502965,133949.49092335312,0.4455688914498234,0.3417047372655262,0.01759779396917467,0.07826730615509574,0.007999054060026814,0.3417047372655262,0.01759779396917467,0.07826730615509574,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.4040294169376831,61904834.61925528,5069910.842421275,1.0,66974745.46167655,100,0.9,0.9,9.220833333333333,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,67392524.77107099,0.0,0.0,162.26724415305216,111160.75178904625,70863239.79678115,1115309.370878004,,,,440.3169957083331,0.04403169957083332,162.26724415305216,70.0,8.0,67392524.77107099,1.0515,0.0149,67392524.77107099,1004148.6190889577,1004148.6190889577,111160.75178904625,5725064.814096384,101088.78715660649,3369626.2385535496,67392.524771071,60653.27229396389,539140.198168568,202177.57431321297,134785.049542142,0.411971871439133,0.31546832900635563,0.016246618943827357,0.0722578694289232,0.007999054060026814,0.31546832900635563,0.016246618943827357,0.0722578694289232,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.4403610274079039,61904834.61925528,5487690.151815698,1.0,67392524.77107099,100,0.9,0.9,10.049999999999999,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,67807538.72423649,0.0,0.0,175.65496454544746,120331.97467711434,71299626.96853468,1130664.3016682381,,,,476.6449733807868,0.04766449733807868,175.65496454544746,70.0,8.0,67807538.72423649,1.0515,0.0149,67807538.72423649,1010332.3269911237,1010332.3269911237,120331.97467711434,5768807.356659808,101711.30808635474,3390376.9362118244,67807.5387242365,61026.784851812845,542460.309793892,203422.61617270947,135615.077448473,0.383480799942182,0.2932192312203801,0.015100790407849632,0.0671617242539254,0.007999054060026814,0.2932192312203801,0.015100790407849632,0.0671617242539254,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.4766926378781249,61904834.61925528,5902704.104981202,1.0,67807538.72423649,100,0.9,0.9,10.879166666666665,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,68220014.79288314,0.0,0.0,189.04268493784272,129503.19756518242,71733345.55471663,1145981.4179791415,,,,512.9729510532405,0.05129729510532406,189.04268493784272,70.0,8.0,68220014.79288314,1.0515,0.0149,68220014.79288314,1016478.2204139589,1016478.2204139589,129503.19756518242,5812338.489422836,102330.02218932472,3411000.7396441572,68220.01479288314,61398.013313594834,545760.1183430651,204660.04437864944,136440.0295857663,0.3590120604448132,0.2741112317955506,0.014116728437470853,0.06278504615176492,0.007999054060026814,0.2741112317955506,0.014116728437470853,0.06278504615176492,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.5130242483483458,61904834.61925528,6315180.173627865,1.0,68220014.79288314,100,0.9,0.9,11.708333333333332,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,68630146.94086972,0.0,0.0,202.43040533023805,138674.42045325052,72164599.50832452,1161263.6098722094,,,,549.3009287256942,0.05493009287256943,202.43040533023805,70.0,8.0,68630146.94086972,1.0515,0.0149,68630146.94086972,1022589.1894189588,1022589.1894189588,138674.42045325052,5855674.36988214,102945.22041130457,3431507.3470434863,68630.14694086972,61767.132246782756,549041.1755269577,205890.44082260915,137260.29388173943,0.33776853502979803,0.2575218495981099,0.013262375254302686,0.05898525611735858,0.007999054060026814,0.2575218495981099,0.013262375254302686,0.05898525611735858,0.007999054060026814,0.007999054060026814,0.10235745599986289,0.10235745599986289,0.5493558588185669,61904834.61925528,6725312.321614437,1.0,68630146.94086972,100,0.9,0.9,12.5375,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,69038102.45416953,0.0,0.0,215.81812572263325,147845.64334131856,72593564.73055926,1176513.3699084446,,,,585.6289063981479,0.0585628906398148,215.81812572263325,70.0,8.0,69038102.45416953,1.0515,0.0149,69038102.45416953,1028667.726567126,1028667.726567126,147845.64334131856,5898828.933224275,103557.15368125429,3451905.1227084766,69038.10245416952,62134.29220875258,552304.8196333562,207114.30736250858,138076.20490833904,0.3191507741542251,0.2429829656421008,0.012513622730568191,0.05565513172152927,0.007999054060026815,0.2429829656421008,0.012513622730568191,0.05565513172152927,0.007999054060026815,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.5856874692887877,61904834.61925528,7133267.834914243,1.0,69038102.45416953,100,0.9,0.9,13.366666666666665,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,69444027.04011852,0.0,0.0,229.20584611502852,157016.86622938665,73020394.43268463,1191732.8691271525,,,,621.9568840706015,0.062195688407060155,229.20584611502852,70.0,8.0,69444027.04011852,1.0515,0.0149,69444027.04011852,1034716.0028977658,1034716.0028977658,157016.86622938665,5941814.317101126,104166.04056017777,3472201.352005926,69444.02704011851,62499.624336106666,555552.2163209481,208332.08112035555,138888.05408023702,0.30269929007306795,0.2301357591730406,0.011851991597411664,0.05271248524258885,0.007999054060026814,0.2301357591730406,0.011851991597411664,0.05271248524258885,0.007999054060026814,0.007999054060026814,0.10235745599986289,0.10235745599986289,0.6220190797590086,61904834.61925528,7539192.420863231,1.0,69444027.04011852,100,0.9,0.9,14.195833333333331,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,69848048.71034352,0.0,0.0,242.59356650742376,166188.0891174547,73445223.21892622,1206924.0149015733,,,,658.2848617430552,0.06582848617430553,242.59356650742376,70.0,8.0,69848048.71034352,1.0515,0.0149,69848048.71034352,1040735.9257841185,1040735.9257841185,166188.0891174547,5984641.185083974,104772.07306551529,3492402.4355171765,69848.04871034353,62863.24383930918,558784.3896827482,209544.14613103057,139696.09742068706,0.2880559528879119,0.21870056127322093,0.011263078905570895,0.05009325864909324,0.007999054060026812,0.21870056127322093,0.011263078905570895,0.05009325864909324,0.007999054060026812,0.007999054060026812,0.10235745599986286,0.10235745599986286,0.6583506902292295,61904834.61925528,7943214.091088244,1.0,69848048.71034352,100,0.9,0.9,15.024999999999999,emwd,WellFieldZO,well_field,4731.6,0.9196,82600.0
