fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.struvite_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.suboxic_activated_sludge_process.aeration_basin_cost[default],fs.costing.suboxic_activated_sludge_process.other_equipment_cost[default],fs.costing.suboxic_activated_sludge_process.control_system_cost[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[SuboxicASMZO],fs.costing.LCOW_aggregate_indirect_capex[SuboxicASMZO],fs.costing.LCOW_aggregate_fixed_opex[SuboxicASMZO],fs.costing.LCOW_aggregate_variable_opex[SuboxicASMZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,79409354.10981332,0.0,0.0,661.8560516414318,453402.75950700865,83498935.84646872,1636602.135743227,25360.5,1523.4375,282.8125,367.6610403634258,0.036766104036342576,367.6610403634258,0.03308949363270832,3.1632250370281544e-21,0.0036766104036342583,1.0,0.1,661.8560516414318,0.5,79409354.10981332,1.0515,0.0149,48126881.278674744,1183199.3762362185,1183199.3762362185,453402.75950700865,7068327.740231965,119114.03116471999,3970467.705490666,79409.35410981331,71468.418698832,635274.8328785065,238228.06232943997,158818.70821962663,0.6091463864923209,0.26980475236968354,0.19829974787290822,0.10196777102339168,0.03907411522633744,0.26980475236968354,0.19829974787290822,0.10196777102339168,0.03907411522633744,0.039074115226337434,0.5,0.5,1.65,48126881.278674744,8.391666666666666,default,SuboxicASMZO,suboxic_activated_sludge_process
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,87255660.69762507,0.0,0.0,727.2529504878295,498202.734254722,91749327.22355276,1798312.0786493358,25360.5,1523.4375,282.8125,403.9890180358795,0.040398901803587954,403.9890180358795,0.03635901162322916,3.475777957623546e-21,0.004039890180358796,1.0,0.1,727.2529504878295,0.5,87255660.69762507,1.0515,0.0149,52882218.60462126,1300109.3443946135,1300109.3443946135,498202.734254722,7766737.48219133,130883.49104643762,4362783.034881254,87255.66069762508,78530.09462786258,698045.2855810006,261766.98209287523,174511.32139525015,0.6091463864923209,0.26980475236968354,0.19829974787290816,0.10196777102339168,0.03907411522633744,0.26980475236968354,0.19829974787290816,0.10196777102339168,0.03907411522633744,0.039074115226337434,0.5,0.5,1.65,52882218.60462126,9.220833333333333,default,SuboxicASMZO,suboxic_activated_sludge_process
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,95101967.2854368,0.0,0.0,792.649849334227,543002.7090024353,99999718.6006368,1960022.0215554435,25360.5,1523.4375,282.8125,440.3169957083331,0.04403169957083332,440.3169957083331,0.03962852961374999,3.788331073494471e-21,0.004403169957083332,1.0,0.1,792.649849334227,0.5,95101967.2854368,1.0515,0.0149,57637555.93056776,1417019.3125530083,1417019.3125530083,543002.7090024353,8465147.224150693,142652.9509281552,4755098.36427184,95101.9672854368,85591.77055689313,760815.7382834944,285305.9018563104,190203.9345708736,0.6091463864923209,0.26980475236968354,0.1982997478729082,0.10196777102339169,0.03907411522633744,0.26980475236968354,0.1982997478729082,0.10196777102339169,0.03907411522633744,0.03907411522633744,0.5,0.5,1.65,57637555.93056776,10.049999999999999,default,SuboxicASMZO,suboxic_activated_sludge_process
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,102948273.87324855,0.0,0.0,858.0467481806248,587802.6837501487,108250109.97772086,2121731.9644615524,25360.5,1523.4375,282.8125,476.6449733807868,0.04766449733807868,476.6449733807867,0.042898047604270816,4.1008839423815695e-21,0.0047664497338078685,1.0,0.1,858.0467481806248,0.5,102948273.87324855,1.0515,0.0149,62392893.25651427,1533929.2807114033,1533929.2807114033,587802.6837501487,9163556.96611006,154422.41080987282,5147413.693662427,102948.27387324854,92653.4464859237,823586.1909859884,308844.82161974563,205896.5477464971,0.609146386492321,0.2698047523696836,0.19829974787290822,0.10196777102339169,0.03907411522633745,0.2698047523696836,0.19829974787290822,0.10196777102339169,0.03907411522633745,0.03907411522633744,0.5,0.5,1.65,62392893.25651427,10.879166666666665,default,SuboxicASMZO,suboxic_activated_sludge_process
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,110794580.4610603,0.0,0.0,923.4436470270225,632602.6584978622,116500501.35480492,2283441.9073676607,25360.5,1523.4375,282.8125,512.9729510532405,0.05129729510532406,512.9729510532405,0.046167565594791654,4.413436990927321e-21,0.005129729510532407,1.0,0.1,923.4436470270225,0.5,110794580.4610603,1.0515,0.0149,67148230.58246079,1650839.2488697984,1650839.2488697984,632602.6584978622,9861966.708069425,166191.87069159045,5539729.023053016,110794.58046106031,99715.12241495428,886356.6436884825,332383.7413831809,221589.16092212062,0.609146386492321,0.2698047523696836,0.19829974787290822,0.10196777102339169,0.03907411522633744,0.2698047523696836,0.19829974787290822,0.10196777102339169,0.03907411522633744,0.03907411522633744,0.5,0.5,1.65,67148230.58246079,11.708333333333332,default,SuboxicASMZO,suboxic_activated_sludge_process
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,118640887.04887207,0.0,0.0,988.8405458734203,677402.6332455756,124750892.731889,2445151.85027377,25360.5,1523.4375,282.8125,549.3009287256942,0.05493009287256943,549.3009287256942,0.04943708358531249,4.7259900213456574e-21,0.005493009287256944,1.0,0.1,988.8405458734203,0.5,118640887.04887207,1.0515,0.0149,71903567.90840732,1767749.2170281939,1767749.2170281939,677402.6332455756,10560376.450028792,177961.3305733081,5932044.352443604,118640.88704887207,106776.79834398488,949127.0963909766,355922.6611466162,237281.77409774414,0.6091463864923209,0.2698047523696836,0.19829974787290822,0.10196777102339169,0.039074115226337434,0.2698047523696836,0.19829974787290822,0.10196777102339169,0.039074115226337434,0.039074115226337434,0.5,0.5,1.65,71903567.90840732,12.5375,default,SuboxicASMZO,suboxic_activated_sludge_process
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,126487193.63668378,0.0,0.0,1054.2374447198179,722202.6079932889,133001284.10897301,2606861.793179877,25360.5,1523.4375,282.8125,585.6289063981479,0.0585628906398148,585.6289063981479,0.052706601575833324,5.038543013129838e-21,0.0058562890639814805,1.0,0.1,1054.2374447198179,0.5,126487193.63668378,1.0515,0.0149,76658905.23435381,1884659.1851865882,1884659.1851865882,722202.6079932889,11258786.191988155,189730.79045502568,6324359.681834189,126487.19363668378,113838.47427301541,1011897.5490934702,379461.58091005136,252974.38727336755,0.609146386492321,0.2698047523696836,0.19829974787290824,0.10196777102339168,0.03907411522633745,0.2698047523696836,0.19829974787290824,0.10196777102339168,0.03907411522633745,0.03907411522633744,0.5,0.5,1.65,76658905.23435381,13.366666666666665,default,SuboxicASMZO,suboxic_activated_sludge_process
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,134333500.22449553,0.0,0.0,1119.6343435662154,767002.5827410022,141251675.48605707,2768571.7360859863,25360.5,1523.4375,282.8125,621.9568840706015,0.062195688407060155,621.9568840706015,0.05597611956635414,5.351095958614663e-21,0.006219568840706017,1.0,0.1,1119.6343435662154,0.5,134333500.22449553,1.0515,0.0149,81414242.56030032,2001569.1533449835,2001569.1533449835,767002.5827410022,11957195.933947522,201500.2503367433,6716675.0112247765,134333.50022449554,120900.15020204599,1074668.0017959643,403000.5006734866,268667.0004489911,0.6091463864923211,0.2698047523696836,0.1982997478729083,0.1019677710233917,0.03907411522633745,0.2698047523696836,0.1982997478729083,0.1019677710233917,0.03907411522633745,0.03907411522633744,0.5,0.5,1.65,81414242.56030032,14.195833333333331,default,SuboxicASMZO,suboxic_activated_sludge_process
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,142179806.81230727,0.0,0.0,1185.0312424126132,811802.5574887156,149502066.86314112,2930281.678992094,25360.5,1523.4375,282.8125,658.2848617430552,0.06582848617430553,658.2848617430552,0.05924563755687499,5.663649174230423e-21,0.006582848617430554,1.0,0.1,1185.0312424126132,0.5,142179806.81230727,1.0515,0.0149,86169579.88624683,2118479.1215033783,2118479.1215033783,811802.5574887156,12655605.675906885,213269.7102184609,7108990.340615364,142179.80681230727,127961.82613107655,1137438.4544984582,426539.4204369218,284359.61362461455,0.609146386492321,0.2698047523696836,0.19829974787290822,0.10196777102339168,0.03907411522633744,0.2698047523696836,0.19829974787290822,0.10196777102339168,0.03907411522633744,0.03907411522633744,0.5,0.5,1.65,86169579.88624683,15.024999999999999,default,SuboxicASMZO,suboxic_activated_sludge_process
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,150026113.40011904,0.0,0.0,1250.428141259011,856602.532236429,157752458.2402252,3091991.6218982027,25360.5,1523.4375,282.8125,694.612839415509,0.0694612839415509,694.612839415509,0.0625151555473958,5.976202046433615e-21,0.006946128394155091,1.0,0.1,1250.428141259011,0.5,150026113.40011904,1.0515,0.0149,90924917.21219335,2235389.0896617738,2235389.0896617738,856602.532236429,13354015.417866252,225039.17010017857,7501305.670005952,150026.11340011904,135023.50206010716,1200208.9072009523,450078.34020035714,300052.2268002381,0.609146386492321,0.2698047523696836,0.19829974787290827,0.10196777102339169,0.03907411522633744,0.2698047523696836,0.19829974787290827,0.10196777102339169,0.03907411522633744,0.03907411522633744,0.5,0.5,1.65,90924917.21219335,15.854166666666666,default,SuboxicASMZO,suboxic_activated_sludge_process
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,157872419.98793074,0.0,0.0,1315.8250401054086,901402.5069841424,166002849.61730918,3253701.564804311,25360.5,1523.4375,282.8125,730.9408170879626,0.07309408170879628,730.9408170879626,0.06578467353791666,6.288755108944363e-21,0.007309408170879628,1.0,0.1,1315.8250401054086,0.5,157872419.98793074,1.0515,0.0149,95680254.53813985,2352299.0578201683,2352299.0578201683,901402.5069841424,14052425.159825612,236808.6299818961,7893620.999396537,157872.41998793074,142085.17798913768,1262979.359903446,473617.2599637922,315744.8399758615,0.6091463864923209,0.26980475236968354,0.1982997478729082,0.1019677710233917,0.03907411522633744,0.26980475236968354,0.1982997478729082,0.1019677710233917,0.03907411522633744,0.03907411522633744,0.5,0.5,1.65,95680254.53813985,16.683333333333334,default,SuboxicASMZO,suboxic_activated_sludge_process
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,165718726.5757425,0.0,0.0,1381.2219389518064,946202.4817318558,174253240.99439326,3415411.5077104196,25360.5,1523.4375,282.8125,767.2687947604164,0.07672687947604165,767.2687947604164,0.06905419152843749,6.601308068636132e-21,0.007672687947604165,1.0,0.1,1381.2219389518064,0.5,165718726.5757425,1.0515,0.0149,100435591.86408637,2469209.0259785634,2469209.0259785634,946202.4817318558,14750834.90178498,248578.08986361377,8285936.328787126,165718.7265757425,149146.8539181683,1325749.81260594,497156.17972722754,331437.453151485,0.6091463864923209,0.26980475236968354,0.19829974787290822,0.10196777102339168,0.039074115226337434,0.26980475236968354,0.19829974787290822,0.10196777102339168,0.039074115226337434,0.039074115226337434,0.5,0.5,1.65,100435591.86408637,17.5125,default,SuboxicASMZO,suboxic_activated_sludge_process
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,173565033.16355428,0.0,0.0,1446.6188377982044,991002.4564795694,182503632.37147734,3577121.450616529,25360.5,1523.4375,282.8125,803.5967724328701,0.08035967724328703,803.5967724328701,0.07232370951895835,6.913861079737392e-21,0.008035967724328704,1.0,0.1,1446.6188377982044,0.5,173565033.16355428,1.0515,0.0149,105190929.1900329,2586118.994136959,2586118.994136959,991002.4564795694,15449244.643744348,260347.54974533143,8678251.658177715,173565.0331635543,156208.52984719886,1388520.2653084344,520695.09949066286,347130.0663271086,0.6091463864923209,0.26980475236968354,0.1982997478729082,0.10196777102339169,0.03907411522633744,0.26980475236968354,0.1982997478729082,0.10196777102339169,0.03907411522633744,0.03907411522633744,0.5,0.5,1.65,105190929.1900329,18.34166666666667,default,SuboxicASMZO,suboxic_activated_sludge_process
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,181411339.75136602,0.0,0.0,1512.015736644602,1035802.4312272827,190754023.74856138,3738831.393522637,25360.5,1523.4375,282.8125,839.9247501053239,0.08399247501053239,839.9247501053239,0.07559322750947915,7.22641409083865e-21,0.00839924750105324,1.0,0.1,1512.015736644602,0.5,181411339.75136602,1.0515,0.0149,109946266.51597941,2703028.962295354,2703028.962295354,1035802.4312272827,16147654.385703713,272117.00962704903,9070566.987568302,181411.33975136603,163270.20577622944,1451290.7180109282,544234.0192540981,362822.67950273206,0.6091463864923209,0.26980475236968354,0.19829974787290822,0.10196777102339169,0.03907411522633744,0.26980475236968354,0.19829974787290822,0.10196777102339169,0.03907411522633744,0.03907411522633744,0.5,0.5,1.65,109946266.51597941,19.170833333333334,default,SuboxicASMZO,suboxic_activated_sludge_process
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,189257646.33917776,0.0,0.0,1577.4126354909997,1080602.405974996,199004415.12564543,3900541.336428745,25360.5,1523.4375,282.8125,876.2527277777775,0.08762527277777776,876.2527277777776,0.07886274549999998,7.538967101939908e-21,0.008762527277777779,1.0,0.1,1577.4126354909997,0.5,189257646.33917776,1.0515,0.0149,114701603.84192592,2819938.9304537484,2819938.9304537484,1080602.405974996,16846064.127663076,283886.46950876666,9462882.316958888,189257.64633917777,170331.88170526,1514061.1707134221,567772.9390175333,378515.29267835553,0.6091463864923208,0.26980475236968354,0.19829974787290816,0.10196777102339166,0.03907411522633745,0.26980475236968354,0.19829974787290816,0.10196777102339166,0.03907411522633745,0.039074115226337434,0.5,0.5,1.65,114701603.84192592,20.0,default,SuboxicASMZO,suboxic_activated_sludge_process
