fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.cooling_tower.capital_a_parameter[default],fs.costing.cooling_tower.capital_b_parameter[default],fs.costing.cooling_tower.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.cycles,fs.unit.blowdown[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[CoolingTowerZO],fs.costing.LCOW_aggregate_indirect_capex[CoolingTowerZO],fs.costing.LCOW_aggregate_fixed_opex[CoolingTowerZO],fs.costing.LCOW_aggregate_variable_opex[CoolingTowerZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1.7715362004624158,0.0,0.0,0.0,0.0,1.8627703147862305,0.02639588938689,0.001,1.0,1.0,367.6610403634258,0.036766104036342576,91.91526009085645,0.03308952919541767,275.74578027256933,0.003676646091484738,0.25,0.1,4.2546367175591904e-11,0.0,5.0,6618.560516414318,1.7715362079996588,1.0515,0.014900000000000002,1.7715362079996588,0.026395889386889998,0.026395889386889998,0.0,0.14757177158867282,0.0026573043006936237,0.08857681002312079,0.0017715362004624158,0.0015943825804161744,0.014172289603699326,0.0053146086013872475,0.0035430724009248315,1.2717691470339225e-08,9.93143281289383e-09,5.11468789864033e-10,2.2747899216905175e-09,2.5118175611723454e-15,9.93143281289383e-09,5.11468789864033e-10,2.2747899216905175e-09,2.5118175611723454e-15,0.0,0.0,3.2141707452908426e-14,1.0,1.7715362079996588,8.391666666666666,default,CoolingTowerZO,cooling_tower
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1.9465787545299533,0.0,0.0,0.0,0.0,2.046827560388246,0.029004023442496307,0.001,1.0,1.0,403.9890180358795,0.040398901803587954,100.99725450896987,0.036359050699830836,302.9917635269096,0.004039929394466597,0.25,0.1,4.2546367175591904e-11,0.0,5.0,7272.529504878295,1.9465787628119389,1.0515,0.014900000000000002,1.9465787628119389,0.029004023442496307,0.029004023442496307,0.0,0.16215309360761315,0.00291986813179493,0.09732893772649767,0.0019465787545299533,0.001751920879076958,0.015572630036239626,0.00583973626358986,0.0038931575090599066,1.2717691470339222e-08,9.931432812893829e-09,5.114687898640354e-10,2.274789921690517e-09,2.2859469354727085e-15,9.931432812893829e-09,5.114687898640354e-10,2.274789921690517e-09,2.2859469354727085e-15,0.0,0.0,2.9251422869479244e-14,1.0,1.9465787628119389,9.220833333333333,default,CoolingTowerZO,cooling_tower
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.1216213085974913,0.0,0.0,0.0,0.0,2.230884805990262,0.031612157498102623,0.001,1.0,1.0,440.3169957083331,0.04403169957083332,110.07924892708327,0.039628572204244004,330.2377467812499,0.004403212697448455,0.25,0.1,4.2546367175591904e-11,0.0,5.0,7926.49849334227,2.121621317624219,1.0515,0.014900000000000002,2.121621317624219,0.031612157498102623,0.031612157498102623,0.0,0.17673441562655354,0.003182431962896237,0.10608106542987457,0.0021216213085974915,0.0019094591777377423,0.016972970468779932,0.006364863925792474,0.004243242617194983,1.2717691470339227e-08,9.931432812893832e-09,5.114687898640335e-10,2.274789921690518e-09,2.0973468359042723e-15,9.931432812893832e-09,5.114687898640335e-10,2.274789921690518e-09,2.0973468359042723e-15,0.0,0.0,2.683805920819137e-14,1.0,2.121621317624219,10.049999999999999,default,CoolingTowerZO,cooling_tower
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.296663862665029,0.0,0.0,0.0,0.0,2.414942051592278,0.03422029155370893,0.001,1.0,1.0,476.6449733807868,0.04766449733807868,119.16124334519668,0.04289809370865716,357.48373003559004,0.004766496000430313,0.25,0.1,4.2546367175591904e-11,0.0,5.0,8580.467481806249,2.296663872436499,1.0515,0.014900000000000002,2.296663872436499,0.03422029155370893,0.03422029155370893,0.0,0.1913157376454939,0.0034449957939975432,0.11483319313325145,0.002296663862665029,0.002066997476398526,0.01837331090132023,0.0068899915879950865,0.004593327725330058,1.2717691470339225e-08,9.931432812893834e-09,5.114687898640319e-10,2.274789921690518e-09,1.9374954301804307e-15,9.931432812893834e-09,5.114687898640319e-10,2.274789921690518e-09,1.9374954301804307e-15,0.0,0.0,2.479256944088762e-14,1.0,2.296663872436499,10.879166666666665,default,CoolingTowerZO,cooling_tower
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.4717064272487597,0.0,0.0,9.183532672935618e-41,9.403937457086072e-38,2.598999308252071,0.03682842576600653,0.001,1.0,1.0,512.9729510532405,0.05129729510532406,128.24323776331013,0.04616756559488319,384.7297132899304,0.005129729510624271,0.25,0.1,7.849440813054495e-17,0.0,5.0,9234.436470270226,2.471706427248779,1.0515,0.014900000000000002,2.471706427248779,0.03682842576600652,0.03682842576600652,9.403937457086072e-38,0.20589706054044984,0.0037075596408731397,0.123585321362438,0.0024717064272487595,0.002224535784523884,0.019773651417990076,0.0074151192817462795,0.004943412854497519,1.2717691524448284e-08,9.931432812893832e-09,5.114687898640338e-10,2.2747899216905175e-09,3.3213716481676337e-21,9.931432812893832e-09,5.114687898640338e-10,2.2747899216905175e-09,3.3213716481676337e-21,5.808551874441636e-45,4.972438059702674e-44,4.2500919456890254e-20,1.0,2.471706427248779,11.708333333333332,default,CoolingTowerZO,cooling_tower
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.646748982061039,0.0,0.0,9.183532672935618e-41,9.403937457086072e-38,2.7830565546371826,0.03943655983270948,0.001,1.0,1.0,549.3009287256942,0.05493009287256943,137.32523218142356,0.04943708358541051,411.9756965442707,0.005493009287355313,0.25,0.1,7.849440813054495e-17,0.0,5.0,9888.405458734203,2.6467489820610597,1.0515,0.014900000000000002,2.6467489820610597,0.03943655983270948,0.03943655983270948,9.403937457086072e-38,0.22047838262142833,0.003970123473091558,0.13233744910305195,0.002646748982061039,0.0023820740838549352,0.02117399185648831,0.007940246946183116,0.005293497964122078,1.271769152444828e-08,9.931432812893832e-09,5.114687898640322e-10,2.274789921690517e-09,3.1017129715357423e-21,9.931432812893832e-09,5.114687898640322e-10,2.274789921690517e-09,3.1017129715357423e-21,5.424403711259884e-45,4.643586223916422e-44,3.9690124185397675e-20,1.0,2.6467489820610597,12.5375,default,CoolingTowerZO,cooling_tower
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.8217915368733175,0.0,0.0,9.183532672935618e-41,9.403937457086072e-38,2.9671138010222937,0.042044693899412434,0.001,1.0,1.0,585.6289063981479,0.0585628906398148,146.40722659953698,0.05270660157593783,439.2216797986109,0.005856289064086355,0.25,0.1,7.849440813054495e-17,0.0,5.0,10542.374447198179,2.8217915368733397,1.0515,0.014900000000000002,2.8217915368733397,0.042044693899412434,0.042044693899412434,9.403937457086072e-38,0.2350597047024068,0.004232687305309977,0.14108957684366588,0.0028217915368733176,0.002539612383185986,0.02257433229498654,0.008465374610619953,0.005643583073746635,1.2717691524448285e-08,9.931432812893834e-09,5.114687898640325e-10,2.274789921690518e-09,2.9093062130146667e-21,9.931432812893834e-09,5.114687898640325e-10,2.274789921690518e-09,2.9093062130146667e-21,5.087914827674874e-45,4.355533337831831e-44,3.7228049773647634e-20,1.0,2.8217915368733397,13.366666666666665,default,CoolingTowerZO,cooling_tower
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.996834091685596,0.0,0.0,9.183532672935618e-41,9.403937457086072e-38,3.151171047407404,0.04465282796611538,0.001,1.0,1.0,621.9568840706015,0.062195688407060155,155.48922101765038,0.05597611956646513,466.4676630529511,0.006219568840817397,0.25,0.1,7.849440813054495e-17,0.0,5.0,11196.343435662155,2.9968340916856193,1.0515,0.014900000000000002,2.9968340916856193,0.04465282796611538,0.04465282796611538,9.403937457086072e-38,0.24964102678338523,0.004495251137528394,0.14984170458427978,0.002996834091685596,0.0026971506825170365,0.02397467273348477,0.008990502275056787,0.005993668183371192,1.2717691524448282e-08,9.931432812893834e-09,5.114687898640328e-10,2.2747899216905175e-09,2.7393760878635314e-21,9.931432812893834e-09,5.114687898640328e-10,2.2747899216905175e-09,2.7393760878635314e-21,4.7907340085650125e-45,4.1011303045977446e-44,3.5053590746657363e-20,1.0,2.9968340916856193,14.195833333333331,default,CoolingTowerZO,cooling_tower
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3.171876646497875,0.0,0.0,9.183532672935618e-41,9.403937457086072e-38,3.3352282937925155,0.04726096203281834,0.001,1.0,1.0,658.2848617430552,0.06582848617430553,164.5712154357638,0.059245637556992456,493.7136463072914,0.00658284861754844,0.25,0.1,7.849440813054495e-17,0.0,5.0,11850.312424126132,3.1718766464979,1.0515,0.014900000000000002,3.1718766464979,0.04726096203281834,0.04726096203281834,9.403937457086072e-38,0.26422234886436374,0.004757814969746812,0.15859383232489377,0.003171876646497875,0.002854688981848088,0.025375013171983,0.009515629939493625,0.00634375329299575,1.2717691524448282e-08,9.931432812893832e-09,5.114687898640341e-10,2.2747899216905175e-09,2.5882014230036192e-21,9.931432812893832e-09,5.114687898640341e-10,2.2747899216905175e-09,2.5882014230036192e-21,4.52635351280671e-45,3.8748061419202756e-44,3.311913024788176e-20,1.0,3.1718766464979,15.024999999999999,default,CoolingTowerZO,cooling_tower
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3.346919201310154,0.0,0.0,9.183532672935618e-41,9.403937457086072e-38,3.519285540177627,0.0498690960995213,0.001,1.0,1.0,694.612839415509,0.0694612839415509,173.65320985387726,0.06251515554751977,520.9596295616318,0.0069461283942794825,0.25,0.1,7.849440813054495e-17,0.0,5.0,12504.28141259011,3.3469192013101803,1.0515,0.014900000000000002,3.3469192013101803,0.0498690960995213,0.0498690960995213,9.403937457086072e-38,0.27880367094534225,0.005020378801965231,0.16734596006550773,0.003346919201310154,0.003012227281179139,0.026775353610481233,0.010040757603930462,0.006693838402620308,1.2717691524448284e-08,9.931432812893832e-09,5.114687898640342e-10,2.2747899216905175e-09,2.452839508896465e-21,9.931432812893832e-09,5.114687898640342e-10,2.2747899216905175e-09,2.452839508896465e-21,4.289627008457554e-45,3.672155308216692e-44,3.1387012792079267e-20,1.0,3.3469192013101803,15.854166666666666,default,CoolingTowerZO,cooling_tower
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3.5219617561224323,0.0,0.0,9.183532672935618e-41,9.403937457086072e-38,3.7033427865627377,0.05247723016622425,0.001,1.0,1.0,730.9408170879626,0.07309408170879628,182.73520427199065,0.0657846735380471,548.205612815972,0.007309408171010525,0.25,0.1,7.849440813054495e-17,0.0,5.0,13158.250401054085,3.52196175612246,1.0515,0.014900000000000002,3.52196175612246,0.05247723016622425,0.05247723016622425,9.403937457086072e-38,0.2933849930263207,0.005282942634183649,0.17609808780612163,0.0035219617561224326,0.0031697655805101896,0.02817569404897946,0.010565885268367298,0.007043923512244865,1.2717691524448285e-08,9.931432812893834e-09,5.114687898640332e-10,2.274789921690518e-09,2.3309326501875752e-21,9.931432812893834e-09,5.114687898640332e-10,2.274789921690518e-09,2.3309326501875752e-21,4.076431260534715e-45,3.4896480888522763e-44,2.9827068849615786e-20,1.0,3.52196175612246,16.683333333333334,default,CoolingTowerZO,cooling_tower
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3.6970043109347115,0.0,0.0,9.183532672935618e-41,9.403937457086072e-38,3.8874000329478493,0.05508536423292721,0.001,1.0,1.0,767.2687947604164,0.07672687947604165,191.8171986901041,0.06905419152857441,575.4515960703123,0.0076726879477415685,0.25,0.1,7.849440813054495e-17,0.0,5.0,13812.219389518064,3.6970043109347404,1.0515,0.014900000000000002,3.6970043109347404,0.05508536423292721,0.05508536423292721,9.403937457086072e-38,0.3079663151072992,0.0055455064664020675,0.18485021554673559,0.0036970043109347114,0.003327303879841241,0.02957603448747769,0.011091012932804135,0.007394008621869423,1.2717691524448282e-08,9.931432812893832e-09,5.114687898640343e-10,2.2747899216905175e-09,2.2205696719845467e-21,9.931432812893832e-09,5.114687898640343e-10,2.2747899216905175e-09,2.2205696719845467e-21,3.883423927475849e-45,3.324423256665361e-44,2.8414842653785777e-20,1.0,3.6970043109347404,17.5125,default,CoolingTowerZO,cooling_tower
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3.872046865746991,0.0,0.0,9.183532672935618e-41,9.403937457086072e-38,4.071457279332962,0.05769349829963017,0.001,1.0,1.0,803.5967724328701,0.08035967724328703,200.89919310821753,0.07232370951910173,602.6975793246526,0.008035967724472614,0.25,0.1,7.849440813054495e-17,0.0,5.0,14466.188377982044,3.8720468657470213,1.0515,0.014900000000000002,3.8720468657470213,0.05769349829963017,0.05769349829963017,9.403937457086072e-38,0.3225476371882778,0.005808070298620487,0.19360234328734957,0.003872046865746991,0.003484842179172292,0.03097637492597593,0.011616140597240974,0.007744093731493982,1.2717691524448285e-08,9.931432812893834e-09,5.114687898640332e-10,2.2747899216905175e-09,2.120184991220138e-21,9.931432812893834e-09,5.114687898640332e-10,2.2747899216905175e-09,2.120184991220138e-21,3.707867052971602e-45,3.1741369713231506e-44,2.71303006982875e-20,1.0,3.8720468657470213,18.34166666666667,default,CoolingTowerZO,cooling_tower
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4.047089420559269,0.0,0.0,9.183532672935618e-41,9.403937457086072e-38,4.2555145257180715,0.06030163236633312,0.001,1.0,1.0,839.9247501053239,0.08399247501053239,209.98118752633098,0.07559322750962903,629.9435625789929,0.008399247501203652,0.25,0.1,7.849440813054495e-17,0.0,5.0,15120.15736644602,4.047089420559301,1.0515,0.014900000000000002,4.047089420559301,0.06030163236633311,0.06030163236633311,9.403937457086072e-38,0.3371289592692562,0.006070634130838903,0.20235447102796345,0.004047089420559269,0.003642380478503342,0.03237671536447415,0.012141268261677806,0.008094178841118538,1.2717691524448282e-08,9.931432812893832e-09,5.114687898640343e-10,2.2747899216905175e-09,2.0284838798850357e-21,9.931432812893832e-09,5.114687898640343e-10,2.2747899216905175e-09,2.0284838798850357e-21,3.547496363221255e-45,3.036850890624758e-44,2.5956875390971873e-20,1.0,4.047089420559301,19.170833333333334,default,CoolingTowerZO,cooling_tower
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4.222131975371549,0.0,0.0,9.183532672935618e-41,9.403937457086072e-38,4.439571772103184,0.06290976643303607,0.001,1.0,1.0,876.2527277777775,0.08762527277777776,219.0631819444444,0.07886274550015634,657.1895458333332,0.008762527277934697,0.25,0.1,7.849440813054495e-17,0.0,5.0,15774.126354909997,4.222131975371582,1.0515,0.014900000000000002,4.222131975371582,0.06290976643303609,0.06290976643303609,9.403937457086072e-38,0.35171028135023474,0.006333197963057324,0.21110659876857746,0.004222131975371549,0.0037999187778343943,0.03377705580297239,0.012666395926114647,0.008444263950743098,1.2717691524448285e-08,9.931432812893834e-09,5.114687898640334e-10,2.2747899216905175e-09,1.9443863190314682e-21,9.931432812893834e-09,5.114687898640334e-10,2.2747899216905175e-09,1.9443863190314682e-21,3.40042307649604e-45,2.9109481141176064e-44,2.4880746598721165e-20,1.0,4.222131975371582,20.0,default,CoolingTowerZO,cooling_tower
