fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.landfill.capital_a_parameter[default],fs.costing.landfill.capital_b_parameter[default],fs.unit.properties[0.0].flow_mass_comp[H2O],fs.unit.properties[0.0].flow_mass_comp[tds],fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.capacity_basis[0.0],fs.unit.total_mass[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[LandfillZO],fs.costing.LCOW_aggregate_indirect_capex[LandfillZO],fs.costing.LCOW_aggregate_fixed_opex[LandfillZO],fs.costing.LCOW_aggregate_variable_opex[LandfillZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit,fs.costing.landfill.capital_a_parameter[landfill_zld],fs.costing.landfill.capital_b_parameter[landfill_zld]
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8162289.067543095,0.0,0.0,0.0,0.0,8582646.954521565,121618.10710639213,1000000.0,0.7,367.6610403634258,0.036766104036342576,1.000000000000018e-18,0.0,100000.0,1323712.1032828637,8162289.067543096,1.0515,0.014900000000000002,8162289.067543096,121618.10710639213,121618.10710639213,0.0,679931.6082853851,12243.433601314642,408114.4533771548,8162.289067543095,7346.060160788787,65298.31254034476,24486.867202629284,16324.57813508619,0.05859630417128369,0.045758717833520965,0.0023565739684263446,0.0104810123693364,5.903718056129068e-23,0.045758717833520965,0.0023565739684263446,0.0104810123693364,5.903718056129068e-23,0.0,0.0,7.554512779024793e-22,1.0,8162289.067543096,8.391666666666666,default,LandfillZO,landfill,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8718812.42943059,0.0,0.0,1.8187867552817238e-40,1.245956885155741e-37,9167831.269546265,129910.30519851578,1000000.0,0.7,403.9890180358795,0.040398901803587954,1.000000000000018e-18,0.0,100000.0,1454505.9009756593,8718812.42943059,1.0515,0.014900000000000002,8718812.42943059,129910.3051985158,129910.3051985158,1.245956885155741e-37,726290.8858563341,13078.218644145883,435940.6214715295,8718.812429430589,7846.931186487531,69750.49943544471,26156.437288291767,17437.624858861178,0.056963103191800896,0.04448332710977959,0.002290891346153647,0.010188884735867659,5.372836947602324e-23,0.04448332710977959,0.002290891346153647,0.010188884735867659,5.372836947602324e-23,9.772058551716482e-45,1.2504498978393358e-43,6.875186957503811e-22,1.0,8718812.42943059,9.220833333333333,default,LandfillZO,landfill,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9260500.45318389,0.0,0.0,0.0,0.0,9737416.226522861,137981.45675244,1000000.0,0.7,440.3169957083331,0.04403169957083332,1.000000000000018e-18,0.0,100000.0,1585299.698668454,9260500.453183891,1.0515,0.014900000000000002,9260500.453183891,137981.45675243996,137981.45675243996,0.0,771414.3562617234,13890.750679775834,463025.0226591945,9260.50045318389,8334.4504078655,74084.00362547112,27781.50135955167,18521.00090636778,0.05551046605125927,0.043348941349984314,0.002232470479524191,0.009929054221750772,4.929555623981735e-23,0.043348941349984314,0.002232470479524191,0.009929054221750772,4.929555623981735e-23,0.0,0.0,6.3079555294178835e-22,1.0,9260500.453183891,10.049999999999999,default,LandfillZO,landfill,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9788928.47336144,0.0,0.0,0.0,0.0,10293058.289739557,145855.0342530855,1000000.0,0.7,476.6449733807868,0.04766449733807868,1.000000000000018e-18,0.0,100000.0,1716093.4963612494,9788928.473361442,1.0515,0.014900000000000002,9788928.473361442,145855.03425308547,145855.03425308547,0.0,815433.2473655809,14683.39271004216,489446.42366807204,9788.92847336144,8810.035626025297,78311.42778689152,29366.78542008432,19577.85694672288,0.054205830541074265,0.04233013224537521,0.0021800018106368263,0.00969569648506222,4.553844567232457e-23,0.04233013224537521,0.0021800018106368263,0.00969569648506222,4.553844567232457e-23,0.0,0.0,5.827188332805796e-22,1.0,9788928.473361442,10.879166666666665,default,LandfillZO,landfill,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10305397.993092999,0.0,0.0,0.0,0.0,10836125.989737289,153550.43009708571,1000000.0,0.7,512.9729510532405,0.05129729510532406,1.000000000000018e-18,0.0,100000.0,1846887.294054045,10305397.993093,1.0515,0.014900000000000002,10305397.993093,153550.43009708571,153550.43009708571,0.0,858455.9764401787,15458.096989639498,515269.89965464995,10305.397993093,9274.8581937837,82443.183944744,30916.193979278996,20610.795986186,0.05302444953331621,0.041407574398896335,0.002132490081543165,0.00948438505287672,4.2313481014391265e-23,0.041407574398896335,0.002132490081543165,0.00948438505287672,4.2313481014391265e-23,0.0,0.0,5.414515564753001e-22,1.0,10305397.993093,11.708333333333332,default,LandfillZO,landfill,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10811000.223306233,0.0,0.0,0.0,0.0,11367766.734806506,161083.9033272629,1000000.0,0.7,549.3009287256942,0.05493009287256943,1.000000000000018e-18,0.0,100000.0,1977681.0917468404,10811000.223306235,1.0515,0.014900000000000002,10811000.223306235,161083.9033272629,161083.9033272629,0.0,900573.4430842558,16216.50033495935,540550.0111653117,10811.000223306233,9729.900200975611,86488.00178644987,32433.0006699187,21622.000446612466,0.05194711203919502,0.04056626566616702,0.002089162681807609,0.009291683691220406,3.951508197090044e-23,0.04056626566616702,0.002089162681807609,0.009291683691220406,3.951508197090044e-23,0.0,0.0,5.056426964757704e-22,1.0,10811000.223306235,12.5375,default,LandfillZO,landfill,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11306661.661884371,0.0,0.0,0.0,0.0,11888954.737471418,168469.25876207717,1000000.0,0.7,585.6289063981479,0.0585628906398148,1.000000000000018e-18,0.0,100000.0,2108474.889439636,11306661.661884373,1.0515,0.014900000000000002,11306661.661884373,168469.25876207714,168469.25876207714,0.0,941862.8260390457,16959.992492826557,565333.0830942186,11306.661661884371,10175.995495695935,90453.29329507497,33919.984985653115,22613.323323768742,0.050958631531825595,0.039794346664442336,0.002049408853218784,0.009114876014164481,3.706386585113449e-23,0.039794346664442336,0.002049408853218784,0.009114876014164481,3.706386585113449e-23,0.0,0.0,4.742764568876538e-22,1.0,11306661.661884373,13.366666666666665,default,LandfillZO,landfill,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11793177.58716999,0.0,0.0,0.0,0.0,12400526.232909247,175718.34604883287,1000000.0,0.7,621.9568840706015,0.062195688407060155,1.000000000000018e-18,0.0,100000.0,2239268.6871324307,11793177.587169992,1.0515,0.014900000000000002,11793177.587169992,175718.34604883287,175718.34604883287,0.0,982390.3732501953,17689.766380754987,589658.8793584995,11793.17758716999,10613.859828452993,94345.42069735992,35379.532761509974,23586.35517433998,0.05004681275575938,0.03908229393894352,0.0020127381378555903,0.008951780678960275,3.489899666875241e-23,0.03908229393894352,0.0020127381378555903,0.008951780678960275,3.489899666875241e-23,0.0,0.0,4.465743685634263e-22,1.0,11793177.587169992,14.195833333333331,default,LandfillZO,landfill,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12271237.188021077,0.0,0.0,-3.6366856478564515e-40,-2.4913013752609653e-37,12903205.903204165,182841.43410151408,1000000.0,0.7,658.2848617430552,0.06582848617430553,1.000000000000018e-18,0.0,100000.0,2370062.4848252265,12271237.188021079,1.0515,0.014900000000000002,12271237.188021079,182841.43410151405,182841.43410151405,-2.4913013752609653e-37,1022213.4952412412,18406.855782031616,613561.8594010539,12271.237188021078,11044.11346921897,98169.89750416862,36813.71156406323,24542.474376042155,0.049201727107799374,0.03842235409705309,0.0019787512359982365,0.008800621774748048,3.297306756806418e-23,0.03842235409705309,0.0019787512359982365,0.008800621774748048,3.297306756806418e-23,-1.199126512998612e-44,-1.5344260630852645e-43,4.219298041307802e-22,1.0,12271237.188021079,15.024999999999999,default,LandfillZO,landfill,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12741442.764232451,0.0,0.0,0.0,0.0,13397627.066590425,189847.49718706353,1000000.0,0.7,694.612839415509,0.0694612839415509,1.000000000000018e-18,0.0,100000.0,2500856.282518022,12741442.764232453,1.0515,0.014900000000000002,12741442.764232453,189847.49718706353,189847.49718706353,0.0,1061382.3645391266,19112.164146348678,637072.1382116226,12741.442764232452,11467.298487809207,101931.54211385961,38224.328292697355,25482.885528464903,0.04841519287005512,0.03780813791464443,0.0019471191026041938,0.008659935852806508,3.1248589132835594e-23,0.03780813791464443,0.0019471191026041938,0.008659935852806508,3.1248589132835594e-23,0.0,0.0,3.9986304170712045e-22,1.0,12741442.764232453,15.854166666666666,default,LandfillZO,landfill,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,13204324.632764012,0.0,0.0,0.0,0.0,13884347.35135136,196744.4370281838,1000000.0,0.7,730.9408170879626,0.07309408170879628,1.000000000000018e-18,0.0,100000.0,2631650.080210817,13204324.632764013,1.0515,0.014900000000000002,13204324.632764013,196744.4370281838,196744.4370281838,0.0,1099941.1573866266,19806.48694914602,660216.2316382006,13204.324632764012,11883.892169487612,105634.5970621121,39612.97389829204,26408.649265528024,0.04768039493224098,0.037234323371617875,0.0019175676536383212,0.008528503906984794,2.969552488772214e-23,0.037234323371617875,0.0019175676536383212,0.008528503906984794,2.969552488772214e-23,0.0,0.0,3.7998972869520315e-22,1.0,13204324.632764013,16.683333333333334,default,LandfillZO,landfill,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,13660352.865388365,0.0,0.0,2.3274788146281292e-38,1.594433290820198e-35,14363861.037955869,203539.25769428667,1000000.0,0.7,767.2687947604164,0.07672687947604165,1.000000000000018e-18,0.0,100000.0,2762443.877903613,13660352.865388367,1.0515,0.014900000000000002,13660352.865388367,203539.25769428667,203539.25769428667,1.594433290820198e-35,1137929.0315069868,20490.529298082547,683017.6432694183,13660.352865388366,12294.31757884953,109282.82292310693,40981.058596165094,27320.70573077673,0.046991601644413246,0.03669643453802862,0.0018898663787084732,0.008405300727676151,2.828952692135128e-23,0.03669643453802862,0.0018898663787084732,0.008405300727676151,2.828952692135128e-23,6.584327491108008e-43,8.425433845897446e-42,3.61998304471947e-22,1.0,13660352.865388367,17.5125,default,LandfillZO,landfill,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,14109946.64907377,0.0,0.0,0.0,0.0,14836608.90150107,210238.20507119922,1000000.0,0.7,803.5967724328701,0.08035967724328703,1.000000000000018e-18,0.0,100000.0,2893237.6755964085,14109946.649073772,1.0515,0.014900000000000002,14109946.649073772,210238.2050711992,210238.2050711992,0.0,1175380.9058386497,21164.919973610657,705497.3324536886,14109.94664907377,12698.951984166395,112879.57319259016,42329.83994722131,28219.89329814754,0.04634395066257146,0.03619067433775945,0.0018638197283946153,0.008289456596417385,2.7010650079609137e-23,0.03619067433775945,0.0018638197283946153,0.008289456596417385,2.7010650079609137e-23,0.0,0.0,3.4563354695492796e-22,1.0,14109946.649073772,18.34166666666667,default,LandfillZO,landfill,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,14553481.836016277,0.0,0.0,1.4205803311939265e-42,9.73212996480391e-40,15302986.150571117,216846.87935664257,1000000.0,0.7,839.9247501053239,0.08399247501053239,1.000000000000018e-18,0.0,100000.0,3024031.4732892043,14553481.836016279,1.0515,0.014900000000000002,14553481.836016279,216846.87935664254,216846.87935664254,9.73212996480391e-40,1212328.089464891,21830.222754024417,727674.0918008139,14553.481836016277,13098.13365241465,116427.85468813022,43660.44550804883,29106.963672032554,0.04573328468031206,0.0357137962689472,0.0018392605078507843,0.008180227903514085,2.5842399837087465e-23,0.0357137962689472,0.0018392605078507843,0.008180227903514085,2.5842399837087465e-23,3.6713021342483895e-47,4.69763738817433e-46,3.3068438897969857e-22,1.0,14553481.836016279,19.170833333333334,default,LandfillZO,landfill,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,14991297.096411997,0.0,0.0,0.0,0.0,15763348.896877216,223370.32673653882,1000000.0,0.7,876.2527277777775,0.08762527277777776,1.000000000000018e-18,0.0,100000.0,3154825.270981999,14991297.096412,1.0515,0.014900000000000002,14991297.096412,223370.3267365388,223370.3267365388,0.0,1248798.7941494964,22486.945644617997,749564.8548205999,14991.297096411998,13492.1673867708,119930.37677129598,44973.891289235995,29982.594192823995,0.045156023813478115,0.035263004747274174,0.0018160447444846221,0.00807697432171932,2.477101701050821e-23,0.035263004747274174,0.0018160447444846221,0.00807697432171932,2.477101701050821e-23,0.0,0.0,3.1697476535324855e-22,1.0,14991297.096412,20.0,default,LandfillZO,landfill,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,192273.14713791382,0.0,0.0,0.0,0.0,202175.2142155164,2864.869892354916,,,4.381263638888887,0.0004381263638888888,1.0000000000000171e-16,0.0,302096.0,15774.126354909995,192273.14713791574,1.0515,0.014900000000000002,192273.14713791574,2864.8698923549164,2864.8698923549164,0.0,16016.65771473659,288.40972070687076,9613.657356895692,192.27314713791384,173.04583242412247,1538.1851771033107,576.8194414137415,384.5462942758277,0.11583108192726073,0.09045419961586139,0.00465839128021686,0.020718491031183638,4.95420340210164e-19,0.09045419961586139,0.00465839128021686,0.020718491031183638,4.95420340210164e-19,0.0,0.0,6.3394953070649665e-18,1.0,192273.14713791574,0.1,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,915343.6432432184,0.0,0.0,0.0,0.0,962483.8408702443,13638.620284323957,,,40.70924131134258,0.004070924131134258,1.0000000000000171e-16,0.0,302096.0,146567.92404770537,915343.6432432276,1.0515,0.014900000000000002,915343.6432432276,13638.620284323955,13638.620284323955,0.0,76249.57537450989,1373.0154648648277,45767.18216216093,915.3436432432185,823.8092789188967,7322.749145945748,2746.0309297296553,1830.687286486437,0.059346761724403216,0.04634476120101524,0.002386755201852286,0.010615245321536284,5.331878100916562e-20,0.04634476120101524,0.002386755201852286,0.010615245321536284,5.331878100916562e-20,0.0,0.0,6.822775218365882e-19,1.0,915343.6432432276,0.9291666666666666,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1430505.3335821584,0.0,0.0,0.0,0.0,1504176.35826164,21314.529470374167,,,77.03721898379627,0.007703721898379629,1.000000000000018e-18,0.0,302096.0,277361.7217405007,1430505.3335821587,1.0515,0.014900000000000002,1430505.3335821587,21314.529470374164,21314.529470374164,0.0,119163.36018911807,2145.758000373238,71525.26667910792,1430.5053335821585,1287.4548002239428,11444.042668657268,4291.516000746476,2861.010667164317,0.049011133884990364,0.03827351703937782,0.001971086127527963,0.008766530718084583,2.817556437214205e-22,0.03827351703937782,0.001971086127527963,0.008766530718084583,2.817556437214205e-22,0.0,0.0,3.605400174634107e-21,1.0,1430505.3335821587,1.7583333333333333,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1874713.409556531,0.0,0.0,0.0,0.0,1971261.1501486925,27933.229802392318,,,113.36519665624996,0.011336519665624998,1.000000000000018e-18,0.0,302096.0,408155.5194332961,1874713.4095565313,1.0515,0.014900000000000002,1874713.4095565313,27933.229802392318,27933.229802392318,0.0,156166.5965375613,2812.070114334797,93735.67047782656,1874.7134095565311,1687.2420686008782,14997.707276452249,5624.140228669594,3749.4268191130623,0.0436476639925298,0.03408510432481001,0.0017553828727277206,0.007807176794992083,1.9146679814885575e-22,0.03408510432481001,0.0017553828727277206,0.007807176794992083,1.9146679814885575e-22,0.0,0.0,2.450046495484047e-21,1.0,1874713.4095565313,2.5875,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2277406.0099216453,0.0,0.0,0.0,0.0,2394692.41943261,33933.34954783251,,,149.69317432870363,0.014969317432870366,1.000000000000018e-18,0.0,302096.0,538949.3171260915,2277406.0099216453,1.0515,0.014900000000000002,2277406.0099216453,33933.34954783252,33933.34954783252,0.0,189711.52800778334,3416.109014882468,113870.30049608227,2277.4060099216454,2049.665408929481,18219.248079373163,6832.218029764936,4554.812019843291,0.04015543451700125,0.0313579708401878,0.001614935498269675,0.007182528178543787,1.4500107518346275e-22,0.0313579708401878,0.001614935498269675,0.007182528178543787,1.4500107518346275e-22,0.0,0.0,1.855462041092187e-21,1.0,2277406.0099216453,3.4166666666666665,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2651506.4903782783,0.0,0.0,0.0,0.0,2788059.07463276,39507.44670663636,,,186.02115200115733,0.018602115200115732,1.000000000000018e-18,0.0,302096.0,669743.1148188869,2651506.490378279,1.0515,0.014900000000000002,2651506.490378279,39507.44670663635,39507.44670663635,0.0,220874.6906000853,3977.2597355674175,132575.32451891393,2651.506490378278,2386.3558413404508,21212.051923026225,7954.519471134835,5303.012980756556,0.037621510654407955,0.029379192337347416,0.0015130284053733953,0.006729289911687148,1.166838877825706e-22,0.029379192337347416,0.0015130284053733953,0.006729289911687148,1.166838877825706e-22,0.0,0.0,1.493109787728747e-21,1.0,2651506.490378279,4.245833333333333,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3004165.5911627905,0.0,0.0,0.0,0.0,3158880.119107675,44762.06730832558,,,222.349129673611,0.022234912967361103,1.000000000000018e-18,0.0,302096.0,800536.912511682,3004165.591162791,1.0515,0.014900000000000002,3004165.591162791,44762.06730832558,44762.06730832558,0.0,250251.7523028348,4506.248386744186,150208.27955813953,3004.1655911627904,2703.7490320465117,24033.324729302323,9012.496773488372,6008.331182325581,0.03566106417222337,0.027848250775849306,0.0014341849149562425,0.006378628481417824,9.761977146998313e-23,0.027848250775849306,0.0014341849149562425,0.006378628481417824,9.761977146998313e-23,0.0,0.0,1.2491616368600931e-21,1.0,3004165.591162791,5.074999999999999,landfill_zld,LandfillZO,landfill,1000000.0,0.7
