fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.secondary_treatment_wwtp.capital_a_parameter[default],fs.costing.secondary_treatment_wwtp.capital_b_parameter[default],fs.costing.secondary_treatment_wwtp.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[SecondaryTreatmentWWTPZO],fs.costing.LCOW_aggregate_indirect_capex[SecondaryTreatmentWWTPZO],fs.costing.LCOW_aggregate_fixed_opex[SecondaryTreatmentWWTPZO],fs.costing.LCOW_aggregate_variable_opex[SecondaryTreatmentWWTPZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8162289.067543095,0.0,0.0,185.3196944596009,126952.77266196243,8582646.954521567,248570.87976835456,1000000.0,0.7,100000.0,367.6610403634258,0.036766104036342576,367.6610403634258,0.029925770380381873,4.378944626175626e-15,0.006840333655962376,1.0,0.18605,185.31969445960092,0.14,8162289.067543096,1.0515,0.014900000000000002,8162289.067543096,121618.10710639213,121618.10710639213,126952.77266196243,806884.3809473477,12243.433601314642,408114.4533771548,8162.289067543095,7346.060160788787,65298.31254034476,24486.867202629284,16324.57813508619,0.06953705643465818,0.045758717833520965,0.0023565739684263446,0.0104810123693364,0.010940752263374485,0.045758717833520965,0.0023565739684263446,0.0104810123693364,0.010940752263374485,0.010940752263374483,0.13999999999999999,0.14,1.0,8162289.067543096,8.391666666666666,default,SecondaryTreatmentWWTPZO,secondary_treatment_wwtp
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8718812.429430587,0.0,0.0,203.63082613659225,139496.76559132218,9167831.269546263,269407.0707898379,1000000.0,0.7,100000.0,403.9890180358795,0.040398901803587954,403.9890180358795,0.03288268612303133,4.811620882774554e-15,0.007516215680558463,1.0,0.18605,203.63082613659228,0.14,8718812.429430587,1.0515,0.014900000000000002,8718812.429430587,129910.30519851577,129910.30519851577,139496.76559132218,865787.6514476561,13078.218644145882,435940.62147152936,8718.812429430587,7846.931186487529,69750.4994354447,26156.437288291763,17437.624858861174,0.06790385545517535,0.04448332710977958,0.002290891346153647,0.010188884735867657,0.010940752263374485,0.04448332710977958,0.002290891346153647,0.010188884735867657,0.010940752263374485,0.010940752263374483,0.13999999999999999,0.14,1.0,8718812.429430587,9.220833333333333,default,SecondaryTreatmentWWTPZO,secondary_treatment_wwtp
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9260500.453183891,0.0,0.0,221.94195781358357,152040.7585206819,9737416.226522861,290022.2152731219,1000000.0,0.7,100000.0,440.3169957083331,0.04403169957083332,440.3169957083331,0.03583960186568078,5.2442971393898375e-15,0.008192097705154545,1.0,0.18605,221.9419578135836,0.14,9260500.453183891,1.0515,0.014900000000000002,9260500.453183891,137981.45675244,137981.45675244,152040.7585206819,923455.1147824053,13890.750679775838,463025.0226591946,9260.500453183891,8334.450407865503,74084.00362547113,27781.501359551676,18521.000906367783,0.06645121831463376,0.043348941349984314,0.002232470479524191,0.009929054221750772,0.010940752263374487,0.043348941349984314,0.002232470479524191,0.009929054221750772,0.010940752263374487,0.010940752263374483,0.13999999999999999,0.14,1.0,9260500.453183891,10.049999999999999,default,SecondaryTreatmentWWTPZO,secondary_treatment_wwtp
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9788928.473361442,0.0,0.0,240.25308949057495,164584.75145004166,10293058.289739558,310439.78570312716,1000000.0,0.7,100000.0,476.6449733807868,0.04766449733807868,476.6449733807867,0.03879651760833022,5.676973395707323e-15,0.008867979729750628,1.0,0.18605,240.25308949057498,0.14,9788928.473361444,1.0515,0.014900000000000002,9788928.473361444,145855.0342530855,145855.0342530855,164584.75145004166,980017.9988156226,14683.392710042162,489446.4236680721,9788.928473361442,8810.0356260253,78311.42778689154,29366.785420084325,19577.856946722884,0.06514658280444875,0.04233013224537523,0.0021800018106368263,0.009695696485062221,0.010940752263374487,0.04233013224537523,0.0021800018106368263,0.009695696485062221,0.010940752263374487,0.010940752263374483,0.13999999999999999,0.14,1.0,9788928.473361444,10.879166666666665,default,SecondaryTreatmentWWTPZO,secondary_treatment_wwtp
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10305397.993092999,0.0,0.0,258.5642211675663,177128.7443794014,10836125.98973729,330679.1744764871,1000000.0,0.7,100000.0,512.9729510532405,0.05129729510532406,512.9729510532405,0.04175343335097968,6.109649652325573e-15,0.009543861754346714,1.0,0.18605,258.5642211675663,0.14,10305397.993093,1.0515,0.014900000000000002,10305397.993093,153550.43009708571,153550.43009708571,177128.7443794014,1035584.7208195801,15458.096989639498,515269.89965464995,10305.397993093,9274.8581937837,82443.183944744,30916.193979278996,20610.795986186,0.0639652017966907,0.041407574398896335,0.002132490081543165,0.00948438505287672,0.010940752263374483,0.041407574398896335,0.002132490081543165,0.00948438505287672,0.010940752263374483,0.010940752263374483,0.14,0.14,1.0,10305397.993093,11.708333333333332,default,SecondaryTreatmentWWTPZO,secondary_treatment_wwtp
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10811000.223306231,0.0,0.0,276.8753528445577,189672.73730876116,11367766.734806504,350756.64063602407,1000000.0,0.7,100000.0,549.3009287256942,0.05493009287256943,549.3009287256942,0.044710349093629136,6.542325908663281e-15,0.010219743778942799,1.0,0.18605,276.8753528445577,0.14,10811000.223306233,1.0515,0.014900000000000002,10811000.223306233,161083.90332726287,161083.90332726287,189672.73730876116,1090246.180393017,16216.500334959348,540550.0111653116,10811.000223306231,9729.90020097561,86488.00178644985,32433.000669918696,21622.000446612463,0.0628878643025695,0.040566265666167015,0.002089162681807609,0.009291683691220404,0.010940752263374483,0.040566265666167015,0.002089162681807609,0.009291683691220404,0.010940752263374483,0.010940752263374482,0.14,0.14,1.0,10811000.223306233,12.5375,default,SecondaryTreatmentWWTPZO,secondary_treatment_wwtp
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11306661.66188437,0.0,0.0,295.18648452154895,202216.73023812086,11888954.737471415,370685.989000198,1000000.0,0.7,100000.0,585.6289063981479,0.0585628906398148,585.6289063981479,0.04766726483627858,6.975002165359587e-15,0.01089562580353888,1.0,0.18605,295.186484521549,0.14,11306661.661884371,1.0515,0.014900000000000002,11306661.661884371,168469.25876207714,168469.25876207714,202216.73023812086,1144079.5562771664,16959.992492826554,565333.0830942185,11306.66166188437,10175.995495695934,90453.29329507495,33919.98498565311,22613.32332376874,0.06189938379520007,0.03979434666444233,0.002049408853218778,0.00911487601416448,0.010940752263374485,0.03979434666444233,0.002049408853218778,0.00911487601416448,0.010940752263374485,0.010940752263374482,0.13999999999999999,0.14,1.0,11306661.661884371,13.366666666666665,default,SecondaryTreatmentWWTPZO,secondary_treatment_wwtp
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11793177.587169992,0.0,0.0,313.4976161985403,214760.7231674806,12400526.23290925,390479.06921631354,1000000.0,0.7,100000.0,621.9568840706015,0.062195688407060155,621.9568840706015,0.05062418057892803,7.407678421946121e-15,0.011571507828134963,1.0,0.18605,313.49761619854036,0.14,11793177.587169994,1.0515,0.014900000000000002,11793177.587169994,175718.3460488329,175718.3460488329,214760.7231674806,1197151.0964176762,17689.766380754987,589658.8793584997,11793.177587169992,10613.859828452994,94345.42069735994,35379.532761509974,23586.355174339984,0.06098756501913388,0.039082293938943524,0.0020127381378555903,0.008951780678960276,0.010940752263374487,0.039082293938943524,0.0020127381378555903,0.008951780678960276,0.010940752263374487,0.010940752263374483,0.13999999999999999,0.14,1.0,11793177.587169994,14.195833333333331,default,SecondaryTreatmentWWTPZO,secondary_treatment_wwtp
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12271237.188021075,0.0,0.0,331.80874787553165,227304.71609684036,12903205.903204162,410146.15019835444,1000000.0,0.7,100000.0,658.2848617430552,0.06582848617430553,658.2848617430552,0.05358109632157748,7.840354678376979e-15,0.012247389852731048,1.0,0.18605,331.8087478755317,0.14,12271237.188021077,1.0515,0.014900000000000002,12271237.188021077,182841.43410151405,182841.43410151405,227304.71609684036,1249518.2113380814,18406.855782031613,613561.8594010537,12271.237188021076,11044.113469218968,98169.8975041686,36813.711564063226,24542.47437604215,0.06014247937117385,0.03842235409705308,0.0019787512359982365,0.008800621774748047,0.010940752263374483,0.03842235409705308,0.0019787512359982365,0.008800621774748047,0.010940752263374483,0.010940752263374483,0.13999999999999999,0.14,1.0,12271237.188021077,15.024999999999999,default,SecondaryTreatmentWWTPZO,secondary_treatment_wwtp
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12741442.76423245,0.0,0.0,350.11987955252306,239848.70902620014,13397627.06659042,429696.2062132637,1000000.0,0.7,100000.0,694.612839415509,0.0694612839415509,694.612839415509,0.056538012064226935,8.27303093499703e-15,0.012923271877327133,1.0,0.18605,350.1198795525231,0.14,12741442.764232451,1.0515,0.014900000000000002,12741442.764232451,189847.4971870635,189847.4971870635,239848.70902620014,1301231.0735653266,19112.164146348674,637072.1382116225,12741.44276423245,11467.298487809205,101931.5421138596,38224.32829269735,25482.8855284649,0.0593559451334296,0.03780813791464443,0.0019471191026041886,0.008659935852806507,0.010940752263374485,0.03780813791464443,0.0019471191026041886,0.008659935852806507,0.010940752263374485,0.010940752263374483,0.13999999999999999,0.14,1.0,12741442.764232451,15.854166666666666,default,SecondaryTreatmentWWTPZO,secondary_treatment_wwtp
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,13204324.632764012,0.0,0.0,368.43101122951435,252392.70195555984,13884347.35135136,449137.1389837437,1000000.0,0.7,100000.0,730.9408170879626,0.07309408170879628,730.9408170879626,0.05949492780687639,8.705707191198251e-15,0.013599153901923218,1.0,0.18605,368.4310112295144,0.14,13204324.632764013,1.0515,0.014900000000000002,13204324.632764013,196744.4370281838,196744.4370281838,252392.70195555984,1352333.8593421865,19806.48694914602,660216.2316382006,13204.324632764012,11883.892169487612,105634.5970621121,39612.97389829204,26408.649265528024,0.05862114719561547,0.037234323371617875,0.0019175676536383212,0.008528503906984794,0.010940752263374487,0.037234323371617875,0.0019175676536383212,0.008528503906984794,0.010940752263374487,0.010940752263374483,0.13999999999999999,0.14,1.0,13204324.632764013,16.683333333333334,default,SecondaryTreatmentWWTPZO,secondary_treatment_wwtp
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,13660352.865388365,0.0,0.0,386.74214290650576,264936.6948849196,14363861.037955869,468475.9525792063,1000000.0,0.7,100000.0,767.2687947604164,0.07672687947604165,767.2687947604164,0.06245184354952584,9.138383447944622e-15,0.0142750359265193,1.0,0.18605,386.7421429065058,0.14,13660352.865388367,1.0515,0.014900000000000002,13660352.865388367,203539.25769428667,203539.25769428667,264936.6948849196,1402865.7263919064,20490.529298082547,683017.6432694183,13660.352865388366,12294.31757884953,109282.82292310693,40981.058596165094,27320.70573077673,0.057932353907787726,0.03669643453802862,0.0018898663787084732,0.008405300727676151,0.010940752263374482,0.03669643453802862,0.0018898663787084732,0.008405300727676151,0.010940752263374482,0.010940752263374482,0.13999999999999999,0.14,1.0,13660352.865388367,17.5125,default,SecondaryTreatmentWWTPZO,secondary_treatment_wwtp
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,14109946.649073772,0.0,0.0,405.0532745834972,277480.6878142794,14836608.901501074,487718.8928854787,1000000.0,0.7,100000.0,803.5967724328701,0.08035967724328703,803.5967724328701,0.06540875929217531,9.571059704461629e-15,0.014950917951115389,1.0,0.18605,405.0532745834973,0.14,14109946.649073774,1.0515,0.014900000000000002,14109946.649073774,210238.20507119922,210238.20507119922,277480.6878142794,1452861.5936529292,21164.91997361066,705497.3324536886,14109.946649073772,12698.951984166397,112879.57319259018,42329.83994722132,28219.893298147545,0.05728470292594594,0.03619067433775946,0.0018638197283946153,0.008289456596417387,0.010940752263374485,0.03619067433775946,0.0018638197283946153,0.008289456596417387,0.010940752263374485,0.010940752263374483,0.14,0.14,1.0,14109946.649073774,18.34166666666667,default,SecondaryTreatmentWWTPZO,secondary_treatment_wwtp
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,14553481.836016277,0.0,0.0,423.3644062604885,290024.6807436391,15302986.150571115,506871.56010028167,1000000.0,0.7,100000.0,839.9247501053239,0.08399247501053239,839.9247501053239,0.06836567503482475,1.0003735961051004e-14,0.01562679997571147,1.0,0.18605,423.3644062604886,0.14,14553481.836016279,1.0515,0.014900000000000002,14553481.836016279,216846.87935664254,216846.87935664254,290024.6807436391,1502352.77020853,21830.222754024417,727674.0918008139,14553.481836016277,13098.13365241465,116427.85468813022,43660.44550804883,29106.963672032554,0.056674036943686536,0.0357137962689472,0.0018392605078507843,0.008180227903514085,0.010940752263374485,0.0357137962689472,0.0018392605078507843,0.008180227903514085,0.010940752263374485,0.010940752263374483,0.13999999999999999,0.14,1.0,14553481.836016279,19.170833333333334,default,SecondaryTreatmentWWTPZO,secondary_treatment_wwtp
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,14991297.096412001,0.0,0.0,441.67553793747993,302568.6736729989,15763348.896877222,525939.0004095378,1000000.0,0.7,100000.0,876.2527277777775,0.08762527277777776,876.2527277777776,0.0713225907774742,1.0436412217495643e-14,0.01630268200030756,1.0,0.18605,441.67553793748,0.14,14991297.096412003,1.0515,0.014900000000000002,14991297.096412003,223370.32673653885,223370.32673653885,302568.6736729989,1551367.4678224956,22486.945644618,749564.8548206001,14991.297096412001,13492.167386770803,119930.37677129601,44973.891289236,29982.594192824003,0.05609677607685261,0.03526300474727418,0.0018160447444846262,0.008076974321719324,0.010940752263374485,0.03526300474727418,0.0018160447444846262,0.008076974321719324,0.010940752263374485,0.010940752263374483,0.14,0.14,1.0,14991297.096412003,20.0,default,SecondaryTreatmentWWTPZO,secondary_treatment_wwtp
