fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.pump.capital_a_parameter[default],fs.costing.pump.capital_b_parameter[default],fs.costing.pump.reference_state[default],fs.unit.properties[0.0].flow_mass_comp[H2O],fs.unit.properties[0.0].flow_mass_comp[tds],fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[PumpZO],fs.costing.LCOW_aggregate_indirect_capex[PumpZO],fs.costing.LCOW_aggregate_fixed_opex[PumpZO],fs.costing.LCOW_aggregate_variable_opex[PumpZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit,fs.costing.pump.capital_a_parameter[abmet],fs.costing.pump.capital_b_parameter[abmet],fs.costing.pump.reference_state[abmet],fs.costing.pump.capital_a_parameter[gac_feed],fs.costing.pump.capital_b_parameter[gac_feed],fs.costing.pump.reference_state[gac_feed],fs.costing.pump.capital_a_parameter[raw_water],fs.costing.pump.capital_b_parameter[raw_water],fs.costing.pump.reference_state[raw_water],fs.costing.pump.capital_a_parameter[recharge_well],fs.costing.pump.capital_b_parameter[recharge_well],fs.costing.pump.reference_state[recharge_well],fs.costing.pump.capital_a_parameter[ultrafiltration_feed],fs.costing.pump.capital_b_parameter[ultrafiltration_feed],fs.costing.pump.reference_state[ultrafiltration_feed]
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,385980.7707768333,0.0,0.0,67.50931726742604,46247.08146971489,405858.78047184023,51998.194954289705,40299.0,0.8657,1.0,367.6610403634258,0.036766104036342576,67.50931726742604,0.051,385980.7707768333,1.0515,0.014900000000000002,385980.7707768333,5751.1134845748165,5751.1134845748165,46247.08146971489,78399.89106391385,578.9711561652499,19299.038538841665,385.9807707768333,347.38269369914997,3087.8461662146665,1157.9423123304998,771.9615415536666,0.006756479339681475,0.0021638519578256526,0.00011143837582802144,0.0004956292529413811,0.003985559753086419,0.0021638519578256526,0.00011143837582802144,0.0004956292529413811,0.003985559753086419,0.003985559753086419,0.051,0.051,1.0,385980.7707768333,8.391666666666666,default,PumpZO,pump,,,,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,418785.6570710655,0.0,0.0,74.1798009497586,50816.67889398165,440353.11841022543,57056.585184340525,40299.0,0.8657,1.0,403.9890180358795,0.040398901803587954,74.1798009497586,0.051,418785.6570710655,1.0515,0.014900000000000002,418785.6570710655,6239.9062903588765,6239.9062903588765,50816.67889398165,85702.18747900064,628.1784856065983,20939.282853553275,418.78565707106554,376.907091363959,3350.2852565685243,1256.3569712131966,837.5713141421311,0.006721635427619905,0.0021366418331805782,0.00011003705440879988,0.0004893967869441085,0.003985559753086419,0.0021366418331805782,0.00011003705440879988,0.0004893967869441085,0.003985559753086419,0.003985559753086418,0.051,0.051,1.0,418785.6570710655,9.220833333333333,default,PumpZO,pump,,,,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,451196.1869207489,0.0,0.0,80.85028463209116,55386.276318248405,474432.79054716753,62109.099503367564,40299.0,0.8657,1.0,440.3169957083331,0.04403169957083332,80.85028463209116,0.051,451196.1869207489,1.0515,0.014900000000000002,451196.1869207489,6722.8231851191595,6722.8231851191595,55386.276318248405,92971.63337760109,676.7942803811234,22559.809346037448,451.1961869207489,406.07656822867403,3609.5694953659913,1353.5885607622467,902.3923738414978,0.006690177148565371,0.0021120755992662887,0.00010877189336221414,0.00048376990285044924,0.003985559753086419,0.0021120755992662887,0.00010877189336221414,0.00048376990285044924,0.003985559753086419,0.003985559753086419,0.051000000000000004,0.051000000000000004,1.0,451196.1869207489,10.049999999999999,default,PumpZO,pump,,,,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,483249.14918152255,0.0,0.0,87.52076831442373,59955.87374251518,508136.48036437103,67156.28606531987,40299.0,0.8657,1.0,476.6449733807868,0.04766449733807868,87.52076831442373,0.051,483249.14918152255,1.0515,0.014900000000000002,483249.14918152255,7200.4123228046865,7200.4123228046865,59955.87374251518,100211.29332966299,724.8737237722838,24162.45745907613,483.24914918152257,434.92423426337035,3865.9931934521805,1449.7474475445676,966.4982983630451,0.006661534101140554,0.0020897078212376062,0.00010761995279373708,0.00047864657402279024,0.003985559753086419,0.0020897078212376062,0.00010761995279373708,0.00047864657402279024,0.003985559753086419,0.003985559753086419,0.051000000000000004,0.051000000000000004,1.0,483249.14918152255,10.879166666666665,default,PumpZO,pump,,,,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,514975.3604813103,0.0,0.0,94.1912519967563,64525.47116678194,541496.5915460978,72198.60403795345,40299.0,0.8657,1.0,512.9729510532405,0.05129729510532406,94.1912519967563,0.051,514975.3604813103,1.0515,0.014900000000000002,514975.3604813103,7673.132871171524,7673.132871171524,64525.47116678194,107423.73440910547,772.4630407219654,25748.768024065517,514.9753604813103,463.4778244331793,4119.802883850482,1544.9260814439308,1029.9507209626206,0.006635266734907411,0.002069195247677018,0.00010656355525536632,0.0004739481788886077,0.003985559753086419,0.002069195247677018,0.00010656355525536632,0.0004739481788886077,0.003985559753086419,0.003985559753086419,0.051,0.051,1.0,514975.3604813103,11.708333333333332,default,PumpZO,pump,,,,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,546400.9893829253,0.0,0.0,100.86173567908887,69095.06859104871,574540.640336146,77236.4433328543,40299.0,0.8657,1.0,549.3009287256942,0.05493009287256943,100.86173567908887,0.051,546400.9893829253,1.0515,0.014900000000000002,546400.9893829253,8141.374741805588,8141.374741805588,69095.06859104871,114611.13649866162,819.601484074388,27320.049469146266,546.4009893829253,491.7608904446328,4371.207915063403,1639.202968148776,1092.8019787658507,0.006611029443912252,0.0020502679897998915,0.00010558880147469455,0.0004696128995512471,0.003985559753086418,0.0020502679897998915,0.00010558880147469455,0.0004696128995512471,0.003985559753086418,0.003985559753086418,0.051,0.051,1.0,546400.9893829253,12.5375,default,PumpZO,pump,,,,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,577548.5186226799,0.0,0.0,107.53221936142141,73664.66601531547,607292.2673317479,82270.1389427934,40299.0,0.8657,1.0,585.6289063981479,0.0585628906398148,107.53221936142141,0.051,577548.5186226799,1.0515,0.014900000000000002,577548.5186226799,8605.472927477931,8605.472927477931,73664.66601531547,121775.37244587857,866.3227779340198,28877.425931133996,577.5485186226799,519.793666760412,4620.388148981439,1732.6455558680395,1155.0970372453598,0.006588545765435167,0.0020327101537922616,0.00010468457292030147,0.00046559128563618355,0.003985559753086419,0.0020327101537922616,0.00010468457292030147,0.00046559128563618355,0.003985559753086419,0.003985559753086419,0.051,0.051,1.0,577548.5186226799,13.366666666666665,default,PumpZO,pump,,,,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,608437.4607247451,0.0,0.0,114.20270304375397,78234.26343958222,639771.9899520695,87299.98160438093,40299.0,0.8657,1.0,621.9568840706015,0.062195688407060155,114.20270304375397,0.051,608437.4607247451,1.0515,0.014900000000000002,608437.4607247451,9065.718164798702,9065.718164798702,78234.26343958222,128918.06767492733,912.6561910871176,30421.873036237255,608.437460724745,547.5937146522706,4867.49968579796,1825.3123821742352,1216.87492144949,0.006567591223858852,0.002016346443335054,0.00010384184183175538,0.000461843185605623,0.003985559753086419,0.002016346443335054,0.00010384184183175538,0.000461843185605623,0.003985559753086419,0.003985559753086419,0.051,0.051,1.0,608437.4607247451,14.195833333333331,default,PumpZO,pump,,,,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,639084.9009474972,0.0,0.0,120.87318672608654,82803.860863849,671997.7733462934,92326.2258879667,40299.0,0.8657,1.0,658.2848617430552,0.06582848617430553,120.87318672608654,0.051,639084.9009474972,1.0515,0.014900000000000002,639084.9009474972,9522.36502411771,9522.36502411771,82803.860863849,136040.64541489352,958.6273514212459,31954.24504737486,639.0849009474972,575.1764108527476,5112.679207579978,1917.2547028424917,1278.1698018949944,0.00654798116287131,0.0020010326575917747,0.0001030531818659766,0.00045833557032713945,0.003985559753086419,0.0020010326575917747,0.0001030531818659766,0.00045833557032713945,0.003985559753086419,0.003985559753086419,0.051,0.051,1.0,639084.9009474972,15.024999999999999,default,PumpZO,pump,,,,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,669505.9164714501,0.0,0.0,127.54367040841912,87373.45828811577,703985.4711697298,97349.09644354037,40299.0,0.8657,1.0,694.612839415509,0.0694612839415509,127.54367040841912,0.051,669505.9164714501,1.0515,0.014900000000000002,669505.9164714501,9975.638155424607,9975.638155424607,87373.45828811577,143144.36161879596,1004.2588747071752,33475.29582357251,669.5059164714502,602.5553248243052,5356.047331771601,2008.5177494143504,1339.0118329429004,0.006529561925634805,0.0019866488036724187,0.00010231241338912974,0.0004550409554868377,0.003985559753086419,0.0019866488036724187,0.00010231241338912974,0.0004550409554868377,0.003985559753086419,0.003985559753086419,0.051,0.051,1.0,669505.9164714501,15.854166666666666,default,PumpZO,pump,,,,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,699713.905044827,0.0,0.0,134.21415409075166,91943.05571238251,735749.1711546357,102368.79289755043,40299.0,0.8657,1.0,730.9408170879626,0.07309408170879628,134.21415409075166,0.051,699713.905044827,1.0515,0.014900000000000002,699713.905044827,10425.737185167924,10425.737185167924,91943.05571238251,150230.3323402835,1049.5708575672406,34985.695252241356,699.713905044827,629.7425145403444,5597.711240358616,2099.1417151344813,1399.427810089654,0.006512204338098734,0.001973094007656411,0.00010161434139430525,0.0004519362359615992,0.003985559753086419,0.001973094007656411,0.00010161434139430525,0.0004519362359615992,0.003985559753086419,0.003985559753086419,0.051,0.051,1.0,699713.905044827,16.683333333333334,default,PumpZO,pump,,,,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,729720.8461767384,0.0,0.0,140.88463777308425,96512.6531366493,767301.4697548405,107385.49374468271,40299.0,0.8657,1.0,767.2687947604164,0.07672687947604165,140.88463777308425,0.051,729720.8461767384,1.0515,0.014900000000000002,729720.8461767384,10872.840608033403,10872.840608033403,96512.6531366493,157299.55549144052,1094.5812692651075,36486.04230883692,729.7208461767384,656.7487615590646,5837.766769413907,2189.162538530215,1459.4416923534768,0.006495798811555028,0.0019602826901059136,0.00010095455854045465,0.00044900180982223974,0.003985559753086419,0.0019602826901059136,0.00010095455854045465,0.00044900180982223974,0.003985559753086419,0.003985559753086419,0.051000000000000004,0.051000000000000004,1.0,729720.8461767384,17.5125,default,PumpZO,pump,,,,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,759537.5112632754,0.0,0.0,147.55512145541684,101082.25056091607,798653.6930933342,112399.35947873887,40299.0,0.8657,1.0,803.5967724328701,0.08035967724328703,147.55512145541684,0.051,759537.5112632754,1.0515,0.014900000000000002,759537.5112632754,11317.108917822805,11317.108917822805,101082.25056091607,164352.92834662303,1139.306266894913,37976.87556316377,759.5375112632754,683.583760136948,6076.300090106203,2278.612533789826,1519.0750225265508,0.006480251605848896,0.0019481416479520087,0.00010032929486952876,0.00044622090994093905,0.003985559753086419,0.0019481416479520087,0.00010032929486952876,0.00044622090994093905,0.003985559753086419,0.003985559753086419,0.051,0.051,1.0,759537.5112632754,18.34166666666667,default,PumpZO,pump,,,,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,789173.6344897345,0.0,0.0,154.2256051377494,105651.84798518283,829816.076665956,117410.53513907988,40299.0,0.8657,1.0,839.9247501053239,0.08399247501053239,154.2256051377494,0.051,789173.6344897345,1.0515,0.014900000000000002,789173.6344897345,11758.687153897046,11758.687153897046,105651.84798518283,171391.26177888512,1183.760451734602,39458.68172448673,789.1736344897346,710.2562710407611,6313.389075917877,2367.520903469204,1578.3472689794692,0.00646548193906105,0.0019366077974029264,9.973530156625089e-05,0.00044357908700545345,0.003985559753086419,0.0019366077974029264,9.973530156625089e-05,0.00044357908700545345,0.003985559753086419,0.003985559753086419,0.051000000000000004,0.051000000000000004,1.0,789173.6344897345,19.170833333333334,default,PumpZO,pump,,,,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,818638.0532115261,0.0,0.0,160.89608882008196,110221.4454094496,860797.9129519198,122419.15240230135,40299.0,0.8657,1.0,876.2527277777775,0.08762527277777776,160.89608882008196,0.051,818638.0532115261,1.0515,0.014900000000000002,818638.0532115261,12197.706992851741,12197.706992851741,110221.4454094496,178415.29195393072,1227.9570798172892,40931.90266057631,818.6380532115262,736.7742478903735,6549.10442569221,2455.9141596345785,1637.2761064230524,0.0064514197242217085,0.001925626406510647,9.916975993529851e-05,0.00044106380468934397,0.003985559753086419,0.001925626406510647,9.916975993529851e-05,0.00044106380468934397,0.003985559753086419,0.003985559753086419,0.051,0.051,1.0,818638.0532115261,20.0,default,PumpZO,pump,,,,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5021.799226907847,0.0,0.0,0.4038123661274933,276.630606717563,5280.421887093601,351.45541519848996,,,,4.381263638888887,0.0004381263638888888,0.4038123661274933,0.025599666,5021.799226907847,1.0515,0.014900000000000002,5021.799226907847,74.82480848092693,74.82480848092693,276.630606717563,694.9544367832309,7.53269884036177,251.08996134539234,5.021799226907847,4.519619304217063,40.174393815262775,15.06539768072354,10.043598453815694,0.005025850320113157,0.0023624870995411365,0.00012166808562636872,0.0005411265368661454,0.0020005685980795064,0.0023624870995411365,0.00012166808562636872,0.0005411265368661454,0.0020005685980795064,0.002000568598079506,0.025599666,0.025599666,1.0,5021.799226907847,0.1,abmet,PumpZO,pump,24348.0,0.8671,1.0,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,34697.11172724594,0.0,0.0,3.752089901934626,2570.3593874173566,36484.01298119911,3087.3463521533213,,,,40.70924131134258,0.004070924131134258,3.752089901934626,0.025599666,34697.11172724594,1.0515,0.014900000000000002,34697.11172724594,516.9869647359645,516.9869647359645,2570.3593874173566,5460.6837540677625,52.04566759086891,1734.855586362297,34.69711172724594,31.227400554521346,277.5768938179675,104.09133518173782,69.39422345449188,0.004250173145401102,0.0017567493577238602,9.047259192277888e-05,0.00040238259767495717,0.002000568598079506,0.0017567493577238602,9.047259192277888e-05,0.00040238259767495717,0.002000568598079506,0.002000568598079506,0.025599666,0.025599666,1.0,34697.11172724594,0.9291666666666666,abmet,PumpZO,pump,24348.0,0.8671,1.0,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,60323.51006443318,0.0,0.0,7.100367437741758,4864.0881681171495,63430.1708327515,5762.908468077204,,,,77.03721898379627,0.007703721898379629,7.100367437741758,0.025599666,60323.51006443318,1.0515,0.014900000000000002,60323.51006443318,898.8202999600545,898.8202999600545,4864.0881681171495,9889.13210813479,90.48526509664978,3016.1755032216593,60.32351006443319,54.29115905798987,482.5880805154655,180.97053019329957,120.64702012886637,0.004067337283783742,0.0016139701377726888,8.311946209529377e-05,0.000369679085836254,0.0020005685980795064,0.0016139701377726888,8.311946209529377e-05,0.000369679085836254,0.0020005685980795064,0.002000568598079506,0.025599666,0.025599666,1.0,60323.51006443318,1.7583333333333333,abmet,PumpZO,pump,24348.0,0.8671,1.0,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,84327.24350711342,0.0,0.0,10.448644973548891,7157.816948816944,88670.09654772977,8414.292877072934,,,,113.36519665624996,0.011336519665624998,10.448644973548891,0.025599666,84327.24350711342,1.0515,0.014900000000000002,84327.24350711342,1256.47592825599,1256.47592825599,7157.816948816944,14182.409906209432,126.49086526067013,4216.362175355672,84.32724350711342,75.89451915640208,674.6179480569074,252.98173052134027,168.65448701422685,0.003963901858113851,0.0015331958888817798,7.895958827741182e-05,0.0003511777828751537,0.002000568598079506,0.0015331958888817798,7.895958827741182e-05,0.0003511777828751537,0.002000568598079506,0.002000568598079506,0.025599666,0.025599666,1.0,84327.24350711342,2.5875,abmet,PumpZO,pump,24348.0,0.8671,1.0,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,107311.47621248066,0.0,0.0,13.796922509356019,9451.545729516734,112838.01723742342,11050.486725082696,,,,149.69317432870363,0.014969317432870366,13.796922509356019,0.025599666,107311.47621248066,1.0515,0.014900000000000002,107311.47621248066,1598.940995565962,1598.940995565962,9451.545729516734,18390.761677990075,160.96721431872098,5365.573810624033,107.31147621248066,96.5803285912326,858.4918096998452,321.93442863744195,214.6229524249613,0.0038926945243306895,0.001477589032095446,7.609583515291553e-05,0.0003384410590028223,0.002000568598079506,0.001477589032095446,7.609583515291553e-05,0.0003384410590028223,0.002000568598079506,0.002000568598079506,0.025599666,0.025599666,1.0,107311.47621248066,3.4166666666666665,abmet,PumpZO,pump,24348.0,0.8671,1.0,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,129558.53029702062,0.0,0.0,17.145200045163154,11745.27451021653,136230.7946073172,13675.696611642137,,,,186.02115200115733,0.018602115200115732,17.145200045163154,0.025599666,129558.53029702062,1.0515,0.014900000000000002,129558.53029702062,1930.4221014256075,1930.4221014256075,11745.27451021653,22537.705302974522,194.33779544553093,6477.926514851031,129.55853029702064,116.60267726731857,1036.468242376165,388.67559089106186,259.1170605940413,0.003838839651017196,0.0014355329675233757,7.39299478274537e-05,0.00032880813758686046,0.002000568598079506,0.0014355329675233757,7.39299478274537e-05,0.00032880813758686046,0.002000568598079506,0.002000568598079506,0.025599666,0.025599666,1.0,129558.53029702062,4.245833333333333,abmet,PumpZO,pump,24348.0,0.8671,1.0,,,,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,151231.73739489756,0.0,0.0,20.493477580970282,14039.00329091632,159020.1718707348,16292.356178100294,,,,222.349129673611,0.022234912967361103,20.493477580970282,0.025599666,151231.73739489756,1.0515,0.014900000000000002,151231.73739489756,2253.352887183974,2253.352887183974,14039.00329091632,26636.84656500382,226.84760609234635,7561.586869744879,151.23173739489755,136.1085636554078,1209.8538991591804,453.6952121846927,302.4634747897951,0.0037957708026386855,0.0014018998688452382,7.219784324553004e-05,0.0003211044924684119,0.002000568598079506,0.0014018998688452382,7.219784324553004e-05,0.0003211044924684119,0.002000568598079506,0.002000568598079506,0.025599666,0.025599666,1.0,151231.73739489756,5.074999999999999,abmet,PumpZO,pump,24348.0,0.8671,1.0,,,,,,,,,,,,
