fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.struvite_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.cofermentation.unit_capex[default],fs.costing.cofermentation.unit_opex[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[cod],fs.unit.properties_in[0.0].flow_mass_comp[nonbiodegradable_cod],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[cod],fs.unit.properties_treated[0.0].flow_mass_comp[nonbiodegradable_cod],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[cod],fs.unit.properties_byproduct[0.0].flow_mass_comp[nonbiodegradable_cod],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,cod]","fs.unit.removal_frac_mass_comp[0.0,nonbiodegradable_cod]","fs.unit.reaction_conversion[0.0,cod_to_nonbiodegradable_cod]","fs.unit.extent_of_reaction[0.0,cod_to_nonbiodegradable_cod]","fs.unit.generation_ratio[cod_to_nonbiodegradable_cod,H2O]","fs.unit.generation_ratio[cod_to_nonbiodegradable_cod,cod]","fs.unit.generation_ratio[cod_to_nonbiodegradable_cod,nonbiodegradable_cod]",fs.unit.electricity[0.0],fs.unit.costing.capital_cost,fs.unit.costing.fixed_operating_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[CofermentationZO],fs.costing.LCOW_aggregate_indirect_capex[CofermentationZO],fs.costing.LCOW_aggregate_fixed_opex[CofermentationZO],fs.costing.LCOW_aggregate_variable_opex[CofermentationZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],"fs.unit.generation_rxn_comp[0.0,cod_to_nonbiodegradable_cod,H2O]","fs.unit.generation_rxn_comp[0.0,cod_to_nonbiodegradable_cod,cod]","fs.unit.generation_rxn_comp[0.0,cod_to_nonbiodegradable_cod,nonbiodegradable_cod]",fs.unit.properties_in[0.0].flow_vol,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.lift_height,fs.unit.eta_pump,fs.unit.eta_motor,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,500941317.7096034,87438624.54223125,0.0,135.50535119381595,92827.58691542115,526739795.57164806,94995477.76301976,7.14,5.63,367.6610403634258,0.036766104036342576,0.036766104036342576,367.66104036341324,0.01838304369560806,4.68272264836355e-16,4.681137619646564e-15,4.682723513052845e-16,0.05514915855133782,1.0,0,1,0.5,0.01838305534722602,0,-1,1,135.50535119381595,500941317.7096034,87438624.54223125,1.0515,0.0149,303600798.6118809,7464025.633873091,94902650.17610434,92827.58691542115,129260657.37884697,751411.9765644051,25047065.885480173,500941.31770960346,450847.1859386431,4007530.5416768277,1502823.9531288103,1001882.6354192069,11.138531341443628,1.701850326817487,1.2508174439526827,8.17786451661343,0.007999054060026815,1.701850326817487,1.2508174439526827,8.17786451661343,0.007999054060026815,0.007999054060026814,0.1023574559998629,0.1023574559998629,0.0,-0.01838305534722602,0.01838305534722602,0.36773457257149844,1.65,303600798.6118809,100,0.9,0.9,8.391666666666666,default,CofermentationZO,cofermentation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,550438498.5557858,96078290.02579829,0.0,148.89441022438666,101999.726834075,578786081.2314088,104381823.38111357,7.14,5.63,403.9890180358795,0.040398901803587954,0.040398901803587954,403.9890180358659,0.020199441757001366,5.145413036513989e-16,5.143677171993365e-15,5.145416428810156e-16,0.060598355448782774,1.0,0,1,0.5,0.020199454559677796,0,-1,1,148.89441022438666,550438498.5557858,96078290.02579829,1.0515,0.0149,333599090.0338096,8201533.628481208,104279823.6542795,101999.726834075,142032688.56970626,825657.7478336787,27521924.92778929,550438.4985557857,495394.64870020724,4403507.988446286,1651315.4956673575,1100876.9971115715,11.13853134144363,1.7018503268174872,1.2508174439526827,8.17786451661343,0.007999054060026817,1.7018503268174872,1.2508174439526827,8.17786451661343,0.007999054060026817,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.0,-0.020199454559677796,0.020199454559677796,0.4040698158394867,1.65,333599090.0338096,100,0.9,0.9,9.220833333333333,default,CofermentationZO,cofermentation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,599935679.4019679,104717955.50936529,0.0,162.28346925495728,111171.86675272878,630832366.8911693,113768168.99920735,7.14,5.63,440.3169957083331,0.04403169957083332,0.04403169957083332,440.3169957083331,0.022015849785416666,3.3757193862745445e-24,5.246710018025735e-17,1.304465326970217e-18,0.06604754935624998,1.0,0,1,0.5,0.02201584978541666,0,-1,1,162.28346925495728,599935679.4019679,104717955.50936529,1.0515,0.0149,363597381.4557381,8939041.623089321,113656997.1324546,111171.86675272878,154804719.76056546,899903.5191029519,29996783.970098395,599935.6794019679,539942.1114617712,4799485.435215743,1799807.0382059037,1199871.3588039358,11.138531341443626,1.701850326817487,1.2508174439526827,8.177864516613429,0.007999054060026814,1.701850326817487,1.2508174439526827,8.177864516613429,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.0,-0.02201584978541666,0.02201584978541666,0.44040505910747474,1.65,363597381.4557381,100,0.9,0.9,10.049999999999999,default,CofermentationZO,cofermentation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,649432860.2481501,113357620.99293232,0.0,175.672528285528,120344.00667138261,682878652.5509299,123154514.61730114,7.14,5.63,476.6449733807868,0.04766449733807868,0.04766449733807868,476.6449733807706,0.023832237879445165,6.070801183638823e-16,6.0687445657391635e-15,6.070800557852224e-16,0.07149674924407508,1.0,0,1,0.5,0.02383225298492414,0,-1,1,175.672528285528,649432860.2481501,113357620.99293232,1.0515,0.0149,393595672.8776668,9676549.617697436,123034170.61062975,120344.00667138261,167576750.9514247,974149.2903722252,32471643.012407508,649432.8602481501,584489.5742233351,5195462.881985201,1948298.5807444504,1298865.7204963001,11.138531341443624,1.7018503268174867,1.2508174439526822,8.177864516613429,0.007999054060026814,1.7018503268174867,1.2508174439526822,8.177864516613429,0.007999054060026814,0.007999054060026814,0.10235745599986289,0.10235745599986289,0.0,-0.02383225298492414,0.02383225298492414,0.47674030237546294,1.65,393595672.8776668,100,0.9,0.9,10.879166666666665,default,CofermentationZO,cofermentation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,698930041.0943325,121997286.47649938,0.0,189.06158731609867,129516.14659003644,734924938.2106906,132540860.23539497,7.14,5.63,512.9729510532405,0.05129729510532406,0.05129729510532406,512.9729510532233,0.025648635940827183,6.533485234484676e-16,6.5312802144425284e-15,6.533492906101331e-16,0.07694594614153552,1.0,0,1,0.5,0.025648652197387208,0,-1,1,189.06158731609867,698930041.0943325,121997286.47649938,1.0515,0.0149,423593964.2995955,10414057.612305554,132411344.08880493,129516.14659003644,180348782.14228398,1048395.0616414987,34946502.054716624,698930.0410943325,629037.0369848993,5591440.32875466,2096790.1232829974,1397860.082188665,11.138531341443626,1.701850326817487,1.2508174439526822,8.17786451661343,0.007999054060026814,1.701850326817487,1.2508174439526822,8.17786451661343,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.0,-0.025648652197387208,0.025648652197387208,0.5130755456434511,1.65,423593964.2995955,100,0.9,0.9,11.708333333333332,default,CofermentationZO,cofermentation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,748427221.9405148,130636951.96006644,0.0,202.45064634666943,138688.2865086903,786971223.8704515,141927205.8534888,7.14,5.63,549.3009287256942,0.05493009287256943,0.05493009287256943,549.3009287256942,0.027465046436284692,2.9674241032856707e-18,6.993822528463916e-15,1.7531768213310127e-24,0.08239513930885417,1.0,0,1,0.5,0.02746504643628473,0,-1,1,202.45064634666943,748427221.9405148,130636951.96006644,1.0515,0.0149,453592255.7215241,11151565.60691367,141788517.56698012,138688.2865086903,193120813.33314326,1122640.8329107722,37421361.097025745,748427.2219405149,673584.4997464634,5987417.775524119,2245281.6658215444,1496854.4438810297,11.138531341443626,1.7018503268174867,1.2508174439526827,8.17786451661343,0.007999054060026815,1.7018503268174867,1.2508174439526827,8.17786451661343,0.007999054060026815,0.007999054060026814,0.10235745599986291,0.10235745599986291,0.0,-0.02746504643628473,0.02746504643628473,0.5494107889114394,1.65,453592255.7215241,100,0.9,0.9,12.5375,default,CofermentationZO,cofermentation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,797924402.7866969,139276617.44363347,0.0,215.83970537724008,147860.42642734412,839017509.5302119,151313551.4715826,7.14,5.63,585.6289063981479,0.0585628906398148,0.0585628906398148,585.6289063981282,0.029281432063412778,7.45888375990484e-16,7.456351511836296e-15,7.458877602586997e-16,0.08784433993663876,1.0,0,1,0.5,0.029281450622491767,0,-1,1,215.83970537724008,797924402.7866969,139276617.44363347,1.0515,0.0149,483590547.1434527,11889073.601521784,151165691.04515526,147860.42642734412,205892844.5240025,1196886.6041800454,39896220.13933485,797924.4027866969,718131.9625080273,6383395.222293575,2393773.208360091,1595848.8055733938,11.138531341443624,1.7018503268174865,1.2508174439526822,8.177864516613429,0.007999054060026814,1.7018503268174865,1.2508174439526822,8.177864516613429,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.0,-0.029281450622491767,0.029281450622491767,0.5857460321794276,1.65,483590547.1434527,100,0.9,0.9,13.366666666666665,default,CofermentationZO,cofermentation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,847421583.6328791,147916282.92720047,0.0,229.22876440781076,157032.56634599794,891063795.1899725,160699897.08967635,7.14,5.63,621.9568840706015,0.062195688407060155,0.062195688407060155,621.9568840705806,0.031097830124793977,7.92156831982885e-16,7.918887160518087e-15,7.92156995080936e-16,0.09329353683409025,1.0,0,1,0.5,0.03109784983495563,0,-1,1,229.22876440781076,847421583.6328791,147916282.92720047,1.0515,0.0149,513588838.56538135,12626581.5961299,160542864.52333036,157032.56634599794,218664875.7148617,1271132.3754493187,42371079.18164396,847421.5836328792,762679.4252695913,6779372.669063034,2542264.7508986373,1694843.1672657584,11.138531341443624,1.701850326817487,1.2508174439526827,8.177864516613429,0.007999054060026815,1.701850326817487,1.2508174439526827,8.177864516613429,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.0,-0.03109784983495563,0.03109784983495563,0.6220812754474156,1.65,513588838.56538135,100,0.9,0.9,14.195833333333331,default,CofermentationZO,cofermentation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,896918764.4790611,156555948.4107675,0.0,242.61782343838138,166204.70626465173,943110080.8497329,170086242.70777014,7.14,5.63,658.2848617430552,0.06582848617430553,0.06582848617430553,658.2848617430328,0.03291422818591742,8.384257653759859e-16,8.38143720222366e-15,8.384264391284441e-16,0.09874273373184614,1.0,0,1,0.5,0.032914249047677265,0,-1,1,242.61782343838138,896918764.4790611,156555948.4107675,1.0515,0.0149,543587129.9873098,13364089.590738012,169920038.0015055,166204.70626465173,231436906.90572092,1345378.1467185917,44845938.22395306,896918.7644790611,807226.8880311551,7175350.115832489,2690756.2934371834,1793837.5289581222,11.138531341443622,1.7018503268174863,1.250817443952682,8.177864516613427,0.007999054060026812,1.7018503268174863,1.250817443952682,8.177864516613427,0.007999054060026812,0.007999054060026814,0.10235745599986286,0.10235745599986286,0.0,-0.032914249047677265,0.032914249047677265,0.6584165187154039,1.65,543587129.9873098,100,0.9,0.9,15.024999999999999,default,CofermentationZO,cofermentation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,946415945.325244,165195613.89433458,0.0,256.00688246895214,175376.84618330558,995156366.5094941,179472588.32586402,7.14,5.63,694.612839415509,0.0694612839415509,0.0694612839415509,694.612839415509,0.034730641970775473,5.3393650725267764e-24,8.276837320787225e-17,7.15991956509335e-18,0.10419192591232637,1.0,0,1,0.5,0.03473064197077545,0,-1,1,256.00688246895214,946415945.325244,165195613.89433458,1.0515,0.0149,573585421.4092388,14101597.585346134,179297211.47968072,175376.84618330558,244208938.09658027,1419623.9179878659,47320797.2662622,946415.945325244,851774.3507927196,7571327.562601952,2839247.8359757317,1892831.890650488,11.138531341443624,1.7018503268174872,1.250817443952682,8.177864516613429,0.007999054060026814,1.7018503268174872,1.250817443952682,8.177864516613429,0.007999054060026814,0.007999054060026812,0.10235745599986287,0.10235745599986287,0.0,-0.03473064197077545,0.03473064197077545,0.6947517619833922,1.65,573585421.4092388,100,0.9,0.9,15.854166666666666,default,CofermentationZO,cofermentation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,995913126.1714258,173835279.37790158,0.0,269.3959414995228,184548.9861019594,1047202652.1692543,188858933.94395778,7.14,5.63,730.9408170879626,0.07309408170879628,0.07309408170879628,730.9408170879626,0.036547040854398145,5.6033204490334666e-24,8.709719046956075e-17,2.356017974640975e-18,0.10964112256319442,1.0,0,1,0.5,0.03654704085439814,0,-1,1,269.3959414995228,995913126.1714258,173835279.37790158,1.0515,0.0149,603583712.8311672,14839105.579954244,188674384.95785582,184548.9861019594,256980969.28743947,1493869.6892571389,49795656.308571294,995913.1261714258,896321.8135542833,7967305.009371406,2987739.3785142777,1991826.2523428516,11.138531341443624,1.7018503268174865,1.250817443952682,8.177864516613429,0.007999054060026814,1.7018503268174865,1.250817443952682,8.177864516613429,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.0,-0.03654704085439814,0.03654704085439814,0.7310870052513803,1.65,603583712.8311672,100,0.9,0.9,16.683333333333334,default,CofermentationZO,cofermentation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1045410307.0176083,182474944.86146867,0.0,282.7850005300935,193721.1260206132,1099248937.8290153,198245279.56205165,7.14,5.63,767.2687947604164,0.07672687947604165,0.07672687947604165,767.2687947603903,0.03836342236988952,9.773302027500723e-16,9.769984044071245e-15,9.77329382840276e-16,0.11509032442444568,1.0,0,1,0.5,0.03836344668524041,0,-1,1,282.7850005300935,1045410307.0176083,182474944.86146867,1.0515,0.0149,633582004.253096,15576613.574562363,198051558.43603104,193721.1260206132,269753000.4782988,1568115.4605264124,52270515.350880414,1045410.3070176083,940869.2763158475,8363282.4561408665,3136230.9210528247,2090820.6140352166,11.138531341443626,1.7018503268174867,1.2508174439526825,8.17786451661343,0.007999054060026814,1.7018503268174867,1.2508174439526825,8.17786451661343,0.007999054060026814,0.007999054060026812,0.10235745599986286,0.10235745599986286,0.0,-0.03836344668524041,0.03836344668524041,0.7674222485193685,1.65,633582004.253096,100,0.9,0.9,17.5125,default,CofermentationZO,cofermentation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1094907487.8637908,191114610.34503573,0.0,296.17405956066426,202893.2659392671,1151295223.488776,207631625.18014547,7.14,5.63,803.5967724328701,0.08035967724328703,0.08035967724328703,803.5967724328427,0.04017982043109693,1.0237020157794461e-15,1.0233566222630475e-14,1.0237026909477108e-15,0.12053952132209651,1.0,0,1,0.5,0.040179845897878104,0,-1,1,296.17405956066426,1094907487.8637908,191114610.34503573,1.0515,0.0149,663580295.6750247,16314121.569170482,207428731.9142062,202893.2659392671,282525031.6691581,1642361.231795686,54745374.39318954,1094907.4878637907,985416.7390774118,8759259.902910326,3284722.463591372,2189814.9757275814,11.138531341443628,1.7018503268174872,1.2508174439526822,8.17786451661343,0.007999054060026815,1.7018503268174872,1.2508174439526822,8.17786451661343,0.007999054060026815,0.007999054060026814,0.10235745599986289,0.10235745599986289,0.0,-0.040179845897878104,0.040179845897878104,0.8037574917873567,1.65,663580295.6750247,100,0.9,0.9,18.34166666666667,default,CofermentationZO,cofermentation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1144404668.7099733,199754275.8286028,0.0,309.56311859123497,212065.40585792094,1203341509.1485372,217017970.79823932,7.14,5.63,839.9247501053239,0.08399247501053239,0.08399247501053239,839.9247501052955,0.04199621849233483,1.0700769424562515e-15,1.0697133719288419e-14,1.0700757329187625e-15,0.12598871821978178,1.0,0,1,0.5,0.04199624511048525,0,-1,1,309.56311859123497,1144404668.7099733,199754275.8286028,1.0515,0.0149,693578587.0969536,17051629.5637786,216805905.3923814,212065.40585792094,295297062.8600174,1716607.00306496,57220233.43549867,1144404.6687099733,1029964.2018389761,9155237.349679787,3433214.00612992,2288809.3374199467,11.138531341443628,1.7018503268174872,1.250817443952683,8.17786451661343,0.007999054060026814,1.7018503268174872,1.250817443952683,8.17786451661343,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.0,-0.04199624511048525,0.04199624511048525,0.840092735055345,1.65,693578587.0969536,100,0.9,0.9,19.170833333333334,default,CofermentationZO,cofermentation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1193901849.5561552,208393941.31216982,0.0,322.9521776218057,221237.54577657479,1255387794.8082974,226404316.4163331,7.14,5.63,876.2527277777775,0.08762527277777776,0.08762527277777776,876.2527277777776,0.043812636388888895,6.750871591973305e-24,1.0441213966294327e-16,2.956718675524949e-18,0.13143790916666664,1.0,0,1,0.5,0.04381263638888888,0,-1,1,322.9521776218057,1193901849.5561552,208393941.31216982,1.0515,0.0149,723576878.518882,17789137.558386713,226183078.87055653,221237.54577657479,308069094.0508766,1790852.7743342328,59695092.47780776,1193901.8495561553,1074511.6646005397,9551214.796449242,3581705.5486684656,2387803.6991123105,11.138531341443626,1.7018503268174867,1.2508174439526827,8.17786451661343,0.007999054060026815,1.7018503268174867,1.2508174439526827,8.17786451661343,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.0,-0.04381263638888888,0.04381263638888888,0.8764279783233331,1.65,723576878.518882,100,0.9,0.9,20.0,default,CofermentationZO,cofermentation
