fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.microfiltration.capital_a_parameter[default],fs.costing.microfiltration.capital_b_parameter[default],fs.costing.microfiltration.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[MicroFiltrationZO],fs.costing.LCOW_aggregate_indirect_capex[MicroFiltrationZO],fs.costing.LCOW_aggregate_fixed_opex[MicroFiltrationZO],fs.costing.LCOW_aggregate_variable_opex[MicroFiltrationZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5811821.215428456,0.0,0.0,238.26817859091545,163224.99342252314,6111130.008023022,249821.12953240713,500000.0,1.0,1.0,367.6610403634258,0.036766104036342576,349.27798834525447,0.033089493632708335,18.38305201817132,0.0036766104036342583,0.95,0.1,238.26817859091545,0.18,5811821.215428456,1.0515,0.014900000000000002,5811821.215428456,86596.136109884,86596.136109884,163224.99342252314,647358.9065164467,8717.731823142683,290591.0607714228,5811.821215428456,5230.63909388561,46494.569723427645,17435.463646285367,11623.642430856911,0.055789198401710295,0.03258172859292176,0.0016779590225354745,0.0074628293047715845,0.014066681481481479,0.03258172859292176,0.0016779590225354745,0.0074628293047715845,0.014066681481481479,0.014066681481481479,0.18,0.18,1.0,5811821.215428456,8.391666666666666,default,MicroFiltrationZO,microfiltration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6386077.631451427,0.0,0.0,261.8110621756186,179352.98433169993,6714960.629471175,274505.54104032624,500000.0,1.0,1.0,403.9890180358795,0.040398901803587954,383.7895671340856,0.03635901162322915,20.199450901793938,0.0040398901803587964,0.95,0.1,261.8110621756186,0.18,6386077.631451427,1.0515,0.014900000000000002,6386077.631451427,95152.55670862627,95152.55670862627,179352.98433169993,711323.3664949834,9579.11644717714,319303.88157257135,6386.077631451427,5747.469868306285,51088.621051611415,19158.23289435428,12772.155262902854,0.055789198401710295,0.03258172859292176,0.0016779590225354773,0.007462829304771585,0.014066681481481477,0.03258172859292176,0.0016779590225354773,0.007462829304771585,0.014066681481481477,0.014066681481481477,0.18,0.18,1.0,6386077.631451427,9.220833333333333,default,MicroFiltrationZO,microfiltration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6960334.0474743955,0.0,0.0,285.3539457603217,195480.97524087672,7318791.250919327,299189.95254824526,500000.0,1.0,1.0,440.3169957083331,0.04403169957083332,418.30114592291636,0.03962852961374999,22.01584978541668,0.004403169957083332,0.95,0.1,285.3539457603217,0.18,6960334.0474743955,1.0515,0.014900000000000002,6960334.0474743955,103708.9773073685,103708.9773073685,195480.97524087672,775287.82647352,10440.501071211593,348016.7023737198,6960.334047474395,6264.3006427269565,55682.67237979516,20881.002142423185,13920.66809494879,0.055789198401710295,0.03258172859292176,0.0016779590225354717,0.007462829304771585,0.014066681481481479,0.03258172859292176,0.0016779590225354717,0.007462829304771585,0.014066681481481479,0.014066681481481479,0.18,0.18,1.0,6960334.0474743955,10.049999999999999,default,MicroFiltrationZO,microfiltration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7534590.463497366,0.0,0.0,308.8968293450249,211608.96615005354,7922621.872367481,323874.3640561643,500000.0,1.0,1.0,476.6449733807868,0.04766449733807868,452.8127247117474,0.04289804760427081,23.832248669039302,0.004766449733807884,0.95,0.1,308.8968293450249,0.18,7534590.463497366,1.0515,0.014900000000000002,7534590.463497366,112265.39790611077,112265.39790611077,211608.96615005354,839252.2864520566,11301.885695246048,376729.5231748683,7534.590463497366,6781.13141714763,60276.72370797893,22603.771390492097,15069.180926994732,0.05578919840171029,0.03258172859292176,0.001677959022535474,0.0074628293047715845,0.01406668148148148,0.03258172859292176,0.001677959022535474,0.0074628293047715845,0.01406668148148148,0.014066681481481479,0.18,0.18,1.0,7534590.463497366,10.879166666666665,default,MicroFiltrationZO,microfiltration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8108846.879520337,0.0,0.0,332.4397129297281,227736.9570592304,8526452.493815636,348558.7755640834,500000.0,1.0,1.0,512.9729510532405,0.05129729510532406,487.32430350057854,0.04616756559479165,25.648647552661977,0.005129729510532407,0.95,0.1,332.4397129297281,0.18,8108846.879520337,1.0515,0.014900000000000002,8108846.879520337,120821.81850485304,120821.81850485304,227736.9570592304,903216.7464305935,12163.270319280506,405442.34397601685,8108.846879520337,7297.962191568304,64870.7750361627,24326.54063856101,16217.693759040674,0.0557891984017103,0.032581728592921765,0.0016779590225354656,0.007462829304771585,0.01406668148148148,0.032581728592921765,0.0016779590225354656,0.007462829304771585,0.01406668148148148,0.01406668148148148,0.18,0.18,1.0,8108846.879520337,11.708333333333332,default,MicroFiltrationZO,microfiltration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8683103.29554331,0.0,0.0,355.9825965144313,243864.9479684072,9130283.11526379,373243.18707200256,500000.0,1.0,1.0,549.3009287256942,0.05493009287256943,521.8358822894095,0.04943708358531248,27.465046436284663,0.005493009287256944,0.95,0.1,355.9825965144313,0.18,8683103.29554331,1.0515,0.014900000000000002,8683103.29554331,129378.23910359532,129378.23910359532,243864.9479684072,967181.2064091302,13024.654943314965,434155.1647771655,8683.10329554331,7814.792965988979,69464.82636434647,26049.30988662993,17366.20659108662,0.05578919840171029,0.03258172859292176,0.0016779590225354678,0.0074628293047715845,0.014066681481481477,0.03258172859292176,0.0016779590225354678,0.0074628293047715845,0.014066681481481477,0.014066681481481477,0.18,0.18,1.0,8683103.29554331,12.5375,default,MicroFiltrationZO,microfiltration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9257359.711566277,0.0,0.0,379.5254800991344,259992.938877584,9734113.736711942,397927.5985799215,500000.0,1.0,1.0,585.6289063981479,0.0585628906398148,556.3474610782405,0.052706601575833324,29.281445319907352,0.005856289063981462,0.95,0.1,379.5254800991344,0.18,9257359.711566277,1.0515,0.014900000000000002,9257359.711566277,137934.65970233755,137934.65970233755,259992.938877584,1031145.6663876667,13886.039567349415,462867.9855783139,9257.359711566278,8331.62374040965,74058.87769253022,27772.07913469883,18514.719423132556,0.055789198401710295,0.03258172859292175,0.0016779590225354769,0.0074628293047715845,0.01406668148148148,0.03258172859292175,0.0016779590225354769,0.0074628293047715845,0.01406668148148148,0.01406668148148148,0.18,0.18,1.0,9257359.711566277,13.366666666666665,default,MicroFiltrationZO,microfiltration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9831616.127589248,0.0,0.0,403.06836368383756,276120.9297867608,10337944.358160095,422612.0100878406,500000.0,1.0,1.0,621.9568840706015,0.062195688407060155,590.8590398670714,0.05597611956635413,31.097844203530116,0.006219568840706017,0.95,0.1,403.06836368383756,0.18,9831616.127589248,1.0515,0.014900000000000002,9831616.127589248,146491.0803010798,146491.0803010798,276120.9297867608,1095110.1263662034,14747.424191383872,491580.8063794624,9831.616127589248,8848.454514830324,78652.92902071399,29494.848382767745,19663.232255178496,0.055789198401710295,0.03258172859292176,0.0016779590225354728,0.007462829304771585,0.014066681481481479,0.03258172859292176,0.0016779590225354728,0.007462829304771585,0.014066681481481479,0.01406668148148148,0.18,0.18,1.0,9831616.127589248,14.195833333333331,default,MicroFiltrationZO,microfiltration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10405872.54361222,0.0,0.0,426.61124726854075,292248.92069593765,10941774.97960825,447296.42159575975,500000.0,1.0,1.0,658.2848617430552,0.06582848617430553,625.3706186559024,0.05924563755687499,32.91424308715279,0.006582848617430574,0.95,0.1,426.61124726854075,0.18,10405872.54361222,1.0515,0.014900000000000002,10405872.54361222,155047.5008998221,155047.5008998221,292248.92069593765,1159074.5863447404,15608.80881541833,520293.627180611,10405.87254361222,9365.285289250998,83246.98034889776,31217.61763083666,20811.74508722444,0.0557891984017103,0.03258172859292176,0.0016779590225354686,0.007462829304771585,0.014066681481481479,0.03258172859292176,0.0016779590225354686,0.007462829304771585,0.014066681481481479,0.014066681481481479,0.18,0.18,1.0,10405872.54361222,15.024999999999999,default,MicroFiltrationZO,microfiltration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10980128.95963519,0.0,0.0,450.15413085324394,308376.91160511447,11545605.601056403,471980.83310367883,500000.0,1.0,1.0,694.612839415509,0.0694612839415509,659.8821974447335,0.06251515554739583,34.730641970775494,0.006946128394155112,0.95,0.1,450.15413085324394,0.18,10980128.95963519,1.0515,0.014900000000000002,10980128.95963519,163603.92149856436,163603.92149856436,308376.91160511447,1223039.0463232768,16470.193439452785,549006.4479817596,10980.12895963519,9882.116063671672,87841.03167708153,32940.38687890557,21960.25791927038,0.05578919840171029,0.03258172859292176,0.0016779590225354704,0.0074628293047715845,0.014066681481481479,0.03258172859292176,0.0016779590225354704,0.0074628293047715845,0.014066681481481479,0.014066681481481479,0.18,0.18,1.0,10980128.95963519,15.854166666666666,default,MicroFiltrationZO,microfiltration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11554385.375658158,0.0,0.0,473.6970144379471,324504.9025142912,12149436.222504554,496665.2446115978,500000.0,1.0,1.0,730.9408170879626,0.07309408170879628,694.3937762335645,0.06578467353791664,36.54704085439809,0.007309408170879629,0.95,0.1,473.6970144379471,0.18,11554385.375658158,1.0515,0.014900000000000002,11554385.375658158,172160.34209730657,172160.34209730657,324504.9025142912,1287003.5063018133,17331.57806348724,577719.268782908,11554.38537565816,10398.946838092343,92435.08300526527,34663.15612697448,23108.77075131632,0.05578919840171029,0.03258172859292176,0.0016779590225354725,0.007462829304771584,0.014066681481481482,0.03258172859292176,0.0016779590225354725,0.007462829304771584,0.014066681481481482,0.014066681481481479,0.18,0.18,1.0,11554385.375658158,16.683333333333334,default,MicroFiltrationZO,microfiltration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12128641.791681131,0.0,0.0,497.23989802265027,340632.8934234681,12753266.84395271,521349.65611951693,500000.0,1.0,1.0,767.2687947604164,0.07672687947604165,728.9053550223956,0.06905419152843746,38.363439738020794,0.007672687947604165,0.95,0.1,497.23989802265027,0.18,12128641.791681131,1.0515,0.014900000000000002,12128641.791681131,180716.76269604889,180716.76269604889,340632.8934234681,1350967.9662803502,18192.962687521696,606432.0895840566,12128.641791681132,10915.777612513019,97029.13433344905,36385.92537504339,24257.283583362263,0.05578919840171029,0.03258172859292176,0.0016779590225354736,0.0074628293047715845,0.014066681481481479,0.03258172859292176,0.0016779590225354736,0.0074628293047715845,0.014066681481481479,0.014066681481481479,0.18,0.18,1.0,12128641.791681131,17.5125,default,MicroFiltrationZO,microfiltration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12702898.207704103,0.0,0.0,520.7827816073535,356760.8843326449,13357097.465400865,546034.067627436,500000.0,1.0,1.0,803.5967724328701,0.08035967724328703,763.4169338112265,0.07232370951895835,40.179838621643654,0.008035967724328704,0.95,0.1,520.7827816073535,0.18,12702898.207704103,1.0515,0.014900000000000002,12702898.207704103,189273.18329479115,189273.18329479115,356760.8843326449,1414932.4262588872,19054.347311556154,635144.9103852052,12702.898207704104,11432.608386933693,101623.18566163283,38108.69462311231,25405.796415408207,0.05578919840171029,0.03258172859292176,0.0016779590225354704,0.007462829304771584,0.014066681481481477,0.03258172859292176,0.0016779590225354704,0.007462829304771584,0.014066681481481477,0.014066681481481477,0.18,0.18,1.0,12702898.207704103,18.34166666666667,default,MicroFiltrationZO,microfiltration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,13277154.623727076,0.0,0.0,544.3256651920567,372888.87524182175,13960928.086849023,570718.4791353552,500000.0,1.0,1.0,839.9247501053239,0.08399247501053239,797.9285126000577,0.07559322750947915,41.996237505266116,0.008399247501053241,0.95,0.1,544.3256651920567,0.18,13277154.623727076,1.0515,0.014900000000000002,13277154.623727076,197829.60389353347,197829.60389353347,372888.87524182175,1478896.886237424,19915.731935590615,663857.7311863538,13277.154623727076,11949.439161354368,106217.2369898166,39831.46387118123,26554.30924745415,0.0557891984017103,0.032581728592921765,0.0016779590225354719,0.007462829304771586,0.014066681481481479,0.032581728592921765,0.0016779590225354719,0.007462829304771586,0.014066681481481479,0.014066681481481479,0.18,0.18,1.0,13277154.623727076,19.170833333333334,default,MicroFiltrationZO,microfiltration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,13851411.039750045,0.0,0.0,567.8685487767599,389016.86615099857,14564758.708297174,595402.8906432743,500000.0,1.0,1.0,876.2527277777775,0.08762527277777776,832.4400913888886,0.07886274549999997,43.812636388888926,0.008762527277777777,0.95,0.1,567.8685487767599,0.18,13851411.039750045,1.0515,0.014900000000000002,13851411.039750045,206386.0244922757,206386.0244922757,389016.86615099857,1542861.3462159606,20777.11655962507,692570.5519875023,13851.411039750046,12466.269935775043,110811.28831800037,41554.23311925014,27702.822079500093,0.05578919840171029,0.03258172859292176,0.0016779590225354732,0.0074628293047715845,0.014066681481481479,0.03258172859292176,0.0016779590225354732,0.0074628293047715845,0.014066681481481479,0.014066681481481477,0.18,0.18,1.0,13851411.039750045,20.0,default,MicroFiltrationZO,microfiltration
