fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aluminum_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_aluminum,fs.costing.aggregate_flow_costs[electricity],fs.costing.aggregate_flow_costs[aluminum],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.electrocoagulation.ec_reactor_cap_base[default],fs.costing.electrocoagulation.ec_reactor_cap_exp[default],fs.costing.electrocoagulation.ec_reactor_cap_material_coeff[default],fs.costing.electrocoagulation.ec_reactor_cap_safety_factor[default],fs.costing.electrocoagulation.ec_power_supply_base_slope[default],fs.costing.electrocoagulation.sludge_handling_cost[default],fs.costing.electrocoagulation.electrode_material_cost[default],fs.costing.electrocoagulation.electrode_material_cost_coeff[default],fs.costing.electrocoagulation.capital_floc_a_parameter[default],fs.costing.electrocoagulation.capital_floc_b_parameter[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.cathode_area,fs.unit.anode_area,fs.unit.electrode_thick,fs.unit.electrode_mass,fs.unit.electrode_volume,fs.unit.electrode_gap,fs.unit.conductivity,fs.unit.applied_current,fs.unit.current_efficiency,fs.unit.cell_voltage,fs.unit.overpotential,fs.unit.reactor_volume,fs.unit.metal_dose,fs.unit.ohmic_resistance,fs.unit.charge_loading_rate,fs.unit.current_density,fs.unit.power_required,fs.unit.floc_basin_vol,fs.unit.floc_retention_time,fs.unit.costing.capital_cost,fs.unit.costing.fixed_operating_cost,fs.unit.costing.capital_cost_reactor,fs.unit.costing.capital_cost_electrodes,fs.unit.costing.capital_cost_power_supply,fs.unit.costing.capital_cost_floc_reactor,fs.unit.costing.annual_sludge_management,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[ElectrocoagulationZO],fs.costing.LCOW_aggregate_indirect_capex[ElectrocoagulationZO],fs.costing.LCOW_aggregate_fixed_opex[ElectrocoagulationZO],fs.costing.LCOW_aggregate_variable_opex[ElectrocoagulationZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.LCOW_aggregate_variable_opex[aluminum],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.electrolysis_time,fs.unit.properties_in[0.0].flow_vol,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.costing.annual_electrode_replacement_mass_flow,fs.unit.mw_electrode_material,fs.unit.valence_electrode_material,fs.unit.density_electrode_material,fs.unit.properties_in[0.0].dens_mass,flow_mgd,tds,metal_dose,elec_material,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,3111332.353439807,7.273371295712904e-40,0.0,450.82052715655385,13621.515766691562,308833.4246521685,30375.980159722185,3271565.9696419574,1834858.398256663,11500.0,0.45,1,2.5,0.51972,0.0,2.23,2.0,952902.0,177335.0,209.83946902046773,0.41967893804093553,207.74107433026305,0.12590368141229025,2.0983946902046773,0.2937752566286644,0.99,0.7,2254.1026357827695,2254.1026357827695,0.001,12217.236285942612,4.508205271565539,0.005,1.0,225410.26357827694,1.0,2.0,1.5,15.778718450479387,9.999999999999999e-05,2.218177611182145e-06,1072.0592457777777,100.0,450820.5271565539,151.38658653012624,12.0,3111332.3534398074,9.99999999999996e-13,201424.43602252557,72922.96617441981,313566.46186826285,327183.8869464998,9.99999999999996e-13,1.0515,0.014900000000000002,915097.751011708,46358.85206625313,46358.85206625313,1788499.54619041,2047678.4595416689,4666.998530159711,155566.61767199036,3111.332353439807,2800.1991180958266,24890.658827518455,9333.997060319422,6222.664706879614,0.3086049547468743,0.008971509112660992,0.023102533116013325,0.006986727519331978,0.26954418499886806,0.008971509112660992,0.023102533116013325,0.006986727519331978,0.26954418499886806,0.0465441849988681,0.0022299999999999993,0.595588469876543,0.5955884698765431,1.2507357867407405,0.21025914795850867,3.4,915097.751011708,663527.4087615433,0.027,3,2710,1000.0,4.789473684210526,2000.0,100,aluminum,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,2219501.238288898,0.0,0.0,144.9065980146066,136215.15766691565,99267.88649533987,303759.8015972219,2333805.5520607764,2394966.918822707,11500.0,0.45,1,2.5,0.51972,0.0,3.41,2.0,952902.0,177335.0,209.83946902046773,0.41967893804093553,207.74107433026305,0.12590368141229025,2.0983946902046964,0.2937752566286644,0.99,0.7,724.532990073033,724.532990073033,0.001,11389.658603948079,1.4490659801460661,0.005,1.0,72453.2990073033,1.0,2.0,1.5,5.071730930511231,9.999999999999999e-05,6.900997012566673e-06,344.5904718571428,100.0,144906.5980146066,151.38658653012624,12.0,2219501.2382888985,9.99999999999996e-13,120864.89287569585,103956.48214125285,100789.21988622742,327183.8869464998,9.99999999999996e-13,1.0515,0.014900000000000002,652794.481849676,33070.56845050459,33070.56845050459,2361896.350372202,2546784.3191825775,3329.251857433347,110975.0619144449,2219.501238288898,1997.5511144600084,17756.009906311185,6658.503714866694,4439.002476577796,0.3838250365476362,0.006399919173808841,0.016480431864475148,0.004984054616859,0.35596063089249336,0.006399919173808841,0.016480431864475148,0.004984054616859,0.35596063089249336,0.014960630892493318,0.022299999999999997,0.191439151031746,0.191439151031746,0.4020222171666666,0.21025914795850867,3.4,652794.481849676,663527.4087615433,0.056,2,7860,1000.0,4.789473684210526,2000.0,100,iron,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1212030.6936377643,0.0,0.0,4.512704478423388,13635.123674550394,3091.416416428393,30406.32579424738,1274450.2743601094,35962.10209397496,11500.0,0.45,1,2.5,0.51972,0.0,2.23,2.0,952902.0,177335.0,209.83946902046773,0.6295184070614033,207.74107433026305,0.18885552211843537,2.0983946902046964,0.44066288494299655,0.99,0.7,22.563522392116944,22.563522392116944,0.001,122.29429136527385,0.04512704478423389,0.005,1.0,2256.3522392116943,1.0,2.0,1.5,0.1579446567448186,1e-06,0.00022159660681999097,10.720592457777778,100.0,4512.7044784233885,151.53767094782094,12.0,1212030.6936377648,9.99999999999996e-13,25369.219231450017,729.9574358577162,3138.794024489797,327241.6450840156,9.99999999999996e-13,1.0515,0.014900000000000002,356479.6157758132,18059.257335202692,18059.257335202692,17902.84475877227,118866.92137955227,1818.0460404566466,60601.53468188822,1212.0306936377644,1090.827624273988,9696.245549102116,3636.092080913293,2424.061387275529,0.017896534253795962,0.003491399168602398,0.008990701999068037,0.002718991236136854,0.002695441849988681,0.003491399168602398,0.008990701999068037,0.002718991236136854,0.002695441849988681,0.000465441849988681,0.0022299999999999993,0.005955884698765431,0.005955884698765431,0.012507357867407407,0.21046898742752912,3.4,356479.6157758132,6641.896117642994,0.027,3,2710,1000.0,4.789473684210526,3000.0,1,aluminum,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1171347.4831465483,1.1916691530896022e-35,0.0,1.450512153778946,136351.23674550396,993.669562423412,304063.2579424738,1231671.8785285957,41095.61282246959,11500.0,0.45,1,2.5,0.51972,0.0,3.41,2.0,952902.0,177335.0,209.83946902046773,0.6295184070614033,207.74107433026305,0.18885552211843537,2.0983946902046964,0.44066288494299655,0.99,0.7,7.252560768894732,7.252560768894732,0.001,114.01025528702517,0.014505121537789462,0.005,1.0,725.2560768894731,1.0,2.0,1.5,0.050767925382263115,1e-06,0.0006894116656621941,3.4459047185714295,100.0,1450.5121537789462,151.53767094782094,12.0,1171347.4831465487,9.99999999999996e-13,15222.820156767608,1040.6023112542587,1008.8980793003593,327241.6450840156,9.99999999999996e-13,1.0515,0.014900000000000002,344513.9656313379,17453.077498883573,17453.077498883573,23642.53532358602,121217.63606877482,1757.0212247198224,58567.37415732742,1171.3474831465483,1054.2127348318936,9370.779865172386,3514.0424494396448,2342.6949662930965,0.01825045648437381,0.0033742063218942116,0.008688918699509784,0.0026277251540448875,0.0035596063089249333,0.0033742063218942116,0.008688918699509784,0.0026277251540448875,0.0035596063089249333,0.00014960630892493318,0.022299999999999997,0.0019143915103174596,0.0019143915103174598,0.004020222171666666,0.21046898742752912,3.4,344513.9656313379,6641.896117642994,0.056,2,7860,1000.0,4.789473684210526,3000.0,1,iron,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1487259.7361063089,0.0,0.0,45.12704478423388,13648.731582409227,30914.164164283928,30436.671428772577,1563853.6125157839,201188.61765570668,11500.0,0.45,1,2.5,0.51972,0.0,2.23,2.0,952902.0,177335.0,209.83946902046773,0.6295184070614033,207.74107433026305,0.18885552211843537,2.0983946902046964,0.44066288494299655,0.99,0.7,225.63522392116943,225.63522392116943,0.001,1222.9429136527383,0.4512704478423389,0.005,1.0,22563.52239211694,1.0,2.0,1.5,1.5794465674481861,9.999999999999999e-06,2.2159660681999095e-05,107.20592457777778,100.0,45127.04478423388,151.53767094782094,12.0,1487259.7361063093,9.99999999999996e-13,71500.17446142466,7299.5743585771515,31387.94024489706,327241.6450840156,9.99999999999996e-13,1.0515,0.014900000000000002,437429.3341489145,22160.170067984003,22160.170067984003,179028.44758772268,302919.53940533317,2230.8896041594635,74362.98680531545,1487.259736106309,1338.533762495678,11898.077888850472,4461.779208318927,2974.519472212618,0.04560738892026364,0.004284229296662754,0.011032318861836256,0.0033364222618778292,0.026954418499886806,0.004284229296662754,0.011032318861836256,0.0033364222618778292,0.026954418499886806,0.0046544184998868095,0.0022299999999999993,0.059558846987654304,0.059558846987654304,0.12507357867407407,0.21046898742752912,3.4,437429.3341489145,66418.96117642993,0.027,3,2710,1000.0,4.789473684210526,3000.0,10,aluminum,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1328177.3106493505,0.0,0.0,14.50512153778946,136487.31582409228,9936.695624234118,304366.71428772574,1396578.4421477923,256215.19516453551,11500.0,0.45,1,2.5,0.51972,0.0,3.41,2.0,952902.0,177335.0,209.83946902046773,0.6295184070614033,207.74107433026305,0.18885552211843537,2.0983946902046964,0.44066288494299655,0.99,0.7,72.5256076889473,72.5256076889473,0.001,1140.1025528702517,0.14505121537789462,0.005,1.0,7252.56076889473,1.0,2.0,1.5,0.5076792538226311,9.999999999999999e-06,6.894116656621942e-05,34.45904718571428,100.0,14505.12153778946,151.53767094782094,12.0,1328177.310649351,9.99999999999996e-13,42903.73649554231,10406.023112542576,10088.980793002693,327241.6450840156,9.99999999999996e-13,1.0515,0.014900000000000002,390640.38548510324,19789.841928675323,19789.841928675323,236425.3532358602,347064.6270284264,1992.265965974026,66408.86553246753,1328.1773106493506,1195.3595795844155,10625.418485194805,3984.531931948052,2656.354621298701,0.0522538475280443,0.0038259733705585637,0.00985226402652536,0.002979547041711056,0.03559606308924933,0.0038259733705585637,0.00985226402652536,0.002979547041711056,0.03559606308924933,0.0014960630892493314,0.022299999999999993,0.019143915103174595,0.019143915103174595,0.04020222171666665,0.21046898742752912,3.4,390640.38548510324,66418.96117642993,0.056,2,7860,1000.0,4.789473684210526,3000.0,10,iron,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,3113147.652171106,0.0,0.0,451.2704478423388,13662.339490268061,309141.6416428393,30467.01706329778,3273474.7562579187,1836670.375894576,11500.0,0.45,1,2.5,0.51972,0.0,2.23,2.0,952902.0,177335.0,209.83946902046773,0.6295184070614033,207.74107433026305,0.18885552211843537,2.0983946902046964,0.44066288494299655,0.99,0.7,2256.3522392116943,2256.3522392116943,0.001,12229.429136527382,4.512704478423388,0.005,1.0,225635.2239211694,1.0,2.0,1.5,15.79446567448186,9.999999999999999e-05,2.2159660681999097e-06,1072.0592457777777,100.0,451270.4478423388,151.53767094782094,12.0,3113147.6521711065,9.99999999999996e-13,201514.8712845098,72995.74358577152,313879.4024489697,327241.6450840156,9.99999999999996e-13,1.0515,0.014900000000000002,915631.6624032666,46385.900017349486,46385.900017349486,1790284.4758772268,2049614.6064882122,4669.721478256659,155657.38260855532,3113.147652171106,2801.8328869539955,24905.18121736885,9339.442956513318,6226.295304342212,0.3085887779912399,0.008967793622374352,0.0230929653569762,0.006983834013021334,0.2695441849988681,0.008967793622374352,0.0230929653569762,0.006983834013021334,0.2695441849988681,0.046544184998868095,0.0022299999999999998,0.595588469876543,0.5955884698765431,1.2507357867407405,0.21046898742752912,3.4,915631.6624032666,664189.6117642993,0.027,3,2710,1000.0,4.789473684210526,3000.0,100,aluminum,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,2220576.865404303,0.0,0.0,145.0512153778946,136623.39490268065,99366.9562423412,304670.17063297785,2334936.573972625,2397340.127653126,11500.0,0.45,1,2.5,0.51972,0.0,3.41,2.0,952902.0,177335.0,209.83946902046773,0.6295184070614033,207.74107433026305,0.18885552211843537,2.0983946902046964,0.44066288494299655,0.99,0.7,725.2560768894731,725.2560768894731,0.001,11401.025528702517,1.4505121537789463,0.005,1.0,72525.6076889473,1.0,2.0,1.5,5.076792538226312,9.999999999999999e-05,6.894116656621942e-06,344.59047185714286,100.0,145051.2153778946,151.53767094782094,12.0,2220576.8654043037,9.99999999999996e-13,120919.15862650424,104060.23112542575,100889.80793002603,327241.6450840156,9.99999999999996e-13,1.0515,0.014900000000000002,653110.8427659717,33086.59529452412,33086.59529452412,2364253.5323586017,2549231.1026114696,3330.8652981064547,111028.84327021516,2220.576865404303,1998.519178863873,17764.614923234425,6661.730596212909,4441.153730808606,0.38381074582601477,0.006396636869336076,0.01647197960222733,0.0049814984619581115,0.3559606308924933,0.006396636869336076,0.01647197960222733,0.0049814984619581115,0.3559606308924933,0.014960630892493316,0.0223,0.19143915103174597,0.19143915103174597,0.4020222171666666,0.21046898742752912,3.4,653110.8427659717,664189.6117642993,0.056,2,7860,1000.0,4.789473684210526,3000.0,100,iron,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1212278.8739211657,0.0,0.0,4.517203685281237,13675.947398126893,3094.4985863351008,30497.362697822973,1274711.235928106,35983.6492770658,11500.0,0.45,1,2.5,0.51972,0.0,2.23,2.0,952902.0,177335.0,209.83946902046773,0.8393578760818711,207.74107433026305,0.2518073628245805,2.0983946902046964,0.5875505132573288,0.99,0.7,22.58601842640619,22.58601842640619,0.001,122.41621987112156,0.04517203685281238,0.005,1.0,2258.601842640619,1.0,2.0,1.5,0.15810212898484335,1e-06,0.00022137589306817822,10.720592457777778,100.0,4517.203685281238,151.6887553655157,12.0,1212278.8739211662,9.99999999999996e-13,25380.59811501408,730.6852099712332,3141.9234302968644,327299.40322153136,9.99999999999996e-13,1.0515,0.014900000000000002,356552.6099768136,18062.95522142537,18062.95522142537,17920.694055640433,118905.44448714209,1818.4183108817485,60613.94369605829,1212.2788739211658,1091.0509865290492,9698.230991369326,3636.836621763497,2424.5577478423315,0.01788450326014423,0.0034886358802730276,0.008983586255291073,0.002716839274591453,0.0026954418499886804,0.0034886358802730276,0.008983586255291073,0.002716839274591453,0.0026954418499886804,0.0004654418499886809,0.0022299999999999998,0.00595588469876543,0.005955884698765431,0.012507357867407407,0.2106788268965496,3.4,356552.6099768136,6648.518147670553,0.027,3,2710,1000.0,4.789473684210526,4000.0,1,aluminum,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1171574.0231606732,0.0,0.0,1.4519583274118264,136759.47398126894,994.6602598934254,304973.62697822973,1231910.085353448,41122.56008854404,11500.0,0.45,1,2.5,0.51972,0.0,3.41,2.0,952902.0,177335.0,209.83946902046773,0.8393578760818711,207.74107433026305,0.2518073628245805,2.0983946902046964,0.5875505132573288,0.99,0.7,7.259791637059132,7.259791637059132,0.001,114.12392453456957,0.014519583274118265,0.005,1.0,725.9791637059133,1.0,2.0,1.5,0.050818541459413925,1e-06,0.0006887250006565546,3.4459047185714295,100.0,1451.9583274118265,151.6887553655157,12.0,1171574.0231606737,9.99999999999996e-13,15229.64806489124,1041.6398010959877,1009.9039597383457,327299.40322153136,9.99999999999996e-13,1.0515,0.014900000000000002,344580.59504725697,17456.45294509403,17456.45294509403,23666.10714345001,121260.07903065183,1757.36103474101,58578.70115803366,1171.5740231606733,1054.416620844606,9372.592185285386,3514.72206948202,2343.1480463213466,0.01823866256169246,0.0033714974842166037,0.008681943171606178,0.0026256155969447523,0.0035596063089249324,0.0033714974842166037,0.008681943171606178,0.0026256155969447523,0.0035596063089249324,0.00014960630892493318,0.0223,0.0019143915103174598,0.00191439151031746,0.004020222171666666,0.2106788268965496,3.4,344580.59504725697,6648.518147670553,0.056,2,7860,1000.0,4.789473684210526,4000.0,1,iron,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1487696.2960652893,0.0,0.0,45.172036852812376,13689.555305985727,30944.98586335101,30527.70833234817,1564312.6553126518,201373.61536777715,11500.0,0.45,1,2.5,0.51972,0.0,2.23,2.0,952902.0,177335.0,209.83946902046773,0.8393578760818711,207.74107433026305,0.2518073628245805,2.0983946902046964,0.5875505132573288,0.99,0.7,225.8601842640619,225.8601842640619,0.001,1224.1621987112155,0.4517203685281238,0.005,1.0,22586.01842640619,1.0,2.0,1.5,1.5810212898484333,9.999999999999999e-06,2.2137589306817823e-05,107.20592457777778,100.0,45172.03685281238,151.6887553655157,12.0,1487696.2960652898,9.99999999999996e-13,71532.24451263846,7306.852099712323,31419.234302967747,327299.40322153136,9.99999999999996e-13,1.0515,0.014900000000000002,437557.73413684993,22166.674811372814,22166.674811372814,179206.94055640433,303134.3985101032,2231.544444097934,74384.81480326447,1487.6962960652893,1338.9266664587606,11901.570368522314,4463.088888195868,2975.3925921305786,0.04559428007522437,0.004281218446557008,0.011024565621728953,0.003334077507051609,0.026954418499886806,0.004281218446557008,0.011024565621728953,0.003334077507051609,0.026954418499886806,0.0046544184998868095,0.0022299999999999998,0.059558846987654304,0.05955884698765431,0.12507357867407404,0.2106788268965496,3.4,437557.73413684993,66485.18147670553,0.027,3,2710,1000.0,4.789473684210526,4000.0,10,aluminum,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1328508.5913494348,1.1916691530896022e-35,0.0,14.519583274118265,136895.55305985725,9946.602598934254,305277.08332348167,1396926.783803931,256455.8494456067,11500.0,0.45,1,2.5,0.51972,0.0,3.41,2.0,952902.0,177335.0,209.83946902046773,0.8393578760818711,207.74107433026305,0.2518073628245805,2.0983946902046964,0.5875505132573288,0.99,0.7,72.59791637059134,72.59791637059134,0.001,1141.2392453456957,0.14519583274118267,0.005,1.0,7259.791637059133,1.0,2.0,1.5,0.5081854145941394,9.999999999999999e-06,6.887250006565544e-05,34.45904718571429,100.0,14519.583274118266,151.6887553655157,12.0,1328508.5913494353,9.99999999999996e-13,42922.98015525419,10416.398010959869,10099.039597382556,327299.40322153136,9.99999999999996e-13,1.0515,0.014900000000000002,390737.82098512806,19794.77801110658,19794.77801110658,236661.07143450013,347327.9414341276,1992.7628870241522,66425.42956747174,1328.508591349435,1195.6577322144915,10628.06873079548,3985.5257740483044,2657.01718269887,0.05224140683978146,0.003823115983240345,0.009844905968442213,0.0029773217988495826,0.03559606308924933,0.003823115983240345,0.009844905968442213,0.0029773217988495826,0.03559606308924933,0.0014960630892493318,0.022299999999999993,0.0191439151031746,0.019143915103174602,0.04020222171666666,0.2106788268965496,3.4,390737.82098512806,66485.18147670553,0.056,2,7860,1000.0,4.789473684210526,4000.0,10,iron,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,3114962.7823404744,0.0,0.0,451.7203685281237,13703.163213844558,309449.85863351007,30558.053966873365,3275383.365631009,1838482.3510209164,11500.0,0.45,1,2.5,0.51972,0.0,2.23,2.0,952902.0,177335.0,209.83946902046773,0.8393578760818711,207.74107433026305,0.2518073628245805,2.0983946902046964,0.5875505132573288,0.99,0.7,2258.6018426406185,2258.6018426406185,0.001,12241.621987112154,4.517203685281237,0.005,1.0,225860.18426406186,1.0,2.0,1.5,15.81021289848433,9.999999999999999e-05,2.213758930681783e-06,1072.0592457777775,100.0,451720.3685281237,151.6887553655157,12.0,3114962.7823404744,9.99999999999996e-13,201605.25696945557,73068.52099712321,314192.3430296765,327299.40322153136,9.99999999999996e-13,1.0515,0.014900000000000002,916165.5242177866,46412.94545687307,46412.94545687307,1792069.4055640432,2051550.7393932797,4672.444173510712,155748.13911702373,3114.9627823404744,2803.4665041064272,24919.702258723795,9344.888347021424,6229.925564680949,0.3085726313482476,0.00896408504838364,0.02308341540809271,0.0069809458929031894,0.26954418499886806,0.00896408504838364,0.02308341540809271,0.0069809458929031894,0.26954418499886806,0.046544184998868095,0.0022299999999999998,0.5955884698765429,0.595588469876543,1.2507357867407403,0.2106788268965496,3.4,916165.5242177866,664851.8147670553,0.027,3,2710,1000.0,4.789473684210526,4000.0,100,aluminum,default,ElectrocoagulationZO,electrocoagulation
