fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aluminum_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_aluminum,fs.costing.aggregate_flow_costs[electricity],fs.costing.aggregate_flow_costs[aluminum],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.electrocoagulation.ec_reactor_cap_base[default],fs.costing.electrocoagulation.ec_reactor_cap_exp[default],fs.costing.electrocoagulation.ec_reactor_cap_material_coeff[default],fs.costing.electrocoagulation.ec_reactor_cap_safety_factor[default],fs.costing.electrocoagulation.ec_power_supply_base_slope[default],fs.costing.electrocoagulation.sludge_handling_cost[default],fs.costing.electrocoagulation.electrode_material_cost[default],fs.costing.electrocoagulation.electrode_material_cost_coeff[default],fs.costing.electrocoagulation.capital_floc_a_parameter[default],fs.costing.electrocoagulation.capital_floc_b_parameter[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.cathode_area,fs.unit.anode_area,fs.unit.electrode_thick,fs.unit.electrode_mass,fs.unit.electrode_volume,fs.unit.electrode_gap,fs.unit.conductivity,fs.unit.applied_current,fs.unit.current_efficiency,fs.unit.cell_voltage,fs.unit.overpotential,fs.unit.reactor_volume,fs.unit.metal_dose,fs.unit.ohmic_resistance,fs.unit.charge_loading_rate,fs.unit.current_density,fs.unit.power_required,fs.unit.floc_basin_vol,fs.unit.floc_retention_time,fs.unit.costing.capital_cost,fs.unit.costing.fixed_operating_cost,fs.unit.costing.capital_cost_reactor,fs.unit.costing.capital_cost_electrodes,fs.unit.costing.capital_cost_power_supply,fs.unit.costing.capital_cost_floc_reactor,fs.unit.costing.annual_sludge_management,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[ElectrocoagulationZO],fs.costing.LCOW_aggregate_indirect_capex[ElectrocoagulationZO],fs.costing.LCOW_aggregate_fixed_opex[ElectrocoagulationZO],fs.costing.LCOW_aggregate_variable_opex[ElectrocoagulationZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.LCOW_aggregate_variable_opex[aluminum],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.electrolysis_time,fs.unit.properties_in[0.0].flow_vol,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.costing.annual_electrode_replacement_mass_flow,fs.unit.mw_electrode_material,fs.unit.valence_electrode_material,fs.unit.density_electrode_material,fs.unit.properties_in[0.0].dens_mass,flow_mgd,tds,metal_dose,elec_material,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1342811.5527633098,5.958345765448011e-36,0.0,6.927394189747877,259106.93645750135,4745.5932963594405,577808.468300228,1411966.34773062,47490.31722180762,11500.0,0.45,1,2.5,0.51972,0.0,2.23,2.0,952902.0,177335.0,320.52402410818706,2.5641921928654967,317.3187838671052,0.7692576578597076,3.2052402410819023,1.794934535005906,0.99,0.7,34.63697094873939,34.63697094873939,0.001,187.7323825421675,0.06927394189747878,0.005,1.0,3463.6970948739386,1.0,2.0,1.5,0.24245879664117573,1e-06,0.00014435442427687155,10.72059245777778,100.0,6927.394189747877,232.62351573675784,12.0,1342811.55276331,9.99999999999996e-13,30765.71089367108,1120.5482043199668,4818.322048791094,358239.99319536786,9.99999999999996e-13,1.0515,0.014900000000000002,394944.57434215,20007.89213617332,20007.89213617332,27482.425085634313,139340.75442674127,2014.2173291449647,67140.57763816549,1342.81155276331,1208.530397486979,10742.49242210648,4028.4346582899293,2685.62310552662,0.013666366767871614,0.0025198108872426937,0.00648876501573866,0.0019623490149015812,0.002695441849988681,0.0025198108872426937,0.00648876501573866,0.0019623490149015812,0.002695441849988681,0.0004654418499886811,0.022299999999999997,0.005955884698765431,0.005955884698765432,0.012507357867407407,0.32308821630105256,3.4,394944.57434215,10195.888694742096,0.027,3,2710,1000.0,7.315789473684211,8000.0,1,aluminum,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1291480.2894750189,0.0,0.0,2.226662418133246,25936.526839813694,1525.3692738298198,57838.45485278454,1357991.5243829824,55536.40603607815,11500.0,0.45,1,2.5,0.51972,0.0,3.41,2.0,952902.0,177335.0,320.52402410818706,2.5641921928654967,317.3187838671052,0.7692576578597076,3.2052402410819023,1.794934535005906,0.99,0.7,11.133312090666232,11.133312090666232,0.001,175.01566606527317,0.022266624181332465,0.005,1.0,1113.3312090666232,1.0,2.0,1.5,0.07793318463466363,1e-06,0.00044910265330582263,3.44590471857143,100.0,2226.6624181332463,232.62351573675784,12.0,1291480.289475019,9.99999999999996e-13,18460.989266428132,1597.415128619161,1548.7463728257767,358239.99319536786,9.99999999999996e-13,1.0515,0.014900000000000002,379847.1439632409,19243.05631317778,19243.05631317778,36293.34972290036,143875.70352404355,1937.2204342125283,64574.01447375095,1291.480289475019,1162.332260527517,10331.842315800151,3874.4408684250566,2582.960578950038,0.014111148898500491,0.002423486815690298,0.0062407208990840875,0.0018873348748011745,0.0035596063089249337,0.002423486815690298,0.0062407208990840875,0.0018873348748011745,0.0035596063089249337,0.00014960630892493318,0.0022299999999999998,0.0019143915103174598,0.0019143915103174603,0.0040202221716666665,0.32308821630105256,3.4,379847.1439632409,10195.888694742096,0.056,2,7860,1000.0,7.315789473684211,8000.0,1,iron,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1714750.0506032174,0.0,0.0,69.27394189747876,259365.26839813692,47455.932963594394,578384.5485278453,1803059.6782092834,300374.026610331,11500.0,0.45,1,2.5,0.51972,0.0,2.23,2.0,952902.0,177335.0,320.52402410818706,2.5641921928654967,317.3187838671052,0.7692576578597076,3.2052402410819023,1.794934535005906,0.99,0.7,346.36970948739383,346.36970948739383,0.001,1877.3238254216744,0.6927394189747876,0.005,1.0,34636.970948739385,1.0,2.0,1.5,2.4245879664117567,9.999999999999999e-06,1.4435442427687158e-05,107.2059245777778,100.0,69273.94189747877,232.62351573675784,12.0,1714750.050603218,9.99999999999996e-13,86709.55445093942,11205.482043199654,48183.220487910046,358239.99319536786,9.99999999999996e-13,1.0515,0.014900000000000002,504338.25017741707,25549.775753987942,25549.775753987942,274824.2508563431,417665.6462132266,2572.125075904826,85737.50253016088,1714.7500506032175,1543.275045542896,13718.00040482574,5144.250151809652,3429.500101206435,0.04096412374809584,0.003217760405410781,0.008286054819973304,0.0025058900228249526,0.026954418499886806,0.003217760405410781,0.008286054819973304,0.0025058900228249526,0.026954418499886806,0.00465441849988681,0.022299999999999993,0.059558846987654304,0.059558846987654304,0.12507357867407404,0.32308821630105256,3.4,504338.25017741707,101958.88694742095,0.027,3,2710,1000.0,7.315789473684211,8000.0,10,aluminum,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1501887.9338587502,0.0,0.0,22.266624181332457,25962.360033877252,15253.692738298196,57896.062875546275,1579235.1624524759,385311.62744349905,11500.0,0.45,1,2.5,0.51972,0.0,3.41,2.0,952902.0,177335.0,320.52402410818706,2.5641921928654967,317.3187838671052,0.7692576578597076,3.2052402410819023,1.794934535005906,0.99,0.7,111.33312090666232,111.33312090666232,0.001,1750.1566606527315,0.22266624181332462,0.005,1.0,11133.31209066623,1.0,2.0,1.5,0.7793318463466361,9.999999999999999e-06,4.491026533058227e-05,34.45904718571429,100.0,22266.62418133246,232.62351573675784,12.0,1501887.9338587506,9.99999999999996e-13,52030.137042757335,15974.151286191602,15487.463728256866,358239.99319536786,9.99999999999996e-13,1.0515,0.014900000000000002,441731.74525257375,22378.13021449538,22378.13021449538,362933.49722900364,488043.1410902663,2252.8319007881255,75094.39669293752,1501.88793385875,1351.6991404728753,12015.10347087,4505.663801576251,3003.7758677175,0.047866660347316715,0.0028183206790020694,0.007257457580498228,0.0021948189985670926,0.03559606308924932,0.0028183206790020694,0.007257457580498228,0.0021948189985670926,0.03559606308924932,0.0014960630892493316,0.0022299999999999998,0.019143915103174595,0.0191439151031746,0.04020222171666666,0.32308821630105256,3.4,441731.74525257375,101958.88694742095,0.056,2,7860,1000.0,7.315789473684211,8000.0,10,iron,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,2786289.7778745308,0.0,0.0,222.66624181332455,259623.60033877255,152536.92738298196,578960.6287554628,2929783.7014350696,3670850.6899803667,11500.0,0.45,1,2.5,0.51972,0.0,3.41,2.0,952902.0,177335.0,320.52402410818706,2.5641921928654967,317.3187838671052,0.7692576578597076,3.2052402410819023,1.794934535005906,0.99,0.7,1113.331209066623,1113.331209066623,0.001,17501.566606527314,2.226662418133246,0.005,1.0,111333.12090666228,1.0,2.0,1.5,7.793318463466361,9.999999999999999e-05,4.491026533058227e-06,344.5904718571428,100.0,222666.24181332457,232.62351573675784,12.0,2786289.777874531,9.99999999999996e-13,146640.85015265766,159741.51286191598,154874.63728256774,358239.99319536786,9.99999999999996e-13,1.0515,0.014900000000000002,819496.9934925092,41515.717690330515,41515.717690330515,3629334.9722900363,3861437.3242335226,4179.434666811796,139314.48889372655,2786.289777874531,2507.660800087078,22290.318222996248,8358.869333623592,5572.579555749062,0.3787249390261412,0.005228524659959349,0.013463973851861322,0.004071809621827248,0.3559606308924933,0.005228524659959349,0.013463973851861322,0.004071809621827248,0.3559606308924933,0.014960630892493316,0.0223,0.19143915103174594,0.19143915103174597,0.40202221716666653,0.32308821630105256,3.4,819496.9934925092,1019588.8694742096,0.056,2,7860,1000.0,7.315789473684211,8000.0,100,iron,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1343178.2313796824,0.0,0.0,6.934266604618659,25988.193227940814,4750.3012262169395,57953.67089830802,1412351.9102957363,47523.045043792416,11500.0,0.45,1,2.5,0.51972,0.0,2.23,2.0,952902.0,177335.0,320.52402410818706,2.8847162169736835,317.3187838671052,0.8654148650921709,3.2052402410819023,2.0193013518816443,0.99,0.7,34.6713330230933,34.6713330230933,0.001,187.91862498516568,0.0693426660461866,0.005,1.0,3467.13330230933,1.0,2.0,1.5,0.24269933116165307,1e-06,0.00014421135745400053,10.720592457777778,100.0,6934.26660461866,232.85429303411576,12.0,1343178.2313796827,9.99999999999996e-13,30779.441840889835,1121.6598592845698,4823.102130188705,358328.2171636612,9.99999999999996e-13,1.0515,0.014900000000000002,395052.4209940243,20013.35564755727,20013.35564755727,27509.689396235146,139398.56364690012,2014.7673470695238,67158.91156898413,1343.1782313796825,1208.8604082417144,10745.42585103746,4029.5346941390476,2686.356462759365,0.01365848653796824,0.00251800094968017,0.006484104245521406,0.0019609394927779826,0.0026954418499886812,0.00251800094968017,0.006484104245521406,0.0019609394927779826,0.0026954418499886812,0.00046544184998868103,0.0022299999999999993,0.005955884698765431,0.005955884698765432,0.012507357867407405,0.32340874032516076,3.4,395052.4209940243,10206.003663685295,0.027,3,2710,1000.0,7.315789473684211,9000.0,1,aluminum,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1291818.8765235804,0.0,0.0,2.2288714086274255,259881.93227940818,1526.8825369983017,579536.7089830802,1358347.548664545,55577.45629036651,11500.0,0.45,1,2.5,0.51972,0.0,3.41,2.0,952902.0,177335.0,320.52402410818706,2.8847162169736835,317.3187838671052,0.8654148650921709,3.2052402410819023,2.0193013518816443,0.99,0.7,11.14435704313713,11.14435704313713,0.001,175.1892927181157,0.02228871408627426,0.005,1.0,1114.4357043137131,1.0,2.0,1.5,0.07801049930195991,1e-06,0.00044865755652355726,3.445904718571429,100.0,2228.871408627426,232.85429303411576,12.0,1291818.8765235806,9.99999999999996e-13,18469.22853221658,1598.999865849934,1550.2828275607228,358328.2171636612,9.99999999999996e-13,1.0515,0.014900000000000002,379946.7283892884,19248.10126020135,19248.10126020135,36329.355030165156,143939.91366877098,1937.7283147853707,64590.94382617902,1291.8188765235805,1162.6369888712225,10334.551012188644,3875.4566295707414,2583.637753047161,0.014103455026273781,0.002421719680909317,0.006236170350309583,0.001885958686129948,0.0035596063089249333,0.002421719680909317,0.006236170350309583,0.001885958686129948,0.0035596063089249333,0.00014960630892493315,0.022299999999999997,0.0019143915103174594,0.0019143915103174598,0.004020222171666666,0.32340874032516076,3.4,379946.7283892884,10206.003663685295,0.056,2,7860,1000.0,7.315789473684211,9000.0,1,iron,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1715381.907960453,0.0,0.0,69.3426660461866,26014.02642200438,47503.012262169395,58011.27892106977,1803724.0762204167,300656.08439096215,11500.0,0.45,1,2.5,0.51972,0.0,2.23,2.0,952902.0,177335.0,320.52402410818706,2.8847162169736835,317.3187838671052,0.8654148650921709,3.2052402410819023,2.0193013518816443,0.99,0.7,346.71333023093297,346.71333023093297,0.001,1879.1862498516568,0.693426660461866,0.005,1.0,34671.3330230933,1.0,2.0,1.5,2.4269933116165308,9.999999999999999e-06,1.4421135745400051e-05,107.20592457777778,100.0,69342.6660461866,232.85429303411576,12.0,1715381.9079604533,9.99999999999996e-13,86748.25351821088,11216.598592845688,48231.021301886154,358328.2171636612,9.99999999999996e-13,1.0515,0.014900000000000002,504524.09057660395,25559.190428610753,25559.190428610753,275096.8939623514,417990.9240379464,2573.0728619406796,85769.09539802266,1715.3819079604532,1543.843717164408,13723.055263683626,5146.145723881359,3430.7638159209064,0.04095539623655335,0.00321575586351774,0.008280892924144533,0.0025043289490042733,0.026954418499886806,0.00321575586351774,0.008280892924144533,0.0025043289490042733,0.026954418499886806,0.00465441849988681,0.0022299999999999998,0.05955884698765431,0.05955884698765431,0.12507357867407407,0.32340874032516076,3.4,504524.09057660395,102060.03663685292,0.027,3,2710,1000.0,7.315789473684211,9000.0,10,aluminum,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1502372.9686584007,5.958345765448011e-36,0.0,22.288714086274258,260140.2642200438,15268.825369983018,580112.7892106976,1579745.1765443084,385678.9075346616,11500.0,0.45,1,2.5,0.51972,0.0,3.41,2.0,952902.0,177335.0,320.52402410818706,2.8847162169736835,317.3187838671052,0.8654148650921709,3.2052402410819023,2.0193013518816443,0.99,0.7,111.44357043137131,111.44357043137131,0.001,1751.892927181157,0.2228871408627426,0.005,1.0,11144.35704313713,1.0,2.0,1.5,0.7801049930195991,9.999999999999999e-06,4.486575565235572e-05,34.45904718571428,100.0,22288.71408627426,232.85429303411576,12.0,1502372.968658401,9.99999999999996e-13,52053.358448821644,15989.998658499331,15502.828275606329,358328.2171636612,9.99999999999996e-13,1.0515,0.014900000000000002,441874.4025465885,22385.357233010174,22385.357233010174,363293.55030165147,488443.5983300137,2253.559452987601,75118.64843292003,1502.3729686584006,1352.1356717925607,12018.983749267205,4507.118905975202,3004.7459373168012,0.047858458063069244,0.00281643677173794,0.007252606330902371,0.002193351871179618,0.03559606308924933,0.00281643677173794,0.007252606330902371,0.002193351871179618,0.03559606308924933,0.0014960630892493318,0.022299999999999997,0.019143915103174595,0.0191439151031746,0.04020222171666666,0.32340874032516076,3.4,441874.4025465885,102060.03663685292,0.056,2,7860,1000.0,7.315789473684211,9000.0,10,iron,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,2787873.463804344,9.309915258512517e-38,0.0,222.88714086274257,26039.859616067934,152688.25369983018,58068.88694383149,2931448.947190268,3674474.8176271995,11500.0,0.45,1,2.5,0.51972,0.0,3.41,2.0,952902.0,177335.0,320.52402410818706,2.8847162169736835,317.3187838671052,0.8654148650921709,3.2052402410819023,2.0193013518816443,0.99,0.7,1114.435704313713,1114.435704313713,0.001,17518.92927181157,2.228871408627426,0.005,1.0,111443.57043137129,1.0,2.0,1.5,7.80104993019599,9.999999999999999e-05,4.486575565235573e-06,344.5904718571428,100.0,222887.14086274258,232.85429303411576,12.0,2787873.4638043446,9.99999999999996e-13,146706.29696714928,159899.98658499328,155028.28275606237,358328.2171636612,9.99999999999996e-13,1.0515,0.014900000000000002,819962.783471866,41539.314610684734,41539.314610684734,3632935.5030165147,3865169.7785064923,4181.810195706516,139393.6731902172,2787.8734638043443,2509.08611742391,22302.987710434754,8363.620391413033,5575.746927608689,0.37871530384213237,0.005226311643121875,0.013458275112203145,0.00407008619431411,0.3559606308924933,0.005226311643121875,0.013458275112203145,0.00407008619431411,0.3559606308924933,0.014960630892493316,0.0022299999999999993,0.19143915103174594,0.19143915103174597,0.40202221716666653,0.32340874032516076,3.4,819962.783471866,1020600.3663685293,0.056,2,7860,1000.0,7.315789473684211,9000.0,100,iron,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1343544.8845551435,0.0,0.0,6.941139019489438,260398.59616067933,4755.009156074438,580688.8694383149,1412737.4461097335,47555.7724867076,11500.0,0.45,1,2.5,0.51972,0.0,2.23,2.0,952902.0,177335.0,320.52402410818706,3.2052402410818708,317.3187838671052,0.9615720723246345,3.2052402410819023,2.2436681687573823,0.99,0.7,34.70569509744719,34.70569509744719,0.001,188.10486742816377,0.06941139019489438,0.005,1.0,3470.569509744719,1.0,2.0,1.5,0.24293986568213033,1e-06,0.0001440685739317689,10.720592457777776,100.0,6941.139019489438,233.08507033147362,12.0,1343544.8845551438,9.99999999999996e-13,30793.165305487546,1122.7715142491725,4827.882211586313,358416.44113195455,9.99999999999996e-13,1.0515,0.014900000000000002,395160.26016327756,20018.818779871643,20018.818779871643,27536.953706835964,139456.37074779067,2015.3173268327153,67177.24422775718,1343.5448845551437,1209.1903960996292,10748.35907644115,4030.6346536654305,2687.0897691102873,0.013650621705036932,0.002516194548506614,0.006479452581859384,0.001959532724682254,0.002695441849988681,0.002516194548506614,0.006479452581859384,0.001959532724682254,0.002695441849988681,0.0004654418499886809,0.022299999999999997,0.005955884698765429,0.005955884698765429,0.012507357867407401,0.3237292643492689,3.4,395160.26016327756,10216.118632628488,0.027,3,2710,1000.0,7.315789473684211,10000.0,1,aluminum,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1292157.4483063028,0.0,0.0,2.2310803991216055,26065.692810131495,1528.3958001667838,58126.49496659323,1358703.5568940775,55618.50631719383,11500.0,0.45,1,2.5,0.51972,0.0,3.41,2.0,952902.0,177335.0,320.52402410818706,3.2052402410818708,317.3187838671052,0.9615720723246345,3.2052402410819023,2.2436681687573823,0.99,0.7,11.15540199560803,11.15540199560803,0.001,175.36291937095822,0.022310803991216058,0.005,1.0,1115.5401995608029,1.0,2.0,1.5,0.07808781396925621,1e-06,0.0004482133411210587,3.4459047185714295,100.0,2231.0803991216058,233.08507033147362,12.0,1292157.448306303,9.99999999999996e-13,18477.463308052316,1600.584603080707,1551.819282295669,358416.44113195455,9.99999999999996e-13,1.0515,0.014900000000000002,380046.30832538323,19253.145979763915,19253.145979763915,36365.36033742993,144004.12254182977,1938.236172459454,64607.87241531514,1292.1574483063027,1162.9417034756725,10337.259586450422,3876.472344918908,2584.3148966126055,0.014095776264960929,0.0024199560168152246,0.006231628738900887,0.0018845852003198896,0.003559606308924933,0.0024199560168152246,0.006231628738900887,0.0018845852003198896,0.003559606308924933,0.00014960630892493318,0.0022299999999999998,0.0019143915103174598,0.00191439151031746,0.0040202221716666665,0.3237292643492689,3.4,380046.30832538323,10216.118632628488,0.056,2,7860,1000.0,7.315789473684211,10000.0,1,iron,default,ElectrocoagulationZO,electrocoagulation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2.23,1716013.6936154575,0.0,0.0,69.41139019489438,260656.92810131496,47550.09156074438,581264.9496659325,1804388.398836654,300938.14110322995,11500.0,0.45,1,2.5,0.51972,0.0,2.23,2.0,952902.0,177335.0,320.52402410818706,3.2052402410818708,317.3187838671052,0.9615720723246345,3.2052402410819023,2.2436681687573823,0.99,0.7,347.056950974472,347.056950974472,0.001,1881.0486742816381,0.694113901948944,0.005,1.0,34705.6950974472,1.0,2.0,1.5,2.429398656821304,9.999999999999999e-06,1.4406857393176887e-05,107.20592457777778,100.0,69411.3901948944,233.08507033147362,12.0,1716013.693615458,9.99999999999996e-13,86786.93149659089,11227.715142491717,48278.82211586224,358416.44113195455,9.99999999999996e-13,1.0515,0.014900000000000002,504709.9098868994,25568.60403487032,25568.60403487032,275369.5370683596,418316.1958897567,2574.0205404231865,85800.68468077289,1716.0136936154574,1544.412324253912,13728.10954892366,5148.041080846373,3432.027387230915,0.04094668542255649,0.003213755156730453,0.008275740904096591,0.002502770861842647,0.026954418499886806,0.003213755156730453,0.008275740904096591,0.002502770861842647,0.026954418499886806,0.00465441849988681,0.0223,0.05955884698765429,0.059558846987654304,0.12507357867407404,0.3237292643492689,3.4,504709.9098868994,102161.18632628488,0.027,3,2710,1000.0,7.315789473684211,10000.0,10,aluminum,default,ElectrocoagulationZO,electrocoagulation
