fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.injection_well_disposal.capital_a_parameter[default],fs.costing.injection_well_disposal.capital_b_parameter[default],fs.costing.injection_well_disposal.reference_state[default],fs.unit.properties[0.0].flow_mass_comp[H2O],fs.unit.properties[0.0].flow_mass_comp[tds],fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[InjectionWellDisposalZO],fs.costing.LCOW_aggregate_indirect_capex[InjectionWellDisposalZO],fs.costing.LCOW_aggregate_fixed_opex[InjectionWellDisposalZO],fs.costing.LCOW_aggregate_variable_opex[InjectionWellDisposalZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,67272938.85641131,0.0,0.0,595.7578412510833,408122.35311783367,70737495.20751649,1410489.1420783622,22500000.0,0.7,473.176473,403.9890180358795,0.040398901803587954,595.7578412510833,0.409594654,67272938.85641131,1.0515,0.014900000000000002,67272938.85641131,1002366.7889605286,1002366.7889605286,408122.35311783367,6012064.719311496,100909.40828461696,3363646.942820566,67272.9388564113,60545.64497077018,538183.5108512904,201818.81656923392,134545.8777128226,0.4715271383285245,0.3432261181218441,0.017676145083274936,0.07861577771042978,0.032009097412975626,0.3432261181218441,0.017676145083274936,0.07861577771042978,0.032009097412975626,0.032009097412975626,0.409594654,0.409594654,1.0,67272938.85641131,9.220833333333333,default,InjectionWellDisposalZO,injection_well_disposal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,71452515.55864647,0.0,0.0,649.3302815624097,444822.0134298304,75132320.10991678,1509464.4952536628,22500000.0,0.7,473.176473,440.3169957083331,0.04403169957083332,649.3302815624097,0.409594654,71452515.55864647,1.0515,0.014900000000000002,71452515.55864647,1064642.4818238325,1064642.4818238325,444822.0134298304,6396929.739314471,107178.7733379697,3572625.7779323235,71452.51555864647,64307.26400278183,571620.1244691717,214357.5466759394,142905.03111729294,0.46031882637925725,0.3344733820725294,0.017225379176735327,0.07661096771701689,0.03200909741297563,0.3344733820725294,0.017225379176735327,0.07661096771701689,0.03200909741297563,0.03200909741297563,0.409594654,0.409594654,1.0,71452515.55864647,10.049999999999999,default,InjectionWellDisposalZO,injection_well_disposal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,75529780.22962649,0.0,0.0,702.9027218737364,481521.67374182725,79419563.91145226,1606915.3991632622,22500000.0,0.7,473.176473,476.6449733807868,0.04766449733807868,702.9027218737364,0.409594654,75529780.22962649,1.0515,0.014900000000000002,75529780.22962649,1125393.725421435,1125393.725421435,481521.67374182725,6773272.005052974,113294.67034443974,3776489.0114813247,75529.7802296265,67976.80220666385,604238.241837012,226589.34068887949,151059.560459253,0.4502524709418675,0.32661241669961116,0.016820539460029968,0.0748104173692507,0.03200909741297564,0.32661241669961116,0.016820539460029968,0.0748104173692507,0.03200909741297564,0.03200909741297563,0.40959465400000006,0.40959465400000006,1.0,75529780.22962649,10.879166666666665,default,InjectionWellDisposalZO,injection_well_disposal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,79514775.05585082,0.0,0.0,756.4751621850628,518221.334053824,83609785.97122714,1702991.4823860014,22500000.0,0.7,473.176473,512.9729510532405,0.05129729510532406,756.4751621850628,0.409594654,79514775.05585082,1.0515,0.014900000000000002,79514775.05585082,1184770.1483321774,1184770.1483321774,518221.334053824,7141928.046569102,119272.16258377623,3975738.752792541,79514.77505585083,71563.29755026575,636118.2004468066,238544.32516755245,159029.55011170165,0.4411371272016165,0.3194941103820924,0.01645394668467781,0.07317997272187064,0.03200909741297563,0.3194941103820924,0.01645394668467781,0.07317997272187064,0.03200909741297563,0.03200909741297563,0.409594654,0.409594654,1.0,79514775.05585082,11.708333333333332,default,InjectionWellDisposalZO,injection_well_disposal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,83415919.64338514,0.0,0.0,810.0476024963895,554920.9943658209,87711839.50501949,1797818.1970522597,22500000.0,0.7,473.176473,549.3009287256942,0.05493009287256943,810.0476024963895,0.409594654,83415919.64338514,1.0515,0.014900000000000002,83415919.64338514,1242897.2026864388,1242897.2026864388,554920.9943658209,7503599.230384673,125123.87946507771,4170795.9821692575,83415.91964338515,75074.32767904663,667327.3571470812,250247.75893015543,166831.8392867703,0.4328245662930815,0.31300270901357374,0.01611963951419909,0.07169312035233306,0.03200909741297563,0.31300270901357374,0.01611963951419909,0.07169312035233306,0.03200909741297563,0.032009097412975626,0.409594654,0.409594654,1.0,83415919.64338514,12.5375,default,InjectionWellDisposalZO,injection_well_disposal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,87240362.69922979,0.0,0.0,863.6200428077159,591620.6546778176,91733241.37824014,1891502.0588963416,22500000.0,0.7,473.176473,585.6289063981479,0.0585628906398148,863.6200428077159,0.409594654,87240362.69922979,1.0515,0.014900000000000002,87240362.69922979,1299881.404218524,1299881.404218524,591620.6546778176,7858881.05511627,130860.54404884469,4362018.13496149,87240.3626992298,78516.32642930682,697922.9015938384,261721.08809768938,174480.7253984596,0.42519761144444257,0.307046707525362,0.015812905437556164,0.07032890106854878,0.03200909741297563,0.307046707525362,0.015812905437556164,0.07032890106854878,0.03200909741297563,0.03200909741297563,0.409594654,0.409594654,1.0,87240362.69922979,13.366666666666665,default,InjectionWellDisposalZO,injection_well_disposal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,90994240.46174839,0.0,0.0,917.1924831190423,628320.3149898144,95680443.84552844,1984134.4978698655,22500000.0,0.7,473.176473,621.9568840706015,0.062195688407060155,917.1924831190423,0.409594654,90994240.46174839,1.0515,0.014900000000000002,90994240.46174839,1355814.1828800512,1355814.1828800512,628320.3149898144,8208284.679139307,136491.36069262258,4549712.02308742,90994.2404617484,81894.81641557356,727953.9236939872,272982.72138524515,181988.4809234968,0.4181621660478458,0.3015526244890843,0.015529960161187859,0.06907048398459796,0.03200909741297564,0.3015526244890843,0.015529960161187859,0.06907048398459796,0.03200909741297564,0.03200909741297564,0.409594654,0.409594654,1.0,90994240.46174839,14.195833333333331,default,InjectionWellDisposalZO,injection_well_disposal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,94682870.60009345,0.0,0.0,970.7649234303689,665019.9753018112,99559038.43599828,2075794.7472432037,22500000.0,0.7,473.176473,658.2848617430552,0.06582848617430553,970.7649234303689,0.409594654,94682870.60009345,1.0515,0.014900000000000002,94682870.60009345,1410774.7719413927,1410774.7719413927,665019.9753018112,8552253.072717305,142024.30590014017,4734143.530004673,94682.87060009346,85214.58354008412,757462.9648007477,284048.61180028034,189365.74120018692,0.41164162261560694,0.2964606359881567,0.015267722753390063,0.06790416646108455,0.03200909741297563,0.2964606359881567,0.015267722753390063,0.06790416646108455,0.03200909741297563,0.03200909741297563,0.409594654,0.409594654,1.0,94682870.60009345,15.024999999999999,default,InjectionWellDisposalZO,injection_well_disposal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,98310900.36153625,0.0,0.0,1024.3373637416955,701719.6356138081,103373911.73015538,2166552.0510006985,22500000.0,0.7,473.176473,694.612839415509,0.0694612839415509,1024.3373637416955,0.409594654,98310900.36153625,1.0515,0.014900000000000002,98310900.36153625,1464832.4153868903,1464832.4153868903,701719.6356138081,8891173.358909141,147466.35054230437,4915545.018076813,98310.90036153625,88479.81032538263,786487.20289229,294932.70108460874,196621.8007230725,0.40557285234299106,0.291721443808231,0.015023654356123937,0.06681865676566044,0.03200909741297563,0.291721443808231,0.015023654356123937,0.06681865676566044,0.03200909741297563,0.03200909741297563,0.409594654,0.409594654,1.0,98310900.36153625,15.854166666666666,default,InjectionWellDisposalZO,injection_well_disposal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,101882421.5854994,0.0,0.0,1077.9098040530218,738419.2959258048,107129366.29715264,2256467.377549746,22500000.0,0.7,473.176473,730.9408170879626,0.07309408170879628,1077.9098040530218,0.409594654,101882421.5854994,1.0515,0.014900000000000002,101882421.5854994,1518048.0816239414,1518048.0816239414,738419.2959258048,9225386.39442014,152823.6323782491,5094121.079274971,101882.42158549941,91694.17942694947,815059.3726839953,305647.2647564982,203764.84317099882,0.39990327094730366,0.2872939841076826,0.014795640181545689,0.06580454924509978,0.03200909741297563,0.2872939841076826,0.014795640181545689,0.06580454924509978,0.03200909741297563,0.03200909741297563,0.409594654,0.409594654,1.0,101882421.5854994,16.683333333333334,default,InjectionWellDisposalZO,injection_well_disposal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,105401061.26933752,0.0,0.0,1131.4822443643484,775118.9562378016,110829215.92470841,2345594.769150931,22500000.0,0.7,473.176473,767.2687947604164,0.07672687947604165,1131.4822443643484,0.409594654,105401061.26933752,1.0515,0.014900000000000002,105401061.26933752,1570475.8129131293,1570475.8129131293,775118.9562378016,9555194.313875055,158101.5919040063,5270053.063466877,105401.06126933752,94860.95514240378,843208.4901547001,316203.1838080126,210802.12253867503,0.3945886539496573,0.28314372133893073,0.014581901648954987,0.06485393354879593,0.032009097412975626,0.28314372133893073,0.014581901648954987,0.06485393354879593,0.032009097412975626,0.032009097412975626,0.40959465399999995,0.40959465399999995,1.0,105401061.26933752,17.5125,default,InjectionWellDisposalZO,injection_well_disposal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,108870053.7915297,0.0,0.0,1185.0546846756754,811818.6165497986,114476861.56179349,2433982.4180435915,22500000.0,0.7,473.176473,803.5967724328701,0.08035967724328703,1185.0546846756754,0.409594654,108870053.7915297,1.0515,0.014900000000000002,108870053.7915297,1622163.8014937928,1622163.8014937928,811818.6165497986,9880866.546124408,163305.08068729454,5443502.689576485,108870.0537915297,97983.04841237674,870960.4303322376,326610.1613745891,217740.1075830594,0.3895914842944565,0.2792413578801339,0.01438092993082692,0.0639600990705201,0.03200909741297564,0.2792413578801339,0.01438092993082692,0.0639600990705201,0.03200909741297564,0.03200909741297563,0.40959465400000006,0.40959465400000006,1.0,108870053.7915297,18.34166666666667,default,InjectionWellDisposalZO,injection_well_disposal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,112292299.16649975,0.0,0.0,1238.6271249870017,848518.2768617953,118075352.5735745,2521673.534442642,22500000.0,0.7,473.176473,839.9247501053239,0.08399247501053239,1238.6271249870017,0.409594654,112292299.16649975,1.0515,0.014900000000000002,112292299.16649975,1673155.2575808465,1673155.2575808465,848518.2768617953,10202644.66696329,168438.44874974963,5614614.958324987,112292.29916649975,101063.06924984978,898338.393331998,336876.89749949926,224584.5983329995,0.38487968488155083,0.2755618442508603,0.014191434978919348,0.06311730823879562,0.03200909741297564,0.2755618442508603,0.014191434978919348,0.06311730823879562,0.03200909741297564,0.03200909741297563,0.409594654,0.409594654,1.0,112292299.16649975,19.170833333333334,default,InjectionWellDisposalZO,injection_well_disposal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,115670410.51840651,0.0,0.0,1292.1995652983283,885217.9371737922,121627436.66010445,2608707.053898049,22500000.0,0.7,473.176473,876.2527277777775,0.08762527277777776,1292.1995652983283,0.409594654,115670410.51840651,1.0515,0.014900000000000002,115670410.51840651,1723489.1167242571,1723489.1167242571,885217.9371737922,10520746.353773285,173505.61577760978,5783520.525920326,115670.41051840651,104103.36946656587,925363.2841472521,347011.23155521957,231340.82103681302,0.38042563390694406,0.27208361017713123,0.01401230592412228,0.06232062039271493,0.032009097412975626,0.27208361017713123,0.01401230592412228,0.06232062039271493,0.032009097412975626,0.03200909741297563,0.409594654,0.409594654,1.0,115670410.51840651,20.0,default,InjectionWellDisposalZO,injection_well_disposal
