fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.conventional_activated_sludge.capital_a_parameter[default],fs.costing.conventional_activated_sludge.capital_b_parameter[default],fs.costing.conventional_activated_sludge.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[CASZO],fs.costing.LCOW_aggregate_indirect_capex[CASZO],fs.costing.LCOW_aggregate_fixed_opex[CASZO],fs.costing.LCOW_aggregate_variable_opex[CASZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit,fs.costing.conventional_activated_sludge.capital_a_parameter[cas_nitrification],fs.costing.conventional_activated_sludge.capital_b_parameter[cas_nitrification],fs.costing.conventional_activated_sludge.reference_state[cas_nitrification],fs.costing.conventional_activated_sludge.capital_a_parameter[cas_denitrification],fs.costing.conventional_activated_sludge.capital_b_parameter[cas_denitrification],fs.costing.conventional_activated_sludge.reference_state[cas_denitrification]
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4594413.891208886,0.0,0.0,295.186484521549,202216.73023812092,4831026.206606144,270673.49721713335,725570.0,0.5862,1.0,585.6289063981479,0.0585628906398148,585.5703435075081,0.05270660157583334,0.05856289063973492,0.005856289063981499,0.9999,0.1,295.186484521549,0.14,4594413.891208886,1.0515,0.014900000000000002,4594413.891208886,68456.7669790124,68456.7669790124,202216.73023812092,584938.6848672878,6891.620836813329,229720.69456044433,4594.4138912088865,4134.972502087998,36755.31112967109,13783.241673626659,9188.827782417773,0.031647575513960316,0.016170263564446754,0.0008327685735690094,0.0037037911125700606,0.010940752263374485,0.016170263564446754,0.0008327685735690094,0.0037037911125700606,0.010940752263374485,0.010940752263374485,0.14,0.14,1.0,4594413.891208886,13.366666666666665,default,CASZO,conventional_activated_sludge,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4759398.6102891,0.0,0.0,313.49761619854036,214760.72316748064,5004507.638718989,285675.76246078825,725570.0,0.5862,1.0,621.9568840706015,0.062195688407060155,621.8946883821944,0.05597611956635413,0.06219568840710846,0.006219568840706017,0.9999,0.1,313.49761619854036,0.14,4759398.6102891,1.0515,0.014900000000000002,4759398.6102891,70915.0392933076,70915.0392933076,214760.72316748064,611226.1662296647,7139.097915433649,237969.930514455,4759.398610289099,4283.45874926019,38075.188882312796,14278.195830867298,9518.797220578199,0.031138254532677552,0.01577252730106257,0.000812285156004722,0.0036126898122357783,0.010940752263374487,0.01577252730106257,0.000812285156004722,0.0036126898122357783,0.010940752263374487,0.010940752263374485,0.14,0.14,1.0,4759398.6102891,14.195833333333331,default,CASZO,conventional_activated_sludge,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4920440.825347605,0.0,0.0,331.8087478755317,227304.7160968404,5173843.527853007,300619.2843945197,725570.0,0.5862,1.0,658.2848617430552,0.06582848617430553,658.219033256881,0.05924563755687499,0.06582848617431084,0.006582848617430574,0.9999,0.1,331.8087478755317,0.14,4920440.825347605,1.0515,0.014900000000000002,4920440.825347605,73314.56829767933,73314.56829767933,227304.7160968404,637185.2307621588,7380.661238021408,246022.04126738026,4920.440825347605,4428.396742812845,39363.52660278084,14761.322476042817,9840.88165069521,0.030669340589835586,0.015406345489732137,0.000793426792721208,0.003528816044007756,0.010940752263374483,0.015406345489732137,0.000793426792721208,0.003528816044007756,0.010940752263374483,0.010940752263374483,0.14,0.14,1.0,4920440.825347605,15.024999999999999,default,CASZO,conventional_activated_sludge,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5077844.966036346,0.0,0.0,350.1198795525231,239848.70902620017,5339353.981787218,315508.5990201417,725570.0,0.5862,1.0,694.612839415509,0.0694612839415509,694.5433781315675,0.06251515554739583,0.06946128394160485,0.006946128394155112,0.9999,0.1,350.1198795525231,0.14,5077844.966036346,1.0515,0.014900000000000002,5077844.966036346,75659.88999394156,75659.88999394156,239848.70902620017,662841.2379369892,7616.767449054519,253892.2483018173,5077.844966036346,4570.060469432711,40622.759728290766,15233.534898109037,10155.689932072692,0.03023565064686206,0.015067670619218942,0.0007759850368897778,0.0034512427273788557,0.010940752263374485,0.015067670619218942,0.0007759850368897778,0.0034512427273788557,0.010940752263374485,0.010940752263374485,0.14,0.14,1.0,5077844.966036346,15.854166666666666,default,CASZO,conventional_activated_sludge,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5231877.392763204,0.0,0.0,368.4310112295144,252392.70195555987,5501319.07849051,330347.6751077316,725570.0,0.5862,1.0,730.9408170879626,0.07309408170879628,730.8677230062539,0.06578467353791666,0.07309408170869656,0.007309408170879629,0.9999,0.1,368.4310112295144,0.14,5231877.392763204,1.0515,0.014900000000000002,5231877.392763204,77954.97315217175,77954.97315217175,252392.70195555987,688216.3759980439,7847.816089144806,261593.86963816022,5231.877392763204,4708.689653486884,41855.01914210563,15695.632178289612,10463.754785526407,0.029832894592640647,0.014753152478501601,0.000759787352642836,0.0033792024981217266,0.010940752263374487,0.014753152478501601,0.000759787352642836,0.0033792024981217266,0.010940752263374487,0.010940752263374485,0.14,0.14,1.0,5231877.392763204,16.683333333333334,default,CASZO,conventional_activated_sludge,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5382772.799957349,0.0,0.0,386.7421429065058,264936.6948849197,5659985.599155153,345140.0096042842,725570.0,0.5862,1.0,767.2687947604164,0.07672687947604165,767.1920678809404,0.06905419152843749,0.076726879475937,0.007672687947604165,0.9999,0.1,386.7421429065058,0.14,5382772.799957349,1.0515,0.014900000000000002,5382772.799957349,80203.31471936451,80203.31471936451,264936.6948849197,713330.1953630259,8074.1591999360235,269138.63999786746,5382.772799957349,4844.495519961614,43062.18239965879,16148.318399872047,10765.545599914698,0.02945748588296297,0.014459990282330097,0.0007446894995400005,0.0033120538377183865,0.010940752263374482,0.014459990282330097,0.0007446894995400005,0.0033120538377183865,0.010940752263374482,0.010940752263374485,0.14,0.14,1.0,5382772.799957349,17.5125,default,CASZO,conventional_activated_sludge,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5530739.291811652,0.0,0.0,405.0532745834973,277480.68781427946,5815572.365339952,359888.70326227305,725570.0,0.5862,1.0,803.5967724328701,0.08035967724328703,803.5164127556269,0.07232370951895835,0.08035967724317741,0.008035967724328704,0.9999,0.1,405.0532745834973,0.14,5530739.291811652,1.0515,0.014900000000000002,5530739.291811652,82408.01544799362,82408.01544799362,277480.68781427946,738200.0314408353,8296.108937717478,276536.9645905826,5530.739291811652,4977.665362630487,44245.914334493216,16592.217875434955,11061.478583623304,0.029106399181967904,0.014185821501326877,0.0007305698073183359,0.003249255609948211,0.010940752263374485,0.014185821501326877,0.0007305698073183359,0.003249255609948211,0.010940752263374485,0.010940752263374485,0.14,0.14,1.0,5530739.291811652,18.34166666666667,default,CASZO,conventional_activated_sludge,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5675962.45301922,0.0,0.0,423.3644062604886,290024.6807436392,5968274.519349711,374596.5212936256,725570.0,0.5862,1.0,839.9247501053239,0.08399247501053239,839.8407576303134,0.07559322750947918,0.08399247501041783,0.008399247501053241,0.9999,0.1,423.3644062604886,0.14,5675962.45301922,1.0515,0.014900000000000002,5675962.45301922,84571.84054998639,84571.84054998639,290024.6807436392,762841.3437303721,8513.943679528831,283798.12265096104,5675.96245301922,5108.3662077172985,45407.69962415376,17027.887359057662,11351.92490603844,0.02877706178872071,0.013928637075401746,0.0007173248093831923,0.0031903476405612864,0.010940752263374485,0.013928637075401746,0.0007173248093831923,0.0031903476405612864,0.010940752263374485,0.010940752263374485,0.14,0.14,1.0,5675962.45301922,19.170833333333334,default,CASZO,conventional_activated_sludge,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5818608.648158836,0.0,0.0,441.67553793748,302568.67367299896,6118266.993539017,389265.9425305656,725570.0,0.5862,1.0,876.2527277777775,0.08762527277777776,876.1651025049997,0.07886274549999997,0.08762527277788022,0.008762527277777777,0.9999,0.1,441.67553793748,0.14,5818608.648158836,1.0515,0.014900000000000002,5818608.648158836,86697.26885756667,86697.26885756667,302568.67367299896,787267.9906645678,8727.912972238255,290930.43240794184,5818.608648158836,5236.747783342953,46548.86918527069,17455.82594447651,11637.217296317673,0.02846726974800597,0.013686715903433302,0.0007048658690268165,0.0031349357121713663,0.010940752263374485,0.013686715903433302,0.0007048658690268165,0.0031349357121713663,0.010940752263374485,0.010940752263374485,0.14,0.14,1.0,5818608.648158836,20.0,default,CASZO,conventional_activated_sludge,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,260588.57119295967,0.0,0.0,2.2083776896873992,1512.8433683649944,274008.8826093971,5395.613079140094,,,,4.381263638888887,0.0004381263638888888,4.380825512524998,0.00039431372749999994,0.000438126363889229,4.3812636388888886e-05,0.9999,0.1,2.2083776896873992,0.14,260588.57119295967,1.0515,0.014900000000000002,260588.57119295967,3882.7697107750996,3882.7697107750996,1512.8433683649944,23220.284117624415,390.88285678943953,13029.428559647984,260.5885711929597,234.52971407366374,2084.7085695436776,781.7657135788791,521.1771423859194,0.16792708440838766,0.12259294127740356,0.006313536475786304,0.028079854391823315,0.010940752263374487,0.12259294127740356,0.006313536475786304,0.028079854391823315,0.010940752263374487,0.010940752263374485,0.14,0.14,1.0,260588.57119295967,0.1,cas_nitrification,CASZO,conventional_activated_sludge,725570.0,0.5862,1.0,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,962613.2726084039,0.0,0.0,20.519509366678758,14056.836297724743,1012187.8561477369,28399.774059589967,,,,40.70924131134258,0.004070924131134258,40.705170387211446,0.0036638317180208305,0.004070924131139485,0.00040709241311342586,0.9999,0.1,20.519509366678758,0.14,962613.2726084039,1.0515,0.014900000000000002,962613.2726084039,14342.93776186522,14342.93776186522,14056.836297724743,94244.04667282879,1443.919908912606,48130.6636304202,962.6132726084039,866.3519453475636,7700.906180867231,2887.839817825212,1925.2265452168078,0.07335226398789445,0.04873806966080587,0.0025100105875315083,0.011163431476182586,0.010940752263374485,0.04873806966080587,0.0025100105875315083,0.011163431476182586,0.010940752263374485,0.010940752263374485,0.14,0.14,1.0,962613.2726084039,0.9291666666666666,cas_nitrification,CASZO,conventional_activated_sludge,725570.0,0.5862,1.0,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1399051.4744335848,0.0,0.0,38.830641043670106,26600.829227084487,1471102.6253669146,47446.6961961449,,,,77.03721898379627,0.007703721898379629,77.02951526189788,0.006933349708541664,0.007703721898370192,0.0007703721898379629,0.9999,0.1,38.830641043670106,0.14,1399051.4744335848,1.0515,0.014900000000000002,1399051.4744335848,20845.86696906042,20845.86696906042,26600.829227084487,143144.03312662517,2098.577211650377,69952.57372167925,1399.0514744335849,1259.1463269902265,11192.411795468679,4197.154423300754,2798.1029488671697,0.05887423249287651,0.037431961411575614,0.0019277460126961492,0.008573772805230258,0.010940752263374483,0.037431961411575614,0.0019277460126961492,0.008573772805230258,0.010940752263374483,0.010940752263374485,0.14,0.14,1.0,1399051.4744335848,1.7583333333333333,cas_nitrification,CASZO,conventional_activated_sludge,725570.0,0.5862,1.0,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1754631.132441607,0.0,0.0,57.141772720661464,39144.822156444236,1844994.6357623502,65288.82602982419,,,,113.36519665624996,0.011336519665624998,113.35386013658434,0.010202867699062496,0.011336519665609534,0.0011336519665625,0.9999,0.1,57.141772720661464,0.14,1754631.132441607,1.0515,0.014900000000000002,1754631.132441607,26144.00387337995,26144.00387337995,39144.822156444236,185308.3748015772,2631.9466986624107,87731.55662208036,1754.6311324416072,1579.1680191974465,14037.049059532857,5263.893397324821,3509.2622648832144,0.051792623119603046,0.03190182824529919,0.0016429441546329101,0.007307098456296455,0.010940752263374485,0.03190182824529919,0.0016429441546329101,0.007307098456296455,0.010940752263374485,0.010940752263374485,0.14,0.14,1.0,1754631.132441607,2.5875,cas_nitrification,CASZO,conventional_activated_sludge,725570.0,0.5862,1.0,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2065157.6718641433,0.0,0.0,75.4529043976528,51688.81508580397,2171513.291965147,82459.66439657971,,,,149.69317432870363,0.014969317432870366,149.67820501127076,0.013472385689583335,0.01496931743288792,0.0014969317432870367,0.9999,0.1,75.4529043976528,0.14,2065157.6718641433,1.0515,0.014900000000000002,2065157.6718641433,30770.84931077574,30770.84931077574,51688.81508580397,223719.7203348081,3097.736507796215,103257.88359320717,2065.1576718641436,1858.6419046777291,16521.26137491315,6195.47301559243,4130.315343728287,0.04735380434918878,0.028435489224397884,0.0014644276950564947,0.006513135166359918,0.010940752263374485,0.028435489224397884,0.0014644276950564947,0.006513135166359918,0.010940752263374485,0.010940752263374485,0.14,0.14,1.0,2065157.6718641433,3.4166666666666665,cas_nitrification,CASZO,conventional_activated_sludge,725570.0,0.5862,1.0,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2345671.771338338,0.0,0.0,93.76403607464417,64232.808015163726,2466473.867562263,99183.31740810498,,,,186.02115200115733,0.018602115200115732,186.00254988595722,0.016741903680104156,0.018602115200090363,0.0018602115200115736,0.9999,0.1,93.76403607464417,0.14,2345671.771338338,1.0515,0.014900000000000002,2345671.771338338,34950.50939294124,34950.50939294124,64232.808015163726,259630.98208103018,3518.507657007507,117283.58856691691,2345.671771338338,2111.1045942045043,18765.374170706706,7037.015314015014,4691.343542676676,0.04422285655290966,0.025990485929605924,0.0013385100253747052,0.005953108334554544,0.010940752263374487,0.025990485929605924,0.0013385100253747052,0.005953108334554544,0.010940752263374487,0.010940752263374485,0.14,0.14,1.0,2345671.771338338,4.245833333333333,cas_nitrification,CASZO,conventional_activated_sludge,725570.0,0.5862,1.0,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2604245.816394803,0.0,0.0,112.0751677516355,76776.80094452346,2738364.475939136,115580.06360880603,,,,222.349129673611,0.022234912967361103,222.32689476064365,0.020011421670624994,0.022234912967330774,0.0022234912967361107,0.9999,0.1,112.0751677516355,0.14,2604245.816394803,1.0515,0.014900000000000002,2604245.816394803,38803.26266428257,38803.26266428257,76776.80094452346,293714.6025414963,3906.3687245922047,130212.29081974016,2604.245816394803,2343.821234755323,20833.966531158425,7812.737449184409,5208.491632789606,0.04185455323755881,0.02414104295390984,0.001243263712126358,0.005529494308148126,0.010940752263374485,0.02414104295390984,0.001243263712126358,0.005529494308148126,0.010940752263374485,0.010940752263374485,0.14,0.14,1.0,2604245.816394803,5.074999999999999,cas_nitrification,CASZO,conventional_activated_sludge,725570.0,0.5862,1.0,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2845827.298267036,0.0,0.0,130.38629942862684,89320.79387388319,2992387.4041277887,131723.62061806204,,,,258.6771073460647,0.025867710734606475,258.6512396353301,0.02328093966114583,0.02586771073457119,0.002586771073460648,0.9999,0.1,130.38629942862684,0.14,2845827.298267036,1.0515,0.014900000000000002,2845827.298267036,42402.82674417884,42402.82674417884,89320.79387388319,326382.7155727182,4268.740947400554,142291.3649133518,2845.8272982670364,2561.244568440333,22766.61838613629,8537.481894801109,5691.654596534073,0.039978064225116856,0.022675665018348612,0.0011677967484449562,0.00519385019494881,0.010940752263374483,0.022675665018348612,0.0011677967484449562,0.00519385019494881,0.010940752263374483,0.010940752263374483,0.14,0.14,1.0,2845827.298267036,5.904166666666666,cas_nitrification,CASZO,conventional_activated_sludge,725570.0,0.5862,1.0,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3073716.8499491517,0.0,0.0,148.6974311056182,101864.78680324294,3232013.2677215333,147663.16786748532,,,,295.00508501851834,0.029500508501851843,294.9755845100165,0.02655045765166666,0.0295005085018116,0.0029500508501852027,0.9999,0.1,148.6974311056182,0.14,3073716.8499491517,1.0515,0.014900000000000002,3073716.8499491517,45798.38106424236,45798.38106424236,101864.78680324294,357910.2691312652,4610.575274923728,153685.8424974576,3073.7168499491518,2766.3451649542367,24589.734799593214,9221.150549847456,6147.4336998983035,0.038441228907163415,0.021475527660448742,0.0011059896745131128,0.004918959308827071,0.010940752263374485,0.021475527660448742,0.0011059896745131128,0.004918959308827071,0.010940752263374485,0.010940752263374485,0.14,0.14,1.0,3073716.8499491517,6.7333333333333325,cas_nitrification,CASZO,conventional_activated_sludge,725570.0,0.5862,1.0,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3290250.887166644,0.0,0.0,167.00856278260957,114408.7797326027,3459698.8078557267,163433.5179513857,,,,331.3330626909721,0.03313330626909721,331.299929384703,0.029819975642187486,0.03313330626912294,0.0033133306269097318,0.9999,0.1,167.00856278260957,0.14,3290250.887166644,1.0515,0.014900000000000002,3290250.887166644,49024.738218783,49024.738218783,114408.7797326027,388491.89034792274,4935.376330749966,164512.5443583322,3290.250887166644,2961.2257984499797,26322.007097333153,9870.752661499931,6580.501774333288,0.03715093840316039,0.020467920782660697,0.0010540979203070302,0.00468816743681818,0.010940752263374485,0.020467920782660697,0.0010540979203070302,0.00468816743681818,0.010940752263374485,0.010940752263374485,0.14,0.14,1.0,3290250.887166644,7.562499999999999,cas_nitrification,CASZO,conventional_activated_sludge,725570.0,0.5862,1.0,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3497157.515865457,0.0,0.0,185.31969445960092,126952.77266196244,3677261.127932528,179060.41964835775,,,,367.6610403634258,0.036766104036342576,367.62427425938944,0.033089493632708335,0.03676610403638979,0.0036766104036342583,0.9999,0.1,185.31969445960092,0.14,3497157.515865457,1.0515,0.014900000000000002,3497157.515865457,52107.64698639531,52107.64698639531,126952.77266196244,418271.53318528517,5245.736273798186,174857.87579327286,3497.157515865457,3147.4417642789113,27977.260126923655,10491.472547596371,6994.315031730914,0.03604651657027689,0.019605461490477854,0.0010096812667596121,0.004490621549664944,0.010940752263374485,0.019605461490477854,0.0010096812667596121,0.004490621549664944,0.010940752263374485,0.010940752263374483,0.14,0.14,1.0,3497157.515865457,8.391666666666666,cas_nitrification,CASZO,conventional_activated_sludge,725570.0,0.5862,1.0,,,
