fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_activated_carbon,fs.costing.aggregate_flow_costs[electricity],fs.costing.aggregate_flow_costs[activated_carbon],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.gac.contactor_cost_coeff_0[gravity],fs.costing.gac.contactor_cost_coeff_1[gravity],fs.costing.gac.contactor_cost_coeff_2[gravity],fs.costing.gac.contactor_cost_coeff_3[gravity],fs.costing.gac.adsorbent_unit_cost_coeff[gravity],fs.costing.gac.adsorbent_unit_cost_exp_coeff[gravity],fs.costing.gac.other_cost_coeff[gravity],fs.costing.gac.other_cost_exp[gravity],fs.costing.gac.bed_mass_max_ref[gravity],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.empty_bed_contact_time,fs.unit.electricity[0.0],fs.unit.electricity_intensity_parameter,fs.unit.energy_electric_flow_vol_inlet,fs.unit.activated_carbon_replacement,fs.unit.activated_carbon_demand[0.0],fs.unit.activated_carbon_bulk_density,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[GACZO],fs.costing.LCOW_aggregate_indirect_capex[GACZO],fs.costing.LCOW_aggregate_fixed_opex[GACZO],fs.costing.LCOW_aggregate_variable_opex[GACZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.LCOW_aggregate_variable_opex[activated_carbon],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.total_bed_volume,fs.unit.total_bed_mass,fs.unit.costing.contactor_cost,fs.unit.costing.bed_mass_gac_ref,fs.unit.costing.adsorbent_unit_cost,fs.unit.costing.adsorbent_cost,fs.unit.costing.other_process_cost,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit,fs.costing.gac.contactor_cost_coeff_0[pressure_vessel],fs.costing.gac.contactor_cost_coeff_1[pressure_vessel],fs.costing.gac.contactor_cost_coeff_2[pressure_vessel],fs.costing.gac.contactor_cost_coeff_3[pressure_vessel],fs.costing.gac.adsorbent_unit_cost_coeff[pressure_vessel],fs.costing.gac.adsorbent_unit_cost_exp_coeff[pressure_vessel],fs.costing.gac.other_cost_coeff[pressure_vessel],fs.costing.gac.other_cost_exp[pressure_vessel],fs.costing.gac.bed_mass_max_ref[pressure_vessel]
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3198262.5024852906,0.0,0.0,38.09906750462586,118.454520006876,26099.666684923923,5055025.424528447,3362973.0213632835,5128779.202500402,,,,,,,,,,597.2354118274852,0.05972354118274852,573.3459953543858,0.05375118706447366,23.889416473099413,0.005972354118274834,0.96,0.1,0.16666666666666666,38.09906750462586,0.10631,0.017718333333333332,0.0550884,118.454520006876,500.0,3198262.5024852906,1.0515,0.014900000000000002,3198262.5024852906,47654.111287030835,47654.111287030835,5081125.091213371,5347545.423676337,4797.393753727936,159913.12512426454,3198.2625024852905,2878.436252236762,25586.100019882324,9594.787507455872,6396.525004970581,0.2837014382686589,0.011037686210065446,0.0005684408398183709,0.002528176731643534,0.26956713448713154,0.011037686210065446,0.0005684408398183709,0.002528176731643534,0.26956713448713154,0.0013846563965706443,0.2681824780905609,0.017718333333333332,0.017718333333333332,358.37708122120074,179188.54061060038,1391540.1304062246,18143.70000000001,4.886576814234247,875618.5679242316,931103.8041548341,1.0,3198262.5024852906,13.631578947368421,gravity,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3314524.752295324,0.0,0.0,41.629483026290025,129.43100062527375,28518.168617117648,5523444.768886295,3485222.7770385337,5601349.356312613,,,,,,,,,,652.5776893713447,0.06525776893713449,626.474581796491,0.05873199204342103,26.103107574853798,0.00652577689371345,0.96,0.1,0.16666666666666666,41.629483026290025,0.10631,0.017718333333333332,0.0550884,129.43100062527375,500.0,3314524.752295324,1.0515,0.014900000000000002,3314524.752295324,49386.41880920034,49386.41880920034,5551962.937503412,5828068.099533437,4971.787128442987,165726.23761476623,3314.524752295324,2983.072277065792,26516.198018362593,9943.574256885973,6629.049504590648,0.2829730015981623,0.010468839274473578,0.0005391452226353904,0.0023978826139217767,0.26956713448713154,0.010468839274473578,0.0005391452226353904,0.0023978826139217767,0.26956713448713154,0.0013846563965706448,0.2681824780905609,0.017718333333333332,0.017718333333333332,391.58576828416915,195792.88414208457,1385292.559331621,18143.70000000001,4.886576814234247,956756.9680407626,972475.2249229407,1.0,3314524.752295324,14.894736842105262,gravity,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3414006.380848801,0.0,0.0,45.159898547954185,140.4074812436715,30936.670549311362,5991864.113244141,3589827.7094625146,6073669.4788681,,,,,,,,,,707.9199669152043,0.07079199669152043,679.6031682385961,0.06371279702236839,28.316798676608183,0.007079199669152023,0.96,0.1,0.16666666666666666,45.159898547954185,0.10631,0.017718333333333332,0.0550884,140.4074812436715,500.0,3414006.380848801,1.0515,0.014900000000000002,3414006.380848801,50868.69507464714,50868.69507464714,6022800.783793453,6307192.923059579,5121.009571273202,170700.31904244007,3414.006380848801,3072.605742763921,27312.05104679041,10242.019142546404,6828.012761697602,0.28229589255246945,0.009940074837832463,0.000511913854148371,0.002276769373357136,0.26956713448713154,0.009940074837832463,0.000511913854148371,0.002276769373357136,0.26956713448713154,0.0013846563965706445,0.26818247809056084,0.017718333333333332,0.017718333333333332,424.79445534713744,212397.22767356873,1364016.2384808185,18143.70000000001,4.886576814234247,1037895.3681572935,1012094.7742106892,1.0,3414006.380848801,16.157894736842103,gravity,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3496910.471030098,0.0,0.0,48.69031406961836,151.3839618620693,33355.17248150509,6460283.4576019915,3677001.3602881483,6545742.596101846,,,,,,,,,,763.262244459064,0.07632622444590641,732.7317546807014,0.06869360200131575,30.530489778362472,0.007632622444590642,0.96,0.1,0.16666666666666666,48.69031406961836,0.10631,0.017718333333333332,0.0550884,151.3839618620693,500.0,3496910.471030098,1.0515,0.014900000000000002,3496910.471030098,52103.96601834847,52103.96601834847,6493638.630083497,6784936.811380719,5245.365706545147,174845.5235515049,3496.910471030098,3147.2194239270884,27975.283768240784,10490.731413090294,6993.820942060196,0.28165964848226205,0.009443222463034721,0.0004863259568462889,0.0021629655752495223,0.2695671344871315,0.009443222463034721,0.0004863259568462889,0.0021629655752495223,0.2695671344871315,0.0013846563965706445,0.26818247809056084,0.017718333333333332,0.017718333333333332,458.00314241010597,229001.57120505298,1327711.1678538166,18143.70000000001,4.886576814234247,1119033.7682738248,1050165.5349024567,1.0,3496910.471030098,17.421052631578945,gravity,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3563403.7355101346,0.0,0.0,52.22072959128253,162.36044248046704,35773.674413698805,6928702.801959838,3746919.027888907,7017571.192032638,,,,,,,,,,818.6045220029235,0.08186045220029237,785.8603411228066,0.07367440698026315,32.74418088011695,0.008186045220029237,0.96,0.1,0.16666666666666666,52.22072959128253,0.10631,0.017718333333333332,0.0550884,162.36044248046704,500.0,3563403.7355101346,1.0515,0.014900000000000002,3563403.7355101346,53094.71565910101,53094.71565910101,6964476.4763735365,7261313.651926407,5345.105603265202,178170.18677550674,3563.4037355101345,3207.0633619591213,28507.229884081076,10690.211206530405,7126.807471020269,0.2810565188068997,0.008972229607388827,0.00046206982478052606,0.002055084887598842,0.26956713448713154,0.008972229607388827,0.00046206982478052606,0.002055084887598842,0.26956713448713154,0.0013846563965706445,0.26818247809056084,0.017718333333333332,0.017718333333333332,491.2118294730742,245605.9147365371,1276377.347450616,18143.70000000001,4.886576814234247,1200172.1683903555,1086854.2196691628,1.0,3563403.7355101346,18.684210526315788,gravity,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3613625.0238216887,0.0,0.0,55.7511451129467,173.33692309886484,38192.176345892534,7397122.146317687,3799726.712548506,7489157.335518523,,,,,,,,,,873.9467995467833,0.08739467995467833,838.9889275649119,0.07865521195921045,34.95787198187148,0.008739467995467834,0.96,0.1,0.16666666666666666,55.7511451129467,0.10631,0.017718333333333332,0.0550884,173.33692309886484,500.0,3613625.0238216887,1.0515,0.014900000000000002,3613625.0238216887,53843.01285494317,53843.01285494317,7435314.322663579,7736335.011082665,5420.437535732533,180681.25119108445,3613.625023821689,3252.2625214395202,28909.00019057351,10840.875071465067,7227.250047643378,0.28048063200412787,0.008522511112600217,0.00043890932229891105,0.0019520770820972237,0.26956713448713154,0.008522511112600217,0.00043890932229891105,0.0019520770820972237,0.26956713448713154,0.0013846563965706448,0.26818247809056084,0.017718333333333332,0.017718333333333332,524.4205165360427,262210.25826802134,1210014.7772712163,18143.70000000001,4.886576814234247,1281310.5685068867,1122299.6780435857,1.0,3613625.0238216887,19.94736842105263,gravity,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3647691.431223012,0.0,0.0,59.28156063461088,184.31340371726262,40610.678278086256,7865541.490675536,3835547.5399309974,7960502.771278845,,,,,,,,,,929.289077090643,0.0929289077090643,892.1175140070172,0.08363601693815785,37.17156308362587,0.009292890770906403,0.96,0.1,0.16666666666666666,59.28156063461088,0.10631,0.017718333333333332,0.0550884,184.31340371726262,500.0,3647691.431223012,1.0515,0.014900000000000002,3647691.431223012,54350.602325222884,54350.602325222884,7906152.168953623,8210010.643069981,5471.537146834518,182384.5715611506,3647.691431223012,3282.9222881007113,29181.531449784095,10943.074293669037,7295.382862446024,0.2799274534396087,0.00809052581585878,0.00041666207951672777,0.0018531310571017043,0.2695671344871315,0.00809052581585878,0.00041666207951672777,0.0018531310571017043,0.2695671344871315,0.0013846563965706443,0.26818247809056084,0.017718333333333332,0.017718333333333332,557.6292035990112,278814.60179950565,1128623.4573156172,18143.70000000001,4.886576814234247,1362448.9686234184,1156619.0052839764,1.0,3647691.431223012,21.210526315789473,gravity,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3665702.7870817417,0.0,0.0,62.81197615627505,195.2898843356604,43029.18021027998,8333960.835033384,3854486.4806164517,8431608.986771181,,,,,,,,,,984.6313546345026,0.09846313546345027,945.2461004491224,0.08861682191710525,39.38525418538012,0.009846313546345029,0.96,0.1,0.16666666666666666,62.81197615627505,0.10631,0.017718333333333332,0.0550884,195.2898843356604,500.0,3665702.7870817417,1.0515,0.014900000000000002,3665702.7870817417,54618.971527517955,54618.971527517955,8376990.015243664,8682348.863832805,5498.554180622613,183285.1393540871,3665.702787081742,3299.132508373568,29325.622296653935,10997.108361245226,7331.405574163484,0.27939342169228226,0.007673492550951506,0.000395184866374003,0.0017576097878253196,0.2695671344871315,0.007673492550951506,0.000395184866374003,0.0017576097878253196,0.2695671344871315,0.0013846563965706443,0.26818247809056084,0.017718333333333332,0.017718333333333332,590.8378906619796,295418.9453309898,1032203.3875838195,18143.70000000001,4.886576814234247,1443587.3687399493,1189912.030757973,1.0,3665702.7870817417,22.473684210526315,gravity,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3667745.01897486,0.0,0.0,66.3423916779392,206.26636495405813,45447.68214247369,8802380.17939123,3856633.887452066,8902477.26231643,,,,,,,,,,1039.973632178362,0.10399736321783623,998.3746868912276,0.0935976268960526,41.59894528713449,0.010399736321783625,0.96,0.1,0.16666666666666666,66.3423916779392,0.10631,0.017718333333333332,0.0550884,206.26636495405813,500.0,3667745.01897486,1.0515,0.014900000000000002,3667745.01897486,54649.400782725425,54649.400782725425,8847827.861533703,9153356.831274413,5501.6175284622905,183387.25094874302,3667.74501897486,3300.9705170773746,29341.96015179888,11003.235056924581,7335.49003794972,0.2788756981441929,0.0072691945992659785,0.0003743635218621983,0.0016650055359332529,0.2695671344871315,0.0072691945992659785,0.0003743635218621983,0.0016650055359332529,0.2695671344871315,0.0013846563965706443,0.2681824780905608,0.017718333333333332,0.017718333333333332,624.046577724948,312023.288862474,920754.5680758229,18143.70000000001,4.886576814234247,1524725.7688564803,1222264.6820425568,1.0,3667745.01897486,23.736842105263158,gravity,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3653892.7185799237,0.0,0.0,69.8728071996034,217.24284557245596,47866.18407466742,9270799.523749081,3842068.1935867905,9373108.70933059,,,,,,,,,,1095.315909722222,0.1095315909722222,1051.503273333333,0.09857843187499998,43.81263638888905,0.01095315909722222,0.96,0.1,0.16666666666666666,69.8728071996034,0.10631,0.017718333333333332,0.0550884,217.24284557245596,500.0,3653892.7185799237,1.0515,0.014900000000000002,3653892.7185799237,54443.00150684087,54443.00150684087,9318665.70782375,9623040.758999698,5480.839077869886,182694.6359289962,3653.892718579924,3288.5034467219316,29231.14174863939,10961.678155739772,7307.785437159848,0.2783719905606773,0.006875841920958398,0.00035410585892935815,0.001574908293657963,0.2695671344871315,0.006875841920958398,0.00035410585892935815,0.001574908293657963,0.2695671344871315,0.0013846563965706443,0.26818247809056084,0.017718333333333332,0.017718333333333332,657.2552647879164,328627.6323939582,794276.9987916272,18143.70000000001,4.886576814234247,1605864.1689730117,1253751.550815285,1.0,3653892.7185799237,25.0,gravity,GACZO,gac,,,,,,,,,
