fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_activated_carbon,fs.costing.aggregate_flow_costs[electricity],fs.costing.aggregate_flow_costs[activated_carbon],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.gac.contactor_cost_coeff_0[gravity],fs.costing.gac.contactor_cost_coeff_1[gravity],fs.costing.gac.contactor_cost_coeff_2[gravity],fs.costing.gac.contactor_cost_coeff_3[gravity],fs.costing.gac.adsorbent_unit_cost_coeff[gravity],fs.costing.gac.adsorbent_unit_cost_exp_coeff[gravity],fs.costing.gac.other_cost_coeff[gravity],fs.costing.gac.other_cost_exp[gravity],fs.costing.gac.bed_mass_max_ref[gravity],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.empty_bed_contact_time,fs.unit.electricity[0.0],fs.unit.electricity_intensity_parameter,fs.unit.energy_electric_flow_vol_inlet,fs.unit.activated_carbon_replacement,fs.unit.activated_carbon_demand[0.0],fs.unit.activated_carbon_bulk_density,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[GACZO],fs.costing.LCOW_aggregate_indirect_capex[GACZO],fs.costing.LCOW_aggregate_fixed_opex[GACZO],fs.costing.LCOW_aggregate_variable_opex[GACZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.LCOW_aggregate_variable_opex[activated_carbon],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.total_bed_volume,fs.unit.total_bed_mass,fs.unit.costing.contactor_cost,fs.unit.costing.bed_mass_gac_ref,fs.unit.costing.adsorbent_unit_cost,fs.unit.costing.adsorbent_cost,fs.unit.costing.other_process_cost,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit,fs.costing.gac.contactor_cost_coeff_0[pressure_vessel],fs.costing.gac.contactor_cost_coeff_1[pressure_vessel],fs.costing.gac.contactor_cost_coeff_2[pressure_vessel],fs.costing.gac.contactor_cost_coeff_3[pressure_vessel],fs.costing.gac.adsorbent_unit_cost_coeff[pressure_vessel],fs.costing.gac.adsorbent_unit_cost_exp_coeff[pressure_vessel],fs.costing.gac.other_cost_coeff[pressure_vessel],fs.costing.gac.other_cost_exp[pressure_vessel],fs.costing.gac.bed_mass_max_ref[pressure_vessel]
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,598612.3587822687,0.0,0.0,1.3716891085913225,8.689713822898238,939.672041191747,370831.9809499632,629440.8952595557,380690.97713701084,,,,,,,,,,43.812636388888876,0.004381263638888888,42.06013093333332,0.0039431372749999995,1.7525054555555555,0.00043812636388888886,0.96,0.1,0.16666666666666666,1.3716891085913225,0.0521749,0.008695816666666667,0.0550884,8.689713822898238,500.0,598612.3587822687,1.0515,0.014900000000000002,598612.3587822687,8919.324145855804,8919.324145855804,371771.65299115493,421637.01067185897,897.9185381734031,29930.617939113436,598.6123587822688,538.7511229040418,4788.89887025815,1795.8370763468063,1197.2247175645375,0.3049242357334137,0.028161499720485574,0.0014503172356050103,0.006450378001921416,0.26886204077540166,0.028161499720485574,0.0014503172356050103,0.006450378001921416,0.26886204077540166,0.0006795626848408778,0.2681824780905608,0.008695816666666667,0.008695816666666667,26.290210591516658,13145.105295758329,394622.38272527175,13145.105295758327,5.202451258887854,68386.76959413131,135603.20646286564,1.0,598612.3587822687,1.0,pressure_vessel,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1081451.531226443,0.0,0.0,3.1043490352329925,19.66619444129601,2126.626198486585,839251.3253078114,1137146.285084605,857491.579321572,,,,,,,,,,99.1549139327485,0.00991549139327485,95.18871737543856,0.008923942253947364,3.9661965573099565,0.0009915491393274853,0.96,0.1,0.16666666666666666,3.1043490352329925,0.0521749,0.008695816666666667,0.0550884,19.66619444129601,500.0,1081451.531226443,1.0515,0.014900000000000002,1081451.531226443,16113.627815274001,16113.627815274001,841377.9515062979,931464.5770625308,1622.1772968396645,54072.576561322145,1081.451531226443,973.3063781037987,8651.612249811544,3244.354593679329,2162.903062452886,0.29764919160370207,0.022480310501029152,0.0011577359908030015,0.005149104336468242,0.2688620407754017,0.022480310501029152,0.0011577359908030015,0.005149104336468242,0.2688620407754017,0.0006795626848408778,0.2681824780905608,0.008695816666666667,0.008695816666666667,59.49889765448506,29749.44882724253,723193.1120077989,18143.700000000004,4.886576814234247,145372.96687545156,212885.45234319233,1.0,1081451.531226443,2.263157894736842,pressure_vessel,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1606356.4850877405,0.0,0.0,4.8370089618746634,30.642675059693783,3313.580355781423,1307670.6696656598,1689083.8440697591,1334918.9616492484,,,,,,,,,,154.49719147660812,0.015449719147660813,148.3173038175438,0.013904747232894726,6.179887659064327,0.001544971914766077,0.96,0.1,0.16666666666666666,4.8370089618746634,0.0521749,0.008695816666666667,0.0550884,30.642675059693783,500.0,1606356.4850877405,1.0515,0.014900000000000002,1606356.4850877405,23934.711627807337,23934.711627807337,1310984.2500214411,1444796.2896768963,2409.5347276316106,80317.82425438703,1606.3564850877406,1445.7208365789666,12850.851880701925,4819.069455263221,3212.712970175481,0.2963047641044549,0.021430427245493926,0.001103667003142939,0.0049086290804163145,0.26886204077540177,0.021430427245493926,0.001103667003142939,0.0049086290804163145,0.26886204077540177,0.0006795626848408778,0.2681824780905609,0.008695816666666667,0.008695816666666667,92.70758471745346,46353.79235872673,1107885.4153595052,18143.699999999997,4.886576814234247,226511.36699198265,271959.7027362527,1.0,1606356.4850877405,3.526315789473684,pressure_vessel,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2341017.2507320577,0.0,0.0,6.569668888516333,41.61915567809155,4500.534513076261,1776090.0140235077,2461579.639144759,1815471.7055724917,,,,,,,,,,209.83946902046773,0.020983946902046774,201.44589025964905,0.018885552211842103,8.393578760818702,0.002098394690204678,0.96,0.1,0.16666666666666666,6.569668888516333,0.0521749,0.008695816666666667,0.0550884,41.61915567809155,500.0,2341017.2507320577,1.0515,0.014900000000000002,2341017.2507320577,34881.157035907665,34881.157035907665,1780590.548536584,1975600.9936632477,3511.525876098087,117050.86253660289,2341.0172507320576,2106.915525658852,18728.13800585646,7023.051752196174,4682.034501464115,0.29830783688634127,0.022994656312883863,0.0011842248001135256,0.005266914997942163,0.26886204077540177,0.022994656312883863,0.0011842248001135256,0.005266914997942163,0.26886204077540177,0.0006795626848408778,0.26818247809056084,0.008695816666666667,0.008695816666666667,125.91627178042185,62958.13589021093,1711312.7852463555,18143.700000000004,4.886576814234247,307649.76710851374,322054.6983771886,1.0,2341017.2507320577,4.789473684210526,pressure_vessel,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3451369.3391674394,0.0,0.0,8.302328815158003,52.595636296489324,5687.488670371099,2244509.3583813556,3629114.860134563,2301622.2502053217,,,,,,,,,,265.1817465643274,0.02651817465643274,254.5744767017543,0.02386635719078947,10.607269862573085,0.0026518174656432825,0.96,0.1,0.16666666666666666,8.302328815158003,0.0521749,0.008695816666666667,0.0550884,52.595636296489324,500.0,3451369.3391674394,1.0515,0.014900000000000002,3451369.3391674394,51425.40315359485,51425.40315359485,2250196.8470517267,2537701.379928232,5177.054008751159,172568.46695837198,3451.3693391674396,3106.2324052506956,27610.954713339517,10354.108017502318,6902.738678334879,0.30321417114241167,0.026826085069281278,0.0013815433810679873,0.00614450191666074,0.2688620407754017,0.026826085069281278,0.0013815433810679873,0.00614450191666074,0.2688620407754017,0.0006795626848408778,0.2681824780905608,0.008695816666666667,0.008695816666666667,159.12495884339026,79562.47942169513,2696088.714134314,18143.699999999997,4.886576814234247,388788.1672250448,366492.4578080806,1.0,3451369.3391674394,6.052631578947368,pressure_vessel,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5101684.512350376,0.0,0.0,10.034988741799676,63.57211691488712,6874.442827665939,2712928.702739205,5364421.2647364205,2795818.2448008917,,,,,,,,,,320.52402410818706,0.032052402410818706,307.7030631438596,0.02884716216973683,12.820960964327487,0.003205240241081881,0.96,0.1,0.16666666666666666,10.034988741799676,0.0521749,0.008695816666666667,0.0550884,63.57211691488712,500.0,5101684.512350376,1.0515,0.014900000000000002,5101684.512350376,76015.09923402061,76015.09923402061,2719803.145566871,3144781.546447148,7652.526768525564,255084.2256175188,5101.684512350376,4591.516061115339,40813.47609880301,15305.053537051128,10203.369024700753,0.31087264008380255,0.03280669637714647,0.001689544863423042,0.007514358067831333,0.2688620407754017,0.03280669637714647,0.001689544863423042,0.007514358067831333,0.2688620407754017,0.0006795626848408777,0.26818247809056084,0.008695816666666667,0.008695816666666667,192.33364590635875,96166.82295317938,4224826.6944893515,18143.699999999997,4.886576814234247,469926.56734157616,406931.25051944796,1.0,5101684.512350376,7.315789473684211,pressure_vessel,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7455548.602480046,0.0,0.0,11.767648668441344,74.54859753328488,8061.396984960776,3181348.047097053,7839509.35550777,3300497.118258966,,,,,,,,,,375.8663016520466,0.037586630165204665,360.8316495859647,0.0338279671486842,15.034652066081925,0.003758663016520455,0.96,0.1,0.16666666666666666,11.767648668441344,0.0521749,0.008695816666666667,0.0550884,74.54859753328488,500.0,7455548.602480046,1.0515,0.014900000000000002,7455548.602480046,111087.6741769527,111087.6741769527,3189409.444082014,3810468.452160001,11183.322903720069,372777.43012400233,7455.548602480047,6709.993742232043,59644.38881984037,22366.645807440138,14911.097204960093,0.32121630738222645,0.040884218670853734,0.002105537261548974,0.009364510674422014,0.26886204077540177,0.040884218670853734,0.002105537261548974,0.009364510674422014,0.26886204077540177,0.0006795626848408778,0.2681824780905609,0.008695816666666667,0.008695816666666667,225.54233296932708,112771.16648466354,6460140.218777416,18143.699999999997,4.886576814234247,551064.967458107,444343.4162445238,1.0,7455548.602480046,8.578947368421051,pressure_vessel,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10676204.287815293,0.0,0.0,13.500308595083013,85.52507815168264,9248.351142255613,3649767.3914549006,11226028.808637783,3818091.186485604,,,,,,,,,,431.2085791959062,0.04312085791959063,413.96023602806997,0.03880877212763157,17.248343167836254,0.004312085791959051,0.96,0.1,0.16666666666666666,13.500308595083013,0.0521749,0.008695816666666667,0.0550884,85.52507815168264,500.0,10676204.287815293,1.0515,0.014900000000000002,10676204.287815293,159075.4438884479,159075.4438884479,3659015.742597156,4548360.470740019,16014.30643172294,533810.2143907647,10676.204287815293,9608.583859033764,85409.63430252235,32028.61286344588,21352.408575630587,0.33421049931786617,0.05103157473139084,0.0026281260986666293,0.011688757712406964,0.2688620407754017,0.05103157473139084,0.0026281260986666293,0.011688757712406964,0.2688620407754017,0.0006795626848408778,0.26818247809056084,0.008695816666666667,0.008695816666666667,258.75102003229546,129375.51001614773,9564642.779464487,18143.699999999997,4.886576814234247,632203.3675746381,479358.1407761682,1.0,10676204.287815293,9.842105263157894,pressure_vessel,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,14926700.479528885,0.0,0.0,15.232968521724684,96.50155877008042,10435.305299550451,4118186.7358127492,15695425.554224623,4351029.87825728,,,,,,,,,,486.5508567397659,0.04865508567397659,467.0888224701752,0.04378957710657892,19.462034269590717,0.004865508567397659,0.96,0.1,0.16666666666666666,15.232968521724684,0.0521749,0.008695816666666667,0.0550884,96.50155877008042,500.0,14926700.479528885,1.0515,0.014900000000000002,14926700.479528885,222407.8371449804,222407.8371449804,4128622.0411122995,5372039.834755237,22390.05071929333,746335.0239764443,14926.700479528885,13434.030431575999,119413.60383623108,44780.10143858666,29853.40095905777,0.3498352667588635,0.06323318598757256,0.0032565090783600015,0.01448353091752923,0.2688620407754017,0.06323318598757256,0.0032565090783600015,0.01448353091752923,0.2688620407754017,0.0006795626848408778,0.26818247809056084,0.008695816666666667,0.008695816666666667,291.9597070952639,145979.85354763197,13700947.86901654,18143.700000000004,4.886576814234247,713341.7676911694,512410.84282117756,1.0,14926700.479528885,11.105263157894736,pressure_vessel,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,20369967.100010756,0.0,0.0,16.965628448366353,107.47803938847818,11622.259456845288,4586606.080170597,21419020.40566131,4901740.849417603,,,,,,,,,,541.8931342836255,0.054189313428362564,520.2174089122805,0.04877038208552633,21.675725371345024,0.005418931342836257,0.96,0.1,0.16666666666666666,16.965628448366353,0.0521749,0.008695816666666667,0.0550884,107.47803938847818,500.0,20369967.100010756,1.0515,0.014900000000000002,20369967.100010756,303512.5097901603,303512.5097901603,4598228.339627442,6295078.864819598,30554.950650016137,1018498.3550005378,20369.967100010756,18332.970390009683,162959.73680008604,61109.901300032274,40739.93420002151,0.3680782304461694,0.07747938529349563,0.003990188342615016,0.017746616034657,0.2688620407754017,0.07747938529349563,0.003990188342615016,0.017746616034657,0.2688620407754017,0.0006795626848408778,0.26818247809056084,0.008695816666666667,0.008695816666666667,325.1683941582323,162584.19707911613,19031668.979899507,18143.70000000001,4.886576814234247,794480.1678077002,543817.952303546,1.0,20369967.100010756,12.368421052631579,pressure_vessel,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,27168856.337152608,0.0,0.0,18.69828837500803,118.454520006876,12809.213614140132,5055025.424528447,28568052.438515972,5472650.59756616,,,,,,,,,,597.2354118274852,0.05972354118274852,573.3459953543858,0.05375118706447366,23.889416473099413,0.005972354118274834,0.96,0.1,0.16666666666666666,18.69828837500803,0.0521749,0.008695816666666667,0.0550884,118.454520006876,500.0,27168856.337152608,1.0515,0.014900000000000002,27168856.337152608,404815.9594235739,404815.9594235739,5067834.638142587,7331043.406140219,40753.284505728916,1358442.8168576304,27168.856337152607,24451.97070343735,217350.85069722086,81506.56901145783,54337.712674305214,0.388931256034494,0.09376382041899567,0.004828836751578281,0.021476558088518283,0.26886204077540177,0.09376382041899567,0.004828836751578281,0.021476558088518283,0.26886204077540177,0.0006795626848408779,0.2681824780905609,0.008695816666666667,0.008695816666666667,358.37708122120074,179188.54061060038,25719419.60457938,18143.70000000001,4.886576814234247,875618.5679242316,573818.1646489946,1.0,27168856.337152608,13.631578947368421,pressure_vessel,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,35486167.115035,0.0,0.0,20.4309483016497,129.43100062527375,13996.167771434968,5523444.768886295,37313704.72145931,6066184.826671751,,,,,,,,,,652.5776893713447,0.06525776893713449,626.474581796491,0.05873199204342103,26.103107574853798,0.00652577689371345,0.96,0.1,0.16666666666666666,20.4309483016497,0.0521749,0.008695816666666667,0.0550884,129.43100062527375,500.0,35486167.115035,1.0515,0.014900000000000002,35486167.115035,528743.8900140215,528743.8900140215,5537440.9366577305,8493494.86696437,53229.250672552495,1774308.35575175,35486.167115035,31937.5504035315,283889.33692028,106458.50134510499,70972.33423007,0.41238875310257567,0.11208212572168795,0.005772229474666954,0.025672357130819053,0.26886204077540177,0.11208212572168795,0.005772229474666954,0.025672357130819053,0.26886204077540177,0.0006795626848408779,0.2681824780905609,0.008695816666666667,0.008695816666666667,391.58576828416915,195792.88414208457,33926813.235522136,18143.70000000001,4.886576814234247,956756.9680407626,602596.9114720938,1.0,35486167.115035,14.894736842105262,pressure_vessel,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,45484660.45027301,0.0,0.0,22.163608228291363,140.4074812436715,15183.121928729803,5991864.113244141,47827120.46346208,6684768.675881939,,,,,,,,,,707.9199669152043,0.07079199669152043,679.6031682385961,0.06371279702236839,28.316798676608183,0.007079199669152023,0.96,0.1,0.16666666666666666,22.163608228291363,0.0521749,0.008695816666666667,0.0550884,140.4074812436715,500.0,45484660.45027301,1.0515,0.014900000000000002,45484660.45027301,677721.4407090679,677721.4407090679,6007047.2351728715,9795991.497787409,68226.99067540951,2274233.0225136504,45484.66045027301,40936.19440524571,363877.2836021841,136453.98135081903,90969.32090054602,0.4384467380399768,0.1324311903414499,0.0068202063025846905,0.03033330062054051,0.26886204077540177,0.1324311903414499,0.0068202063025846905,0.03033330062054051,0.26886204077540177,0.0006795626848408778,0.26818247809056084,0.008695816666666667,0.008695816666666667,424.79445534713744,212397.22767356873,43816463.36519364,18143.70000000001,4.886576814234247,1037895.3681572935,630301.7169220714,1.0,45484660.45027301,16.157894736842103,pressure_vessel,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,57327069.53361908,0.0,0.0,23.896268154933036,151.3839618620693,16370.076086024645,6460283.4576019915,60279413.61460047,7330826.86973894,,,,,,,,,,763.262244459064,0.07632622444590641,732.7317546807014,0.06869360200131575,30.530489778362472,0.007632622444590642,0.96,0.1,0.16666666666666666,23.896268154933036,0.0521749,0.008695816666666667,0.0550884,151.3839618620693,500.0,57327069.53361908,1.0515,0.014900000000000002,57327069.53361908,854173.3360509245,854173.3360509245,6476653.533688016,11252089.231166262,85990.60430042863,2866353.4766809545,57327.069533619084,51594.36258025718,458616.55626895267,171981.20860085727,114654.13906723817,0.46710228638023216,0.15480873051930236,0.007972649621744082,0.035458865463783996,0.2688620407754017,0.15480873051930236,0.007972649621744082,0.035458865463783996,0.2688620407754017,0.0006795626848408778,0.26818247809056084,0.008695816666666667,0.008695816666666667,458.00314241010597,229001.57120505298,55550983.486060046,18143.70000000001,4.886576814234247,1119033.7682738248,657052.2792852145,1.0,57327069.53361908,17.421052631578945,pressure_vessel,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,71176106.59825274,0.0,0.0,25.628928081574703,162.36044248046704,17557.030243319477,6928702.801959838,74841676.08806276,8006783.820517123,,,,,,,,,,818.6045220029235,0.08186045220029237,785.8603411228066,0.07367440698026315,32.74418088011695,0.008186045220029237,0.96,0.1,0.16666666666666666,25.628928081574703,0.0521749,0.008695816666666667,0.0550884,162.36044248046704,500.0,71176106.59825274,1.0515,0.014900000000000002,71176106.59825274,1060523.988313966,1060523.988313966,6946259.832203157,12875342.253858825,106764.15989737911,3558805.3299126374,71176.10659825275,64058.49593842748,569408.852786022,213528.31979475822,142352.2131965055,0.4983531969255883,0.1792130273074667,0.00922947090633455,0.04104865793638539,0.26886204077540177,0.1792130273074667,0.00922947090633455,0.04104865793638539,0.26886204077540177,0.0006795626848408778,0.26818247809056084,0.008695816666666667,0.008695816666666667,491.2118294730742,245605.9147365371,69292987.0905871,18143.70000000001,4.886576814234247,1200172.1683903555,682947.339275295,1.0,71176106.59825274,18.684210526315788,pressure_vessel,GACZO,gac,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,87194467.74599417,0.0,0.0,27.361588008216376,173.33692309886484,18743.984400614318,7397122.146317687,91684982.83491288,8715063.700133614,,,,,,,,,,873.9467995467833,0.08739467995467833,838.9889275649119,0.07865521195921045,34.95787198187148,0.008739467995467834,0.96,0.1,0.16666666666666666,27.361588008216376,0.0521749,0.008695816666666667,0.0550884,173.33692309886484,500.0,87194467.74599417,1.0515,0.014900000000000002,87194467.74599417,1299197.5694153132,1299197.5694153132,7415866.130718301,14679303.408855222,130791.70161899125,4359723.387299708,87194.46774599417,78475.02097139476,697555.7419679534,261583.4032379825,174388.93549198835,0.5321977773193498,0.20564275911964822,0.01059060209466193,0.04710237532963787,0.26886204077540177,0.20564275911964822,0.01059060209466193,0.04710237532963787,0.26886204077540177,0.0006795626848408778,0.26818247809056084,0.008695816666666667,0.008695816666666667,524.4205165360427,262210.25826802134,85205087.67124094,18143.70000000001,4.886576814234247,1281310.5685068867,708069.5062463393,1.0,87194467.74599417,19.94736842105263,pressure_vessel,GACZO,gac,,,,,,,,,
