fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.struvite_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.sedimentation.capital_a_parameter[default],fs.costing.sedimentation.capital_b_parameter[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tss],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tss],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tss],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tss]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.basin_surface_area[0.0],fs.unit.settling_velocity[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[SedimentationZO],fs.costing.LCOW_aggregate_indirect_capex[SedimentationZO],fs.costing.LCOW_aggregate_fixed_opex[SedimentationZO],fs.costing.LCOW_aggregate_variable_opex[SedimentationZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit,fs.costing.sedimentation.unit_capex[phosphorus_capture],fs.costing.sedimentation.unit_opex[phosphorus_capture],fs.unit.phosphorus_solids_ratio[0.0],fs.unit.final_phosphate_mass[0.0],fs.unit.costing.fixed_operating_cost
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,585977.6282826425,0.0,0.0,0.0,0.0,616155.4761391985,8731.066661411372,13572.0,0.3182,367.6610403634258,0.036766104036342576,367.62427425938944,0.0003372922385133207,0.03676610403721846,0.03642881179799672,0.9999,0.990826,1.0000000000000171e-16,0.0,791.5732498472863,0.005,585977.6282826483,1.0515,0.0149,172346.36125960245,8731.066661411372,8731.066661411372,0.0,48812.864616837345,878.9664424239637,29298.881414132124,585.9776282826425,527.3798654543782,4687.82102626114,1757.9328848479274,1171.955256565285,0.00420667818307892,0.0009661932393293762,0.0024880442105970767,0.0007524407331525098,5.903718056129064e-21,0.0009661932393293762,0.0024880442105970767,0.0007524407331525098,5.903718056129064e-21,0.0,0.0,7.554512779024786e-20,3.4,172346.36125960245,8.391666666666666,default,SedimentationZO,sedimentation,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,603812.9170325878,0.0,0.0,2.841160662387853e-42,1.9559598793501325e-39,634909.2822597662,8996.81246378556,13572.0,0.3182,403.9890180358795,0.040398901803587954,403.9486191340759,0.00037061952523832114,0.04039890180455038,0.040028282278533646,0.9999,0.990826,1.0000000000000171e-16,0.0,869.7872899265366,0.005,603812.9170325939,1.0515,0.0149,177592.03442135113,8996.812463785558,8996.812463785558,1.9559598793501325e-39,50298.572420571734,905.7193755488818,30190.645851629393,603.8129170325878,543.4316253293291,4830.503336260703,1811.4387510977635,1207.6258340651757,0.003944924584610648,0.0009060734616322197,0.00233322977104913,0.0007056213519293372,5.37283694760232e-21,0.0009060734616322197,0.00233322977104913,0.0007056213519293372,5.37283694760232e-21,1.5340622692115574e-46,1.9533510730221504e-45,6.875186957503805e-20,3.4,177592.03442135113,9.220833333333333,default,SedimentationZO,sedimentation,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,620585.7106208892,0.0,0.0,2.9093485182851616e-39,1.9930492996506443e-36,652545.874717865,9246.72708825125,13572.0,0.3182,440.3169957083331,0.04403169957083332,440.2729640087623,0.0004039468119633215,0.04403169957181322,0.043627752759070555,0.9999,0.990826,1.0000000000000171e-16,0.0,948.0013300057866,0.005,620585.7106208954,1.0515,0.0149,182525.2090061457,9246.72708825125,9246.72708825125,1.9930492996506443e-36,51695.772694362735,930.8785659313338,31029.28553104446,620.5857106208892,558.5271395588003,4964.685684967114,1861.7571318626676,1241.1714212417785,0.003719993557094793,0.0008544111217424202,0.002200194079598906,0.0006653883557535034,4.929555623981731e-21,0.0008544111217424202,0.002200194079598906,0.0006653883557535034,4.929555623981731e-21,1.434185073024583e-43,1.835204107292028e-42,6.307955529417878e-20,3.4,182525.2090061457,10.049999999999999,default,SedimentationZO,sedimentation,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,636439.6967105479,0.0,0.0,0.0,0.0,669216.3410911412,9482.951480987165,13572.0,0.3182,476.6449733807868,0.04766449733807868,476.5973088834487,0.00043727409868832187,0.04766449733913944,0.047227223239607465,0.9999,0.990826,1.0000000000000171e-16,0.0,1026.215370085037,0.005,636439.6967105543,1.0515,0.0149,187188.1460913395,9482.951480987163,9482.951480987163,0.0,53016.43484813775,954.6595450658218,31821.984835527397,636.4396967105479,572.7957270394932,5091.517573684383,1909.3190901316436,1272.8793934210958,0.0035242613574494796,0.0008094551921975664,0.0020844280654279536,0.0006303780998239951,4.553844567232454e-21,0.0008094551921975664,0.0020844280654279536,0.0006303780998239951,4.553844567232454e-21,0.0,0.0,5.827188332805791e-20,3.4,187188.1460913395,10.879166666666665,default,SedimentationZO,sedimentation,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,651489.8658313324,0.0,0.0,2.841160662387853e-42,1.9559598793501325e-39,685041.593921646,9707.199000886854,13572.0,0.3182,512.9729510532405,0.05129729510532406,512.9216537581352,0.00047060138541332237,0.051297295106465815,0.050826693720144395,0.9999,0.990826,1.0000000000000171e-16,0.0,1104.4294101642872,0.005,651489.8658313389,1.0515,0.0149,191614.66642098204,9707.199000886852,9707.199000886852,1.9559598793501325e-39,54270.13777516999,977.2347987469986,32574.49329156662,651.4898658313324,586.3408792481993,5211.918926650659,1954.4695974939973,1302.9797316626648,0.0033521161953564047,0.0007699167524693692,0.0019826126292838728,0.0005995868136031968,4.231348101439123e-21,0.0007699167524693692,0.0019826126292838728,0.0005995868136031968,4.231348101439123e-21,1.2081422782082481e-46,1.53835086284627e-45,5.4145155647529966e-20,3.4,191614.66642098204,11.708333333333332,default,SedimentationZO,sedimentation,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,665829.8383502569,0.0,0.0,0.0,0.0,700120.0750252951,9920.86459141883,13572.0,0.3182,549.3009287256942,0.05493009287256943,549.2459986328216,0.0005039286721383228,0.05493009287387786,0.05442616420068131,0.9999,0.990826,1.0000000000000171e-16,0.0,1182.6434502435375,0.005,665829.8383502635,1.0515,0.0149,195832.30539713634,9920.864591418827,9920.864591418827,0.0,55464.68020032518,998.7447575253854,33291.491917512845,665.8298383502569,599.2468545152312,5326.638706802055,1997.4895150507707,1331.6596767005137,0.003199328137766163,0.0007348242681220374,0.0018922459728410584,0.0005722578968030992,3.9515081970900406e-21,0.0007348242681220374,0.0018922459728410584,0.0005722578968030992,3.9515081970900406e-21,0.0,0.0,5.0564269647576995e-20,3.4,195832.30539713634,12.5375,default,SedimentationZO,sedimentation,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,679536.9658593002,0.0,0.0,0.0,0.0,714533.1196010542,10125.100791303574,13572.0,0.3182,585.6289063981479,0.0585628906398148,585.5703435075081,0.0005372559588633232,0.058562890641118276,0.05802563468121822,0.9999,0.990826,1.0000000000000171e-16,0.0,1260.8574903227875,0.005,679536.965859307,1.0515,0.0149,199863.81348803148,10125.100791303574,10125.100791303574,0.0,56606.50563373904,1019.3054487889503,33976.84829296501,679.5369658593003,611.5832692733702,5436.295726874402,2038.6108975779007,1359.0739317186005,0.0030626435008852706,0.000703430430436586,0.001811403701417253,0.0005478093690314624,3.7063865851134465e-21,0.000703430430436586,0.001811403701417253,0.0005478093690314624,3.7063865851134465e-21,0.0,0.0,4.742764568876534e-20,3.4,199863.81348803148,13.366666666666665,default,SedimentationZO,sedimentation,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,692675.9777260922,0.0,0.0,0.0,0.0,728348.790578986,10320.872068118775,13572.0,0.3182,621.9568840706015,0.062195688407060155,621.8946883821944,0.0005705832455883235,0.06219568840854184,0.06162510516175512,0.9999,0.990826,1.0000000000000171e-16,0.0,1339.0715304020378,0.005,692675.9777260992,1.0515,0.0149,203728.22874297036,10320.872068118773,10320.872068118773,0.0,57701.00613426564,1039.0139665891384,34633.79888630461,692.6759777260922,623.4083799534831,5541.407821808738,2078.0279331782767,1385.3519554521845,0.002939515215592471,0.0006751502265220929,0.0017385793483170417,0.0005257856407533663,3.489899666875238e-21,0.0006751502265220929,0.0017385793483170417,0.0005257856407533663,3.489899666875238e-21,0.0,0.0,4.4657436856342597e-20,3.4,203728.22874297036,14.195833333333331,default,SedimentationZO,sedimentation,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,705301.6475843396,0.0,0.0,0.0,0.0,741624.6824349331,10508.994549006662,13572.0,0.3182,658.2848617430552,0.06582848617430553,658.219033256881,0.0006039105323133241,0.06582848617574487,0.06522457564229206,0.9999,0.990826,1.0000000000000171e-16,0.0,1417.285570481288,0.005,705301.6475843467,1.0515,0.0149,207441.6610542196,10508.99454900666,10508.99454900666,0.0,58752.74443235344,1057.9524713765095,35265.08237921698,705.3016475843397,634.7714828259057,5642.413180674717,2115.904942753019,1410.6032951686793,0.0028279185432909222,0.0006495186127839355,0.0016725753797799123,0.0005058245507271026,3.2973067568064157e-21,0.0006495186127839355,0.0016725753797799123,0.0005058245507271026,3.2973067568064157e-21,0.0,0.0,4.219298041307798e-20,3.4,207441.6610542196,15.024999999999999,default,SedimentationZO,sedimentation,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,717460.7821726331,0.0,0.0,0.0,0.0,754410.0124545238,10690.165654372235,13572.0,0.3182,694.612839415509,0.0694612839415509,694.5433781315675,0.0006372378190383244,0.0694612839432059,0.06882404612282898,0.9999,0.990826,1.0000000000000171e-16,0.0,1495.4996105605385,0.005,717460.7821726403,1.0515,0.0149,211017.8771096001,10690.165654372233,10690.165654372233,0.0,59765.61960346833,1076.1911732589497,35873.03910863166,717.4607821726331,645.7147039553698,5739.686257381065,2152.3823465178994,1434.9215643452662,0.002726222044735697,0.0006261608789399808,0.0016124268793583445,0.00048763428643739857,3.124858913283557e-21,0.0006261608789399808,0.0016124268793583445,0.00048763428643739857,3.124858913283557e-21,0.0,0.0,3.998630417071201e-20,3.4,211017.8771096001,15.854166666666666,default,SedimentationZO,sedimentation,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,729193.7308181082,0.0,0.0,4.261740993581779e-42,2.9193930764337722e-39,766747.2079552409,10864.986589189815,13572.0,0.3182,730.9408170879626,0.07309408170879628,730.8677230062539,0.0006705651057633249,0.07309408171042318,0.07242351660336588,0.9999,0.990826,1.0000000000000171e-16,0.0,1573.7136506397885,0.005,729193.7308181155,1.0515,0.0149,214468.74435826926,10864.986589189812,10864.986589189812,2.9193930764337722e-39,60742.992810473486,1093.7905962271623,36459.68654090541,729.1937308181082,656.2743577362975,5833.549846544865,2187.5811924543245,1458.3874616362164,0.0026330952952528038,0.0006047714519776273,0.0015573469659875886,0.000470976877287614,2.9695524887722118e-21,0.0006047714519776273,0.0015573469659875886,0.000470976877287614,2.9695524887722118e-21,1.265502376304704e-46,1.6194178039203368e-45,3.7998972869520283e-20,3.4,214468.74435826926,16.683333333333334,default,SedimentationZO,sedimentation,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,740535.5489480302,0.0,0.0,0.0,0.0,778673.129718854,11033.979679325652,13572.0,0.3182,767.2687947604164,0.07672687947604165,767.1920678809404,0.0007038923924883252,0.07672687947774917,0.0760229870839028,0.9999,0.990826,1.0000000000000171e-16,0.0,1651.9276907190392,0.005,740535.5489480377,1.0515,0.0149,217804.57322001108,11033.97967932565,11033.97967932565,0.0,61687.78422598746,1110.8033234220454,37026.77744740151,740.5355489480303,666.4819940532273,5924.284391584242,2221.606646844091,1481.0710978960606,0.002547441626333376,0.0005850984481888906,0.0015066870139312121,0.000455656164213298,2.828952692135126e-21,0.0005850984481888906,0.0015066870139312121,0.000455656164213298,2.828952692135126e-21,0.0,0.0,3.619983044719467e-20,3.4,217804.57322001108,17.5125,default,SedimentationZO,sedimentation,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,751516.9073934674,0.0,0.0,0.0,0.0,790220.0281242311,11197.601920162666,13572.0,0.3182,803.5967724328701,0.08035967724328703,803.5164127556269,0.0007372196792133258,0.08035967724507564,0.07962245756443974,0.9999,0.990826,1.0000000000000171e-16,0.0,1730.1417307982895,0.005,751516.907393475,1.0515,0.0149,221034.38452749263,11197.601920162664,11197.601920162664,0.0,62602.54877882042,1127.2753610902012,37575.84536967337,751.5169073934674,676.3652166541207,6012.135259147739,2254.5507221804023,1503.0338147869347,0.002468348275478235,0.0005669322235464789,0.0014599071688545379,0.00044150888307724193,2.7010650079609113e-21,0.0005669322235464789,0.0014599071688545379,0.00044150888307724193,2.7010650079609113e-21,0.0,0.0,3.4563354695492764e-20,3.4,221034.38452749263,18.34166666666667,default,SedimentationZO,sedimentation,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,762164.8118970304,0.0,0.0,0.0,0.0,801416.2997097275,11356.255697265755,13572.0,0.3182,839.9247501053239,0.08399247501053239,839.8407576303134,0.0007705469659383261,0.08399247501240162,0.08322192804497663,0.9999,0.990826,1.0000000000000171e-16,0.0,1808.3557708775395,0.005,762164.811897038,1.0515,0.0149,224166.12114618765,11356.255697265753,11356.255697265753,0.0,63489.536090108566,1143.2472178455457,38108.24059485152,762.1648118970305,685.9483307073275,6097.318495176244,2286.4944356910914,1524.329623794061,0.002395048876176328,0.0005500967583717763,0.0014165541624831612,0.00042839795532141406,2.5842399837087444e-21,0.0005500967583717763,0.0014165541624831612,0.00042839795532141406,2.5842399837087444e-21,0.0,0.0,3.3068438897969826e-20,3.4,224166.12114618765,19.170833333333334,default,SedimentationZO,sedimentation,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,772503.1788589922,0.0,0.0,0.0,0.0,812287.0925702304,11510.297364998985,13572.0,0.3182,876.2527277777775,0.08762527277777776,876.1651025049997,0.0008038742526633266,0.08762527277989966,0.08682139852551354,0.9999,0.990826,1.0000000000000171e-16,0.0,1886.56981095679,0.005,772503.1788589999,1.0515,0.0149,227206.81731147054,11510.297364998984,11510.297364998984,0.0,64350.73843387793,1158.7547682884883,38625.15894294961,772.5031788589922,695.252860973093,6180.025430871938,2317.5095365769766,1545.0063577179844,0.0023268948454695823,0.0005344430856076505,0.0013762443897482614,0.0004162073701136936,2.477101701050819e-21,0.0005344430856076505,0.0013762443897482614,0.0004162073701136936,2.477101701050819e-21,0.0,0.0,3.1697476535324825e-20,3.4,227206.81731147054,20.0,default,SedimentationZO,sedimentation,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,326033.0311381934,4226680.055935451,0.0,0.0,0.0,342823.73224181036,4231537.948099409,,,4.381263638888887,0.0004381263638888888,4.320364074308332,4.3812636389410734e-07,0.0608995645805559,0.00043768823752500513,0.9861,0.999,5.218206108668607e-19,0.0,9.432849054783949,0.005,326033.0311381934,1.0515,0.0149,197595.77644738994,4857.892163959082,4231537.94809941,0.0,4253839.123861316,489.04954670729006,16301.65155690967,326.0330311381934,293.42972802437407,2608.264249105547,978.0990934145801,652.0660622763868,30.763396261382265,0.09295821112868626,0.06832196122430619,30.60211608902928,2.585205445643313e-21,0.09295821112868626,0.06832196122430619,30.60211608902928,2.585205445643313e-21,0.0,0.0,3.308079313720181e-20,1.65,197595.77644738994,0.1,phosphorus_capture,SedimentationZO,sedimentation,0.39,22.84,0.15,6.565323562874998e-05,4226680.055935451
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3029390.2476590476,39272902.18640024,0.0,0.0,0.0,3185403.845413489,39318040.101090364,,,40.70924131134258,0.004070924131134258,40.143382857114915,4.070924131134261e-06,0.5658584542276675,0.0040668532070031235,0.9861,0.999,3.769483525246234e-25,0.0,87.6468891340342,0.005,3029390.2476590476,1.0515,0.0149,1835994.089490332,45137.91469011981,39318040.101090364,0.0,39525255.19254474,4544.085371488572,151469.51238295238,3029.390247659048,2726.451222893143,24235.121981272383,9088.170742977143,6058.780495318096,30.763396261382276,0.09295821112868627,0.0683219612243062,30.602116089029284,2.0098426660025812e-28,0.09295821112868627,0.0683219612243062,30.602116089029284,2.0098426660025812e-28,0.0,0.0,2.571833878208803e-27,1.65,1835994.089490332,0.9291666666666666,phosphorus_capture,SedimentationZO,sedimentation,0.39,22.84,0.15,0.0006100279810504685,39272902.18640024
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5732747.4641799005,74319124.31686501,0.0,0.0,0.0,6027983.958585166,74404542.2540813,,,77.03721898379627,0.007703721898379629,75.9664016399215,7.703721898379635e-06,1.0708173438747668,0.007696018176481248,0.9861,0.999,3.769483525246234e-25,0.0,165.8609292132844,0.005,5732747.4641799005,1.0515,0.0149,3474392.402533273,85417.93721628052,74404542.2540813,0.0,74796671.26122814,8599.12119626985,286637.37320899504,5732.747464179901,5159.472717761911,45861.97971343921,17198.2423925397,11465.494928359802,30.763396261382272,0.09295821112868627,0.0683219612243062,30.60211608902928,1.062073257153023e-28,0.09295821112868627,0.0683219612243062,30.60211608902928,1.062073257153023e-28,0.0,0.0,1.3590496560202917e-27,1.65,3474392.402533273,1.7583333333333333,phosphorus_capture,SedimentationZO,sedimentation,0.39,22.84,0.15,0.0011544027264721872,74319124.31686501
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8436104.680700755,109365346.44732979,0.0,0.0,0.0,8870564.071756845,109491044.40707223,,,113.36519665624996,0.011336519665624998,111.78942042272809,1.1336519665625008e-05,1.5757762335218726,0.011325183145959372,0.9861,0.999,3.769483525246234e-25,0.0,244.07496929253466,0.005,8436104.680700755,1.0515,0.0149,5112790.715576216,125697.95974244125,109491044.40707223,0.0,110068087.32991156,12654.157021051133,421805.23403503775,8436.104680700755,7592.49421263068,67488.83744560604,25308.314042102265,16872.20936140151,30.763396261382265,0.09295821112868627,0.0683219612243062,30.602116089029273,7.21730941253745e-29,0.09295821112868627,0.0683219612243062,30.602116089029273,7.21730941253745e-29,0.0,0.0,9.23540990081422e-28,1.65,5112790.715576216,2.5875,phosphorus_capture,SedimentationZO,sedimentation,0.39,22.84,0.15,0.0016987774718939057,109365346.44732979
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11139461.897221606,144411568.57779455,0.0,0.0,0.0,11713144.184928522,144577546.56006315,,,149.69317432870363,0.014969317432870366,147.61243920553466,1.496931743287038e-05,2.0807351231689784,0.014954348115437496,0.9861,0.999,3.769483525246234e-25,0.0,322.2890093717848,0.005,11139461.897221606,1.0515,0.0149,6751189.028619155,165977.98226860195,144577546.56006315,0.0,145339503.39859495,16709.19284583241,556973.0948610803,11139.461897221607,10025.515707499446,89115.69517777285,33418.38569166482,22278.923794443213,30.76339626138227,0.09295821112868626,0.0683219612243062,30.60211608902928,5.465791640470436e-29,0.09295821112868626,0.0683219612243062,30.60211608902928,5.465791640470436e-29,0.0,0.0,6.994133595616624e-28,1.65,6751189.028619155,3.4166666666666665,phosphorus_capture,SedimentationZO,sedimentation,0.39,22.84,0.15,0.0022431522173156243,144411568.57779455
