fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.struvite_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.dmbr.water_flux[default],fs.costing.dmbr.reactor_cost[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[nitrate],fs.unit.properties_in[0.0].flow_mass_comp[bod],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[nitrate],fs.unit.properties_treated[0.0].flow_mass_comp[bod],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[nitrate],fs.unit.properties_byproduct[0.0].flow_mass_comp[bod],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,nitrate]","fs.unit.removal_frac_mass_comp[0.0,bod]","fs.unit.reaction_conversion[0.0,nitrate_to_nitrogen]","fs.unit.reaction_conversion[0.0,BOD_usage]","fs.unit.extent_of_reaction[0.0,nitrate_to_nitrogen]","fs.unit.extent_of_reaction[0.0,BOD_usage]","fs.unit.generation_ratio[nitrate_to_nitrogen,H2O]","fs.unit.generation_ratio[nitrate_to_nitrogen,nitrate]","fs.unit.generation_ratio[nitrate_to_nitrogen,bod]","fs.unit.generation_ratio[BOD_usage,H2O]","fs.unit.generation_ratio[BOD_usage,nitrate]","fs.unit.generation_ratio[BOD_usage,bod]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[DMBRZO],fs.costing.LCOW_aggregate_indirect_capex[DMBRZO],fs.costing.LCOW_aggregate_fixed_opex[DMBRZO],fs.costing.LCOW_aggregate_variable_opex[DMBRZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],"fs.unit.generation_rxn_comp[0.0,nitrate_to_nitrogen,H2O]","fs.unit.generation_rxn_comp[0.0,nitrate_to_nitrogen,nitrate]","fs.unit.generation_rxn_comp[0.0,nitrate_to_nitrogen,bod]","fs.unit.generation_rxn_comp[0.0,BOD_usage,H2O]","fs.unit.generation_rxn_comp[0.0,BOD_usage,nitrate]","fs.unit.generation_rxn_comp[0.0,BOD_usage,bod]",fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6608425.06420784,0.0,0.0,132.38444612573946,90689.61904987704,6948758.955014545,189155.15250657385,30.0,71.4,367.6610403634258,0.036766104036342576,0.036766104036342576,349.27798834525447,0.0018383052018175684,0.003676610403634689,18.38305201817133,4.3789446266148396e-16,4.3789446261910975e-16,0.95,0,0,0.95,0.9,0.034927798834525445,0.03308949363270832,0,-1,0,0,0,-1,132.38444612573946,0.1,6608425.06420784,1.0515,0.0149,4005106.0995199033,98465.53345669681,98465.53345669681,90689.61904987704,641181.8945571929,9912.63759631176,330421.253210392,6608.42506420784,5947.582557787056,52867.40051366272,19825.27519262352,13216.85012841568,0.05525134076302655,0.02245083397530932,0.016500801701002966,0.008484882041446776,0.00781482304526749,0.02245083397530932,0.016500801701002966,0.008484882041446776,0.00781482304526749,0.00781482304526749,0.10000000000000002,0.10000000000000002,0.0,-0.034927798834525445,0.0,0.0,0.0,-0.03308949363270832,1.65,4005106.0995199033,8.391666666666666,default,DMBRZO,dmbr
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7261392.585447842,0.0,0.0,145.4651337022152,99650.50990932368,7635354.303598407,207845.25943249653,30.0,71.4,403.9890180358795,0.040398901803587954,0.040398901803587954,383.7895671340856,0.002019945090179887,0.004039890180359276,20.199450901793956,4.811620882701511e-16,4.811620882701511e-16,0.95,0,0,0.95,0.9,0.03837895671340855,0.03635901162322916,0,-1,0,0,0,-1,145.4651337022152,0.1,7261392.585447842,1.0515,0.0149,4400843.99118051,108194.74952317285,108194.74952317285,99650.50990932368,704536.0142279386,10892.088878171764,363069.62927239214,7261.392585447842,6535.253326903058,58091.14068358274,21784.177756343528,14522.785170895684,0.05525134076302656,0.02245083397530932,0.01650080170100297,0.00848488204144678,0.007814823045267488,0.02245083397530932,0.01650080170100297,0.00848488204144678,0.007814823045267488,0.007814823045267488,0.1,0.1,0.0,-0.03837895671340855,0.0,0.0,0.0,-0.03635901162322916,1.65,4400843.99118051,9.220833333333333,default,DMBRZO,dmbr
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7914360.106687837,0.0,0.0,158.54582127869094,108611.4007687703,8321949.652182262,226535.36635841912,30.0,71.4,440.3169957083331,0.04403169957083332,0.04403169957083332,418.30114592291636,0.0022015849785421925,0.004403169957083847,22.015849785416716,5.24429713921206e-16,5.244297139212188e-16,0.95,0,0,0.95,0.9,0.04183011459229165,0.03962852961374999,0,-1,0,0,0,-1,158.54582127869094,0.1,7914360.106687838,1.0515,0.0149,4796581.882841114,117923.96558964878,117923.96558964878,108611.4007687703,767890.1338986838,11871.540160031756,395718.0053343919,7914.360106687837,7122.924096019055,63314.8808535027,23743.080320063513,15828.720213375675,0.055251340763026555,0.022450833975309312,0.01650080170100297,0.008484882041446777,0.00781482304526749,0.022450833975309312,0.01650080170100297,0.008484882041446777,0.00781482304526749,0.007814823045267488,0.10000000000000002,0.10000000000000002,0.0,-0.04183011459229165,0.0,0.0,0.0,-0.03962852961374999,1.65,4796581.882841114,10.049999999999999,default,DMBRZO,dmbr
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8567327.627927838,0.0,0.0,171.62650885516666,117572.29162821693,9008545.000766123,245225.47328434174,30.0,71.4,476.6449733807868,0.04766449733807868,0.04766449733807868,452.8127247117474,0.0023832248669045032,0.004766449733808435,23.83224866903933,5.676973395380576e-16,5.676973395380576e-16,0.95,0,0,0.95,0.9,0.04528127247117475,0.042898047604270816,0,-1,0,0,0,-1,171.62650885516666,0.1,8567327.62792784,1.0515,0.0149,5192319.774501721,127653.18165612478,127653.18165612478,117572.29162821693,831244.2535694292,12850.991441891758,428366.3813963919,8567.327627927838,7710.5948651350545,68538.6210234227,25701.982883783516,17134.655255855676,0.05525134076302655,0.02245083397530932,0.016500801701002966,0.008484882041446777,0.00781482304526749,0.02245083397530932,0.016500801701002966,0.008484882041446777,0.00781482304526749,0.007814823045267488,0.1,0.1,0.0,-0.04528127247117475,0.0,0.0,0.0,-0.042898047604270816,1.65,5192319.774501721,10.879166666666665,default,DMBRZO,dmbr
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9220295.149167841,0.0,0.0,184.70719643164242,126533.18248766358,9695140.349349985,263915.5802102644,30.0,71.4,512.9729510532405,0.05129729510532406,0.05129729510532406,487.32430350057854,0.0025648647552668183,0.005129729510533019,25.648647552662016,6.109649652232971e-16,6.109649652233099e-16,0.95,0,0,0.95,0.9,0.04873243035005786,0.046167565594791654,0,-1,0,0,0,-1,184.70719643164242,0.1,9220295.149167841,1.0515,0.0149,5588057.666162329,137382.39772260084,137382.39772260084,126533.18248766358,894598.3732401748,13830.442723751763,461014.75745839207,9220.295149167841,8298.265634251058,73762.36119334273,27660.885447503526,18440.590298335683,0.055251340763026555,0.022450833975309323,0.016500801701002973,0.00848488204144678,0.007814823045267488,0.022450833975309323,0.016500801701002973,0.00848488204144678,0.007814823045267488,0.007814823045267488,0.1,0.1,0.0,-0.04873243035005786,0.0,0.0,0.0,-0.046167565594791654,1.65,5588057.666162329,11.708333333333332,default,DMBRZO,dmbr
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9873262.67040784,0.0,0.0,197.78788400811823,135494.07334711024,10381735.697933845,282605.68713618704,30.0,71.4,549.3009287256942,0.05493009287256943,0.05493009287256943,521.8358822894095,0.0027465046436291247,0.0054930092872576015,27.465046436284705,6.542325909530468e-16,6.54232590889768e-16,0.95,0,0,0.95,0.9,0.05218358822894096,0.04943708358531249,0,-1,0,0,0,-1,197.78788400811823,0.1,9873262.670407841,1.0515,0.0149,5983795.557822934,147111.6137890768,147111.6137890768,135494.07334711024,957952.4929109204,14809.894005611759,493663.133520392,9873.26267040784,8885.936403367055,78986.10136326271,29619.788011223518,19746.52534081568,0.055251340763026555,0.02245083397530932,0.016500801701002966,0.008484882041446777,0.00781482304526749,0.02245083397530932,0.016500801701002966,0.008484882041446777,0.00781482304526749,0.00781482304526749,0.10000000000000003,0.10000000000000003,0.0,-0.05218358822894096,0.0,0.0,0.0,-0.04943708358531249,1.65,5983795.557822934,12.5375,default,DMBRZO,dmbr
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10526230.19164784,0.0,0.0,210.86857158459395,144454.96420655688,11068331.046517704,301295.7940621097,30.0,71.4,585.6289063981479,0.0585628906398148,0.0585628906398148,556.3474610782405,0.0029281445319914484,0.005856289063982175,29.28144531990738,6.975002165673752e-16,6.975002165673434e-16,0.95,0,0,0.95,0.9,0.055634746107824054,0.052706601575833324,0,-1,0,0,0,-1,210.86857158459395,0.1,10526230.19164784,1.0515,0.0149,6379533.44948354,156840.82985555282,156840.82985555282,144454.96420655688,1021306.6125816656,15789.34528747176,526311.509582392,10526.230191647841,9473.607172483058,84209.84153318273,31578.69057494352,21052.460383295682,0.055251340763026534,0.022450833975309312,0.016500801701002966,0.008484882041446776,0.00781482304526749,0.022450833975309312,0.016500801701002966,0.008484882041446776,0.00781482304526749,0.007814823045267488,0.1,0.1,0.0,-0.055634746107824054,0.0,0.0,0.0,-0.052706601575833324,1.65,6379533.44948354,13.366666666666665,default,DMBRZO,dmbr
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11179197.712887838,0.0,0.0,223.94925916106965,153415.85506600348,11754926.395101562,319985.9009880323,30.0,71.4,621.9568840706015,0.062195688407060155,0.062195688407060155,590.8590398670714,0.00310978442035376,0.006219568840706755,31.097844203530165,7.407678421764043e-16,7.407678421764043e-16,0.95,0,0,0.95,0.9,0.05908590398670714,0.05597611956635414,0,-1,0,0,0,-1,223.94925916106965,0.1,11179197.712887838,1.0515,0.0149,6775271.341144145,166570.0459220288,166570.0459220288,153415.85506600348,1084660.732252411,16768.796569331756,558959.885644392,11179.197712887839,10061.277941599055,89433.58170310271,33537.59313866351,22358.395425775678,0.055251340763026555,0.022450833975309316,0.01650080170100297,0.008484882041446777,0.00781482304526749,0.022450833975309316,0.01650080170100297,0.008484882041446777,0.00781482304526749,0.00781482304526749,0.1,0.1,0.0,-0.05908590398670714,0.0,0.0,0.0,-0.05597611956635414,1.65,6775271.341144145,14.195833333333331,default,DMBRZO,dmbr
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11832165.234127838,0.0,0.0,237.02994673754534,162376.7459254501,12441521.743685422,338676.0079139549,30.0,71.4,658.2848617430552,0.06582848617430553,0.06582848617430553,625.3706186559024,0.003291424308716062,0.006582848617431335,32.91424308715285,7.840354678274938e-16,7.840354678274581e-16,0.95,0,0,0.95,0.9,0.06253706186559026,0.05924563755687499,0,-1,0,0,0,-1,237.02994673754534,0.1,11832165.234127838,1.0515,0.0149,7171009.232804751,176299.2619885048,176299.2619885048,162376.7459254501,1148014.8519231565,17748.247851191758,591608.2617063919,11832.165234127839,10648.948710715056,94657.32187302271,35496.495702383516,23664.330468255677,0.05525134076302655,0.022450833975309316,0.016500801701002966,0.008484882041446777,0.007814823045267488,0.022450833975309316,0.016500801701002966,0.008484882041446777,0.007814823045267488,0.007814823045267486,0.09999999999999999,0.09999999999999999,0.0,-0.06253706186559026,0.0,0.0,0.0,-0.05924563755687499,1.65,7171009.232804751,15.024999999999999,default,DMBRZO,dmbr
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12485132.75536784,0.0,0.0,250.11063431402118,171337.63678489678,13128117.092269285,357366.11483987764,30.0,71.4,694.612839415509,0.0694612839415509,0.0694612839415509,659.8821974447335,0.003473064197078384,0.006946128394155928,34.730641970775544,8.27303093478502e-16,8.27303093478502e-16,0.95,0,0,0.95,0.9,0.06598821974447336,0.06251515554739581,0,-1,0,0,0,-1,250.11063431402118,0.1,12485132.755367842,1.0515,0.0149,7566747.124465359,186028.4780549808,186028.4780549808,171337.63678489678,1211368.9715939022,18727.69913305176,624256.637768392,12485.13275536784,11236.619479831057,99881.06204294272,37455.39826610352,24970.26551073568,0.05525134076302655,0.02245083397530932,0.016500801701002963,0.008484882041446777,0.00781482304526749,0.02245083397530932,0.016500801701002963,0.008484882041446777,0.00781482304526749,0.007814823045267488,0.1,0.1,0.0,-0.06598821974447336,0.0,0.0,0.0,-0.06251515554739581,1.65,7566747.124465359,15.854166666666666,default,DMBRZO,dmbr
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,13138100.27660784,0.0,0.0,263.1913218904969,180298.52764434344,13814712.440853145,376056.22176580026,30.0,71.4,730.9408170879626,0.07309408170879628,0.07309408170879628,694.3937762335645,0.0036547040854406866,0.007309408170880487,36.54704085439811,8.705707191295598e-16,8.705707191295455e-16,0.95,0,0,0.95,0.9,0.06943937762335646,0.06578467353791666,0,-1,0,0,0,-1,263.1913218904969,0.1,13138100.276607841,1.0515,0.0149,7962485.016125965,195757.69412145682,195757.69412145682,180298.52764434344,1274723.0912646477,19707.15041491176,656905.013830392,13138.10027660784,11824.290248947056,105104.80221286272,39414.30082982352,26276.20055321568,0.05525134076302655,0.02245083397530932,0.01650080170100297,0.008484882041446777,0.00781482304526749,0.02245083397530932,0.01650080170100297,0.008484882041446777,0.00781482304526749,0.00781482304526749,0.10000000000000002,0.10000000000000002,0.0,-0.06943937762335646,0.0,0.0,0.0,-0.06578467353791666,1.65,7962485.016125965,16.683333333333334,default,DMBRZO,dmbr
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,13791067.797847843,0.0,0.0,276.2720094669727,189259.4185037901,14501307.789437009,394746.32869172294,30.0,71.4,767.2687947604164,0.07672687947604165,0.07672687947604165,728.9053550223956,0.0038363439738029964,0.007672687947605065,38.3634397380208,9.138383447805892e-16,9.13838344780646e-16,0.95,0,0,0.95,0.9,0.07289053550223956,0.06905419152843749,0,-1,0,0,0,-1,276.2720094669727,0.1,13791067.797847843,1.0515,0.0149,8358222.907786571,205486.91018793287,205486.91018793287,189259.4185037901,1338077.2109353933,20686.601696771766,689553.3898923922,13791.067797847843,12411.961018063059,110328.54238278275,41373.20339354353,27582.135595695687,0.055251340763026555,0.022450833975309323,0.016500801701002973,0.00848488204144678,0.00781482304526749,0.022450833975309323,0.016500801701002973,0.00848488204144678,0.00781482304526749,0.00781482304526749,0.1,0.1,0.0,-0.07289053550223956,0.0,0.0,0.0,-0.06905419152843749,1.65,8358222.907786571,17.5125,default,DMBRZO,dmbr
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,14444035.31908784,0.0,0.0,289.3526970434485,198220.30936323674,15187903.138020864,413436.4356176456,30.0,71.4,803.5967724328701,0.08035967724328703,0.08035967724328703,763.4169338112265,0.004017983862165323,0.008035967724329667,40.17983862164361,9.57105970431639e-16,9.57105970431639e-16,0.95,0,0,0.95,0.9,0.07634169338112268,0.07232370951895833,0,-1,0,0,0,-1,289.3526970434485,0.1,14444035.31908784,1.0515,0.0149,8753960.799447177,215216.12625440882,215216.12625440882,198220.30936323674,1401431.3306061386,21666.05297863176,722201.765954392,14444.035319087841,12999.631787179058,115552.28255270273,43332.10595726352,28888.070638175683,0.05525134076302654,0.02245083397530932,0.016500801701002963,0.008484882041446777,0.007814823045267491,0.02245083397530932,0.016500801701002963,0.008484882041446777,0.007814823045267491,0.00781482304526749,0.10000000000000002,0.10000000000000002,0.0,-0.07634169338112268,0.0,0.0,0.0,-0.07232370951895833,1.65,8753960.799447177,18.34166666666667,default,DMBRZO,dmbr
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,15097002.840327844,0.0,0.0,302.4333846199242,207181.20022268337,15874498.486604732,432126.5425435683,30.0,71.4,839.9247501053239,0.08399247501053239,0.08399247501053239,797.9285126000577,0.004199623750527624,0.008399247501054245,41.99623750526617,1.0003735960826777e-15,1.0003735960826777e-15,0.95,0,0,0.95,0.9,0.07979285126000576,0.07559322750947915,0,-1,0,0,0,-1,302.4333846199242,0.1,15097002.840327846,1.0515,0.0149,9149698.691107785,224945.34232088487,224945.34232088487,207181.20022268337,1464785.4502768847,22645.504260491765,754850.1420163922,15097.002840327845,13587.30255629506,120776.02272262276,45291.00852098353,30194.00568065569,0.05525134076302656,0.02245083397530932,0.016500801701002966,0.008484882041446777,0.00781482304526749,0.02245083397530932,0.016500801701002966,0.008484882041446777,0.00781482304526749,0.007814823045267488,0.09999999999999999,0.09999999999999999,0.0,-0.07979285126000576,0.0,0.0,0.0,-0.07559322750947915,1.65,9149698.691107785,19.170833333333334,default,DMBRZO,dmbr
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,15749970.361567842,0.0,0.0,315.5140721964,216142.09108213003,16561093.835188588,450816.6494694909,30.0,71.4,876.2527277777775,0.08762527277777776,0.08762527277777776,832.4400913888886,0.004381263638889946,0.008762527277778836,43.81263638888899,1.0436412217337213e-15,1.0436412217337213e-15,0.95,0,0,0.95,0.9,0.08324400913888887,0.07886274549999998,0,-1,0,0,0,-1,315.5140721964,0.1,15749970.361567844,1.0515,0.0149,9545436.58276839,234674.55838736086,234674.55838736086,216142.09108213003,1528139.5699476297,23624.955542351763,787498.5180783921,15749.970361567843,14174.97332541106,125999.76289254274,47249.911084703526,31499.940723135685,0.05525134076302655,0.022450833975309316,0.016500801701002973,0.008484882041446777,0.00781482304526749,0.022450833975309316,0.016500801701002973,0.008484882041446777,0.00781482304526749,0.00781482304526749,0.10000000000000002,0.10000000000000002,0.0,-0.08324400913888887,0.0,0.0,0.0,-0.07886274549999998,1.65,9545436.58276839,20.0,default,DMBRZO,dmbr
