fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.crystallizer.capital_a_parameter[default],fs.costing.crystallizer.capital_b_parameter[default],fs.costing.crystallizer.capital_c_parameter[default],fs.costing.crystallizer.capital_d_parameter[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.elec_coeff_1,fs.unit.elec_coeff_2,fs.unit.elec_coeff_3,fs.unit.elec_coeff_4,fs.unit.electricity[0.0],fs.unit.electricity_intensity,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[CrystallizerZO],fs.costing.LCOW_aggregate_indirect_capex[CrystallizerZO],fs.costing.LCOW_aggregate_fixed_opex[CrystallizerZO],fs.costing.LCOW_aggregate_variable_opex[CrystallizerZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.purge_fraction,fs.unit.properties_in[0.0].flow_vol,fs.unit.properties_in[0.0].conc_mass_comp[H2O],fs.unit.properties_in[0.0].conc_mass_comp[tds],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.properties_in[0.0].dens_mass,flow_mgd,tds,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,56406557.925345145,0.0,0.0,3970.544688996004,2720011.268722214,59311495.658500426,3560468.981809857,1410000.0,-0.711,1450000.0,555000.0,13.233204460317456,4.73748719679365,13.100872415714282,0.09474974393587307,0.132332044603175,4.6427374528577765,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,3970.544688996004,61.3737690969859,56406557.925345145,1.0515,0.014900000000000002,56406557.925345145,840457.7130876428,840457.7130876428,2720011.268722214,7418766.891152903,84609.83688801771,2820327.8962672576,56406.55792534514,50765.90213281063,451252.46340276115,169219.67377603543,112813.11585069029,13.08166325504999,6.470200232447731,0.33321531197105914,1.4819962594906881,4.7962514511405105,6.470200232447731,0.33321531197105914,1.4819962594906881,4.7962514511405105,4.7962514511405105,61.3737690969859,61.3737690969859,0.010000000000000009,0.017970691657111102,736.3770250368188,263.6229749631812,1.0,56406557.925345145,1000.0,0.3020408163265306,358000.0,default,CrystallizerZO,crystallizer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,50952978.74625862,0.0,0.0,3417.476955933519,2341133.662718741,53577057.15169094,3100333.046037995,1410000.0,-0.711,1450000.0,555000.0,14.082633124999994,2.041981803124999,13.941806793749995,0.04083963606250002,0.14082633124999908,2.001142167062499,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,3417.476955933519,58.8726712952496,50952978.74625862,1.0515,0.014900000000000002,50952978.74625862,759199.3833192535,759199.3833192535,2341133.662718741,6585597.501133485,76429.46811938792,2547648.937312931,50952.97874625862,45857.68087163276,407623.82997006894,152858.93623877584,101905.95749251723,12.942013986316871,6.51378081857653,0.33545971215669174,1.4919783718379065,4.600795083745744,6.51378081857653,0.33545971215669174,1.4919783718379065,4.600795083745744,4.600795083745744,58.8726712952496,58.8726712952496,0.010000000000000009,0.016124614928124992,873.3624454148472,126.63755458515286,1.0,50952978.74625862,1000.0,0.3214285714285714,145000.0,default,CrystallizerZO,crystallizer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,53186468.889900394,0.0,0.0,3619.4175859534294,2479472.5638748724,55925572.03773027,3271950.9503343883,1410000.0,-0.711,1450000.0,555000.0,14.082633124999994,2.791882017031249,13.941806793749995,0.05583764034062503,0.14082633124999874,2.736044376690624,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,3619.4175859534294,59.58060219293091,53186468.889900394,1.0515,0.014900000000000002,53186468.889900394,792478.386459516,792478.386459516,2479472.5638748724,6909989.669074129,79779.7033348506,2659323.44449502,53186.468889900396,47867.82200091036,425491.75111920317,159559.4066697012,106372.93777980079,12.976038575606525,6.497148148531942,0.33460312964939515,1.4881686667428762,4.656118630682312,6.497148148531942,0.33460312964939515,1.4881686667428762,4.656118630682312,4.656118630682312,59.58060219293091,59.58060219293091,0.010000000000000009,0.016874515142031244,834.5503859795535,165.4496140204465,1.0,53186468.889900394,1000.0,0.3214285714285714,198250.0,default,CrystallizerZO,crystallizer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,55423525.297126554,0.0,0.0,3821.345636781283,2617802.8476883397,58277836.84992858,3443613.3746155254,1410000.0,-0.711,1450000.0,555000.0,14.082633124999994,3.541782230937499,13.941806793749995,0.07083564461875004,0.14082633124999908,3.4709465863187487,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,3821.345636781283,60.228091410039774,55423525.297126554,1.0515,0.014900000000000002,55423525.297126554,825810.5269271857,825810.5269271857,2617802.8476883397,7234670.295077603,83135.28794568984,2771176.264856328,55423.52529712656,49881.172767413904,443388.20237701247,166270.57589137967,110847.05059425312,13.007686381990126,6.482347994480739,0.3338409217157585,1.4847786985570737,4.7067187672365565,6.482347994480739,0.3338409217157585,1.4847786985570737,4.7067187672365565,4.7067187672365565,60.228091410039774,60.228091410039774,0.010000000000000009,0.017624415355937492,799.0411506192569,200.95884938074312,1.0,55423525.297126554,1000.0,0.3214285714285714,251500.0,default,CrystallizerZO,crystallizer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,57663711.32443633,0.0,0.0,4023.2611084170812,2756124.514159145,60633392.457644805,3615313.8128932463,1410000.0,-0.711,1450000.0,555000.0,14.082633124999994,4.291682444843748,13.941806793749995,0.08583364889687504,0.14082633124999908,4.205848795946873,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,4023.2611084170812,60.82253925964111,57663711.32443633,1.0515,0.014900000000000002,57663711.32443633,859189.2987341015,859189.2987341015,2756124.514159145,7559603.006048659,86495.56698665449,2883185.5662218165,57663.71132443633,51897.3401919927,461309.6905954906,172991.13397330898,115327.42264887266,13.037185683695334,6.4691070025716115,0.33315901063243886,1.4817458557119847,4.7531738147792995,6.4691070025716115,0.33315901063243886,1.4817458557119847,4.7531738147792995,4.7531738147792995,60.82253925964111,60.82253925964111,0.010000000000000009,0.01837431556984374,766.4303506418855,233.56964935811462,1.0,57663711.32443633,1000.0,0.3214285714285714,304750.0,default,CrystallizerZO,crystallizer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,59906658.81512255,0.0,0.0,4225.164000860823,2894437.563287287,62991851.744101375,3787046.779632613,1410000.0,-0.711,1450000.0,555000.0,14.082633124999994,5.041582658749999,13.941806793749995,0.10083165317500006,0.14082633124999974,4.940751005574999,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,4225.164000860823,61.37018532822926,59906658.81512255,1.0515,0.014900000000000002,59906658.81512255,892609.2163453262,892609.2163453262,2894437.563287287,7884757.13395043,89859.98822268382,2995332.9407561277,59906.65881512255,53915.9929336103,479253.2705209804,179719.97644536765,119813.3176302451,13.06473840695808,6.457202076077082,0.33254590691797015,1.4790190380091994,4.795971385953828,6.457202076077082,0.33254590691797015,1.4790190380091994,4.795971385953828,4.795971385953828,61.370185328229255,61.370185328229255,0.010000000000000009,0.019124215783749992,736.3770250368187,263.62297496318115,1.0,59906658.81512255,1000.0,0.3214285714285714,358000.0,default,CrystallizerZO,crystallizer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,53904094.739480376,0.0,0.0,3623.4245035177855,2482217.492286859,56680155.61856362,3285388.5039051166,1410000.0,-0.711,1450000.0,555000.0,14.932061789682534,2.1651489595039677,14.782741171785709,0.043302979190079395,0.14932061789682444,2.1218459803138887,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,3623.4245035177855,58.86964963455273,53904094.739480376,1.0515,0.014900000000000002,53904094.739480376,803171.0116182577,803171.0116182577,2482217.492286859,6972513.967466081,80856.14210922057,2695204.736974019,53904.09473948038,48513.685265532346,431232.75791584305,161712.28421844114,107808.18947896076,12.92290526956985,6.499042943147783,0.33470071157211145,1.4886026685407028,4.600558946309255,6.499042943147783,0.33470071157211145,1.4886026685407028,4.600558946309255,4.600558946309254,58.86964963455273,58.86964963455273,0.010000000000000009,0.017097210749186503,873.3624454148471,126.63755458515286,1.0,53904094.739480376,1000.0,0.3408163265306122,145000.0,default,CrystallizerZO,crystallizer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,56274831.107261054,0.0,0.0,3837.5279783562305,2628888.518518379,59172984.909285,3467383.502016569,1410000.0,-0.711,1450000.0,555000.0,14.932061789682534,2.9602812498045625,14.782741171785709,0.059205624996091305,0.14932061789682444,2.9010756248084713,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,3837.5279783562305,59.577440005219096,56274831.107261054,1.0515,0.014900000000000002,56274831.107261054,838494.9834981898,838494.9834981898,2628888.518518379,7316671.088349108,84412.24666089159,2813741.555363053,56274.83110726105,50647.347996534954,450198.6488580884,168824.49332178317,112549.6622145221,12.958130494273128,6.48335644295603,0.3338928568122358,1.485009683196587,4.655871511308273,6.48335644295603,0.3338928568122358,1.485009683196587,4.655871511308273,4.655871511308273,59.577440005219096,59.577440005219096,0.010000000000000009,0.017892343039487096,834.5503859795535,165.4496140204465,1.0,56274831.107261054,1000.0,0.3408163265306122,198250.0,default,CrystallizerZO,crystallizer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,58649133.73862612,0.0,0.0,4051.617310747219,2775549.856503206,61669564.126165375,3649421.9492087355,1410000.0,-0.711,1450000.0,555000.0,14.932061789682534,3.755413540105158,14.782741171785709,0.07510827080210322,0.14932061789682444,3.6803052693030547,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,4051.617310747219,60.224788695313016,58649133.73862612,1.0515,0.014900000000000002,58649133.73862612,873872.0927055293,873872.0927055293,2775549.856503206,7661115.596390935,87973.70060793919,2932456.6869313065,58649.13373862612,52784.22036476352,469193.069909009,175947.40121587837,117298.26747725224,12.990845445285773,6.469398213835881,0.3331740080125491,1.481812557512372,4.706460665924971,6.469398213835881,0.3331740080125491,1.481812557512372,4.706460665924971,4.70646066592497,60.224788695313016,60.224788695313016,0.010000000000000009,0.018687475329787692,799.0411506192569,200.95884938074312,1.0,58649133.73862612,1000.0,0.3408163265306122,251500.0,default,CrystallizerZO,crystallizer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,61026565.99007483,0.0,0.0,4265.6925006907495,2922201.50624134,64169434.13856369,3831497.339493456,1410000.0,-0.711,1450000.0,555000.0,14.932061789682534,4.550545830405753,14.782741171785709,0.09101091660811514,0.14932061789682444,4.459534913797637,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,4265.6925006907495,60.819096017899405,61026565.99007483,1.0515,0.014900000000000002,61026565.99007483,909295.8332521151,909295.8332521151,2922201.50624134,8005811.118496315,91539.84898511224,3051328.299503742,61026.56599007483,54923.90939106735,488212.52792059863,183079.6979702245,122053.13198014966,13.02129831346934,6.456910452005418,0.33253088827827876,1.4789522416554766,4.752904731530164,6.456910452005418,0.33253088827827876,1.4789522416554766,4.752904731530164,4.752904731530164,60.819096017899405,60.819096017899405,0.010000000000000009,0.01948260762008829,766.4303506418854,233.5696493581146,1.0,61026565.99007483,1000.0,0.3408163265306122,304750.0,default,CrystallizerZO,crystallizer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,63406759.70489996,0.0,0.0,4479.753548186822,3068843.4677327815,66672207.82970232,4013604.187335791,1410000.0,-0.711,1450000.0,555000.0,14.932061789682534,5.3456781207063475,14.782741171785709,0.10691356241412704,0.14932061789682513,5.23876455829222,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,4479.753548186822,61.36660155947262,63406759.70489996,1.0515,0.014900000000000002,63406759.70489996,944760.7196030095,944760.7196030095,3068843.4677327815,8350726.986628379,95110.13955734995,3170337.9852449982,63406.75970489996,57066.08373440997,507254.0776391997,190220.2791146999,126813.51940979992,13.049707276681733,6.445682751868362,0.3319526617212206,1.4763805423250054,4.795691320767144,6.445682751868362,0.3319526617212206,1.4763805423250054,4.795691320767144,4.795691320767144,61.36660155947262,61.36660155947262,0.010000000000000009,0.020277739910388882,736.3770250368187,263.62297496318115,1.0,63406759.70489996,1000.0,0.3408163265306122,358000.0,default,CrystallizerZO,crystallizer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,56855210.73270211,0.0,0.0,3829.3508913491733,2623286.826421534,59783254.08543628,3470429.466338796,1410000.0,-0.711,1450000.0,555000.0,15.781490454365075,2.2883161158829357,15.623675549821424,0.04576632231765875,0.15781490454365005,2.242549793565277,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,3829.3508913491733,58.866627973855856,56855210.73270211,1.0515,0.014900000000000002,56855210.73270211,847142.6399172615,847142.6399172615,2623286.826421534,7359415.938365233,85282.81609905318,2842760.536635106,56855.210732702115,51169.689659431904,454841.6858616169,170565.63219810635,113710.42146540423,12.90582816192708,6.485891581221279,0.33402341643289674,1.4855903554001377,4.6003228088727655,6.485891581221279,0.33402341643289674,1.4855903554001377,4.6003228088727655,4.6003228088727655,58.866627973855856,58.866627973855856,0.010000000000000009,0.018069806570248013,873.3624454148471,126.63755458515283,1.0,56855210.73270211,1000.0,0.36020408163265305,145000.0,default,CrystallizerZO,crystallizer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,59363193.32462172,0.0,0.0,4055.6151971063687,2778288.5981116546,62420397.78083975,3662800.178648519,1410000.0,-0.711,1450000.0,555000.0,15.781490454365075,3.128680482577876,15.623675549821424,0.06257360965155757,0.15781490454365005,3.0661068729263183,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,4055.6151971063687,59.57427781750728,59363193.32462172,1.0515,0.014900000000000002,59363193.32462172,884511.5805368638,884511.5805368638,2778288.5981116546,7723336.632573855,89044.78998693259,2968159.6662310865,59363.19332462172,53426.873992159555,474905.5465969738,178089.57997386518,118726.38664924345,12.94212359298068,6.4710493969038705,0.33325904394054956,1.482190760202023,4.655624391934236,6.4710493969038705,0.33325904394054956,1.482190760202023,4.655624391934236,4.655624391934236,59.57427781750728,59.57427781750728,0.010000000000000009,0.01891017093694295,834.5503859795535,165.44961402044646,1.0,59363193.32462172,1000.0,0.36020408163265305,198250.0,default,CrystallizerZO,crystallizer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,61874742.180125706,0.0,0.0,4281.863705629572,2933279.5479478887,65061291.402402185,3855213.206431762,1410000.0,-0.711,1450000.0,555000.0,15.781490454365075,3.9690448492728168,15.623675549821424,0.0793808969854564,0.1578149045436504,3.88966395228736,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,4281.863705629572,60.22148598058626,61874742.180125706,1.0515,0.014900000000000002,61874742.180125706,921933.6584838731,921933.6584838731,2933279.5479478887,8087543.580334084,92812.11327018857,3093737.1090062857,61874.74218012571,55687.26796211314,494997.93744100566,185624.22654037713,123749.48436025142,12.975789629671862,6.457842460569227,0.3325788867193162,1.479165717769933,4.706202564613386,6.457842460569227,0.3325788867193162,1.479165717769933,4.706202564613386,4.706202564613385,60.221485980586266,60.221485980586266,0.010000000000000009,0.019750535303637892,799.0411506192569,200.95884938074312,1.0,61874742.180125706,1000.0,0.36020408163265305,251500.0,default,CrystallizerZO,crystallizer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,64389420.65571331,0.0,0.0,4508.096416918782,3088259.6759302365,67705475.81948255,4047662.0437003653,1410000.0,-0.711,1450000.0,555000.0,15.781490454365075,4.809409215967757,15.623675549821424,0.09618818431935523,0.15781490454365044,4.713221031648402,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,4508.096416918782,60.81565277615771,64389420.65571331,1.0515,0.014900000000000002,64389420.65571331,959402.3677701284,959402.3677701284,3088259.6759302365,8452000.408550669,96584.13098356996,3219471.0327856657,64389.420655713315,57950.47859014199,515115.3652457065,193168.26196713993,128778.84131142663,13.007092231926404,6.446026844559665,0.331970382494823,1.4764593565908872,4.7526356482810295,6.446026844559665,0.331970382494823,1.4764593565908872,4.7526356482810295,4.7526356482810295,60.815652776157705,60.815652776157705,0.010000000000000009,0.02059089967033283,766.4303506418855,233.56964935811462,1.0,64389420.65571331,1000.0,0.36020408163265305,304750.0,default,CrystallizerZO,crystallizer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,66906860.594677374,0.0,0.0,4734.313330974,3243228.9820586974,70352563.91530326,4240141.20491939,1410000.0,-0.711,1450000.0,555000.0,15.781490454365075,5.649773582662697,15.623675549821424,0.11299547165325405,0.1578149045436504,5.536778111009443,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,4734.313330974,61.36301779071598,66906860.594677374,1.0515,0.014900000000000002,66906860.594677374,996912.222860693,996912.222860693,3243228.9820586974,8816676.449186748,100360.29089201607,3345343.029733869,66906.86059467738,60216.17453520964,535254.884757419,200720.58178403214,133813.72118935475,13.036264079757816,6.4354034682260215,0.3314232786136396,1.4740260773376939,4.795411255580461,6.4354034682260215,0.3314232786136396,1.4740260773376939,4.795411255580461,4.79541125558046,61.36301779071598,61.36301779071598,0.010000000000000009,0.02143126403702777,736.3770250368187,263.62297496318115,1.0,66906860.594677374,1000.0,0.36020408163265305,358000.0,default,CrystallizerZO,crystallizer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,59806326.72592385,0.0,0.0,4035.2561194276823,2764341.6651227656,62886352.55230894,3655455.933339031,1410000.0,-0.711,1450000.0,555000.0,16.63091911904761,2.411483272261904,16.464609927857136,0.04822966544523813,0.1663091911904725,2.363253606816666,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,4035.2561194276823,58.86360631315898,59806326.72592385,1.0515,0.014900000000000002,59806326.72592385,891114.2682162655,891114.2682162655,2764341.6651227656,7746303.413830941,89709.49008888578,2990316.336296193,59806.32672592385,53825.69405333147,478450.6138073908,179418.98017777156,119612.6534518477,12.890471368445164,6.474083637986192,0.33341530735628927,1.4828857516664051,4.6000866714362765,6.474083637986192,0.33341530735628927,1.4828857516664051,4.6000866714362765,4.6000866714362765,58.86360631315898,58.86360631315898,0.010000000000000009,0.019042402391309516,873.3624454148471,126.63755458515286,1.0,59806326.72592385,1000.0,0.3795918367346939,145000.0,default,CrystallizerZO,crystallizer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,62451555.54198236,0.0,0.0,4273.679242203841,2927672.802654698,65667810.65239446,3858200.980230235,1410000.0,-0.711,1450000.0,555000.0,16.63091911904761,3.29707971535119,16.464609927857136,0.06594159430702386,0.1663091911904725,3.2311381210441663,0.99,0.98,56.7,1.83e-05,-9.47,-0.000863,4273.679242203841,59.571115629795464,62451555.54198236,1.0515,0.014900000000000002,62451555.54198236,930528.1775755372,930528.1775755372,2927672.802654698,8129986.301748367,93677.33331297354,3122577.777099118,62451.555541982365,56206.39998778413,499612.4443358589,187354.66662594708,124903.11108396473,12.927726561884198,6.459999522222629,0.3326899753944666,1.4796597917069036,4.655377272560199,6.459999522222629,0.3326899753944666,1.4796597917069036,4.655377272560199,4.655377272560199,59.571115629795464,59.571115629795464,0.010000000000000009,0.0199279988343988,834.5503859795535,165.44961402044652,1.0,62451555.54198236,1000.0,0.3795918367346939,198250.0,default,CrystallizerZO,crystallizer
