fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.struvite_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.anaerobic_digestion_reactive.capital_a_parameter[default],fs.costing.anaerobic_digestion_reactive.capital_b_parameter[default],fs.costing.anaerobic_digestion_reactive.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tss],fs.unit.properties_in[0.0].flow_mass_comp[cod],fs.unit.properties_in[0.0].flow_mass_comp[tkn],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tss],fs.unit.properties_treated[0.0].flow_mass_comp[cod],fs.unit.properties_treated[0.0].flow_mass_comp[tkn],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tss],fs.unit.properties_byproduct[0.0].flow_mass_comp[cod],fs.unit.properties_byproduct[0.0].flow_mass_comp[tkn],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tss]","fs.unit.removal_frac_mass_comp[0.0,cod]","fs.unit.removal_frac_mass_comp[0.0,tkn]","fs.unit.reaction_conversion[0.0,tss_reaction]","fs.unit.reaction_conversion[0.0,cod_reaction]","fs.unit.reaction_conversion[0.0,tkn_reaction]","fs.unit.extent_of_reaction[0.0,tss_reaction]","fs.unit.extent_of_reaction[0.0,cod_reaction]","fs.unit.extent_of_reaction[0.0,tkn_reaction]","fs.unit.generation_ratio[tss_reaction,H2O]","fs.unit.generation_ratio[tss_reaction,tss]","fs.unit.generation_ratio[tss_reaction,cod]","fs.unit.generation_ratio[tss_reaction,tkn]","fs.unit.generation_ratio[cod_reaction,H2O]","fs.unit.generation_ratio[cod_reaction,tss]","fs.unit.generation_ratio[cod_reaction,cod]","fs.unit.generation_ratio[cod_reaction,tkn]","fs.unit.generation_ratio[tkn_reaction,H2O]","fs.unit.generation_ratio[tkn_reaction,tss]","fs.unit.generation_ratio[tkn_reaction,cod]","fs.unit.generation_ratio[tkn_reaction,tkn]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.biogas_tss_ratio,fs.unit.biogas_production[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[AnaerobicDigestionReactiveZO],fs.costing.LCOW_aggregate_indirect_capex[AnaerobicDigestionReactiveZO],fs.costing.LCOW_aggregate_fixed_opex[AnaerobicDigestionReactiveZO],fs.costing.LCOW_aggregate_variable_opex[AnaerobicDigestionReactiveZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],"fs.unit.generation_rxn_comp[0.0,tss_reaction,H2O]","fs.unit.generation_rxn_comp[0.0,tss_reaction,tss]","fs.unit.generation_rxn_comp[0.0,tss_reaction,cod]","fs.unit.generation_rxn_comp[0.0,tss_reaction,tkn]","fs.unit.generation_rxn_comp[0.0,cod_reaction,H2O]","fs.unit.generation_rxn_comp[0.0,cod_reaction,tss]","fs.unit.generation_rxn_comp[0.0,cod_reaction,cod]","fs.unit.generation_rxn_comp[0.0,cod_reaction,tkn]","fs.unit.generation_rxn_comp[0.0,tkn_reaction,H2O]","fs.unit.generation_rxn_comp[0.0,tkn_reaction,tss]","fs.unit.generation_rxn_comp[0.0,tkn_reaction,cod]","fs.unit.generation_rxn_comp[0.0,tkn_reaction,tkn]",fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit,fs.costing.anaerobic_digestion_reactive.capital_a_parameter[GLSD_anaerobic_digester],fs.costing.anaerobic_digestion_reactive.capital_b_parameter[GLSD_anaerobic_digester],fs.costing.anaerobic_digestion_reactive.reference_state[GLSD_anaerobic_digester],fs.unit.HRT,fs.unit.reactor_volume[0.0]
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,87202324.55827554,0.0,0.0,578.7632530545121,396480.25486111926,91693244.27302673,1695794.890779425,19355231.2,0.6,911.054,803.5967724328701,0.08035967724328703,0.08035967724328703,0.08035967724328703,803.5967724306424,1.2751932483728527e-14,1.2751932483728527e-14,1.2751930498158594e-14,1.2751930313755134e-13,0.040178502025598105,0.040178502025598105,0.040178502025593685,1.0,1,1.0,1.0,0.5,0.5,0.5,0.040180729685670796,0.040180729685670796,0.040180729685670796,0,-1,0,0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,578.7632530545121,0.2,0.4,0.03214387089698372,87202324.55827554,1.0515,0.0149,52849893.67168215,1299314.6359183055,1299314.6359183055,396480.25486111926,7660572.017906165,130803.48683741331,4360116.227913777,87202.32455827553,78482.09210244799,697618.5964662043,261606.97367482662,174404.64911655107,0.30198737017274413,0.1355278597634131,0.09960958872961455,0.05122027558918144,0.01562964609053498,0.1355278597634131,0.09960958872961455,0.05122027558918144,0.01562964609053498,0.01562964609053498,0.2,0.2,0.0,-0.040180729685670796,0.0,0.0,0.0,0.0,-0.040180729685670796,0.0,0.0,0.0,0.0,-0.040180729685670796,1.65,52849893.67168215,18.34166666666667,default,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,89546657.40022825,0.0,0.0,604.9272438218559,414403.8283998203,94158310.25634001,1748649.0236632214,19355231.2,0.6,911.054,839.9247501053239,0.08399247501053239,0.08399247501053239,0.08399247501053239,839.9247501029954,1.3328414560263046e-14,1.3328414560263046e-14,1.3328414518113679e-14,1.3328414327453183e-13,0.04199484048609189,0.04199484048609189,0.0419948404861003,1.0,1,1.0,1.0,0.5,0.5,0.5,0.04199716885137846,0.04199716885137846,0.0419971688513709,0,-1,0,0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,604.9272438218559,0.2,0.4,0.03359699000389618,89546657.40022825,1.0515,0.0149,54270701.45468379,1334245.195263401,1334245.195263401,414403.8283998203,7873782.2305720635,134319.9861003424,4477332.870011413,89546.65740022824,80591.99166020543,716373.259201826,268639.9722006848,179093.3148004565,0.2969674052794966,0.13315200243234288,0.09786339298771121,0.05032236376890752,0.015629646090534976,0.13315200243234288,0.09786339298771121,0.05032236376890752,0.015629646090534976,0.015629646090534976,0.2,0.2,0.0,-0.04199716885137846,0.0,0.0,0.0,0.0,-0.04199716885137846,0.0,0.0,0.0,0.0,-0.0419971688513709,1.65,54270701.45468379,19.170833333333334,default,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,91850765.80831926,0.0,0.0,631.0912345891999,432327.4019385216,96581080.2474477,1800903.8124824786,19355231.2,0.6,911.054,876.2527277777775,0.08762527277777776,0.08762527277777776,0.08762527277777776,876.2527277777776,5.0444138314913356e-15,5.0444138314913356e-15,5.0444138155051774e-15,5.0444147343598334e-14,0.043812636339253246,0.043812636339253246,0.04381263633923614,1.0,1,1.0,1.0,0.5,0.5,0.5,0.04381263642197723,0.04381263642197723,0.043812636421990014,0,-1,0,0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,631.0912345891999,0.2,0.4,0.03505010911111111,91850765.80831926,1.0515,0.0149,55667130.79292076,1368576.410543957,1368576.410543957,432327.4019385216,8083641.684182305,137776.1487124789,4592538.290415963,91850.76580831925,82665.68922748734,734806.126466554,275552.2974249578,183701.5316166385,0.29224254137014466,0.13091581098557742,0.09621984817912477,0.04947723611490751,0.01562964609053498,0.13091581098557742,0.09621984817912477,0.04947723611490751,0.01562964609053498,0.01562964609053498,0.20000000000000004,0.20000000000000004,0.0,-0.04381263642197723,0.0,0.0,0.0,0.0,-0.04381263642197723,0.0,0.0,0.0,0.0,-0.043812636421990014,1.65,55667130.79292076,20.0,default,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3823532.483801725,0.0,0.0,3.155456172945999,2161.6370096926075,4020444.406717514,59132.27101833831,,,,4.381263638888887,0.0004381263638888888,0.0004381263638888888,0.0004381263638888888,4.381263638888887,0.00017525054555556557,0.0003943137275000099,0.0003943137275000099,5.2182061087478214e-17,1.0026600862643628e-17,4.38126363888989e-05,4.38126363888989e-05,1.0,0,0.1,0.1,0.6,,,0.00026287581833333326,,,0,-1,0,0,,,,,,,,,3.1554561729459993,0.2,,,3823532.4838017253,1.0515,0.0149,2317292.4144252883,56970.6340086457,56970.6340086457,2161.6370096926075,320667.9493357837,5735.298725702587,191176.62419008627,3823.532483801725,3441.1792354215527,30588.2598704138,11470.597451405174,7647.06496760345,2.31857917782811,1.0899437833565988,0.8010814321725163,0.4119243162084604,0.01562964609053498,1.0899437833565988,0.8010814321725163,0.4119243162084604,0.01562964609053498,0.01562964609053498,0.20000000000000004,0.20000000000000007,0.0,-0.00026287581833333326,0.0,0.0,,,,,,,,,1.65,2317292.4144252883,0.1,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,10444.559932451257
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,14565351.072449012,0.0,0.0,29.31944694028991,20085.210548393818,15315466.652680138,237108.94152788413,,,,40.70924131134258,0.004070924131134258,0.004070924131134258,0.004070924131134258,40.70924131134258,0.001628369652453796,0.0036638317180209255,0.0036638317180209255,4.848583176044851e-16,9.316383300600755e-17,0.0004070924131135189,0.0004070924131135189,1.0,0,0.1,0.1,0.6,,,0.002442554478680555,,,0,-1,0,0,,,,,,,,,29.319446940289914,0.2,,,14565351.072449014,1.0515,0.0149,8827485.498453949,217023.73097949027,217023.73097949027,20085.210548393818,1233402.0262088468,21848.026608673517,728267.5536224507,14565.351072449012,13108.815965204112,116522.80857959209,43696.053217347035,29130.702144898023,0.9597926350109696,0.44685502919934533,0.3284272750857889,0.1688806846353004,0.01562964609053498,0.44685502919934533,0.3284272750857889,0.1688806846353004,0.01562964609053498,0.015629646090534976,0.19999999999999998,0.2,0.0,-0.002442554478680555,0.0,0.0,,,,,,,,,1.65,8827485.498453949,0.9291666666666666,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,97047.36937235961
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,21356275.256478038,0.0,0.0,55.483437707633804,38008.78408709502,22456123.43218666,356217.28540861787,,,,77.03721898379627,0.007703721898379629,0.007703721898379629,0.007703721898379629,77.03721898379627,0.0030814887593520104,0.006933349708541825,0.006933349708541825,6.68550268145918e-22,1.605630906425998e-16,0.0007703721898381235,0.0007703721898381235,1.0,0,0.1,0.1,0.6,,,0.004622233139027777,,,0,-1,0,0,,,,,,,,,55.48343770763381,0.2,,,21356275.25647804,1.0515,0.0149,12943197.125138208,318208.50132152275,318208.50132152275,38008.78408709502,1817020.341012186,32034.412884717058,1067813.7628239018,21356.27525647804,19220.647730830235,170850.2020518243,64068.825769434116,42712.55051295608,0.7471795152470027,0.34622913837839336,0.25446976097965973,0.13085096979841465,0.015629646090534976,0.34622913837839336,0.25446976097965973,0.13085096979841465,0.015629646090534976,0.015629646090534976,0.19999999999999998,0.2,0.0,-0.004622233139027777,0.0,0.0,,,,,,,,,1.65,12943197.125138208,1.7583333333333333,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,183650.17881226793
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,26927311.804453466,0.0,0.0,81.6474284749777,55932.35762579621,28314068.362382825,457149.3035121529,,,,113.36519665624996,0.011336519665624998,0.011336519665624998,0.011336519665624998,113.36519665624996,0.004534607866250233,0.010202867699062732,0.010202867699062732,9.83814494119941e-22,2.3627886087453364e-16,0.001133651966562736,0.001133651966562736,1.0,0,0.1,0.1,0.6,,,0.006801911799374998,,,0,-1,0,0,,,,,,,,,81.64742847497772,0.2,,,26927311.80445347,1.0515,0.0149,16319582.911789984,401216.94588635664,401216.94588635664,55932.35762579621,2299020.083446212,40390.9677066802,1346365.5902226735,26927.311804453468,24234.580624008122,215418.49443562774,80781.9354133604,53854.623608906935,0.6424343936956468,0.29665519309714655,0.2180341505465753,0.11211540396139004,0.01562964609053498,0.29665519309714655,0.2180341505465753,0.11211540396139004,0.01562964609053498,0.015629646090534972,0.19999999999999996,0.19999999999999998,0.0,-0.006801911799374998,0.0,0.0,,,,,,,,,1.65,16319582.911789984,2.5875,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,270252.9882521762
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,31814591.452094737,0.0,0.0,107.8114192423216,73855.93116449742,33453042.91187762,547893.3438007091,,,,149.69317432870363,0.014969317432870366,0.014969317432870366,0.014969317432870366,149.69317432870363,0.005987726973148455,0.013472385689583638,0.013472385689583638,1.299078720093964e-21,3.1199463559408806e-16,0.0014969317432873487,0.0014969317432873487,1.0,0,0.1,0.1,0.6,,,0.00898159045972222,,,0,-1,0,0,,,,,,,,,107.81141924232162,0.2,,,31814591.45209474,1.0515,0.0149,19281570.577027116,474037.4126362116,474037.4126362116,73855.93116449742,2724061.7930204226,47721.887178142104,1590729.572604737,31814.591452094737,28633.132306885265,254516.7316167579,95443.77435628421,63629.182904189474,0.57647532273107,0.2654379743248467,0.1950902751794043,0.10031742713628407,0.015629646090534976,0.2654379743248467,0.1950902751794043,0.10031742713628407,0.015629646090534976,0.015629646090534976,0.19999999999999998,0.2,0.0,-0.00898159045972222,0.0,0.0,,,,,,,,,1.65,19281570.577027116,3.4166666666666665,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,356855.7976920845
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,36244536.4390904,0.0,0.0,133.97541000966552,91779.50470319862,38111130.065703556,631823.0976456456,,,,186.02115200115733,0.018602115200115732,0.018602115200115732,0.018602115200115732,186.02115200115733,0.0074408460800466794,0.016741903680104545,0.016741903680104545,1.6143429460679867e-21,3.8771040133840534e-16,0.0018602115200119613,0.0018602115200119613,1.0,0,0.1,0.1,0.6,,,0.011161269120069438,,,0,-1,0,0,,,,,,,,,133.97541000966552,0.2,,,36244536.4390904,1.0515,0.0149,21966385.72066085,540043.5929424469,540043.5929424469,91779.50470319862,3111006.8009507367,54366.8046586356,1812226.8219545202,36244.5364390904,32620.082795181363,289956.2915127232,108733.6093172712,72489.0728781808,0.5297907789037436,0.24334303580266325,0.17885104773906246,0.09196704927148304,0.015629646090534972,0.24334303580266325,0.17885104773906246,0.09196704927148304,0.015629646090534972,0.015629646090534972,0.19999999999999998,0.19999999999999998,0.0,-0.011161269120069438,0.0,0.0,,,,,,,,,1.65,21966385.72066085,4.245833333333333,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,443458.6071319929
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,40339119.28745183,0.0,0.0,160.1394007770094,109703.07824189981,42416583.93075561,710755.9556249322,,,,222.349129673611,0.022234912967361103,0.022234912967361103,0.022234912967361103,222.349129673611,0.008893965186944902,0.020011421670625452,0.020011421670625452,1.9296071564034582e-21,4.634261820749852e-16,0.0022234912967365734,0.0022234912967365734,1.0,0,0.1,0.1,0.6,,,0.013340947780416662,,,0,-1,0,0,,,,,,,,,160.13940077700943,0.2,,,40339119.28745183,1.0515,0.0149,24447951.083304144,601052.8773830323,601052.8773830323,109703.07824189981,3470015.6115235826,60508.678931177754,2016955.9643725918,40339.11928745183,36305.207358706655,322712.95429961465,121017.35786235551,80678.23857490366,0.4943809855285394,0.22658422992031033,0.1665337443856801,0.08563336513201403,0.01562964609053498,0.22658422992031033,0.1665337443856801,0.08563336513201403,0.01562964609053498,0.015629646090534976,0.19999999999999996,0.2,0.0,-0.013340947780416662,0.0,0.0,,,,,,,,,1.65,24447951.083304144,5.074999999999999,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,530061.4165719012
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,44173310.6342971,0.0,0.0,186.30339154435327,127626.65178060101,46448236.13196341,785808.9802316279,,,,258.6771073460647,0.025867710734606475,0.025867710734606475,0.025867710734606475,258.6771073460647,0.010347084293843128,0.023280939661146364,0.023280939661146364,2.2448713980160325e-21,5.391419416309978e-16,0.002586771073461187,0.002586771073461187,1.0,0,0.1,0.1,0.6,,,0.015520626440763885,,,0,-1,0,0,,,,,,,,,186.3033915443533,0.2,,,44173310.63429711,1.0515,0.0149,26771703.414725523,658182.3284510268,658182.3284510268,127626.65178060101,3807333.397563402,66259.96595144566,2208665.531714855,44173.3106342971,39755.9795708674,353386.4850743768,132519.93190289132,88346.6212685942,0.4662605554746289,0.21327534603024584,0.15675204744857996,0.0806035159052682,0.015629646090534972,0.21327534603024584,0.15675204744857996,0.0806035159052682,0.015629646090534972,0.015629646090534972,0.19999999999999993,0.19999999999999996,0.0,-0.015520626440763885,0.0,0.0,,,,,,,,,1.65,26771703.414725523,5.904166666666666,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,616664.2260118094
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,47797243.694258675,0.0,0.0,212.46738231169715,145550.22531930218,50258801.744513005,857729.1563637566,,,,295.00508501851834,0.029500508501851843,0.029500508501851843,0.029500508501851843,295.00508501851834,0.011800203400741352,0.026550457651667272,0.026550457651667272,2.560135634364398e-21,6.148577139074033e-16,0.0029500508501857994,0.0029500508501857994,1.0,0,0.1,0.1,0.6,,,0.017700305101111105,,,0,-1,0,0,,,,,,,,,212.46738231169718,0.2,,,47797243.69425868,1.0515,0.0149,28968026.4813689,712178.9310444542,712178.9310444542,145550.22531930218,4127136.3352594348,71695.86554138802,2389862.184712934,47797.24369425868,43017.519324832814,382377.94955406943,143391.73108277604,95594.48738851736,0.4431850252789545,0.20235412073293924,0.14872521988569204,0.07647603856978831,0.015629646090534976,0.20235412073293924,0.14872521988569204,0.07647603856978831,0.015629646090534976,0.015629646090534972,0.19999999999999996,0.19999999999999998,0.0,-0.017700305101111105,0.0,0.0,,,,,,,,,1.65,28968026.4813689,6.7333333333333325,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,703267.0354517176
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,51246477.2517861,0.0,0.0,238.6313730790412,163473.7988580035,53885670.830253094,927046.3099096165,,,,331.3330626909721,0.03313330626909721,0.03313330626909721,0.03313330626909721,331.3330626909721,0.013253322507639569,0.029819975642188176,0.029819975642188176,2.8753998499640786e-21,6.905734822661788e-16,0.003313330626910412,0.003313330626910412,1.0,0,0.1,0.1,0.6,,,0.019879983761458327,,,0,-1,0,0,,,,,,,,,238.63137307904123,0.2,,,51246477.251786105,1.0515,0.0149,31058471.06168855,763572.5110516129,763572.5110516129,163473.7988580035,4432386.527680978,76869.71587767915,2562323.8625893053,51246.4772517861,46121.82952660749,409971.8180142888,153739.4317553583,102492.9545035722,0.4237782032843314,0.19316922775276693,0.1419745531675899,0.07300477627343965,0.01562964609053498,0.19316922775276693,0.1419745531675899,0.07300477627343965,0.01562964609053498,0.01562964609053498,0.19999999999999998,0.2,0.0,-0.019879983761458327,0.0,0.0,,,,,,,,,1.65,31058471.06168855,7.562499999999999,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,789869.8448916265
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,54547357.813322745,0.0,0.0,264.7953638463851,181397.37239670465,57356546.74070887,994153.0038152138,,,,367.6610403634258,0.036766104036342576,0.036766104036342576,0.036766104036342576,367.6610403634258,0.01470644161453779,0.033089493632709084,0.033089493632709084,3.1906641664439693e-21,7.662892357929532e-16,0.0036766104036350246,0.0036766104036350246,1.0,0,0.1,0.1,0.6,,,0.022059662421805546,,,0,-1,0,0,,,,,,,,,264.7953638463851,0.2,,,54547357.81332275,1.0515,0.0149,33059004.735347126,812755.631418509,812755.631418509,181397.37239670465,4725278.680547286,81821.03671998411,2727367.8906661374,54547.35781332275,49092.622031990475,436378.862506582,163642.07343996823,109094.7156266455,0.40714169384212007,0.1852954729034323,0.13618754019720017,0.07002903465095263,0.01562964609053498,0.1852954729034323,0.13618754019720017,0.07002903465095263,0.01562964609053498,0.01562964609053498,0.20000000000000004,0.20000000000000004,0.0,-0.022059662421805546,0.0,0.0,,,,,,,,,1.65,33059004.735347126,8.391666666666666,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,876472.6543315346
