fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.uv.reactor_cost[default],fs.costing.uv.lamp_cost[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.uv_reduced_equivalent_dose[0.0],fs.unit.uv_transmittance_in[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[UVZO],fs.costing.LCOW_aggregate_indirect_capex[UVZO],fs.costing.LCOW_aggregate_fixed_opex[UVZO],fs.costing.LCOW_aggregate_variable_opex[UVZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.properties_in[0.0].flow_vol,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.properties_in[0.0].dens_mass,flow_mgd,sec,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,159397.78180737383,0.0,0.0,27.812275415236044,19052.7266316644,167606.7675704536,21427.753580594275,202.346,235.5,154.49719147660812,0.015449719147660813,154.49719147660812,0.013904747232894733,1,0.1,27.812275415236044,0.05,100.0,0.9,159397.78180737383,1.0515,0.014900000000000002,159397.78180737383,2375.0269489298703,2375.0269489298703,19052.7266316644,32330.81434021864,239.09667271106076,7969.8890903686915,159.39778180737383,143.45800362663647,1275.1822544589907,478.1933454221215,318.79556361474766,0.0066305363495401575,0.0021265283253296403,0.00010951620875447676,0.0004870802928222953,0.003907411522633746,0.0021265283253296403,0.00010951620875447676,0.0004870802928222953,0.003907411522633746,0.003907411522633745,0.05,0.05,0.15451264119575578,1.0,159397.78180737383,1000.0,3.526315789473684,0.05,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,168163.4277775581,0.0,0.0,55.62455083047209,38105.4532633288,176823.84430810236,40611.08833721442,202.346,235.5,154.49719147660812,0.015449719147660813,154.49719147660812,0.013904747232894733,1,0.1,55.62455083047209,0.1,100.0,0.9,168163.4277775581,1.0515,0.014900000000000002,168163.4277775581,2505.635073885616,2505.635073885616,38105.4532633288,52113.733165867874,252.24514166633716,8408.171388877905,168.1634277775581,151.3470849998023,1345.3074222204648,504.4902833326743,336.3268555551162,0.010687698689874282,0.002243470946701465,0.00011553875375512586,0.0005138659441502011,0.007814823045267491,0.002243470946701465,0.00011553875375512586,0.0005138659441502011,0.007814823045267491,0.00781482304526749,0.1,0.1,0.15451264119575578,1.0,168163.4277775581,1000.0,3.526315789473684,0.1,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,206971.03160957614,0.0,0.0,7.554976306825312,5175.516786511822,217630.03973746934,8259.385157494506,202.346,235.5,209.83946902046773,0.020983946902046774,209.83946902046773,0.018885552211842096,1,0.1,7.554976306825312,0.01,100.0,0.9,206971.03160957614,1.0515,0.014900000000000002,206971.03160957614,3083.8683709826846,3083.8683709826846,5175.516786511822,22416.531558994502,310.4565474143642,10348.551580478808,206.97103160957613,186.27392844861853,1655.768252876609,620.9130948287284,413.94206321915226,0.0033848064772728573,0.0020329742282321804,0.00010469817275395756,0.0004656517717599706,0.0007814823045267489,0.0020329742282321804,0.00010469817275395756,0.0004656517717599706,0.0007814823045267489,0.0007814823045267489,0.01,0.01,0.20986045296736977,1.0,206971.03160957614,1000.0,4.789473684210526,0.01,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,210542.70526608406,0.0,0.0,18.88744076706328,12938.791966279554,221385.6545872874,16075.878274744207,202.346,235.5,209.83946902046773,0.020983946902046774,209.83946902046773,0.018885552211842096,1,0.1,18.88744076706328,0.025,100.0,0.9,210542.70526608406,1.0515,0.014900000000000002,210542.70526608406,3137.086308464653,3137.086308464653,12938.791966279554,30477.332811833665,315.8140578991261,10527.135263304204,210.54270526608406,189.48843473947568,1684.3416421286724,631.6281157982522,421.0854105321681,0.004601955179373094,0.002068057014643728,0.0001065049362541522,0.0004736874671583424,0.0019537057613168724,0.002068057014643728,0.0001065049362541522,0.0004736874671583424,0.0019537057613168724,0.001953705761316872,0.024999999999999998,0.024999999999999998,0.20986045296736977,1.0,210542.70526608406,1000.0,4.789473684210526,0.025,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,216495.49469359725,0.0,0.0,37.77488153412656,25877.583932559108,227645.01267031752,29103.366803493707,202.346,235.5,209.83946902046773,0.020983946902046774,209.83946902046773,0.018885552211842096,1,0.1,37.77488153412656,0.05,100.0,0.9,216495.49469359725,1.0515,0.014900000000000002,216495.49469359725,3225.7828709345995,3225.7828709345995,25877.583932559108,43912.0015665656,324.7432420403959,10824.774734679864,216.49549469359727,194.84594522423754,1731.9639575487781,649.4864840807918,432.99098938719453,0.006630536349540156,0.0021265283253296403,0.00010951620875447687,0.0004870802928222953,0.003907411522633745,0.0021265283253296403,0.00010951620875447687,0.0004870802928222953,0.003907411522633745,0.003907411522633744,0.049999999999999996,0.049999999999999996,0.20986045296736977,1.0,216495.49469359725,1000.0,4.789473684210526,0.05,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,228401.07354862365,0.0,0.0,75.54976306825311,51755.167865118216,240163.7288363778,55158.34386099271,202.346,235.5,209.83946902046773,0.020983946902046774,209.83946902046773,0.018885552211842096,1,0.1,75.54976306825311,0.1,100.0,0.9,228401.07354862365,1.0515,0.014900000000000002,228401.07354862365,3403.175995874493,3403.175995874493,51755.167865118216,70781.33907602949,342.60161032293547,11420.053677431184,228.40107354862366,205.56096619376132,1827.2085883889893,685.2032206458709,456.8021470972473,0.01068769868987428,0.002243470946701465,0.00011553875375512563,0.0005138659441502011,0.00781482304526749,0.002243470946701465,0.00011553875375512563,0.0005138659441502011,0.00781482304526749,0.007814823045267488,0.09999999999999999,0.09999999999999999,0.20986045296736977,1.0,228401.07354862365,1000.0,4.789473684210526,0.1,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,261556.79818792592,0.0,0.0,9.547497530603417,6540.488246690765,275026.9732946041,10437.684539690861,202.346,235.5,265.1817465643274,0.02651817465643274,265.1817465643274,0.023866357190789465,1,0.1,9.547497530603417,0.01,100.0,0.9,261556.79818792592,1.0515,0.014900000000000002,261556.79818792592,3897.196293000097,3897.196293000097,6540.488246690765,28328.583838289756,392.3351972818889,13077.839909396296,261.55679818792595,235.40111836913334,2092.4543855034076,784.6703945637778,523.1135963758519,0.0033848064772728573,0.00203297422823218,0.00010469817275395739,0.0004656517717599707,0.0007814823045267489,0.00203297422823218,0.00010469817275395739,0.0004656517717599707,0.0007814823045267489,0.0007814823045267489,0.01,0.01,0.2652082647389838,1.0,261556.79818792592,1000.0,6.052631578947368,0.01,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,266070.4517098865,0.0,0.0,23.868743826508542,16351.22061672691,279773.0799729457,20315.67034720422,202.346,235.5,265.1817465643274,0.02651817465643274,265.1817465643274,0.023866357190789465,1,0.1,23.868743826508542,0.025,100.0,0.9,266070.4517098865,1.0515,0.014900000000000002,266070.4517098865,3964.449730477309,3964.449730477309,16351.22061672691,38515.31069627332,399.10567756482976,13303.522585494326,266.07045170988647,239.46340653889786,2128.5636136790918,798.2113551296595,532.1409034197729,0.004601955179373095,0.002068057014643728,0.0001065049362541524,0.00047368746715834237,0.001953705761316872,0.002068057014643728,0.0001065049362541524,0.00047368746715834237,0.001953705761316872,0.001953705761316872,0.025,0.025,0.2652082647389838,1.0,266070.4517098865,1000.0,6.052631578947368,0.025,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,273593.20757982077,0.0,0.0,47.737487653017084,32702.44123345382,287683.2577701815,36778.98002639315,202.346,235.5,265.1817465643274,0.02651817465643274,265.1817465643274,0.023866357190789465,1,0.1,47.737487653017084,0.05,100.0,0.9,273593.20757982077,1.0515,0.014900000000000002,273593.20757982077,4076.53879293933,4076.53879293933,32702.44123345382,55493.18879291258,410.38981136973115,13679.660378991039,273.5932075798208,246.23388682183872,2188.7456606385663,820.7796227394623,547.1864151596416,0.006630536349540156,0.0021265283253296403,0.00010951620875447712,0.00048708029282229536,0.003907411522633744,0.0021265283253296403,0.00010951620875447712,0.00048708029282229536,0.003907411522633744,0.003907411522633744,0.05,0.05,0.2652082647389838,1.0,273593.20757982077,1000.0,6.052631578947368,0.05,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,288638.71931968926,0.0,0.0,95.47497530603417,65404.88246690764,303503.6133646533,69705.59938477102,202.346,235.5,265.1817465643274,0.02651817465643274,265.1817465643274,0.023866357190789465,1,0.1,95.47497530603417,0.1,100.0,0.9,288638.71931968926,1.0515,0.014900000000000002,288638.71931968926,4300.71691786337,4300.71691786337,65404.88246690764,89448.94498619113,432.9580789795339,14431.935965984463,288.63871931968924,259.77484738772034,2309.109754557514,865.9161579590678,577.2774386393785,0.010687698689874282,0.002243470946701465,0.0001155387537551257,0.0005138659441502011,0.007814823045267488,0.002243470946701465,0.0001155387537551257,0.0005138659441502011,0.007814823045267488,0.007814823045267488,0.1,0.1,0.2652082647389838,1.0,288638.71931968926,1000.0,6.052631578947368,0.1,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,316142.56476627575,0.0,0.0,11.540018754381524,7905.459706869709,332423.906851739,12615.983921887218,202.346,235.5,320.52402410818706,0.032052402410818706,320.52402410818706,0.028847162169736835,1,0.1,11.540018754381524,0.01,100.0,0.9,316142.56476627575,1.0515,0.014900000000000002,316142.56476627575,4710.524215017509,4710.524215017509,7905.459706869709,34240.63611758502,474.21384714941365,15807.128238313788,316.14256476627577,284.5283082896482,2529.140518130206,948.4276942988273,632.2851295325515,0.0033848064772728564,0.00203297422823218,0.00010469817275395741,0.0004656517717599705,0.0007814823045267489,0.00203297422823218,0.00010469817275395741,0.0004656517717599705,0.0007814823045267489,0.0007814823045267489,0.01,0.01,0.3205560765105979,1.0,316142.56476627575,1000.0,7.315789473684211,0.01,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,321598.198153689,0.0,0.0,28.850046885953812,19763.64926717427,338160.50535860396,24555.462419664236,202.346,235.5,320.52402410818706,0.032052402410818706,320.52402410818706,0.028847162169736835,1,0.1,28.850046885953812,0.025,100.0,0.9,321598.198153689,1.0515,0.014900000000000002,321598.198153689,4791.813152489966,4791.813152489966,19763.64926717427,46553.28858071298,482.39729723053347,16079.90990768445,321.598198153689,289.4383783383201,2572.785585229512,964.7945944610669,643.196396307378,0.004601955179373094,0.002068057014643728,0.00010650493625415231,0.00047368746715834237,0.001953705761316872,0.002068057014643728,0.00010650493625415231,0.00047368746715834237,0.001953705761316872,0.001953705761316872,0.025,0.025,0.3205560765105979,1.0,321598.198153689,1000.0,7.315789473684211,0.025,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,330690.9204660443,0.0,0.0,57.700093771907625,39527.29853434854,347721.50287004554,44454.59324929261,202.346,235.5,320.52402410818706,0.032052402410818706,320.52402410818706,0.028847162169736835,1,0.1,57.700093771907625,0.05,100.0,0.9,330690.9204660443,1.0515,0.014900000000000002,330690.9204660443,4927.294714944061,4927.294714944061,39527.29853434854,67074.37601925958,496.0363806990664,16534.546023302213,330.6909204660443,297.62182841943985,2645.5273637283544,992.0727613981328,661.3818409320886,0.006630536349540156,0.00212652832532964,0.00010951620875447654,0.00048708029282229525,0.003907411522633744,0.00212652832532964,0.00010951620875447654,0.00048708029282229525,0.003907411522633744,0.003907411522633744,0.05,0.05,0.3205560765105979,1.0,330690.9204660443,1000.0,7.315789473684211,0.05,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,348876.36509075493,0.0,0.0,115.40018754381525,79054.59706869708,366843.49789292883,84252.85490854934,202.346,235.5,320.52402410818706,0.032052402410818706,320.52402410818706,0.028847162169736835,1,0.1,115.40018754381525,0.1,100.0,0.9,348876.36509075493,1.0515,0.014900000000000002,348876.36509075493,5198.257839852249,5198.257839852249,79054.59706869708,108116.55089635277,523.3145476361324,17443.818254537746,348.8763650907549,313.9887285816795,2791.0109207260393,1046.6290952722647,697.7527301815098,0.010687698689874278,0.0022434709467014646,0.00011553875375512535,0.000513865944150201,0.007814823045267488,0.0022434709467014646,0.00011553875375512535,0.000513865944150201,0.007814823045267488,0.007814823045267488,0.1,0.1,0.3205560765105979,1.0,348876.36509075493,1000.0,7.315789473684211,0.1,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,370728.33134462545,0.0,0.0,13.532539978159626,9270.43116704865,389820.8404088737,14794.28330408357,202.346,235.5,375.8663016520466,0.037586630165204665,375.8663016520466,0.0338279671486842,1,0.1,13.532539978159626,0.01,100.0,0.9,370728.33134462545,1.0515,0.014900000000000002,370728.33134462545,5523.85213703492,5523.85213703492,9270.43116704865,40152.68839688027,556.0924970169382,18536.416567231274,370.7283313446255,333.65549821016293,2965.826650757004,1112.1849940338764,741.456662689251,0.0033848064772728577,0.0020329742282321804,0.00010469817275395751,0.0004656517717599707,0.000781482304526749,0.0020329742282321804,0.00010469817275395751,0.0004656517717599707,0.000781482304526749,0.000781482304526749,0.01,0.01,0.37590388828221183,1.0,370728.33134462545,1000.0,8.578947368421051,0.01,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,377125.94459749124,0.0,0.0,33.83134994539906,23176.07791762162,396547.9307442621,28795.25449212424,202.346,235.5,375.8663016520466,0.037586630165204665,375.8663016520466,0.0338279671486842,1,0.1,33.83134994539906,0.025,100.0,0.9,377125.94459749124,1.0515,0.014900000000000002,377125.94459749124,5619.1765745026205,5619.1765745026205,23176.07791762162,54591.266465152614,565.6889168962368,18856.297229874563,377.12594459749124,339.41335013774216,3017.00755677993,1131.3778337924737,754.2518891949825,0.004601955179373094,0.0020680570146437275,0.00010650493625415233,0.00047368746715834237,0.0019537057613168724,0.0020680570146437275,0.00010650493625415233,0.00047368746715834237,0.0019537057613168724,0.001953705761316872,0.024999999999999998,0.024999999999999998,0.37590388828221183,1.0,377125.94459749124,1000.0,8.578947368421051,0.025,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,387788.6333522677,0.0,0.0,67.66269989079812,46352.15583524324,407759.7479699095,52130.206472192025,202.346,235.5,375.8663016520466,0.037586630165204665,375.8663016520466,0.0338279671486842,1,0.1,67.66269989079812,0.05,100.0,0.9,387788.6333522677,1.0515,0.014900000000000002,387788.6333522677,5778.050636948789,5778.050636948789,46352.15583524324,78655.56324560652,581.6829500284015,19389.431667613386,387.78863335226765,349.0097700170409,3102.309066818141,1163.365900056803,775.5772667045353,0.006630536349540156,0.0021265283253296403,0.00010951620875447681,0.00048708029282229536,0.003907411522633745,0.0021265283253296403,0.00010951620875447681,0.00048708029282229536,0.003907411522633745,0.003907411522633744,0.049999999999999996,0.049999999999999996,0.37590388828221183,1.0,387788.6333522677,1000.0,8.578947368421051,0.05,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,409114.0108618204,0.0,0.0,135.32539978159625,92704.31167048648,430183.38242120424,98800.1104323276,202.346,235.5,375.8663016520466,0.037586630165204665,375.8663016520466,0.0338279671486842,1,0.1,135.32539978159625,0.1,100.0,0.9,409114.0108618204,1.0515,0.014900000000000002,409114.0108618204,6095.798761841125,6095.798761841125,92704.31167048648,126784.15680651435,613.6710162927307,20455.70054309102,409.1140108618204,368.2026097756384,3272.9120868945633,1227.3420325854613,818.2280217236408,0.01068769868987428,0.002243470946701465,0.0001155387537551258,0.0005138659441502011,0.00781482304526749,0.002243470946701465,0.0001155387537551258,0.0005138659441502011,0.00781482304526749,0.007814823045267488,0.09999999999999999,0.09999999999999999,0.37590388828221183,1.0,409114.0108618204,1000.0,8.578947368421051,0.1,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,425314.09792297514,0.0,0.0,15.52506120193773,10635.40262722759,447217.7739660084,16972.58268627992,202.346,235.5,431.2085791959062,0.04312085791959063,431.2085791959062,0.03880877212763157,1,0.1,15.52506120193773,0.01,100.0,0.9,425314.09792297514,1.0515,0.014900000000000002,425314.09792297514,6337.180059052331,6337.180059052331,10635.40262722759,46064.74067617551,637.9711468844628,21265.70489614876,425.3140979229751,382.7826881306777,3402.512783383801,1275.9422937689255,850.6281958459502,0.003384806477272857,0.0020329742282321804,0.00010469817275395728,0.00046565177175997063,0.000781482304526749,0.0020329742282321804,0.00010469817275395728,0.00046565177175997063,0.000781482304526749,0.0007814823045267488,0.01,0.01,0.4312517000538258,1.0,425314.09792297514,1000.0,9.842105263157894,0.01,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,432653.6910412936,0.0,0.0,38.81265300484432,26588.506568068973,454935.3561299203,33035.04656458425,202.346,235.5,431.2085791959062,0.04312085791959063,431.2085791959062,0.03880877212763157,1,0.1,38.81265300484432,0.025,100.0,0.9,432653.6910412936,1.0515,0.014900000000000002,432653.6910412936,6446.539996515276,6446.539996515276,26588.506568068973,62629.24434959226,648.9805365619404,21632.684552064682,432.6536910412936,389.3883219371643,3461.229528330349,1297.9610731238809,865.3073820825872,0.004601955179373095,0.0020680570146437275,0.0001065049362541523,0.00047368746715834237,0.0019537057613168724,0.0020680570146437275,0.0001065049362541523,0.00047368746715834237,0.0019537057613168724,0.001953705761316872,0.025,0.025,0.4312517000538258,1.0,432653.6910412936,1000.0,9.842105263157894,0.025,default,UVZO,uv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,444886.34623849107,0.0,0.0,77.62530600968864,53177.013136137946,467797.9930697734,59805.819695091464,202.346,235.5,431.2085791959062,0.04312085791959063,431.2085791959062,0.03880877212763157,1,0.1,77.62530600968864,0.05,100.0,0.9,444886.34623849107,1.0515,0.014900000000000002,444886.34623849107,6628.806558953518,6628.806558953518,53177.013136137946,90236.7504719535,667.3295193577366,22244.317311924555,444.88634623849106,400.397711614642,3559.0907699079285,1334.6590387154731,889.7726924769821,0.006630536349540157,0.00212652832532964,0.00010951620875447699,0.0004870802928222953,0.003907411522633745,0.00212652832532964,0.00010951620875447699,0.0004870802928222953,0.003907411522633745,0.003907411522633744,0.05,0.05,0.4312517000538258,1.0,444886.34623849107,1000.0,9.842105263157894,0.05,default,UVZO,uv
