fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.struvite_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.iron_and_manganese_removal.capital_blower_a_parameter[default],fs.costing.iron_and_manganese_removal.capital_backwash_a_parameter[default],fs.costing.iron_and_manganese_removal.capital_backwash_b_parameter[default],fs.costing.iron_and_manganese_removal.capital_filter_a_parameter[default],fs.costing.iron_and_manganese_removal.capital_filter_b_parameter[default],fs.costing.iron_and_manganese_removal.flow_exponent[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.air_water_ratio[0.0],fs.unit.flow_basis[0.0],fs.unit.air_flow_rate[0.0],fs.unit.electricity_intensity_parameter,fs.unit.filter_surf_area,fs.unit.num_filter_units,fs.unit.electricity[0.0],fs.unit.electricity_intensity[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[IronManganeseRemovalZO],fs.costing.LCOW_aggregate_indirect_capex[IronManganeseRemovalZO],fs.costing.LCOW_aggregate_fixed_opex[IronManganeseRemovalZO],fs.costing.LCOW_aggregate_variable_opex[IronManganeseRemovalZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6915374.290575961,0.0,0.0,521.5347349059754,357276.0079758752,7271516.066540623,460315.0849054571,100000.0,92947.0,292.44,21377.0,38.319,0.7,367.6610403634258,0.036766104036342576,367.62427425938944,0.033089493632708335,0.03676610403638979,0.0036766104036342583,0.9999,0.1,0.001,4732.0,4.732,147.8,580.0,6.0,521.5347349059754,0.3939940819552428,6915374.290575961,1.0515,0.0149,2033933.6148752826,103039.07692958182,103039.07692958182,357276.0079758752,933337.6402432125,10373.061435863941,345768.71452879807,6915.374290575961,6223.836861518365,55322.99432460769,20746.122871727883,13830.748581151922,0.08043476078441782,0.011402462422616222,0.029362480984479036,0.008879877063694164,0.03078994031362839,0.011402462422616222,0.029362480984479036,0.008879877063694164,0.03078994031362839,0.030789940313628385,0.39399408195524277,0.39399408195524277,3.4,2033933.6148752826,8.391666666666666,default,IronManganeseRemovalZO,iron_and_manganese_removal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7386880.177840514,0.0,0.0,521.5347349059755,357276.00797587534,7767304.506999302,467340.522625699,100000.0,92947.0,292.44,21377.0,38.319,0.7,403.9890180358795,0.040398901803587954,403.9486191340759,0.03635901162322915,0.040398901803619325,0.0040398901803587964,0.9999,0.1,0.001,4732.0,4.732,147.8,580.0,6.0,521.5347349059755,0.35856488073107057,7386880.177840514,1.0515,0.0149,2172611.817011916,110064.51464982366,110064.51464982366,357276.00797587534,972614.8275115036,11080.320266760771,369344.00889202574,7386.880177840514,6648.192160056464,59095.04142272411,22160.640533521542,14773.760355681028,0.07628232690830238,0.011084652057943787,0.028544087514411048,0.00863237640433996,0.028021210931607584,0.011084652057943787,0.028544087514411048,0.00863237640433996,0.028021210931607584,0.028021210931607584,0.35856488073107057,0.35856488073107057,3.4,2172611.817011916,9.220833333333333,default,IronManganeseRemovalZO,iron_and_manganese_removal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7845817.05228572,0.0,0.0,521.5347349059754,357276.0079758752,8249876.630478435,474178.6820549324,100000.0,92947.0,292.44,21377.0,38.319,0.7,440.3169957083331,0.04403169957083332,440.2729640087623,0.03962852961374999,0.04403169957077339,0.004403169957083332,0.9999,0.1,0.001,4732.0,4.732,147.8,580.0,6.0,521.5347349059754,0.3289817914833578,7845817.05228572,1.0515,0.0149,2307593.2506722705,116902.67407905722,116902.67407905722,357276.0079758752,1010844.996102791,11768.725578428579,392290.852614286,7845.81705228572,7061.235347057148,62766.53641828576,23537.451156857158,15691.63410457144,0.07273973628280726,0.01080197825038922,0.02781617419257728,0.008412238984265484,0.025709344855575286,0.01080197825038922,0.02781617419257728,0.008412238984265484,0.025709344855575286,0.025709344855575283,0.3289817914833578,0.3289817914833578,3.4,2307593.2506722705,10.049999999999999,default,IronManganeseRemovalZO,iron_and_manganese_removal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8293519.5919674905,0.0,0.0,521.5347349059755,357276.0079758753,8720635.850953816,480849.4498961909,100000.0,92947.0,292.44,21377.0,38.319,0.7,476.6449733807868,0.04766449733807868,476.5973088834487,0.04289804760427081,0.04766449733801381,0.004766449733807869,0.9999,0.1,0.001,4732.0,4.732,147.8,580.0,6.0,521.5347349059755,0.30390811223970093,8293519.5919674905,1.0515,0.0149,2439270.4682257324,123573.44192031561,123573.44192031561,357276.0079758753,1048139.3268132454,12440.279387951236,414675.9795983746,8293.519591967492,7464.167632770742,66348.15673573993,24880.55877590247,16587.039183934983,0.06967494018207797,0.01054810460442324,0.027162424166850285,0.00821453021905892,0.023749881191745537,0.01054810460442324,0.027162424166850285,0.00821453021905892,0.023749881191745537,0.023749881191745533,0.30390811223970093,0.30390811223970093,3.4,2439270.4682257324,10.879166666666665,default,IronManganeseRemovalZO,iron_and_manganese_removal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8731090.475461429,0.0,0.0,521.5347349059754,357276.0079758753,9180741.634947693,487369.25606025057,100000.0,92947.0,292.44,21377.0,38.319,0.7,512.9729510532405,0.05129729510532406,512.9216537581352,0.04616756559479163,0.05129729510525409,0.005129729510532407,0.9999,0.1,0.001,4732.0,4.732,147.8,580.0,6.0,521.5347349059754,0.28238579397076835,8731090.475461429,1.0515,0.0149,2567967.78690042,130093.24808437529,130093.24808437529,357276.0079758753,1084589.6745148427,13096.635713192143,436554.5237730715,8731.09047546143,7857.981427915287,69848.72380369144,26193.271426384286,17462.18095092286,0.0669921021450023,0.010318215488748344,0.02657043670507587,0.008035499847388898,0.022067950103789175,0.010318215488748344,0.02657043670507587,0.008035499847388898,0.022067950103789175,0.022067950103789175,0.28238579397076835,0.28238579397076835,3.4,2567967.78690042,11.708333333333332,default,IronManganeseRemovalZO,iron_and_manganese_removal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9159454.214498533,0.0,0.0,521.5347349059755,357276.0079758753,9631166.106545208,493751.87577190343,100000.0,92947.0,292.44,21377.0,38.319,0.7,549.3009287256942,0.05493009287256943,549.2459986328216,0.04943708358531248,0.054930092872612094,0.005493009287256944,0.9999,0.1,0.001,4732.0,4.732,147.8,580.0,6.0,521.5347349059755,0.2637102296636288,9159454.214498533,1.0515,0.0149,2693957.1219113334,136475.86779602815,136475.86779602815,357276.0079758753,1120273.052499189,13739.1813217478,457972.71072492667,9159.454214498533,8243.50879304868,73275.63371598827,27478.3626434956,18318.908428997067,0.06461988216459297,0.010108572568995519,0.026030585222420362,0.007872236572696005,0.020608487800481082,0.010108572568995519,0.026030585222420362,0.007872236572696005,0.020608487800481082,0.02060848780048108,0.2637102296636288,0.2637102296636288,3.4,2693957.1219113334,12.5375,default,IronManganeseRemovalZO,iron_and_manganese_removal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9579395.770207845,0.0,0.0,521.5347349059754,357276.0079758752,10072734.652373549,500009.0049519721,100000.0,92947.0,292.44,21377.0,38.319,0.7,585.6289063981479,0.0585628906398148,585.5703435075081,0.05270660157583334,0.05856289063973492,0.005856289063981499,0.9999,0.1,0.001,4732.0,4.732,147.8,580.0,6.0,521.5347349059754,0.24735164621504332,9579395.770207845,1.0515,0.0149,2817469.344178778,142732.99697609688,142732.99697609688,357276.0079758752,1155254.849271702,14369.093655311768,478969.78851039225,9579.395770207844,8621.456193187061,76635.16616166275,28738.187310623536,19158.79154041569,0.06250401285818544,0.009916220645095649,0.025535259783185802,0.007722438978642278,0.019330093451261715,0.009916220645095649,0.025535259783185802,0.007722438978642278,0.019330093451261715,0.019330093451261715,0.24735164621504332,0.24735164621504332,3.4,2817469.344178778,13.366666666666665,default,IronManganeseRemovalZO,iron_and_manganese_removal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9991588.929974077,0.0,0.0,521.5347349059755,357276.0079758753,10506155.759867743,506150.68303248903,100000.0,92947.0,292.44,21377.0,38.319,0.7,621.9568840706015,0.062195688407060155,621.8946883821944,0.05597611956635413,0.06219568840710846,0.006219568840706017,0.9999,0.1,0.001,4732.0,4.732,147.8,580.0,6.0,521.5347349059755,0.23290404492452574,9991588.929974077,1.0515,0.0149,2938702.626462964,148874.67505661375,148874.67505661375,357276.0079758753,1189591.1923887993,14987.383394961116,499579.4464987039,9991.588929974077,8992.43003697667,79932.71143979262,29974.766789922232,19983.177859948155,0.06060243390253615,0.009738786599085865,0.025078349371306013,0.007584258956022286,0.018201038976121985,0.009738786599085865,0.025078349371306013,0.007584258956022286,0.018201038976121985,0.01820103897612198,0.23290404492452577,0.23290404492452577,3.4,2938702.626462964,14.195833333333331,default,IronManganeseRemovalZO,iron_and_manganese_removal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10396617.598492395,0.0,0.0,521.5347349059755,357276.0079758753,10932043.404814756,512185.610193412,100000.0,92947.0,292.44,21377.0,38.319,0.7,658.2848617430552,0.06582848617430553,658.219033256881,0.05924563755687499,0.06582848617431084,0.006582848617430574,0.9999,0.1,0.001,4732.0,4.732,147.8,580.0,6.0,521.5347349059755,0.22005104854627264,10396617.598492395,1.0515,0.0149,3057828.70543894,154909.60221753668,154909.60221753668,357276.0079758753,1223330.7220364846,15594.926397738593,519830.8799246198,10396.617598492396,9356.955838643156,83172.94078793917,31189.852795477185,20793.23519698479,0.05888200911886955,0.009574338388895182,0.024654878785243986,0.007456191891583521,0.017196600053146865,0.009574338388895182,0.024654878785243986,0.007456191891583521,0.017196600053146865,0.01719660005314686,0.22005104854627264,0.22005104854627264,3.4,3057828.70543894,15.024999999999999,default,IronManganeseRemovalZO,iron_and_manganese_removal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10794992.06503115,0.0,0.0,521.5347349059754,357276.0079758753,11350934.156380255,518121.38974483946,100000.0,92947.0,292.44,21377.0,38.319,0.7,694.612839415509,0.0694612839415509,694.5433781315675,0.06251515554739583,0.06946128394160485,0.006946128394155112,0.9999,0.1,0.001,4732.0,4.732,147.8,580.0,6.0,521.5347349059754,0.2085424654554163,10794992.06503115,1.0515,0.0149,3174997.6661856323,160845.38176896414,160845.38176896414,357276.0079758753,1256515.9461191036,16192.488097546726,539749.6032515576,10794.99206503115,9715.492858528036,86359.9365202492,32384.97619509345,21589.9841300623,0.05731625463936526,0.009421283905053266,0.024260748183902666,0.0073369979008304645,0.016297224649578862,0.009421283905053266,0.024260748183902666,0.0073369979008304645,0.016297224649578862,0.016297224649578862,0.20854246545541627,0.20854246545541627,3.4,3174997.6661856323,15.854166666666666,default,IronManganeseRemovalZO,iron_and_manganese_removal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11187161.632505246,0.0,0.0,521.5347349059754,357276.0079758753,11763300.456579266,523964.7163002034,100000.0,92947.0,292.44,21377.0,38.319,0.7,730.9408170879626,0.07309408170879628,730.8677230062539,0.06578467353791666,0.07309408170869656,0.007309408170879629,0.9999,0.1,0.001,4732.0,4.732,147.8,580.0,6.0,521.5347349059754,0.19817784242204273,11187161.632505246,1.0515,0.0149,3290341.65661919,166688.70832432815,166688.70832432815,357276.0079758753,1289184.2922811573,16780.74244875787,559358.0816252623,11187.161632505246,10068.445469254722,89497.29306004196,33561.48489751574,22374.32326501049,0.055883731401098063,0.009278296971105174,0.023892542530292937,0.007225644199488269,0.015487247700211686,0.009278296971105174,0.023892542530292937,0.007225644199488269,0.015487247700211686,0.015487247700211686,0.1981778424220427,0.1981778424220427,3.4,3290341.65661919,16.683333333333334,default,IronManganeseRemovalZO,iron_and_manganese_removal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11573524.562018167,0.0,0.0,521.5347349059754,357276.0079758753,12169561.076962102,529721.523949946,100000.0,92947.0,292.44,21377.0,38.319,0.7,767.2687947604164,0.07672687947604165,767.1920678809404,0.06905419152843749,0.076726879475937,0.007672687947604165,0.9999,0.1,0.001,4732.0,4.732,147.8,580.0,6.0,521.5347349059754,0.18879468975918606,11573524.562018167,1.0515,0.0149,3403977.8123582844,172445.5159740707,172445.5159740707,357276.0079758753,1321368.936303407,17360.28684302725,578676.2281009083,11573.524562018167,10416.172105816351,92588.19649614533,34720.5736860545,23147.049124036334,0.05456688507001195,0.009144262244982375,0.023547389707054122,0.007121262194433323,0.01475397092354213,0.009144262244982375,0.023547389707054122,0.007121262194433323,0.01475397092354213,0.01475397092354213,0.18879468975918604,0.18879468975918604,3.4,3403977.8123582844,17.5125,default,IronManganeseRemovalZO,iron_and_manganese_removal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11954436.003302947,0.0,0.0,521.5347349059755,357276.0079758753,12570089.45747305,535397.1044250892,100000.0,92947.0,292.44,21377.0,38.319,0.7,803.5967724328701,0.08035967724328703,803.5164127556269,0.07232370951895835,0.08035967724317741,0.008035967724328704,0.9999,0.1,0.001,4732.0,4.732,147.8,580.0,6.0,521.5347349059755,0.18025990028574715,11954436.003302947,1.0515,0.0149,3516010.589206749,178121.09644921392,178121.09644921392,357276.0079758753,1353099.4627211662,17931.65400495442,597721.8001651474,11954.436003302946,10758.992402972654,95635.48802642357,35863.30800990884,23908.872006605892,0.05335119400902528,0.009018233545939603,0.023222853204149074,0.007023115030029834,0.014086992228906765,0.009018233545939603,0.023222853204149074,0.007023115030029834,0.014086992228906765,0.014086992228906763,0.18025990028574715,0.18025990028574715,3.4,3516010.589206749,18.34166666666667,default,IronManganeseRemovalZO,iron_and_manganese_removal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12330214.39137114,0.0,0.0,521.5347349059754,357276.0079758753,12965220.432526754,540996.2024073054,100000.0,92947.0,292.44,21377.0,38.319,0.7,839.9247501053239,0.08399247501053239,839.8407576303134,0.07559322750947918,0.08399247501041783,0.008399247501053241,0.9999,0.1,0.001,4732.0,4.732,147.8,580.0,6.0,521.5347349059754,0.17246339514406844,12330214.39137114,1.0515,0.0149,3626533.6445209235,183720.19443143,183720.19443143,357276.0079758753,1384402.397675295,18495.32158705671,616510.719568557,12330.21439137114,11097.192952234027,98641.71513096913,36990.64317411342,24660.42878274228,0.052224533536079885,0.008899401888995354,0.022916849804351942,0.006930572694363192,0.013477709148369392,0.008899401888995354,0.022916849804351942,0.006930572694363192,0.013477709148369392,0.013477709148369392,0.17246339514406842,0.17246339514406842,3.4,3626533.6445209235,19.170833333333334,default,IronManganeseRemovalZO,iron_and_manganese_removal
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12701146.659354854,0.0,0.0,521.5347349059754,357276.0079758752,13355255.712311631,546523.0932002625,100000.0,92947.0,292.44,21377.0,38.319,0.7,876.2527277777775,0.08762527277777776,876.1651025049997,0.07886274549999997,0.08762527277788022,0.008762527277777777,0.9999,0.1,0.001,4732.0,4.732,147.8,580.0,6.0,521.5347349059754,0.16531335022038723,12701146.659354854,1.0515,0.0149,3735631.3703984865,189247.08522438732,189247.08522438732,357276.0079758752,1415301.6431501955,19051.71998903228,635057.3329677428,12701.146659354854,11431.03199341937,101609.17327483883,38103.43997806456,25402.293318709708,0.051176694757197376,0.008787070651808787,0.022627585635472812,0.006843092679989198,0.012918945789926577,0.008787070651808787,0.022627585635472812,0.006843092679989198,0.012918945789926577,0.012918945789926575,0.16531335022038723,0.16531335022038723,3.4,3735631.3703984865,20.0,default,IronManganeseRemovalZO,iron_and_manganese_removal
