fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.blending_reservoir.capital_a_parameter[default],fs.costing.blending_reservoir.capital_b_parameter[default],fs.costing.blending_reservoir.reference_state[default],fs.unit.properties[0.0].flow_mass_comp[H2O],fs.unit.properties[0.0].flow_mass_comp[tds],fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[BlendingReservoirZO],fs.costing.LCOW_aggregate_indirect_capex[BlendingReservoirZO],fs.costing.LCOW_aggregate_fixed_opex[BlendingReservoirZO],fs.costing.LCOW_aggregate_variable_opex[BlendingReservoirZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,210650.72776362876,0.0,0.0,0.0,0.0,221499.2402434557,3138.695843678069,2000000.0,0.7,50000.0,367.6610403634258,0.036766104036342576,3.7694835252461893e-23,0.0,210650.72776362876,1.0515,0.014900000000000002,210650.72776362876,3138.6958436780687,3138.6958436780687,0.0,17547.53929070581,315.97609164544315,10532.53638818144,210.65072776362877,189.5856549872659,1685.2058221090301,631.9521832908863,421.30145552725753,0.001512241727265278,0.001180931860339414,6.0817990807479936e-05,0.00027049187611838404,2.2253967950276583e-27,0.001180931860339414,6.0817990807479936e-05,0.00027049187611838404,2.2253967950276583e-27,0.0,0.0,2.847661146179525e-26,1.0,210650.72776362876,8.391666666666666,default,BlendingReservoirZO,blending_reservoir
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,225013.37165297946,0.0,0.0,0.0,0.0,236601.56029310793,3352.6992376293942,2000000.0,0.7,50000.0,403.9890180358795,0.040398901803587954,3.7694835252461893e-23,0.0,225013.37165297946,1.0515,0.014900000000000002,225013.37165297946,3352.6992376293942,3352.6992376293942,0.0,18743.970276928645,337.5200574794692,11250.668582648974,225.01337165297946,202.51203448768155,1800.1069732238357,675.0401149589384,450.0267433059589,0.0014700924022333626,0.0011480168309994925,5.912286679647392e-05,0.0002629527044373963,2.0252820357820623e-27,0.0011480168309994925,5.912286679647392e-05,0.0002629527044373963,2.0252820357820623e-27,0.0,0.0,2.591590396929762e-26,1.0,225013.37165297946,9.220833333333333,default,BlendingReservoirZO,blending_reservoir
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,238993.14809562164,0.0,0.0,0.0,0.0,251301.29522254618,3560.997906624763,2000000.0,0.7,50000.0,440.3169957083331,0.04403169957083332,3.7694835252461893e-23,0.0,238993.14809562164,1.0515,0.014900000000000002,238993.14809562164,3560.997906624763,3560.997906624763,0.0,19908.50779838364,358.48972214343246,11949.657404781083,238.99314809562165,215.0938332860595,1911.9451847649732,716.9794442868649,477.9862961912433,0.0014326030327318146,0.0011187408296366174,5.761515272628584e-05,0.00025624705036891144,1.858187871138352e-27,0.0011187408296366174,5.761515272628584e-05,0.00025624705036891144,1.858187871138352e-27,0.0,0.0,2.3777734446125888e-26,1.0,238993.14809562164,10.049999999999999,default,BlendingReservoirZO,blending_reservoir
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,252630.7130115382,0.0,0.0,0.0,0.0,265641.1947316325,3764.1976238719194,2000000.0,0.7,50000.0,476.6449733807868,0.04766449733807868,3.7694835252461893e-23,0.0,252630.7130115382,1.0515,0.014900000000000002,252630.7130115382,3764.19762387192,3764.19762387192,0.0,21044.538557603813,378.9460695173073,12631.53565057691,252.6307130115382,227.3676417103844,2021.0457040923056,757.8921390346146,505.2614260230764,0.0013989332597781022,0.0010924476075316184,5.626105178787828e-05,0.0002502246004586055,1.7165642072714302e-27,0.0010924476075316184,5.626105178787828e-05,0.0002502246004586055,1.7165642072714302e-27,0.0,0.0,2.1965490419017863e-26,1.0,252630.7130115382,10.879166666666665,default,BlendingReservoirZO,blending_reservoir
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,265959.6553338336,0.0,0.0,0.0,0.0,279656.577583526,3962.798864474121,2000000.0,0.7,50000.0,512.9729510532405,0.05129729510532406,3.7694835252461893e-23,0.0,265959.6553338336,1.0515,0.014900000000000002,265959.6553338336,3962.798864474121,3962.798864474121,0.0,22154.86056592119,398.9394830007504,13297.98276669168,265.9596553338336,239.36368980045026,2127.677242670669,797.8789660015008,531.9193106676672,0.0013684444144320168,0.0010686384186929631,5.503487856268756e-05,0.0002447711171763662,1.5949996957956242e-27,0.0010686384186929631,5.503487856268756e-05,0.0002447711171763662,1.5949996957956242e-27,0.0,0.0,2.040992721852514e-26,1.0,265959.6553338336,11.708333333333332,default,BlendingReservoirZO,blending_reservoir
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,279008.13681641733,0.0,0.0,0.0,0.0,293377.05586246285,4157.221238564618,2000000.0,0.7,50000.0,549.3009287256942,0.05493009287256943,3.7694835252461893e-23,0.0,279008.13681641733,1.0515,0.014900000000000002,279008.13681641733,4157.221238564619,4157.221238564619,0.0,23241.81974204429,418.51220522462603,13950.406840820868,279.00813681641733,251.1073231347756,2232.0650945313387,837.0244104492521,558.0162736328347,0.001340640703327727,0.0010469260907716158,5.391669367473818e-05,0.00023979791888137323,1.4895145048805925e-27,0.0010469260907716158,5.391669367473818e-05,0.00023979791888137323,1.4895145048805925e-27,0.0,0.0,1.9060118140264417e-26,1.0,279008.13681641733,12.5375,default,BlendingReservoirZO,blending_reservoir
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,291800.06833181024,0.0,0.0,9.860761290552495e-32,6.75508876724535e-29,306827.77185089845,4347.821018143973,2000000.0,0.7,50000.0,585.6289063981479,0.0585628906398148,3.7694835252461893e-23,0.0,291800.06833181024,1.0515,0.014900000000000002,291800.06833181024,4347.821018143973,4347.821018143973,6.75508876724535e-29,24307.407899528604,437.70010249771536,14590.003416590513,291.8000683318102,262.62006149862924,2334.400546654482,875.4002049954307,583.6001366636204,0.001315130195609307,0.0010270045591838075,5.289073479796633e-05,0.0002352349016275334,1.397116317077838e-27,0.0010270045591838075,5.289073479796633e-05,0.0002352349016275334,1.397116317077838e-27,3.6547793366309096e-36,4.676726927098082e-35,1.7877772906501134e-26,1.0,291800.06833181024,13.366666666666665,default,BlendingReservoirZO,blending_reservoir
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,304355.9742648086,0.0,0.0,9.860761290552522e-32,6.755088767245367e-29,320030.30693944625,4534.904016545648,2000000.0,0.7,50000.0,621.9568840706015,0.062195688407060155,3.7694835252461893e-23,0.0,304355.9742648086,1.0515,0.014900000000000002,304355.9742648086,4534.904016545648,4534.904016545648,6.755088767245367e-29,25353.33475213802,456.53396139721286,15217.79871324043,304.3559742648086,273.92037683832774,2434.8477941184688,913.0679227944257,608.7119485296172,0.0012915981585572673,0.0010086280445086727,5.194434429219668e-05,0.0002310257697563977,1.315511929904815e-27,0.0010086280445086727,5.194434429219668e-05,0.0002310257697563977,1.315511929904815e-27,3.44130675430349e-36,4.40356324688309e-35,1.6833547250970252e-26,1.0,304355.9742648086,14.195833333333331,default,BlendingReservoirZO,blending_reservoir
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,316693.641063956,0.0,0.0,0.0,0.0,333003.36357874976,4718.735251852945,2000000.0,0.7,50000.0,658.2848617430552,0.06582848617430553,3.7694835252461893e-23,0.0,316693.641063956,1.0515,0.014900000000000002,316693.641063956,4718.735251852945,4718.735251852945,0.0,26381.08193920972,475.04046159593406,15834.682053197801,316.693641063956,285.02427695756046,2533.549128511648,950.0809231918681,633.387282127912,0.001269788356761193,0.000991596448736449,5.106721710992717e-05,0.00022712469091481688,1.2429143497464516e-27,0.000991596448736449,5.106721710992717e-05,0.00022712469091481688,1.2429143497464516e-27,0.0,0.0,1.590457445481299e-26,1.0,316693.641063956,15.024999999999999,default,BlendingReservoirZO,blending_reservoir
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,328828.6127621903,0.0,0.0,9.860761290552565e-32,6.755088767245397e-29,345763.28631944314,4899.546330156636,2000000.0,0.7,50000.0,694.612839415509,0.0694612839415509,3.7694835252461893e-23,0.0,328828.6127621903,1.0515,0.014900000000000002,328828.6127621903,4899.546330156636,4899.546330156636,6.755088767245397e-29,27391.94430330897,493.24291914328546,16441.430638109516,328.8286127621903,295.9457514859713,2630.6289020975223,986.4858382865709,657.6572255243806,0.0012494896380781377,0.0009757448800456176,5.0250861322349566e-05,0.0002234938967101707,1.1779104192340878e-27,0.0009757448800456176,5.0250861322349566e-05,0.0002234938967101707,1.1779104192340878e-27,3.081348781054412e-36,3.9429540031881084e-35,1.5072771480697932e-26,1.0,328828.6127621903,15.854166666666666,default,BlendingReservoirZO,blending_reservoir
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,340774.5756738067,0.0,0.0,9.860761290552533e-32,6.755088767245374e-29,358324.4663210078,5077.541177539721,2000000.0,0.7,50000.0,730.9408170879626,0.07309408170879628,3.7694835252461893e-23,0.0,340774.5756738067,1.0515,0.014900000000000002,340774.5756738067,5077.541177539721,5077.541177539721,6.755088767245374e-29,28387.06193609551,511.1618635107101,17038.728783690338,340.77457567380674,306.69711810642605,2726.196605390454,1022.3237270214202,681.5491513476135,0.001230526119501559,0.0009609359888032641,4.948820342336828e-05,0.00022010192727492652,1.1193679183780482e-27,0.0009609359888032641,4.948820342336828e-05,0.00022010192727492652,1.1193679183780482e-27,2.9282048231548458e-36,3.746988007525151e-35,1.4323650220793116e-26,1.0,340774.5756738067,16.683333333333334,default,BlendingReservoirZO,blending_reservoir
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,352543.66131732665,0.0,0.0,2.9093485182851616e-39,1.9930416036643067e-36,370699.659875169,5252.9005536281675,2000000.0,0.7,50000.0,767.2687947604164,0.07672687947604165,3.7694835252461893e-23,0.0,352543.66131732665,1.0515,0.014900000000000002,352543.66131732665,5252.9005536281675,5252.9005536281675,1.9930416036643067e-36,29367.445412278328,528.81549197599,17627.183065866335,352.54366131732667,317.289295185594,2820.3492905386133,1057.63098395198,705.0873226346533,0.0012127498797532535,0.0009470542611023838,4.8773294446772725e-05,0.00021692232420409693,1.0663690566704028e-27,0.0009470542611023838,4.8773294446772725e-05,0.00021692232420409693,1.0663690566704028e-27,8.230409323163542e-44,1.0531792307371808e-42,1.3645466448740336e-26,1.0,352543.66131732665,17.5125,default,BlendingReservoirZO,blending_reservoir
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,364146.68798639334,0.0,0.0,9.860761290552495e-32,6.75508876724535e-29,382900.2424176927,5425.785650997261,2000000.0,0.7,50000.0,803.5967724328701,0.08035967724328703,3.7694835252461893e-23,0.0,364146.68798639334,1.0515,0.014900000000000002,364146.68798639334,5425.785650997262,5425.785650997262,6.75508876724535e-29,30333.995912853956,546.22003197959,18207.33439931967,364.1466879863934,327.732019187754,2913.173503891147,1092.44006395918,728.2933759727867,0.0011960354324293647,0.0009340017027601137,4.8101087692145794e-05,0.00021393264197710503,1.018162004812745e-27,0.0009340017027601137,4.8101087692145794e-05,0.00021393264197710503,1.018162004812745e-27,2.6634557273766368e-36,3.4082099005294507e-35,1.3028599610189826e-26,1.0,364146.68798639334,18.34166666666667,default,BlendingReservoirZO,blending_reservoir
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,375593.35559949465,0.0,0.0,0.0,0.0,394936.4134128687,5596.340998432472,2000000.0,0.7,50000.0,839.9247501053239,0.08399247501053239,3.7694835252461893e-23,0.0,375593.35559949465,1.0515,0.014900000000000002,375593.35559949465,5596.340998432471,5596.340998432471,0.0,31287.521456396968,563.390033399242,18779.667779974734,375.59335559949466,338.0340200395452,3004.7468447959573,1126.780066798484,751.1867111989893,0.001180275486595671,0.0009216945287040923,4.746726822826093e-05,0.00021111368966331785,9.741250043872427e-28,0.0009216945287040923,4.746726822826093e-05,0.00021111368966331785,9.741250043872427e-28,0.0,0.0,1.2465093563150539e-26,1.0,375593.35559949465,19.170833333333334,default,BlendingReservoirZO,blending_reservoir
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,386892.40448948235,0.0,0.0,0.0,0.0,406817.36332069075,5764.696826893288,2000000.0,0.7,50000.0,876.2527277777775,0.08762527277777776,3.7694835252461893e-23,0.0,386892.40448948235,1.0515,0.014900000000000002,386892.40448948235,5764.696826893288,5764.696826893288,0.0,32228.750126478488,580.3386067342235,19344.620224474118,386.8924044894824,348.20316404053415,3095.139235915859,1160.677213468447,773.7848089789647,0.0011653776533160863,0.0009100605910520067,4.686812043917851e-05,0.00020844894182490113,9.337394052470214e-28,0.0009100605910520067,4.686812043917851e-05,0.00020844894182490113,9.337394052470214e-28,0.0,0.0,1.1948311559178255e-26,1.0,386892.40448948235,20.0,default,BlendingReservoirZO,blending_reservoir
