fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.aeration_basin.capital_a_parameter[default],fs.costing.aeration_basin.capital_b_parameter[default],fs.costing.aeration_basin.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[AerationBasinZO],fs.costing.LCOW_aggregate_indirect_capex[AerationBasinZO],fs.costing.LCOW_aggregate_fixed_opex[AerationBasinZO],fs.costing.LCOW_aggregate_variable_opex[AerationBasinZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3497157.5158654563,0.0,0.0,545.7232809833524,373846.3082892835,3677261.127932528,425953.9552756788,725570.0,0.5862,1.0,367.6610403634258,0.036766104036342576,367.6610403634258,0.03308949363270916,4.378944626175626e-15,0.003676610403635099,1.0,0.1,545.7232809833524,0.41226735,3497157.515865457,1.0515,0.014900000000000002,3497157.515865457,52107.6469863953,52107.6469863953,373846.3082892835,665165.0688126062,5245.736273798185,174857.87579327283,3497.1575158654564,3147.441764278911,27977.26012692365,10491.47254759637,6994.315031730913,0.05732372818281597,0.019605461490477854,0.0010096812667596121,0.004490621549664944,0.032217963875913566,0.019605461490477854,0.0010096812667596121,0.004490621549664944,0.032217963875913566,0.032217963875913566,0.41226735,0.41226735,1.0,3497157.515865457,8.391666666666666,default,AerationBasinZO,aeration_basin
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3695758.9695636975,0.0,0.0,599.6452933545972,410785.44202789693,3886090.5564962286,465852.25067439605,725570.0,0.5862,1.0,403.9890180358795,0.040398901803587954,403.9890180358795,0.036359011623230075,4.811620882774554e-15,0.004039890180359719,1.0,0.1,599.6452933545974,0.41226735,3695758.969563698,1.0515,0.014900000000000002,3695758.969563698,55066.8086464991,55066.8086464991,410785.44202789693,718648.0182263863,5543.638454345546,184787.94847818487,3695.7589695636975,3326.183072607328,29566.07175650958,11087.276908691092,7391.517939127395,0.05636367193641252,0.018855739413210497,0.0009710705797803407,0.0043188980675081205,0.03221796387591357,0.018855739413210497,0.0009710705797803407,0.0043188980675081205,0.03221796387591357,0.032217963875913566,0.4122673499999999,0.41226735000000003,1.0,3695758.969563698,9.220833333333333,default,AerationBasinZO,aeration_basin
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3887094.599039921,0.0,0.0,653.567305725842,447724.5757665103,4087279.9708904773,505642.28529220505,725570.0,0.5862,1.0,440.3169957083331,0.04403169957083332,440.3169957083331,0.03962852961375099,5.244297139336199e-15,0.004403169957084339,1.0,0.1,653.5673057258421,0.41226735,3887094.5990399215,1.0515,0.014900000000000002,3887094.5990399215,57917.70952569483,57917.70952569483,447724.5757665103,771525.7129735016,5830.641898559882,194354.72995199607,3887.0945990399214,3498.3851391359294,31096.75679231937,11661.283797119764,7774.189198079843,0.0555184792064703,0.01819571594942141,0.0009370793713952031,0.004167720009740121,0.03221796387591358,0.01819571594942141,0.0009370793713952031,0.004167720009740121,0.03221796387591358,0.03221796387591357,0.4122673499999999,0.41226735,1.0,3887094.5990399215,10.049999999999999,default,AerationBasinZO,aeration_basin
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4071999.565825335,0.0,0.0,707.4893180970869,484663.7095051237,4281707.5434653405,545336.5030359213,725570.0,0.5862,1.0,476.6449733807868,0.04766449733807868,476.6449733807867,0.0428980476042719,5.676973395707323e-15,0.004766449733808959,1.0,0.1,707.489318097087,0.41226735,4071999.5658253357,1.0515,0.014900000000000002,4071999.5658253357,60672.7935307975,60672.7935307975,484663.7095051237,823867.7233323874,6107.999348738003,203599.97829126677,4071.999565825335,3664.799609242802,32575.99652660268,12215.998697476007,8143.99913165067,0.054766511352699915,0.017608493165882432,0.0009068373980429476,0.0040332169128609605,0.03221796387591357,0.017608493165882432,0.0009068373980429476,0.0040332169128609605,0.03221796387591357,0.03221796387591357,0.4122673499999999,0.41226735,1.0,4071999.5658253357,10.879166666666665,default,AerationBasinZO,aeration_basin
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4251157.344971933,0.0,0.0,761.4113304683317,521602.8432437371,4470091.948237988,584945.087683819,725570.0,0.5862,1.0,512.9729510532405,0.05129729510532406,512.9729510532405,0.04616756559479282,6.109649652325573e-15,0.00512972951053358,1.0,0.1,761.4113304683318,0.41226735,4251157.344971933,1.0515,0.014900000000000002,4251157.344971933,63342.24444008181,63342.24444008181,521602.8432437371,875730.9838574894,6376.7360174579,212557.86724859668,4251.1573449719335,3826.0416104747405,34009.25875977547,12753.4720349158,8502.314689943867,0.05409147892576717,0.01708135039144736,0.0008796895451595388,0.003912475113246703,0.03221796387591357,0.01708135039144736,0.0008796895451595388,0.003912475113246703,0.03221796387591357,0.032217963875913566,0.41226734999999987,0.41226735,1.0,4251157.344971933,11.708333333333332,default,AerationBasinZO,aeration_basin
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4425135.98549448,0.0,0.0,815.3333428395766,558541.9769823506,4653030.488747446,624476.5031662183,725570.0,0.5862,1.0,549.3009287256942,0.05493009287256943,549.3009287256942,0.04943708358531374,6.542325908663281e-15,0.005493009287258201,1.0,0.1,815.3333428395767,0.41226735,4425135.98549448,1.0515,0.014900000000000002,4425135.98549448,65934.52618386775,65934.52618386775,558541.9769823506,927162.8139315203,6637.70397824172,221256.79927472398,4425.135985494479,3982.622386945032,35401.087883955835,13275.40795648344,8850.271970988959,0.05348084705776733,0.016604498962963343,0.000855131696592616,0.0038032525222978066,0.03221796387591357,0.016604498962963343,0.000855131696592616,0.0038032525222978066,0.03221796387591357,0.032217963875913566,0.41226734999999987,0.41226735,1.0,4425135.98549448,12.5375,default,AerationBasinZO,aeration_basin
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4594413.891208886,0.0,0.0,869.2553552108214,595481.1107209639,4831026.206606143,663937.8776999764,725570.0,0.5862,1.0,585.6289063981479,0.0585628906398148,585.6289063981479,0.05270660157583465,6.975002165175822e-15,0.00585628906398282,1.0,0.1,869.2553552108216,0.41226735,4594413.891208886,1.0515,0.014900000000000002,4594413.891208886,68456.7669790124,68456.7669790124,595481.1107209639,978203.0653501307,6891.620836813329,229720.69456044433,4594.4138912088865,4134.972502087998,36755.31112967109,13783.241673626659,9188.827782417773,0.05292478712649939,0.016170263564446754,0.0008327685735690094,0.0037037911125700606,0.03221796387591357,0.016170263564446754,0.0008327685735690094,0.0037037911125700606,0.03221796387591357,0.032217963875913566,0.4122673499999999,0.41226735,1.0,4594413.891208886,13.366666666666665,default,AerationBasinZO,aeration_basin
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4759398.610289099,0.0,0.0,923.1773675820662,632420.2444595774,5004507.638718988,703335.2837528848,725570.0,0.5862,1.0,621.9568840706015,0.062195688407060155,621.9568840706015,0.05597611956635555,7.407678422141287e-15,0.006219568840707439,1.0,0.1,923.1773675820663,0.41226735,4759398.6102891,1.0515,0.014900000000000002,4759398.6102891,70915.03929330758,70915.03929330758,632420.2444595774,1028885.6875217613,7139.097915433648,237969.93051445496,4759.3986102890985,4283.4587492601895,38075.18888231279,14278.195830867297,9518.797220578197,0.05241546614521663,0.01577252730106257,0.000812285156004722,0.0036126898122357783,0.03221796387591357,0.01577252730106257,0.000812285156004722,0.0036126898122357783,0.03221796387591357,0.03221796387591357,0.4122673499999999,0.41226735,1.0,4759398.6102891,14.195833333333331,default,AerationBasinZO,aeration_basin
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4920440.825347604,0.0,0.0,977.0993799533111,669359.3781981908,5173843.5278530065,742673.9464958702,725570.0,0.5862,1.0,658.2848617430552,0.06582848617430553,658.2848617430552,0.05924563755687648,7.840354678376979e-15,0.006582848617432059,1.0,0.1,977.0993799533112,0.41226735,4920440.825347605,1.0515,0.014900000000000002,4920440.825347605,73314.56829767932,73314.56829767932,669359.3781981908,1079239.8928635092,7380.6612380214065,246022.04126738023,4920.440825347604,4428.396742812844,39363.52660278083,14761.322476042813,9840.881650695208,0.05194655220237467,0.015406345489732137,0.000793426792721208,0.003528816044007756,0.03221796387591357,0.015406345489732137,0.000793426792721208,0.003528816044007756,0.03221796387591357,0.03221796387591357,0.4122673499999999,0.41226735,1.0,4920440.825347605,15.024999999999999,default,AerationBasinZO,aeration_basin
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5077844.966036345,0.0,0.0,1031.0213923245562,706298.5119368043,5339353.981787217,781958.4019307459,725570.0,0.5862,1.0,694.612839415509,0.0694612839415509,694.612839415509,0.0625151555473974,8.27303093499703e-15,0.00694612839415668,1.0,0.1,1031.0213923245562,0.41226735,5077844.966036346,1.0515,0.014900000000000002,5077844.966036346,75659.88999394154,75659.88999394154,706298.5119368043,1129291.0408475932,7616.767449054518,253892.24830181725,5077.844966036345,4570.060469432711,40622.75972829076,15233.534898109036,10155.68993207269,0.051512862259401146,0.015067670619218942,0.0007759850368897778,0.0034512427273788557,0.03221796387591357,0.015067670619218942,0.0007759850368897778,0.0034512427273788557,0.03221796387591357,0.032217963875913566,0.41226735,0.41226735,1.0,5077844.966036346,15.854166666666666,default,AerationBasinZO,aeration_basin
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5231877.392763203,0.0,0.0,1084.943404695801,743237.6456754177,5501319.078490509,821192.6188275894,725570.0,0.5862,1.0,730.9408170879626,0.07309408170879628,730.9408170879626,0.06578467353791832,8.705707191198251e-15,0.0073094081708812994,1.0,0.1,1084.943404695801,0.41226735,5231877.392763204,1.0515,0.014900000000000002,5231877.392763204,77954.97315217173,77954.97315217173,743237.6456754177,1179061.3197179018,7847.816089144805,261593.86963816016,5231.877392763203,4708.689653486883,41855.01914210562,15695.63217828961,10463.754785526406,0.05111010620517974,0.014753152478501601,0.000759787352642836,0.0033792024981217266,0.03221796387591358,0.014753152478501601,0.000759787352642836,0.0033792024981217266,0.03221796387591358,0.03221796387591358,0.41226735000000003,0.41226735000000003,1.0,5231877.392763204,16.683333333333334,default,AerationBasinZO,aeration_basin
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5382772.799957348,0.0,0.0,1138.8654170670457,780176.7794140311,5659985.599155152,860380.0941333957,725570.0,0.5862,1.0,767.2687947604164,0.07672687947604165,767.2687947604164,0.06905419152843924,9.138383447944622e-15,0.00767268794760592,1.0,0.1,1138.8654170670459,0.41226735,5382772.799957349,1.0515,0.014900000000000002,5382772.799957349,80203.3147193645,80203.3147193645,780176.7794140311,1228570.2798921373,8074.159199936023,269138.6399978674,5382.772799957348,4844.495519961613,43062.182399658785,16148.318399872045,10765.545599914696,0.05073469749550205,0.014459990282330097,0.0007446894995400005,0.0033120538377183865,0.03221796387591357,0.014459990282330097,0.0007446894995400005,0.0033120538377183865,0.03221796387591357,0.032217963875913566,0.41226734999999987,0.41226735,1.0,5382772.799957349,17.5125,default,AerationBasinZO,aeration_basin
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5530739.291811651,0.0,0.0,1192.7874294382907,817115.9131526446,5815572.365339952,899523.9286006382,725570.0,0.5862,1.0,803.5967724328701,0.08035967724328703,803.5967724328701,0.07232370951896017,9.571059704461629e-15,0.008035967724330543,1.0,0.1,1192.787429438291,0.41226735,5530739.291811652,1.0515,0.014900000000000002,5530739.291811652,82408.0154479936,82408.0154479936,817115.9131526446,1277835.2567792004,8296.108937717476,276536.96459058253,5530.739291811651,4977.665362630486,44245.91433449321,16592.21787543495,11061.478583623302,0.05038361079450698,0.014185821501326877,0.0007305698073183359,0.003249255609948211,0.03221796387591357,0.014185821501326877,0.0007305698073183359,0.003249255609948211,0.03221796387591357,0.032217963875913566,0.41226734999999987,0.4122673499999999,1.0,5530739.291811652,18.34166666666667,default,AerationBasinZO,aeration_basin
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5675962.453019219,0.0,0.0,1246.7094418095355,854055.0468912581,5968274.51934971,938626.8874412444,725570.0,0.5862,1.0,839.9247501053239,0.08399247501053239,839.9247501053239,0.07559322750948105,1.0003735961051004e-14,0.008399247501055161,1.0,0.1,1246.7094418095357,0.41226735,5675962.45301922,1.0515,0.014900000000000002,5675962.45301922,84571.84054998637,84571.84054998637,854055.0468912581,1326871.709877991,8513.94367952883,283798.122650961,5675.9624530192195,5108.366207717298,45407.699624153756,17027.88735905766,11351.924906038439,0.05005427340125979,0.013928637075401746,0.0007173248093831923,0.0031903476405612864,0.03221796387591357,0.013928637075401746,0.0007173248093831923,0.0031903476405612864,0.03221796387591357,0.03221796387591357,0.41226734999999987,0.41226735,1.0,5675962.45301922,19.170833333333334,default,AerationBasinZO,aeration_basin
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5818608.648158835,0.0,0.0,1300.6314541807806,890994.1806298716,6118266.993539016,977691.4494874382,725570.0,0.5862,1.0,876.2527277777775,0.08762527277777776,876.2527277777776,0.07886274550000197,1.0436412217495643e-14,0.008762527277779781,1.0,0.1,1300.6314541807808,0.41226735,5818608.648158836,1.0515,0.014900000000000002,5818608.648158836,86697.26885756665,86697.26885756665,890994.1806298716,1375693.4976214403,8727.912972238253,290930.4324079418,5818.608648158835,5236.747783342952,46548.86918527068,17455.825944476506,11637.21729631767,0.04974448136054505,0.013686715903433302,0.0007048658690268165,0.0031349357121713663,0.03221796387591357,0.013686715903433302,0.0007048658690268165,0.0031349357121713663,0.03221796387591357,0.03221796387591357,0.4122673499999999,0.41226735,1.0,5818608.648158836,20.0,default,AerationBasinZO,aeration_basin
