fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_ion_exchange_resin,fs.costing.aggregate_flow_sodium_chloride,fs.costing.aggregate_flow_costs[electricity],fs.costing.aggregate_flow_costs[ion_exchange_resin],fs.costing.aggregate_flow_costs[sodium_chloride],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.ion_exchange.capital_a_parameter[default],fs.costing.ion_exchange.capital_b_parameter[default],fs.costing.ion_exchange.capital_c_parameter[default],fs.costing.ion_exchange.capital_d_parameter[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.NaCl_flowrate[0.0],fs.unit.NaCl_dose,fs.unit.resin_demand[0.0],fs.unit.resin_replacement,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[IonExchangeZO],fs.costing.LCOW_aggregate_indirect_capex[IonExchangeZO],fs.costing.LCOW_aggregate_fixed_opex[IonExchangeZO],fs.costing.LCOW_aggregate_variable_opex[IonExchangeZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.LCOW_aggregate_variable_opex[ion_exchange_resin],fs.costing.LCOW_aggregate_variable_opex[sodium_chloride],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.properties_in[0.0].flow_vol,fs.unit.properties_in[0.0].conc_mass_comp[H2O],fs.unit.properties_in[0.0].conc_mass_comp[tds],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.properties_in[0.0].dens_mass,flow_mgd,tds,subtype,unit_class,unit,fs.costing.ion_exchange.capital_a_parameter[anion_exchange],fs.costing.ion_exchange.capital_b_parameter[anion_exchange],fs.costing.ion_exchange.capital_c_parameter[anion_exchange],fs.costing.ion_exchange.capital_d_parameter[anion_exchange]
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6848901.037334396,0.0,0.0,19.214705461303605,0.0015756216040429363,0.5402412574862218,13162.983790301992,461849.3416354775,1825316.5647812856,7201619.440757117,2402377.515663347,,,,,984.6313546345026,0.13214789233252536,984.6313546345025,0.13214789233252835,1.1727231623448741e-14,3.0242283759881257e-15,1.0,0.0,19.21470546130361,0.00542,0.5402412574862218,0.5486,0.0015756216040429373,0.0016,6848901.0373343965,1.0515,0.014900000000000002,6848901.0373343965,102048.6254562825,102048.6254562825,2300328.8902070653,2870853.1951866164,10273.351556001593,342445.0518667198,6848.901037334395,6164.010933600956,54791.20829867516,20546.703112003186,13697.80207466879,0.09237938643829874,0.014336457823246088,0.0007383275778971727,0.003283758787223646,0.07402084224993186,0.014336457823246088,0.0007383275778971727,0.003283758787223646,0.07402084224993186,0.0004235634090534978,0.014861560625514402,0.05873571821536395,0.005419999999999999,0.00542,0.9847635025268352,999.8658074837324,0.13419251626755357,1.0,6848901.0373343965,1000.0,22.473684210526315,134.21052631578948,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6867347.61759024,0.0,0.0,19.214806577761454,0.001575629895675396,0.5402441004797015,13163.053059867343,461851.77209529275,1825326.170421396,7221016.019896138,2402664.4750786508,,,,,984.6313546345026,0.13733016262007539,984.6313546345025,0.1373301626200785,1.1727231623408886e-14,3.142825572420731e-15,1.0,0.0,19.214806577761458,0.00542,0.5402441004797015,0.5486,0.0015756298956753972,0.0016,6867347.617590241,1.0515,0.014900000000000002,6867347.617590241,102323.47950209459,102323.47950209459,2300340.995576556,2872401.9299105615,10301.021426385361,343367.38087951206,6867.347617590241,6180.612855831217,54938.780940721925,20602.042852770723,13734.695235180481,0.09242873580098031,0.014374995468139315,0.0007403122666091751,0.0032925858162999528,0.07402084224993187,0.014374995468139315,0.0007403122666091751,0.0032925858162999528,0.07402084224993187,0.0004235634090534979,0.014861560625514402,0.058735718215363955,0.0054199999999999995,0.00542,0.9847686847971227,999.8605457659853,0.13945423401472956,1.0,6867347.617590241,1000.0,22.473684210526315,139.47368421052633,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6885843.709976294,0.0,0.0,19.214907694219306,0.0015756381873078562,0.5402469434731813,13163.122329432692,461854.20255510806,1825335.7760615062,7240464.661040074,2402952.1722246935,,,,,984.6313546345026,0.1425124329076254,984.6313546345025,0.14251243290762866,1.1727231623408886e-14,3.26142276383273e-15,1.0,0.0,19.21490769421931,0.00542,0.5402469434731813,0.5486,0.0015756381873078572,0.0016,6885843.709976295,1.0515,0.014900000000000002,6885843.709976295,102599.07127864679,102599.07127864679,2300353.100946047,2873954.789073379,10328.765564964442,344292.18549881474,6885.843709976294,6197.259338978665,55086.74967981035,20657.531129928884,13771.687419952588,0.09247821736060781,0.014413636347576688,0.0007423022719002015,0.003301436491199075,0.07402084224993186,0.014413636347576688,0.0007423022719002015,0.003301436491199075,0.07402084224993186,0.00042356340905349784,0.0148615606255144,0.05873571821536395,0.0054199999999999995,0.00542,0.9847738670674102,999.8552841036166,0.14471589638341822,1.0,6885843.709976295,1000.0,22.473684210526315,144.73684210526318,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6904389.446926944,0.0,0.0,19.215008810677155,0.0015756464789403162,0.540249786466661,13163.19159899804,461856.63301492337,1825345.3817016168,7259965.503443683,2403240.6090747495,,,,,984.6313546345026,0.1476947031951754,984.6313546345025,0.14769470319517874,1.1727231623448741e-14,3.3800199494635486e-15,1.0,0.0,19.21500881067716,0.00542,0.540249786466661,0.5486,0.0015756464789403173,0.0016,6904389.446926945,1.0515,0.014900000000000002,6904389.446926945,102875.40275921147,102875.40275921147,2300365.2063155384,2875511.7837070636,10356.584170390417,345219.47234634723,6904.389446926944,6213.95050223425,55235.115575415555,20713.168340780834,13808.778893853889,0.09252783147008035,0.014452380737142265,0.0007442976079628286,0.0033103108750434074,0.07402084224993187,0.014452380737142265,0.0007442976079628286,0.0033103108750434074,0.07402084224993187,0.00042356340905349784,0.0148615606255144,0.05873571821536396,0.005419999999999999,0.0054199999999999995,0.9847790493376978,999.8500224966256,0.1499775033744938,1.0,6904389.446926945,1000.0,22.473684210526315,150.0,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6863044.335511878,0.0,0.0,20.29298010933975,0.0016640410093759534,0.5705580610897799,13901.65302164552,487767.01376949175,1927748.1414925612,7216491.11879074,2531676.1688828254,,,,,1039.973632178362,0.051998681608918115,1039.973632178362,0.0519986816089193,1.2386373447765027e-14,1.1899992213777723e-15,1.0,0.0,20.292980109339755,0.00542,0.57055806108978,0.5486,0.0016640410093759544,0.0016,6863044.335511879,1.0515,0.014900000000000002,6863044.335511879,102259.360599127,102259.360599127,2429416.8082836983,3001119.2724042335,10294.566503267817,343152.21677559393,6863.044335511879,6176.739901960691,54904.35468409503,20589.133006535634,13726.088671023757,0.09143979554204298,0.013602717439636997,0.0007005399481413063,0.003115695904332839,0.07402084224993187,0.013602717439636997,0.0007005399481413063,0.003115695904332839,0.07402084224993187,0.0004235634090534979,0.014861560625514404,0.058735718215363955,0.0054199999999999995,0.00542,1.040025630859971,999.9500024998749,0.049997500124993766,1.0,6863044.335511879,1000.0,23.736842105263158,50.0,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6881654.085147024,0.0,0.0,20.29308690915823,0.0016640497670486456,0.5705610638768043,13901.726184582223,487769.5808359478,1927758.2870281346,7236059.270532098,2531966.2399173556,,,,,1039.973632178362,0.057472227041435814,1039.973632178362,0.05747222704143712,1.2386373447743778e-14,1.3152622890301582e-15,1.0,0.0,20.293086909158234,0.00542,0.5705610638768044,0.5486,0.0016640497670486467,0.0016,6881654.085147025,1.0515,0.014900000000000002,6881654.085147025,102536.64586869067,102536.64586869067,2429429.5940486644,3002682.2797914078,10322.481127720537,344082.70425735123,6881.6540851470245,6193.4886766323225,55053.232681176196,20644.962255441074,13763.308170294049,0.0914869366470117,0.013639530623525136,0.0007024358271115468,0.003124127946443154,0.07402084224993187,0.013639530623525136,0.0007024358271115468,0.003124127946443154,0.07402084224993187,0.00042356340905349784,0.014861560625514404,0.05873571821536395,0.005419999999999999,0.00542,1.0400311044054036,999.9447398959531,0.055260104046881635,1.0,6881654.085147025,1000.0,23.736842105263158,55.26315789473684,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6900314.123851014,0.0,0.0,20.29319370897671,0.0016640585247213375,0.5705640666638285,13901.799347518925,487772.1479024037,1927768.4325637077,7255680.301229343,2532257.06025901,,,,,1039.973632178362,0.0629457724739535,1039.973632178362,0.06294577247395493,1.2386373447417444e-14,1.4405253775751222e-15,1.0,0.0,20.293193708976712,0.00542,0.5705640666638286,0.5486,0.0016640585247213386,0.0016,6900314.123851015,1.0515,0.014900000000000002,6900314.123851015,102814.68044538013,102814.68044538013,2429442.37981363,3004249.476337672,10350.471185776521,345015.7061925507,6900.314123851014,6210.282711465913,55202.512990808114,20700.942371553043,13800.628247702029,0.09153420489210796,0.013676443093013385,0.0007043368192901908,0.003132582729872546,0.07402084224993186,0.013676443093013385,0.0007043368192901908,0.003132582729872546,0.07402084224993186,0.0004235634090534978,0.014861560625514402,0.05873571821536395,0.005419999999999999,0.00542,1.040036577950836,999.9394773474237,0.060522652576291434,1.0,6900314.123851015,1000.0,23.736842105263158,60.526315789473685,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6919024.587051904,0.0,0.0,20.29330050879519,0.0016640672823940298,0.5705670694508529,13901.87251045563,487774.7149688598,1927778.5780992813,7275354.353285078,2532548.63192567,,,,,1039.973632178362,0.0684193179064712,1039.973632178362,0.06841931790647274,1.2386373447417444e-14,1.5657884538860734e-15,1.0,0.0,20.293300508795195,0.00542,0.570567069450853,0.5486,0.0016640672823940309,0.0016,6919024.587051905,1.0515,0.014900000000000002,6919024.587051905,103093.46634707338,103093.46634707338,2429455.1655785968,3005820.8733244017,10378.536880577856,345951.2293525952,6919.024587051904,6227.122128346714,55352.19669641523,20757.073761155712,13838.049174103808,0.09158160061904626,0.013713455114951563,0.0007062429384200077,0.0031410603157428388,0.07402084224993187,0.013713455114951563,0.0007062429384200077,0.0031410603157428388,0.07402084224993187,0.0004235634090534978,0.014861560625514402,0.058735718215363955,0.0054199999999999995,0.00542,1.0400420514962687,999.9342148542858,0.06578514571409777,1.0,6919024.587051905,1000.0,23.736842105263158,65.78947368421052,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6937785.610541227,0.0,0.0,20.29340730861367,0.0016640760400667217,0.5705700722378771,13901.945673392336,487777.2820353157,1927788.7236348544,7295081.569484101,2532840.9569406263,,,,,1039.973632178362,0.0738928633389889,1039.973632178362,0.07389286333899057,1.2386373447743778e-14,1.691051514467573e-15,1.0,0.0,20.293407308613673,0.00542,0.5705700722378773,0.5486,0.0016640760400667227,0.0016,6937785.610541228,1.0515,0.014900000000000002,6937785.610541228,103373.0055970643,103373.0055970643,2429467.9513435625,3007396.482063243,10406.67841581184,346889.2805270614,6937.7856105412275,6244.007049487105,55502.28488432982,20813.35683162368,13875.571221082455,0.0916291241704563,0.0137505669569043,0.000708154198280574,0.0031495607653395834,0.07402084224993186,0.0137505669569043,0.000708154198280574,0.0031495607653395834,0.07402084224993186,0.0004235634090534979,0.0148615606255144,0.058735718215363955,0.0054199999999999995,0.00542,1.0400475250417012,999.9289524165387,0.07104758346117512,1.0,6937785.610541228,1000.0,23.736842105263158,71.05263157894737,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6956597.330474964,0.0,0.0,20.29351410843215,0.0016640847977394137,0.5705730750249014,13902.018836329038,487779.8491017717,1927798.8691704273,7314862.092994426,2533134.037332605,,,,,1039.973632178362,0.07936640877150661,1039.973632178362,0.07936640877150841,1.2386373447417444e-14,1.816314606507733e-15,1.0,0.0,20.293514108432152,0.00542,0.5705730750249015,0.5486,0.0016640847977394148,0.0016,6956597.330474965,1.0515,0.014900000000000002,6956597.330474965,103653.30022407699,103653.30022407699,2429480.737108528,3008976.313896208,10434.895995712446,347829.86652374826,6956.597330474964,6260.937597427468,55652.77864379971,20869.791991424892,13913.194660949928,0.09167677588988561,0.013787778887152902,0.000710070612688376,0.0031580841401124835,0.07402084224993187,0.013787778887152902,0.000710070612688376,0.0031580841401124835,0.07402084224993187,0.0004235634090534978,0.0148615606255144,0.05873571821536395,0.0054199999999999995,0.00542,1.0400529985871336,999.9236900341817,0.0763099658183981,1.0,6956597.330474965,1000.0,23.736842105263158,76.31578947368422,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6975459.883374448,0.0,0.0,20.293620908250627,0.0016640935554121056,0.5705760778119257,13902.091999265742,487782.4161682277,1927809.0147060007,7334696.067368233,2533427.8751357733,,,,,1039.973632178362,0.08483995420402429,1039.973632178362,0.08483995420402622,1.2386373447743778e-14,1.941577664758919e-15,1.0,0.0,20.29362090825063,0.00542,0.5705760778119258,0.5486,0.0016640935554121067,0.0016,6975459.883374449,1.0515,0.014900000000000002,6975459.883374449,103934.35226227928,103934.35226227928,2429493.522873494,3010560.380195738,10463.189825061672,348772.9941687224,6975.4598833744485,6277.913895037003,55803.67906699559,20926.379650123345,13950.919766748897,0.09172455612180172,0.013825091174697152,0.0007119921954969043,0.00316663050167581,0.07402084224993187,0.013825091174697152,0.0007119921954969043,0.00316663050167581,0.07402084224993187,0.00042356340905349784,0.014861560625514402,0.058735718215363955,0.0054199999999999995,0.00542,1.040058472132566,999.9184277072134,0.0815722927866411,1.0,6975459.883374449,1000.0,23.736842105263158,81.57894736842105,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6994373.4061274165,0.0,0.0,20.293727708069106,0.0016641023130847974,0.5705790805989499,13902.165162202447,487784.9832346836,1927819.1602415736,7354583.63654298,2533722.472389758,,,,,1039.973632178362,0.09031349963654199,1039.973632178362,0.09031349963654405,1.2386373447417444e-14,2.06684075912955e-15,1.0,0.0,20.29372770806911,0.00542,0.57057908059895,0.5486,0.0016641023130847985,0.0016,6994373.406127417,1.0515,0.014900000000000002,6994373.406127417,104216.16375129852,104216.16375129852,2429506.3086384595,3012148.692364798,10491.560109191125,349718.6703063708,6994.373406127416,6294.936065514676,55954.98724901933,20983.12021838225,13988.746812254833,0.09177246521159484,0.013862504089257361,0.0007139189605967568,0.003175199911808872,0.07402084224993187,0.013862504089257361,0.0007139189605967568,0.003175199911808872,0.07402084224993187,0.0004235634090534979,0.0148615606255144,0.058735718215363955,0.0054199999999999995,0.00542,1.0400639456779985,999.9131654356332,0.0868345643667787,1.0,6994373.406127417,1000.0,23.736842105263158,86.84210526315789,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7013338.0359889325,0.0,0.0,20.29383450788759,0.0016641110707574897,0.5705820833859743,13902.238325139153,487787.55030113965,1927829.305777147,7374524.944842364,2534017.831139661,,,,,1039.973632178362,0.09578704506905969,1039.973632178362,0.09578704506906187,1.2386373447625211e-14,2.192103811600961e-15,1.0,0.0,20.293834507887592,0.00542,0.5705820833859744,0.5486,0.0016641110707574908,0.0016,7013338.035988933,1.0515,0.014900000000000002,7013338.035988933,104498.7367362351,104498.7367362351,2429519.0944034257,3013741.261836954,10520.0070539834,350666.90179944667,7013.3380359889325,6312.00423239004,56106.70428791146,21040.0141079668,14026.676071977865,0.09182050350558017,0.013900017901276176,0.0007158509219157248,0.0031837924324564265,0.07402084224993186,0.013900017901276176,0.0007158509219157248,0.0031837924324564265,0.07402084224993186,0.0004235634090534979,0.0148615606255144,0.05873571821536395,0.0054199999999999995,0.005420000000000001,1.0400694192234312,999.9079032194403,0.09209678055968532,1.0,7013338.035988933,1000.0,23.736842105263158,92.10526315789474,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7032353.910582376,0.0,0.0,20.293941307706067,0.0016641198284301818,0.5705850861729985,13902.311488075855,487790.1173675957,1927839.4513127203,7394520.136977369,2534313.953436069,,,,,1039.973632178362,0.1012605905015774,1039.973632178362,0.1012605905015797,1.2386373447417444e-14,2.317366911751178e-15,1.0,0.0,20.29394130770607,0.00542,0.5705850861729986,0.5486,0.0016641198284301829,0.0016,7032353.910582377,1.0515,0.014900000000000002,7032353.910582377,104782.0732676774,104782.0732676774,2429531.880168392,3015338.1000764505,10548.530865873563,351617.6955291188,7032.353910582376,6329.118519524139,56258.831284659005,21097.061731747126,14064.707821164751,0.09186867135100045,0.013937632881920542,0.0007177880934189097,0.003192408125729133,0.07402084224993187,0.013937632881920542,0.0007177880934189097,0.003192408125729133,0.07402084224993187,0.00042356340905349784,0.014861560625514404,0.05873571821536396,0.0054199999999999995,0.00542,1.0400748927688637,999.9026410586337,0.09735894136623542,1.0,7032353.910582377,1000.0,23.736842105263158,97.36842105263159,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7051421.167900484,0.0,0.0,20.294048107524546,0.001664128586102874,0.5705880889600229,13902.38465101256,487792.68443405174,1927849.5968482937,7414569.35804736,2534610.841335075,,,,,1039.973632178362,0.10673413593409509,1039.973632178362,0.1067341359340975,1.2386373447417444e-14,2.44262998793917e-15,1.0,0.0,20.29404810752455,0.00542,0.570588088960023,0.5486,0.0016641285861028752,0.0016,7051421.167900485,1.0515,0.014900000000000002,7051421.167900485,105066.17540171722,105066.17540171722,2429544.665933358,3016939.2185783004,10577.131751850726,352571.0583950242,7051.421167900484,6346.279051110436,56411.36934320387,21154.26350370145,14102.842335800968,0.09191696909602838,0.013975349303083718,0.0007197304891088111,0.0032010470539040117,0.07402084224993187,0.013975349303083718,0.0007197304891088111,0.0032010470539040117,0.07402084224993187,0.00042356340905349784,0.014861560625514402,0.058735718215363955,0.0054199999999999995,0.00542,1.0400803663142963,999.8973789532126,0.10262104678730344,1.0,7051421.167900485,1000.0,23.736842105263158,102.63157894736842,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7070539.946306242,0.0,0.0,20.294154907343025,0.001664137343775566,0.570591091747047,13902.457813949262,487795.2515005077,1927859.7423838663,7434672.753541014,2534908.496898286,,,,,1039.973632178362,0.11220768136661277,1039.973632178362,0.11220768136661532,1.2386373447743778e-14,2.5678930404876855e-15,1.0,0.0,20.294154907343028,0.00542,0.5705910917470471,0.5486,0.001664137343775567,0.0016,7070539.946306243,1.0515,0.014900000000000002,7070539.946306243,105351.04519996302,105351.04519996302,2429557.4516983232,3018544.6288683605,10605.809919459363,353526.9973153121,7070.539946306242,6363.485951675618,56564.31957044994,21211.619838918727,14141.079892612484,0.09196539708976917,0.014013167437387043,0.0007216781230254352,0.003209709279424851,0.07402084224993186,0.014013167437387043,0.0007216781230254352,0.003209709279424851,0.07402084224993186,0.0004235634090534978,0.014861560625514402,0.05873571821536394,0.005419999999999999,0.00542,1.0400858398597288,999.8921169031761,0.10788309682376375,1.0,7070539.946306243,1000.0,23.736842105263158,107.89473684210526,anion_exchange,IonExchangeZO,ion_exchange,,,,
