fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_ion_exchange_resin,fs.costing.aggregate_flow_sodium_chloride,fs.costing.aggregate_flow_costs[electricity],fs.costing.aggregate_flow_costs[ion_exchange_resin],fs.costing.aggregate_flow_costs[sodium_chloride],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.ion_exchange.capital_a_parameter[default],fs.costing.ion_exchange.capital_b_parameter[default],fs.costing.ion_exchange.capital_c_parameter[default],fs.costing.ion_exchange.capital_d_parameter[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.NaCl_flowrate[0.0],fs.unit.NaCl_dose,fs.unit.resin_demand[0.0],fs.unit.resin_replacement,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[IonExchangeZO],fs.costing.LCOW_aggregate_indirect_capex[IonExchangeZO],fs.costing.LCOW_aggregate_fixed_opex[IonExchangeZO],fs.costing.LCOW_aggregate_variable_opex[IonExchangeZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.LCOW_aggregate_variable_opex[ion_exchange_resin],fs.costing.LCOW_aggregate_variable_opex[sodium_chloride],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.properties_in[0.0].flow_vol,fs.unit.properties_in[0.0].conc_mass_comp[H2O],fs.unit.properties_in[0.0].conc_mass_comp[tds],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.properties_in[0.0].dens_mass,flow_mgd,tds,subtype,unit_class,unit,fs.costing.ion_exchange.capital_a_parameter[anion_exchange],fs.costing.ion_exchange.capital_b_parameter[anion_exchange],fs.costing.ion_exchange.capital_c_parameter[anion_exchange],fs.costing.ion_exchange.capital_d_parameter[anion_exchange]
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3086866.9441773663,0.0,0.0,7.334926164344537,0.0006014699601758537,0.20622901259529586,5024.772011143739,176304.07225183307,696787.2734863877,3245840.591802501,924110.4352176073,,,,,375.8663016520466,0.05242345786199598,375.8663016520466,0.052423457861997175,4.4766715564520775e-15,1.1997202887537093e-15,1.0,0.0,7.334926164344538,0.00542,0.20622901259529589,0.5486,0.0006014699601758548,0.0016,3086866.944177367,1.0515,0.014900000000000002,3086866.944177367,45994.31746824276,45994.31746824276,878116.1177493645,1135257.0237561741,4630.30041626605,154343.34720886833,3086.8669441773663,2778.18024975963,24694.93555341893,9260.6008325321,6173.733888354733,0.09569654783693181,0.01692687806552964,0.000871734220374777,0.00387709330109554,0.07402084224993188,0.01692687806552964,0.000871734220374777,0.00387709330109554,0.07402084224993188,0.00042356340905349784,0.014861560625514402,0.058735718215363955,0.0054199999999999995,0.00542,0.37591872510990865,999.8605457659853,0.13945423401472953,1.0,3086866.944177367,1000.0,8.578947368421051,139.47368421052633,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3094212.197617949,0.0,0.0,7.334964763835473,0.0006014731253657624,0.20623009785978577,5024.798453624189,176305.000038601,696790.9402764064,3253564.1257952736,924224.5005131391,,,,,375.8663016520466,0.054401701554901497,375.8663016520466,0.05440170155490274,4.4766715564520775e-15,1.2449927524802288e-15,1.0,0.0,7.334964763835474,0.00542,0.2062300978597858,0.5486,0.0006014731253657635,0.0016,3094212.1976179495,1.0515,0.014900000000000002,3094212.1976179495,46103.76174450744,46103.76174450744,878120.7387686316,1135873.516021827,4641.318296426924,154710.60988089745,3094.212197617949,2784.7909778561543,24753.697580943593,9282.636592853847,6188.424395235898,0.09574801121680394,0.016967066577614712,0.0008738039287471602,0.0038862984605102188,0.07402084224993187,0.016967066577614712,0.0008738039287471602,0.0038862984605102188,0.07402084224993187,0.00042356340905349784,0.014861560625514402,0.05873571821536395,0.0054199999999999995,0.00542,0.37592070335360156,999.8552841036166,0.14471589638341822,1.0,3094212.1976179495,1000.0,8.578947368421051,144.73684210526318,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3101574.8623153158,0.0,0.0,7.3350033633264085,0.000601476290555671,0.20623118312427569,5024.824896104638,176305.92782536885,696794.607066425,3261305.9677245547,924338.8252363967,,,,,375.8663016520466,0.056379945247807,375.8663016520466,0.05637994524780828,4.4766715564520775e-15,1.2902652162067606e-15,1.0,0.0,7.335003363326409,0.00542,0.2062311831242757,0.5486,0.0006014762905556721,0.0016,3101574.862315316,1.0515,0.014900000000000002,3101574.862315316,46213.46544849821,46213.46544849821,878125.3597878985,1136491.458672749,4652.362293472974,155078.7431157658,3101.574862315316,2791.4173760837843,24812.598898522527,9304.724586945948,6203.149724630632,0.09579959631404991,0.017007350140591536,0.0008758785322404663,0.0038955253912860573,0.07402084224993188,0.017007350140591536,0.0008758785322404663,0.0038955253912860573,0.07402084224993188,0.0004235634090534979,0.014861560625514402,0.05873571821536396,0.00542,0.00542,0.3759226815972944,999.8500224966256,0.14997750337449384,1.0,3101574.862315316,1000.0,8.578947368421051,150.0,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3320253.909340947,0.0,0.0,8.414162484360386,0.0006899682233997855,0.23657285459820146,5764.100033365215,202244.85936783804,799310.2050091107,3491246.985672006,1056790.9476594941,,,,,431.2085791959062,0.021560428959795316,431.2085791959062,0.021560428959795805,5.13581338071496e-15,4.934143055593356e-16,1.0,0.0,8.414162484360386,0.00542,0.2365728545982015,0.5486,0.0006899682233997866,0.0016,3320253.9093409474,1.0515,0.014900000000000002,3320253.9093409474,49471.78324918012,49471.78324918012,1007319.164410314,1283901.5742971478,4980.38086401142,166012.69546704736,3320.253909340947,2988.2285184068523,26562.031274727575,9960.76172802284,6640.507818681894,0.09434494969737048,0.01587139515125383,0.000817376850289571,0.0036353354458952335,0.07402084224993188,0.01587139515125383,0.000817376850289571,0.0036353354458952335,0.07402084224993188,0.00042356340905349784,0.014861560625514402,0.05873571821536395,0.00542,0.00542,0.431230139624866,999.9500024998749,0.049997500124993766,1.0,3320253.9093409474,1000.0,9.842105263157894,50.0,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3328304.3550026254,0.0,0.0,8.414206767211951,0.0006899718546299261,0.2365740996562359,5764.130369217019,202245.9237612466,799314.4116945923,3499712.0292852614,1056916.200714595,,,,,431.2085791959062,0.023829947797668505,431.2085791959062,0.023829947797669046,5.135813380752112e-15,5.453526545310805e-16,1.0,0.0,8.414206767211951,0.00542,0.23657409965623594,0.5486,0.0006899718546299272,0.0016,3328304.355002626,1.0515,0.014900000000000002,3328304.355002626,49591.734889539126,49591.734889539126,1007324.465825056,1284577.490587308,4992.456532503938,166415.21775013127,3328.3043550026255,2995.473919502363,26626.434840021004,9984.913065007877,6656.608710005251,0.09439412127322452,0.0159097939597923,0.000819354388929306,0.0036441306745710837,0.07402084224993188,0.0159097939597923,0.000819354388929306,0.0036441306745710837,0.07402084224993188,0.00042356340905349784,0.014861560625514402,0.058735718215363955,0.00542,0.00542,0.43123240914370387,999.9447398959531,0.05526010404688163,1.0,3328304.355002626,1000.0,9.842105263157894,55.26315789473684,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3336374.246606259,0.0,0.0,8.414251050063514,0.0006899754858600667,0.23657534471427036,5764.160705068823,202246.9881546552,799318.6183800739,3508197.520306482,1057041.7435142312,,,,,431.2085791959062,0.026099466635541694,431.2085791959062,0.026099466635542287,5.135813380752112e-15,5.972910025816322e-16,1.0,0.0,8.414251050063514,0.00542,0.23657534471427039,0.5486,0.0006899754858600678,0.0016,3336374.2466062596,1.0515,0.014900000000000002,3336374.2466062596,49711.97627443327,49711.97627443327,1007329.767239798,1285255.0267552356,5004.561369909389,166818.71233031296,3336.374246606259,3002.7368219456334,26690.993972850072,10009.122739818778,6672.748493212518,0.09444341136375245,0.015948285318186886,0.0008213366938866283,0.00365294710174708,0.07402084224993188,0.015948285318186886,0.0008213366938866283,0.00365294710174708,0.07402084224993188,0.00042356340905349784,0.014861560625514404,0.058735718215363955,0.00542,0.00542,0.4312346786625417,999.9394773474237,0.06052265257629144,1.0,3336374.2466062596,1000.0,9.842105263157894,60.526315789473685,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3344463.6309457673,0.0,0.0,8.41429533291508,0.0006899791170902074,0.23657658977230483,5764.1910409206275,202248.0525480638,799322.8250655555,3516703.5079394747,1057167.576755632,,,,,431.2085791959062,0.028368985473414886,431.2085791959062,0.028368985473415532,5.13581338071496e-15,6.492293494528287e-16,1.0,0.0,8.41429533291508,0.00542,0.23657658977230486,0.5486,0.0006899791170902085,0.0016,3344463.6309457677,1.0515,0.014900000000000002,3344463.6309457677,49832.50810109194,49832.50810109194,1007335.06865454,1285934.1866989376,5016.695446418651,167223.18154728838,3344.4636309457674,3010.017267851191,26755.70904756614,10033.390892837302,6688.927261891535,0.09449282025351584,0.015986869448655957,0.000823323776605784,0.003661784778322235,0.07402084224993188,0.015986869448655957,0.000823323776605784,0.003661784778322235,0.07402084224993188,0.00042356340905349784,0.014861560625514404,0.058735718215363955,0.00542,0.00542,0.43123694818137964,999.9342148542859,0.06578514571409777,1.0,3344463.6309457677,1000.0,9.842105263157894,65.78947368421052,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3352572.5549272993,0.0,0.0,8.414339615766645,0.000689982748320348,0.23657783483033928,5764.2213767724315,202249.11694147237,799327.031751037,3525230.0415060553,1057293.7011376987,,,,,431.2085791959062,0.030638504311288083,431.2085791959062,0.030638504311288776,5.135813380752112e-15,7.011676986827444e-16,1.0,0.0,8.414339615766645,0.00542,0.2365778348303393,0.5486,0.0006899827483203491,0.0016,3352572.5549272997,1.0515,0.014900000000000002,3352572.5549272997,49953.331068416766,49953.331068416766,1007340.3700692818,1286614.9743257705,5028.858832390949,167628.62774636497,3352.5725549272993,3017.3152994345696,26820.580439418394,10057.717664781898,6705.145109854599,0.09454234822775733,0.016025546573949695,0.0008253156485584109,0.0036706437553173698,0.07402084224993188,0.016025546573949695,0.0008253156485584109,0.0036706437553173698,0.07402084224993188,0.0004235634090534979,0.014861560625514404,0.05873571821536395,0.00542,0.00542,0.4312392177002175,999.9289524165388,0.07104758346117514,1.0,3352572.5549272997,1000.0,9.842105263157894,71.05263157894737,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3360701.0655694464,0.0,0.0,8.414383898618208,0.0006899863795504885,0.23657907988837373,5764.251712624235,202250.18133488094,799331.2384365186,3533777.1704462734,1057420.1173610087,,,,,431.2085791959062,0.03290802314916127,431.2085791959062,0.03290802314916201,5.13581338071496e-15,7.531060453653178e-16,1.0,0.0,8.414383898618208,0.00542,0.23657907988837376,0.5486,0.0006899863795504896,0.0016,3360701.065569447,1.0515,0.014900000000000002,3360701.065569447,50074.445876984755,50074.445876984755,1007345.6714840238,1287297.393552458,5041.05159835417,168035.05327847233,3360.7010655694467,3024.630959012502,26885.608524555573,10082.10319670834,6721.402131138893,0.09459199557240183,0.016064316917351048,0.000827312321243581,0.003679524083875338,0.07402084224993188,0.016064316917351048,0.000827312321243581,0.003679524083875338,0.07402084224993188,0.00042356340905349784,0.014861560625514402,0.058735718215363955,0.00542,0.00542,0.43124148721905536,999.9236900341816,0.07630996581839808,1.0,3360701.065569447,1000.0,9.842105263157894,76.31578947368422,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3368849.210003467,0.0,0.0,8.414428181469773,0.0006899900107806291,0.23658032494640818,5764.282048476039,202251.2457282895,799335.4451220002,3542344.9443186456,1057546.8261278174,,,,,431.2085791959062,0.03517754198703446,431.2085791959062,0.035177541987035266,5.13581338071496e-15,8.050443933215341e-16,1.0,0.0,8.414428181469773,0.00542,0.2365803249464082,0.5486,0.0006899900107806302,0.0016,3368849.2100034673,1.0515,0.014900000000000002,3368849.2100034673,50195.85322905166,50195.85322905166,1007350.9728987657,1287981.4483051077,5053.2738150052,168442.46050017336,3368.849210003467,3031.9642890031205,26950.793680027735,10106.5476300104,6737.698420006934,0.09464176257405782,0.016103180702676835,0.0008293138061878586,0.0036884258152612725,0.07402084224993188,0.016103180702676835,0.0008293138061878586,0.0036884258152612725,0.07402084224993188,0.00042356340905349784,0.014861560625514402,0.058735718215363955,0.00542,0.00542,0.4312437567378932,999.9184277072134,0.0815722927866411,1.0,3368849.2100034673,1000.0,9.842105263157894,81.57894736842105,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3377017.035473661,0.0,0.0,8.414472464321339,0.0006899936420107697,0.23658157000444266,5764.3123843278445,202252.3101216981,799339.6518074818,3550933.412800555,1057673.828142065,,,,,431.2085791959062,0.037447060824907646,431.2085791959062,0.0374470608249085,5.13581338071496e-15,8.569827412778119e-16,1.0,0.0,8.414472464321339,0.00542,0.2365815700044427,0.5486,0.0006899936420107708,0.0016,3377017.0354736615,1.0515,0.014900000000000002,3377017.0354736615,50317.55382855755,50317.55382855755,1007356.2743135077,1288667.1425192454,5065.525553210492,168850.85177368307,3377.017035473661,3039.315331926295,27016.13628378929,10131.051106420984,6754.034070947322,0.09469164952001971,0.016142138154279485,0.0008313201149453951,0.003697349000862992,0.07402084224993188,0.016142138154279485,0.0008313201149453951,0.003697349000862992,0.07402084224993188,0.0004235634090534979,0.014861560625514402,0.058735718215363955,0.00542,0.00542,0.43124602625673114,999.9131654356332,0.08683456436677868,1.0,3377017.0354736615,1000.0,9.842105263157894,86.84210526315789,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3385204.589337524,0.0,0.0,8.414516747172904,0.0006899972732409104,0.23658281506247714,5764.3427201796485,202253.3745151067,799343.8584929634,3559542.625688407,1057801.124109379,,,,,431.2085791959062,0.039716579662780846,431.2085791959062,0.03971657966278175,5.135813380752112e-15,9.089210908850512e-16,1.0,0.0,8.414516747172904,0.00542,0.23658281506247716,0.5486,0.0006899972732409115,0.0016,3385204.5893375245,1.0515,0.014900000000000002,3385204.5893375245,50439.54838112911,50439.54838112911,1007361.5757282497,1289354.4801398257,5077.806884006286,169260.22946687622,3385.204589337524,3046.684130403772,27081.63671470019,10155.613768012572,6770.409178675048,0.09474165669826878,0.016181189497047787,0.0008333312590979656,0.0037062936921911645,0.07402084224993188,0.016181189497047787,0.0008333312590979656,0.0037062936921911645,0.07402084224993188,0.0004235634090534979,0.014861560625514402,0.05873571821536395,0.00542,0.00542,0.43124829577556906,999.9079032194402,0.09209678055968532,1.0,3385204.5893375245,1000.0,9.842105263157894,92.10526315789474,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3393411.919066089,0.0,0.0,8.414561030024469,0.000690000904471051,0.23658406012051159,5764.3730560314525,202254.43890851527,799348.065178445,3568172.632897993,1057928.7147370765,,,,,431.2085791959062,0.04198609850065404,431.2085791959062,0.04198609850065499,5.13581338071496e-15,9.608594371902588e-16,1.0,0.0,8.414561030024469,0.00542,0.2365840601205116,0.5486,0.0006900009044710521,0.0016,3393411.9190660897,1.0515,0.014900000000000002,3393411.9190660897,50561.83759408473,50561.83759408473,1007366.8771429916,1290043.46512126,5090.117878599134,169670.59595330447,3393.4119190660895,3054.0707271594806,27147.295352528716,10180.235757198268,6786.823838132179,0.09479178439747508,0.016220334956408504,0.0008353472502550398,0.0037152599408796813,0.07402084224993188,0.016220334956408504,0.0008353472502550398,0.0037152599408796813,0.07402084224993188,0.0004235634090534979,0.0148615606255144,0.058735718215363955,0.00542,0.00542,0.4312505652944069,999.9026410586337,0.09735894136623541,1.0,3393411.9190660897,1000.0,9.842105263157894,97.36842105263159,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3401639.072244206,0.0,0.0,8.414605312876033,0.0006900045357011916,0.23658530517854603,5764.403391883256,202255.50330192386,799352.2718639264,3576823.484464783,1058056.6007341722,,,,,431.2085791959062,0.04425561733852723,431.2085791959062,0.04425561733852824,5.13581338071496e-15,1.012797785146476e-15,1.0,0.0,8.414605312876033,0.00542,0.23658530517854606,0.5486,0.0006900045357011926,0.0016,3401639.0722442064,1.0515,0.014900000000000002,3401639.0722442064,50684.422176438675,50684.422176438675,1007372.1785577335,1290734.1014274417,5102.458608366309,170081.95361221032,3401.639072244206,3061.475165019786,27213.11257795365,10204.917216732618,6803.278144488412,0.09484203290699936,0.016259574758327677,0.0008373681000538765,0.0037242477986859563,0.07402084224993188,0.016259574758327677,0.0008373681000538765,0.0037242477986859563,0.07402084224993188,0.00042356340905349784,0.014861560625514402,0.05873571821536395,0.00542,0.00542,0.4312528348132448,999.8973789532126,0.10262104678730344,1.0,3401639.0722442064,1000.0,9.842105263157894,102.63157894736842,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3409886.096570736,0.0,0.0,8.414649595727596,0.0006900081669313321,0.2365865502365805,5764.43372773506,202256.56769533246,799356.4785494081,3585495.2305441294,1058184.7828113795,,,,,431.2085791959062,0.04652513617640042,431.2085791959062,0.04652513617640148,5.13581338071496e-15,1.0647361331027224e-15,1.0,0.0,8.414649595727596,0.00542,0.23658655023658054,0.5486,0.0006900081669313332,0.0016,3409886.0965707363,1.0515,0.014900000000000002,3409886.0965707363,50807.30283890397,50807.30283890397,1007377.4799724757,1291426.3930317622,5114.829144856104,170494.3048285368,3409.886096570736,3068.8974869136623,27279.088772565887,10229.658289712208,6819.772193141472,0.09489240251689408,0.01629890912931155,0.0008393938201595447,0.003733257317491137,0.07402084224993187,0.01629890912931155,0.0008393938201595447,0.003733257317491137,0.07402084224993187,0.0004235634090534978,0.014861560625514402,0.058735718215363955,0.0054199999999999995,0.0054199999999999995,0.43125510433208264,999.8921169031762,0.10788309682376376,1.0,3409886.0965707363,1000.0,9.842105263157894,107.89473684210526,anion_exchange,IonExchangeZO,ion_exchange,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3418153.0398589396,0.0,0.0,8.414693878579161,0.0006900117981614727,0.23658779529461496,5764.464063586864,202257.63208874103,799360.6852348896,3594187.9214116754,1058313.2616811157,,,,,431.2085791959062,0.0487946550142736,431.2085791959062,0.04879465501427471,5.13581338071496e-15,1.1166744810589346e-15,1.0,0.0,8.414693878579161,0.00542,0.236587795294615,0.5486,0.0006900117981614738,0.0016,3418153.03985894,1.0515,0.014900000000000002,3418153.03985894,50930.4802938982,50930.4802938982,1007382.7813872176,1292120.3439171414,5127.2295597884095,170907.65199294698,3418.15303985894,3076.337735873046,27345.22431887152,10254.459119576819,6836.30607971788,0.09494289351790584,0.016338338296408437,0.0008414244222650362,0.003742288549300529,0.07402084224993188,0.016338338296408437,0.0008414244222650362,0.003742288549300529,0.07402084224993188,0.0004235634090534978,0.014861560625514402,0.058735718215363955,0.0054199999999999995,0.0054199999999999995,0.4312573738509205,999.8868549085236,0.11314509147649082,1.0,3418153.03985894,1000.0,9.842105263157894,113.15789473684211,anion_exchange,IonExchangeZO,ion_exchange,,,,
