fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.dissolved_air_flotation.capital_a_parameter[default],fs.costing.dissolved_air_flotation.capital_b_parameter[default],fs.costing.dissolved_air_flotation.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[DissolvedAirFlotationZO],fs.costing.LCOW_aggregate_indirect_capex[DissolvedAirFlotationZO],fs.costing.LCOW_aggregate_fixed_opex[DissolvedAirFlotationZO],fs.costing.LCOW_aggregate_variable_opex[DissolvedAirFlotationZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,576172.9021485944,0.0,0.0,66.18560516414318,45340.27595070087,605845.8066092471,53925.25219271492,336873.359,0.3182,911.054,367.6610403634258,0.036766104036342576,367.62427425938944,0.033089493632708335,0.03676610403638979,0.0036766104036342583,0.9999,0.1,66.18560516414318,0.05,576172.9021485944,1.0515,0.014900000000000002,576172.9021485944,8584.976242014058,8584.976242014058,45340.27595070087,93336.39135001415,864.2593532228916,28808.645107429722,576.1729021485944,518.555611933735,4609.383217188755,1728.5187064457832,1152.3458042971888,0.0080437025005901,0.003230090607496022,0.00016634966628604475,0.0007398507041742901,0.003907411522633744,0.003230090607496022,0.00016634966628604475,0.0007398507041742901,0.003907411522633744,0.003907411522633744,0.05,0.05,1.0,576172.9021485944,8.391666666666666,default,DissolvedAirFlotationZO,dissolved_air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,593709.7663285995,0.0,0.0,72.72529504878295,49820.27342547221,624285.8192945224,58666.54894376834,336873.359,0.3182,911.054,403.9890180358795,0.040398901803587954,403.9486191340759,0.03635901162322915,0.040398901803619325,0.0040398901803587964,0.9999,0.1,72.72529504878295,0.05,593709.7663285995,1.0515,0.014900000000000002,593709.7663285995,8846.275518296134,8846.275518296134,49820.27342547221,99277.23738914324,890.5646494928993,29685.48831642998,593.7097663285996,534.3387896957396,4749.678130628797,1781.1292989857986,1187.4195326571992,0.007786328629646758,0.0030291035571217927,0.00015599883319177265,0.0006938147166994494,0.003907411522633745,0.0030291035571217927,0.00015599883319177265,0.0006938147166994494,0.003907411522633745,0.003907411522633744,0.05,0.05,1.0,593709.7663285995,9.220833333333333,default,DissolvedAirFlotationZO,dissolved_air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,610201.9132851886,0.0,0.0,79.26498493342271,54300.27090024354,641627.311819376,63392.279408192844,336873.359,0.3182,911.054,440.3169957083331,0.04403169957083332,440.2729640087623,0.03962852961374999,0.04403169957077339,0.004403169957083332,0.9999,0.1,79.26498493342271,0.05,610201.9132851886,1.0515,0.014900000000000002,610201.9132851886,9092.008507949311,9092.008507949311,54300.27090024354,105131.05682874334,915.3028699277829,30510.095664259432,610.2019132851887,549.1817219566698,4881.615306281509,1830.6057398555658,1220.4038265703773,0.007565161205069648,0.0028563906545194776,0.00014710411870775305,0.0006542549092086728,0.003907411522633745,0.0028563906545194776,0.00014710411870775305,0.0006542549092086728,0.003907411522633745,0.003907411522633744,0.05,0.05,1.0,610201.9132851886,10.049999999999999,default,DissolvedAirFlotationZO,dissolved_air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,625790.6264629827,0.0,0.0,85.8046748180625,58780.26837501489,658018.8437258265,68104.54870931334,336873.359,0.3182,911.054,476.6449733807868,0.04766449733807868,476.5973088834487,0.04289804760427081,0.04766449733801381,0.004766449733807869,0.9999,0.1,85.8046748180625,0.05,625790.6264629827,1.0515,0.014900000000000002,625790.6264629827,9324.280334298444,9324.280334298444,58780.26837501489,110909.6188035426,938.6859396944741,31289.53132314914,625.7906264629828,563.2115638166845,5006.325011703862,1877.3718793889482,1251.5812529259656,0.00737270404617762,0.0027060980216763062,0.0001393640481163297,0.0006198304537512371,0.003907411522633745,0.0027060980216763062,0.0001393640481163297,0.0006198304537512371,0.003907411522633745,0.003907411522633746,0.05000000000000001,0.05000000000000001,1.0,625790.6264629827,10.879166666666665,default,DissolvedAirFlotationZO,dissolved_air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,640588.9723410729,0.0,0.0,92.34436470270225,63260.265849786214,673579.3044166382,72805.0415376682,336873.359,0.3182,911.054,512.9729510532405,0.05129729510532406,512.9216537581352,0.04616756559479163,0.05129729510525409,0.005129729510532407,0.9999,0.1,92.34436470270225,0.05,640588.9723410729,1.0515,0.014900000000000002,640588.9723410729,9544.775687881987,9544.775687881987,63260.265849786214,116622.34193034499,960.8834585116093,32029.448617053644,640.5889723410729,576.5300751069657,5124.711778728583,1921.7669170232186,1281.1779446821458,0.007203439260549716,0.0025739166550485058,0.00013255670773499827,0.0005895543751324677,0.003907411522633744,0.0025739166550485058,0.00013255670773499827,0.0005895543751324677,0.003907411522633744,0.003907411522633744,0.05,0.05,1.0,640588.9723410729,11.708333333333332,default,DissolvedAirFlotationZO,dissolved_air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,654689.0048067742,0.0,0.0,98.88405458734204,67740.26332455757,688405.4885543231,77495.1294961785,336873.359,0.3182,911.054,549.3009287256942,0.05493009287256943,549.2459986328216,0.04943708358531248,0.054930092872612094,0.005493009287256944,0.9999,0.1,98.88405458734204,0.05,654689.0048067742,1.0515,0.014900000000000002,654689.0048067742,9754.866171620937,9754.866171620937,67740.26332455757,122276.89444377612,982.0335072101614,32734.450240338712,654.6890048067742,589.2201043260968,5237.512038454193,1964.0670144203227,1309.3780096135483,0.0070532076914479784,0.002456598607819472,0.00012651482830270284,0.0005626827326920598,0.003907411522633744,0.002456598607819472,0.00012651482830270284,0.0005626827326920598,0.003907411522633744,0.003907411522633744,0.05,0.05,1.0,654689.0048067742,12.5375,default,DissolvedAirFlotationZO,dissolved_air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,668166.7811856308,0.0,0.0,105.42374447198179,72220.26079932888,702577.3704166908,82175.9458389948,336873.359,0.3182,911.054,585.6289063981479,0.0585628906398148,585.5703435075081,0.05270660157583334,0.05856289063973492,0.005856289063981499,0.9999,0.1,105.42374447198179,0.05,668166.7811856308,1.0515,0.014900000000000002,668166.7811856308,9955.685039665901,9955.685039665901,72220.26079932888,127879.6120395276,1002.2501717784463,33408.33905928154,668.1667811856308,601.3501030670678,5345.334249485047,2004.5003435568926,1336.3335623712617,0.006918810096540475,0.002351645544484631,0.00012110974554095869,0.0005386432838811407,0.003907411522633745,0.002351645544484631,0.00012110974554095869,0.0005386432838811407,0.003907411522633745,0.003907411522633744,0.05,0.05,1.0,668166.7811856308,13.366666666666665,default,DissolvedAirFlotationZO,dissolved_air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,681085.9477770948,0.0,0.0,111.96343435662155,76700.25827410023,716161.8740876153,86848.43889597894,336873.359,0.3182,911.054,621.9568840706015,0.062195688407060155,621.8946883821944,0.05597611956635413,0.06219568840710846,0.006219568840706017,0.9999,0.1,111.96343435662155,0.05,681085.9477770948,1.0515,0.014900000000000002,681085.9477770948,10148.180621878713,10148.180621878713,76700.25827410023,133435.79655515865,1021.6289216656422,34054.29738885474,681.0859477770948,612.9773529993854,5448.6875822167585,2043.2578433312844,1362.1718955541896,0.006797742024911786,0.0022571017024001216,0.00011624073767360689,0.0005169880622043126,0.003907411522633745,0.0022571017024001216,0.00011624073767360689,0.0005169880622043126,0.003907411522633745,0.003907411522633745,0.05,0.05,1.0,681085.9477770948,14.195833333333331,default,DissolvedAirFlotationZO,dissolved_air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,693500.3617285568,0.0,0.0,118.50312424126133,81180.25574887157,729215.6303575776,91513.41113862707,336873.359,0.3182,911.054,658.2848617430552,0.06582848617430553,658.219033256881,0.05924563755687499,0.06582848617431084,0.006582848617430574,0.9999,0.1,118.50312424126133,0.05,693500.3617285568,1.0515,0.014900000000000002,693500.3617285568,10333.155389755497,10333.155389755497,81180.25574887157,138949.934376356,1040.2505425928352,34675.018086427845,693.5003617285569,624.1503255557012,5548.002893828455,2080.5010851856705,1387.0007234571137,0.006688012616404241,0.0021714123895168608,0.00011182773806011868,0.0004973609661935174,0.003907411522633745,0.0021714123895168608,0.00011182773806011868,0.0004973609661935174,0.003907411522633745,0.003907411522633744,0.05,0.05,1.0,693500.3617285568,15.024999999999999,default,DissolvedAirFlotationZO,dissolved_air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,705456.0465963979,0.0,0.0,125.0428141259011,85660.25322364291,741787.0329961125,96171.54831792925,336873.359,0.3182,911.054,694.612839415509,0.0694612839415509,694.5433781315675,0.06251515554739583,0.06946128394160485,0.006946128394155112,0.9999,0.1,125.0428141259011,0.05,705456.0465963979,1.0515,0.014900000000000002,705456.0465963979,10511.29509428633,10511.29509428633,85660.25322364291,144425.85933826683,1058.1840698945969,35272.8023298199,705.4560465963979,634.9104419367582,5643.648372771183,2116.3681397891937,1410.9120931927957,0.006588017729427681,0.00209332490801666,0.0001078062327628585,0.0004794750660144181,0.003907411522633744,0.00209332490801666,0.0001078062327628585,0.0004794750660144181,0.003907411522633744,0.003907411522633744,0.05,0.05,1.0,705456.0465963979,15.854166666666666,default,DissolvedAirFlotationZO,dissolved_air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,716992.6765725907,0.0,0.0,131.58250401054087,90140.25069841425,753917.7994160792,100823.44157934586,336873.359,0.3182,911.054,730.9408170879626,0.07309408170879628,730.8677230062539,0.06578467353791666,0.07309408170869656,0.007309408170879629,0.9999,0.1,131.58250401054087,0.05,716992.6765725907,1.0515,0.014900000000000002,716992.6765725907,10683.190880931603,10683.190880931603,90140.25069841425,149866.8763639259,1075.489014858886,35849.633828629536,716.9926765725908,645.2934089153317,5735.941412580726,2150.978029717772,1433.9853531451815,0.006496449200310829,0.0020218176936018985,0.00010412361122049772,0.00046309637285468796,0.003907411522633745,0.0020218176936018985,0.00010412361122049772,0.00046309637285468796,0.003907411522633745,0.003907411522633745,0.05000000000000001,0.05000000000000001,1.0,716992.6765725907,16.683333333333334,default,DissolvedAirFlotationZO,dissolved_air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,728144.7205281093,0.0,0.0,138.12219389518063,94620.24817318558,765644.1736353071,105469.6045090544,336873.359,0.3182,911.054,767.2687947604164,0.07672687947604165,767.1920678809404,0.06905419152843749,0.076726879475937,0.007672687947604165,0.9999,0.1,138.12219389518063,0.05,728144.7205281093,1.0515,0.014900000000000002,728144.7205281093,10849.35633586883,10849.35633586883,94620.24817318558,155275.8567648836,1092.217080792164,36407.236026405466,728.1447205281094,655.3302484752985,5825.157764224875,2184.434161584328,1456.2894410562187,0.006412228710280144,0.0019560486712442804,0.00010073650656908039,0.00044803200983303907,0.003907411522633744,0.0019560486712442804,0.00010073650656908039,0.00044803200983303907,0.003907411522633744,0.003907411522633744,0.049999999999999996,0.049999999999999996,1.0,728144.7205281093,17.5125,default,DissolvedAirFlotationZO,dissolved_air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,738942.3361019068,0.0,0.0,144.66188377982044,99100.24564795695,776997.8664111551,110110.48645587536,336873.359,0.3182,911.054,803.5967724328701,0.08035967724328703,803.5164127556269,0.07232370951895835,0.08035967724317741,0.008035967724328704,0.9999,0.1,144.66188377982044,0.05,738942.3361019068,1.0515,0.014900000000000002,738942.3361019068,11010.240807918413,11010.240807918413,99100.24564795695,160655.31272023404,1108.4135041528602,36947.11680509534,738.9423361019069,665.0481024917162,5911.538688815255,2216.8270083057205,1477.8846722038138,0.006334458769409839,0.001895316977828743,9.760882435818044e-05,0.00043412144458917,0.003907411522633745,0.001895316977828743,9.760882435818044e-05,0.00043412144458917,0.003907411522633745,0.003907411522633745,0.05,0.05,1.0,738942.3361019068,18.34166666666667,default,DissolvedAirFlotationZO,dissolved_air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,749412.0771696663,0.0,0.0,151.2015736644602,103580.24312272828,788006.7991439041,114746.48307255631,336873.359,0.3182,911.054,839.9247501053239,0.08399247501053239,839.8407576303134,0.07559322750947918,0.08399247501041783,0.008399247501053241,0.9999,0.1,151.2015736644602,0.05,749412.0771696663,1.0515,0.014900000000000002,749412.0771696663,11166.239949828028,11166.239949828028,103580.24312272828,166007.4562098825,1124.1181157544995,37470.603858483315,749.4120771696663,674.4708694526997,5995.29661735733,2248.236231508999,1498.8241543393326,0.0062623858342274775,0.0018390341601479058,9.471025924761762e-05,0.00042122989219821067,0.003907411522633745,0.0018390341601479058,9.471025924761762e-05,0.00042122989219821067,0.003907411522633745,0.003907411522633745,0.05,0.05,1.0,749412.0771696663,19.170833333333334,default,DissolvedAirFlotationZO,dissolved_air_flotation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,759577.4599563917,0.0,0.0,157.74126354909998,108060.24059749962,798695.6991441459,119377.94475084987,336873.359,0.3182,911.054,876.2527277777775,0.08762527277777776,876.1651025049997,0.07886274549999997,0.08762527277788022,0.008762527277777777,0.9999,0.1,157.74126354909998,0.05,759577.4599563917,1.0515,0.014900000000000002,759577.4599563917,11317.704153350238,11317.704153350238,108060.24059749962,171334.24617262138,1139.3661899345875,37978.872997819584,759.5774599563917,683.6197139607526,6076.619679651134,2278.732379869175,1519.1549199127835,0.006195372174029363,0.0017867022048929568,9.201516355198746e-05,0.00040924328295067455,0.003907411522633745,0.0017867022048929568,9.201516355198746e-05,0.00040924328295067455,0.003907411522633745,0.003907411522633745,0.05,0.05,1.0,759577.4599563917,20.0,default,DissolvedAirFlotationZO,dissolved_air_flotation
