fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.bio_active_filtration.capital_a_parameter[default],fs.costing.bio_active_filtration.capital_b_parameter[default],fs.costing.bio_active_filtration.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[BioActiveFiltrationZO],fs.costing.LCOW_aggregate_indirect_capex[BioActiveFiltrationZO],fs.costing.LCOW_aggregate_fixed_opex[BioActiveFiltrationZO],fs.costing.LCOW_aggregate_variable_opex[BioActiveFiltrationZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3497157.515865457,0.0,0.0,0.0,0.0,3677261.127932528,52107.6469863953,725570.0,0.5862,1.0,367.6610403634258,0.036766104036342576,363.98442995979156,0.03308949363270876,3.6766104036342684,0.003676610403634696,0.99,0.1,5.218206108668607e-19,0.0,3497157.515865457,1.0515,0.014900000000000002,3497157.515865457,52107.64698639531,52107.64698639531,0.0,291318.76052332274,5245.736273798186,174857.87579327286,3497.157515865457,3147.4417642789113,27977.260126923655,10491.472547596371,6994.315031730914,0.02510576430690241,0.019605461490477854,0.0010096812667596121,0.004490621549664944,3.0806817624349305e-23,0.019605461490477854,0.0010096812667596121,0.004490621549664944,3.0806817624349305e-23,0.0,0.0,3.942100473152152e-22,1.0,3497157.515865457,8.391666666666666,default,BioActiveFiltrationZO,bio_active_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3695758.969563698,0.0,0.0,0.0,0.0,3886090.5564962286,55066.80864649911,725570.0,0.5862,1.0,403.9890180358795,0.040398901803587954,399.9491278555207,0.03635901162322964,4.039890180358807,0.004039890180359276,0.99,0.1,5.218206108668607e-19,0.0,3695758.969563698,1.0515,0.014900000000000002,3695758.969563698,55066.80864649911,55066.80864649911,0.0,307862.57619848935,5543.638454345547,184787.9484781849,3695.758969563698,3326.1830726073285,29566.071756509584,11087.276908691094,7391.517939127396,0.02414570806049896,0.018855739413210497,0.0009710705797803407,0.0043188980675081205,2.803657058085834e-23,0.018855739413210497,0.0009710705797803407,0.0043188980675081205,2.803657058085834e-23,0.0,0.0,3.5876142579884473e-22,1.0,3695758.969563698,9.220833333333333,default,BioActiveFiltrationZO,bio_active_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3887094.5990399215,0.0,0.0,0.0,0.0,4087279.9708904778,57917.70952569483,725570.0,0.5862,1.0,440.3169957083331,0.04403169957083332,435.91382575124976,0.03962852961375052,4.403169957083361,0.004403169957083857,0.99,0.1,5.218206108668607e-19,0.0,3887094.5990399215,1.0515,0.014900000000000002,3887094.5990399215,57917.70952569484,57917.70952569484,0.0,323801.13720699144,5830.641898559882,194354.7299519961,3887.094599039922,3498.38513913593,31096.756792319375,11661.283797119764,7774.189198079844,0.023300515330556736,0.01819571594942141,0.0009370793713952031,0.004167720009740121,2.5723437270082718e-23,0.01819571594942141,0.0009370793713952031,0.004167720009740121,2.5723437270082718e-23,0.0,0.0,3.2916212076817726e-22,1.0,3887094.5990399215,10.049999999999999,default,BioActiveFiltrationZO,bio_active_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4071999.5658253357,0.0,0.0,5.723484134352714e-42,3.9208614364611076e-39,4281707.5434653405,60672.793530797506,725570.0,0.5862,1.0,476.6449733807868,0.04766449733807868,471.87852364697886,0.042898047604271385,4.766449733807881,0.004766449733808436,0.99,0.1,5.218206108668607e-19,0.0,4071999.5658253357,1.0515,0.014900000000000002,4071999.5658253357,60672.793530797506,60672.793530797506,3.9208614364611076e-39,339204.0138272636,6107.999348738003,203599.9782912668,4071.9995658253356,3664.7996092428025,32575.996526602685,12215.998697476007,8143.999131650671,0.02254854747678634,0.017608493165882432,0.0009068373980429476,0.0040332169128609605,2.3762899538659332e-23,0.017608493165882432,0.0009068373980429476,0.0040332169128609605,2.3762899538659332e-23,2.606388092299102e-46,3.335181997069862e-45,3.0407469754609094e-22,1.0,4071999.5658253357,10.879166666666665,default,BioActiveFiltrationZO,bio_active_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4251157.344971933,0.0,0.0,0.0,0.0,4470091.948237988,63342.24444008181,725570.0,0.5862,1.0,512.9729510532405,0.05129729510532406,507.84322154270814,0.046167565594792265,5.12972951053242,0.005129729510533018,0.99,0.1,5.218206108668607e-19,0.0,4251157.344971933,1.0515,0.014900000000000002,4251157.344971933,63342.24444008181,63342.24444008181,0.0,354128.1406137523,6376.7360174579,212557.86724859668,4251.1573449719335,3826.0416104747405,34009.25875977547,12753.4720349158,8502.314689943867,0.0218735150498536,0.01708135039144736,0.0008796895451595388,0.003912475113246703,2.2080046510832565e-23,0.01708135039144736,0.0008796895451595388,0.003912475113246703,2.2080046510832565e-23,0.0,0.0,2.8254058195474855e-22,1.0,4251157.344971933,11.708333333333332,default,BioActiveFiltrationZO,bio_active_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4425135.98549448,0.0,0.0,0.0,0.0,4653030.488747446,65934.52618386775,725570.0,0.5862,1.0,549.3009287256942,0.05493009287256943,543.8079194384372,0.049437083585313145,5.4930092872569585,0.005493009287257599,0.99,0.1,5.218206108668607e-19,0.0,4425135.98549448,1.0515,0.014900000000000002,4425135.98549448,65934.52618386775,65934.52618386775,0.0,368620.8369491698,6637.70397824172,221256.79927472398,4425.135985494479,3982.622386945032,35401.087883955835,13275.40795648344,8850.271970988959,0.021262883181853768,0.016604498962963343,0.000855131696592616,0.0038032525222978066,2.0619784212508971e-23,0.016604498962963343,0.000855131696592616,0.0038032525222978066,2.0619784212508971e-23,0.0,0.0,2.638547807553484e-22,1.0,4425135.98549448,12.5375,default,BioActiveFiltrationZO,bio_active_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4594413.891208886,0.0,0.0,0.0,0.0,4831026.206606144,68456.7669790124,725570.0,0.5862,1.0,585.6289063981479,0.0585628906398148,579.7726173341664,0.05270660157583402,5.856289063981496,0.005856289063982178,0.99,0.1,5.218206108668607e-19,0.0,4594413.891208886,1.0515,0.014900000000000002,4594413.891208886,68456.7669790124,68456.7669790124,0.0,382721.95462916675,6891.620836813329,229720.69456044433,4594.4138912088865,4134.972502087998,36755.31112967109,13783.241673626659,9188.827782417773,0.020706823250585822,0.016170263564446754,0.0008327685735690094,0.0037037911125700606,1.9340689119526034e-23,0.016170263564446754,0.0008327685735690094,0.0037037911125700606,1.9340689119526034e-23,0.0,0.0,2.474872304528814e-22,1.0,4594413.891208886,13.366666666666665,default,BioActiveFiltrationZO,bio_active_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4759398.6102891,0.0,0.0,0.0,0.0,5004507.638718989,70915.0392933076,725570.0,0.5862,1.0,621.9568840706015,0.062195688407060155,615.7373152298954,0.05597611956635488,6.219568840706131,0.006219568840706758,0.99,0.1,5.218206108668607e-19,0.0,4759398.6102891,1.0515,0.014900000000000002,4759398.6102891,70915.0392933076,70915.0392933076,0.0,396465.44306218403,7139.097915433649,237969.930514455,4759.398610289099,4283.45874926019,38075.188882312796,14278.195830867298,9518.797220578199,0.02019750226930307,0.01577252730106257,0.000812285156004722,0.0036126898122357783,1.8211015760328595e-23,0.01577252730106257,0.000812285156004722,0.0036126898122357783,1.8211015760328595e-23,0.0,0.0,2.3303170980124554e-22,1.0,4759398.6102891,14.195833333333331,default,BioActiveFiltrationZO,bio_active_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4920440.825347605,0.0,0.0,0.0,0.0,5173843.527853007,73314.56829767932,725570.0,0.5862,1.0,658.2848617430552,0.06582848617430553,651.7020131256246,0.05924563755687577,6.582848617430572,0.0065828486174313375,0.99,0.1,5.218206108668607e-19,0.0,4920440.825347605,1.0515,0.014900000000000002,4920440.825347605,73314.56829767933,73314.56829767933,0.0,409880.5146653183,7380.661238021408,246022.04126738026,4920.440825347605,4428.396742812845,39363.52660278084,14761.322476042817,9840.88165069521,0.0197285883264611,0.015406345489732137,0.000793426792721208,0.003528816044007756,1.7206026260521218e-23,0.015406345489732137,0.000793426792721208,0.003528816044007756,1.7206026260521218e-23,0.0,0.0,2.2017166813445463e-22,1.0,4920440.825347605,15.024999999999999,default,BioActiveFiltrationZO,bio_active_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5077844.966036346,0.0,0.0,0.0,0.0,5339353.981787218,75659.88999394156,725570.0,0.5862,1.0,694.612839415509,0.0694612839415509,687.6667110213539,0.06251515554739663,6.94612839415522,0.006946128394155918,0.99,0.1,5.218206108668607e-19,0.0,5077844.966036346,1.0515,0.014900000000000002,5077844.966036346,75659.88999394156,75659.88999394156,0.0,422992.52891078894,7616.767449054519,253892.2483018173,5077.844966036346,4570.060469432711,40622.759728290766,15233.534898109037,10155.689932072692,0.019294898383487573,0.015067670619218942,0.0007759850368897778,0.0034512427273788557,1.6306157870023523e-23,0.015067670619218942,0.0007759850368897778,0.0034512427273788557,1.6306157870023523e-23,0.0,0.0,2.0865677668668683e-22,1.0,5077844.966036346,15.854166666666666,default,BioActiveFiltrationZO,bio_active_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5231877.392763204,0.0,0.0,0.0,0.0,5501319.07849051,77954.97315217175,725570.0,0.5862,1.0,730.9408170879626,0.07309408170879628,723.631408917083,0.06578467353791753,7.309408170879648,0.007309408170880498,0.99,0.1,5.218206108668607e-19,0.0,5231877.392763204,1.0515,0.014900000000000002,5231877.392763204,77954.97315217175,77954.97315217175,0.0,435823.6740424841,7847.816089144806,261593.86963816022,5231.877392763204,4708.689653486884,41855.01914210563,15695.632178289612,10463.754785526407,0.018892142329266164,0.014753152478501601,0.000759787352642836,0.0033792024981217266,1.5495736936922955e-23,0.014753152478501601,0.000759787352642836,0.0033792024981217266,1.5495736936922955e-23,0.0,0.0,1.9828647235086e-22,1.0,5231877.392763204,16.683333333333334,default,BioActiveFiltrationZO,bio_active_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5382772.799957349,0.0,0.0,0.0,0.0,5659985.599155153,80203.3147193645,725570.0,0.5862,1.0,767.2687947604164,0.07672687947604165,759.5961068128122,0.0690541915284384,7.672687947604186,0.0076726879476050796,0.99,0.1,5.218206108668607e-19,0.0,5382772.799957349,1.0515,0.014900000000000002,5382772.799957349,80203.31471936451,80203.31471936451,0.0,448393.5004781062,8074.1591999360235,269138.63999786746,5382.772799957349,4844.495519961614,43062.18239965879,16148.318399872047,10765.545599914698,0.018516733619588485,0.014459990282330097,0.0007446894995400005,0.0033120538377183865,1.476205821923376e-23,0.014459990282330097,0.0007446894995400005,0.0033120538377183865,1.476205821923376e-23,0.0,0.0,1.8889817637231582e-22,1.0,5382772.799957349,17.5125,default,BioActiveFiltrationZO,bio_active_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5530739.291811652,0.0,0.0,2.9791728827240054e-36,2.0408746022045627e-33,5815572.365339952,82408.01544799362,725570.0,0.5862,1.0,803.5967724328701,0.08035967724328703,795.5608047085415,0.07232370951895929,8.035967724328724,0.008035967724329662,0.99,0.1,5.218206108668607e-19,0.0,5530739.291811652,1.0515,0.014900000000000002,5530739.291811652,82408.01544799362,82408.01544799362,2.0408746022045627e-33,460719.34362655587,8296.108937717478,276536.9645905826,5530.739291811652,4977.665362630487,44245.914334493216,16592.217875434955,11061.478583623304,0.01816564691859342,0.014185821501326877,0.0007305698073183359,0.003249255609948211,1.4094713924452406e-23,0.014185821501326877,0.0007305698073183359,0.003249255609948211,1.4094713924452406e-23,8.046939626399474e-41,1.0297020904478172e-39,1.8035870860809705e-22,1.0,5530739.291811652,18.34166666666667,default,BioActiveFiltrationZO,bio_active_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5675962.45301922,0.0,0.0,0.0,0.0,5968274.51934971,84571.84054998639,725570.0,0.5862,1.0,839.9247501053239,0.08399247501053239,831.5255026042707,0.07559322750948015,8.399247501053132,0.008399247501054238,0.99,0.1,5.218206108668607e-19,0.0,5675962.45301922,1.0515,0.014900000000000002,5675962.45301922,84571.84054998639,84571.84054998639,0.0,472816.6629867329,8513.943679528831,283798.12265096104,5675.96245301922,5108.3662077172985,45407.69962415376,17027.887359057662,11351.92490603844,0.017836309525346223,0.013928637075401746,0.0007173248093831923,0.0031903476405612864,1.3485096869254402e-23,0.013928637075401746,0.0007173248093831923,0.0031903476405612864,1.3485096869254402e-23,0.0,0.0,1.7255792986151776e-22,1.0,5675962.45301922,19.170833333333334,default,BioActiveFiltrationZO,bio_active_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5818608.648158836,0.0,0.0,0.0,0.0,6118266.993539017,86697.26885756665,725570.0,0.5862,1.0,876.2527277777775,0.08762527277777776,867.4902004999998,0.07886274550000102,8.7625272777778,0.00876252727777882,0.99,0.1,5.218206108668607e-19,0.0,5818608.648158836,1.0515,0.014900000000000002,5818608.648158836,86697.26885756667,86697.26885756667,0.0,484699.3169915689,8727.912972238255,290930.43240794184,5818.608648158836,5236.747783342953,46548.86918527069,17455.82594447651,11637.217296317673,0.017526517484631486,0.013686715903433302,0.0007048658690268165,0.0031349357121713663,1.2926027228216561e-23,0.013686715903433302,0.0007048658690268165,0.0031349357121713663,1.2926027228216561e-23,0.0,0.0,1.65403965686009e-22,1.0,5818608.648158836,20.0,default,BioActiveFiltrationZO,bio_active_filtration
