fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.struvite_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.pump_electricity.pump_cost[default],fs.unit.properties[0.0].flow_mass_comp[H2O],fs.unit.properties[0.0].flow_mass_comp[tds],fs.unit.lift_height,fs.unit.eta_pump,fs.unit.eta_motor,fs.unit.electricity[0.0],fs.unit.applied_pressure[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[PumpElectricityZO],fs.costing.LCOW_aggregate_indirect_capex[PumpElectricityZO],fs.costing.LCOW_aggregate_fixed_opex[PumpElectricityZO],fs.costing.LCOW_aggregate_variable_opex[PumpElectricityZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,274765.26586074714,0.0,0.0,135.64355080235475,92922.26019629376,288915.67705257563,97016.26265761889,94.0,367.6610403634258,0.036766104036342576,30.47,0.9,0.9,135.64355080235475,2.988086255,274765.26586074714,1.0515,0.0149,166524.40355196796,4094.0024613251326,4094.0024613251326,92922.26019629376,115810.64206707866,412.1478987911207,13738.263293037358,274.76526586074715,247.28873927467245,2198.122126885977,824.2957975822414,549.5305317214943,0.009980526756135023,0.0009335546844120203,0.0006861393541757246,0.00035281991685419926,0.00800801280069308,0.0009335546844120203,0.0006861393541757246,0.00035281991685419926,0.00800801280069308,0.00800801280069308,0.10247209379286693,0.10247209379286693,1.65,166524.40355196796,8.391666666666666,default,PumpElectricityZO,pump_electricity
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,301914.36611213174,0.0,0.0,149.04626510705612,102103.75462482526,317462.95596690656,106602.27867989603,94.0,403.9890180358795,0.040398901803587954,30.47,0.9,0.9,149.04626510705612,2.988086255,301914.36611213174,1.0515,0.0149,182978.40370432226,4498.524055070763,4498.524055070763,102103.75462482526,127253.69955036996,452.87154916819765,15095.718305606588,301.91436611213175,271.7229295009186,2415.314928897054,905.7430983363953,603.8287322242635,0.009980526756135023,0.0009335546844120201,0.0006861393541757248,0.0003528199168541992,0.008008012800693078,0.0009335546844120201,0.0006861393541757248,0.0003528199168541992,0.008008012800693078,0.008008012800693078,0.10247209379286691,0.10247209379286691,1.65,182978.40370432226,9.220833333333333,default,PumpElectricityZO,pump_electricity
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,329063.46636351635,0.0,0.0,162.4489794117575,111285.24905335676,346010.2348812375,116188.29470217315,94.0,440.3169957083331,0.04403169957083332,30.47,0.9,0.9,162.4489794117575,2.988086255,329063.46636351635,1.0515,0.0149,199432.4038566766,4903.045648816394,4903.045648816394,111285.24905335676,138696.7570336612,493.5951995452745,16453.173318175817,329.06346636351634,296.15711972716474,2632.5077309081307,987.190399090549,658.1269327270327,0.009980526756135023,0.0009335546844120203,0.0006861393541757247,0.0003528199168541992,0.00800801280069308,0.0009335546844120203,0.0006861393541757247,0.0003528199168541992,0.00800801280069308,0.00800801280069308,0.10247209379286693,0.10247209379286693,1.65,199432.4038566766,10.049999999999999,default,PumpElectricityZO,pump_electricity
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,356212.56661490106,0.0,0.0,175.8516937164589,120466.74348188828,374557.5137955685,125774.3107244503,94.0,476.6449733807868,0.04766449733807868,30.47,0.9,0.9,175.8516937164589,2.988086255,356212.56661490106,1.0515,0.0149,215886.40400903096,5307.567242562026,5307.567242562026,120466.74348188828,150139.81451695252,534.3188499223517,17810.628330745054,356.21256661490105,320.591309953411,2849.7005329192084,1068.6376998447033,712.4251332298021,0.009980526756135024,0.0009335546844120204,0.0006861393541757248,0.0003528199168541993,0.008008012800693081,0.0009335546844120204,0.0006861393541757248,0.0003528199168541993,0.008008012800693081,0.00800801280069308,0.10247209379286691,0.10247209379286691,1.65,215886.40400903096,10.879166666666665,default,PumpElectricityZO,pump_electricity
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,383361.6668662857,0.0,0.0,189.2544080211603,129648.23791041979,403104.7927098995,135360.32674672746,94.0,512.9729510532405,0.05129729510532406,30.47,0.9,0.9,189.2544080211603,2.988086255,383361.6668662857,1.0515,0.0149,232340.4041613853,5712.088836307657,5712.088836307657,129648.23791041979,161582.87200024383,575.0425002994286,19168.083343314287,383.36166686628576,345.0255001796572,3066.893334930286,1150.0850005988573,766.7233337325715,0.009980526756135026,0.0009335546844120204,0.0006861393541757248,0.0003528199168541993,0.00800801280069308,0.0009335546844120204,0.0006861393541757248,0.0003528199168541993,0.00800801280069308,0.00800801280069308,0.10247209379286693,0.10247209379286693,1.65,232340.4041613853,11.708333333333332,default,PumpElectricityZO,pump_electricity
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,410510.7671176704,0.0,0.0,202.6571223258617,138829.73233895132,431652.0716242305,144946.3427690046,94.0,549.3009287256942,0.05493009287256943,30.47,0.9,0.9,202.6571223258617,2.988086255,410510.7671176704,1.0515,0.0149,248794.40431373965,6116.610430053289,6116.610430053289,138829.73233895132,173025.92948353512,615.7661506765056,20525.53835588352,410.5107671176704,369.45969040590336,3284.0861369413633,1231.5323013530112,821.0215342353408,0.009980526756135023,0.0009335546844120203,0.0006861393541757247,0.0003528199168541992,0.00800801280069308,0.0009335546844120203,0.0006861393541757247,0.0003528199168541992,0.00800801280069308,0.00800801280069308,0.10247209379286693,0.10247209379286693,1.65,248794.40431373965,12.5375,default,PumpElectricityZO,pump_electricity
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,437659.86736905493,0.0,0.0,216.05983663056307,148011.22676748282,460199.3505385613,154532.35879128173,94.0,585.6289063981479,0.0585628906398148,30.47,0.9,0.9,216.05983663056307,2.988086255,437659.86736905493,1.0515,0.0149,265248.4044660939,6521.132023798918,6521.132023798918,148011.22676748282,184468.9869668264,656.4898010535824,21882.99336845275,437.65986736905495,393.8938806321495,3501.2789389524396,1312.9796021071647,875.3197347381099,0.009980526756135026,0.0009335546844120204,0.0006861393541757244,0.0003528199168541992,0.008008012800693081,0.0009335546844120204,0.0006861393541757244,0.0003528199168541992,0.008008012800693081,0.008008012800693081,0.10247209379286693,0.10247209379286693,1.65,265248.4044660939,13.366666666666665,default,PumpElectricityZO,pump_electricity
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,464808.96762043965,0.0,0.0,229.46255093526446,157192.72119601432,488746.62945289235,164118.37481355888,94.0,621.9568840706015,0.062195688407060155,30.47,0.9,0.9,229.46255093526446,2.988086255,464808.96762043965,1.0515,0.0149,281702.4046184483,6925.653617544551,6925.653617544551,157192.72119601432,195912.04445011768,697.2134514306595,23240.448381021983,464.80896762043966,418.32807085839573,3718.4717409635173,1394.426902861319,929.6179352408793,0.009980526756135026,0.0009335546844120205,0.0006861393541757249,0.0003528199168541993,0.008008012800693081,0.0009335546844120205,0.0006861393541757249,0.0003528199168541993,0.008008012800693081,0.008008012800693081,0.10247209379286694,0.10247209379286694,1.65,281702.4046184483,14.195833333333331,default,PumpElectricityZO,pump_electricity
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,491958.06787182426,0.0,0.0,242.86526523996582,166374.21562454582,517293.9083672233,173704.390835836,94.0,658.2848617430552,0.06582848617430553,30.47,0.9,0.9,242.86526523996582,2.988086255,491958.06787182426,1.0515,0.0149,298156.4047708026,7330.175211290181,7330.175211290181,166374.21562454582,207355.10193340897,737.9371018077364,24597.903393591216,491.95806787182426,442.76226108464186,3935.664542974594,1475.8742036154729,983.9161357436485,0.009980526756135024,0.0009335546844120204,0.0006861393541757247,0.0003528199168541992,0.00800801280069308,0.0009335546844120204,0.0006861393541757247,0.0003528199168541992,0.00800801280069308,0.00800801280069308,0.10247209379286691,0.10247209379286691,1.65,298156.4047708026,15.024999999999999,default,PumpElectricityZO,pump_electricity
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,519107.1681232089,0.0,0.0,256.2679795446673,175555.71005307738,545841.1872815542,183290.4068581132,94.0,694.612839415509,0.0694612839415509,30.47,0.9,0.9,256.2679795446673,2.988086255,519107.1681232089,1.0515,0.0149,314610.40492315695,7734.696805035813,7734.696805035813,175555.71005307738,218798.1594167003,778.6607521848134,25955.35840616045,519.1071681232089,467.19645131088805,4152.857344985671,1557.3215043696268,1038.2143362464178,0.009980526756135026,0.0009335546844120202,0.0006861393541757244,0.0003528199168541992,0.008008012800693081,0.0009335546844120202,0.0006861393541757244,0.0003528199168541992,0.008008012800693081,0.008008012800693081,0.10247209379286694,0.10247209379286694,1.65,314610.40492315695,15.854166666666666,default,PumpElectricityZO,pump_electricity
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,546256.2683745936,0.0,0.0,269.6706938493686,184737.20448160885,574388.4661958852,192876.42288039028,94.0,730.9408170879626,0.07309408170879628,30.47,0.9,0.9,269.6706938493686,2.988086255,546256.2683745936,1.0515,0.0149,331064.40507551125,8139.218398781444,8139.218398781444,184737.20448160885,230241.21689999153,819.3844025618904,27312.813418729682,546.2562683745936,491.6306415371343,4370.0501469967485,1638.7688051237808,1092.5125367491871,0.009980526756135024,0.0009335546844120204,0.0006861393541757248,0.0003528199168541993,0.00800801280069308,0.0009335546844120204,0.0006861393541757248,0.0003528199168541993,0.00800801280069308,0.008008012800693081,0.10247209379286693,0.10247209379286693,1.65,331064.40507551125,16.683333333333334,default,PumpElectricityZO,pump_electricity
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,573405.3686259782,0.0,0.0,283.0734081540701,193918.6989101404,602935.7451102162,202462.4389026675,94.0,767.2687947604164,0.07672687947604165,30.47,0.9,0.9,283.0734081540701,2.988086255,573405.3686259782,1.0515,0.0149,347518.4052278656,8543.739992527077,8543.739992527077,193918.6989101404,241684.2743832829,860.1080529389674,28670.268431298915,573.4053686259782,516.0648317633804,4587.242949007826,1720.2161058779348,1146.8107372519564,0.009980526756135026,0.0009335546844120203,0.0006861393541757247,0.00035281991685419926,0.008008012800693081,0.0009335546844120203,0.0006861393541757247,0.00035281991685419926,0.008008012800693081,0.008008012800693081,0.10247209379286694,0.10247209379286694,1.65,347518.4052278656,17.5125,default,PumpElectricityZO,pump_electricity
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,600554.4688773631,0.0,0.0,296.47612245877144,203100.1933386719,631483.0240245474,212048.4549249446,94.0,803.5967724328701,0.08035967724328703,30.47,0.9,0.9,296.47612245877144,2.988086255,600554.4688773631,1.0515,0.0149,363972.4053802201,8948.26158627271,8948.26158627271,203100.1933386719,253127.33186657418,900.8317033160447,30027.72344386816,600.5544688773631,540.4990219896268,4804.435751018905,1801.6634066320894,1201.1089377547262,0.009980526756135024,0.0009335546844120205,0.0006861393541757251,0.0003528199168541993,0.00800801280069308,0.0009335546844120205,0.0006861393541757251,0.0003528199168541993,0.00800801280069308,0.00800801280069308,0.10247209379286691,0.10247209379286691,1.65,363972.4053802201,18.34166666666667,default,PumpElectricityZO,pump_electricity
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,627703.5691287477,0.0,0.0,309.87883676347286,212281.68776720343,660030.3029388783,221634.47094722177,94.0,839.9247501053239,0.08399247501053239,30.47,0.9,0.9,309.87883676347286,2.988086255,627703.5691287477,1.0515,0.0149,380426.4055325744,9352.783180018341,9352.783180018341,212281.68776720343,264570.3893498655,941.5553536931216,31385.178456437385,627.7035691287477,564.9332122158729,5021.628553029982,1883.1107073862431,1255.4071382574955,0.009980526756135026,0.0009335546844120205,0.000686139354175725,0.0003528199168541993,0.008008012800693081,0.0009335546844120205,0.000686139354175725,0.0003528199168541993,0.008008012800693081,0.008008012800693081,0.10247209379286693,0.10247209379286693,1.65,380426.4055325744,19.170833333333334,default,PumpElectricityZO,pump_electricity
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,654852.6693801322,0.0,0.0,323.2815510681742,221463.1821957349,688577.5818532091,231220.48696949886,94.0,876.2527277777775,0.08762527277777776,30.47,0.9,0.9,323.2815510681742,2.988086255,654852.6693801322,1.0515,0.0149,396880.40568492864,9757.30477376397,9757.30477376397,221463.1821957349,276013.4468331567,982.2790040701983,32742.633469006614,654.8526693801323,589.3674024421191,5238.821355041058,1964.5580081403966,1309.7053387602646,0.009980526756135021,0.0009335546844120202,0.0006861393541757246,0.0003528199168541992,0.008008012800693078,0.0009335546844120202,0.0006861393541757246,0.0003528199168541992,0.008008012800693078,0.008008012800693078,0.10247209379286691,0.10247209379286691,1.65,396880.40568492864,20.0,default,PumpElectricityZO,pump_electricity
