fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.struvite_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.supercritical_salt_precipitation.installation_factor[default],fs.costing.supercritical_salt_precipitation.equipment_cost[default],fs.costing.supercritical_salt_precipitation.base_flowrate[default],fs.costing.supercritical_salt_precipitation.scaling_exponent[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.flow_mass_in[0.0],fs.unit.electricity[0.0],fs.unit.energy_electric_flow_mass,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[SaltPrecipitationZO],fs.costing.LCOW_aggregate_indirect_capex[SaltPrecipitationZO],fs.costing.LCOW_aggregate_fixed_opex[SaltPrecipitationZO],fs.costing.LCOW_aggregate_variable_opex[SaltPrecipitationZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,270322538.23822117,0.0,0.0,11291.264241002826,7735051.0771895675,284244148.9574896,11762856.896939063,2.1,3218170.0,69401.0,0.77,367.6610403634258,0.036766104036342576,364.9035825607001,0.033089493632708335,2.7574578027256766,0.0036766104036342583,0.9925,0.1,1323.7121032828636,11291.264241002826,8.53,270322538.23822117,1.0515,0.0149,163831841.35649768,4027805.8197494955,4027805.8197494955,7735051.0771895675,30253346.699795663,405483.80735733174,13516126.91191106,270322.5382382212,243290.28441439907,2162580.3059057696,810967.6147146635,540645.0764764424,2.6072244381915324,0.9184598755009195,0.6750450469962885,0.34711510993300754,0.6666044057613167,0.9184598755009195,0.6750450469962885,0.34711510993300754,0.6666044057613167,0.6666044057613166,8.53,8.53,1.65,163831841.35649768,8.391666666666666,default,SaltPrecipitationZO,supercritical_salt_precipitation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,290664609.41946954,0.0,0.0,12406.93533532237,8499338.646385558,305633836.8045722,12830241.326735655,2.1,3218170.0,69401.0,0.77,403.9890180358795,0.040398901803587954,400.9591004006104,0.03635901162322915,3.0299176352691215,0.0040398901803587964,0.9925,0.1,1454.505900975659,12406.93533532237,8.53,290664609.41946954,1.0515,0.0149,176160369.34513307,4330902.680350096,4330902.680350096,8499338.646385558,32712161.01996413,435996.9141292043,14533230.470973477,290664.60941946955,261598.1484775226,2325316.8753557564,871993.8282584086,581329.2188389391,2.5656196987932676,0.8987691152648081,0.6605728304917521,0.3396733472753905,0.6666044057613166,0.8987691152648081,0.6605728304917521,0.3396733472753905,0.6666044057613166,0.6666044057613166,8.53,8.53,1.65,176160369.34513307,9.220833333333333,default,SaltPrecipitationZO,supercritical_salt_precipitation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,310589658.59572154,0.0,0.0,13522.60642964191,9263626.215581546,326585026.0134012,13891412.128657797,2.1,3218170.0,69401.0,0.77,440.3169957083331,0.04403169957083332,437.01461824052063,0.03962852961374999,3.3023774678124562,0.004403169957083332,0.9925,0.1,1585.2996986684539,13522.60642964191,8.53,310589658.59572154,1.0515,0.0149,188236156.72467974,4627785.913076251,4627785.913076251,9263626.215581546,35136236.746559,465884.4878935823,15529482.929786079,310589.6585957215,279530.6927361494,2484717.268765772,931768.9757871646,621179.317191443,2.5283803201960833,0.8811444002466551,0.6476191055712851,0.33301240861682635,0.6666044057613166,0.8811444002466551,0.6476191055712851,0.33301240861682635,0.6666044057613166,0.6666044057613166,8.529999999999998,8.529999999999998,1.65,188236156.72467974,10.049999999999999,default,SaltPrecipitationZO,supercritical_salt_precipitation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,330139705.07621104,0.0,0.0,14638.277523961455,10027913.784777535,347141899.88763595,14946995.390413081,2.1,3218170.0,69401.0,0.77,476.6449733807868,0.04766449733807868,473.070136080431,0.04289804760427081,3.574837300355781,0.004766449733807884,0.9925,0.1,1716.0934963612492,14638.277523961455,8.53,330139705.07621104,1.0515,0.0149,200084669.74315822,4919081.605635544,4919081.605635544,10027913.784777535,37529074.1545975,495209.5576143166,16506985.253810553,330139.705076211,297125.73456858995,2641117.640609688,990419.1152286332,660279.410152422,2.4947408516389475,0.8652234566376102,0.6359176100422278,0.3269953791977929,0.6666044057613166,0.8652234566376102,0.6359176100422278,0.3269953791977929,0.6666044057613166,0.6666044057613166,8.529999999999998,8.529999999999998,1.65,200084669.74315822,10.879166666666665,default,SaltPrecipitationZO,supercritical_salt_precipitation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,349349667.3089632,0.0,0.0,15753.948618281001,10792201.353973528,367341175.1753748,15997511.396877078,2.1,3218170.0,69401.0,0.77,512.9729510532405,0.05129729510532406,509.1256539203413,0.04616756559479165,3.8472971328992553,0.005129729510532407,0.9925,0.1,1846.8872940540448,15753.948618281001,8.53,349349667.3089632,1.0515,0.0149,211727071.09634134,5205310.042903552,5205310.042903552,10792201.353973528,39893582.006110474,524024.50096344476,17467483.36544816,349349.6673089632,314414.70057806687,2794797.3384717056,1048049.0019268895,698699.3346179264,2.464116138556143,0.85072934151191,0.6252647977777162,0.3215175935052006,0.6666044057613167,0.85072934151191,0.6252647977777162,0.3215175935052006,0.6666044057613167,0.6666044057613167,8.53,8.53,1.65,211727071.09634134,11.708333333333332,default,SaltPrecipitationZO,supercritical_salt_precipitation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,368248979.7108763,0.0,0.0,16869.619712600546,11556488.923169516,387213802.1659865,17043398.720861576,2.1,3218170.0,69401.0,0.77,549.3009287256942,0.05493009287256943,545.1811717602516,0.04943708358531248,4.119756965442655,0.005493009287256944,0.9925,0.1,1977.6810917468404,16869.619712600546,8.53,368248979.7108763,1.0515,0.0149,223181199.82477352,5486909.797692057,5486909.797692057,11556488.923169516,42232212.2346493,552373.4695663145,18412448.985543814,368248.9797108763,331424.0817397887,2945991.8376870104,1104746.939132629,736497.9594217526,2.4360494721041186,0.8374459029487356,0.6155018025197471,0.3164973608743195,0.6666044057613165,0.8374459029487356,0.6155018025197471,0.3164973608743195,0.6666044057613165,0.6666044057613164,8.529999999999998,8.529999999999998,1.65,223181199.82477352,12.5375,default,SaltPrecipitationZO,supercritical_salt_precipitation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,386862758.83878523,0.0,0.0,17985.290806920093,12320776.49236551,406786190.9189827,18085031.59906341,2.1,3218170.0,69401.0,0.77,585.6289063981479,0.0585628906398148,581.2366896001619,0.052706601575833324,4.392216797986054,0.0058562890639814805,0.9925,0.1,2108.4748894396357,17985.290806920093,8.53,386862758.83878523,1.0515,0.0149,234462278.0841123,5764255.1066979,5764255.1066979,12320776.49236551,44547057.0891826,580294.1382581779,19343137.94193926,386862.75883878523,348176.48295490677,3094902.070710282,1160588.2765163558,773725.5176775705,2.4101780060494162,0.8252014124794336,0.6065024081370717,0.3118697796715943,0.6666044057613169,0.8252014124794336,0.6065024081370717,0.3118697796715943,0.6666044057613169,0.6666044057613169,8.53,8.53,1.65,234462278.0841123,13.366666666666665,default,SaltPrecipitationZO,supercritical_salt_precipitation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,405212664.6897249,0.0,0.0,19100.961901239632,13085064.061561495,426081116.9212458,19122732.765438396,2.1,3218170.0,69401.0,0.77,621.9568840706015,0.062195688407060155,617.292207440072,0.05597611956635413,4.664676630529452,0.006219568840706017,0.9925,0.1,2239.268687132431,19100.961901239632,8.53,405212664.6897249,1.0515,0.0149,245583433.14528784,6037668.703876901,6037668.703876901,13085064.061561495,46839920.88177255,607818.9970345874,20260633.23448625,405212.6646897249,364691.3982207525,3241701.3175177993,1215637.9940691749,810425.3293794498,2.386208999696332,0.8138573213008188,0.5981647847230694,0.30758248791112697,0.6666044057613166,0.8138573213008188,0.5981647847230694,0.30758248791112697,0.6666044057613166,0.6666044057613166,8.53,8.53,1.65,245583433.14528784,14.195833333333331,default,SaltPrecipitationZO,supercritical_salt_precipitation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,423317549.98476106,0.0,0.0,20216.632995559175,13849351.630757485,445118403.8089763,20156783.125530425,2.1,3218170.0,69401.0,0.77,658.2848617430552,0.06582848617430553,653.3477252799823,0.05924563755687499,4.937136463072852,0.006582848617430574,0.9925,0.1,2370.062484825226,20216.632995559175,8.53,423317549.98476106,1.0515,0.0149,256556090.8998552,6307431.49477294,6307431.49477294,13849351.630757485,49112374.07394637,634976.3249771416,21165877.499238055,423317.54998476105,380985.794986285,3386540.3998780884,1269952.6499542831,846635.0999695221,2.363903077049672,0.8033003371438903,0.5904056652923306,0.30359266885213465,0.6666044057613166,0.8033003371438903,0.5904056652923306,0.30359266885213465,0.6666044057613166,0.6666044057613165,8.529999999999998,8.529999999999998,1.65,256556090.8998552,15.024999999999999,default,SaltPrecipitationZO,supercritical_salt_precipitation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,441193958.44252205,0.0,0.0,21332.304089878726,14613639.19995348,463915447.30231196,21187429.18074706,2.1,3218170.0,69401.0,0.77,694.612839415509,0.0694612839415509,689.4032431198927,0.06251515554739583,5.209596295616279,0.006946128394155112,0.9925,0.1,2500.856282518022,21332.304089878726,8.53,441193958.44252205,1.0515,0.0149,267390277.84395278,6573789.980793579,6573789.980793579,14613639.19995348,51365794.78367087,661790.9376637831,22059697.922126103,441193.95844252204,397074.5625982699,3529551.6675401763,1323581.8753275662,882387.9168850441,2.343062165400639,0.7934367158277039,0.5831561502154667,0.29986489359615165,0.6666044057613167,0.7934367158277039,0.5831561502154667,0.29986489359615165,0.6666044057613167,0.6666044057613167,8.53,8.53,1.65,267390277.84395278,15.854166666666666,default,SaltPrecipitationZO,supercritical_salt_precipitation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,458856513.2206404,0.0,0.0,22447.975184198265,15377926.769149465,482487623.65150344,22214888.816137012,2.1,3218170.0,69401.0,0.77,730.9408170879626,0.07309408170879628,725.4587609598029,0.06578467353791664,5.4820561281596865,0.007309408170879629,0.9925,0.1,2631.6500802108167,22447.975184198265,8.53,458856513.2206404,1.0515,0.0149,278094856.49735785,6836962.046987542,6836962.046987542,15377926.769149465,53601401.143139705,688284.7698309607,22942825.66103202,458856.5132206404,412970.86189857643,3670852.1057651234,1376569.5396619213,917713.0264412808,2.323520634047917,0.7841880673785573,0.5763586248215553,0.2963695360864876,0.6666044057613166,0.7841880673785573,0.5763586248215553,0.2963695360864876,0.6666044057613166,0.6666044057613166,8.529999999999998,8.529999999999998,1.65,278094856.49735785,16.683333333333334,default,SaltPrecipitationZO,supercritical_salt_precipitation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,476318223.9859264,0.0,0.0,23563.646278517816,16142214.33834546,500848612.52120167,23239355.875735767,2.1,3218170.0,69401.0,0.77,767.2687947604164,0.07672687947604165,761.5142787997133,0.06905419152843749,5.754515960703088,0.007672687947604165,0.9925,0.1,2762.4438779036127,23563.646278517816,8.53,476318223.9859264,1.0515,0.0149,288677711.5066221,7097141.537390303,7097141.537390303,16142214.33834546,55820276.878205314,714477.3359788896,23815911.19929632,476318.2239859264,428686.40158733376,3810545.7918874114,1428954.6719577792,952636.4479718528,2.305138670438579,0.7754882210789431,0.5699644552874963,0.29308158831082254,0.6666044057613167,0.7754882210789431,0.5699644552874963,0.29308158831082254,0.6666044057613167,0.6666044057613167,8.53,8.53,1.65,288677711.5066221,17.5125,default,SaltPrecipitationZO,supercritical_salt_precipitation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,493590732.70087516,0.0,0.0,24679.317372837362,16906501.90754145,519010655.43497026,24261003.82478449,2.1,3218170.0,69401.0,0.77,803.5967724328701,0.08035967724328703,797.5697966396236,0.07232370951895835,6.026975793246411,0.008035967724328704,0.9925,0.1,2893.2376755964083,24679.317372837362,8.53,493590732.70087516,1.0515,0.0149,299145898.60659105,7354501.91724304,7354501.91724304,16906501.90754145,58023391.78278425,740386.0990513128,24679536.63504376,493590.73270087515,444231.65943078767,3948725.861607001,1480772.1981026256,987181.4654017503,2.2877972516813574,0.7672808455769903,0.5639322394779485,0.289979760865102,0.6666044057613166,0.7672808455769903,0.5639322394779485,0.289979760865102,0.6666044057613166,0.6666044057613166,8.53,8.53,1.65,299145898.60659105,18.34166666666667,default,SaltPrecipitationZO,supercritical_salt_precipitation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,510684512.57163125,0.0,0.0,25794.988467156905,17670789.47673744,536984764.9690703,25279988.714054745,2.1,3218170.0,69401.0,0.77,839.9247501053239,0.08399247501053239,833.625314479534,0.07559322750947915,6.299435625789849,0.008399247501053241,0.9925,0.1,3024.031473289204,25794.988467156905,8.53,510684512.57163125,1.0515,0.0149,309505765.19492805,7609199.237317306,7609199.237317306,17670789.47673744,60211618.29153779,766026.7688574468,25534225.628581565,510684.5125716313,459616.06131446816,4085476.1005730503,1532053.5377148937,1021369.0251432626,2.27139427380968,0.759517616937637,0.5582264605087398,0.28704579060198676,0.6666044057613166,0.759517616937637,0.5582264605087398,0.28704579060198676,0.6666044057613166,0.6666044057613166,8.53,8.53,1.65,309505765.19492805,19.170833333333334,default,SaltPrecipitationZO,supercritical_salt_precipitation
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,527609030.7205014,0.0,0.0,26910.65956147645,18435077.04593343,554780895.8026073,26296451.603668902,2.1,3218170.0,69401.0,0.77,876.2527277777775,0.08762527277777776,869.6808323194442,0.07886274549999997,6.571895458333385,0.008762527277777777,0.9925,0.1,3154.825270981999,26910.65956147645,8.53,527609030.7205014,1.0515,0.0149,319763048.92151606,7861374.557735471,7861374.557735471,18435077.04593343,62385745.03074989,791413.5460807522,26380451.536025073,527609.0307205014,474848.1276484513,4220872.2457640115,1582827.0921615043,1055218.0614410029,2.255841534623452,0.7521567906769738,0.5528164372278087,0.2842639009573527,0.6666044057613165,0.7521567906769738,0.5528164372278087,0.2842639009573527,0.6666044057613165,0.6666044057613165,8.529999999999998,8.529999999999998,1.65,319763048.92151606,20.0,default,SaltPrecipitationZO,supercritical_salt_precipitation
