fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.settling_pond.capital_a_parameter[default],fs.costing.settling_pond.capital_b_parameter[default],fs.costing.settling_pond.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[SettlingPondZO],fs.costing.LCOW_aggregate_indirect_capex[SettlingPondZO],fs.costing.LCOW_aggregate_fixed_opex[SettlingPondZO],fs.costing.LCOW_aggregate_variable_opex[SettlingPondZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,584262.6905464119,0.0,0.0,0.0,0.0,614352.2191095522,8705.51408914154,177516.0,0.3182,5450.0,367.6610403634258,0.036766104036342576,367.62427425938944,0.03308949363270832,0.0367661040363986,0.0036766104036342583,0.9999,0.1,3.7694835252461893e-23,0.0,584262.6905464119,1.0515,0.014900000000000002,171841.9678077682,8705.514089141538,8705.514089141538,0.0,48670.007586970416,876.3940358196179,29213.134527320595,584.2626905464119,525.8364214917708,4674.101524371295,1752.7880716392358,1168.5253810928239,0.004194366806650638,0.000963365552457646,0.002480762634133685,0.0007502386200593079,2.2253967950276583e-27,0.000963365552457646,0.002480762634133685,0.0007502386200593079,2.2253967950276583e-27,0.0,0.0,2.847661146179525e-26,3.4,171841.9678077682,8.391666666666666,default,SettlingPondZO,settling_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,602045.7820652042,0.0,0.0,0.0,0.0,633051.1398415624,8970.482152771545,177516.0,0.3182,5450.0,403.9890180358795,0.040398901803587954,403.9486191340759,0.03635901162322916,0.04039890180364951,0.004039890180358796,0.9999,0.1,3.7694835252461893e-23,0.0,602045.7820652042,1.0515,0.014900000000000002,177072.28884270714,8970.482152771545,8970.482152771545,0.0,50151.367278670026,903.0686730978064,30102.289103260213,602.0457820652042,541.8412038586839,4816.366256521634,1806.1373461956127,1204.0915641304084,0.003933379263236245,0.0009034217229033719,0.0023264012786484724,0.0007035562616844001,2.0252820357820623e-27,0.0009034217229033719,0.0023264012786484724,0.0007035562616844001,2.0252820357820623e-27,0.0,0.0,2.591590396929762e-26,3.4,177072.28884270714,9.220833333333333,default,SettlingPondZO,settling_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,618769.4879489955,0.0,0.0,0.0,0.0,650636.1165783689,9219.665370440034,177516.0,0.3182,5450.0,440.3169957083331,0.04403169957083332,440.2729640087623,0.03962852961374999,0.04403169957083135,0.004403169957083332,0.9999,0.1,3.7694835252461893e-23,0.0,618769.4879489955,1.0515,0.014900000000000002,181991.02586735165,9219.665370440034,9219.665370440034,0.0,51544.478468921065,928.1542319234934,30938.47439744978,618.7694879489956,556.8925391540961,4950.1559035919645,1856.3084638469868,1237.5389758979911,0.0037091065248572416,0.0008519105793936778,0.0021937549329966604,0.0006634410124669032,1.858187871138352e-27,0.0008519105793936778,0.0021937549329966604,0.0006634410124669032,1.858187871138352e-27,0.0,0.0,2.3777734446125888e-26,3.4,181991.02586735165,10.049999999999999,default,SettlingPondZO,settling_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,634577.0753406453,0.0,0.0,0.0,0.0,667257.7947206885,9455.198422575617,177516.0,0.3182,5450.0,476.6449733807868,0.04766449733807868,476.5973088834487,0.042898047604270816,0.047664497338076546,0.0047664497338078685,0.9999,0.1,3.7694835252461893e-23,0.0,634577.0753406453,1.0515,0.014900000000000002,186640.3162766604,9455.198422575615,9455.198422575615,0.0,52861.27553765699,951.8656130109679,31728.853767032266,634.5770753406453,571.1193678065808,5076.616602725162,1903.7312260219358,1269.1541506812905,0.0035139471602813337,0.0008070862190697689,0.002078327722726562,0.0006285332184850034,1.7165642072714302e-27,0.0008070862190697689,0.002078327722726562,0.0006285332184850034,1.7165642072714302e-27,0.0,0.0,2.1965490419017863e-26,3.4,186640.3162766604,10.879166666666665,default,SettlingPondZO,settling_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,649583.1982355737,0.0,0.0,0.0,0.0,683036.7329447058,9678.78965371005,177516.0,0.3182,5450.0,512.9729510532405,0.05129729510532406,512.9216537581352,0.046167565594791654,0.051297295105321924,0.005129729510532407,0.9999,0.1,3.7694835252461893e-23,0.0,649583.1982355737,1.0515,0.014900000000000002,191053.8818339923,9678.78965371005,9678.78965371005,0.0,54111.30934430678,974.3747973533606,32479.159911778686,649.5831982355737,584.6248784120164,5196.66558588459,1948.7495947067212,1299.1663964711474,0.0033423058028052505,0.0007676634935925072,0.0019768102623500656,0.0005978320468626788,1.5949996957956242e-27,0.0007676634935925072,0.0019768102623500656,0.0005978320468626788,1.5949996957956242e-27,0.0,0.0,2.040992721852514e-26,3.4,191053.8818339923,11.708333333333332,default,SettlingPondZO,settling_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,663881.2030089354,0.0,0.0,0.0,0.0,698071.0849638957,9891.829924833139,177516.0,0.3182,5450.0,549.3009287256942,0.05493009287256943,549.2459986328216,0.04943708358531249,0.05493009287265296,0.005493009287256944,0.9999,0.1,3.7694835252461893e-23,0.0,663881.2030089354,1.0515,0.014900000000000002,195259.17735556926,9891.829924833139,9891.829924833139,0.0,55302.35578978023,995.8218045134032,33194.06015044677,663.8812030089355,597.4930827080419,5311.049624071484,1991.6436090268064,1327.762406017871,0.003189964898814328,0.0007326737118446619,0.0018867080753711889,0.0005705831115984776,1.4895145048805925e-27,0.0007326737118446619,0.0018867080753711889,0.0005705831115984776,1.4895145048805925e-27,0.0,0.0,1.9060118140264417e-26,3.4,195259.17735556926,12.5375,default,SettlingPondZO,settling_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,677548.2148734798,0.0,0.0,0.0,0.0,712441.9479394641,10095.468401614851,177516.0,0.3182,5450.0,585.6289063981479,0.0585628906398148,585.5703435075081,0.052706601575833324,0.058562890639812355,0.0058562890639814805,0.9999,0.1,3.7694835252461893e-23,0.0,677548.2148734798,1.0515,0.014900000000000002,199278.88672749407,10095.46840161485,10095.46840161485,0.0,56440.83952646468,1016.3223223102198,33877.410743673994,677.5482148734798,609.7933933861319,5420.385718987838,2032.6446446204395,1355.0964297469595,0.0030536802868327433,0.0007013717522008516,0.001806102399092413,0.0005462061355394787,1.397116317077838e-27,0.0007013717522008516,0.001806102399092413,0.0005462061355394787,1.397116317077838e-27,0.0,0.0,1.7877772906501134e-26,3.4,199278.88672749407,13.366666666666665,default,SettlingPondZO,settling_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,690648.7737581447,0.0,0.0,0.0,0.0,726217.1856066893,10290.666728996357,177516.0,0.3182,5450.0,621.9568840706015,0.062195688407060155,621.8946883821944,0.05597611956635414,0.06219568840715492,0.006219568840706017,0.9999,0.1,3.7694835252461893e-23,0.0,690648.7737581447,1.0515,0.014900000000000002,203131.99228180727,10290.666728996357,10290.666728996357,0.0,57532.136832671065,1035.973160637217,34532.43868790723,690.6487737581447,621.5838963823303,5525.190190065157,2071.946321274434,1381.2975475162893,0.0029309123520595776,0.0006731743138844639,0.001733491175683883,0.0005242468624912304,1.315511929904815e-27,0.0006731743138844639,0.001733491175683883,0.0005242468624912304,1.315511929904815e-27,0.0,0.0,1.6833547250970252e-26,3.4,203131.99228180727,14.195833333333331,default,SettlingPondZO,settling_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,703237.4929946621,0.0,0.0,0.0,0.0,739454.2238838873,10478.238645620466,177516.0,0.3182,5450.0,658.2848617430552,0.06582848617430553,658.219033256881,0.05924563755687499,0.06582848617427592,0.006582848617430554,0.9999,0.1,3.7694835252461893e-23,0.0,703237.4929946621,1.0515,0.014900000000000002,206834.55676313592,10478.238645620468,10478.238645620468,0.0,58580.79708543945,1054.8562394919932,35161.87464973311,703.2374929946621,632.913743695196,5625.899943957297,2109.7124789839863,1406.4749859893243,0.002819642281551905,0.0006476177143098494,0.0016676803761192934,0.0005043441911227625,1.2429143497464516e-27,0.0006476177143098494,0.0016676803761192934,0.0005043441911227625,1.2429143497464516e-27,0.0,0.0,1.590457445481299e-26,3.4,206834.55676313592,15.024999999999999,default,SettlingPondZO,settling_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,715361.0423357736,0.0,0.0,0.0,0.0,752202.136016066,10658.879530803028,177516.0,0.3182,5450.0,694.612839415509,0.0694612839415509,694.5433781315675,0.06251515554739581,0.06946128394165696,0.006946128394155091,0.9999,0.1,3.7694835252461893e-23,0.0,715361.0423357736,1.0515,0.014900000000000002,210400.30656934518,10658.879530803028,10658.879530803028,0.0,59590.7079490975,1073.0415635036604,35768.05211678868,715.3610423357736,643.8249381021963,5722.888338686189,2146.083127007321,1430.7220846715472,0.0027182434106783455,0.0006243283398319667,0.0016077079079012972,0.0004862071629450817,1.1779104192340878e-27,0.0006243283398319667,0.0016077079079012972,0.0004862071629450817,1.1779104192340878e-27,0.0,0.0,1.5072771480697932e-26,3.4,210400.30656934518,15.854166666666666,default,SettlingPondZO,settling_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,727059.6530212003,0.0,0.0,0.0,0.0,764503.2251517923,10833.188830015886,177516.0,0.3182,5450.0,730.9408170879626,0.07309408170879628,730.8677230062539,0.06578467353791666,0.07309408170879322,0.007309408170879628,0.9999,0.1,3.7694835252461893e-23,0.0,727059.6530212003,1.0515,0.014900000000000002,213841.0744180001,10833.188830015886,10833.188830015886,0.0,60565.22074963976,1090.5894795318004,36352.98265106002,727.0596530212003,654.3536877190803,5816.477224169603,2181.178959063601,1454.1193060424007,0.0026253892084212053,0.0006030015117363343,0.0015527891928722348,0.00046959850381263603,1.1193679183780482e-27,0.0006030015117363343,0.0015527891928722348,0.00046959850381263603,1.1193679183780482e-27,0.0,0.0,1.4323650220793116e-26,3.4,213841.0744180001,16.683333333333334,default,SettlingPondZO,settling_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,738368.2778840592,0.0,0.0,0.0,0.0,776394.2441950883,11001.687340472483,177516.0,0.3182,5450.0,767.2687947604164,0.07672687947604165,767.1920678809404,0.06905419152843749,0.07672687947603822,0.007672687947604165,0.9999,0.1,3.7694835252461893e-23,0.0,738368.2778840592,1.0515,0.014900000000000002,217167.14055413508,11001.687340472485,11001.687340472485,0.0,61507.24711342966,1107.5524168260888,36918.41389420296,738.3682778840592,664.5314500956533,5906.946223072474,2215.1048336521776,1476.7365557681185,0.0025399862158108815,0.000583386083484536,0.0015022775035810287,0.00045432262874531726,1.0663690566704028e-27,0.000583386083484536,0.0015022775035810287,0.00045432262874531726,1.0663690566704028e-27,0.0,0.0,1.3645466448740336e-26,3.4,217167.14055413508,17.5125,default,SettlingPondZO,settling_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,749317.4979933482,0.0,0.0,0.0,0.0,787907.3491400058,11164.83072010089,177516.0,0.3182,5450.0,803.5967724328701,0.08035967724328703,803.5164127556269,0.07232370951895833,0.08035967724328368,0.008035967724328704,0.9999,0.1,3.7694835252461893e-23,0.0,749317.4979933482,1.0515,0.014900000000000002,220387.49940980828,11164.830720100888,11164.830720100888,0.0,62419.33449195478,1123.9762469900222,37465.87489966741,749.3174979933482,674.3857481940134,5994.5399839467855,2247.9524939800444,1498.6349959866964,0.0024611243416632466,0.0005652730245990757,0.0014556345656450802,0.00044021675141909,1.018162004812745e-27,0.0005652730245990757,0.0014556345656450802,0.00044021675141909,1.018162004812745e-27,0.0,0.0,1.3028599610189826e-26,3.4,220387.49940980828,18.34166666666667,default,SettlingPondZO,settling_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,759934.2400559518,0.0,0.0,0.0,0.0,799070.8534188333,11323.020176833681,177516.0,0.3182,5450.0,839.9247501053239,0.08399247501053239,839.8407576303134,0.07559322750947915,0.08399247501052864,0.00839924750105324,0.9999,0.1,3.7694835252461893e-23,0.0,759934.2400559518,1.0515,0.014900000000000002,223510.0706046917,11323.020176833683,11323.020176833683,0.0,63303.72592255012,1139.9013600839276,37996.71200279759,759.9342400559518,683.9408160503566,6079.473920447615,2279.802720167855,1519.8684801119036,0.00238803946233589,0.0005484868305452176,0.0014124084373369902,0.00042714419445368207,9.741250043872427e-28,0.0005484868305452176,0.0014124084373369902,0.00042714419445368207,9.741250043872427e-28,0.0,0.0,1.2465093563150539e-26,3.4,223510.0706046917,19.170833333333334,default,SettlingPondZO,settling_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,770242.3504777687,0.0,0.0,9.860761290552565e-32,6.755088767245397e-29,809909.8315273739,11476.611022118754,177516.0,0.3182,5450.0,876.2527277777775,0.08762527277777776,876.1651025049997,0.07886274549999998,0.08762527277780693,0.008762527277777777,0.9999,0.1,3.7694835252461893e-23,0.0,770242.3504777687,1.0515,0.014900000000000002,226541.86778757905,11476.611022118755,11476.611022118755,6.755088767245397e-29,64162.40784859945,1155.3635257166532,38512.11752388844,770.2423504777687,693.2181154299919,6161.93880382215,2310.7270514333063,1540.4847009555374,0.0023200848930309006,0.0005328789702367868,0.0013722166362567499,0.000414989286537364,9.337394052470214e-28,0.0005328789702367868,0.0013722166362567499,0.000414989286537364,9.337394052470214e-28,2.442610856648341e-36,3.1256124962772396e-35,1.1948311559178255e-26,3.4,226541.86778757905,20.0,default,SettlingPondZO,settling_pond
