fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.static_mixer.capital_a_parameter[default],fs.costing.static_mixer.capital_b_parameter[default],fs.costing.static_mixer.reference_state[default],fs.unit.properties[0.0].flow_mass_comp[H2O],fs.unit.properties[0.0].flow_mass_comp[tds],fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[StaticMixerZO],fs.costing.LCOW_aggregate_indirect_capex[StaticMixerZO],fs.costing.LCOW_aggregate_fixed_opex[StaticMixerZO],fs.costing.LCOW_aggregate_variable_opex[StaticMixerZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,16746.834785650797,0.0,0.0,-3.1106461492385784e-29,-2.1309400199880026e-26,17609.296777111813,249.52783830619688,1698.1,0.3247,1.0,367.6610403634258,0.036766104036342576,3.769483525243404e-21,0.0,16746.834785650797,1.0515,0.014900000000000002,16746.834785650797,249.5278383061969,249.5278383061969,-2.1309400199880026e-26,1395.0378644118093,25.120252178476196,837.34173928254,16.746834785650798,15.072151307085718,133.97467828520638,50.24050435695239,33.493669571301595,0.00012022394905227331,9.388465431938617e-05,4.835059697448399e-06,2.150423503543877e-05,2.2253967950260138e-25,9.388465431938617e-05,4.835059697448399e-06,2.150423503543877e-05,2.2253967950260138e-25,-1.8364377837479377e-33,-2.3499416085446683e-32,2.8476611461774207e-24,1.0,16746.834785650797,8.391666666666666,default,StaticMixerZO,static_mixer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,17267.12735813672,0.0,0.0,0.0,0.0,18156.38441708076,257.2801976362372,1698.1,0.3247,1.0,403.9890180358795,0.040398901803587954,3.769483525243404e-21,0.0,17267.12735813672,1.0515,0.014900000000000002,17267.12735813672,257.2801976362372,257.2801976362372,0.0,1438.3790598365113,25.900691037205082,863.3563679068361,17.267127358136722,15.54041462232305,138.13701886509378,51.801382074410164,34.534254716273445,0.00011281228555937025,8.809677702498565e-05,4.536984016786766e-06,2.017852451759786e-05,2.0252820357805656e-25,8.809677702498565e-05,4.536984016786766e-06,2.017852451759786e-05,2.0252820357805656e-25,0.0,0.0,2.5915903969278472e-24,1.0,17267.12735813672,9.220833333333333,default,StaticMixerZO,static_mixer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,17756.711459195754,0.0,0.0,0.0,0.0,18671.18209934434,264.5750007420168,1698.1,0.3247,1.0,440.3169957083331,0.04403169957083332,3.769483525243404e-21,0.0,17756.711459195754,1.0515,0.014900000000000002,17756.711459195754,264.57500074201675,264.57500074201675,0.0,1479.162190949537,26.63506718879363,887.8355729597878,17.756711459195756,15.98104031327618,142.05369167356605,53.27013437758726,35.51342291839151,0.00010643953138610352,8.312019933529894e-05,4.2806902657678965e-06,1.9038641785036678e-05,1.8581878711369788e-25,8.312019933529894e-05,4.2806902657678965e-06,1.9038641785036678e-05,1.8581878711369788e-25,0.0,0.0,2.377773444610832e-24,1.0,17756.711459195754,10.049999999999999,default,StaticMixerZO,static_mixer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,18219.725033574425,0.0,0.0,0.0,0.0,19158.04087280351,271.47390300025893,1698.1,0.3247,1.0,476.6449733807868,0.04766449733807868,3.769483525243404e-21,0.0,18219.725033574425,1.0515,0.014900000000000002,18219.725033574425,271.473903000259,271.473903000259,0.0,1517.7319551027217,27.329587550361637,910.9862516787213,18.219725033574424,16.397752530216984,145.7578002685954,54.659175100723274,36.43945006714885,0.000100891055682192,7.878731285496255e-05,4.057546612030581e-06,1.804619621519887e-05,1.7165642072701618e-25,7.878731285496255e-05,4.057546612030581e-06,1.804619621519887e-05,1.7165642072701618e-25,0.0,0.0,2.196549041900163e-24,1.0,18219.725033574425,10.879166666666665,default,StaticMixerZO,static_mixer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,18659.48139745165,0.0,0.0,0.0,0.0,19620.444689420412,278.0262728220296,1698.1,0.3247,1.0,512.9729510532405,0.05129729510532406,3.769483525243404e-21,0.0,18659.48139745165,1.0515,0.014900000000000002,18659.48139745165,278.0262728220296,278.0262728220296,0.0,1554.3643567820186,27.98922209617748,932.9740698725826,18.65948139745165,16.79353325770649,149.2758511796132,55.97844419235496,37.3189627949033,9.600878397323038e-05,7.497467489636513e-05,3.861195757162804e-06,1.7172913319702447e-05,1.5949996957944459e-25,7.497467489636513e-05,3.861195757162804e-06,1.7172913319702447e-05,1.5949996957944459e-25,0.0,0.0,2.0409927218510055e-24,1.0,18659.48139745165,11.708333333333332,default,StaticMixerZO,static_mixer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,19078.679460927597,0.0,0.0,0.0,0.0,20061.231453165372,284.2723239678212,1698.1,0.3247,1.0,549.3009287256942,0.05493009287256943,3.769483525243404e-21,0.0,19078.679460927597,1.0515,0.014900000000000002,19078.679460927597,284.27232396782125,284.27232396782125,0.0,1589.2842194738107,28.618019191391397,953.9339730463798,19.078679460927596,17.17081151483484,152.62943568742077,57.236038382782795,38.15735892185519,9.167350652533802e-05,7.158919282076774e-05,3.6868434302695324e-06,1.6397470274300742e-05,1.489514504879492e-25,7.158919282076774e-05,3.6868434302695324e-06,1.6397470274300742e-05,1.489514504879492e-25,0.0,0.0,1.9060118140250332e-24,1.0,19078.679460927597,12.5375,default,StaticMixerZO,static_mixer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,19479.550169439484,0.0,0.0,0.0,0.0,20482.74700316562,290.2452975246483,1698.1,0.3247,1.0,585.6289063981479,0.0585628906398148,3.769483525243404e-21,0.0,19479.550169439484,1.0515,0.014900000000000002,19479.550169439484,290.2452975246484,290.2452975246484,0.0,1622.677384466806,29.219325254159227,973.9775084719743,19.479550169439484,17.531595152495537,155.83640135551587,58.43865050831845,38.95910033887897,8.77934839809067e-05,6.855922601126812e-05,3.5308001395803106e-06,1.5703457830058253e-05,1.3971163170768058e-25,6.855922601126812e-05,3.5308001395803106e-06,1.5703457830058253e-05,1.3971163170768058e-25,0.0,0.0,1.7877772906487924e-24,1.0,19479.550169439484,13.366666666666665,default,StaticMixerZO,static_mixer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,19863.961231640664,0.0,0.0,0.0,0.0,20886.95523507016,295.97302235144593,1698.1,0.3247,1.0,621.9568840706015,0.062195688407060155,3.769483525243404e-21,0.0,19863.961231640664,1.0515,0.014900000000000002,19863.961231640664,295.97302235144593,295.97302235144593,0.0,1654.6994348502553,29.795941847460995,993.1980615820332,19.863961231640666,17.8775651084766,158.91168985312532,59.59188369492199,39.72792246328133,8.429686918554618e-05,6.58286679657348e-05,3.390176400235348e-06,1.5078024819576026e-05,1.315511929903843e-25,6.58286679657348e-05,3.390176400235348e-06,1.5078024819576026e-05,1.315511929903843e-25,0.0,0.0,1.6833547250957812e-24,1.0,19863.961231640664,14.195833333333331,default,StaticMixerZO,static_mixer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,20233.49373381176,0.0,0.0,3.155443612976765e-30,2.1616284055184885e-27,21275.51866110307,301.47905663379527,1698.1,0.3247,1.0,658.2848617430552,0.06582848617430553,3.769483525243404e-21,0.0,20233.49373381176,1.0515,0.014900000000000002,20233.49373381176,301.47905663379527,301.47905663379527,2.1616284055184885e-27,1685.4820776157544,30.35024060071764,1011.674686690588,20.23349373381176,18.210144360430586,161.86794987049407,60.70048120143528,40.46698746762352,8.11265255389394e-05,6.335289987059492e-05,3.262674343335648e-06,1.451095132500882e-05,1.2429143497455331e-25,6.335289987059492e-05,3.262674343335648e-06,1.451095132500882e-05,1.2429143497455331e-25,1.0404465545789757e-34,1.3313757055689838e-33,1.5904574454801235e-24,1.0,20233.49373381176,15.024999999999999,default,StaticMixerZO,static_mixer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,20589.499307225466,0.0,0.0,0.0,0.0,21649.85852154758,306.78353967765946,1698.1,0.3247,1.0,694.612839415509,0.0694612839415509,3.769483525243404e-21,0.0,20589.499307225466,1.0515,0.014900000000000002,20589.499307225466,306.78353967765946,306.78353967765946,0.0,1715.1379057892843,30.8842489608382,1029.4749653612732,20.589499307225466,18.530549376502922,164.71599445780373,61.7684979216764,41.17899861445093,7.823639743966134e-05,6.10959562276816e-05,3.1464417457256097e-06,1.3993999466254137e-05,1.1779104192332174e-25,6.10959562276816e-05,3.1464417457256097e-06,1.3993999466254137e-05,1.1779104192332174e-25,0.0,0.0,1.5072771480686794e-24,1.0,20589.499307225466,15.854166666666666,default,StaticMixerZO,static_mixer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,20933.14353361201,0.0,0.0,0.0,0.0,22011.20042559303,311.903838650819,1698.1,0.3247,1.0,730.9408170879626,0.07309408170879628,3.769483525243404e-21,0.0,20933.14353361201,1.0515,0.014900000000000002,20933.14353361201,311.90383865081895,311.90383865081895,0.0,1743.76401417524,31.399715300418013,1046.6571766806005,20.933143533612007,18.83982918025081,167.46514826889606,62.799430600836025,41.866287067224015,7.558891337610038e-05,5.9028496889647095e-05,3.0399675898168428e-06,1.3520448896636433e-05,1.119367918377221e-25,5.9028496889647095e-05,3.0399675898168428e-06,1.3520448896636433e-05,1.119367918377221e-25,0.0,0.0,1.4323650220782531e-24,1.0,20933.14353361201,16.683333333333334,default,StaticMixerZO,static_mixer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,21265.439414304503,0.0,0.0,0.0,0.0,22360.609544141185,316.85504727313713,1698.1,0.3247,1.0,767.2687947604164,0.07672687947604165,3.769483525243404e-21,0.0,21265.439414304503,1.0515,0.014900000000000002,21265.439414304503,316.85504727313713,316.85504727313713,0.0,1771.4447873892502,31.898159121456754,1063.2719707152253,21.265439414304502,19.138895472874054,170.12351531443602,63.79631824291351,42.530878828609005,7.315309257364426e-05,5.712632851283618e-05,2.9420059184110715e-06,1.3084758142397008e-05,1.066369056669615e-25,5.712632851283618e-05,2.9420059184110715e-06,1.3084758142397008e-05,1.066369056669615e-25,0.0,0.0,1.3645466448730253e-24,1.0,21265.439414304503,17.5125,default,StaticMixerZO,static_mixer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,21587.273535935667,0.0,0.0,0.0,0.0,22699.018123036356,321.6503756854415,1698.1,0.3247,1.0,803.5967724328701,0.08035967724328703,3.769483525243404e-21,0.0,21587.273535935667,1.0515,0.014900000000000002,21587.273535935667,321.6503756854415,321.6503756854415,0.0,1798.2540795021623,32.3809103039035,1079.3636767967835,21.587273535935665,19.428546182342103,172.69818828748532,64.761820607807,43.17454707187133,7.090314120744811e-05,5.536930831913991e-05,2.8515193784357077e-06,1.268231350987249e-05,1.0181620048119926e-25,5.536930831913991e-05,2.8515193784357077e-06,1.268231350987249e-05,1.0181620048119926e-25,0.0,0.0,1.30285996101802e-24,1.0,21587.273535935667,18.34166666666667,default,StaticMixerZO,static_mixer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,21899.42678141899,0.0,0.0,0.0,0.0,23027.247260662072,326.30145904314304,1698.1,0.3247,1.0,839.9247501053239,0.08399247501053239,3.769483525243404e-21,0.0,21899.42678141899,1.0515,0.014900000000000002,21899.42678141899,326.30145904314304,326.30145904314304,0.0,1824.2569392975784,32.849140172128486,1094.9713390709496,21.899426781418992,19.709484103277095,175.19541425135193,65.69828034425697,43.798853562837984,6.88173957692886e-05,5.374051895559387e-05,2.767636726213098e-06,1.2309240087481627e-05,9.741250043865228e-26,5.374051895559387e-05,2.767636726213098e-06,1.2309240087481627e-05,9.741250043865228e-26,0.0,0.0,1.2465093563141326e-24,1.0,21899.42678141899,19.170833333333334,default,StaticMixerZO,static_mixer
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,22202.59090791369,0.0,0.0,0.0,0.0,23346.024339671247,330.81860452791403,1698.1,0.3247,1.0,876.2527277777775,0.08762527277777776,3.769483525243404e-21,0.0,22202.59090791369,1.0515,0.014900000000000002,22202.59090791369,330.81860452791403,330.81860452791403,0.0,1849.5109912425946,33.30388636187054,1110.1295453956845,22.20259090791369,19.982331817122322,177.62072726330953,66.60777272374108,44.40518181582738,6.687751682265171e-05,5.222563888583947e-05,2.689620402620734e-06,1.196225753419151e-05,9.337394052463316e-26,5.222563888583947e-05,2.689620402620734e-06,1.196225753419151e-05,9.337394052463316e-26,0.0,0.0,1.1948311559169425e-24,1.0,22202.59090791369,20.0,default,StaticMixerZO,static_mixer
