fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_hydrogen_peroxide,fs.costing.aggregate_flow_costs[electricity],fs.costing.aggregate_flow_costs[hydrogen_peroxide],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.uv_aop.reactor_cost[default],fs.costing.uv_aop.lamp_cost[default],fs.costing.uv_aop.aop_capital_a_parameter[default],fs.costing.uv_aop.aop_capital_b_parameter[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.uv_reduced_equivalent_dose[0.0],fs.unit.uv_transmittance_in[0.0],fs.unit.oxidant_dose[0.0],fs.unit.chemical_flow_mass[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[UVAOPZO],fs.costing.LCOW_aggregate_indirect_capex[UVAOPZO],fs.costing.LCOW_aggregate_fixed_opex[UVAOPZO],fs.costing.LCOW_aggregate_variable_opex[UVAOPZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.LCOW_aggregate_variable_opex[hydrogen_peroxide],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.properties_in[0.0].flow_vol,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.properties_in[0.0].dens_mass,flow_mgd,sec,oxidant_dose,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5478515.530576199,0.0,0.0,195.10103649493936,0.0005419473235970536,133653.45547585475,35019.42146998781,5760659.080400875,250302.7583514279,202.346,235.5,1228000.0,0.2277,541.8931342836255,0.054189313428362564,541.8931342836255,0.04877038208552631,1,0.1,195.10103649493936,0.1,100.0,0.9,1.0,0.0005419473235970536,5478515.530576199,1.0515,0.014900000000000002,5478515.530576199,81629.88140558537,81629.88140558537,168672.87694584255,625041.898539731,8217.7732958643,273925.77652881,5478.515530576199,4930.6639775185795,43828.12424460959,16435.5465917286,10957.031061152398,0.03654669320426559,0.020838129661470528,0.001073163677565732,0.004772963602920578,0.00986243626230875,0.020838129661470528,0.001073163677565732,0.004772963602920578,0.00986243626230875,0.00781482304526749,0.0020476132170412606,0.1,0.1,0.5419473235970538,1.0,5478515.530576199,1000.0,12.368421052631579,0.1,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8848159.605050964,0.0,0.0,195.10103649493936,0.005419473235970537,133653.45547585475,350194.21469987807,9303839.824711092,615685.2482909922,202.346,235.5,1228000.0,0.2277,541.8931342836255,0.054189313428362564,541.8931342836255,0.04877038208552631,1,0.1,195.10103649493936,0.1,100.0,0.9,10.0,0.005419473235970537,8848159.605050964,1.0515,0.014900000000000002,8848159.605050964,131837.57811525938,131837.57811525938,483847.6701757328,1220913.3806454777,13272.239407576446,442407.98025254824,8848.159605050965,7963.343644545868,70785.27684040772,26544.478815152892,17696.31921010193,0.07138776913304268,0.03365493737973321,0.001733229275056264,0.007708647262573088,0.028290955215680095,0.03365493737973321,0.001733229275056264,0.007708647262573088,0.028290955215680095,0.00781482304526749,0.020476132170412605,0.1,0.1,0.5419473235970538,1.0,8848159.605050964,1000.0,12.368421052631579,0.1,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5587213.241044986,0.0,0.0,21.502624873272048,0.0005972951353686678,14730.31700776442,38595.87302436955,5874954.722958803,136575.66732370429,202.346,235.5,1228000.0,0.2277,597.2354118274852,0.05972354118274852,597.2354118274852,0.05375118706447367,1,0.1,21.502624873272048,0.01,100.0,0.9,1.0,0.0005972951353686678,5587213.241044986,1.0515,0.014900000000000002,5587213.241044986,83249.4772915703,83249.4772915703,53326.19003213398,518749.9030838231,8380.81986156748,279360.6620522493,5587.213241044986,5028.4919169404875,44697.70592835989,16761.63972313496,11174.426482089972,0.02752105535279985,0.01928231547456006,0.0009930392469398451,0.0044166051097319385,0.0028290955215680095,0.01928231547456006,0.0009930392469398451,0.0044166051097319385,0.0028290955215680095,0.0007814823045267489,0.0020476132170412606,0.01,0.01,0.597295135368668,1.0,5587213.241044986,1000.0,13.631578947368421,0.01,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9032300.560900602,0.0,0.0,21.502624873272048,0.005972951353686679,14730.31700776442,385958.73024369555,9497464.039786985,535270.325608879,202.346,235.5,1228000.0,0.2277,597.2354118274852,0.05972354118274852,597.2354118274852,0.05375118706447367,1,0.1,21.502624873272048,0.01,100.0,0.9,10.0,0.005972951353686679,9032300.560900602,1.0515,0.014900000000000002,9032300.560900602,134581.27835741898,134581.27835741898,400689.04725145997,1153093.9910203433,13548.450841350905,451615.02804503014,9032.300560900603,8129.070504810543,72258.40448720483,27096.90168270181,18064.601121801206,0.06117468815936128,0.031171831351788006,0.0016053493146170905,0.007139893018016824,0.021257614474939353,0.031171831351788006,0.0016053493146170905,0.007139893018016824,0.021257614474939353,0.0007814823045267489,0.020476132170412605,0.01,0.01,0.597295135368668,1.0,9032300.560900602,1000.0,13.631578947368421,0.01,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5597378.773759662,0.0,0.0,53.75656218318012,0.0005972951353686678,36825.79251941105,38595.87302436955,5885643.780608285,158822.6092727996,202.346,235.5,1228000.0,0.2277,597.2354118274852,0.05972354118274852,597.2354118274852,0.05375118706447367,1,0.1,53.75656218318012,0.025,100.0,0.9,1.0,0.0005972951353686678,5597378.773759662,1.0515,0.014900000000000002,5597378.773759662,83400.94372901898,83400.94372901898,75421.6655437806,541692.183572673,8396.068160639494,279868.93868798314,5597.378773759662,5037.640896383697,44779.0301900773,16792.136321278987,11194.757547519324,0.028738204054900088,0.01931739826097161,0.00099484601044004,0.004424640805130309,0.004001318978358133,0.01931739826097161,0.00099484601044004,0.004424640805130309,0.004001318978358133,0.001953705761316872,0.0020476132170412606,0.025,0.025,0.597295135368668,1.0,5597378.773759662,1000.0,13.631578947368421,0.025,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9042466.09361528,0.0,0.0,53.75656218318012,0.005972951353686679,36825.79251941105,385958.73024369555,9508153.097436467,557517.2675579743,202.346,235.5,1228000.0,0.2277,597.2354118274852,0.05972354118274852,597.2354118274852,0.05375118706447367,1,0.1,53.75656218318012,0.025,100.0,0.9,10.0,0.005972951353686679,9042466.09361528,1.0515,0.014900000000000002,9042466.09361528,134732.7447948677,134732.7447948677,422784.5227631066,1176036.2715091933,13563.699140422921,452123.30468076403,9042.466093615281,8138.219484253753,72339.72874892225,27127.398280845842,18084.932187230563,0.062391836861461526,0.03120691413819956,0.0016071560781172854,0.007147928713415198,0.02242983793172948,0.03120691413819956,0.0016071560781172854,0.007147928713415198,0.02242983793172948,0.001953705761316872,0.020476132170412605,0.025,0.025,0.597295135368668,1.0,9042466.09361528,1000.0,13.631578947368421,0.025,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5614321.328284123,0.0,0.0,107.51312436636024,0.0005972951353686678,73651.5850388221,38595.87302436955,5903458.876690756,195900.8458546251,202.346,235.5,1228000.0,0.2277,597.2354118274852,0.05972354118274852,597.2354118274852,0.05375118706447367,1,0.1,107.51312436636024,0.05,100.0,0.9,1.0,0.0005972951353686678,5614321.328284123,1.0515,0.014900000000000002,5614321.328284123,83653.38779143344,83653.38779143344,112247.45806319165,579929.3177207562,8421.481992426185,280716.0664142062,5614.321328284123,5052.889195455711,44914.57062627299,16842.96398485237,11228.642656568247,0.030766785225067147,0.01937586957165752,0.0009978572829403636,0.004438033630794262,0.005955024739675005,0.01937586957165752,0.0009978572829403636,0.004438033630794262,0.005955024739675005,0.003907411522633744,0.0020476132170412606,0.05,0.05,0.597295135368668,1.0,5614321.328284123,1000.0,13.631578947368421,0.05,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9059408.64813974,0.0,0.0,107.51312436636024,0.005972951353686679,73651.5850388221,385958.73024369555,9525968.193518937,594595.5041397999,202.346,235.5,1228000.0,0.2277,597.2354118274852,0.05972354118274852,597.2354118274852,0.05375118706447367,1,0.1,107.51312436636024,0.05,100.0,0.9,10.0,0.005972951353686679,9059408.64813974,1.0515,0.014900000000000002,9059408.64813974,134985.18885728213,134985.18885728213,459610.31528251764,1214273.4056572765,13589.11297220961,452970.432406987,9059.408648139739,8153.4677833257665,72475.26918511791,27178.22594441922,18118.817296279478,0.06442041803162858,0.03126538544888547,0.0016101673506175999,0.007161321539079149,0.02438354369304635,0.03126538544888547,0.0016101673506175999,0.007161321539079149,0.02438354369304635,0.003907411522633744,0.020476132170412605,0.05,0.05,0.597295135368668,1.0,9059408.64813974,1000.0,13.631578947368421,0.05,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5648206.437333044,0.0,0.0,215.0262487327205,0.0005972951353686678,147303.1700776442,38595.87302436955,5939089.068855696,270057.31901827606,202.346,235.5,1228000.0,0.2277,597.2354118274852,0.05972354118274852,597.2354118274852,0.05375118706447367,1,0.1,215.0262487327205,0.1,100.0,0.9,1.0,0.0005972951353686678,5648206.437333044,1.0515,0.014900000000000002,5648206.437333044,84158.27591626236,84158.27591626236,185899.04310201376,656403.5860169226,8472.309655999567,282410.3218666522,5648.206437333044,5083.385793599739,45185.65149866435,16944.619311999133,11296.412874666088,0.03482394756540127,0.01949281219302934,0.0010038798279410142,0.004464819282122168,0.00986243626230875,0.01949281219302934,0.0010038798279410142,0.004464819282122168,0.00986243626230875,0.007814823045267488,0.0020476132170412606,0.1,0.1,0.597295135368668,1.0,5648206.437333044,1000.0,13.631578947368421,0.1,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9093293.757188661,0.0,0.0,215.0262487327205,0.005972951353686679,147303.1700776442,385958.73024369555,9561598.38568388,668751.9773034508,202.346,235.5,1228000.0,0.2277,597.2354118274852,0.05972354118274852,597.2354118274852,0.05375118706447367,1,0.1,215.0262487327205,0.1,100.0,0.9,10.0,0.005972951353686679,9093293.757188661,1.0515,0.014900000000000002,9093293.757188661,135490.07698211106,135490.07698211106,533261.9003213397,1290747.6739534428,13639.940635782992,454664.68785943306,9093.293757188661,8183.964381469796,72746.35005750929,27279.881271565984,18186.587514377323,0.06847758037196269,0.031382328070257294,0.0016161898956182535,0.007188107190407055,0.028290955215680095,0.031382328070257294,0.0016161898956182535,0.007188107190407055,0.028290955215680095,0.007814823045267488,0.020476132170412605,0.1,0.1,0.597295135368668,1.0,9093293.757188661,1000.0,13.631578947368421,0.1,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5743678.488674108,0.0,0.0,23.495146097050153,0.0006526429471402818,16095.288467943363,42172.324578751286,6039477.930840826,143848.42252793885,202.346,235.5,1228000.0,0.2277,652.5776893713447,0.06525776893713449,652.5776893713447,0.058731992043421034,1,0.1,23.495146097050153,0.01,100.0,0.9,1.0,0.0006526429471402818,5743678.488674108,1.0515,0.014900000000000002,5743678.488674108,85580.80948124421,85580.80948124421,58267.61304669465,536725.1290647939,8615.517733011162,287183.9244337054,5743.678488674108,5169.3106398066975,45949.42790939286,17231.035466022324,11487.356977348216,0.026059874080192093,0.018141257476065153,0.0009342747600173559,0.004155246322541569,0.0028290955215680095,0.018141257476065153,0.0009342747600173559,0.004155246322541569,0.0028290955215680095,0.000781482304526749,0.0020476132170412606,0.01,0.01,0.6526429471402819,1.0,5743678.488674108,1000.0,14.894736842105262,0.01,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9258988.647200437,0.0,0.0,23.495146097050153,0.006526429471402818,16095.288467943363,421723.24578751286,9735826.56253126,575777.4650987427,202.346,235.5,1228000.0,0.2277,652.5776893713447,0.06525776893713449,652.5776893713447,0.058731992043421034,1,0.1,23.495146097050153,0.01,100.0,0.9,10.0,0.006526429471402818,9258988.647200437,1.0515,0.014900000000000002,9258988.647200437,137958.93084328654,137958.93084328654,437818.53425545624,1209106.9546840773,13888.482970800656,462949.43236002186,9258.988647200438,8333.089782480394,74071.9091776035,27776.965941601313,18517.977294400876,0.058706353182035875,0.029244272176453607,0.001506080017087361,0.006698386513555548,0.021257614474939356,0.029244272176453607,0.001506080017087361,0.006698386513555548,0.021257614474939356,0.000781482304526749,0.02047613217041261,0.01,0.01,0.6526429471402819,1.0,9258988.647200437,1000.0,14.894736842105262,0.01,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5754786.001254237,0.0,0.0,58.73786524262538,0.0006526429471402818,40238.22116985841,42172.324578751286,6051157.48031883,168156.85716729783,202.346,235.5,1228000.0,0.2277,652.5776893713447,0.06525776893713449,652.5776893713447,0.058731992043421034,1,0.1,58.73786524262538,0.025,100.0,0.9,1.0,0.0006526429471402818,5754786.001254237,1.0515,0.014900000000000002,5754786.001254237,85746.31141868814,85746.31141868814,82410.5457486097,561793.3351587881,8632.179001881355,287739.3000627119,5754.786001254238,5179.307401128814,46038.2880100339,17264.35800376271,11509.572002508476,0.027277022782292323,0.0181763402624767,0.0009360815235175542,0.004163282017939941,0.004001318978358133,0.0181763402624767,0.0009360815235175542,0.004163282017939941,0.004001318978358133,0.0019537057613168724,0.0020476132170412606,0.025,0.025,0.6526429471402819,1.0,5754786.001254237,1000.0,14.894736842105262,0.025,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9270096.159780566,0.0,0.0,58.73786524262538,0.006526429471402818,40238.22116985841,421723.24578751286,9747506.112009266,600085.8997381018,202.346,235.5,1228000.0,0.2277,652.5776893713447,0.06525776893713449,652.5776893713447,0.058731992043421034,1,0.1,58.73786524262538,0.025,100.0,0.9,10.0,0.006526429471402818,9270096.159780566,1.0515,0.014900000000000002,9270096.159780566,138124.43278073045,138124.43278073045,461961.4669573713,1234175.1607780717,13905.144239670848,463504.8079890283,9270.096159780565,8343.08654380251,74160.76927824452,27810.288479341696,18540.19231956113,0.059923501884136116,0.029279354962865153,0.0015078867805875594,0.0067064222089539185,0.02242983793172948,0.029279354962865153,0.0015078867805875594,0.0067064222089539185,0.02242983793172948,0.0019537057613168724,0.02047613217041261,0.025,0.025,0.6526429471402819,1.0,9270096.159780566,1000.0,14.894736842105262,0.025,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5773298.522221119,0.0,0.0,117.47573048525076,0.0006526429471402818,80476.44233971681,42172.324578751286,6070623.396115507,208670.91489956278,202.346,235.5,1228000.0,0.2277,652.5776893713447,0.06525776893713449,652.5776893713447,0.058731992043421034,1,0.1,117.47573048525076,0.05,100.0,0.9,1.0,0.0006526429471402818,5773298.522221119,1.0515,0.014900000000000002,5773298.522221119,86022.14798109469,86022.14798109469,122648.7669184681,603573.6786487787,8659.94778333168,288664.92611105595,5773.298522221119,5195.968669999008,46186.38817776895,17319.89556666336,11546.597044442238,0.02930560395245939,0.018234811573162615,0.0009390927960178773,0.004176674843603894,0.005955024739675005,0.018234811573162615,0.0009390927960178773,0.004176674843603894,0.005955024739675005,0.003907411522633745,0.0020476132170412606,0.05,0.05,0.6526429471402819,1.0,5773298.522221119,1000.0,14.894736842105262,0.05,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9288608.680747448,0.0,0.0,117.47573048525076,0.006526429471402818,80476.44233971681,421723.24578751286,9766972.027805943,640599.9574703666,202.346,235.5,1228000.0,0.2277,652.5776893713447,0.06525776893713449,652.5776893713447,0.058731992043421034,1,0.1,117.47573048525076,0.05,100.0,0.9,10.0,0.006526429471402818,9288608.680747448,1.0515,0.014900000000000002,9288608.680747448,138400.26934313698,138400.26934313698,502199.6881272297,1275955.504268062,13932.913021121172,464430.4340373724,9288.608680747448,8359.747812672704,74308.86944597958,27865.826042242345,18577.217361494895,0.06195208305430317,0.029337826273551068,0.0015108980530878766,0.006719815034617872,0.024383543693046354,0.029337826273551068,0.0015108980530878766,0.006719815034617872,0.024383543693046354,0.003907411522633745,0.02047613217041261,0.05,0.05,0.6526429471402819,1.0,9288608.680747448,1000.0,14.894736842105262,0.05,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5810323.564154882,0.0,0.0,234.95146097050153,0.0006526429471402818,160952.88467943363,42172.324578751286,6109555.227708859,289699.0303640927,202.346,235.5,1228000.0,0.2277,652.5776893713447,0.06525776893713449,652.5776893713447,0.058731992043421034,1,0.1,234.95146097050153,0.1,100.0,0.9,1.0,0.0006526429471402818,5810323.564154882,1.0515,0.014900000000000002,5810323.564154882,86573.82110590776,86573.82110590776,203125.2092581849,687134.3656287598,8715.485346232323,290516.1782077441,5810.323564154882,5229.291207739394,46482.588513239054,17430.970692464645,11620.647128309764,0.033362766292793514,0.01835175419453444,0.0009451153410185262,0.0042034604949317995,0.00986243626230875,0.01835175419453444,0.0009451153410185262,0.0042034604949317995,0.00986243626230875,0.00781482304526749,0.0020476132170412606,0.1,0.1,0.6526429471402819,1.0,5810323.564154882,1000.0,14.894736842105262,0.1,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9325633.722681211,0.0,0.0,234.95146097050153,0.006526429471402818,160952.88467943363,421723.24578751286,9805903.859399296,721628.0729348966,202.346,235.5,1228000.0,0.2277,652.5776893713447,0.06525776893713449,652.5776893713447,0.058731992043421034,1,0.1,234.95146097050153,0.1,100.0,0.9,10.0,0.006526429471402818,9325633.722681211,1.0515,0.014900000000000002,9325633.722681211,138951.94246795005,138951.94246795005,582676.1304669465,1359516.1912480434,13988.450584021817,466281.6861340606,9325.633722681212,8393.07035041309,74605.0697814497,27976.901168043634,18651.267445362424,0.0660092453946373,0.029454768894922892,0.0015169205980885283,0.006746600685945777,0.0282909552156801,0.029454768894922892,0.0015169205980885283,0.006746600685945777,0.0282909552156801,0.00781482304526749,0.02047613217041261,0.1,0.1,0.6526429471402819,1.0,9325633.722681211,1000.0,14.894736842105262,0.1,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5893674.497207174,0.0,0.0,25.48766732082825,0.0007079907589118956,17460.2599281223,45748.776133133004,6197198.733813344,151024.78606964223,202.346,235.5,1228000.0,0.2277,707.9199669152043,0.07079199669152043,707.9199669152043,0.06371279702236839,1,0.1,25.48766732082825,0.01,100.0,0.9,1.0,0.0007079907589118956,5893674.497207174,1.0515,0.014900000000000002,5893674.497207174,87815.75000838691,87815.75000838691,63209.036061255305,554161.457181873,8840.511745810762,294683.7248603587,5893.674497207174,5304.307047486457,47149.39597765739,17681.023491621523,11787.348994414348,0.024803031250461117,0.01715977038024712,0.0008837281745827289,0.003930437174063264,0.002829095521568009,0.01715977038024712,0.0008837281745827289,0.003930437174063264,0.002829095521568009,0.0007814823045267489,0.00204761321704126,0.01,0.01,0.7079907589118958,1.0,5893674.497207174,1000.0,16.157894736842103,0.01,1,default,UVAOPZO,uv_aop
