fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_hydrogen_peroxide,fs.costing.aggregate_flow_costs[electricity],fs.costing.aggregate_flow_costs[hydrogen_peroxide],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.uv_aop.reactor_cost[default],fs.costing.uv_aop.lamp_cost[default],fs.costing.uv_aop.aop_capital_a_parameter[default],fs.costing.uv_aop.aop_capital_b_parameter[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.uv_reduced_equivalent_dose[0.0],fs.unit.uv_transmittance_in[0.0],fs.unit.oxidant_dose[0.0],fs.unit.chemical_flow_mass[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[UVAOPZO],fs.costing.LCOW_aggregate_indirect_capex[UVAOPZO],fs.costing.LCOW_aggregate_fixed_opex[UVAOPZO],fs.costing.LCOW_aggregate_variable_opex[UVAOPZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.LCOW_aggregate_variable_opex[hydrogen_peroxide],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.properties_in[0.0].flow_vol,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.properties_in[0.0].dens_mass,flow_mgd,sec,oxidant_dose,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7291718.525843828,0.0,0.0,47.737487653017084,0.002652082647389837,32702.44123345382,171371.6369807914,7667242.029924787,312720.68424931826,202.346,235.5,1228000.0,0.2277,265.1817465643274,0.02651817465643274,265.1817465643274,0.023866357190789465,1,0.1,47.737487653017084,0.05,100.0,0.9,10.0,0.002652082647389837,7291718.525843828,1.0515,0.014900000000000002,7291718.525843828,108646.60603507305,108646.60603507305,204074.0782142452,811485.7814037384,10937.577788765742,364585.92629219143,7291.7185258438285,6562.546673259446,58333.74820675063,21875.155577531485,14583.437051687657,0.09695939425668176,0.05667555171673589,0.002918790913411902,0.012981507933487617,0.02438354369304635,0.05667555171673589,0.002918790913411902,0.012981507933487617,0.02438354369304635,0.003907411522633744,0.020476132170412605,0.05,0.05,0.2652082647389838,1.0,7291718.525843828,1000.0,6.052631578947368,0.05,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4443161.252956264,0.0,0.0,95.47497530603417,0.00026520826473898373,65404.88246690764,17137.16369807914,4671984.057483512,148745.14883403515,202.346,235.5,1228000.0,0.2277,265.1817465643274,0.02651817465643274,265.1817465643274,0.023866357190789465,1,0.1,95.47497530603417,0.1,100.0,0.9,1.0,0.00026520826473898373,4443161.252956264,1.0515,0.014900000000000002,4443161.252956264,66203.10266904834,66203.10266904834,82542.04616498678,452664.4164455109,6664.741879434396,222158.0626478132,4443.1612529562635,3998.845127660638,35545.29002365011,13329.483758868791,8886.322505912527,0.05408605871588828,0.03453487877860429,0.0017785462570981266,0.007910197417877109,0.009862436262308748,0.03453487877860429,0.0017785462570981266,0.007910197417877109,0.009862436262308748,0.007814823045267488,0.0020476132170412606,0.1,0.1,0.2652082647389838,1.0,4443161.252956264,1000.0,6.052631578947368,0.1,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7306764.037583697,0.0,0.0,95.47497530603417,0.002652082647389837,65404.88246690764,171371.6369807914,7683062.385519259,345647.30360769614,202.346,235.5,1228000.0,0.2277,265.1817465643274,0.02651817465643274,265.1817465643274,0.023866357190789465,1,0.1,95.47497530603417,0.1,100.0,0.9,10.0,0.002652082647389837,7306764.037583697,1.0515,0.014900000000000002,7306764.037583697,108870.7841599971,108870.7841599971,236776.51944769904,845441.537597017,10960.146056375545,365338.20187918487,7306.764037583697,6576.087633825327,58454.11230066958,21920.29211275109,14613.528075167394,0.10101655659701589,0.056792494338107714,0.002924813458412556,0.013008293584815523,0.02829095521568009,0.056792494338107714,0.002924813458412556,0.013008293584815523,0.02829095521568009,0.007814823045267488,0.020476132170412605,0.1,0.1,0.2652082647389838,1.0,7306764.037583697,1000.0,6.052631578947368,0.1,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4653894.28453132,0.0,0.0,11.540018754381524,0.0003205560765105979,7905.4597068697085,20713.615252460884,4893569.840184684,97962.09979884728,202.346,235.5,1228000.0,0.2277,320.52402410818706,0.032052402410818706,320.52402410818706,0.028847162169736835,1,0.1,11.540018754381524,0.01,100.0,0.9,1.0,0.0003205560765105979,4653894.28453132,1.0515,0.014900000000000002,4653894.28453132,69343.02483951669,69343.02483951669,28619.07495933059,416295.84056842065,6980.841426796981,232694.71422656602,4653.89428453132,4188.504856078189,37231.15427625056,13961.682853593962,9307.78856906264,0.041152297894783404,0.029927153745854872,0.0015412484179115286,0.006854800209448997,0.0028290955215680095,0.029927153745854872,0.0015412484179115286,0.006854800209448997,0.0028290955215680095,0.0007814823045267488,0.0020476132170412606,0.01,0.01,0.3205560765105979,1.0,4653894.28453132,1000.0,7.315789473684211,0.01,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7643792.113504856,0.0,0.0,11.540018754381524,0.0032055607651059787,7905.4597068697085,207136.15252460883,8037447.407350357,328934.1147227009,202.346,235.5,1228000.0,0.2277,320.52402410818706,0.032052402410818706,320.52402410818706,0.028847162169736835,1,0.1,11.540018754381524,0.01,100.0,0.9,10.0,0.0032055607651059787,7643792.113504856,1.0515,0.014900000000000002,7643792.113504856,113892.50249122236,113892.50249122236,215041.61223147853,851781.6029530899,11465.688170257285,382189.60567524284,7643.792113504856,6879.412902154371,61150.33690803885,22931.37634051457,15287.584227009713,0.08420158658842172,0.04915387582879961,0.002531424605183189,0.011258671679499566,0.021257614474939353,0.04915387582879961,0.002531424605183189,0.011258671679499566,0.021257614474939353,0.0007814823045267488,0.020476132170412605,0.01,0.01,0.3205560765105979,1.0,7643792.113504856,1000.0,7.315789473684211,0.01,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4659349.917918733,0.0,0.0,28.850046885953812,0.0003205560765105979,19763.649267174274,20713.615252460884,4899306.438691549,109901.57829662431,202.346,235.5,1228000.0,0.2277,320.52402410818706,0.032052402410818706,320.52402410818706,0.028847162169736835,1,0.1,28.850046885953812,0.025,100.0,0.9,1.0,0.0003205560765105979,4659349.917918733,1.0515,0.014900000000000002,4659349.917918733,69424.31377698913,69424.31377698913,40477.26451963516,428608.49303154857,6989.0248768781,232967.49589593668,4659.349917918734,4193.41492612686,37274.79934334987,13978.0497537562,9318.699835837468,0.04236944659688364,0.029962236532266415,0.0015430551814117224,0.0068628359048473675,0.004001318978358133,0.029962236532266415,0.0015430551814117224,0.0068628359048473675,0.004001318978358133,0.001953705761316872,0.0020476132170412606,0.025,0.025,0.3205560765105979,1.0,4659349.917918733,1000.0,7.315789473684211,0.025,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7649247.746892269,0.0,0.0,28.850046885953812,0.0032055607651059787,19763.649267174274,207136.15252460883,8043184.005857222,340873.593220478,202.346,235.5,1228000.0,0.2277,320.52402410818706,0.032052402410818706,320.52402410818706,0.028847162169736835,1,0.1,28.850046885953812,0.025,100.0,0.9,10.0,0.0032055607651059787,7649247.746892269,1.0515,0.014900000000000002,7649247.746892269,113973.79142869482,113973.79142869482,226899.8017917831,864094.2554162178,11473.871620338403,382462.38734461344,7649.247746892269,6884.322972203043,61193.98197513815,22947.743240676806,15298.495493784538,0.08541873529052196,0.049188958615211165,0.002533231368683377,0.011266707374897938,0.022429837931729476,0.049188958615211165,0.002533231368683377,0.011266707374897938,0.022429837931729476,0.001953705761316872,0.020476132170412605,0.025,0.025,0.3205560765105979,1.0,7649247.746892269,1000.0,7.315789473684211,0.025,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4668442.640231089,0.0,0.0,57.700093771907625,0.0003205560765105979,39527.29853434855,20713.615252460884,4908867.436202991,129800.70912625267,202.346,235.5,1228000.0,0.2277,320.52402410818706,0.032052402410818706,320.52402410818706,0.028847162169736835,1,0.1,57.700093771907625,0.05,100.0,0.9,1.0,0.0003205560765105979,4668442.640231089,1.0515,0.014900000000000002,4668442.640231089,69559.79533944323,69559.79533944323,60240.91378680943,449129.5804700952,7002.663960346633,233422.13201155444,4668.442640231089,4201.59837620798,37347.54112184871,14005.327920693266,9336.885280462178,0.04439802776705071,0.030020707842952327,0.0015460664539120473,0.0068762287305113206,0.005955024739675005,0.030020707842952327,0.0015460664539120473,0.0068762287305113206,0.005955024739675005,0.003907411522633744,0.0020476132170412606,0.05,0.05,0.3205560765105979,1.0,4668442.640231089,1000.0,7.315789473684211,0.05,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7658340.469204624,0.0,0.0,57.700093771907625,0.0032055607651059787,39527.29853434855,207136.15252460883,8052745.003368664,360772.7240501063,202.346,235.5,1228000.0,0.2277,320.52402410818706,0.032052402410818706,320.52402410818706,0.028847162169736835,1,0.1,57.700093771907625,0.05,100.0,0.9,10.0,0.0032055607651059787,7658340.469204624,1.0515,0.014900000000000002,7658340.469204624,114109.27299114892,114109.27299114892,246663.45105895738,884615.3428547644,11487.510703806936,382917.02346023126,7658.340469204624,6892.506422284162,61266.723753636994,22975.021407613873,15316.680938409248,0.08744731646068903,0.04924742992589707,0.0025362426411837022,0.01128010020056189,0.02438354369304635,0.04924742992589707,0.0025362426411837022,0.01128010020056189,0.02438354369304635,0.003907411522633744,0.020476132170412605,0.05,0.05,0.3205560765105979,1.0,7658340.469204624,1000.0,7.315789473684211,0.05,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4686628.0848558,0.0,0.0,115.40018754381525,0.0003205560765105979,79054.5970686971,20713.615252460884,4927989.4312258735,169598.9707855094,202.346,235.5,1228000.0,0.2277,320.52402410818706,0.032052402410818706,320.52402410818706,0.028847162169736835,1,0.1,115.40018754381525,0.1,100.0,0.9,1.0,0.0003205560765105979,4686628.0848558,1.0515,0.014900000000000002,4686628.0848558,69830.75846435143,69830.75846435143,99768.21232115797,490171.75534718833,7029.9421272837,234331.40424278998,4686.6280848558,4217.96527637022,37493.0246788464,14059.8842545674,9373.2561697116,0.04845519010738482,0.030137650464324157,0.0015520889989126914,0.006903014381839228,0.009862436262308748,0.030137650464324157,0.0015520889989126914,0.006903014381839228,0.009862436262308748,0.007814823045267488,0.0020476132170412606,0.1,0.1,0.3205560765105979,1.0,4686628.0848558,1000.0,7.315789473684211,0.1,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7676525.913829335,0.0,0.0,115.40018754381525,0.0032055607651059787,79054.5970686971,207136.15252460883,8071866.998391546,400570.98570936307,202.346,235.5,1228000.0,0.2277,320.52402410818706,0.032052402410818706,320.52402410818706,0.028847162169736835,1,0.1,115.40018754381525,0.1,100.0,0.9,10.0,0.0032055607651059787,7676525.913829335,1.0515,0.014900000000000002,7676525.913829335,114380.2361160571,114380.2361160571,286190.7495933059,925657.5177318577,11514.788870744003,383826.2956914668,7676.525913829335,6908.873322446402,61412.20731063468,23029.577741488007,15353.05182765867,0.09150447880102315,0.0493643725472689,0.002542265186184358,0.011306885851889796,0.02829095521568009,0.0493643725472689,0.002542265186184358,0.011306885851889796,0.02829095521568009,0.007814823045267488,0.020476132170412605,0.1,0.1,0.3205560765105979,1.0,7676525.913829335,1000.0,7.315789473684211,0.1,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4868685.733583907,0.0,0.0,13.532539978159626,0.00037590388828221175,9270.43116704865,24290.06680684261,5119423.048863478,106103.91540429149,202.346,235.5,1228000.0,0.2277,375.8663016520466,0.037586630165204665,375.8663016520466,0.0338279671486842,1,0.1,13.532539978159626,0.01,100.0,0.9,1.0,0.00037590388828221175,4868685.733583907,1.0515,0.014900000000000002,4868685.733583907,72543.41743040022,72543.41743040022,33560.49797389126,439129.7315159055,7303.02860037586,243434.28667919536,4868.685733583907,4381.817160225516,38949.485868671254,14606.05720075172,9737.371467167814,0.037017923803916795,0.02669856006374859,0.0013749758432830494,0.006115292375317152,0.0028290955215680095,0.02669856006374859,0.0013749758432830494,0.006115292375317152,0.0028290955215680095,0.000781482304526749,0.0020476132170412606,0.01,0.01,0.37590388828221183,1.0,4868685.733583907,1000.0,8.578947368421051,0.01,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7969009.1132030375,0.0,0.0,13.532539978159626,0.0037590388828221176,9270.43116704865,242900.6680684261,8379413.0825329935,370909.3350222,202.346,235.5,1228000.0,0.2277,375.8663016520466,0.037586630165204665,375.8663016520466,0.0338279671486842,1,0.1,13.532539978159626,0.01,100.0,0.9,10.0,0.0037590388828221176,7969009.1132030375,1.0515,0.014900000000000002,7969009.1132030375,118738.23578672527,118738.23578672527,252171.09923547477,916002.1811714153,11953.513669804557,398450.4556601519,7969.0091132030375,7172.108201882735,63752.0729056243,23907.027339609114,15938.018226406075,0.0772174975030058,0.04369989769308745,0.0022505447311940052,0.010009440603784983,0.021257614474939353,0.04369989769308745,0.0022505447311940052,0.010009440603784983,0.021257614474939353,0.000781482304526749,0.020476132170412605,0.01,0.01,0.37590388828221183,1.0,7969009.1132030375,1000.0,8.578947368421051,0.01,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4875083.346836773,0.0,0.0,33.83134994539906,0.00037590388828221175,23176.07791762162,24290.06680684261,5126150.139198867,120104.88659233216,202.346,235.5,1228000.0,0.2277,375.8663016520466,0.037586630165204665,375.8663016520466,0.0338279671486842,1,0.1,33.83134994539906,0.025,100.0,0.9,1.0,0.00037590388828221175,4875083.346836773,1.0515,0.014900000000000002,4875083.346836773,72638.74186786792,72638.74186786792,47466.14472446423,453568.3095841779,7312.625020255159,243754.16734183865,4875.083346836773,4387.5750121530955,39000.66677469418,14625.250040510318,9750.166693673546,0.038235072506017036,0.02673364285016014,0.0013767826067832445,0.006123328070715524,0.004001318978358133,0.02673364285016014,0.0013767826067832445,0.006123328070715524,0.004001318978358133,0.001953705761316872,0.0020476132170412606,0.024999999999999998,0.024999999999999998,0.37590388828221183,1.0,4875083.346836773,1000.0,8.578947368421051,0.025,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7975406.726455903,0.0,0.0,33.83134994539906,0.0037590388828221176,23176.07791762162,242900.6680684261,8386140.172868382,384910.3062102407,202.346,235.5,1228000.0,0.2277,375.8663016520466,0.037586630165204665,375.8663016520466,0.0338279671486842,1,0.1,33.83134994539906,0.025,100.0,0.9,10.0,0.0037590388828221176,7975406.726455903,1.0515,0.014900000000000002,7975406.726455903,118833.56022419296,118833.56022419296,266076.7459860477,930440.7592396876,11963.110089683854,398770.33632279513,7975.406726455903,7177.866053810313,63803.25381164722,23926.22017936771,15950.813452911805,0.07843464620510603,0.043734980479498996,0.0022523514946942,0.010017476299183354,0.02242983793172948,0.043734980479498996,0.0022523514946942,0.010017476299183354,0.02242983793172948,0.001953705761316872,0.020476132170412605,0.024999999999999998,0.024999999999999998,0.37590388828221183,1.0,7975406.726455903,1000.0,8.578947368421051,0.025,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4885746.035591549,0.0,0.0,67.66269989079812,0.00037590388828221175,46352.15583524324,24290.06680684261,5137361.956424515,143439.83857239992,202.346,235.5,1228000.0,0.2277,375.8663016520466,0.037586630165204665,375.8663016520466,0.0338279671486842,1,0.1,67.66269989079812,0.05,100.0,0.9,1.0,0.00037590388828221175,4885746.035591549,1.0515,0.014900000000000002,4885746.035591549,72797.61593031409,72797.61593031409,70642.22264208585,477632.60636463185,7328.619053387324,244287.30177957748,4885.746035591549,4397.1714320323945,39085.96828473239,14657.238106774648,9771.492071183098,0.040263653676184105,0.02679211416084605,0.0013797938792835729,0.006136720896379477,0.005955024739675005,0.02679211416084605,0.0013797938792835729,0.006136720896379477,0.005955024739675005,0.003907411522633744,0.0020476132170412606,0.049999999999999996,0.049999999999999996,0.37590388828221183,1.0,4885746.035591549,1000.0,8.578947368421051,0.05,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7986069.415210679,0.0,0.0,67.66269989079812,0.0037590388828221176,46352.15583524324,242900.6680684261,8397351.990094028,408245.25819030846,202.346,235.5,1228000.0,0.2277,375.8663016520466,0.037586630165204665,375.8663016520466,0.0338279671486842,1,0.1,67.66269989079812,0.05,100.0,0.9,10.0,0.0037590388828221176,7986069.415210679,1.0515,0.014900000000000002,7986069.415210679,118992.43428663914,118992.43428663914,289252.82390366937,954505.0560201413,11979.10412281602,399303.470760534,7986.069415210679,7187.462473689612,63888.55532168543,23958.20824563204,15972.138830421358,0.08046322737527307,0.04379345179018491,0.002255362767194524,0.010030869124847307,0.02438354369304635,0.04379345179018491,0.002255362767194524,0.010030869124847307,0.02438354369304635,0.003907411522633744,0.020476132170412605,0.049999999999999996,0.049999999999999996,0.37590388828221183,1.0,7986069.415210679,1000.0,8.578947368421051,0.05,10,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4907071.413101102,0.0,0.0,135.32539978159625,0.00037590388828221175,92704.31167048648,24290.06680684261,5159785.590875809,190109.7425325355,202.346,235.5,1228000.0,0.2277,375.8663016520466,0.037586630165204665,375.8663016520466,0.0338279671486842,1,0.1,135.32539978159625,0.1,100.0,0.9,1.0,0.00037590388828221175,4907071.413101102,1.0515,0.014900000000000002,4907071.413101102,73115.36405520643,73115.36405520643,116994.3784773291,525761.1999255397,7360.607119651653,245353.5706550551,4907.071413101103,4416.3642717909925,39256.57130480882,14721.214239303306,9814.142826202205,0.04432081601651822,0.026909056782217874,0.00138581642428422,0.006163506547707383,0.00986243626230875,0.026909056782217874,0.00138581642428422,0.006163506547707383,0.00986243626230875,0.007814823045267488,0.0020476132170412606,0.09999999999999999,0.09999999999999999,0.37590388828221183,1.0,4907071.413101102,1000.0,8.578947368421051,0.1,1,default,UVAOPZO,uv_aop
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8007394.792720232,0.0,0.0,135.32539978159625,0.0037590388828221176,92704.31167048648,242900.6680684261,8419775.624545325,454915.16215044406,202.346,235.5,1228000.0,0.2277,375.8663016520466,0.037586630165204665,375.8663016520466,0.0338279671486842,1,0.1,135.32539978159625,0.1,100.0,0.9,10.0,0.0037590388828221176,8007394.792720232,1.0515,0.014900000000000002,8007394.792720232,119310.18241153147,119310.18241153147,335604.9797389126,1002633.6495810493,12011.09218908035,400369.73963601165,8007.3947927202325,7206.655313448209,64059.15834176186,24022.1843781607,16014.789585440465,0.08452038971560721,0.04391039441155673,0.002261385312195171,0.010057654776175212,0.028290955215680095,0.04391039441155673,0.002261385312195171,0.010057654776175212,0.028290955215680095,0.007814823045267488,0.020476132170412605,0.09999999999999999,0.09999999999999999,0.37590388828221183,1.0,8007394.792720232,1000.0,8.578947368421051,0.1,10,default,UVAOPZO,uv_aop
