fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.evaporation_pond.cost_per_acre_a_parameter[default],fs.costing.evaporation_pond.cost_per_acre_b_parameter[default],fs.costing.evaporation_pond.cost_per_acre_c_parameter[default],fs.costing.evaporation_pond.cost_per_acre_d_parameter[default],fs.costing.evaporation_pond.cost_per_acre_e_parameter[default],fs.costing.evaporation_pond.liner_thickness[default],fs.costing.evaporation_pond.land_cost[default],fs.costing.evaporation_pond.land_clearing_cost[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.air_temperature,fs.unit.solar_radiation,fs.unit.dike_height,fs.unit.evaporation_rate_adj_factor,fs.unit.evap_rate_calc_a_parameter,fs.unit.evap_rate_calc_b_parameter,fs.unit.evap_rate_calc_c_parameter,fs.unit.adj_area_calc_a_parameter,fs.unit.adj_area_calc_b_parameter,fs.unit.area,fs.unit.adj_area,fs.unit.evaporation_rate_pure,fs.unit.evaporation_rate_salt,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[EvaporationPondZO],fs.costing.LCOW_aggregate_indirect_capex[EvaporationPondZO],fs.costing.LCOW_aggregate_fixed_opex[EvaporationPondZO],fs.costing.LCOW_aggregate_variable_opex[EvaporationPondZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.properties_in[0.0].flow_vol,fs.unit.properties_byproduct[0.0].flow_vol,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.properties_in[0.0].dens_mass,fs.unit.properties_byproduct[0.0].dens_mass,flow_mgd,solar_radiation,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6829742.609810174,0.0,0.0,0.0,0.0,7181474.354215398,101763.16488617161,5406.0,465.0,1.07,0.931,217.5,60.0,5000.0,4000.0,12.383775795634918,1.6098908534325393,0.0012383775795637743,0.03219781706868755,12.382537418055353,1.5776930363639252,0.0001,0.98,1.000000000000018e-18,0.0,298.0,20.0,8.0,0.7,0.41,0.025,0.078,1.2,0.155,74.25785995375813,101.93197440181729,5.733850000000005,2.9798079822121375,6829742.609810174,1.0515,0.014900000000000002,6829742.609810174,101763.16488617161,101763.16488617161,0.0,568928.3776200857,10244.613914715263,341487.13049050875,6829.742609810174,6146.768348829158,54637.94087848139,20489.227829430525,13659.485219620348,1.2883151244080628,1.0060642747386184,0.05181231014903893,0.23043853952040563,1.5512618913111454e-21,1.0060642747386184,0.05181231014903893,0.23043853952040563,1.5512618913111454e-21,0.0,0.0,1.9850249741106562e-20,0.013993666649067456,0.013960230454419279,1.0,6829742.609810174,1000.0,1000.0,0.2826530612244898,20.0,default,EvaporationPondZO,evaporation_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6117207.717865428,0.0,0.0,3.4682136992039222e-46,3.5514508279848164e-43,6432243.915335499,91146.39499619488,5406.0,465.0,1.07,0.931,217.5,60.0,5000.0,4000.0,12.383775795634918,1.6098908534325393,0.0012383775795637743,0.03219781706868755,12.382537418055353,1.5776930363639252,0.0001,0.98,1.000000000000018e-18,0.0,298.0,22.5,8.0,0.7,0.41,0.025,0.078,1.2,0.155,66.00698662556279,91.29759291549475,6.450581250000005,3.352283979988655,6117207.717865429,1.0515,0.014900000000000002,6117207.717865429,91146.39499619488,91146.39499619488,3.5514508279848164e-43,509573.09247514606,9175.811576798142,305860.3858932714,6117.207717865428,5505.486946078886,48937.661742923425,18351.623153596283,12234.415435730856,1.1539075002258106,0.9011033793952615,0.046406824038856,0.20639729679169305,1.5512618913111454e-21,0.9011033793952615,0.046406824038856,0.20639729679169305,1.5512618913111454e-21,8.042115660364705e-49,6.884490808472364e-48,1.9850249741106562e-20,0.013993666649067456,0.013960230454419279,1.0,6117207.717865429,1000.0,1000.0,0.2826530612244898,22.5,default,EvaporationPondZO,evaporation_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5544921.031853859,0.0,0.0,0.0,0.0,5830484.464994334,82619.32337462252,5406.0,465.0,1.07,0.931,217.5,60.0,5000.0,4000.0,12.383775795634918,1.6098908534325393,0.0012383775795637743,0.03219781706868755,12.382537418055353,1.5776930363639252,0.0001,0.98,1.000000000000018e-18,0.0,298.0,25.0,8.0,0.7,0.41,0.025,0.078,1.2,0.155,59.406287963006505,82.75637618717452,7.167312500000006,3.724759977765172,5544921.03185386,1.0515,0.014900000000000002,5544921.03185386,82619.32337462252,82619.32337462252,0.0,461900.70503576245,8317.38154778079,277246.05159269297,5544.92103185386,4990.428928668473,44359.36825483088,16634.76309556158,11089.84206370772,1.0459553217605426,0.8168019316543488,0.04206529948019908,0.1870880906259948,1.5512618913111454e-21,0.8168019316543488,0.04206529948019908,0.1870880906259948,1.5512618913111454e-21,0.0,0.0,1.9850249741106562e-20,0.013993666649067456,0.013960230454419279,1.0,5544921.03185386,1000.0,1000.0,0.2826530612244898,25.0,default,EvaporationPondZO,evaporation_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9532358.027971635,0.0,0.0,0.0,0.0,10023274.466412175,142032.1346167774,5406.0,465.0,1.07,0.931,217.5,60.0,5000.0,4000.0,13.233204460317456,1.7203165798412694,0.0013233204460320475,0.03440633159686468,13.231881139871424,1.685910248244483,0.0001,0.98,1.000000000000018e-18,0.0,298.0,15.0,8.0,0.7,0.41,0.025,0.078,1.2,0.155,105.80181249729198,142.2677441900213,4.300387500000004,2.2348559866591033,9532358.027971637,1.0515,0.014900000000000002,9532358.027971637,142032.13461677736,142032.13461677736,0.0,794060.5228603828,14298.537041957452,476617.90139858174,9532.358027971635,8579.122225174471,76258.86422377308,28597.074083914904,19064.71605594327,1.6826979753115368,1.3140436575358643,0.06767324836309711,0.3009810694125756,1.451687648287795e-21,1.3140436575358643,0.06767324836309711,0.3009810694125756,1.451687648287795e-21,0.0,0.0,1.8576078305022016e-20,0.014953521040158724,0.014917791388115907,1.0,9532358.027971637,1000.0,1000.0,0.3020408163265306,15.0,default,EvaporationPondZO,evaporation_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8241022.359786462,0.0,0.0,0.0,0.0,8665435.011315467,122791.2331608183,5406.0,465.0,1.07,0.931,217.5,60.0,5000.0,4000.0,13.233204460317456,1.7203165798412694,0.0013233204460320475,0.03440633159686468,13.231881139871424,1.685910248244483,0.0001,0.98,1.000000000000018e-18,0.0,298.0,17.5,8.0,0.7,0.41,0.025,0.078,1.2,0.155,90.6872678548217,122.99492502337583,5.017118750000004,2.6073319844356204,8241022.359786463,1.0515,0.014900000000000002,8241022.359786463,122791.2331608183,122791.2331608183,0.0,686490.216241762,12361.533539679693,412051.1179893231,8241.022359786462,7416.920123807817,65928.1788782917,24723.067079359385,16482.044719572925,1.4547451531528908,1.136031937922597,0.05850564480301376,0.26020757042728,1.451687648287795e-21,1.136031937922597,0.05850564480301376,0.26020757042728,1.451687648287795e-21,0.0,0.0,1.8576078305022016e-20,0.014953521040158724,0.014917791388115907,1.0,8241022.359786463,1000.0,1000.0,0.3020408163265306,17.5,default,EvaporationPondZO,evaporation_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7268254.687836781,0.0,0.0,0.0,0.0,7642569.804260376,108296.99484876805,5406.0,465.0,1.07,0.931,217.5,60.0,5000.0,4000.0,13.233204460317456,1.7203165798412694,0.0013233204460320475,0.03440633159686468,13.231881139871424,1.685910248244483,0.0001,0.98,1.000000000000018e-18,0.0,298.0,20.0,8.0,0.7,0.41,0.025,0.078,1.2,0.155,79.35135937296899,108.4766429883159,5.733850000000005,2.9798079822121375,7268254.687836782,1.0515,0.014900000000000002,7268254.687836782,108296.99484876805,108296.99484876805,0.0,605457.128317094,10902.382031755173,363412.73439183907,7268.254687836781,6541.429219053103,58146.03750269425,21804.764063510345,14536.509375673562,1.2830274955455052,1.001935087402453,0.05159965700122633,0.22949275114182585,1.451687648287795e-21,1.001935087402453,0.05159965700122633,0.22949275114182585,1.451687648287795e-21,0.0,0.0,1.8576078305022016e-20,0.014953521040158724,0.014917791388115907,1.0,7268254.687836782,1000.0,1000.0,0.3020408163265306,20.0,default,EvaporationPondZO,evaporation_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6508558.660628186,0.0,0.0,-4.6549576292562585e-38,-3.188866557807013e-35,6843749.431650538,96977.52404335998,5406.0,465.0,1.07,0.931,217.5,60.0,5000.0,4000.0,13.233204460317456,1.7203165798412694,0.0013233204460320475,0.03440633159686468,13.231881139871424,1.685910248244483,0.0001,0.98,1.000000000000018e-18,0.0,298.0,22.5,8.0,0.7,0.41,0.025,0.078,1.2,0.155,70.53454166486132,97.13839491329202,6.450581250000005,3.352283979988655,6508558.660628187,1.0515,0.014900000000000002,6508558.660628187,96977.52404335998,96977.52404335998,-3.188866557807013e-35,542173.2459020546,9762.837990942278,325427.9330314093,6508.558660628186,5857.702794565367,52068.46928502549,19525.675981884557,13017.117321256372,1.1489222759256608,0.8972103442403386,0.04620633272837756,0.2055055989569448,1.451687648287795e-21,0.8972103442403386,0.04620633272837756,0.2055055989569448,1.451687648287795e-21,-6.757544476624234e-41,-8.647085742762235e-40,1.8576078305022016e-20,0.014953521040158724,0.014917791388115907,1.0,6508558.660628187,1000.0,1000.0,0.3020408163265306,22.5,default,EvaporationPondZO,evaporation_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5898466.884189049,0.0,0.0,0.0,0.0,6202237.928724785,87887.15657441683,5406.0,465.0,1.07,0.931,217.5,60.0,5000.0,4000.0,13.233204460317456,1.7203165798412694,0.0013233204460320475,0.03440633159686468,13.231881139871424,1.685910248244483,0.0001,0.98,1.000000000000018e-18,0.0,298.0,25.0,8.0,0.7,0.41,0.025,0.078,1.2,0.155,63.48108749837518,88.03294791600294,7.167312500000006,3.724759977765172,5898466.884189049,1.0515,0.014900000000000002,5898466.884189049,87887.15657441683,87887.15657441683,0.0,491351.6345472862,8847.700326283573,294923.34420945245,5898.466884189049,5308.620195770144,47187.73507351239,17695.400652567147,11796.933768378098,1.041225922729955,0.81310867422415,0.041875096722543775,0.18624215178326128,1.451687648287795e-21,0.81310867422415,0.041875096722543775,0.18624215178326128,1.451687648287795e-21,0.0,0.0,1.8576078305022016e-20,0.014953521040158724,0.014917791388115907,1.0,5898466.884189049,1000.0,1000.0,0.3020408163265306,25.0,default,EvaporationPondZO,evaporation_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10110806.895403137,0.0,0.0,0.0,0.0,10631513.4505164,150651.02274150678,5406.0,465.0,1.07,0.931,217.5,60.0,5000.0,4000.0,14.082633124999994,1.8307423062499995,0.0014082633125003209,0.03661484612504181,14.081224861687494,1.794127460125041,0.0001,0.98,1.000000000000018e-18,0.0,298.0,15.0,8.0,0.7,0.41,0.025,0.078,1.2,0.155,112.59314505623975,150.9009297310247,4.300387500000004,2.2348559866591033,10110806.89540314,1.0515,0.014900000000000002,10110806.89540314,150651.02274150678,150651.02274150678,0.0,842246.2297728616,15166.210343104707,505540.3447701569,10110.806895403137,9099.726205862824,80886.4551632251,30332.420686209414,20221.613790806274,1.6771534490203888,1.3097138552101826,0.06745026354332449,0.299989330266882,1.3641255361688489e-21,1.3097138552101826,0.06745026354332449,0.299989330266882,1.3641255361688489e-21,0.0,0.0,1.745561643900482e-20,0.01591337543124999,0.015875352321812534,1.0,10110806.89540314,1000.0,1000.0,0.3214285714285714,15.0,default,EvaporationPondZO,evaporation_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8739060.935397848,0.0,0.0,1.4205803311939265e-42,9.73212996480391e-40,9189122.57357084,130212.00793742796,5406.0,465.0,1.07,0.931,217.5,60.0,5000.0,4000.0,14.082633124999994,1.8307423062499995,0.0014082633125003209,0.03661484612504181,14.081224861687494,1.794127460125041,0.0001,0.98,1.000000000000018e-18,0.0,298.0,17.5,8.0,0.7,0.41,0.025,0.078,1.2,0.155,96.5084100482055,130.4280097295868,5.017118750000004,2.6073319844356204,8739060.93539785,1.0515,0.014900000000000002,8739060.93539785,130212.00793742796,130212.00793742796,9.73212996480391e-40,727977.6184767754,13108.591403096772,436953.04676989245,8739.060935397849,7865.154841858064,69912.48748318279,26217.182806193545,17478.121870795698,1.4496119192688284,1.1320233199014387,0.05829920097492416,0.25928939839246556,1.3641255361688489e-21,1.1320233199014387,0.05829920097492416,0.25928939839246556,1.3641255361688489e-21,1.9379457882746918e-45,2.479710538211517e-44,1.745561643900482e-20,0.01591337543124999,0.015875352321812534,1.0,8739060.93539785,1000.0,1000.0,0.3214285714285714,17.5,default,EvaporationPondZO,evaporation_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7705850.76086081,0.0,0.0,0.0,0.0,8102702.075045142,114817.17633682609,5406.0,465.0,1.07,0.931,217.5,60.0,5000.0,4000.0,14.082633124999994,1.8307423062499995,0.0014082633125003209,0.03661484612504181,14.081224861687494,1.794127460125041,0.0001,0.98,1.000000000000018e-18,0.0,298.0,20.0,8.0,0.7,0.41,0.025,0.078,1.2,0.155,84.44485879217982,115.00764045954577,5.733850000000005,2.9798079822121375,7705850.760860811,1.0515,0.014900000000000002,7705850.760860811,114817.17633682609,114817.17633682609,0.0,641909.5743464474,11558.776141291215,385292.53804304055,7705.850760860811,6935.265684774729,61646.806086886485,23117.55228258243,15411.701521721621,1.2782257949254199,0.9981853685950475,0.051406546482645116,0.22863387984772768,1.3641255361688489e-21,0.9981853685950475,0.051406546482645116,0.22863387984772768,1.3641255361688489e-21,0.0,0.0,1.745561643900482e-20,0.01591337543124999,0.015875352321812534,1.0,7705850.760860811,1000.0,1000.0,0.3214285714285714,20.0,default,EvaporationPondZO,evaporation_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6899045.985592379,0.0,0.0,0.0,0.0,7254346.853850388,102795.78518532646,5406.0,465.0,1.07,0.931,217.5,60.0,5000.0,4000.0,14.082633124999994,1.8307423062499995,0.0014082633125003209,0.03661484612504181,14.081224861687494,1.794127460125041,0.0001,0.98,1.000000000000018e-18,0.0,298.0,22.5,8.0,0.7,0.41,0.025,0.078,1.2,0.155,75.06209670415984,102.96630766000541,6.450581250000005,3.352283979988655,6899045.98559238,1.0515,0.014900000000000002,6899045.98559238,102795.78518532646,102795.78518532646,0.0,574701.4585983835,10348.568978388568,344952.299279619,6899.045985592379,6209.141387033142,55192.36788473903,20697.137956777136,13798.091971184758,1.1443951891660746,0.8936750754453265,0.04602426638543445,0.2046958473353138,1.3641255361688489e-21,0.8936750754453265,0.04602426638543445,0.2046958473353138,1.3641255361688489e-21,0.0,0.0,1.745561643900482e-20,0.01591337543124999,0.015875352321812534,1.0,6899045.98559238,1000.0,1000.0,0.3214285714285714,22.5,default,EvaporationPondZO,evaporation_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6251193.436742842,0.0,0.0,0.0,0.0,6573129.898735099,93142.78220746836,5406.0,465.0,1.07,0.931,217.5,60.0,5000.0,4000.0,14.082633124999994,1.8307423062499995,0.0014082633125003209,0.03661484612504181,14.081224861687494,1.794127460125041,0.0001,0.98,1.000000000000018e-18,0.0,298.0,25.0,8.0,0.7,0.41,0.025,0.078,1.2,0.155,67.55588703374386,93.2972918276037,7.167312500000006,3.724759977765172,6251193.436742843,1.0515,0.014900000000000002,6251193.436742843,93142.78220746836,93142.78220746836,0.0,520734.31508925953,9376.790155114264,312559.67183714214,6251.193436742842,5626.074093068559,50009.54749394274,18753.580310228528,12502.386873485684,1.03693115113231,0.809754823764203,0.04170237342385666,0.18547395394425067,1.3641255361688489e-21,0.809754823764203,0.04170237342385666,0.18547395394425067,1.3641255361688489e-21,0.0,0.0,1.745561643900482e-20,0.01591337543124999,0.015875352321812534,1.0,6251193.436742843,1000.0,1000.0,0.3214285714285714,25.0,default,EvaporationPondZO,evaporation_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10688292.436708793,0.0,0.0,1.8183428239282258e-40,1.2456516186220085e-37,11238739.497199297,159255.557306961,5406.0,465.0,1.07,0.931,217.5,60.0,5000.0,4000.0,14.932061789682534,1.9411680326587295,0.0014932061789685938,0.03882336065321893,14.930568583503565,1.902344672005599,0.0001,0.98,1.000000000000018e-18,0.0,298.0,15.0,8.0,0.7,0.41,0.025,0.078,1.2,0.155,119.38447761518755,159.51973790239495,4.300387500000004,2.2348559866591033,10688292.436708795,1.0515,0.014900000000000002,10688292.436708795,159255.55730696104,159255.55730696104,1.2456516186220085e-37,890351.6900931612,16032.43865506319,534414.6218354397,10688.292436708793,9619.463193037915,85506.33949367034,32064.87731012638,21376.584873417585,1.6720890332261462,1.3057589782499741,0.06724658737987382,0.2990834675962986,1.286525580518525e-21,1.3057589782499741,0.06724658737987382,0.2990834675962986,1.286525580518525e-21,2.3393457146134266e-43,2.99347092517031e-42,1.6462632270318916e-20,0.01687322982234126,0.01683291325550916,1.0,10688292.436708795,1000.0,1000.0,0.3408163265306122,15.0,default,EvaporationPondZO,evaporation_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9236207.644319288,0.0,0.0,0.0,0.0,9711872.338001734,137619.49390035743,5406.0,465.0,1.07,0.931,217.5,60.0,5000.0,4000.0,14.932061789682534,1.9411680326587295,0.0014932061789685938,0.03882336065321893,14.930568583503565,1.902344672005599,0.0001,0.98,1.000000000000018e-18,0.0,298.0,17.5,8.0,0.7,0.41,0.025,0.078,1.2,0.155,102.32955224158933,137.8477835780095,5.017118750000004,2.6073319844356204,9236207.64431929,1.0515,0.014900000000000002,9236207.64431929,137619.49390035743,137619.49390035743,0.0,769390.726803811,13854.311466478934,461810.38221596443,9236.20764431929,8312.58687988736,73889.66115455431,27708.622932957867,18472.41528863858,1.444923181332913,1.1283618153195505,0.058110633488957245,0.25845073252440576,1.286525580518525e-21,1.1283618153195505,0.058110633488957245,0.25845073252440576,1.286525580518525e-21,0.0,0.0,1.6462632270318916e-20,0.01687322982234126,0.01683291325550916,1.0,9236207.64431929,1000.0,1000.0,0.3408163265306122,17.5,default,EvaporationPondZO,evaporation_pond
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8142612.568987726,0.0,0.0,0.0,0.0,8561957.116290595,121324.92727791713,5406.0,465.0,1.07,0.931,217.5,60.0,5000.0,4000.0,14.932061789682534,1.9411680326587295,0.0014932061789685938,0.03882336065321893,14.930568583503565,1.902344672005599,0.0001,0.98,1.000000000000018e-18,0.0,298.0,20.0,8.0,0.7,0.41,0.025,0.078,1.2,0.155,89.53835821139066,121.52618676343373,5.733850000000005,2.9798079822121375,8142612.568987727,1.0515,0.014900000000000002,8142612.568987727,121324.92727791713,121324.92727791713,0.0,678292.5247884068,12213.91885348159,407130.62844938633,8142.612568987726,7328.351312088955,65140.90055190181,24427.83770696318,16285.225137975453,1.273839882192279,0.9947603446786653,0.051230157750951376,0.2278493797626624,1.286525580518525e-21,0.9947603446786653,0.051230157750951376,0.2278493797626624,1.286525580518525e-21,0.0,0.0,1.6462632270318916e-20,0.01687322982234126,0.01683291325550916,1.0,8142612.568987727,1000.0,1000.0,0.3408163265306122,20.0,default,EvaporationPondZO,evaporation_pond
