fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.bioreactor.capital_a_parameter[default],fs.costing.bioreactor.capital_b_parameter[default],fs.costing.bioreactor.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[BioreactorZO],fs.costing.LCOW_aggregate_indirect_capex[BioreactorZO],fs.costing.LCOW_aggregate_fixed_opex[BioreactorZO],fs.costing.LCOW_aggregate_variable_opex[BioreactorZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,48730401.4137371,0.0,0.0,0.0,0.0,51240017.086544566,726082.9810646828,1252160.0,1.0,45.0,367.6610403634258,0.036766104036342576,356.631209152523,0.03308949363270832,0.97,0.1,3.769483525246234e-25,0.0,48730401.4137371,1.0515,0.014900000000000002,48730401.4137371,726082.981064683,726082.981064683,0.0,4059319.626082299,73095.60212060566,2436520.0706868554,48730.401413737105,43857.3612723634,389843.21130989684,146191.20424121132,97460.80282747421,0.34983096040821715,0.27318815466512314,0.014069189965253878,0.06257361577784011,2.2253967950276846e-29,0.27318815466512314,0.014069189965253878,0.06257361577784011,2.2253967950276846e-29,0.0,0.0,2.847661146179559e-28,1.0,48730401.4137371,8.391666666666666,default,BioreactorZO,bioreactor
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,53545371.56335662,0.0,0.0,0.0,0.0,56302958.1988695,797826.0362940137,1252160.0,1.0,45.0,403.9890180358795,0.040398901803587954,391.8693474948031,0.03635901162322916,0.97,0.1,3.769483525246234e-25,0.0,53545371.56335662,1.0515,0.014900000000000002,53545371.56335662,797826.0362940137,797826.0362940137,0.0,4460414.266395299,80318.05734503493,2677268.5781678315,53545.371563356624,48190.834407020964,428362.972506853,160636.11469006987,107090.74312671325,0.3498309604082173,0.27318815466512325,0.014069189965253881,0.06257361577784012,2.025282035782086e-29,0.27318815466512325,0.014069189965253881,0.06257361577784012,2.025282035782086e-29,0.0,0.0,2.591590396929793e-28,1.0,53545371.56335662,9.220833333333333,default,BioreactorZO,bioreactor
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,58360341.712976106,0.0,0.0,0.0,0.0,61365899.31119438,869569.0915233442,1252160.0,1.0,45.0,440.3169957083331,0.04403169957083332,427.10748583708306,0.03962852961374999,0.97,0.1,3.769483525246234e-25,0.0,58360341.712976106,1.0515,0.014900000000000002,58360341.712976106,869569.091523344,869569.091523344,0.0,4861508.9067082945,87540.51256946416,2918017.0856488054,58360.34171297611,52524.3075416785,466882.73370380886,175081.02513892832,116720.68342595221,0.3498309604082172,0.2731881546651232,0.014069189965253888,0.06257361577784011,1.858187871138374e-29,0.2731881546651232,0.014069189965253888,0.06257361577784011,1.858187871138374e-29,0.0,0.0,2.377773444612617e-28,1.0,58360341.712976106,10.049999999999999,default,BioreactorZO,bioreactor
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,63175311.86259561,0.0,0.0,0.0,0.0,66428840.42351929,941312.1467526747,1252160.0,1.0,45.0,476.6449733807868,0.04766449733807868,462.34562417936314,0.042898047604270816,0.97,0.1,3.769483525246234e-25,0.0,63175311.86259561,1.0515,0.014900000000000002,63175311.86259561,941312.1467526747,941312.1467526747,0.0,5262603.547021292,94762.96779389342,3158765.5931297806,63175.31186259561,56857.78067633606,505402.4949007649,189525.93558778684,126350.62372519122,0.3498309604082172,0.27318815466512314,0.01406918996525389,0.06257361577784011,1.7165642072714505e-29,0.27318815466512314,0.01406918996525389,0.06257361577784011,1.7165642072714505e-29,0.0,0.0,2.1965490419018122e-28,1.0,63175311.86259561,10.879166666666665,default,BioreactorZO,bioreactor
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,67990282.01221512,0.0,0.0,1.1020259538959363e-41,7.549400013872517e-39,71491781.5358442,1013055.2019820055,1252160.0,1.0,45.0,512.9729510532405,0.05129729510532406,497.58376252164334,0.046167565594791654,0.97,0.1,0.0,0.0,67990282.01221512,1.0515,0.014900000000000002,67990282.01221512,1013055.2019820055,1013055.2019820055,7.549400013872517e-39,5663698.18733429,101985.42301832269,3399514.1006107563,67990.28201221512,61191.253810993614,543922.2560977209,203970.84603664538,135980.56402443023,0.34983096040821715,0.2731881546651232,0.014069189965253864,0.06257361577784012,0.0,0.2731881546651232,0.014069189965253864,0.06257361577784012,0.0,4.6630554277502314e-46,5.966936680131213e-45,0.0,1.0,67990282.01221512,11.708333333333332,default,BioreactorZO,bioreactor
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,72805252.16183464,0.0,0.0,9.46320132580233e-33,6.482741351762813e-30,76554722.64816913,1084798.2572113364,1252160.0,1.0,45.0,549.3009287256942,0.05493009287256943,532.8219008639234,0.04943708358531249,0.97,0.1,3.769483525246234e-25,0.0,72805252.16183464,1.0515,0.014900000000000002,72805252.16183464,1084798.2572113364,1084798.2572113364,6.482741351762813e-30,6064792.827647289,109207.87824275196,3640262.6080917325,72805.25216183465,65524.726945651186,582442.0172946772,218415.75648550392,145610.5043236693,0.3498309604082172,0.2731881546651232,0.014069189965253864,0.06257361577784012,1.4895145048806103e-29,0.2731881546651232,0.014069189965253864,0.06257361577784012,1.4895145048806103e-29,3.739391760963119e-37,4.784998635671689e-36,1.9060118140264642e-28,1.0,72805252.16183464,12.5375,default,BioreactorZO,bioreactor
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,77620222.31145413,0.0,0.0,0.0,0.0,81617663.76049402,1156541.3124406666,1252160.0,1.0,45.0,585.6289063981479,0.0585628906398148,568.0600392062034,0.052706601575833324,0.97,0.1,3.769483525246234e-25,0.0,77620222.31145413,1.0515,0.014900000000000002,77620222.31145413,1156541.3124406666,1156541.3124406666,0.0,6465887.467960285,116430.3334671812,3881011.115572707,77620.22231145413,69858.20008030873,620961.778491633,232860.6669343624,155240.44462290825,0.34983096040821715,0.2731881546651232,0.014069189965253873,0.06257361577784011,1.3971163170778544e-29,0.2731881546651232,0.014069189965253873,0.06257361577784011,1.3971163170778544e-29,0.0,0.0,1.7877772906501346e-28,1.0,77620222.31145413,13.366666666666665,default,BioreactorZO,bioreactor
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,82435192.46107364,0.0,0.0,0.0,0.0,86680604.87281893,1228284.3676699973,1252160.0,1.0,45.0,621.9568840706015,0.062195688407060155,603.2981775484834,0.05597611956635414,0.97,0.1,3.769483525246234e-25,0.0,82435192.46107364,1.0515,0.014900000000000002,82435192.46107364,1228284.3676699973,1228284.3676699973,0.0,6866982.108273283,123652.78869161046,4121759.623053682,82435.19246107365,74191.67321496629,659481.5396885892,247305.57738322092,164870.3849221473,0.3498309604082172,0.2731881546651232,0.014069189965253876,0.06257361577784012,1.3155119299048304e-29,0.2731881546651232,0.014069189965253876,0.06257361577784012,1.3155119299048304e-29,0.0,0.0,1.6833547250970449e-28,1.0,82435192.46107364,14.195833333333331,default,BioreactorZO,bioreactor
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,87250162.61069313,0.0,0.0,3.189806895128701e-42,2.185168009686548e-39,91743545.98514383,1300027.4228993277,1252160.0,1.0,45.0,658.2848617430552,0.06582848617430553,638.5363158907635,0.05924563755687499,0.97,0.1,0.0,0.0,87250162.61069313,1.0515,0.014900000000000002,87250162.61069313,1300027.4228993277,1300027.4228993277,2.185168009686548e-39,7268076.748586278,130875.24391603969,4362508.130534656,87250.16261069312,78525.14634962383,698001.300885545,261750.48783207938,174500.32522138624,0.34983096040821704,0.27318815466512314,0.014069189965253833,0.0625736157778401,0.0,0.27318815466512314,0.014069189965253833,0.0625736157778401,0.0,1.0517767628563487e-46,1.3458745984766407e-45,0.0,1.0,87250162.61069313,15.024999999999999,default,BioreactorZO,bioreactor
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,92065132.76031266,0.0,0.0,0.0,0.0,96806487.09746878,1371770.4781286588,1252160.0,1.0,45.0,694.612839415509,0.0694612839415509,673.7744542330437,0.0625151555473958,0.97,0.1,3.769483525246234e-25,0.0,92065132.76031266,1.0515,0.014900000000000002,92065132.76031266,1371770.4781286588,1371770.4781286588,0.0,7669171.38889928,138097.699140469,4603256.638015633,92065.13276031267,82858.6194842814,736521.0620825014,276195.398280938,184130.26552062534,0.3498309604082172,0.2731881546651232,0.014069189965253878,0.06257361577784012,1.1779104192341016e-29,0.2731881546651232,0.014069189965253878,0.06257361577784012,1.1779104192341016e-29,0.0,0.0,1.507277148069811e-28,1.0,92065132.76031266,15.854166666666666,default,BioreactorZO,bioreactor
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,96880102.90993215,0.0,0.0,0.0,0.0,101869428.20979367,1443513.533357989,1252160.0,1.0,45.0,730.9408170879626,0.07309408170879628,709.0125925753238,0.06578467353791666,0.97,0.1,3.769483525246234e-25,0.0,96880102.90993215,1.0515,0.014900000000000002,96880102.90993215,1443513.5333579893,1443513.5333579893,0.0,8070266.029212276,145320.15436489822,4844005.145496608,96880.10290993216,87192.09261893894,775040.8232794573,290640.30872979644,193760.20581986432,0.3498309604082172,0.2731881546651232,0.014069189965253883,0.06257361577784012,1.1193679183780613e-29,0.2731881546651232,0.014069189965253883,0.06257361577784012,1.1193679183780613e-29,0.0,0.0,1.4323650220793285e-28,1.0,96880102.90993215,16.683333333333334,default,BioreactorZO,bioreactor
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,101695073.05955166,0.0,0.0,0.0,0.0,106932369.32211858,1515256.58858732,1252160.0,1.0,45.0,767.2687947604164,0.07672687947604165,744.250730917604,0.06905419152843749,0.97,0.1,0.0,0.0,101695073.05955166,1.0515,0.014900000000000002,101695073.05955166,1515256.58858732,1515256.58858732,0.0,8471360.669525275,152542.60958932748,5084753.652977583,101695.07305955167,91525.5657535965,813560.5844764133,305085.21917865495,203390.14611910333,0.34983096040821715,0.27318815466512314,0.014069189965253881,0.06257361577784011,0.0,0.27318815466512314,0.014069189965253881,0.06257361577784011,0.0,0.0,0.0,0.0,1.0,101695073.05955166,17.5125,default,BioreactorZO,bioreactor
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,106510043.20917119,0.0,0.0,3.881651607949336e-34,2.659115295726752e-31,111995310.43444352,1586999.6438166508,1252160.0,1.0,45.0,803.5967724328701,0.08035967724328703,779.488869259884,0.07232370951895833,0.97,0.1,3.769483525246234e-25,0.0,106510043.20917119,1.0515,0.014900000000000002,106510043.20917119,1586999.6438166508,1586999.6438166508,2.659115295726752e-31,8872455.309838274,159765.0648137568,5325502.16045856,106510.0432091712,95859.03888825409,852080.3456733696,319530.1296275136,213020.0864183424,0.3498309604082172,0.2731881546651232,0.014069189965253883,0.06257361577784011,1.018162004812757e-29,0.2731881546651232,0.014069189965253883,0.06257361577784011,1.018162004812757e-29,1.0484593331326979e-38,1.3416290132988042e-37,1.3028599610189982e-28,1.0,106510043.20917119,18.34166666666667,default,BioreactorZO,bioreactor
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,111325013.3587907,0.0,0.0,0.0,0.0,117058251.54676843,1658742.6990459815,1252160.0,1.0,45.0,839.9247501053239,0.08399247501053239,814.7270076021642,0.07559322750947915,0.97,0.1,3.769483525246234e-25,0.0,111325013.3587907,1.0515,0.014900000000000002,111325013.3587907,1658742.6990459815,1658742.6990459815,0.0,9273549.950151272,166987.52003818605,5566250.667939535,111325.0133587907,100192.51202291163,890600.1068703256,333975.0400763721,222650.0267175814,0.3498309604082172,0.2731881546651232,0.014069189965253885,0.06257361577784012,9.74125004387254e-30,0.2731881546651232,0.014069189965253885,0.06257361577784012,9.74125004387254e-30,0.0,0.0,1.2465093563150684e-28,1.0,111325013.3587907,19.170833333333334,default,BioreactorZO,bioreactor
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,116139983.50841022,0.0,0.0,-3.797175475164367e-33,-2.6012451416012665e-30,122121192.65909335,1730485.7542753124,1252160.0,1.0,45.0,876.2527277777775,0.08762527277777776,849.9651459444442,0.07886274549999998,0.97,0.1,3.769483525246234e-25,0.0,116139983.50841022,1.0515,0.014900000000000002,116139983.50841022,1730485.7542753124,1730485.7542753124,-2.6012451416012665e-30,9674644.59046427,174209.97526261533,5806999.1754205115,116139.98350841022,104525.9851575692,929119.8680672818,348419.95052523067,232279.96701682045,0.34983096040821715,0.2731881546651232,0.014069189965253852,0.06257361577784012,9.337394052470325e-30,0.2731881546651232,0.014069189965253852,0.06257361577784012,9.337394052470325e-30,-9.40598982871691e-38,-1.2036088052453136e-36,1.1948311559178396e-28,1.0,116139983.50841022,20.0,default,BioreactorZO,bioreactor
