fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.clarifier.capital_a_parameter[default],fs.costing.clarifier.capital_b_parameter[default],fs.costing.clarifier.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[ClarifierZO],fs.costing.LCOW_aggregate_indirect_capex[ClarifierZO],fs.costing.LCOW_aggregate_fixed_opex[ClarifierZO],fs.costing.LCOW_aggregate_variable_opex[ClarifierZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit,fs.costing.aggregate_flow_ferric_chloride,fs.costing.aggregate_flow_costs[ferric_chloride],fs.costing.clarifier.HRT[HRCS_clarifier],fs.costing.clarifier.sizing_cost[HRCS_clarifier],fs.unit.ferric_chloride_dose[0.0],fs.unit.ferric_chloride_demand[0.0],fs.costing.LCOW_aggregate_variable_opex[ferric_chloride]
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4436.80099799438,0.0,0.0,0.0,0.0,4665.296249391091,149207.7896005398,,,,186.02115200115733,0.018602115200115732,186.02115200115733,0.016741903680104163,2.757201158737959e-16,0.0018602115200115749,1.0,0.1,3.769487556187322e-21,0.0,4436.80099799438,1.0515,0.014900000000000002,2688.9703018147757,66.10833487011627,66.10833487011627,149141.6812656697,149511.27381663732,6.6552014969915705,221.84004989971902,4.43680099799438,3.993120898194942,35.49440798395504,13.310402993983141,8.87360199598876,0.025466204233562616,2.9794298438681502e-05,2.1898064494969948e-05,1.1260210112368063e-05,0.0254032516605166,2.9794298438681502e-05,2.1898064494969948e-05,1.1260210112368063e-05,0.0254032516605166,0.0,0.0,5.628258764864904e-24,1.65,2688.9703018147757,4.245833333333333,HRCS_clarifier,ClarifierZO,clarifier,14.446358986643386,149141.6812656697,3.0,1.0,21.57,14.446358986643386,0.0254032516605166
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5303.2616443151655,0.0,0.0,0.0,0.0,5576.379618997397,178346.50415452156,,,,222.349129673611,0.022234912967361103,222.349129673611,0.020011421670624998,3.2956384639528276e-16,0.002223491296736112,1.0,0.1,3.769487723501088e-21,0.0,5303.2616443151655,1.0515,0.014900000000000002,3214.0979662516156,79.01859850029598,79.01859850029598,178267.48555602125,178709.25565128974,7.9548924664727485,265.16308221575827,5.303261644315166,4.77293547988365,42.426093154521325,15.909784932945497,10.606523288630331,0.025466204233562616,2.97942984386815e-05,2.1898064494969945e-05,1.1260210112368063e-05,0.025403251660516595,2.97942984386815e-05,2.1898064494969945e-05,1.1260210112368063e-05,0.025403251660516595,0.0,0.0,4.70869945481256e-24,1.65,3214.0979662516156,5.074999999999999,HRCS_clarifier,ClarifierZO,clarifier,17.26758120287698,178267.48555602125,3.0,1.0,21.57,17.26758120287698,0.025403251660516595
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6169.722290635952,0.0,0.0,0.0,0.0,6487.462988603704,207485.2187085033,,,,258.6771073460647,0.025867710734606475,258.6771073460647,0.023280939661145833,3.8340969635868063e-16,0.0025867710734606498,1.0,0.1,3.769487723130229e-21,0.0,6169.722290635952,1.0515,0.014900000000000002,3739.225630688456,91.9288621304757,91.9288621304757,207393.28984637282,207907.23748594214,9.254583435953927,308.4861145317976,6.169722290635952,5.5527500615723575,49.357778325087615,18.509166871907855,12.339444581271904,0.025466204233562613,2.9794298438681502e-05,2.1898064494969945e-05,1.1260210112368062e-05,0.025403251660516595,2.9794298438681502e-05,2.1898064494969945e-05,1.1260210112368062e-05,0.025403251660516595,0.0,0.0,4.0474212670412455e-24,1.65,3739.225630688456,5.904166666666666,HRCS_clarifier,ClarifierZO,clarifier,20.088803419110572,207393.28984637282,3.0,1.0,21.57,20.088803419110572,0.025403251660516595
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7036.182936956738,0.0,0.0,0.0,0.0,7398.54635821001,236623.93326248502,,,,295.00508501851834,0.029500508501851843,295.00508501851834,0.02655045765166666,4.3725888801565306e-16,0.0029500508501851866,1.0,0.1,3.769487555928581e-21,0.0,7036.182936956738,1.0515,0.014900000000000002,4264.3532951252955,104.8391257606554,104.8391257606554,236519.09413672436,237105.21932059454,10.554274405435107,351.8091468478369,7.036182936956738,6.3325646432610645,56.289463495653905,21.108548810870214,14.072365873913476,0.025466204233562613,2.9794298438681496e-05,2.1898064494969945e-05,1.1260210112368063e-05,0.025403251660516595,2.9794298438681496e-05,2.1898064494969945e-05,1.1260210112368063e-05,0.025403251660516595,0.0,0.0,3.549007228343856e-24,1.65,4264.3532951252955,6.7333333333333325,HRCS_clarifier,ClarifierZO,clarifier,22.910025635344166,236519.09413672436,3.0,1.0,21.57,22.910025635344166,0.025403251660516595
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7902.643583277528,0.0,0.0,0.0,0.0,8309.62972781632,265762.64781646687,,,,331.3330626909721,0.03313330626909721,331.3330626909721,0.029819975642187496,4.911010896083803e-16,0.0033133306269097235,1.0,0.1,3.769487556187322e-21,0.0,7902.643583277528,1.0515,0.014900000000000002,4789.480959562138,117.74938939083518,117.74938939083518,265644.89842707606,266303.20115524705,11.853965374916292,395.1321791638764,7.902643583277528,7.112379224949776,63.22114866622022,23.707930749832585,15.805287166555056,0.025466204233562616,2.9794298438681506e-05,2.189806449496995e-05,1.1260210112368065e-05,0.025403251660516598,2.9794298438681506e-05,2.189806449496995e-05,1.1260210112368065e-05,0.025403251660516598,0.0,0.0,3.1598874277671283e-24,1.65,4789.480959562138,7.562499999999999,HRCS_clarifier,ClarifierZO,clarifier,25.731247851577766,265644.89842707606,3.0,1.0,21.57,25.731247851577766,0.025403251660516598
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8769.104229598313,0.0,0.0,0.0,0.0,9220.713097422627,294901.36237044865,,,,367.6610403634258,0.036766104036342576,367.6610403634258,0.03308949363270833,5.449520746300202e-16,0.003676610403634261,1.0,0.1,3.769487555594372e-21,0.0,8769.104229598313,1.0515,0.014900000000000002,5314.608623998978,130.6596530210149,130.6596530210149,294770.70271742763,295501.1829898995,13.15365634439747,438.4552114799157,8.769104229598314,7.892193806638483,70.15283383678651,26.30731268879494,17.53820845919663,0.025466204233562616,2.9794298438681502e-05,2.1898064494969935e-05,1.1260210112368063e-05,0.025403251660516598,2.9794298438681502e-05,2.1898064494969935e-05,1.1260210112368063e-05,0.025403251660516598,0.0,0.0,2.84766419091121e-24,1.65,5314.608623998978,8.391666666666666,HRCS_clarifier,ClarifierZO,clarifier,28.552470067811363,294770.70271742763,3.0,1.0,21.57,28.552470067811363,0.025403251660516598
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9635.5648759191,0.0,0.0,0.0,0.0,10131.796467028937,324040.07692443044,,,,403.9890180358795,0.040398901803587954,403.9890180358795,0.036359011623229166,5.987915764756725e-16,0.004039890180358798,1.0,0.1,3.769487556187322e-21,0.0,9635.5648759191,1.0515,0.014900000000000002,5839.736288435819,143.56991665119463,143.56991665119463,323896.50700777926,324699.16482455196,14.453347313878652,481.77824379595506,9.635564875919101,8.67200838832719,77.08451900735281,28.906694627757304,19.271129751838203,0.02546620423356262,2.9794298438681506e-05,2.1898064494969935e-05,1.1260210112368065e-05,0.025403251660516595,2.9794298438681506e-05,2.1898064494969935e-05,1.1260210112368065e-05,0.025403251660516595,0.0,0.0,2.591593168277152e-24,1.65,5839.736288435819,9.220833333333333,HRCS_clarifier,ClarifierZO,clarifier,31.37369228404496,323896.50700777926,3.0,1.0,21.57,31.37369228404496,0.025403251660516598
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10502.025522239885,0.0,0.0,0.0,0.0,11042.87983663524,353178.7914784121,,,,440.3169957083331,0.04403169957083332,440.3169957083331,0.03962852961375,6.526422855718589e-16,0.0044031699570833355,1.0,0.1,3.7694875561845396e-21,0.0,10502.025522239885,1.0515,0.014900000000000002,6364.863952872658,156.4801802813743,156.4801802813743,353022.3112981308,353897.14665920427,15.753038283359826,525.1012761119943,10.502025522239885,9.451822970015897,84.01620417791908,31.506076566719653,21.00405104447977,0.025466204233562616,2.9794298438681502e-05,2.1898064494969938e-05,1.1260210112368062e-05,0.0254032516605166,2.9794298438681502e-05,2.1898064494969938e-05,1.1260210112368062e-05,0.0254032516605166,0.0,0.0,2.3777759873105745e-24,1.65,6364.863952872658,10.049999999999999,HRCS_clarifier,ClarifierZO,clarifier,34.19491450027855,353022.3112981308,3.0,1.0,21.57,34.19491450027855,0.0254032516605166
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11368.48616856067,0.0,0.0,1.4895864413605081e-36,1.020437301075101e-33,11953.963206241546,382317.50603239384,,,,476.6449733807868,0.04766449733807868,476.6449733807867,0.04289804760427082,7.064879799453249e-16,0.004766449733807872,1.0,0.1,3.7694875561845396e-21,0.0,11368.48616856067,1.0515,0.014900000000000002,6889.991617309497,169.390443911554,169.390443911554,382148.11558848235,383095.1284938567,17.052729252841004,568.4243084280336,11.36848616856067,10.231637551704605,90.94788934848536,34.10545850568201,22.73697233712134,0.025466204233562613,2.9794298438681496e-05,2.1898064494969938e-05,1.1260210112368062e-05,0.025403251660516595,2.9794298438681496e-05,2.1898064494969938e-05,1.1260210112368062e-05,0.025403251660516595,6.783345123413823e-41,8.680100731801502e-40,2.1965513908054788e-24,1.65,6889.991617309497,10.879166666666665,HRCS_clarifier,ClarifierZO,clarifier,37.01613671651214,382148.11558848235,3.0,1.0,21.57,37.01613671651214,0.025403251660516598
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12234.946814881458,0.0,0.0,0.0,0.0,12865.046575847853,411456.2205863756,,,,512.9729510532405,0.05129729510532406,512.9729510532405,0.04616756559479166,7.603273067766108e-16,0.005129729510532411,1.0,0.1,3.769487556187322e-21,0.0,12234.946814881458,1.0515,0.014900000000000002,7415.119281746338,182.30070754173374,182.30070754173374,411273.91987883387,412293.1103285091,18.352420222322188,611.7473407440729,12.234946814881457,11.011452133393313,97.87957451905166,36.704840444644375,24.469893629762915,0.025466204233562613,2.97942984386815e-05,2.189806449496993e-05,1.1260210112368062e-05,0.02540325166051659,2.97942984386815e-05,2.189806449496993e-05,1.1260210112368062e-05,0.02540325166051659,0.0,0.0,2.040994904411864e-24,1.65,7415.119281746338,11.708333333333332,HRCS_clarifier,ClarifierZO,clarifier,39.83735893274574,411273.91987883387,3.0,1.0,21.57,39.83735893274574,0.02540325166051659
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,13101.407461202249,0.0,0.0,0.0,0.0,13776.129945454166,440594.9351403575,,,,549.3009287256942,0.05493009287256943,549.3009287256942,0.0494370835853125,8.141706255068951e-16,0.005493009287256948,1.0,0.1,3.769487723130229e-21,0.0,13101.407461202249,1.0515,0.014900000000000002,7940.2469461831815,195.21097117191354,195.21097117191354,440399.72416918556,441491.09216316167,19.652111191803375,655.0703730601125,13.10140746120225,11.791266715082024,104.811259689618,39.30422238360675,26.2028149224045,0.025466204233562613,2.9794298438681506e-05,2.1898064494969938e-05,1.1260210112368063e-05,0.025403251660516595,2.9794298438681506e-05,2.1898064494969938e-05,1.1260210112368063e-05,0.025403251660516595,0.0,0.0,1.906013936655847e-24,1.65,7940.2469461831815,12.5375,HRCS_clarifier,ClarifierZO,clarifier,42.658581148979344,440399.72416918556,3.0,1.0,21.57,42.658581148979344,0.02540325166051659
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,13967.868107523032,0.0,0.0,0.0,0.0,14687.21331506047,469733.6496943392,,,,585.6289063981479,0.0585628906398148,585.6289063981479,0.05270660157583333,8.68017793643903e-16,0.005856289063981485,1.0,0.1,3.769487556187322e-21,0.0,13967.868107523032,1.0515,0.014900000000000002,8465.37461062002,208.1212348020932,208.1212348020932,469525.5284595371,470689.07399781403,20.95180216128455,698.3934053761517,13.967868107523033,12.57108129677073,111.74294486018427,41.9036043225691,27.935736215046067,0.025466204233562616,2.9794298438681502e-05,2.1898064494969938e-05,1.1260210112368063e-05,0.025403251660516598,2.9794298438681502e-05,2.1898064494969938e-05,1.1260210112368063e-05,0.025403251660516598,0.0,0.0,1.7877792024305915e-24,1.65,8465.37461062002,13.366666666666665,HRCS_clarifier,ClarifierZO,clarifier,45.47980336521293,469525.5284595371,3.0,1.0,21.57,45.47980336521293,0.025403251660516595
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,14834.32875384382,0.0,0.0,0.0,0.0,15598.296684666779,498872.364248321,,,,621.9568840706015,0.062195688407060155,621.9568840706015,0.05597611956635415,9.218648455485124e-16,0.006219568840706021,1.0,0.1,3.7694877230252815e-21,0.0,14834.32875384382,1.0515,0.014900000000000002,8990.50227505686,221.03149843227294,221.03149843227294,498651.3327498887,499887.05583246646,22.25149313076573,741.716437692191,14.83432875384382,13.35089587845944,118.67463003075056,44.50298626153146,29.66865750768764,0.02546620423356262,2.9794298438681506e-05,2.1898064494969948e-05,1.1260210112368065e-05,0.025403251660516598,2.9794298438681506e-05,2.1898064494969948e-05,1.1260210112368065e-05,0.025403251660516598,0.0,0.0,1.6833565997175726e-24,1.65,8990.50227505686,14.195833333333331,HRCS_clarifier,ClarifierZO,clarifier,48.301025581446524,498651.3327498887,3.0,1.0,21.57,48.301025581446524,0.0254032516605166
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,15700.789400164604,0.0,0.0,0.0,0.0,16509.380054273082,528011.0788023027,,,,658.2848617430552,0.06582848617430553,658.2848617430552,0.059245637556874994,9.757150681834438e-16,0.006582848617430559,1.0,0.1,3.769487555928581e-21,0.0,15700.789400164604,1.0515,0.014900000000000002,9515.6299394937,233.94176206245263,233.94176206245263,527777.1370402403,529085.0376671188,23.551184100246907,785.0394700082302,15.700789400164604,14.130710460148144,125.60631520131683,47.102368200493814,31.401578800329208,0.025466204233562613,2.97942984386815e-05,2.1898064494969935e-05,1.1260210112368062e-05,0.025403251660516598,2.97942984386815e-05,2.1898064494969935e-05,1.1260210112368062e-05,0.025403251660516598,0.0,0.0,1.590459146146331e-24,1.65,9515.6299394937,15.024999999999999,HRCS_clarifier,ClarifierZO,clarifier,51.122247797680124,527777.1370402403,3.0,1.0,21.57,51.122247797680124,0.025403251660516598
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,16567.250046485395,0.0,0.0,0.0,0.0,17420.463423879395,557149.7933562845,,,,694.612839415509,0.0694612839415509,694.612839415509,0.06251515554739581,1.0295635421375498e-15,0.006946128394155097,1.0,0.1,3.769487556217841e-21,0.0,16567.250046485395,1.0515,0.014900000000000002,10040.757603930542,246.85202569263242,246.85202569263242,556902.9413305919,558283.0195017713,24.850875069728094,828.3625023242698,16.567250046485395,14.910525041836857,132.53800037188316,49.70175013945619,33.13450009297079,0.025466204233562613,2.9794298438681506e-05,2.1898064494969948e-05,1.1260210112368065e-05,0.025403251660516595,2.9794298438681506e-05,2.1898064494969948e-05,1.1260210112368065e-05,0.025403251660516595,0.0,0.0,1.5072787599063788e-24,1.65,10040.757603930542,15.854166666666666,HRCS_clarifier,ClarifierZO,clarifier,53.943470013913725,556902.9413305919,3.0,1.0,21.57,53.943470013913725,0.025403251660516595
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,17433.710692806177,0.0,0.0,0.0,0.0,18331.546793485697,586288.5079102662,,,,730.9408170879626,0.07309408170879628,730.9408170879626,0.06578467353791667,1.0833987673784875e-15,0.007309408170879633,1.0,0.1,3.769487556187322e-21,0.0,17433.710692806177,1.0515,0.014900000000000002,10565.88526836738,259.7622893228121,259.7622893228121,586028.7456209434,587481.0013364237,26.150566039209266,871.6855346403089,17.433710692806176,15.69033962352556,139.4696855424494,52.30113207841853,34.86742138561235,0.025466204233562616,2.97942984386815e-05,2.1898064494969948e-05,1.1260210112368063e-05,0.0254032516605166,2.97942984386815e-05,2.1898064494969948e-05,1.1260210112368063e-05,0.0254032516605166,0.0,0.0,1.4323665537955388e-24,1.65,10565.88526836738,16.683333333333334,HRCS_clarifier,ClarifierZO,clarifier,56.76469223014731,586028.7456209434,3.0,1.0,21.57,56.76469223014731,0.025403251660516595
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,18300.17133912697,0.0,0.0,0.0,0.0,19242.63016309201,615427.2224642482,,,,767.2687947604164,0.07672687947604165,767.2687947604164,0.0690541915284375,1.1372440108121337e-15,0.007672687947604171,1.0,0.1,3.769487556187322e-21,0.0,18300.17133912697,1.0515,0.014900000000000002,11091.012932804224,272.6725529529919,272.6725529529919,615154.5499112952,616678.9831710764,27.450257008690453,915.0085669563485,18.30017133912697,16.470154205214275,146.40137071301575,54.90051401738091,36.60034267825394,0.02546620423356262,2.9794298438681502e-05,2.189806449496994e-05,1.1260210112368065e-05,0.025403251660516595,2.9794298438681502e-05,2.189806449496994e-05,1.1260210112368065e-05,0.025403251660516595,0.0,0.0,1.364548104067889e-24,1.65,11091.012932804224,17.5125,HRCS_clarifier,ClarifierZO,clarifier,59.58591444638092,615154.5499112952,3.0,1.0,21.57,59.58591444638092,0.025403251660516598
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,19166.631985447755,0.0,0.0,0.0,0.0,20153.713532698315,644565.93701823,,,,803.5967724328701,0.08035967724328703,803.5967724328701,0.07232370951895835,1.1910892542457797e-15,0.008035967724328711,1.0,0.1,3.769487556187322e-21,0.0,19166.631985447755,1.0515,0.014900000000000002,11616.140597241065,285.58281658317156,285.58281658317156,644280.3542016468,645876.9650057288,28.749947978171633,958.3315992723878,19.166631985447754,17.249968786902983,153.33305588358203,57.499895956343266,38.33326397089551,0.025466204233562616,2.9794298438681502e-05,2.189806449496993e-05,1.1260210112368062e-05,0.025403251660516595,2.9794298438681502e-05,2.189806449496993e-05,1.1260210112368062e-05,0.025403251660516595,0.0,0.0,1.302861354247464e-24,1.65,11616.140597241065,18.34166666666667,HRCS_clarifier,ClarifierZO,clarifier,62.40713666261452,644280.3542016468,3.0,1.0,21.57,62.40713666261452,0.025403251660516595
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,20033.092631768544,0.0,0.0,-3.1106496132160963e-29,-2.1309423929788295e-26,21064.796902304624,673704.6515722118,,,,839.9247501053239,0.08399247501053239,839.9247501053239,0.07559322750947917,1.2449344976794259e-15,0.008399247501053244,1.0,0.1,3.769487556187322e-21,0.0,20033.092631768544,1.0515,0.014900000000000002,12141.268261677906,298.49308021335133,298.49308021335133,673406.1584919983,675074.9468403812,30.049638947652817,1001.6546315884273,20.033092631768543,18.02978336859169,160.26474105414835,60.09927789530563,40.066185263537086,0.02546620423356262,2.9794298438681506e-05,2.189806449496995e-05,1.1260210112368063e-05,0.025403251660516598,2.9794298438681506e-05,2.189806449496995e-05,1.1260210112368063e-05,0.025403251660516598,-8.038665105785172e-34,-1.0286432666762819e-32,1.2465106892843592e-24,1.65,12141.268261677906,19.170833333333334,HRCS_clarifier,ClarifierZO,clarifier,65.22835887884811,673406.1584919983,3.0,1.0,21.57,65.22835887884811,0.025403251660516598
