fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.struvite_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_heat,fs.costing.aggregate_flow_costs[electricity],fs.costing.aggregate_flow_costs[heat],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.vfa_recovery.unit_capex[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[cod],fs.unit.properties_in[0.0].flow_mass_comp[nonbiodegradable_cod],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[cod],fs.unit.properties_treated[0.0].flow_mass_comp[nonbiodegradable_cod],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[cod],fs.unit.properties_byproduct[0.0].flow_mass_comp[nonbiodegradable_cod],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,cod]","fs.unit.removal_frac_mass_comp[0.0,nonbiodegradable_cod]",fs.unit.electricity[0.0],fs.unit.heat_required_per_vfa_mass[0.0],fs.unit.heat_consumption[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[VFARecoveryZO],fs.costing.LCOW_aggregate_indirect_capex[VFARecoveryZO],fs.costing.LCOW_aggregate_fixed_opex[VFARecoveryZO],fs.costing.LCOW_aggregate_variable_opex[VFARecoveryZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.LCOW_aggregate_variable_opex[heat],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.properties_in[0.0].flow_vol,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.lift_height,fs.unit.eta_pump,fs.unit.eta_motor,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1791180930.1297169,0.0,0.0,135.50535119381595,0.010045644813337315,92827.58691542117,2.588022895520547,1883426748.0313976,26781426.033871103,25.53,367.6610403634258,0.036766104036342576,0.036766104036342576,1.0973212598157005e-25,0.03308949363270832,0.018383052018171288,367.6610403634258,0.0036766104036342583,0.018383052018171288,0.0,0.1,0.5,135.50535119381595,0.273231148,0.010045644813337315,1791180930.1297169,1.0515,0.0149,1085564200.0786164,26688595.858932782,26688595.858932782,92830.17493831669,149301038.86189198,2686771.395194575,89559046.50648585,1791180.9301297169,1612062.8371167453,14329447.441037735,5373542.79038915,3582361.8602594337,12.865432795991797,6.08518751311631,4.4724606924526595,2.2997853133500525,0.00799927707277268,6.08518751311631,4.4724606924526595,2.2997853133500525,0.00799927707277268,0.007999054060026815,2.230127458631252e-07,0.1023574559998629,0.1023574559998629,0.36773457257149844,1.65,1085564200.0786164,100,0.9,0.9,8.391666666666666,default,VFARecoveryZO,vfa_recovery
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1968164547.3570328,0.0,0.0,148.89441022438666,0.011038238317733606,101999.726834075,2.8437411458723787,2069525021.5459201,29427654.326195013,25.53,403.9890180358795,0.040398901803587954,0.040398901803587954,4.811620882412018e-17,0.036359011623229166,0.020199450901793984,403.98901803587955,0.0040398901803588,0.020199450901793984,0.0,0.1,0.5,148.89441022438666,0.273231148,0.011038238317733606,1968164547.3570328,1.0515,0.0149,1192826998.3982017,29325651.755619787,29325651.755619787,102002.57057522087,164053226.9122974,2952246.821035549,98408227.36785164,1968164.5473570328,1771348.0926213297,15745316.378856262,5904493.642071098,3936329.0947140655,12.865432795991795,6.08518751311631,4.47246069245266,2.2997853133500525,0.007999277072772681,6.08518751311631,4.47246069245266,2.2997853133500525,0.007999277072772681,0.007999054060026815,2.2301274586312518e-07,0.10235745599986289,0.10235745599986289,0.4040698158394867,1.65,1192826998.3982017,100,0.9,0.9,9.220833333333333,default,VFARecoveryZO,vfa_recovery
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2145148164.5843472,0.0,0.0,162.28346925495728,0.012030831822129894,111171.86675272878,3.0994593962242107,2255623295.0604415,32073882.6185189,25.53,440.3169957083331,0.04403169957083332,0.04403169957083332,3.788331110711796e-23,0.03962852961374999,0.02201584978541666,440.3169957083331,0.004403169957083332,0.02201584978541666,0.0,0.1,0.5,162.28346925495728,0.273231148,0.012030831822129894,2145148164.5843472,1.0515,0.0149,1300089796.7177863,31962707.652306773,31962707.652306773,111174.966212125,178805414.96270272,3217722.246876521,107257408.22921737,2145148.1645843475,1930633.3481259127,17161185.31667478,6435444.493753042,4290296.329168695,12.865432795991792,6.085187513116307,4.4724606924526595,2.299785313350052,0.007999277072772678,6.085187513116307,4.4724606924526595,2.299785313350052,0.007999277072772678,0.007999054060026814,2.2301274586312526e-07,0.10235745599986287,0.10235745599986287,0.44040505910747474,1.65,1300089796.7177863,100,0.9,0.9,10.049999999999999,default,VFARecoveryZO,vfa_recovery
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2322131781.811663,0.0,0.0,175.672528285528,0.013023425326526181,120344.00667138261,3.3551776465760415,2441721568.574964,34720110.91084282,25.53,476.6449733807868,0.04766449733807868,0.04766449733807868,4.10088413352452e-23,0.042898047604270816,0.02383224866903934,476.6449733807867,0.0047664497338078685,0.02383224866903934,0.0,0.1,0.5,175.672528285528,0.273231148,0.013023425326526181,2322131781.811663,1.0515,0.0149,1407352595.0373716,34599763.54899378,34599763.54899378,120347.36184902918,193557603.0131082,3483197.672717495,116106589.09058316,2322131.7818116634,2089918.6036304971,18577054.254493307,6966395.34543499,4644263.563623327,12.865432795991795,6.085187513116309,4.47246069245266,2.2997853133500525,0.007999277072772678,6.085187513116309,4.47246069245266,2.2997853133500525,0.007999277072772678,0.007999054060026814,2.230127458631252e-07,0.10235745599986289,0.10235745599986289,0.47674030237546294,1.65,1407352595.0373716,100,0.9,0.9,10.879166666666665,default,VFARecoveryZO,vfa_recovery
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2499115399.0389786,0.0,0.0,189.06158731609867,0.014016018830922473,129516.14659003644,3.610895896927874,2627819842.089486,37366339.203166716,25.53,512.9729510532405,0.05129729510532406,0.05129729510532406,4.413436960807682e-23,0.046167565594791654,0.02564864755266203,512.9729510532405,0.005129729510532407,0.02564864755266203,0.0,0.1,0.5,189.06158731609867,0.273231148,0.014016018830922473,2499115399.0389786,1.0515,0.0149,1514615393.3569567,37236819.44568078,37236819.44568078,129519.75748593337,208309791.06351355,3748673.098558468,124955769.95194894,2499115.399038979,2249203.859135081,19992923.19231183,7497346.197116936,4998230.798077958,12.865432795991792,6.085187513116308,4.472460692452659,2.299785313350052,0.007999277072772678,6.085187513116308,4.472460692452659,2.299785313350052,0.007999277072772678,0.007999054060026814,2.2301274586312524e-07,0.10235745599986287,0.10235745599986287,0.5130755456434511,1.65,1514615393.3569567,100,0.9,0.9,11.708333333333332,default,VFARecoveryZO,vfa_recovery
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2676099016.266295,0.0,0.0,202.45064634666943,0.015008612335318763,138688.28650869033,3.866614147279706,2813918115.6040096,40012567.49549063,25.53,549.3009287256942,0.05493009287256943,0.05493009287256943,4.7259901791625167e-23,0.04943708358531249,0.027465046436284717,549.3009287256941,0.005493009287256944,0.027465046436284717,0.0,0.1,0.5,202.45064634666943,0.273231148,0.015008612335318763,2676099016.266295,1.0515,0.0149,1621878191.6765425,39873875.3423678,39873875.3423678,138692.15312283763,223061979.11391905,4014148.5243994426,133804950.81331475,2676099.016266295,2408489.1146396655,21408792.13013036,8028297.048798885,5352198.03253259,12.865432795991795,6.085187513116309,4.47246069245266,2.2997853133500525,0.00799927707277268,6.085187513116309,4.47246069245266,2.2997853133500525,0.00799927707277268,0.007999054060026815,2.2301274586312524e-07,0.10235745599986291,0.10235745599986291,0.5494107889114394,1.65,1621878191.6765425,100,0.9,0.9,12.5375,default,VFARecoveryZO,vfa_recovery
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2853082633.49361,0.0,0.0,215.83970537724008,0.016001205839715052,147860.42642734412,4.122332397631538,3000016389.118531,42658795.78781453,25.53,585.6289063981479,0.0585628906398148,0.0585628906398148,5.0385432361746654e-23,0.052706601575833324,0.029281445319907402,585.6289063981478,0.0058562890639814805,0.029281445319907402,0.0,0.1,0.5,215.83970537724008,0.273231148,0.016001205839715052,2853082633.49361,1.0515,0.0149,1729140989.9961274,42510931.239054784,42510931.239054784,147864.54875974177,237814167.1643244,4279623.950240415,142654131.6746805,2853082.63349361,2567774.370144249,22824661.06794888,8559247.90048083,5706165.26698722,12.86543279599179,6.085187513116308,4.472460692452659,2.2997853133500517,0.007999277072772678,6.085187513116308,4.472460692452659,2.2997853133500517,0.007999277072772678,0.007999054060026814,2.230127458631252e-07,0.10235745599986287,0.10235745599986287,0.5857460321794276,1.65,1729140989.9961274,100,0.9,0.9,13.366666666666665,default,VFARecoveryZO,vfa_recovery
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3030066250.7209253,0.0,0.0,229.22876440781076,0.016993799344111337,157032.56634599794,4.378050647983368,3186114662.6330533,45305024.08013844,25.53,621.9568840706015,0.062195688407060155,0.062195688407060155,5.35109598771185e-23,0.05597611956635414,0.031097844203530078,621.9568840706015,0.006219568840706017,0.031097844203530078,0.0,0.1,0.5,229.22876440781076,0.273231148,0.016993799344111337,3030066250.7209253,1.0515,0.0149,1836403788.3157125,45147987.135741785,45147987.135741785,157036.94439664594,252566355.2147298,4545099.376081388,151503312.53604627,3030066.250720925,2727059.625648833,24240530.0057674,9090198.752162777,6060132.50144185,12.865432795991794,6.085187513116309,4.4724606924526595,2.2997853133500525,0.00799927707277268,6.085187513116309,4.4724606924526595,2.2997853133500525,0.00799927707277268,0.007999054060026815,2.2301274586312524e-07,0.10235745599986289,0.10235745599986289,0.6220812754474156,1.65,1836403788.3157125,100,0.9,0.9,14.195833333333331,default,VFARecoveryZO,vfa_recovery
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3207049867.9482408,0.0,0.0,242.61782343838138,0.01798639284850763,166204.70626465173,4.633768898335201,3372212936.1475754,47951252.37246235,25.53,658.2848617430552,0.06582848617430553,0.06582848617430553,5.663648745756513e-23,0.05924563755687499,0.03291424308715277,658.2848617430551,0.006582848617430554,0.03291424308715277,0.0,0.1,0.5,242.61782343838138,0.273231148,0.01798639284850763,3207049867.9482408,1.0515,0.0149,1943666586.6352975,47785043.032428786,47785043.032428786,166209.34003355008,267318543.26513517,4810574.801922361,160352493.39741203,3207049.8679482406,2886344.881153417,25656398.943585925,9621149.603844723,6414099.735896481,12.865432795991792,6.085187513116308,4.472460692452659,2.299785313350052,0.007999277072772676,6.085187513116308,4.472460692452659,2.299785313350052,0.007999277072772676,0.007999054060026814,2.2301274586312526e-07,0.10235745599986286,0.10235745599986286,0.6584165187154039,1.65,1943666586.6352975,100,0.9,0.9,15.024999999999999,default,VFARecoveryZO,vfa_recovery
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3384033485.175557,0.0,0.0,256.00688246895214,0.018978986352903918,175376.84618330558,4.889487148687032,3558311209.662099,50597480.664786264,25.53,694.612839415509,0.0694612839415509,0.0694612839415509,5.976202005652611e-23,0.06251515554739581,0.03473064197077545,694.612839415509,0.006946128394155091,0.03473064197077545,0.0,0.1,0.5,256.00688246895214,0.273231148,0.018978986352903918,3384033485.175557,1.0515,0.0149,2050929384.9548833,50422098.9291158,50422098.9291158,175381.73567045428,282070731.3155407,5076050.227763336,169201674.25877786,3384033.4851755574,3045630.1366580017,27072267.88140446,10152100.455526672,6768066.970351115,12.865432795991794,6.085187513116309,4.47246069245266,2.299785313350052,0.007999277072772678,6.085187513116309,4.47246069245266,2.299785313350052,0.007999277072772678,0.007999054060026812,2.230127458631252e-07,0.10235745599986287,0.10235745599986287,0.6947517619833922,1.65,2050929384.9548833,100,0.9,0.9,15.854166666666666,default,VFARecoveryZO,vfa_recovery
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3561017102.402872,0.0,0.0,269.3959414995228,0.019971579857300206,184548.9861019594,5.145205399038864,3744409483.1766205,53243708.95711017,25.53,730.9408170879626,0.07309408170879628,0.07309408170879628,6.288755014616451e-23,0.06578467353791666,0.03654704085439814,730.9408170879626,0.007309408170879628,0.03654704085439814,0.0,0.1,0.5,269.3959414995228,0.273231148,0.019971579857300206,3561017102.402872,1.0515,0.0149,2158192183.274468,53059154.825802796,53059154.825802796,184554.13130735845,296822919.36594605,5341525.653604308,178050855.12014362,3561017.102402872,3204915.392162585,28488136.819222976,10683051.307208616,7122034.204805744,12.865432795991794,6.085187513116308,4.4724606924526595,2.299785313350052,0.007999277072772678,6.085187513116308,4.4724606924526595,2.299785313350052,0.007999277072772678,0.007999054060026814,2.2301274586312524e-07,0.10235745599986287,0.10235745599986287,0.7310870052513803,1.65,2158192183.274468,100,0.9,0.9,16.683333333333334,default,VFARecoveryZO,vfa_recovery
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3738000719.6301885,0.0,0.0,282.7850005300935,0.020964173361696495,193721.1260206132,5.400923649390696,3930507756.6911435,55889937.24943407,25.53,767.2687947604164,0.07672687947604165,0.07672687947604165,6.601308316053798e-23,0.06905419152843749,0.03836343973802082,767.2687947604164,0.007672687947604165,0.03836343973802082,0.0,0.1,0.5,282.7850005300935,0.273231148,0.020964173361696495,3738000719.6301885,1.0515,0.0149,2265454981.5940537,55696210.72248981,55696210.72248981,193726.52694426262,311575107.4163515,5607001.079445283,186900035.98150945,3738000.719630189,3364200.64766717,29904005.75704151,11214002.158890566,7476001.439260378,12.865432795991794,6.085187513116309,4.47246069245266,2.2997853133500525,0.007999277072772678,6.085187513116309,4.47246069245266,2.2997853133500525,0.007999277072772678,0.007999054060026812,2.2301274586312524e-07,0.10235745599986286,0.10235745599986286,0.7674222485193685,1.65,2265454981.5940537,100,0.9,0.9,17.5125,default,VFARecoveryZO,vfa_recovery
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3914984336.8575044,0.0,0.0,296.17405956066426,0.02195676686609279,202893.2659392671,5.656641899742529,4116606030.205666,58536165.541757986,25.53,803.5967724328701,0.08035967724328703,0.08035967724328703,6.913861338874613e-23,0.07232370951895833,0.04017983862164352,803.5967724328701,0.008035967724328704,0.04017983862164352,0.0,0.1,0.5,296.17405956066426,0.273231148,0.02195676686609279,3914984336.8575044,1.0515,0.0149,2372717779.913639,58333266.61917681,58333266.61917681,202898.92258116684,326327295.46675694,5872476.505286257,195749216.84287524,3914984.3368575047,3523485.9031717544,31319874.694860037,11744953.010572514,7829968.673715009,12.865432795991795,6.085187513116309,4.4724606924526595,2.2997853133500525,0.00799927707277268,6.085187513116309,4.4724606924526595,2.2997853133500525,0.00799927707277268,0.007999054060026814,2.230127458631253e-07,0.10235745599986289,0.10235745599986289,0.8037574917873567,1.65,2372717779.913639,100,0.9,0.9,18.34166666666667,default,VFARecoveryZO,vfa_recovery
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4091967954.08482,0.0,0.0,309.56311859123497,0.022949360370489075,212065.40585792094,5.912360150094359,4302704303.720188,61182393.83408189,25.53,839.9247501053239,0.08399247501053239,0.08399247501053239,0.0,0.07559322750947915,0.041996237505266196,839.9247501053239,0.00839924750105324,0.041996237505266196,0.0,0.1,0.5,309.56311859123497,0.273231148,0.022949360370489075,4091967954.08482,1.0515,0.0149,2479980578.2332244,60970322.51586381,60970322.51586381,212071.31821807104,341079483.5171623,6137951.93112723,204598397.704241,4091967.9540848196,3682771.1586763384,32735743.632678557,12275903.86225446,8183935.908169639,12.865432795991792,6.085187513116308,4.472460692452659,2.299785313350052,0.007999277072772678,6.085187513116308,4.472460692452659,2.299785313350052,0.007999277072772678,0.007999054060026814,2.2301274586312518e-07,0.10235745599986287,0.10235745599986287,0.840092735055345,1.65,2479980578.2332244,100,0.9,0.9,19.170833333333334,default,VFARecoveryZO,vfa_recovery
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4268951571.3121357,0.0,0.0,322.9521776218057,0.023941953874885364,221237.54577657479,6.16807840044619,4488802577.234711,63828622.126405805,25.53,876.2527277777775,0.08762527277777776,0.08762527277777776,0.0,0.07886274549999998,0.04381263638888888,876.2527277777776,0.008762527277777777,0.04381263638888888,0.0,0.1,0.5,322.9521776218057,0.273231148,0.023941953874885364,4268951571.3121357,1.0515,0.0149,2587243376.5528097,63607378.41255082,63607378.41255082,221243.71385497524,355831671.5675677,6403427.356968204,213447578.5656068,4268951.571312136,3842056.4141809223,34151612.57049709,12806854.713936407,8537903.142624272,12.865432795991792,6.08518751311631,4.472460692452658,2.2997853133500525,0.00799927707277268,6.08518751311631,4.472460692452658,2.2997853133500525,0.00799927707277268,0.007999054060026815,2.230127458631252e-07,0.10235745599986289,0.10235745599986289,0.8764279783233331,1.65,2587243376.5528097,100,0.9,0.9,20.0,default,VFARecoveryZO,vfa_recovery
