fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.dual_media_filtration.capital_a_parameter[default],fs.costing.dual_media_filtration.capital_b_parameter[default],fs.costing.dual_media_filtration.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[DualMediaFiltrationZO],fs.costing.LCOW_aggregate_indirect_capex[DualMediaFiltrationZO],fs.costing.LCOW_aggregate_fixed_opex[DualMediaFiltrationZO],fs.costing.LCOW_aggregate_variable_opex[DualMediaFiltrationZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4134751.892003896,0.0,0.0,67.13670819489715,45991.826597778665,4347691.614442097,107599.62978863674,3481852.0,0.5862,30.0,367.6610403634258,0.036766104036342576,363.98442995979156,0.033089493632708335,3.6766104036342746,0.0036766104036342583,0.99,0.1,67.13670819489715,0.050718512,4134751.892003896,1.0515,0.014900000000000002,2505910.237578119,61607.80319085806,61607.80319085806,45991.826597778665,390423.20859457966,6202.127838005845,206737.59460019483,4134.7518920038965,3721.276702803507,33078.01513603117,12404.25567601169,8269.503784007793,0.03364655622354051,0.014048416875290138,0.010325235192916369,0.005309342191341241,0.003963561963992756,0.014048416875290138,0.010325235192916369,0.005309342191341241,0.003963561963992756,0.003963561963992756,0.05071851199999999,0.05071851199999999,1.65,2505910.237578119,8.391666666666666,default,DualMediaFiltrationZO,dual_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4369561.943512347,0.0,0.0,73.77037499270477,50536.20271146186,4594594.383603233,115642.67566979585,3481852.0,0.5862,30.0,403.9890180358795,0.040398901803587954,399.9491278555207,0.03635901162322915,4.039890180358794,0.0040398901803587964,0.99,0.1,73.77037499270477,0.050718512,4369561.943512347,1.0515,0.014900000000000002,2648219.3597044526,65106.47295833397,65106.47295833397,50536.20271146186,414527.6339349649,6554.34291526852,218478.09717561735,4369.561943512346,3932.6057491611123,34956.49554809877,13108.68583053704,8739.123887024693,0.03251146454887671,0.013511198800256521,0.009930393338218537,0.0051063104464089,0.003963561963992756,0.013511198800256521,0.009930393338218537,0.0051063104464089,0.003963561963992756,0.003963561963992756,0.050718512,0.050718512,1.65,2648219.3597044526,9.220833333333333,default,DualMediaFiltrationZO,dual_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4595781.481064057,0.0,0.0,80.40404179051237,55080.57882514505,4832464.227338857,123557.7228929995,3481852.0,0.5862,30.0,440.3169957083331,0.04403169957083332,435.91382575124976,0.03962852961374999,4.403169957083347,0.004403169957083332,0.99,0.1,80.40404179051237,0.050718512,4595781.481064057,1.0515,0.014900000000000002,2785322.109735792,68477.14406785446,68477.14406785446,55080.57882514505,437916.45585549204,6893.672221596085,229789.07405320287,4595.7814810640575,4136.203332957652,36766.25184851246,13787.34444319217,9191.562962128115,0.031512178064529814,0.01303825483149121,0.009582791344775254,0.004927569924270588,0.003963561963992756,0.01303825483149121,0.009582791344775254,0.004927569924270588,0.003963561963992756,0.003963561963992756,0.05071851199999999,0.05071851199999999,1.65,2785322.109735792,10.049999999999999,default,DualMediaFiltrationZO,dual_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4814397.931077663,0.0,0.0,87.03770858832,59624.954938828254,5062339.424528163,131359.48411188542,3481852.0,0.5862,30.0,476.6449733807868,0.04766449733807868,471.87852364697886,0.04289804760427081,4.766449733807867,0.004766449733807884,0.99,0.1,87.03770858832,0.050718512,4814397.931077663,1.0515,0.014900000000000002,2917816.9279258563,71734.52917305719,71734.52917305719,59624.954938828254,460671.92854090384,7221.596896616495,240719.89655388315,4814.397931077663,4332.958137969897,38515.183448621305,14443.19379323299,9628.795862155326,0.03062311301898987,0.012617476648543027,0.00927352989976291,0.004768544506691175,0.003963561963992757,0.012617476648543027,0.00927352989976291,0.004768544506691175,0.003963561963992757,0.003963561963992757,0.050718512,0.050718512,1.65,2917816.9279258563,10.879166666666665,default,DualMediaFiltrationZO,dual_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5026219.37833389,0.0,0.0,93.67137538612761,64169.33105251144,5285069.676318086,139059.9997896864,3481852.0,0.5862,30.0,512.9729510532405,0.05129729510532406,507.84322154270814,0.04616756559479165,5.129729510532404,0.005129729510532407,0.99,0.1,93.67137538612761,0.050718512,5026219.37833389,1.0515,0.014900000000000002,3046193.5626266003,74890.66873717497,74890.66873717497,64169.33105251144,482861.36673343065,7539.329067500835,251310.96891669452,5026.21937833389,4523.597440500502,40209.75502667112,15078.65813500167,10052.43875666778,0.029825010104905545,0.012239749174407429,0.0089959096494601,0.004625789317045261,0.003963561963992757,0.012239749174407429,0.0089959096494601,0.004625789317045261,0.003963561963992757,0.003963561963992756,0.050718512,0.050718512,1.65,3046193.5626266003,11.708333333333332,default,DualMediaFiltrationZO,dual_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5231917.437344778,0.0,0.0,100.30504218393524,68713.70716619465,5501361.185368035,146669.27698263188,3481852.0,0.5862,30.0,549.3009287256942,0.05493009287256943,543.8079194384372,0.04943708358531248,5.4930092872569425,0.005493009287256944,0.99,0.1,100.30504218393524,0.050718512,5231917.437344778,1.0515,0.014900000000000002,3170859.0529362294,77955.5698164372,77955.5698164372,68713.70716619465,504540.71698575397,7847.876156017168,261595.87186723892,5231.917437344779,4708.725693610301,41855.33949875823,15695.752312034336,10463.834874689557,0.02910304912371555,0.011898058280868675,0.008744775384981456,0.004496653493872663,0.003963561963992756,0.011898058280868675,0.008744775384981456,0.004496653493872663,0.003963561963992756,0.003963561963992756,0.050718512,0.050718512,1.65,3170859.0529362294,12.5375,default,DualMediaFiltrationZO,dual_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5432057.733500092,0.0,0.0,106.93870898174283,73258.08327987784,5711808.706775348,154195.74350902924,3481852.0,0.5862,30.0,585.6289063981479,0.0585628906398148,579.7726173341664,0.052706601575833324,5.856289063981478,0.005856289063981462,0.99,0.1,106.93870898174283,0.050718512,5432057.733500092,1.0515,0.014900000000000002,3292156.202121268,80937.66022915138,80937.66022915138,73258.08327987784,525757.0967887843,8148.086600250139,271602.8866750046,5432.057733500093,4888.851960150084,43456.46186800074,16296.173200500278,10864.115467000185,0.028445609519566435,0.011586904171931645,0.008516084893765463,0.004379058489876568,0.003963561963992757,0.011586904171931645,0.008516084893765463,0.004379058489876568,0.003963561963992757,0.003963561963992757,0.050718512,0.050718512,1.65,3292156.202121268,13.366666666666665,default,DualMediaFiltrationZO,dual_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5627122.118296564,0.0,0.0,113.57237577955044,77802.45939356103,5916918.907388838,161646.57895617984,3481852.0,0.5862,30.0,621.9568840706015,0.062195688407060155,615.7373152298954,0.05597611956635413,6.219568840706112,0.006219568840706017,0.99,0.1,113.57237577955044,0.050718512,5627122.118296564,1.0515,0.014900000000000002,3410377.041391857,83844.11956261881,83844.11956261881,77802.45939356103,546550.6451354458,8440.683177444846,281356.1059148282,5627.122118296564,5064.409906466908,45016.97694637251,16881.36635488969,11254.244236593127,0.027843430212102508,0.011301903748087759,0.008306616707250802,0.004271347792771189,0.003963561963992757,0.011301903748087759,0.008306616707250802,0.004271347792771189,0.003963561963992757,0.003963561963992757,0.050718512,0.050718512,1.65,3410377.041391857,14.195833333333331,default,DualMediaFiltrationZO,dual_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5817525.210060323,0.0,0.0,120.20604257735806,82346.83550724422,6117127.75837843,169027.96113714305,3481852.0,0.5862,30.0,658.2848617430552,0.06582848617430553,651.7020131256246,0.05924563755687499,6.582848617430552,0.006582848617430574,0.99,0.1,120.20604257735806,0.050718512,5817525.210060323,1.0515,0.014900000000000002,3525772.854582014,86681.12562989882,86681.12562989882,82346.83550724422,566955.9003890553,8726.287815090483,290876.2605030161,5817.525210060323,5235.772689054291,46540.20168048258,17452.575630180967,11635.050420120646,0.027289024869032612,0.01103951386554318,0.0081137667033276,0.0041721823361690735,0.003963561963992756,0.01103951386554318,0.0081137667033276,0.0041721823361690735,0.003963561963992756,0.003963561963992756,0.050718512,0.050718512,1.65,3525772.854582014,15.024999999999999,default,DualMediaFiltrationZO,dual_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6003626.941414839,0.0,0.0,126.8397093751657,86891.21162092744,6312813.728897703,176345.25304800854,3481852.0,0.5862,30.0,694.612839415509,0.0694612839415509,687.6667110213539,0.06251515554739583,6.946128394155198,0.006946128394155112,0.99,0.1,126.8397093751657,0.050718512,6003626.941414839,1.0515,0.014900000000000002,3638561.78267566,89454.0414270811,89454.0414270811,86891.21162092744,587002.8455072761,9005.440412122258,300181.34707074193,6003.626941414839,5403.264247273355,48029.01553131871,18010.880824244516,12007.253882829678,0.026776265491132795,0.010796834254636541,0.007935403256301495,0.004080466016202003,0.003963561963992757,0.010796834254636541,0.007935403256301495,0.004080466016202003,0.003963561963992757,0.003963561963992757,0.050718512,0.050718512,1.65,3638561.78267566,15.854166666666666,default,DualMediaFiltrationZO,dual_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6185742.2350352965,0.0,0.0,133.4733761729733,91435.58773461061,6504307.9601396145,183603.14703663654,3481852.0,0.5862,30.0,730.9408170879626,0.07309408170879628,723.631408917083,0.06578467353791664,7.30940817087966,0.007309408170879629,0.99,0.1,133.4733761729733,0.050718512,6185742.2350352965,1.0515,0.014900000000000002,3748934.68790018,92167.55930202593,92167.55930202593,91435.58773461061,606717.7140477848,9278.613352552946,309287.11175176484,6185.742235035296,5567.168011531768,49485.93788028237,18557.22670510589,12371.484470070593,0.02630007980328399,0.010571464300566122,0.007769761974308585,0.003995291564416524,0.003963561963992758,0.010571464300566122,0.007769761974308585,0.003995291564416524,0.003963561963992758,0.003963561963992757,0.05071851200000001,0.05071851200000001,1.65,3748934.68790018,16.683333333333334,default,DualMediaFiltrationZO,dual_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6364148.574343775,0.0,0.0,140.10704297078092,95979.96384829383,6691902.22592248,190805.77760601608,3481852.0,0.5862,30.0,767.2687947604164,0.07672687947604165,759.5961068128122,0.06905419152843746,7.672687947604199,0.007672687947604165,0.99,0.1,140.10704297078092,0.050718512,6364148.574343775,1.0515,0.014900000000000002,3857059.7420265307,94825.81375772227,94825.81375772227,95979.96384829383,626123.6208191705,9546.222861515664,318207.42871718877,6364.148574343775,5727.733716909398,50913.1885947502,19092.445723031327,12728.29714868755,0.025856227370108585,0.01036139708302609,0.007615367821097101,0.0039159005019926375,0.003963561963992756,0.01036139708302609,0.007615367821097101,0.0039159005019926375,0.003963561963992756,0.003963561963992756,0.050718512,0.050718512,1.65,3857059.7420265307,17.5125,default,DualMediaFiltrationZO,dual_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6539092.004650303,0.0,0.0,146.74070976858857,100524.33996197704,6875855.2428897945,197956.81083126657,3481852.0,0.5862,30.0,803.5967724328701,0.08035967724328703,795.5608047085415,0.07232370951895835,8.03596772432866,0.008035967724328704,0.99,0.1,146.74070976858857,0.050718512,6539092.004650303,1.0515,0.014900000000000002,3963086.0634244266,97432.47086928952,97432.47086928952,100524.33996197704,645241.0617854913,9808.638006975454,326954.6002325152,6539.092004650303,5885.182804185273,52312.73603720243,19617.27601395091,13078.184009300607,0.02544113128289746,0.010164939716715483,0.007470976568292962,0.003841653033896261,0.003963561963992757,0.010164939716715483,0.007470976568292962,0.003841653033896261,0.003963561963992757,0.003963561963992756,0.050718512,0.050718512,1.65,3963086.0634244266,18.34166666666667,default,DualMediaFiltrationZO,dual_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6710791.946057483,0.0,0.0,153.37437656639617,105068.71607566022,7056397.731279444,205059.51607191673,3481852.0,0.5862,30.0,839.9247501053239,0.08399247501053239,831.5255026042707,0.07559322750947915,8.399247501053106,0.008399247501053241,0.99,0.1,153.37437656639617,0.050718512,6710791.946057483,1.0515,0.014900000000000002,4067146.6339742322,99990.79999625651,99990.79999625651,105068.71607566022,664088.3149888524,10066.187919086224,335539.59730287414,6710.791946057483,6039.712751451735,53686.335568459865,20132.375838172447,13421.583892114966,0.025051749791312146,0.009980652596976768,0.007335530142463002,0.003772005087879618,0.003963561963992756,0.009980652596976768,0.007335530142463002,0.003772005087879618,0.003963561963992756,0.003963561963992756,0.050718512,0.050718512,1.65,4067146.6339742322,19.170833333333334,default,DualMediaFiltrationZO,dual_media_filtration
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6879445.094382924,0.0,0.0,160.0080433642038,109613.09218934343,7233736.516743645,212116.824095649,3481852.0,0.5862,30.0,876.2527277777775,0.08762527277777776,867.4902004999998,0.07886274549999997,8.762527277777773,0.008762527277777777,0.99,0.1,160.0080433642038,0.050718512,6879445.094382924,1.0515,0.014900000000000002,4169360.6632623784,102503.73190630558,102503.73190630558,109613.09218934343,682681.7655024242,10319.167641574386,343972.25471914624,6879.445094382924,6191.5005849446325,55035.560755063394,20638.335283148772,13758.890188765849,0.0246854771196747,0.009807302457964632,0.007208122124042557,0.003706490573674757,0.003963561963992756,0.009807302457964632,0.007208122124042557,0.003706490573674757,0.003963561963992756,0.003963561963992756,0.050718512,0.050718512,1.65,4169360.6632623784,20.0,default,DualMediaFiltrationZO,dual_media_filtration
