fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.deep_well_injection.well_pump_cost[default],fs.costing.deep_well_injection.pipe_cost_basis[default],fs.costing.deep_well_injection.flow_exponent[default],fs.unit.properties[0.0].flow_mass_comp[H2O],fs.unit.properties[0.0].flow_mass_comp[tds],fs.unit.electricity[0.0],fs.unit.pipe_distance[0.0],fs.unit.pipe_diameter[0.0],fs.unit.flow_basis[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[DeepWellInjectionZO],fs.costing.LCOW_aggregate_indirect_capex[DeepWellInjectionZO],fs.costing.LCOW_aggregate_fixed_opex[DeepWellInjectionZO],fs.costing.LCOW_aggregate_variable_opex[DeepWellInjectionZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.properties[0.0].flow_vol,fs.unit.costing.well_cost,fs.unit.costing.pipe_cost,fs.unit.costing.base_cost,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.lift_height,fs.unit.eta_pump,fs.unit.eta_motor,flow_mgd,pipe_distance,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5129165.648451833,0.0,0.0,2.421899166463466,1659.1156983439744,5393317.6793471025,78083.68386027629,16900000.0,35000.0,0.7,6.571895458333331,0.0006571895458333331,2.421899166463466,50.0,8.0,473.2,5129165.648451833,1.0515,0.014900000000000002,5129165.648451833,76424.56816193231,76424.56816193231,1659.1156983439744,428926.73874563223,7693.748472677749,256458.28242259167,5129.1656484518335,4616.24908360665,41033.32518761467,15387.496945355499,10258.331296903667,2.0679740264298196,1.6086648268676882,0.08284623858368616,0.3684639069184183,0.007999054060026815,1.6086648268676882,0.08284623858368616,0.3684639069184183,0.007999054060026815,0.007999054060026815,0.1023574559998629,0.1023574559998629,0.006572552647879164,23022895.68038244,18736330.090573628,41759225.77095607,1.0,5129165.648451833,100,0.9,0.9,0.15,50,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7430495.2086723745,0.0,0.0,2.421899166463466,1659.1156983439744,7813165.711919002,112373.49430756236,16900000.0,35000.0,0.7,6.571895458333331,0.0006571895458333331,2.421899166463466,100.0,8.0,473.2,7430495.2086723745,1.0515,0.014900000000000002,7430495.2086723745,110714.37860921839,110714.37860921839,1659.1156983439744,620631.1363879042,11145.742813008563,371524.76043361874,7430.495208672374,6687.445687805138,59443.961669378994,22291.485626017125,14860.990417344748,2.9922337642021812,2.330432882784363,0.12001729346339488,0.5337845338943964,0.007999054060026815,2.330432882784363,0.12001729346339488,0.5337845338943964,0.007999054060026815,0.007999054060026815,0.1023574559998629,0.1023574559998629,0.006572552647879164,23022895.68038244,37472660.181147255,60495555.86152969,1.0,7430495.2086723745,100,0.9,0.9,0.15,100,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3514982.184883354,0.0,0.0,3.2291988886179546,2212.1542644586325,3696003.7674048473,54585.388819220614,16900000.0,35000.0,0.7,8.762527277777775,0.0008762527277777776,3.2291988886179546,1.0,8.0,473.2,3514982.184883354,1.0515,0.014900000000000002,3514982.184883354,52373.234554761984,52373.234554761984,2212.1542644586325,295015.73795101466,5272.473277325032,175749.10924416772,3514.9821848833544,3163.4839663950193,28119.857479066835,10544.946554650063,7029.964369766709,1.0667641377200165,0.8268052635805054,0.04258047107439614,0.1893793490050882,0.007999054060026815,0.8268052635805054,0.04258047107439614,0.1893793490050882,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.008763403530505552,23022895.68038244,374726.60181147256,23397622.282193914,1.0,3514982.184883354,100,0.9,0.9,0.2,1,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4866050.063849763,0.0,0.0,3.2291988886179546,2212.1542644586325,5116651.642138027,74716.30021582011,16900000.0,35000.0,0.7,8.762527277777775,0.0008762527277777776,3.2291988886179546,25.0,8.0,473.2,4866050.063849763,1.0515,0.014900000000000002,4866050.063849763,72504.14595136148,72504.14595136148,2212.1542644586325,407561.8323427525,7299.075095774645,243302.50319248816,4866.050063849763,4379.445057464787,38928.40051079811,14598.15019154929,9732.100127699527,1.4737259431186593,1.144607737399031,0.058947298476050444,0.262171853183551,0.007999054060026815,1.144607737399031,0.058947298476050444,0.262171853183551,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.008763403530505552,23022895.68038244,9368165.045286814,32391060.725669257,1.0,4866050.063849763,100,0.9,0.9,0.2,25,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6273412.437773105,0.0,0.0,3.2291988886179546,2212.1542644586325,6596493.17831842,95685.9995872779,16900000.0,35000.0,0.7,8.762527277777775,0.0008762527277777776,3.2291988886179546,50.0,8.0,473.2,6273412.437773105,1.0515,0.014900000000000002,6273412.437773105,93473.84532281927,93473.84532281927,2212.1542644586325,524797.3473341459,9410.118656659657,313670.62188865524,6273.412437773105,5646.071193995795,50187.29950218484,18820.237313319314,12546.82487554621,1.8976444904089118,1.475651980959995,0.07599607701944001,0.33799737836944965,0.007999054060026815,1.475651980959995,0.07599607701944001,0.33799737836944965,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.008763403530505552,23022895.68038244,18736330.090573628,41759225.77095607,1.0,6273412.437773105,100,0.9,0.9,0.2,50,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9088137.185619788,0.0,0.0,3.2291988886179546,2212.1542644586325,9556176.250679208,137625.39833019348,16900000.0,35000.0,0.7,8.762527277777775,0.0008762527277777776,3.2291988886179546,100.0,8.0,473.2,9088137.185619788,1.0515,0.014900000000000002,9088137.185619788,135413.24406573485,135413.24406573485,2212.1542644586325,759268.3773169327,13632.205778429683,454406.85928098945,9088.13718561979,8179.32346705781,72705.09748495831,27264.411556859366,18176.27437123958,2.745481584989416,2.137740468081923,0.11009363410621917,0.489648428741247,0.007999054060026815,2.137740468081923,0.11009363410621917,0.489648428741247,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.008763403530505552,23022895.68038244,37472660.181147255,60495555.86152969,1.0,9088137.185619788,100,0.9,0.9,0.2,100,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4109227.040670404,0.0,0.0,4.036498610772442,2765.19283057329,4320852.233264931,63992.67573656232,16900000.0,35000.0,0.7,10.953159097222219,0.001095315909722222,4.036498610772442,1.0,8.0,473.2,4109227.040670404,1.0515,0.014900000000000002,4109227.040670404,61227.48290598903,61227.48290598903,2765.19283057329,345070.31428026396,6163.840561005606,205461.35203352023,4109.227040670405,3698.304336603364,32873.81632536324,12327.681122011212,8218.45408134081,0.99820745516182,0.773268339415241,0.03982331947988507,0.1771167422066672,0.007999054060026814,0.773268339415241,0.03982331947988507,0.1771167422066672,0.007999054060026814,0.007999054060026812,0.10235745599986286,0.10235745599986286,0.010954254413131942,23022895.68038244,374726.60181147256,23397622.282193914,1.0,4109227.040670404,100,0.9,0.9,0.25,1,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5688707.211553323,0.0,0.0,4.036498610772442,2765.19283057329,5981675.632948319,87526.93028271782,16900000.0,35000.0,0.7,10.953159097222219,0.001095315909722222,4.036498610772442,25.0,8.0,473.2,5688707.211553323,1.0515,0.014900000000000002,5688707.211553323,84761.73745214453,84761.73745214453,2765.19283057329,476643.5143907277,8533.060817329984,284435.36057766614,5688.707211553323,5119.836490397991,45509.65769242658,17066.12163465997,11377.414423106646,1.378817851983992,1.0704926097682064,0.05513036940306273,0.2451958187526962,0.007999054060026814,1.0704926097682064,0.05513036940306273,0.2451958187526962,0.007999054060026814,0.007999054060026812,0.10235745599986286,0.10235745599986286,0.010954254413131942,23022895.68038244,9368165.045286814,32391060.725669257,1.0,5688707.211553323,100,0.9,0.9,0.25,25,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7333999.056223029,0.0,0.0,4.036498610772442,2765.19283057329,7711700.007618516,112041.77876829644,16900000.0,35000.0,0.7,10.953159097222219,0.001095315909722222,4.036498610772442,50.0,8.0,473.2,7333999.056223029,1.0515,0.014900000000000002,7333999.056223029,109276.58593772315,109276.58593772315,2765.19283057329,613698.9311724607,11000.998584334544,366699.9528111515,7333.99905622303,6600.599150600727,58671.99244978424,22001.997168669088,14667.99811244606,1.775287015340421,1.3801012247192117,0.07107521307303952,0.31611152348814303,0.007999054060026814,1.3801012247192117,0.07107521307303952,0.31611152348814303,0.007999054060026814,0.007999054060026812,0.10235745599986286,0.10235745599986286,0.010954254413131942,23022895.68038244,18736330.090573628,41759225.77095607,1.0,7333999.056223029,100,0.9,0.9,0.25,50,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10624582.745562442,0.0,0.0,4.036498610772442,2765.19283057329,11171748.75695891,161071.47573945372,16900000.0,35000.0,0.7,10.953159097222219,0.001095315909722222,4.036498610772442,100.0,8.0,473.2,10624582.745562442,1.0515,0.014900000000000002,10624582.745562442,158306.2829088804,158306.2829088804,2765.19283057329,887809.7647359266,15936.874118343663,531229.1372781221,10624.582745562442,9562.124471006198,84996.66196449954,31873.748236687326,21249.165491124884,2.568225342053279,1.9993184546212222,0.10296490041299343,0.45794293295903665,0.007999054060026814,1.9993184546212222,0.10296490041299343,0.45794293295903665,0.007999054060026814,0.007999054060026812,0.10235745599986286,0.10235745599986286,0.010954254413131942,23022895.68038244,37472660.181147255,60495555.86152969,1.0,10624582.745562442,100,0.9,0.9,0.25,100,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4668603.6963408,0.0,0.0,4.843798332926932,3318.2313966879487,4909036.786702352,72880.42647216588,16900000.0,35000.0,0.7,13.143790916666662,0.0013143790916666663,4.843798332926932,1.0,8.0,473.2,4668603.6963408,1.0515,0.014900000000000002,4668603.6963408,69562.19507547794,69562.19507547794,3318.2313966879487,392220.31430902344,7002.905544511201,233430.18481704002,4668.6036963408005,4201.743326706721,37348.829570726404,14005.811089022402,9337.207392681601,0.9455011186772977,0.7321091841862016,0.037703622985589415,0.16768925744547972,0.007999054060026815,0.7321091841862016,0.037703622985589415,0.16768925744547972,0.007999054060026815,0.007999054060026815,0.1023574559998629,0.1023574559998629,0.013145105295758328,23022895.68038244,374726.60181147256,23397622.282193914,1.0,4668603.6963408,100,0.9,0.9,0.3,1,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6463093.728431595,0.0,0.0,4.843798332926932,3318.2313966879487,6795943.055445822,99618.32795031872,16900000.0,35000.0,0.7,13.143790916666662,0.0013143790916666663,4.843798332926932,25.0,8.0,473.2,6463093.728431595,1.0515,0.014900000000000002,6463093.728431595,96300.09655363078,96300.09655363078,3318.2313966879487,541704.176430909,9694.640592647393,323154.68642157974,6463.093728431595,5816.784355588436,51704.74982745276,19389.281185294785,12926.18745686319,1.3058525683706672,1.0135129440414181,0.052195916618133144,0.2321446536510894,0.007999054060026815,1.0135129440414181,0.052195916618133144,0.2321446536510894,0.007999054060026815,0.007999054060026815,0.1023574559998629,0.1023574559998629,0.013145105295758328,23022895.68038244,9368165.045286814,32391060.725669257,1.0,6463093.728431595,100,0.9,0.9,0.3,25,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8332354.1785261715,0.0,0.0,4.843798332926932,3318.2313966879487,8761470.41872027,127470.30865672791,16900000.0,35000.0,0.7,13.143790916666662,0.0013143790916666663,4.843798332926932,50.0,8.0,473.2,8332354.1785261715,1.0515,0.014900000000000002,8332354.1785261715,124152.07726003997,124152.07726003997,3318.2313966879487,697416.5328078731,12498.531267789258,416617.7089263086,8332.354178526171,7499.118760673555,66658.83342820937,24997.062535578516,16664.708357052343,1.6812186618012608,1.3066418605572685,0.06729205581869942,0.29928569136526617,0.007999054060026815,1.3066418605572685,0.06729205581869942,0.29928569136526617,0.007999054060026815,0.007999054060026815,0.1023574559998629,0.1023574559998629,0.013145105295758328,23022895.68038244,18736330.090573628,41759225.77095607,1.0,8332354.1785261715,100,0.9,0.9,0.3,50,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12070875.078715324,0.0,0.0,4.843798332926932,3318.2313966879487,12692525.145269165,183174.2700695463,16900000.0,35000.0,0.7,13.143790916666662,0.0013143790916666663,4.843798332926932,100.0,8.0,473.2,12070875.078715324,1.0515,0.014900000000000002,12070875.078715324,179856.03867285835,179856.03867285835,3318.2313966879487,1008841.2455618012,18106.31261807299,603543.7539357663,12070.875078715324,10863.787570843793,96567.00062972259,36212.62523614598,24141.750157430648,2.4319508486624475,1.892899693588969,0.09748433421983199,0.4335677667936197,0.007999054060026815,1.892899693588969,0.09748433421983199,0.4335677667936197,0.007999054060026815,0.007999054060026815,0.1023574559998629,0.1023574559998629,0.013145105295758328,23022895.68038244,37472660.181147255,60495555.86152969,1.0,12070875.078715324,100,0.9,0.9,0.3,100,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5200555.820810425,0.0,0.0,5.6510980550814205,3871.2699628026066,5468384.445582163,81359.55169287794,16900000.0,35000.0,0.7,15.334422736111106,0.0015334422736111109,5.6510980550814205,1.0,8.0,473.2,5200555.820810425,1.0515,0.014900000000000002,5200555.820810425,77488.28173007534,77488.28173007534,3871.2699628026066,437085.8074486602,7800.833731215638,260027.79104052126,5200.555820810425,4680.500238729383,41604.4465664834,15601.667462431276,10401.11164162085,0.903133348034756,0.6990235674483205,0.035999713723588636,0.16011101280282,0.007999054060026814,0.6990235674483205,0.035999713723588636,0.16011101280282,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.015335956178384718,23022895.68038244,374726.60181147256,23397622.282193914,1.0,5200555.820810425,100,0.9,0.9,0.35,1,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7199514.43644333,0.0,0.0,5.6510980550814205,3871.2699628026066,7570289.429920162,111144.03506580823,16900000.0,35000.0,0.7,15.334422736111106,0.0015334422736111109,5.6510980550814205,25.0,8.0,473.2,7199514.43644333,1.0515,0.014900000000000002,7199514.43644333,107272.76510300563,107272.76510300563,3871.2699628026066,603602.2264551636,10799.271654664995,359975.7218221665,7199.51443644333,6479.562992798998,57596.11549154664,21598.54330932999,14399.02887288666,1.2471997268493231,0.9677100753576845,0.049837068880920855,0.22165352855069095,0.007999054060026814,0.9677100753576845,0.049837068880920855,0.22165352855069095,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.015335956178384718,23022895.68038244,9368165.045286814,32391060.725669257,1.0,7199514.43644333,100,0.9,0.9,0.35,25,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9281762.99439427,0.0,0.0,5.6510980550814205,3871.2699628026066,9759773.788605576,142169.53857927726,16900000.0,35000.0,0.7,15.334422736111106,0.0015334422736111109,5.6510980550814205,50.0,8.0,473.2,9281762.99439427,1.0515,0.014900000000000002,9281762.99439427,138298.26861647464,138298.26861647464,3871.2699628026066,777056.8295869378,13922.644491591407,464088.14971971355,9281.76299439427,8353.586694954844,74254.10395515416,27845.288983182814,18563.52598878854,1.6056022047811636,1.2475918544299385,0.06425098050314187,0.28576031578805644,0.007999054060026814,1.2475918544299385,0.06425098050314187,0.28576031578805644,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.015335956178384718,23022895.68038244,18736330.090573628,41759225.77095607,1.0,9281762.99439427,100,0.9,0.9,0.35,50,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,13446260.110296154,0.0,0.0,5.6510980550814205,3871.2699628026066,14138742.505976407,204220.54560621534,16900000.0,35000.0,0.7,15.334422736111106,0.0015334422736111109,5.6510980550814205,100.0,8.0,473.2,13446260.110296154,1.0515,0.014900000000000002,13446260.110296154,200349.27564341272,200349.27564341272,3871.2699628026066,1123966.0358504865,20169.39016544423,672313.0055148078,13446.260110296154,12101.634099266541,107570.08088236924,40338.78033088846,26892.52022059231,2.322407160644845,1.8073554125744467,0.09307880374758414,0.4139738902627875,0.007999054060026814,1.8073554125744467,0.09307880374758414,0.4139738902627875,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.015335956178384718,23022895.68038244,37472660.181147255,60495555.86152969,1.0,13446260.110296154,100,0.9,0.9,0.35,100,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5710105.405641962,0.0,0.0,6.458397777235909,4424.308528917265,6004175.834032523,89504.8790729825,16900000.0,35000.0,0.7,17.52505455555555,0.0017525054555555552,6.458397777235909,1.0,8.0,473.2,5710105.405641962,1.0515,0.014900000000000002,5710105.405641962,85080.57054406524,85080.57054406524,4424.308528917265,480085.1335511146,8565.158108462943,285505.2702820981,5710.105405641962,5139.094865077766,45680.84324513569,17130.316216925887,11420.210811283923,0.8679835304411636,0.6715745566632145,0.034586089668155615,0.15382383004976674,0.007999054060026815,0.6715745566632145,0.034586089668155615,0.15382383004976674,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.017526807061011104,23022895.68038244,374726.60181147256,23397622.282193914,1.0,5710105.405641962,100,0.9,0.9,0.39999999999999997,1,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7904921.650302765,0.0,0.0,6.458397777235909,4424.308528917265,8312025.115293358,122207.64111842847,16900000.0,35000.0,0.7,17.52505455555555,0.0017525054555555552,6.458397777235909,25.0,8.0,473.2,7904921.650302765,1.0515,0.014900000000000002,7904921.650302765,117783.3325895112,117783.3325895112,4424.308528917265,662916.8032915627,11857.382475454147,395246.08251513826,7904.921650302766,7114.429485272489,63239.373202422124,23714.764950908295,15809.843300605531,1.198539232101671,0.9297103775902517,0.047880084445898086,0.2129497160054944,0.007999054060026815,0.9297103775902517,0.047880084445898086,0.2129497160054944,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.017526807061011104,23022895.68038244,9368165.045286814,32391060.725669257,1.0,7904921.650302765,100,0.9,0.9,0.39999999999999997,25,default,DeepWellInjectionZO,deep_well_injection
