fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.deep_well_injection.well_pump_cost[default],fs.costing.deep_well_injection.pipe_cost_basis[default],fs.costing.deep_well_injection.flow_exponent[default],fs.unit.properties[0.0].flow_mass_comp[H2O],fs.unit.properties[0.0].flow_mass_comp[tds],fs.unit.electricity[0.0],fs.unit.pipe_distance[0.0],fs.unit.pipe_diameter[0.0],fs.unit.flow_basis[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[DeepWellInjectionZO],fs.costing.LCOW_aggregate_indirect_capex[DeepWellInjectionZO],fs.costing.LCOW_aggregate_fixed_opex[DeepWellInjectionZO],fs.costing.LCOW_aggregate_variable_opex[DeepWellInjectionZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.properties[0.0].flow_vol,fs.unit.costing.well_cost,fs.unit.costing.pipe_cost,fs.unit.costing.base_cost,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.lift_height,fs.unit.eta_pump,fs.unit.eta_motor,flow_mgd,pipe_distance,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10191188.571824435,0.0,0.0,6.458397777235909,4424.308528917265,10716034.783273395,156273.01824910135,16900000.0,35000.0,0.7,17.52505455555555,0.0017525054555555552,6.458397777235909,50.0,8.0,473.2,10191188.571824435,1.0515,0.014900000000000002,10191188.571824435,151848.7097201841,151848.7097201841,4424.308528917265,853366.4592711962,15286.782857736653,509559.4285912218,10191.188571824436,9172.069714641992,81529.50857459549,30573.565715473305,20382.37714364887,1.5428680879980328,1.198601857722582,0.06172799567271302,0.2745391805427107,0.007999054060026815,1.198601857722582,0.06172799567271302,0.2745391805427107,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.017526807061011104,23022895.68038244,18736330.090573628,41759225.77095607,1.0,10191188.571824435,100,0.9,0.9,0.39999999999999997,50,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,14763722.414867774,0.0,0.0,6.458397777235909,4424.308528917265,15524054.119233465,224403.7725104471,16900000.0,35000.0,0.7,17.52505455555555,0.0017525054555555552,6.458397777235909,100.0,8.0,473.2,14763722.414867774,1.0515,0.014900000000000002,14763722.414867774,219979.46398152984,219979.46398152984,4424.308528917265,1234265.771230463,22145.58362230166,738186.1207433888,14763.722414867774,13287.350173380997,118109.7793189422,44291.16724460332,29527.44482973555,2.231525799790756,1.7363848179872425,0.08942381812634309,0.3977181096171433,0.007999054060026815,1.7363848179872425,0.08942381812634309,0.3977181096171433,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.017526807061011104,23022895.68038244,37472660.181147255,60495555.86152969,1.0,14763722.414867774,100,0.9,0.9,0.39999999999999997,100,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6200845.218283884,0.0,0.0,7.265697499390397,4977.347095031922,6520188.747025505,97369.9408474618,16900000.0,35000.0,0.7,19.71568637499999,0.0019715686374999993,7.265697499390397,1.0,8.0,473.2,6200845.218283884,1.0515,0.014900000000000002,6200845.218283884,92392.59375242988,92392.59375242988,4977.347095031922,521517.57583574124,9301.267827425827,310042.2609141942,6200.845218283885,5580.760696455496,49606.76174627108,18602.535654851654,12401.69043656777,0.8381266571760901,0.6482588841400106,0.03338533253321057,0.14848338644284206,0.007999054060026815,0.6482588841400106,0.03338533253321057,0.14848338644284206,0.007999054060026815,0.007999054060026815,0.10235745599986287,0.10235745599986287,0.01971765794363749,23022895.68038244,374726.60181147256,23397622.282193914,1.0,6200845.218283884,100,0.9,0.9,0.44999999999999996,1,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8584289.10397283,0.0,0.0,7.265697499390397,4977.347095031922,9026379.992827432,132883.2547442271,16900000.0,35000.0,0.7,19.71568637499999,0.0019715686374999993,7.265697499390397,25.0,8.0,473.2,8584289.10397283,1.0515,0.014900000000000002,8584289.10397283,127905.90764919519,127905.90764919519,4977.347095031922,720062.2268575481,12876.433655959245,429214.4551986415,8584.28910397283,7725.860193575548,68674.31283178263,25752.86731191849,17168.57820794566,1.157206152041498,0.8974327659829537,0.04621778744812219,0.2055565445503952,0.007999054060026815,0.8974327659829537,0.04621778744812219,0.2055565445503952,0.007999054060026815,0.007999054060026815,0.10235745599986287,0.10235745599986287,0.01971765794363749,23022895.68038244,9368165.045286814,32391060.725669257,1.0,8584289.10397283,100,0.9,0.9,0.44999999999999996,25,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11067043.151565483,0.0,0.0,7.265697499390397,4977.347095031922,11636995.873871107,169876.29005335763,16900000.0,35000.0,0.7,19.71568637499999,0.0019715686374999993,7.265697499390397,50.0,8.0,473.2,11067043.151565483,1.0515,0.014900000000000002,11067043.151565483,164898.9429583257,164898.9429583257,4977.347095031922,926879.5716719301,16600.564727348225,553352.1575782741,11067.043151565484,9960.338836408935,88536.34521252387,33201.12945469645,22134.086303130967,1.4895806258596311,1.1569888929026861,0.0595849279844885,0.26500775091242973,0.007999054060026815,1.1569888929026861,0.0595849279844885,0.26500775091242973,0.007999054060026815,0.007999054060026815,0.10235745599986287,0.10235745599986287,0.01971765794363749,23022895.68038244,18736330.090573628,41759225.77095607,1.0,11067043.151565483,100,0.9,0.9,0.44999999999999996,50,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,16032551.246750785,0.0,0.0,7.265697499390397,4977.347095031922,16858227.63595845,243862.36067161866,16900000.0,35000.0,0.7,19.71568637499999,0.0019715686374999993,7.265697499390397,100.0,8.0,473.2,16032551.246750785,1.0515,0.014900000000000002,16032551.246750785,238885.01357658673,238885.01357658673,4977.347095031922,1340514.2613006942,24048.826870126177,801627.5623375393,16032.551246750785,14429.296122075708,128260.40997400628,48097.65374025235,32065.10249350157,2.154329573495897,1.6761011467421507,0.08631920905722075,0.3839101636364987,0.007999054060026815,1.6761011467421507,0.08631920905722075,0.3839101636364987,0.007999054060026815,0.007999054060026815,0.10235745599986287,0.10235745599986287,0.01971765794363749,23022895.68038244,37472660.181147255,60495555.86152969,1.0,16032551.246750785,100,0.9,0.9,0.44999999999999996,100,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6675459.021912754,0.0,0.0,8.072997221544885,5530.38566114658,7019245.161541261,104994.72508764661,16900000.0,35000.0,0.7,21.906318194444435,0.0021906318194444435,8.072997221544885,1.0,8.0,473.2,6675459.021912754,1.0515,0.014900000000000002,6675459.021912754,99464.33942650004,99464.33942650004,5530.38566114658,561606.6960261933,10013.188532869131,333772.9510956377,6675.459021912754,6007.913119721479,53403.67217530203,20026.377065738263,13350.918043825508,0.8122982007470345,0.6280890617164363,0.032346586678396544,0.143863498292175,0.007999054060026814,0.6280890617164363,0.032346586678396544,0.143863498292175,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.02190850882626388,23022895.68038244,374726.60181147256,23397622.282193914,1.0,6675459.021912754,100,0.9,0.9,0.49999999999999994,1,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9241332.129506368,0.0,0.0,8.072997221544885,5530.38566114658,9717260.734175947,143226.23439079148,16900000.0,35000.0,0.7,21.906318194444435,0.0021906318194444435,8.072997221544885,25.0,8.0,473.2,9241332.129506368,1.0515,0.014900000000000002,9241332.129506368,137695.8487296449,137695.8487296449,5530.38566114658,775347.9901981587,13861.998194259553,462066.60647531843,9241.332129506369,8317.198916555732,73930.65703605095,27723.996388519106,18482.664259012738,1.1214499076439415,0.8695101875658661,0.04477977465964204,0.19916089135840664,0.007999054060026814,0.8695101875658661,0.04477977465964204,0.19916089135840664,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.02190850882626388,23022895.68038244,9368165.045286814,32391060.725669257,1.0,9241332.129506368,100,0.9,0.9,0.49999999999999994,25,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11914116.616583047,0.0,0.0,8.072997221544885,5530.38566114658,12527693.622337075,183050.723248234,16900000.0,35000.0,0.7,21.906318194444435,0.0021906318194444435,8.072997221544885,50.0,8.0,473.2,11914116.616583047,1.0515,0.014900000000000002,11914116.616583047,177520.33758708742,177520.33758708742,5530.38566114658,997995.171627289,17871.174924874573,595705.8308291524,11914.116616583047,10722.704954924744,95312.93293266438,35742.349849749146,23828.233233166095,1.4434829356615528,1.120990526992355,0.05773101214010637,0.25676234246906454,0.007999054060026814,1.120990526992355,0.05773101214010637,0.25676234246906454,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.02190850882626388,23022895.68038244,18736330.090573628,41759225.77095607,1.0,11914116.616583047,100,0.9,0.9,0.49999999999999994,50,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,17259685.590736408,0.0,0.0,8.072997221544885,5530.38566114658,18148559.398659334,262699.7009631191,16900000.0,35000.0,0.7,21.906318194444435,0.0021906318194444435,8.072997221544885,100.0,8.0,473.2,17259685.590736408,1.0515,0.014900000000000002,17259685.590736408,257169.3153019725,257169.3153019725,5530.38566114658,1443289.53448555,25889.528386104612,862984.2795368205,17259.685590736408,15533.717031662769,138077.48472589126,51779.056772209224,34519.371181472816,2.0875489916967753,1.6239512058453334,0.08363348710103488,0.3719652446903804,0.007999054060026814,1.6239512058453334,0.08363348710103488,0.3719652446903804,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.02190850882626388,23022895.68038244,37472660.181147255,60495555.86152969,1.0,17259685.590736408,100,0.9,0.9,0.49999999999999994,100,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7136019.266048722,0.0,0.0,8.880296943699374,6083.424227261238,7503524.258250232,112410.1112913872,16900000.0,35000.0,0.7,24.096950013888875,0.002409695001388888,8.880296943699374,1.0,8.0,473.2,7136019.266048722,1.0515,0.014900000000000002,7136019.266048722,106326.68706412597,106326.68706412597,6083.424227261238,600525.1324502325,10704.028899073082,356800.9633024361,7136.019266048722,6422.41733944385,57088.154128389775,21408.057798146165,14272.038532097444,0.7896265030059841,0.6103843986935418,0.03143479653271749,0.13980825371969807,0.007999054060026814,0.6103843986935418,0.03143479653271749,0.13980825371969807,0.007999054060026814,0.007999054060026814,0.1023574559998629,0.1023574559998629,0.024099359708890267,23022895.68038244,374726.60181147256,23397622.282193914,1.0,7136019.266048722,100,0.9,0.9,0.5499999999999999,1,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,9878919.772204153,0.0,0.0,8.880296943699374,6083.424227261238,10387684.140472667,153279.32883310315,16900000.0,35000.0,0.7,24.096950013888875,0.002409695001388888,8.880296943699374,25.0,8.0,473.2,9878919.772204153,1.0515,0.014900000000000002,9878919.772204153,147195.9046058419,147195.9046058419,6083.424227261238,829013.0893314794,14818.37965830623,493945.9886102077,9878.919772204154,8891.027794983738,79031.35817763323,29636.75931661246,19757.839544408307,1.0900637980030807,0.8450003118107338,0.043517516058252756,0.19354691607406743,0.007999054060026814,0.8450003118107338,0.043517516058252756,0.19354691607406743,0.007999054060026814,0.007999054060026814,0.1023574559998629,0.1023574559998629,0.024099359708890267,23022895.68038244,9368165.045286814,32391060.725669257,1.0,9878919.772204153,100,0.9,0.9,0.5499999999999999,25,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12736107.799449392,0.0,0.0,8.880296943699374,6083.424227261238,13392017.351121036,195851.4304390572,16900000.0,35000.0,0.7,24.096950013888875,0.002409695001388888,8.880296943699374,50.0,8.0,473.2,12736107.799449392,1.0515,0.014900000000000002,12736107.799449392,189768.00621179596,189768.00621179596,6083.424227261238,1067021.3777494447,19104.16169917409,636805.3899724697,12736.107799449392,11462.497019504453,101888.86239559513,38208.32339834818,25472.215598898783,1.4030193136250562,1.089391887974475,0.05610368223068554,0.24952468935986877,0.007999054060026814,1.089391887974475,0.05610368223068554,0.24952468935986877,0.007999054060026814,0.007999054060026814,0.1023574559998629,0.1023574559998629,0.024099359708890267,23022895.68038244,18736330.090573628,41759225.77095607,1.0,12736107.799449392,100,0.9,0.9,0.5499999999999999,50,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,18450483.853939872,0.0,0.0,8.880296943699374,6083.424227261238,19400683.772417776,280995.63365096535,16900000.0,35000.0,0.7,24.096950013888875,0.002409695001388888,8.880296943699374,100.0,8.0,473.2,18450483.853939872,1.0515,0.014900000000000002,18450483.853939872,274912.20942370413,274912.20942370413,6083.424227261238,1543037.9545853753,27675.72578090981,922524.1926969937,18450.483853939873,16605.435468545886,147603.870831519,55351.45156181962,36900.96770787975,2.028930344869007,1.578175040301958,0.08127601457555067,0.36148023593147155,0.007999054060026814,1.578175040301958,0.08127601457555067,0.36148023593147155,0.007999054060026814,0.007999054060026814,0.1023574559998629,0.1023574559998629,0.024099359708890267,23022895.68038244,37472660.181147255,60495555.86152969,1.0,18450483.853939872,100,0.9,0.9,0.5499999999999999,100,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7584169.079980789,0.0,0.0,9.687596665853864,6636.4627933758975,7974753.7875998,119640.58208508967,16900000.0,35000.0,0.7,26.287581833333324,0.0026287581833333326,9.687596665853864,1.0,8.0,473.2,7584169.079980789,1.0515,0.014900000000000002,7584169.079980789,113004.11929171377,113004.11929171377,6636.4627933758975,638409.7603803277,11376.253619971183,379208.4539990395,7584.169079980789,6825.752171982711,60673.352639846315,22752.507239942366,15168.338159961579,0.7694873526343234,0.594657439249651,0.0306248581213571,0.1362060012032886,0.007999054060026815,0.594657439249651,0.0306248581213571,0.1362060012032886,0.007999054060026815,0.007999054060026815,0.1023574559998629,0.1023574559998629,0.026290210591516656,23022895.68038244,374726.60181147256,23397622.282193914,1.0,7584169.079980789,100,0.9,0.9,0.6,1,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10499326.73758704,0.0,0.0,9.687596665853864,6636.4627933758975,11040042.064572774,163076.4311834228,16900000.0,35000.0,0.7,26.287581833333324,0.0026287581833333326,9.687596665853864,25.0,8.0,473.2,10499326.73758704,1.0515,0.014900000000000002,10499326.73758704,156439.9683900469,156439.9683900469,6636.4627933758975,881247.0108305011,15748.990106380561,524966.336879352,10499.32673758704,9449.394063828337,83994.61390069632,31497.980212761122,20998.65347517408,1.0621836811782066,0.8232283175357052,0.04239625835308886,0.1885600512293857,0.007999054060026815,0.8232283175357052,0.04239625835308886,0.1885600512293857,0.007999054060026815,0.007999054060026815,0.1023574559998629,0.1023574559998629,0.026290210591516656,23022895.68038244,9368165.045286814,32391060.725669257,1.0,10499326.73758704,100,0.9,0.9,0.6,25,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,13535949.29759355,0.0,0.0,9.687596665853864,6636.4627933758975,14233050.68641962,208322.10732751983,16900000.0,35000.0,0.7,26.287581833333324,0.0026287581833333326,9.687596665853864,50.0,8.0,473.2,13535949.29759355,1.0515,0.014900000000000002,13535949.29759355,201685.64453414394,201685.64453414394,6636.4627933758975,1134202.4800494316,20303.923946390325,676797.4648796776,13535.949297593552,12182.354367834198,108287.59438074841,40607.84789278065,27071.898595187104,1.3670756900780847,1.0613229824170116,0.054658133594476146,0.24309552000657017,0.007999054060026815,1.0613229824170116,0.054658133594476146,0.24309552000657017,0.007999054060026815,0.007999054060026815,0.1023574559998629,0.1023574559998629,0.026290210591516656,23022895.68038244,18736330.090573628,41759225.77095607,1.0,13535949.29759355,100,0.9,0.9,0.6,50,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,19609194.417606574,0.0,0.0,9.687596665853864,6636.4627933758975,20619067.930113316,298813.45961571386,16900000.0,35000.0,0.7,26.287581833333324,0.0026287581833333326,9.687596665853864,100.0,8.0,473.2,19609194.417606574,1.0515,0.014900000000000002,19609194.417606574,292176.99682233797,292176.99682233797,6636.4627933758975,1640113.4184872927,29413.79162640986,980459.7208803287,19609.194417606574,17648.274975845918,156873.5553408526,58827.58325281972,39218.38883521315,1.976859707877841,1.5375123121796244,0.07918188407725071,0.3521664575609391,0.007999054060026815,1.5375123121796244,0.07918188407725071,0.3521664575609391,0.007999054060026815,0.007999054060026815,0.1023574559998629,0.1023574559998629,0.026290210591516656,23022895.68038244,37472660.181147255,60495555.86152969,1.0,19609194.417606574,100,0.9,0.9,0.6,100,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8021239.446403064,0.0,0.0,10.494896388008351,7189.501359490555,8434333.277892822,126705.96911089623,16900000.0,35000.0,0.7,28.478213652777768,0.002847821365277777,10.494896388008351,1.0,8.0,473.2,8021239.446403064,1.0515,0.014900000000000002,8021239.446403064,119516.46775140567,119516.46775140567,7189.501359490555,675371.4527831575,12031.859169604597,401061.9723201532,8021.239446403064,7219.115501762758,64169.91557122451,24063.718339209194,16042.478892806128,0.7514196731154288,0.580548121935117,0.029898228279658635,0.1329742688406263,0.007999054060026814,0.580548121935117,0.029898228279658635,0.1329742688406263,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.028481061474143046,23022895.68038244,374726.60181147256,23397622.282193914,1.0,8021239.446403064,100,0.9,0.9,0.65,1,default,DeepWellInjectionZO,deep_well_injection
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11104395.603535369,0.0,0.0,10.494896388008351,7189.501359490555,11676271.977117442,172644.99585216757,16900000.0,35000.0,0.7,28.478213652777768,0.002847821365277777,10.494896388008351,25.0,8.0,473.2,11104395.603535369,1.0515,0.014900000000000002,11104395.603535369,165455.494492677,165455.494492677,7189.501359490555,932203.2443512754,16656.593405303054,555219.7801767684,11104.39560353537,9993.956043181834,88835.16482828296,33313.18681060611,22208.79120707074,1.0371712548123948,0.8036957450195394,0.04139033086850632,0.18408612486432216,0.007999054060026814,0.8036957450195394,0.04139033086850632,0.18408612486432216,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.028481061474143046,23022895.68038244,9368165.045286814,32391060.725669257,1.0,11104395.603535369,100,0.9,0.9,0.65,25,default,DeepWellInjectionZO,deep_well_injection
