fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.feed_water_tank.capital_a_parameter[default],fs.costing.feed_water_tank.capital_b_parameter[default],fs.costing.feed_water_tank.reference_state[default],fs.unit.properties[0.0].flow_mass_comp[H2O],fs.unit.properties[0.0].flow_mass_comp[tds],fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[FeedWaterTankZO],fs.costing.LCOW_aggregate_indirect_capex[FeedWaterTankZO],fs.costing.LCOW_aggregate_fixed_opex[FeedWaterTankZO],fs.costing.LCOW_aggregate_variable_opex[FeedWaterTankZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2188468.7450877354,0.0,0.0,0.0,0.0,2301174.885459754,32608.18430180726,2000000.0,0.7,1736.111111,367.6610403634258,0.036766104036342576,3.7694835252461893e-23,0.0,2188468.7450877354,1.0515,0.014900000000000002,2188468.7450877354,32608.18430180726,32608.18430180726,0.0,182302.9129716553,3282.703117631603,109423.43725438678,2188.4687450877354,1969.621870578962,17507.749960701884,6565.406235263206,4376.937490175471,0.0157108109251402,0.01226880388151858,0.0006318433998982088,0.00281016364372341,2.2253967950276583e-27,0.01226880388151858,0.0006318433998982088,0.00281016364372341,2.2253967950276583e-27,0.0,0.0,2.847661146179525e-26,1.0,2188468.7450877354,8.391666666666666,default,FeedWaterTankZO,feed_water_tank
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2337683.5025318176,0.0,0.0,0.0,0.0,2458074.2029122068,34831.48418772409,2000000.0,0.7,1736.111111,403.9890180358795,0.040398901803587954,3.7694835252461893e-23,0.0,2337683.5025318176,1.0515,0.014900000000000002,2337683.5025318176,34831.48418772409,34831.48418772409,0.0,194732.73862097008,3506.5252537977267,116884.17512659088,2337.683502531818,2103.915152278636,18701.468020254542,7013.050507595453,4675.367005063636,0.01527291791884403,0.011926846776889474,0.0006142326090098064,0.002731838532944747,2.0252820357820623e-27,0.011926846776889474,0.0006142326090098064,0.002731838532944747,2.0252820357820623e-27,0.0,0.0,2.591590396929762e-26,1.0,2337683.5025318176,9.220833333333333,default,FeedWaterTankZO,feed_water_tank
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2482920.6167485137,0.0,0.0,0.0,0.0,2610791.0285110623,36995.51718955286,2000000.0,0.7,1736.111111,440.3169957083331,0.04403169957083332,3.7694835252461893e-23,0.0,2482920.6167485137,1.0515,0.014900000000000002,2482920.6167485137,36995.517189552855,36995.517189552855,0.0,206831.22028890872,3724.3809251227703,124146.03083742569,2482.9206167485136,2234.6285550736625,19863.36493398811,7448.761850245541,4965.841233497027,0.014883437596140161,0.011622695850643017,0.0005985688363081166,0.0026621729091890266,1.858187871138352e-27,0.011622695850643017,0.0005985688363081166,0.0026621729091890266,1.858187871138352e-27,0.0,0.0,2.3777734446125888e-26,1.0,2482920.6167485137,10.049999999999999,default,FeedWaterTankZO,feed_water_tank
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2624602.465629083,0.0,0.0,0.0,0.0,2759769.492608981,39106.57673787334,2000000.0,0.7,1736.111111,476.6449733807868,0.04766449733807868,3.7694835252461893e-23,0.0,2624602.465629083,1.0515,0.014900000000000002,2624602.465629083,39106.57673787334,39106.57673787334,0.0,218633.5427228543,3936.9036984436248,131230.12328145417,2624.6024656290833,2362.142219066175,20996.819725032667,7873.8073968872495,5249.204931258167,0.014533639394416965,0.011349533277718,0.0005845009638024792,0.0025996051528964863,1.7165642072714302e-27,0.011349533277718,0.0005845009638024792,0.0025996051528964863,1.7165642072714302e-27,0.0,0.0,2.1965490419017863e-26,1.0,2624602.465629083,10.879166666666665,default,FeedWaterTankZO,feed_water_tank
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2763078.00752302,0.0,0.0,-4.860354816481276e-31,-3.3295733725040465e-28,2905376.5249104556,41169.862312093,2000000.0,0.7,1736.111111,512.9729510532405,0.05129729510532406,3.7694835252461893e-23,0.0,2763078.00752302,1.0515,0.014900000000000002,2763078.00752302,41169.862312093,41169.862312093,-3.3295733725040465e-28,230168.77470606504,4144.61701128453,138153.900376151,2763.07800752302,2486.7702067707182,22104.62406018416,8289.23402256906,5526.15601504604,0.014216888126466959,0.011102177542599172,0.0005717621434438586,0.0025429484404239275,1.5949996957956242e-27,0.011102177542599172,0.0005717621434438586,0.0025429484404239275,1.5949996957956242e-27,-2.05658531250399e-35,-2.631646680405961e-34,2.040992721852514e-26,1.0,2763078.00752302,11.708333333333332,default,FeedWaterTankZO,feed_water_tank
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2898639.817342797,0.0,0.0,5.723484134352714e-42,3.9208614364611076e-39,3047919.7679359512,43189.73327840767,2000000.0,0.7,1736.111111,549.3009287256942,0.05493009287256943,5.218206108668607e-19,0.0,2898639.817342797,1.0515,0.014900000000000002,2898639.817342797,43189.73327840768,43189.73327840768,3.9208614364611076e-39,241461.28819218482,4347.959726014195,144931.99086713986,2898.639817342797,2608.7758356085174,23189.118538742376,8695.91945202839,5797.279634685594,0.01392803295186028,0.01087660627805418,0.0005601452233197926,0.002491281450486308,2.0619784212508971e-23,0.01087660627805418,0.0005601452233197926,0.002491281450486308,2.0619784212508971e-23,2.2616415117955976e-46,2.894037950930345e-45,2.638547807553484e-22,1.0,2898639.817342797,12.5375,default,FeedWaterTankZO,feed_water_tank
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3031536.307224157,0.0,0.0,6.3108755987209535e-30,4.3232488458316696e-27,3187660.427046201,45169.89097763994,2000000.0,0.7,1736.111111,585.6289063981479,0.0585628906398148,5.218206108668607e-19,0.0,3031536.307224157,1.0515,0.014900000000000002,3031536.307224157,45169.890977639945,45169.890977639945,4.3232488458316696e-27,252531.77630560257,4547.304460836235,151576.81536120785,3031.5363072241566,2728.3826765017416,24252.290457793253,9094.60892167247,6063.072614448313,0.013663002066822335,0.010669639752483393,0.0005494864472528951,0.002443875867086047,1.9340689119526034e-23,0.010669639752483393,0.0005494864472528951,0.002443875867086047,1.9340689119526034e-23,2.339054465941873e-34,2.9930997188200707e-33,2.474872304528814e-22,1.0,3031536.307224157,13.366666666666665,default,FeedWaterTankZO,feed_water_tank
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3161980.706787123,0.0,0.0,0.0,0.0,3324822.71318666,47113.51253112813,2000000.0,0.7,1736.111111,621.9568840706015,0.062195688407060155,5.218206108668607e-19,0.0,3161980.706787123,1.0515,0.014900000000000002,3161980.706787123,47113.51253112814,47113.51253112814,0.0,263398.0014114191,4742.971060180685,158099.03533935617,3161.980706787123,2845.7826361084108,25295.845654296983,9485.94212036137,6323.961413574246,0.013418525685737035,0.010478724542091592,0.0005396543139177171,0.0024001468297277255,1.8211015760328595e-23,0.010478724542091592,0.0005396543139177171,0.0024001468297277255,1.8211015760328595e-23,0.0,0.0,2.3303170980124554e-22,1.0,3161980.706787123,14.195833333333331,default,FeedWaterTankZO,feed_water_tank
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3290157.800993691,0.0,0.0,6.310875598720956e-30,4.323248845831671e-27,3459600.927744867,49023.351234806,2000000.0,0.7,1736.111111,658.2848617430552,0.06582848617430553,5.218206108668607e-19,0.0,3290157.800993691,1.0515,0.014900000000000002,3290157.800993691,49023.351234806,49023.351234806,4.323248845831671e-27,274075.3563896658,4935.236701490537,164507.89004968456,3290.157800993691,2961.1420208943223,26321.26240794953,9870.473402981073,6580.315601987382,0.013191941756623702,0.010301781811239485,0.0005305417632788362,0.00235961818210538,1.7206026260521218e-23,0.010301781811239485,0.0005305417632788362,0.00235961818210538,1.7206026260521218e-23,2.0808892753026986e-34,2.6627465052620053e-33,2.2017166813445463e-22,1.0,3290157.800993691,15.024999999999999,default,FeedWaterTankZO,feed_water_tank
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3416229.0781549537,0.0,0.0,0.0,0.0,3592164.875679934,50901.81326450882,2000000.0,0.7,1736.111111,694.612839415509,0.0694612839415509,5.218206108668607e-19,0.0,3416229.0781549537,1.0515,0.014900000000000002,3416229.0781549537,50901.81326450882,50901.81326450882,0.0,284577.2934724518,5124.343617232431,170811.4539077477,3416.2290781549536,3074.6061703394585,27329.83262523963,10248.687234464862,6832.458156309907,0.012981056601491259,0.010137098484441671,0.000522060571948747,0.0023218975451008415,1.6306157870023523e-23,0.010137098484441671,0.000522060571948747,0.0023218975451008415,1.6306157870023523e-23,0.0,0.0,2.0865677668668683e-22,1.0,3416229.0781549537,15.854166666666666,default,FeedWaterTankZO,feed_water_tank
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3540336.7265813337,0.0,0.0,0.0,0.0,3722664.0680002724,52751.01722606188,2000000.0,0.7,1736.111111,730.9408170879626,0.07309408170879628,5.218206108668607e-19,0.0,3540336.7265813337,1.0515,0.014900000000000002,3540336.7265813337,52751.01722606188,52751.01722606188,0.0,294915.65717125987,5310.505089872001,177016.8363290667,3540.3367265813336,3186.3030539232004,28322.69381265067,10621.010179744002,7080.673453162667,0.012784042956476449,0.009983247624407327,0.0005141372526569786,0.002286658079412147,1.5495736936922955e-23,0.009983247624407327,0.0005141372526569786,0.002286658079412147,1.5495736936922955e-23,0.0,0.0,1.9828647235086e-22,1.0,3540336.7265813337,16.683333333333334,default,FeedWaterTankZO,feed_water_tank
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3662606.7816746417,0.0,0.0,0.0,0.0,3851231.030930886,54572.84104695216,2000000.0,0.7,1736.111111,767.2687947604164,0.07672687947604165,5.218206108668607e-19,0.0,3662606.7816746417,1.0515,0.014900000000000002,3662606.7816746417,54572.84104695217,54572.84104695217,0.0,305100.9464346993,5493.910172511963,183130.3390837321,3662.6067816746418,3296.3461035071778,29300.854253397134,10987.820345023925,7325.2135633492835,0.012599364054545455,0.009839029147102636,0.0005067100010757874,0.0022536249063670314,1.476205821923376e-23,0.009839029147102636,0.0005067100010757874,0.0022536249063670314,1.476205821923376e-23,0.0,0.0,1.8889817637231582e-22,1.0,3662606.7816746417,17.5125,default,FeedWaterTankZO,feed_water_tank
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3783151.6356291235,0.0,0.0,6.310875598720962e-30,4.323248845831675e-27,3977983.944864024,56368.95937087394,2000000.0,0.7,1736.111111,803.5967724328701,0.08035967724328703,5.218206108668607e-19,0.0,3783151.6356291235,1.0515,0.014900000000000002,3783151.6356291235,56368.95937087395,56368.95937087395,4.323248845831675e-27,315142.5237105785,5674.727453443686,189157.5817814562,3783.1516356291236,3404.8364720662116,30265.21308503299,11349.454906887371,7566.303271258247,0.012425716206526667,0.009703424982432743,0.0004997263865952888,0.0022225648374986353,1.4094713924452406e-23,0.009703424982432743,0.0004997263865952888,0.0022225648374986353,1.4094713924452406e-23,1.7046085249299265e-34,2.1812503175771916e-33,1.8035870860809705e-22,1.0,3783151.6356291235,18.34166666666667,default,FeedWaterTankZO,feed_water_tank
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3902072.061742199,0.0,0.0,6.310875598720956e-30,4.323248845831671e-27,4103028.7729219226,58140.87371995877,2000000.0,0.7,1736.111111,839.9247501053239,0.08399247501053239,5.218206108668607e-19,0.0,3902072.061742199,1.0515,0.014900000000000002,3902072.061742199,58140.87371995877,58140.87371995877,4.323248845831671e-27,325048.78357419604,5853.108092613299,195103.60308710998,3902.0720617421994,3511.8648555679797,31216.576493937595,11706.216185226598,7804.144123484399,0.012261984757566204,0.0095755646799885,0.0004931415810194082,0.002193278496558297,1.3485096869254402e-23,0.0095755646799885,0.0004931415810194082,0.002193278496558297,1.3485096869254402e-23,1.6308817054426274e-34,2.0869080412898912e-33,1.7255792986151776e-22,1.0,3902072.061742199,19.170833333333334,default,FeedWaterTankZO,feed_water_tank
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4019458.8640925963,0.0,0.0,0.0,0.0,4226460.995593365,59889.93707497969,2000000.0,0.7,1736.111111,876.2527277777775,0.08762527277777776,5.218206108668607e-19,0.0,4019458.8640925963,1.0515,0.014900000000000002,4019458.8640925963,59889.937074979694,59889.937074979694,0.0,334827.29014914256,6029.188296138895,200972.94320462982,4019.4588640925963,3617.512977683337,32155.67091274077,12058.37659227779,8038.917728185193,0.012107209870965845,0.009454698689141046,0.00048691698249076317,0.0021655941993340365,1.2926027228216561e-23,0.009454698689141046,0.00048691698249076317,0.0021655941993340365,1.2926027228216561e-23,0.0,0.0,1.65403965686009e-22,1.0,4019458.8640925963,20.0,default,FeedWaterTankZO,feed_water_tank
