fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.municipal_drinking.capital_a_parameter[default],fs.costing.municipal_drinking.capital_b_parameter[default],fs.costing.municipal_drinking.reference_state[default],fs.unit.properties[0.0].flow_mass_comp[H2O],fs.unit.properties[0.0].flow_mass_comp[tds],fs.unit.electricity[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[MunicipalDrinkingZO],fs.costing.LCOW_aggregate_indirect_capex[MunicipalDrinkingZO],fs.costing.LCOW_aggregate_fixed_opex[MunicipalDrinkingZO],fs.costing.LCOW_aggregate_variable_opex[MunicipalDrinkingZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.properties[0.0].flow_vol,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.lift_height,fs.unit.eta_pump,fs.unit.eta_motor,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1312334.6206412332,0.0,0.0,406.47541010478494,278454.9180387303,1379919.8536042569,298008.70388628467,40299.0,0.8657,1.0,367.6610403634258,0.036766104036342576,406.47541010478494,1312334.6206412332,1.0515,0.014900000000000002,385980.7707768333,19553.785847554376,19553.785847554376,278454.9180387303,387774.47065900674,1968.50193096185,65616.73103206167,1312.3346206412332,1181.10115857711,10498.676965129865,3937.0038619237,2624.6692412824664,0.033418288774503625,0.0021638519578256526,0.00557213517659684,0.0016851394600006957,0.023997162180080443,0.0021638519578256526,0.00557213517659684,0.0016851394600006957,0.023997162180080443,0.023997162180080436,0.3070723679995886,0.3070723679995886,0.36769780646746214,3.4,385980.7707768333,300.0,0.9,0.9,8.391666666666666,default,MunicipalDrinkingZO,municipal_drinking
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1423871.2340416226,0.0,0.0,446.6385712819708,305968.5867029346,1497200.6025947663,327184.26809015474,40299.0,0.8657,1.0,403.9890180358795,0.040398901803587954,446.6385712819708,1423871.2340416226,1.0515,0.014900000000000002,418785.6570710655,21215.68138722018,21215.68138722018,305968.5867029346,424579.31589199917,2135.806851062434,71193.56170208113,1423.8712340416225,1281.4841106374604,11390.96987233298,4271.613702124868,2847.742468083245,0.033299819473494294,0.0021366418331805782,0.005502066384623307,0.0016639490756099689,0.023997162180080446,0.0021366418331805782,0.005502066384623307,0.0016639490756099689,0.023997162180080446,0.023997162180080443,0.30707236799958865,0.30707236799958865,0.4040294169376831,3.4,418785.6570710655,300.0,0.9,0.9,9.220833333333333,default,MunicipalDrinkingZO,municipal_drinking
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1534067.0355305462,0.0,0.0,486.8017324591565,333482.2553671387,1613071.4878603695,356339.85419654386,40299.0,0.8657,1.0,440.3169957083331,0.04403169957083332,486.8017324591565,1534067.0355305462,1.0515,0.014900000000000002,451196.1869207489,22857.598829405142,22857.598829405142,333482.2553671387,461272.46936893783,2301.1005532958193,76703.35177652731,1534.0670355305463,1380.6603319774918,12272.53628424437,4602.201106591639,3068.1340710610925,0.033192861324708875,0.0021120755992662887,0.005438805875670619,0.0016448176696915275,0.02399716218008044,0.0021120755992662887,0.005438805875670619,0.0016448176696915275,0.02399716218008044,0.02399716218008044,0.30707236799958865,0.30707236799958865,0.4403610274079039,3.4,451196.1869207489,300.0,0.9,0.9,10.049999999999999,default,MunicipalDrinkingZO,municipal_drinking
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1643047.1072171766,0.0,0.0,526.9648936363424,360995.924031343,1727664.0332388612,385477.32592887897,40299.0,0.8657,1.0,476.6449733807868,0.04766449733807868,526.9648936363424,1643047.1072171766,1.0515,0.014900000000000002,483249.14918152255,24481.401897535936,24481.401897535936,360995.924031343,497864.3506276455,2464.570660825765,82152.35536085884,1643.0471072171765,1478.7423964954592,13144.376857737412,4929.14132165153,3286.094214434353,0.033095474963464495,0.0020897078212376062,0.005381206610468959,0.001627398351677487,0.02399716218008044,0.0020897078212376062,0.005381206610468959,0.001627398351677487,0.02399716218008044,0.023997162180080443,0.30707236799958865,0.30707236799958865,0.4766926378781249,3.4,483249.14918152255,300.0,0.9,0.9,10.879166666666665,default,MunicipalDrinkingZO,municipal_drinking
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1750916.225636455,0.0,0.0,567.1280548135281,388509.5926955472,1841088.4112567327,414598.2444575304,40299.0,0.8657,1.0,512.9729510532405,0.05129729510532406,567.1280548135281,1750916.225636455,1.0515,0.014900000000000002,514975.3604813103,26088.651761983183,26088.651761983183,388509.5926955472,534363.6877194473,2626.3743384546824,87545.81128182275,1750.916225636455,1575.8246030728096,14007.32980509164,5252.748676909365,3501.83245127291,0.03300616591827182,0.002069195247677018,0.0053283846822930895,0.0016114238082212662,0.02399716218008044,0.002069195247677018,0.0053283846822930895,0.0016114238082212662,0.02399716218008044,0.02399716218008044,0.3070723679995886,0.3070723679995886,0.5130242483483458,3.4,514975.3604813103,300.0,0.9,0.9,11.708333333333332,default,MunicipalDrinkingZO,municipal_drinking
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1857763.363901946,0.0,0.0,607.2912159907141,416023.2613597516,1953438.1771428965,443703.93548189057,40299.0,0.8657,1.0,549.3009287256942,0.05493009287256943,607.2912159907141,1857763.363901946,1.0515,0.014900000000000002,546400.9893829253,27680.674122139,27680.674122139,416023.2613597516,570777.8922456355,2786.645045852919,92888.1681950973,1857.763363901946,1671.9870275117516,14862.106911215567,5573.290091705838,3715.526727803892,0.03292375912888827,0.0020502679897998915,0.0052796451005337015,0.00159668385847424,0.02399716218008044,0.0020502679897998915,0.0052796451005337015,0.00159668385847424,0.02399716218008044,0.02399716218008044,0.3070723679995887,0.3070723679995887,0.5493558588185669,3.4,546400.9893829253,300.0,0.9,0.9,12.5375,default,MunicipalDrinkingZO,municipal_drinking
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1963664.9633171116,0.0,0.0,647.4543771678997,443536.93002395565,2064793.7089279431,472795.5379773806,40299.0,0.8657,1.0,585.6289063981479,0.0585628906398148,647.4543771678997,1963664.9633171116,1.0515,0.014900000000000002,577548.5186226799,29258.607953424966,29258.607953424966,443536.93002395565,607113.3318878702,2945.4974449756673,98183.24816585559,1963.6649633171116,1767.2984669854006,15709.319706536893,5890.994889951335,3927.3299266342233,0.03284731462206618,0.0020327101537922616,0.005234431917030453,0.001583010371163024,0.02399716218008044,0.0020327101537922616,0.005234431917030453,0.001583010371163024,0.02399716218008044,0.02399716218008044,0.3070723679995886,0.3070723679995886,0.5856874692887877,3.4,577548.5186226799,300.0,0.9,0.9,13.366666666666665,default,MunicipalDrinkingZO,municipal_drinking
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2068687.3664641331,0.0,0.0,687.6175383450856,471050.59868815995,2175224.765837036,501874.0404484755,40299.0,0.8657,1.0,621.9568840706015,0.062195688407060155,687.6175383450856,2068687.3664641331,1.0515,0.014900000000000002,608437.4607247451,30823.44176031559,30823.44176031559,471050.59868815995,643375.5330883332,3103.0310496961997,103434.36832320667,2068.687366464133,1861.81862981772,16549.498931713064,6206.062099392399,4137.374732928266,0.03277606918070671,0.002016346443335054,0.005192293726232098,0.0015702668310591183,0.023997162180080443,0.002016346443335054,0.005192293726232098,0.0015702668310591183,0.023997162180080443,0.023997162180080443,0.30707236799958865,0.30707236799958865,0.6220190797590086,3.4,608437.4607247451,300.0,0.9,0.9,14.195833333333331,default,MunicipalDrinkingZO,municipal_drinking
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2172888.6632214906,0.0,0.0,727.7806995222714,498564.26735236426,2284792.4293773975,530940.3084343644,40299.0,0.8657,1.0,658.2848617430552,0.06582848617430553,727.7806995222714,2172888.6632214906,1.0515,0.014900000000000002,639084.9009474972,32376.041082000214,32376.041082000214,498564.26735236426,679569.3348259155,3259.3329948322357,108644.43316107453,2172.888663221491,1955.5997968993418,17383.109305771926,6518.665989664471,4345.777326442982,0.032709394973349064,0.0020010326575917747,0.00515285919656458,0.0015583409391122741,0.023997162180080443,0.0020010326575917747,0.00515285919656458,0.0015583409391122741,0.023997162180080443,0.023997162180080443,0.30707236799958865,0.30707236799958865,0.6583506902292295,3.4,639084.9009474972,300.0,0.9,0.9,15.024999999999999,default,MunicipalDrinkingZO,municipal_drinking
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2276320.1160029303,0.0,0.0,767.9438606994572,526077.9360165684,2393550.6019770815,559995.1057450122,40299.0,0.8657,1.0,694.612839415509,0.0694612839415509,767.9438606994572,2276320.1160029303,1.0515,0.014900000000000002,669505.9164714501,33917.16972844367,33917.16972844367,526077.9360165684,715699.0073408812,3414.4801740043954,113816.00580014652,2276.3201160029303,2048.6881044026377,18210.560928023442,6828.960348008791,4552.6402320058605,0.032646769566744956,0.0019866488036724187,0.005115819334336846,0.0015471392486552482,0.02399716218008044,0.0019866488036724187,0.005115819334336846,0.0015471392486552482,0.02399716218008044,0.02399716218008044,0.30707236799958865,0.30707236799958865,0.6946823006994506,3.4,669505.9164714501,300.0,0.9,0.9,15.854166666666666,default,MunicipalDrinkingZO,municipal_drinking
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2379027.2771524116,0.0,0.0,808.1070218766429,553591.6046807726,2501547.181925761,589039.1111103436,40299.0,0.8657,1.0,730.9408170879626,0.07309408170879628,808.1070218766429,2379027.2771524116,1.0515,0.014900000000000002,699713.905044827,35447.50642957094,35447.50642957094,553591.6046807726,751768.3452156361,3568.5409157286176,118951.36385762058,2379.027277152412,2141.1245494371706,19032.218217219295,7137.081831457235,4758.054554304824,0.03258775376912232,0.001973094007656411,0.005080914379116023,0.0015365832022694373,0.023997162180080443,0.001973094007656411,0.005080914379116023,0.0015365832022694373,0.023997162180080443,0.023997162180080443,0.3070723679995886,0.3070723679995886,0.7310139111696714,3.4,699713.905044827,300.0,0.9,0.9,16.683333333333334,default,MunicipalDrinkingZO,municipal_drinking
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2481050.87700091,0.0,0.0,848.270183053829,581105.2733449771,2608824.9971664576,618072.9314122907,40299.0,0.8657,1.0,767.2687947604164,0.07672687947604165,848.270183053829,2481050.87700091,1.0515,0.014900000000000002,729720.8461767383,36967.65806731357,36967.65806731357,581105.2733449771,787780.7413512672,3721.5763155013656,124052.54385004552,2481.05087700091,2232.9457893008193,19848.40701600728,7443.152631002731,4962.10175400182,0.032531974978873716,0.001960282690105913,0.005047923955291738,0.001526606153395615,0.023997162180080443,0.001960282690105913,0.005047923955291738,0.001526606153395615,0.023997162180080443,0.023997162180080443,0.3070723679995887,0.3070723679995887,0.7673455216398924,3.4,729720.8461767383,300.0,0.9,0.9,17.5125,default,MunicipalDrinkingZO,municipal_drinking
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2582427.5382951363,0.0,0.0,888.4333442310149,608618.9420091814,2715422.556517336,647097.112329779,40299.0,0.8657,1.0,803.5967724328701,0.08035967724328703,888.4333442310149,2582427.5382951363,1.0515,0.014900000000000002,759537.5112632754,38478.170320597535,38478.170320597535,608618.9420091814,823739.2464805851,3873.6413074427046,129121.37691475682,2582.4275382951364,2324.1847844656227,20659.42030636109,7747.282614885409,5164.855076590273,0.03247911447947287,0.0019481416479520087,0.0050166595576412185,0.0015171510937991928,0.023997162180080443,0.0019481416479520087,0.0050166595576412185,0.0015171510937991928,0.023997162180080443,0.023997162180080443,0.30707236799958865,0.30707236799958865,0.8036771321101135,3.4,759537.5112632754,300.0,0.9,0.9,18.34166666666667,default,MunicipalDrinkingZO,municipal_drinking
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2683190.3572650976,0.0,0.0,928.5965054082005,636132.6106733854,2821374.66066425,676112.1469966354,40299.0,0.8657,1.0,839.9247501053239,0.08399247501053239,928.5965054082005,2683190.3572650976,1.0515,0.014900000000000002,789173.6344897345,39979.53632324996,39979.53632324996,636132.6106733854,859646.6175719731,4024.7855358976462,134159.51786325488,2683.1903572650976,2414.871321538588,21465.52285812078,8049.5710717952925,5366.380714530195,0.03242889761239418,0.0019366077974029264,0.004986958739092277,0.0015081688958185418,0.02399716218008044,0.0019366077974029264,0.004986958739092277,0.0015081688958185418,0.02399716218008044,0.02399716218008044,0.3070723679995886,0.3070723679995886,0.8400087425803344,3.4,789173.6344897345,300.0,0.9,0.9,19.170833333333334,default,MunicipalDrinkingZO,municipal_drinking
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2783369.3809191887,0.0,0.0,968.7596665853863,663646.2793375896,2926712.904036527,705118.4831132855,40299.0,0.8657,1.0,876.2527277777775,0.08762527277777776,968.7596665853863,2783369.3809191887,1.0515,0.014900000000000002,818638.0532115261,41472.20377569592,41472.20377569592,663646.2793375896,895505.3575888253,4175.054071378783,139168.46904595944,2783.3693809191886,2505.03244282727,22266.95504735351,8350.108142757566,5566.738761838377,0.032381086081940416,0.001925626406510647,0.004958680559405567,0.0014996169359437696,0.02399716218008044,0.001925626406510647,0.004958680559405567,0.0014996169359437696,0.02399716218008044,0.023997162180080436,0.3070723679995886,0.3070723679995886,0.8763403530505554,3.4,818638.0532115261,300.0,0.9,0.9,20.0,default,MunicipalDrinkingZO,municipal_drinking
