fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.well_field.capital_a_parameter[default],fs.costing.well_field.capital_b_parameter[default],fs.costing.well_field.pipe_cost_basis[default],fs.unit.properties[0.0].flow_mass_comp[H2O],fs.unit.properties[0.0].flow_mass_comp[tds],fs.unit.electricity[0.0],fs.unit.pipe_distance[0.0],fs.unit.pipe_diameter[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[WellFieldZO],fs.costing.LCOW_aggregate_indirect_capex[WellFieldZO],fs.costing.LCOW_aggregate_fixed_opex[WellFieldZO],fs.costing.LCOW_aggregate_variable_opex[WellFieldZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.properties[0.0].flow_vol,fs.unit.costing.pipe_cost,fs.unit.costing.well_cost,fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,fs.unit.lift_height,fs.unit.eta_pump,fs.unit.eta_motor,flow_mgd,pipe_distance,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,20090686.528206572,0.0,0.0,35.436208856675975,24275.482323138152,21125356.88440921,323626.7115934161,4731.6,0.9196,35000.0,96.1572072324561,0.00961572072324561,35.436208856675975,50.0,8.0,20090686.528206572,1.0515,0.014900000000000002,20090686.528206572,299351.22927027795,299351.22927027795,24275.482323138152,1697861.4935072355,30136.02979230986,1004534.3264103286,20090.686528206574,18081.617875385917,160725.4922256526,60272.05958461972,40181.37305641315,0.5594651299701368,0.4306479891388166,0.022178371440649085,0.09863971533064429,0.007999054060026815,0.4306479891388166,0.022178371440649085,0.09863971533064429,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.09616682295317935,18736330.09057363,1354356.4376329402,1.0,20090686.528206572,100,0.9,0.9,2.194736842105263,50,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,38827016.6187802,0.0,0.0,35.436208856675975,24275.482323138152,40826607.97464739,602798.0299429633,4731.6,0.9196,35000.0,96.1572072324561,0.00961572072324561,35.436208856675975,100.0,8.0,38827016.6187802,1.0515,0.014900000000000002,38827016.6187802,578522.5476198251,578522.5476198251,24275.482323138152,3258627.468153639,58240.52492817031,1941350.8309390103,38827.0166187802,34944.314956902184,310616.1329502416,116481.04985634061,77654.0332375604,1.0737556903001078,0.8322650700692464,0.042861651108566205,0.19062991506226817,0.007999054060026815,0.8322650700692464,0.042861651108566205,0.19062991506226817,0.007999054060026815,0.007999054060026815,0.10235745599986289,0.10235745599986289,0.09616682295317935,37472660.18114726,1354356.4376329402,1.0,38827016.6187802,100,0.9,0.9,2.194736842105263,100,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2313621.568188122,0.0,0.0,52.34701356285946,35860.18491859256,2432773.0789498105,70333.14628459557,4731.6,0.9196,35000.0,142.0451790292397,0.014204517902923973,52.34701356285946,1.0,8.0,2313621.568188122,1.0515,0.014900000000000002,2313621.568188122,34472.96136600302,34472.96136600302,35860.18491859256,228588.5262949437,3470.4323522821833,115681.07840940611,2313.621568188122,2082.25941136931,18508.972545504977,6940.864704564367,4627.243136376244,0.05098947435675633,0.03357185303278186,0.0017289504311882647,0.007689616832759396,0.007999054060026812,0.03357185303278186,0.0017289504311882647,0.007689616832759396,0.007999054060026812,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.14205938354714262,374726.6018114726,1938894.9663766492,1.0,2313621.568188122,100,0.9,0.9,3.2421052631578946,1,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11307060.011663465,0.0,0.0,52.34701356285946,35860.18491859256,11889373.602264134,204335.3790923782,4731.6,0.9196,35000.0,142.0451790292397,0.014204517902923973,52.34701356285946,25.0,8.0,11307060.011663465,1.0515,0.014900000000000002,11307060.011663465,168475.19417378565,168475.19417378565,35860.18491859256,977756.1941252175,16960.590017495197,565353.0005831732,11307.060011663465,10176.35401049712,90456.48009330772,33921.18003499039,22614.12002332693,0.2181005109730664,0.16407132530394233,0.008449673253153036,0.0375804583559442,0.007999054060026812,0.16407132530394233,0.008449673253153036,0.0375804583559442,0.007999054060026812,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.14205938354714262,9368165.045286816,1938894.9663766492,1.0,11307060.011663465,100,0.9,0.9,3.2421052631578946,25,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,20675225.05695028,0.0,0.0,52.34701356285946,35860.18491859256,21739999.14738322,343921.03826715174,4731.6,0.9196,35000.0,142.0451790292397,0.014204517902923973,52.34701356285946,50.0,8.0,20675225.05695028,1.0515,0.014900000000000002,20675225.05695028,308060.8533485592,308060.8533485592,35860.18491859256,1758139.181448419,31012.83758542542,1033761.252847514,20675.22505695028,18607.702551255254,165401.80045560224,62025.67517085084,41350.45011390056,0.39217450744838933,0.30000827558640114,0.015450426192699688,0.06871675160926169,0.007999054060026812,0.30000827558640114,0.015450426192699688,0.06871675160926169,0.007999054060026812,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.14205938354714262,18736330.09057363,1938894.9663766492,1.0,20675225.05695028,100,0.9,0.9,3.2421052631578946,50,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,39411555.14752391,0.0,0.0,52.34701356285946,35860.18491859256,41441250.2376214,623092.3566166989,4731.6,0.9196,35000.0,142.0451790292397,0.014204517902923973,52.34701356285946,100.0,8.0,39411555.14752391,1.0515,0.014900000000000002,39411555.14752391,587232.1716981063,587232.1716981063,35860.18491859256,3318905.156094823,59117.332721285864,1970577.7573761956,39411.55514752391,35470.39963277152,315292.4411801913,118234.66544257173,78823.11029504782,0.7403225003990354,0.5718821761513189,0.02945193207179299,0.1309893381158967,0.007999054060026812,0.5718821761513189,0.02945193207179299,0.1309893381158967,0.007999054060026812,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.14205938354714262,37472660.18114726,1938894.9663766492,1.0,39411555.14752391,100,0.9,0.9,3.2421052631578946,100,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,2882893.2998868027,0.0,0.0,69.25781826904296,47444.887514046975,3031362.3048309735,90399.99768236035,4731.6,0.9196,35000.0,187.9331508260233,0.018793315082602333,69.25781826904296,1.0,8.0,2882893.2998868027,1.0515,0.014900000000000002,2882893.2998868027,42955.11016831337,42955.11016831337,47444.887514046975,287594.46585986996,4324.339949830204,144144.66499434013,2882.8932998868027,2594.6039698981226,23063.14639909442,8648.679899660408,5765.786599773605,0.04848749360184557,0.031618019373679376,0.0016283279977444905,0.007242092170394895,0.007999054060026814,0.031618019373679376,0.0016283279977444905,0.007242092170394895,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.18795194414110591,374726.6018114726,2508166.69807533,1.0,2882893.2998868027,100,0.9,0.9,4.289473684210526,1,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11876331.743362145,0.0,0.0,69.25781826904296,47444.887514046975,12487962.828145297,224402.23049014297,4731.6,0.9196,35000.0,187.9331508260233,0.018793315082602333,69.25781826904296,25.0,8.0,11876331.743362145,1.0515,0.014900000000000002,11876331.743362145,176957.342976096,176957.342976096,47444.887514046975,1036762.1336901437,17814.49761504322,593816.5871681073,11876.331743362145,10688.698569025932,95010.65394689716,35628.99523008644,23752.66348672429,0.17479473109343696,0.1302532033234154,0.006708039971155901,0.02983443373883887,0.007999054060026814,0.1302532033234154,0.006708039971155901,0.02983443373883887,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.18795194414110591,9368165.045286816,2508166.69807533,1.0,11876331.743362145,100,0.9,0.9,4.289473684210526,25,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,21244496.788648963,0.0,0.0,69.25781826904296,47444.887514046975,22338588.373264387,363987.88966491655,4731.6,0.9196,35000.0,187.9331508260233,0.018793315082602333,69.25781826904296,50.0,8.0,21244496.788648963,1.0515,0.014900000000000002,21244496.788648963,316543.0021508696,316543.0021508696,47444.887514046975,1817145.121013346,31866.745182973445,1062224.8394324481,21244.496788648965,19120.047109784067,169955.97430919172,63733.49036594689,42488.99357729793,0.30636477014717806,0.23299818660439042,0.011999406610126169,0.05336812287263468,0.007999054060026814,0.23299818660439042,0.011999406610126169,0.05336812287263468,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.18795194414110591,18736330.09057363,2508166.69807533,1.0,21244496.788648963,100,0.9,0.9,4.289473684210526,50,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,39980826.879222594,0.0,0.0,69.25781826904296,47444.887514046975,42039839.46350256,643159.2080144637,4731.6,0.9196,35000.0,187.9331508260233,0.018793315082602333,69.25781826904296,100.0,8.0,39980826.879222594,1.0515,0.014900000000000002,39980826.879222594,595714.3205004167,595714.3205004167,47444.887514046975,3377911.0956597496,59971.240318833894,1999041.34396113,39980.82687922259,35982.744191300335,319846.61503378075,119942.48063766779,79961.65375844519,0.5695048482546602,0.43848815316634043,0.022582139888066628,0.10043550114022629,0.007999054060026814,0.43848815316634043,0.022582139888066628,0.10043550114022629,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.18795194414110591,37472660.18114726,2508166.69807533,1.0,39980826.879222594,100,0.9,0.9,4.289473684210526,100,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3440982.267380807,0.0,0.0,86.16862297522646,59029.59010950139,3618192.854150919,110300.22589347542,4731.6,0.9196,35000.0,233.8211226228069,0.023382112262280694,86.16862297522646,1.0,8.0,3440982.267380807,1.0515,0.014900000000000002,3440982.267380807,51270.63578397403,51270.63578397403,59029.59010950139,345668.8634531945,5161.473401071211,172049.11336904037,3440.982267380807,3096.8840406427266,27527.858139046457,10322.946802142422,6881.964534761614,0.046841320098969685,0.030332498215161804,0.0015621236580808336,0.006947644165700233,0.007999054060026815,0.030332498215161804,0.0015621236580808336,0.006947644165700233,0.007999054060026815,0.007999054060026814,0.10235745599986289,0.10235745599986289,0.23384450473506918,374726.6018114726,3066255.6655693343,1.0,3440982.267380807,100,0.9,0.9,5.336842105263157,1,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12434420.71085615,0.0,0.0,86.16862297522646,59029.59010950139,13074793.377465244,244302.45870125806,4731.6,0.9196,35000.0,233.8211226228069,0.023382112262280694,86.16862297522646,25.0,8.0,12434420.71085615,1.0515,0.014900000000000002,12434420.71085615,185272.86859175668,185272.86859175668,59029.59010950139,1094836.5312834685,18651.631066284226,621721.0355428075,12434.420710856151,11190.978639770537,99475.36568684921,37303.26213256845,24868.841421712303,0.14836045082445984,0.10961028413136975,0.0056449296327655595,0.02510618300029771,0.007999054060026815,0.10961028413136975,0.0056449296327655595,0.02510618300029771,0.007999054060026815,0.007999054060026814,0.10235745599986289,0.10235745599986289,0.23384450473506918,9368165.045286816,3066255.6655693343,1.0,12434420.71085615,100,0.9,0.9,5.336842105263157,25,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,21802585.756142966,0.0,0.0,86.16862297522646,59029.59010950139,22925418.922584333,383888.1178760316,4731.6,0.9196,35000.0,233.8211226228069,0.023382112262280694,86.16862297522646,50.0,8.0,21802585.756142966,1.0515,0.014900000000000002,21802585.756142966,324858.5277665302,324858.5277665302,59029.59010950139,1875219.5186066704,32703.87863421445,1090129.2878071484,21802.585756142966,19622.32718052867,174420.68604914373,65407.7572684289,43605.17151228593,0.25410954533017877,0.19219131112741972,0.009897852523062144,0.04402132761967008,0.007999054060026815,0.19219131112741972,0.009897852523062144,0.04402132761967008,0.007999054060026815,0.007999054060026814,0.10235745599986289,0.10235745599986289,0.23384450473506918,18736330.09057363,3066255.6655693343,1.0,21802585.756142966,100,0.9,0.9,5.336842105263157,50,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,40538915.8467166,0.0,0.0,86.16862297522646,59029.59010950139,42626670.01282251,663059.4362255788,4731.6,0.9196,35000.0,233.8211226228069,0.023382112262280694,86.16862297522646,100.0,8.0,40538915.8467166,1.0515,0.014900000000000002,40538915.8467166,604029.8461160774,604029.8461160774,59029.59010950139,3435985.493253074,60808.3737700749,2026945.79233583,40538.9158467166,36485.02426204494,324311.3267737328,121616.7475401498,81077.8316934332,0.4656077343416165,0.35735336511951954,0.018403698303655344,0.08185161685841481,0.007999054060026815,0.35735336511951954,0.018403698303655344,0.08185161685841481,0.007999054060026815,0.007999054060026814,0.10235745599986289,0.10235745599986289,0.23384450473506918,37472660.18114726,3066255.6655693343,1.0,40538915.8467166,100,0.9,0.9,5.336842105263157,100,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3990275.6102275653,0.0,0.0,103.07942768140992,70614.29270495579,4195774.804154285,130069.39929734652,4731.6,0.9196,35000.0,279.7090944195905,0.027970909441959055,103.07942768140992,1.0,8.0,3990275.6102275653,1.0515,0.014900000000000002,3990275.6102275653,59455.10659239073,59455.10659239073,70614.29270495579,403010.5715812491,5985.413415341348,199513.78051137828,3990.2756102275653,3591.248049204809,31922.204881820522,11970.826830682696,7980.5512204551305,0.04565227838944954,0.029403958013732447,0.0015143038377072192,0.006734962477983057,0.007999054060026814,0.029403958013732447,0.0015143038377072192,0.006734962477983057,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.2797370653290324,374726.6018114726,3615549.0084160925,1.0,3990275.6102275653,100,0.9,0.9,6.384210526315789,1,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12983714.053702908,0.0,0.0,103.07942768140992,70614.29270495579,13652375.32746861,264071.63210512913,4731.6,0.9196,35000.0,279.7090944195905,0.027970909441959055,103.07942768140992,25.0,8.0,12983714.053702908,1.0515,0.014900000000000002,12983714.053702908,193457.33940017334,193457.33940017334,70614.29270495579,1152178.2394115229,19475.57108055436,649185.7026851454,12983.714053702908,11685.342648332618,103869.71242962327,38951.14216110872,25967.428107405816,0.13051658057877105,0.09567574277798212,0.004927300753066095,0.02191448298769603,0.007999054060026814,0.09567574277798212,0.004927300753066095,0.02191448298769603,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.2797370653290324,9368165.045286816,3615549.0084160925,1.0,12983714.053702908,100,0.9,0.9,6.384210526315789,25,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,22351879.098989725,0.0,0.0,103.07942768140992,70614.29270495579,23503000.8725877,403657.29127990274,4731.6,0.9196,35000.0,279.7090944195905,0.027970909441959055,103.07942768140992,50.0,8.0,22351879.098989725,1.0515,0.014900000000000002,22351879.098989725,333042.99857494695,333042.99857494695,70614.29270495579,1932561.2267347248,33527.81864848459,1117593.9549494863,22351.879098989724,20116.691189090754,178815.0327919178,67055.63729696917,44703.75819797945,0.2189168953593143,0.1647088519074089,0.00848250587323157,0.037726483518647054,0.007999054060026814,0.1647088519074089,0.00848250587323157,0.037726483518647054,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.2797370653290324,18736330.09057363,3615549.0084160925,1.0,22351879.098989725,100,0.9,0.9,6.384210526315789,50,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,41088209.18956336,0.0,0.0,103.07942768140992,70614.29270495579,43204251.96282587,682828.6096294499,4731.6,0.9196,35000.0,279.7090944195905,0.027970909441959055,103.07942768140992,100.0,8.0,41088209.18956336,1.0515,0.014900000000000002,41088209.18956336,612214.3169244941,612214.3169244941,70614.29270495579,3493327.2013811287,61632.31378434504,2054410.4594781678,41088.20918956336,36979.38827060702,328705.67351650685,123264.62756869008,82176.41837912671,0.39571752492040085,0.30277507016626237,0.015592916113562547,0.06935048458054908,0.007999054060026814,0.30277507016626237,0.015592916113562547,0.06935048458054908,0.007999054060026814,0.007999054060026814,0.10235745599986287,0.10235745599986287,0.2797370653290324,37472660.18114726,3615549.0084160925,1.0,41088209.18956336,100,0.9,0.9,6.384210526315789,100,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4532337.549170861,0.0,0.0,119.99023238759342,82198.9953004102,4765752.932953161,149730.82478305604,4731.6,0.9196,35000.0,325.5970662163741,0.032559706621637416,119.99023238759342,1.0,8.0,4532337.549170861,1.0515,0.014900000000000002,4532337.549170861,67531.82948264584,67531.82948264584,82198.9953004102,459749.89230969624,6798.506323756292,226616.87745854305,4532.337549170861,4079.1037942537755,36258.70039336689,13597.012647512583,9064.675098341722,0.04473977120080947,0.028691367696705192,0.0014776054363803222,0.006571744007697147,0.007999054060026812,0.028691367696705192,0.0014776054363803222,0.006571744007697147,0.007999054060026812,0.007999054060026812,0.10235745599986287,0.10235745599986287,0.3256296259229957,374726.6018114726,4157610.9473593887,1.0,4532337.549170861,100,0.9,0.9,7.43157894736842,1,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,13525775.992646204,0.0,0.0,119.99023238759342,82198.9953004102,14222353.456267485,283733.05759083864,4731.6,0.9196,35000.0,325.5970662163741,0.032559706621637416,119.99023238759342,25.0,8.0,13525775.992646204,1.0515,0.014900000000000002,13525775.992646204,201534.06229042847,201534.06229042847,82198.9953004102,1208917.56013997,20288.663988969307,676288.7996323103,13525.775992646204,12173.198393381585,108206.20794116963,40577.327977938614,27051.551985292408,0.1176437361835623,0.08562314880083753,0.004409592163243147,0.01961194115945482,0.007999054060026812,0.08562314880083753,0.004409592163243147,0.01961194115945482,0.007999054060026812,0.007999054060026812,0.10235745599986287,0.10235745599986287,0.3256296259229957,9368165.045286816,4157610.9473593887,1.0,13525775.992646204,100,0.9,0.9,7.43157894736842,25,default,WellFieldZO,well_field
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,22893941.03793302,0.0,0.0,119.99023238759342,82198.9953004102,24072979.001386575,423318.71676561225,4731.6,0.9196,35000.0,325.5970662163741,0.032559706621637416,119.99023238759342,50.0,8.0,22893941.03793302,1.0515,0.014900000000000002,22893941.03793302,341119.72146520205,341119.72146520205,82198.9953004102,1989300.547463172,34340.91155689953,1144697.051896651,22893.941037933022,20604.546934139722,183151.52830346418,68681.82311379907,45787.882075866044,0.19358536637392987,0.1449270874509754,0.007463745003725233,0.033195479859202404,0.007999054060026812,0.1449270874509754,0.007463745003725233,0.033195479859202404,0.007999054060026812,0.007999054060026812,0.10235745599986287,0.10235745599986287,0.3256296259229957,18736330.09057363,4157610.9473593887,1.0,22893941.03793302,100,0.9,0.9,7.43157894736842,50,default,WellFieldZO,well_field
