fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.struvite_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.screen.capital_a_parameter[default],fs.costing.screen.capital_b_parameter[default],fs.costing.screen.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[ScreenZO],fs.costing.LCOW_aggregate_indirect_capex[ScreenZO],fs.costing.LCOW_aggregate_fixed_opex[ScreenZO],fs.costing.LCOW_aggregate_variable_opex[ScreenZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit,fs.costing.screen.capital_a_parameter[drum],fs.costing.screen.capital_b_parameter[drum],fs.costing.screen.reference_state[drum],fs.costing.screen.capital_a_parameter[band],fs.costing.screen.capital_b_parameter[band],fs.costing.screen.reference_state[band],fs.costing.screen.capital_a_parameter[micro],fs.costing.screen.capital_b_parameter[micro],fs.costing.screen.reference_state[micro]
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,275089.218177503,0.0,0.0,0.0,0.0,289256.3129136444,4098.829350844795,6.545,1.0,1.0,367.6610403634258,0.036766104036342576,367.62427425938944,0.03308949363270832,0.0367661040363986,0.0036766104036342583,0.9999,0.1,3.7694835252461893e-23,0.0,275089.218177503,1.0515,0.0149,275089.218177503,4098.829350844794,4098.829350844794,0.0,22915.3676119069,412.63382726625446,13754.46090887515,275.08921817750297,247.5802963597527,2200.7137454200238,825.2676545325089,550.1784363550059,0.001974839578601396,0.0015421813426925392,7.942233914866596e-05,0.0003532358967601909,2.2253967950276583e-27,0.0015421813426925392,7.942233914866596e-05,0.0003532358967601909,2.2253967950276583e-27,0.0,0.0,2.847661146179525e-26,1.0,275089.218177503,8.391666666666666,default,ScreenZO,screen,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,302270.3276200665,0.0,0.0,0.0,0.0,317837.2494925,4503.827881538992,6.545,1.0,1.0,403.9890180358795,0.040398901803587954,403.9486191340759,0.03635901162322916,0.04039890180364951,0.004039890180358796,0.9999,0.1,3.7694835252461893e-23,0.0,302270.3276200665,1.0515,0.0149,302270.3276200665,4503.827881538991,4503.827881538991,0.0,25179.597082994023,453.4054914300998,15113.516381003326,302.27032762006655,272.0432948580599,2418.1626209605324,906.8109828601996,604.5406552401331,0.001974839578601396,0.001542181342692539,7.942233914866592e-05,0.0003532358967601908,2.0252820357820623e-27,0.001542181342692539,7.942233914866592e-05,0.0003532358967601908,2.0252820357820623e-27,0.0,0.0,2.591590396929762e-26,1.0,302270.3276200665,9.220833333333333,default,ScreenZO,screen,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,329451.4370626301,0.0,0.0,0.0,0.0,346418.18607135554,4908.826412233188,6.545,1.0,1.0,440.3169957083331,0.04403169957083332,440.2729640087623,0.03962852961374999,0.04403169957083135,0.004403169957083332,0.9999,0.1,3.7694835252461893e-23,0.0,329451.4370626301,1.0515,0.0149,329451.4370626301,4908.826412233188,4908.826412233188,0.0,27443.82655408114,494.17715559394514,16472.571853131503,329.4514370626301,296.5062933563671,2635.6114965010406,988.3543111878903,658.9028741252602,0.0019748395786013955,0.001542181342692539,7.942233914866565e-05,0.0003532358967601909,1.858187871138352e-27,0.001542181342692539,7.942233914866565e-05,0.0003532358967601909,1.858187871138352e-27,0.0,0.0,2.3777734446125888e-26,1.0,329451.4370626301,10.049999999999999,default,ScreenZO,screen,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,356632.5465051937,0.0,0.0,0.0,0.0,374999.1226502112,5313.8249429273865,6.545,1.0,1.0,476.6449733807868,0.04766449733807868,476.5973088834487,0.042898047604270816,0.047664497338076546,0.0047664497338078685,0.9999,0.1,3.7694835252461893e-23,0.0,356632.5465051937,1.0515,0.0149,356632.5465051937,5313.8249429273865,5313.8249429273865,0.0,29708.05602516827,534.9488197577906,17831.627325259684,356.6325465051937,320.96929185467434,2853.0603720415497,1069.8976395155812,713.2650930103874,0.001974839578601396,0.001542181342692539,7.94223391486659e-05,0.0003532358967601909,1.7165642072714302e-27,0.001542181342692539,7.94223391486659e-05,0.0003532358967601909,1.7165642072714302e-27,0.0,0.0,2.1965490419017863e-26,1.0,356632.5465051937,10.879166666666665,default,ScreenZO,screen,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,383813.6559477573,0.0,0.0,0.0,0.0,403580.0592290668,5718.8234736215845,6.545,1.0,1.0,512.9729510532405,0.05129729510532406,512.9216537581352,0.046167565594791654,0.051297295105321924,0.005129729510532407,0.9999,0.1,3.7694835252461893e-23,0.0,383813.6559477573,1.0515,0.0149,383813.6559477573,5718.823473621584,5718.823473621584,0.0,31972.285496255397,575.720483921636,19190.682797387864,383.8136559477573,345.4322903529816,3070.5092475820584,1151.440967843272,767.6273118955146,0.001974839578601396,0.001542181342692539,7.942233914866587e-05,0.0003532358967601908,1.5949996957956242e-27,0.001542181342692539,7.942233914866587e-05,0.0003532358967601908,1.5949996957956242e-27,0.0,0.0,2.040992721852514e-26,1.0,383813.6559477573,11.708333333333332,default,ScreenZO,screen,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,410994.76539032103,0.0,0.0,0.0,0.0,432160.9958079226,6123.8220043157835,6.545,1.0,1.0,549.3009287256942,0.05493009287256943,549.2459986328216,0.04943708358531249,0.05493009287265296,0.005493009287256944,0.9999,0.1,3.7694835252461893e-23,0.0,410994.76539032103,1.0515,0.0149,410994.76539032103,6123.8220043157835,6123.8220043157835,0.0,34236.51496734253,616.4921480854815,20549.738269516052,410.99476539032105,369.89528885128897,3287.9581231225684,1232.984296170963,821.9895307806421,0.001974839578601396,0.0015421813426925392,7.942233914866583e-05,0.0003532358967601909,1.4895145048805925e-27,0.0015421813426925392,7.942233914866583e-05,0.0003532358967601909,1.4895145048805925e-27,0.0,0.0,1.9060118140264417e-26,1.0,410994.76539032103,12.5375,default,ScreenZO,screen,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,438175.8748328845,0.0,0.0,0.0,0.0,460741.9323867781,6528.820535009981,6.545,1.0,1.0,585.6289063981479,0.0585628906398148,585.5703435075081,0.052706601575833324,0.058562890639812355,0.0058562890639814805,0.9999,0.1,3.7694835252461893e-23,0.0,438175.8748328845,1.0515,0.0149,438175.8748328845,6528.82053500998,6528.82053500998,0.0,36500.744438429654,657.2638122493267,21908.79374164423,438.1758748328845,394.3582873495961,3505.406998663076,1314.5276244986535,876.351749665769,0.001974839578601396,0.0015421813426925392,7.942233914866584e-05,0.00035323589676019093,1.397116317077838e-27,0.0015421813426925392,7.942233914866584e-05,0.00035323589676019093,1.397116317077838e-27,0.0,0.0,1.7877772906501134e-26,1.0,438175.8748328845,13.366666666666665,default,ScreenZO,screen,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,465356.9842754481,0.0,0.0,0.0,0.0,489322.8689656337,6933.819065704177,6.545,1.0,1.0,621.9568840706015,0.062195688407060155,621.8946883821944,0.05597611956635414,0.06219568840715492,0.006219568840706017,0.9999,0.1,3.7694835252461893e-23,0.0,465356.9842754481,1.0515,0.0149,465356.9842754481,6933.819065704176,6933.819065704176,0.0,38764.973909516775,698.0354764131721,23267.849213772406,465.3569842754481,418.8212858479033,3722.855874203585,1396.0709528263442,930.7139685508962,0.001974839578601396,0.0015421813426925392,7.942233914866583e-05,0.0003532358967601909,1.315511929904815e-27,0.0015421813426925392,7.942233914866583e-05,0.0003532358967601909,1.315511929904815e-27,0.0,0.0,1.6833547250970252e-26,1.0,465356.9842754481,14.195833333333331,default,ScreenZO,screen,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,492538.0937180117,0.0,0.0,9.860761290552526e-32,6.75508876724537e-29,517903.8055444893,7338.817596398375,6.545,1.0,1.0,658.2848617430552,0.06582848617430553,658.219033256881,0.05924563755687499,0.06582848617427592,0.006582848617430554,0.9999,0.1,3.7694835252461893e-23,0.0,492538.0937180117,1.0515,0.0149,492538.0937180117,7338.817596398374,7338.817596398374,6.75508876724537e-29,41029.203380603896,738.8071405770175,24626.904685900587,492.5380937180117,443.28428434621054,3940.3047497440934,1477.614281154035,985.0761874360234,0.0019748395786013955,0.001542181342692539,7.942233914866598e-05,0.0003532358967601908,1.2429143497464516e-27,0.001542181342692539,7.942233914866598e-05,0.0003532358967601908,1.2429143497464516e-27,3.251395483059344e-36,4.1605490799031317e-35,1.590457445481299e-26,1.0,492538.0937180117,15.024999999999999,default,ScreenZO,screen,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,519719.2031605754,0.0,0.0,0.0,0.0,546484.742123345,7743.816127092575,6.545,1.0,1.0,694.612839415509,0.0694612839415509,694.5433781315675,0.06251515554739581,0.06946128394165696,0.006946128394155091,0.9999,0.1,3.7694835252461893e-23,0.0,519719.2031605754,1.0515,0.0149,519719.2031605754,7743.816127092574,7743.816127092574,0.0,43293.43285169104,779.5788047408631,25985.96015802877,519.7192031605754,467.74728284451794,4157.753625284603,1559.1576094817262,1039.4384063211508,0.001974839578601396,0.0015421813426925392,7.942233914866611e-05,0.00035323589676019093,1.1779104192340878e-27,0.0015421813426925392,7.942233914866611e-05,0.00035323589676019093,1.1779104192340878e-27,0.0,0.0,1.5072771480697932e-26,1.0,519719.2031605754,15.854166666666666,default,ScreenZO,screen,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,546900.3126031389,0.0,0.0,0.0,0.0,575065.6787022005,8148.81465778677,6.545,1.0,1.0,730.9408170879626,0.07309408170879628,730.8677230062539,0.06578467353791666,0.07309408170879322,0.007309408170879628,0.9999,0.1,3.7694835252461893e-23,0.0,546900.3126031389,1.0515,0.0149,546900.3126031389,8148.814657786769,8148.814657786769,0.0,45557.66232277815,820.3504689047084,27345.015630156944,546.9003126031389,492.210281342825,4375.202500825111,1640.7009378094167,1093.8006252062778,0.001974839578601396,0.001542181342692539,7.942233914866579e-05,0.0003532358967601909,1.1193679183780482e-27,0.001542181342692539,7.942233914866579e-05,0.0003532358967601909,1.1193679183780482e-27,0.0,0.0,1.4323650220793116e-26,1.0,546900.3126031389,16.683333333333334,default,ScreenZO,screen,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,574081.4220457026,0.0,0.0,0.0,0.0,603646.6152810563,8553.81318848097,6.545,1.0,1.0,767.2687947604164,0.07672687947604165,767.1920678809404,0.06905419152843749,0.07672687947603822,0.007672687947604165,0.9999,0.1,3.7694835252461893e-23,0.0,574081.4220457026,1.0515,0.0149,574081.4220457026,8553.813188480968,8553.813188480968,0.0,47821.89179386529,861.1221330685539,28704.071102285132,574.0814220457025,516.6732798411324,4592.65137636562,1722.2442661371078,1148.162844091405,0.001974839578601396,0.0015421813426925392,7.942233914866576e-05,0.0003532358967601909,1.0663690566704028e-27,0.0015421813426925392,7.942233914866576e-05,0.0003532358967601909,1.0663690566704028e-27,0.0,0.0,1.3645466448740336e-26,1.0,574081.4220457026,17.5125,default,ScreenZO,screen,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,601262.5314882663,0.0,0.0,0.0,0.0,632227.5518599121,8958.81171917517,6.545,1.0,1.0,803.5967724328701,0.08035967724328703,803.5164127556269,0.07232370951895833,0.08035967724328368,0.008035967724328704,0.9999,0.1,3.7694835252461893e-23,0.0,601262.5314882663,1.0515,0.0149,601262.5314882663,8958.811719175168,8958.811719175168,0.0,50086.121264952424,901.8937972323995,30063.126574413316,601.2625314882663,541.1362783394397,4810.10025190613,1803.787594464799,1202.5250629765326,0.001974839578601396,0.0015421813426925392,7.942233914866603e-05,0.00035323589676019093,1.018162004812745e-27,0.0015421813426925392,7.942233914866603e-05,0.00035323589676019093,1.018162004812745e-27,0.0,0.0,1.3028599610189826e-26,1.0,601262.5314882663,18.34166666666667,default,ScreenZO,screen,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,628443.6409308298,0.0,0.0,0.0,0.0,660808.4884387676,9363.810249869364,6.545,1.0,1.0,839.9247501053239,0.08399247501053239,839.8407576303134,0.07559322750947915,0.08399247501052864,0.00839924750105324,0.9999,0.1,3.7694835252461893e-23,0.0,628443.6409308298,1.0515,0.0149,628443.6409308298,9363.810249869364,9363.810249869364,0.0,52350.350736039545,942.6654613962447,31422.182046541493,628.4436409308298,565.5992768377469,5027.5491274466385,1885.3309227924894,1256.8872818616596,0.001974839578601396,0.0015421813426925392,7.942233914866602e-05,0.0003532358967601909,9.741250043872427e-28,0.0015421813426925392,7.942233914866602e-05,0.0003532358967601909,9.741250043872427e-28,0.0,0.0,1.2465093563150539e-26,1.0,628443.6409308298,19.170833333333334,default,ScreenZO,screen,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,655624.7503733933,0.0,0.0,0.0,0.0,689389.4250176231,9768.808780563562,6.545,1.0,1.0,876.2527277777775,0.08762527277777776,876.1651025049997,0.07886274549999998,0.08762527277780693,0.008762527277777777,0.9999,0.1,3.7694835252461893e-23,0.0,655624.7503733933,1.0515,0.0149,655624.7503733933,9768.80878056356,9768.80878056356,0.0,54614.580207126666,983.43712556009,32781.237518669666,655.6247503733933,590.062275336054,5244.998002987147,1966.87425112018,1311.2495007467867,0.0019748395786013955,0.0015421813426925385,7.942233914866599e-05,0.00035323589676019077,9.337394052470214e-28,0.0015421813426925385,7.942233914866599e-05,0.00035323589676019077,9.337394052470214e-28,0.0,0.0,1.1948311559178255e-26,1.0,655624.7503733933,20.0,default,ScreenZO,screen,,,,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6495.6435352120225,0.0,0.0,0.0,0.0,6830.169177275442,96.78508867465915,,,,4.381263638888887,0.0004381263638888888,4.380825512524998,0.0003943137275,0.00043812636388914023,4.381263638888892e-05,0.9999,0.1,3.769483525243404e-21,0.0,6495.6435352120225,1.0515,0.0149,6495.6435352120225,96.78508867465914,96.78508867465914,0.0,541.0973954974986,9.743465302818034,324.78217676060115,6.4956435352120225,5.846079181690821,51.96514828169618,19.48693060563607,12.991287070424045,0.0039131695179345305,0.003055851769805888,0.00015737636614500362,0.0006999413819836387,1.8674788104926634e-23,0.003055851769805888,0.00015737636614500362,0.0006999413819836387,1.8674788104926634e-23,0.0,0.0,2.3896623118338856e-22,1.0,6495.6435352120225,0.1,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,60355.354514678074,0.0,0.0,0.0,0.0,63463.655272184,899.2947822687034,,,,40.70924131134258,0.004070924131134258,40.705170387211446,0.0036638317180256617,0.004070924131186039,0.0004070924131182723,0.9999,0.1,5.218206108982621e-17,0.0,60355.35451467839,1.0515,0.0149,60355.35451467839,899.2947822687033,899.2947822687033,0.0,5027.6966331642325,90.53303177201711,3017.7677257339037,60.355354514678076,54.319819063210275,482.8428361174246,181.06606354403422,120.71070902935615,0.003913169517934511,0.0030558517698058884,0.00015737636614500348,0.0006999413819836388,2.782283887855299e-20,0.0030558517698058884,0.00015737636614500348,0.0006999413819836388,2.782283887855299e-20,0.0,0.0,3.560264732469147e-19,1.0,60355.35451467839,0.9291666666666666,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,114215.06549414413,0.0,0.0,8.077920766362812e-28,5.533758522664532e-25,120097.14136709255,1701.8044758627477,,,,77.03721898379627,0.007703721898379629,77.02951526189788,0.006933349708550804,0.00770372189846856,0.0007703721898471343,0.9999,0.1,5.218206108982621e-17,0.0,114215.06549414473,1.0515,0.0149,114215.06549414473,1701.8044758627475,1701.8044758627475,5.533758522664532e-25,9514.295870830967,171.3225982412162,5710.753274707207,114.21506549414413,102.79355894472972,913.720523953153,342.6451964824324,228.43013098828825,0.00391316951793451,0.0030558517698058884,0.0001573763661450035,0.0006999413819836387,1.470259021307421e-20,0.0030558517698058884,0.0001573763661450035,0.0006999413819836387,1.470259021307421e-20,2.2759997654571434e-31,2.912413694172444e-30,1.8813721216602368e-19,1.0,114215.06549414473,1.7583333333333333,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,168074.77647361025,0.0,0.0,0.0,0.0,176730.6274620012,2504.314169456793,,,,113.36519665624996,0.011336519665624998,113.35386013658434,0.010202867699075946,0.011336519665751414,0.001133651966575996,0.9999,0.1,5.218206108982621e-17,0.0,168074.77647361113,1.0515,0.0149,168074.77647361113,2504.314169456793,2504.314169456793,0.0,14000.895108497707,252.11216471041539,8403.738823680513,168.07477647361026,151.26729882624923,1344.598211788882,504.22432942083077,336.1495529472205,0.003913169517934511,0.003055851769805889,0.00015737636614500337,0.0006999413819836388,9.991132157676837e-21,0.003055851769805889,0.00015737636614500337,0.0006999413819836388,9.991132157676837e-21,0.0,0.0,1.2784847590026084e-19,1.0,168074.77647361113,2.5875,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,221934.4874530774,0.0,0.0,0.0,0.0,233364.11355691092,3306.8238630508536,,,,149.69317432870363,0.014969317432870366,149.67820501127076,0.01347238568958333,0.014969317432875353,0.0014969317432870367,0.9999,0.1,3.7694835252461893e-23,0.0,221934.4874530774,1.0515,0.0149,221934.4874530774,3306.823863050853,3306.823863050853,0.0,18487.494346164534,332.9017311796161,11096.72437265387,221.9344874530774,199.74103870776966,1775.4758996246192,665.8034623592322,443.8689749061548,0.0039131695179345305,0.0030558517698058884,0.00015737636614500354,0.0006999413819836387,5.465791640470372e-27,0.0030558517698058884,0.00015737636614500354,0.0006999413819836387,5.465791640470372e-27,0.0,0.0,6.994133595616542e-26,1.0,221934.4874530774,3.4166666666666665,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
