fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.struvite_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.membrane_evaporator.membrane_cost[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.water_flux,fs.unit.membrane_area,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[MembraneEvaporatorZO],fs.costing.LCOW_aggregate_indirect_capex[MembraneEvaporatorZO],fs.costing.LCOW_aggregate_fixed_opex[MembraneEvaporatorZO],fs.costing.LCOW_aggregate_variable_opex[MembraneEvaporatorZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3654889.457425143,0.0,0.0,264.74242065657273,181361.10380280347,3843116.264482538,235818.9567184381,50.0,367.6610403634258,0.036766104036342576,358.46951435434016,0.033089493632708335,9.191526009085619,0.0036766104036342583,0.975,0.1,264.74242065657273,0.2,0.001,33102.72943016131,3654889.457425143,1.0515,0.0149,2215084.519651602,54457.852915634634,54457.852915634634,181361.10380280347,485819.18490337895,5482.334186137715,182744.47287125717,3654.889457425143,3289.4005116826293,29239.115659401145,10964.66837227543,7309.778914850286,0.04186775314451196,0.012418014931030598,0.009126930523934214,0.004693161599012172,0.015629646090534976,0.012418014931030598,0.009126930523934214,0.004693161599012172,0.015629646090534976,0.015629646090534976,0.2,0.2,1.65,2215084.519651602,8.391666666666666,default,MembraneEvaporatorZO,membrane_evaporator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4016023.0234765843,0.0,0.0,290.9011801951318,199281.09370188884,4222848.209185629,259119.83675168993,50.0,403.9890180358795,0.040398901803587954,393.8892925849825,0.03635901162322915,10.099725450896957,0.0040398901803587964,0.975,0.1,290.9011801951318,0.2,0.001,36373.555227878336,4016023.0234765843,1.0515,0.0149,2433953.3475615666,59838.74304980111,59838.74304980111,199281.09370188884,533822.172885391,6024.034535214877,200801.15117382922,4016.0230234765845,3614.4207211289263,32128.184187812676,12048.069070429754,8032.046046953169,0.04186775314451196,0.012418014931030598,0.009126930523934216,0.004693161599012171,0.01562964609053498,0.012418014931030598,0.009126930523934216,0.004693161599012171,0.01562964609053498,0.015629646090534976,0.2,0.2,1.65,2433953.3475615666,9.220833333333333,default,MembraneEvaporatorZO,membrane_evaporator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4377156.589528025,0.0,0.0,317.05993973369084,217201.08360097415,4602580.153888719,282420.71678494173,50.0,440.3169957083331,0.04403169957083332,429.30907081562475,0.03962852961374999,11.007924892708294,0.004403169957083332,0.975,0.1,317.05993973369084,0.2,0.001,39644.38102559536,4377156.589528025,1.0515,0.0149,2652822.1754715303,65219.63318396758,65219.63318396758,217201.08360097415,581825.160867403,6565.734884292038,218857.82947640127,4377.1565895280255,3939.440930575223,35017.252716224204,13131.469768584077,8754.313179056051,0.04186775314451196,0.012418014931030596,0.009126930523934217,0.004693161599012171,0.01562964609053498,0.012418014931030596,0.009126930523934217,0.004693161599012171,0.01562964609053498,0.015629646090534976,0.2,0.2,1.65,2652822.1754715303,10.049999999999999,default,MembraneEvaporatorZO,membrane_evaporator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4738290.155579466,0.0,0.0,343.21869927225,235121.07350005955,4982312.09859181,305721.5968181936,50.0,476.6449733807868,0.04766449733807868,464.7288490462671,0.04289804760427081,11.916124334519631,0.004766449733807884,0.975,0.1,343.21869927225,0.2,0.001,42915.20682331239,4738290.155579466,1.0515,0.0149,2871691.003381495,70600.52331813404,70600.52331813404,235121.07350005955,629828.1488494152,7107.4352333691995,236914.50777897332,4738.290155579466,4264.46114002152,37906.32124463573,14214.870466738399,9476.580311158932,0.04186775314451196,0.012418014931030596,0.00912693052393421,0.00469316159901217,0.01562964609053498,0.012418014931030596,0.00912693052393421,0.00469316159901217,0.01562964609053498,0.01562964609053498,0.20000000000000004,0.20000000000000004,1.65,2871691.003381495,10.879166666666665,default,MembraneEvaporatorZO,membrane_evaporator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5099423.721630909,0.0,0.0,369.377458810809,253041.06339914486,5362044.043294901,329022.4768514454,50.0,512.9729510532405,0.05129729510532406,500.1486272769095,0.04616756559479165,12.824323776330973,0.005129729510532407,0.975,0.1,369.377458810809,0.2,0.001,46186.03262102942,5099423.721630909,1.0515,0.0149,3090559.83129146,75981.41345230053,75981.41345230053,253041.06339914486,677831.1368314273,7649.135582446363,254971.18608154543,5099.423721630908,4589.481349467818,40795.38977304727,15298.271164892725,10198.847443261817,0.04186775314451196,0.012418014931030596,0.009126930523934216,0.004693161599012171,0.015629646090534976,0.012418014931030596,0.009126930523934216,0.004693161599012171,0.015629646090534976,0.015629646090534976,0.2,0.2,1.65,3090559.83129146,11.708333333333332,default,MembraneEvaporatorZO,membrane_evaporator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5460557.287682316,0.0,0.0,395.53621834936814,270961.0532982303,5741775.987997957,352323.3568846968,50.0,549.3009287256942,0.05493009287256943,535.5684055075519,0.04943708358531248,13.732523218142228,0.005493009287256944,0.975,0.1,395.53621834936814,0.2,0.001,49456.858418746146,5460557.287682316,1.0515,0.0149,3309428.659201404,81362.30358646651,81362.30358646651,270961.0532982303,725834.1248134368,8190.835931523475,273027.86438411585,5460.557287682316,4914.501558914085,43684.45830145853,16381.67186304695,10921.114575364632,0.04186775314451179,0.012418014931030516,0.009126930523934151,0.004693161599012141,0.015629646090534976,0.012418014931030516,0.009126930523934151,0.004693161599012141,0.015629646090534976,0.015629646090534976,0.2,0.2,1.65,3309428.659201404,12.5375,default,MembraneEvaporatorZO,membrane_evaporator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5821690.853733765,0.0,0.0,421.69497788792717,288881.04319731554,6121507.932701055,375624.2369179487,50.0,585.6289063981479,0.0585628906398148,570.9881837381943,0.052706601575833324,14.640722659953582,0.005856289063981462,0.975,0.1,421.69497788792717,0.2,0.001,52727.68421646324,5821690.853733765,1.0515,0.0149,3528297.487111373,86743.19372063309,86743.19372063309,288881.04319731554,773837.1127954493,8732.536280600647,291084.54268668825,5821.690853733765,5239.521768360389,46573.52682987012,17465.072561201294,11643.38170746753,0.04186775314451184,0.01241801493103054,0.00912693052393417,0.004693161599012149,0.01562964609053498,0.01241801493103054,0.00912693052393417,0.004693161599012149,0.01562964609053498,0.015629646090534976,0.2,0.2,1.65,3528297.487111373,13.366666666666665,default,MembraneEvaporatorZO,membrane_evaporator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6182824.419785234,0.0,0.0,447.8537374264862,306801.0330964009,6501239.877404174,398925.1169512009,50.0,621.9568840706015,0.062195688407060155,606.4079619688365,0.05597611956635413,15.54892210176499,0.006219568840706017,0.975,0.1,447.8537374264862,0.2,0.001,55998.51001418052,6182824.419785234,1.0515,0.0149,3747166.3150213542,92124.08385479999,92124.08385479999,306801.0330964009,821840.1007774638,9274.236629677851,309141.2209892617,6182.824419785235,5564.541977806712,49462.59535828188,18548.473259355702,12365.64883957047,0.041867753144511966,0.0124180149310306,0.009126930523934217,0.004693161599012172,0.01562964609053498,0.0124180149310306,0.009126930523934217,0.004693161599012172,0.01562964609053498,0.01562964609053498,0.2,0.2,1.65,3747166.3150213542,14.195833333333331,default,MembraneEvaporatorZO,membrane_evaporator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6543957.985836706,0.0,0.0,474.01249696504533,324721.02299548633,6880971.822107297,422225.99698445323,50.0,658.2848617430552,0.06582848617430553,641.8277401994789,0.05924563755687499,16.45712154357641,0.006582848617430574,0.975,0.1,474.01249696504533,0.2,0.001,59269.33581189783,6543957.985836706,1.0515,0.0149,3966035.1429313375,97504.97398896691,97504.97398896691,324721.02299548633,869843.0887594784,9815.936978755059,327197.8992918353,6543.957985836706,5889.562187253036,52351.66388669365,19631.873957510117,13087.915971673412,0.04186775314451208,0.012418014931030657,0.009126930523934257,0.004693161599012193,0.01562964609053498,0.012418014931030657,0.009126930523934257,0.004693161599012193,0.01562964609053498,0.01562964609053498,0.2,0.2,1.65,3966035.1429313375,15.024999999999999,default,MembraneEvaporatorZO,membrane_evaporator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6905091.551888118,0.0,0.0,500.1712565036044,342641.01289457164,7260703.766810357,445526.8770177046,50.0,694.612839415509,0.0694612839415509,677.2475184301213,0.06251515554739583,17.365320985387672,0.006946128394155112,0.975,0.1,500.1712565036044,0.2,0.001,62540.16160961459,6905091.551888118,1.0515,0.0149,4184903.9708412834,102885.86412313295,102885.86412313295,342641.01289457164,917846.0767414881,10357.637327832177,345254.5775944059,6905.0915518881175,6214.582396699307,55240.73241510494,20715.274655664354,13810.183103776235,0.04186775314451196,0.012418014931030596,0.009126930523934217,0.004693161599012171,0.015629646090534976,0.012418014931030596,0.009126930523934217,0.004693161599012171,0.015629646090534976,0.015629646090534976,0.2,0.2,1.65,4184903.9708412834,15.854166666666666,default,MembraneEvaporatorZO,membrane_evaporator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7266225.117939572,0.0,0.0,526.3300160421635,360561.002793657,7640435.711513461,468827.7570509566,50.0,730.9408170879626,0.07309408170879628,712.6672966607636,0.06578467353791664,18.273520427199042,0.007309408170879629,0.975,0.1,526.3300160421635,0.2,0.001,65810.98740733173,7266225.117939572,1.0515,0.0149,4403772.7987512555,108266.75425729962,108266.75425729962,360561.002793657,965849.0647235012,10899.337676909357,363311.2558969786,7266.225117939572,6539.602606145615,58129.80094351657,21798.675353818715,14532.450235879143,0.041867753144512014,0.01241801493103062,0.009126930523934235,0.00469316159901218,0.01562964609053498,0.01241801493103062,0.009126930523934235,0.00469316159901218,0.01562964609053498,0.01562964609053498,0.20000000000000004,0.20000000000000004,1.65,4403772.7987512555,16.683333333333334,default,MembraneEvaporatorZO,membrane_evaporator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7627358.683991015,0.0,0.0,552.4887755807225,378480.9926927423,8020167.6562165525,492128.6370842085,50.0,767.2687947604164,0.07672687947604165,748.087074891406,0.06905419152843746,19.181719869010387,0.007672687947604165,0.975,0.1,552.4887755807225,0.2,0.001,69081.81320504878,7627358.683991015,1.0515,0.0149,4622641.6266612215,113647.64439146612,113647.64439146612,378480.9926927423,1013852.0527055134,11441.038025986523,381367.9341995508,7627.358683991015,6864.622815591914,61018.86947192812,22882.076051973047,15254.71736798203,0.04186775314451201,0.01241801493103062,0.009126930523934231,0.00469316159901218,0.015629646090534976,0.01241801493103062,0.009126930523934231,0.00469316159901218,0.015629646090534976,0.015629646090534976,0.19999999999999998,0.19999999999999998,1.65,4622641.6266612215,17.5125,default,MembraneEvaporatorZO,membrane_evaporator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7988492.250042479,0.0,0.0,578.6475351192818,396400.98259182775,8399899.600919668,515429.5171174607,50.0,803.5967724328701,0.08035967724328703,783.5068531220484,0.07232370951895835,20.089919310821784,0.008035967724328704,0.975,0.1,578.6475351192818,0.2,0.001,72352.63900276601,7988492.250042479,1.0515,0.0149,4841510.4545712,119028.53452563293,119028.53452563293,396400.98259182775,1061855.0406875275,11982.738375063718,399424.6125021239,7988.492250042479,7189.643025038231,63907.93800033983,23965.476750127436,15976.984500084958,0.041867753144512077,0.012418014931030652,0.009126930523934254,0.004693161599012192,0.01562964609053498,0.012418014931030652,0.009126930523934254,0.004693161599012192,0.01562964609053498,0.015629646090534976,0.2,0.2,1.65,4841510.4545712,18.34166666666667,default,MembraneEvaporatorZO,membrane_evaporator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8349625.816093886,0.0,0.0,604.8062946578408,414320.9724909131,8779631.545622723,538730.397150712,50.0,839.9247501053239,0.08399247501053239,818.9266313526908,0.07559322750947915,20.998118752633033,0.008399247501053241,0.975,0.1,604.8062946578408,0.2,0.001,75623.46480048273,8349625.816093886,1.0515,0.0149,5060379.282481143,124409.42465979891,124409.42465979891,414320.9724909131,1109858.0286695368,12524.43872414083,417481.29080469435,8349.625816093887,7514.663234484498,66797.0065287511,25048.87744828166,16699.251632187774,0.041867753144511966,0.0124180149310306,0.009126930523934219,0.004693161599012172,0.01562964609053498,0.0124180149310306,0.009126930523934219,0.004693161599012172,0.01562964609053498,0.01562964609053498,0.2,0.2,1.65,5060379.282481143,19.170833333333334,default,MembraneEvaporatorZO,membrane_evaporator
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,8710759.382145379,0.0,0.0,630.9650541963999,432240.9623899985,9159363.490325866,562031.2771839647,50.0,876.2527277777775,0.08762527277777776,854.3464095833331,0.07886274549999997,21.906318194444506,0.008762527277777777,0.975,0.1,630.9650541963999,0.2,0.001,78894.29059820023,8710759.382145379,1.0515,0.0149,5279248.110391139,129790.31479396614,129790.31479396614,432240.9623899985,1157861.016651553,13066.139073218068,435537.96910726896,8710.75938214538,7839.683443930841,69686.07505716303,26132.278146436136,17421.51876429076,0.04186775314451211,0.01241801493103067,0.009126930523934268,0.004693161599012199,0.01562964609053498,0.01241801493103067,0.009126930523934268,0.004693161599012199,0.01562964609053498,0.01562964609053498,0.2,0.2,1.65,5279248.110391139,20.0,default,MembraneEvaporatorZO,membrane_evaporator
