fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.waiv.capital_a_parameter[default],fs.costing.waiv.capital_b_parameter[default],fs.costing.waiv.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[WAIVZO],fs.costing.LCOW_aggregate_indirect_capex[WAIVZO],fs.costing.LCOW_aggregate_fixed_opex[WAIVZO],fs.costing.LCOW_aggregate_variable_opex[WAIVZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3044827857.4994144,0.0,0.0,860.4128671338614,589423.5873591114,3201636492.1606345,45957358.664100386,110000.0,1.0,64.0,367.6610403634258,0.036766104036342576,0.03676610403634258,0.036766104036342576,367.62427425938944,3.1632250650825684e-24,0.0001,0,860.4128671338614,0.65,3044827857.4994144,1.0515,0.014900000000000002,3044827857.4994144,45367935.07674128,45367935.07674128,589423.5873591114,254228407.0845323,4567241.786249122,152241392.87497073,3044827.8574994146,2740345.0717494735,24358622.859995317,9134483.572498243,6089655.714998829,21.9093286574399,17.069650147161276,0.8790869825788061,3.9097951779055773,0.05079634979423867,17.069650147161276,0.8790869825788061,3.9097951779055773,0.05079634979423867,0.05079634979423868,0.65,0.65,1.0,3044827857.4994144,8.391666666666666,default,WAIVZO,waiv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3345682248.5830207,0.0,0.0,945.4288356341783,647663.5545311387,3517984884.3850465,50498329.058418155,110000.0,1.0,64.0,403.9890180358795,0.040398901803587954,0.040398901803587954,0.040398901803587954,403.9486191340759,3.47577808789604e-24,0.0001,0,945.4288356341783,0.65,3345682248.5830207,1.0515,0.014900000000000002,3345682248.5830207,49850665.50388701,49850665.50388701,647663.5545311387,279348294.37838626,5018523.372874531,167284112.42915106,3345682.2485830206,3011114.023724719,26765457.988664165,10037046.745749062,6691364.497166041,21.909328657439897,17.069650147161276,0.8790869825788054,3.909795177905577,0.05079634979423867,17.069650147161276,0.8790869825788054,3.909795177905577,0.05079634979423867,0.05079634979423867,0.65,0.65,1.0,3345682248.5830207,9.220833333333333,default,WAIVZO,waiv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3646536639.666626,0.0,0.0,1030.4448041344951,705903.521703166,3834333276.6094575,55039299.4527359,110000.0,1.0,64.0,440.3169957083331,0.04403169957083332,0.04403169957083331,0.04403169957083332,440.2729640087622,3.788331110714576e-24,0.0001,0,1030.4448041344951,0.65,3646536639.666626,1.0515,0.014900000000000002,3646536639.666626,54333395.93103273,54333395.93103273,705903.521703166,304468181.67224014,5469804.959499939,182326831.98333132,3646536.639666626,3281882.9756999635,29172293.11733301,10939609.918999879,7293073.279333252,21.909328657439893,17.069650147161273,0.879086982578807,3.909795177905577,0.05079634979423867,17.069650147161273,0.879086982578807,3.909795177905577,0.05079634979423867,0.05079634979423867,0.65,0.65,1.0,3646536639.666626,10.049999999999999,default,WAIVZO,waiv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3947391030.7502327,0.0,0.0,1115.4607726348124,764143.4888751935,4150681668.83387,59580269.84705367,110000.0,1.0,64.0,476.6449733807868,0.04766449733807868,0.04766449733807868,0.04766449733807868,476.59730888344865,4.10088397967914e-24,0.0001,0,1115.4607726348124,0.65,3947391030.7502327,1.0515,0.014900000000000002,3947391030.7502327,58816126.358178474,58816126.358178474,764143.4888751935,329588068.96609414,5921086.54612535,197369551.53751165,3947391.0307502327,3552651.92767521,31579128.246001862,11842173.0922507,7894782.0615004655,21.909328657439897,17.069650147161273,0.8790869825788064,3.909795177905577,0.05079634979423869,17.069650147161273,0.8790869825788064,3.909795177905577,0.05079634979423869,0.050796349794238686,0.6500000000000001,0.6500000000000001,1.0,3947391030.7502327,10.879166666666665,default,WAIVZO,waiv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4248245421.83384,0.0,0.0,1200.4767411351293,822383.4560472209,4467030061.058283,64121240.241371445,110000.0,1.0,64.0,512.9729510532405,0.05129729510532406,0.051297295105324055,0.05129729510532406,512.9216537581352,0.0,0.0001,0,1200.4767411351293,0.65,4248245421.83384,1.0515,0.014900000000000002,4248245421.83384,63298856.78532422,63298856.78532422,822383.4560472209,354707956.2599482,6372368.13275076,212412271.091692,4248245.42183384,3823420.8796504564,33985963.37467072,12744736.26550152,8496490.84366768,21.9093286574399,17.069650147161276,0.8790869825788057,3.9097951779055777,0.050796349794238686,17.069650147161276,0.8790869825788057,3.9097951779055777,0.050796349794238686,0.05079634979423868,0.65,0.65,1.0,4248245421.83384,11.708333333333332,default,WAIVZO,waiv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4549099812.917446,0.0,0.0,1285.4927096354463,880623.4232192482,4783378453.282695,68662210.6356892,110000.0,1.0,64.0,549.3009287256942,0.05493009287256943,0.05493009287256942,0.05493009287256943,549.2459986328216,4.725989937695644e-24,0.0001,0,1285.4927096354463,0.65,4549099812.917446,1.0515,0.014900000000000002,4549099812.917446,67781587.21246995,67781587.21246995,880623.4232192482,379827843.55380213,6823649.719376169,227454990.64587232,4549099.812917446,4094189.831625702,36392798.50333957,13647299.438752338,9098199.625834892,21.90932865743989,17.069650147161273,0.8790869825788032,3.909795177905576,0.050796349794238665,17.069650147161273,0.8790869825788032,3.909795177905576,0.050796349794238665,0.050796349794238665,0.6499999999999999,0.6499999999999999,1.0,4549099812.917446,12.5375,default,WAIVZO,waiv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4849954204.001053,0.0,0.0,1370.5086781357634,938863.3903912756,5099726845.507108,73203181.03000697,110000.0,1.0,64.0,585.6289063981479,0.0585628906398148,0.05856289063981479,0.058562890639814805,585.570343507508,5.038542721316843e-24,0.0001,0,1370.5086781357634,0.65,4849954204.001053,1.0515,0.014900000000000002,4849954204.001053,72264317.6396157,72264317.6396157,938863.3903912756,404947730.84765625,7274931.306001579,242497710.20005265,4849954.204001053,4364958.783600948,38799633.632008426,14549862.612003159,9699908.408002106,21.909328657439904,17.06965014716128,0.8790869825788079,3.9097951779055777,0.05079634979423868,17.06965014716128,0.8790869825788079,3.9097951779055777,0.05079634979423868,0.05079634979423868,0.65,0.65,1.0,4849954204.001053,13.366666666666665,default,WAIVZO,waiv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5150808595.08466,0.0,0.0,1455.5246466360802,997103.357563303,5416075237.73152,77744151.42432474,110000.0,1.0,64.0,621.9568840706015,0.062195688407060155,0.062195688407060155,0.062195688407060155,621.8946883821944,5.3510959877101254e-24,0.0001,0,1455.5246466360802,0.65,5150808595.08466,1.0515,0.014900000000000002,5150808595.08466,76747048.06676143,76747048.06676143,997103.357563303,430067618.1415102,7726212.89262699,257540429.754233,5150808.59508466,4635727.735576194,41206468.76067728,15452425.78525398,10301617.19016932,21.909328657439904,17.06965014716128,0.8790869825788059,3.909795177905578,0.05079634979423868,17.06965014716128,0.8790869825788059,3.909795177905578,0.05079634979423868,0.05079634979423868,0.65,0.65,1.0,5150808595.08466,14.195833333333331,default,WAIVZO,waiv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5451662986.168264,0.0,0.0,1540.5406151363973,1055343.3247353304,5732423629.955931,82285121.81864248,110000.0,1.0,64.0,658.2848617430552,0.06582848617430553,0.06582848617430552,0.06582848617430555,658.2190332568808,5.663649035133572e-24,0.0001,0,1540.5406151363973,0.65,5451662986.168264,1.0515,0.014900000000000002,5451662986.168264,81229778.49390715,81229778.49390715,1055343.3247353304,455187505.43536407,8177494.479252397,272583149.3084132,5451662.986168264,4906496.687551439,43613303.889346115,16354988.958504794,10903325.972336529,21.909328657439897,17.069650147161273,0.8790869825788068,3.909795177905577,0.05079634979423868,17.069650147161273,0.8790869825788068,3.909795177905577,0.05079634979423868,0.05079634979423868,0.65,0.65,1.0,5451662986.168264,15.024999999999999,default,WAIVZO,waiv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5752517377.251872,0.0,0.0,1625.5565836367143,1113583.291907358,6048772022.180344,86826092.21296026,110000.0,1.0,64.0,694.612839415509,0.0694612839415509,0.0694612839415509,0.06946128394155092,694.5433781315675,5.976202046223861e-24,0.0001,0,1625.5565836367143,0.65,5752517377.251872,1.0515,0.014900000000000002,5752517377.251872,85712508.9210529,85712508.9210529,1113583.291907358,480307392.72921807,8628776.065877808,287625868.8625936,5752517.377251872,5177265.639526686,46020139.018014975,17257552.131755617,11505034.754503744,21.909328657439893,17.069650147161276,0.8790869825788048,3.909795177905577,0.05079634979423867,17.069650147161276,0.8790869825788048,3.909795177905577,0.05079634979423867,0.05079634979423868,0.65,0.65,1.0,5752517377.251872,15.854166666666666,default,WAIVZO,waiv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6053371768.335478,0.0,0.0,1710.5725521370312,1171823.259079385,6365120414.404756,91367062.60727802,110000.0,1.0,64.0,730.9408170879626,0.07309408170879628,0.07309408170879626,0.07309408170879628,730.8677230062539,6.2887552932380225e-24,0.0001,0,1710.5725521370312,0.65,6053371768.335478,1.0515,0.014900000000000002,6053371768.335478,90195239.34819864,90195239.34819864,1171823.259079385,505427280.023072,9080057.652503217,302668588.4167739,6053371.768335478,5448034.591501931,48426974.14668383,18160115.305006433,12106743.536670957,21.909328657439897,17.069650147161276,0.879086982578806,3.9097951779055777,0.05079634979423868,17.069650147161276,0.879086982578806,3.9097951779055777,0.05079634979423868,0.05079634979423868,0.65,0.65,1.0,6053371768.335478,16.683333333333334,default,WAIVZO,waiv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6354226159.419085,0.0,0.0,1795.5885206373482,1230063.2262514126,6681468806.6291685,95908033.00159578,110000.0,1.0,64.0,767.2687947604164,0.07672687947604165,0.07672687947604165,0.07672687947604165,767.1920678809404,0.0,0.0001,0,1795.5885206373482,0.65,6354226159.419085,1.0515,0.014900000000000002,6354226159.419085,94677969.77534437,94677969.77534437,1230063.2262514126,530547167.3169261,9531339.239128627,317711307.97095424,6354226.159419085,5718803.543477177,50833809.27535268,19062678.478257254,12708452.31883817,21.909328657439897,17.069650147161273,0.879086982578809,3.9097951779055764,0.05079634979423867,17.069650147161273,0.879086982578809,3.9097951779055764,0.05079634979423867,0.05079634979423867,0.65,0.65,1.0,6354226159.419085,17.5125,default,WAIVZO,waiv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6655080550.502692,0.0,0.0,1880.6044891376657,1288303.1934234404,6997817198.853581,100449003.39591356,110000.0,1.0,64.0,803.5967724328701,0.08035967724328703,0.08035967724328702,0.08035967724328703,803.5164127556268,6.913861032552855e-24,0.0001,0,1880.6044891376657,0.65,6655080550.502692,1.0515,0.014900000000000002,6655080550.502692,99160700.20249012,99160700.20249012,1288303.1934234404,555667054.6107801,9982620.825754039,332754027.5251346,6655080.550502692,5989572.495452424,53240644.40402154,19965241.651508078,13310161.101005385,21.909328657439897,17.069650147161273,0.8790869825788072,3.909795177905577,0.050796349794238686,17.069650147161273,0.8790869825788072,3.909795177905577,0.050796349794238686,0.050796349794238686,0.65,0.65,1.0,6655080550.502692,18.34166666666667,default,WAIVZO,waiv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6955934941.586299,0.0,0.0,1965.6204576379826,1346543.1605954675,7314165591.077994,104989973.79023133,110000.0,1.0,64.0,839.9247501053239,0.08399247501053239,0.08399247501053239,0.08399247501053239,839.8407576303133,7.22641409057975e-24,0.0001,0,1965.6204576379826,0.65,6955934941.586299,1.0515,0.014900000000000002,6955934941.586299,103643430.62963587,103643430.62963587,1346543.1605954675,580786941.9046341,10433902.41237945,347796747.07931495,6955934.941586299,6260341.44742767,55647479.53269039,20867804.8247589,13911869.883172598,21.909328657439897,17.069650147161276,0.879086982578808,3.9097951779055773,0.05079634979423868,17.069650147161276,0.879086982578808,3.9097951779055773,0.05079634979423868,0.05079634979423868,0.65,0.65,1.0,6955934941.586299,19.170833333333334,default,WAIVZO,waiv
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7256789332.669905,0.0,0.0,2050.6364261382996,1404783.1277674949,7630513983.302405,109530944.18454908,110000.0,1.0,64.0,876.2527277777775,0.08762527277777776,0.08762527277777776,0.08762527277777776,876.1651025049998,7.53896710166981e-24,0.0001,0,2050.6364261382996,0.65,7256789332.669905,1.0515,0.014900000000000002,7256789332.669905,108126161.05678159,108126161.05678159,1404783.1277674949,605906829.198488,10885183.999004858,362839466.6334953,7256789.332669904,6531110.399402915,58054314.661359236,21770367.998009715,14513578.665339809,21.909328657439893,17.069650147161273,0.8790869825788065,3.9097951779055764,0.05079634979423867,17.069650147161273,0.8790869825788065,3.9097951779055764,0.05079634979423867,0.05079634979423867,0.65,0.65,1.0,7256789332.669905,20.0,default,WAIVZO,waiv
