,Day,Time,LMP,bypass_pretreatment_flow,power_from_grid,intake.op_mode,intake.startup,intake.shutdown,intake.energy_intensity,intake.power_consumption,intake.recovery,intake.feed_flowrate,intake.product_flowrate,intake.reject_flowrate,pretreatment.op_mode,pretreatment.startup,pretreatment.shutdown,pretreatment.energy_intensity,pretreatment.power_consumption,pretreatment.recovery,pretreatment.feed_flowrate,pretreatment.product_flowrate,pretreatment.reject_flowrate,reverse_osmosis.op_mode,reverse_osmosis.startup,reverse_osmosis.shutdown,reverse_osmosis.power_consumption,reverse_osmosis.feed_flowrate,reverse_osmosis.product_flowrate,reverse_osmosis.reject_flowrate,reverse_osmosis.inlet_flowrate,reverse_osmosis.leftover_flow,reverse_osmosis.ro_skid[1].op_mode,reverse_osmosis.ro_skid[1].startup,reverse_osmosis.ro_skid[1].shutdown,reverse_osmosis.ro_skid[1].energy_intensity,reverse_osmosis.ro_skid[1].power_consumption,reverse_osmosis.ro_skid[1].recovery,reverse_osmosis.ro_skid[1].feed_flowrate,reverse_osmosis.ro_skid[1].product_flowrate,reverse_osmosis.ro_skid[1].reject_flowrate,reverse_osmosis.ro_skid[2].op_mode,reverse_osmosis.ro_skid[2].startup,reverse_osmosis.ro_skid[2].shutdown,reverse_osmosis.ro_skid[2].energy_intensity,reverse_osmosis.ro_skid[2].power_consumption,reverse_osmosis.ro_skid[2].recovery,reverse_osmosis.ro_skid[2].feed_flowrate,reverse_osmosis.ro_skid[2].product_flowrate,reverse_osmosis.ro_skid[2].reject_flowrate,reverse_osmosis.ro_skid[3].op_mode,reverse_osmosis.ro_skid[3].startup,reverse_osmosis.ro_skid[3].shutdown,reverse_osmosis.ro_skid[3].energy_intensity,reverse_osmosis.ro_skid[3].power_consumption,reverse_osmosis.ro_skid[3].recovery,reverse_osmosis.ro_skid[3].feed_flowrate,reverse_osmosis.ro_skid[3].product_flowrate,reverse_osmosis.ro_skid[3].reject_flowrate,posttreatment.op_mode,posttreatment.startup,posttreatment.shutdown,posttreatment.energy_intensity,posttreatment.power_consumption,posttreatment.feed_flowrate,posttreatment.product_flowrate,posttreatment.reject_flowrate,brine_discharge.op_mode,brine_discharge.startup,brine_discharge.shutdown,brine_discharge.feed_flowrate,brine_discharge.power_consumption,num_skids_online,net_power_consumption,water_revenue,demand_response_revenue,emissions_cost,energy_cost
0,1,1,0.12955,0.0,2066.7328889289433,,,,0.157121734,167.098964109,1,1063.5,1063.5,-0.0,1,,,0.01,10.635,1,1063.5,1063.5,-0.0,,,,1683.726470605431,1063.5,500.6645224744201,512.34547752558,1013.0100000000001,50.489999999999895,1.0,0.0,0.0,3.362983385129821,561.242156868477,0.4942345312232062,337.67,166.88817415814003,170.78182584185998,1.0,0.0,0.0,3.362983385129821,561.242156868477,0.49423453122320615,337.67,166.88817415814003,170.78182584185998,1.0,0.0,0.0,3.362983385129821,561.242156868477,0.49423453122320615,337.67,166.88817415814003,170.78182584185998,1.0,,,0.41,205.27245421451224,500.6645224744201,500.6645224744201,0.0,0.0,,,562.8354775255799,0.0,3.0,2066.7328889289433,0.0,-0.0,0.0,66.93631144018615
1,1,2,0.12955,0.0,1515.4203340337417,,,,0.157121734,167.098964109,1,1063.5,1063.5,-0.0,1,,,0.01,10.635,1,1063.5,1063.5,-0.0,,,,1193.7038821022286,1063.5,351.1767995671054,324.16320043289466,675.3400000000001,388.1599999999999,1.0,0.0,0.0,3.3991535989100186,596.8519410511143,0.5199999993589974,337.67,175.5883997835527,162.08160021644733,1.0,0.0,0.0,3.3991535989100186,596.8519410511143,0.5199999993589974,337.67,175.5883997835527,162.08160021644733,0.0,0.0,1.0,3.358069891570156,0.0,0.48957108622691997,0.0,0.0,0.0,1.0,,,0.41,143.9824878225132,351.1767995671054,351.1767995671054,0.0,0.0,,,712.3232004328945,0.0,2.0,1515.4203340337417,0.0,-0.0,0.0,49.08067606851781
2,1,3,0.12955,0.0,1515.420334033742,,,,0.157121734,167.098964109,1,1063.5,1063.5,-0.0,1,,,0.01,10.635,1,1063.5,1063.5,-0.0,,,,1193.7038821022288,1063.5,351.1767995671054,324.16320043289466,675.3400000000001,388.1599999999999,1.0,0.0,0.0,3.399153598910019,596.8519410511144,0.5199999993589975,337.67,175.58839978355272,162.0816002164473,1.0,0.0,0.0,3.3991535989100186,596.8519410511143,0.5199999993589974,337.67,175.5883997835527,162.08160021644733,0.0,0.0,0.0,3.358069891570156,0.0,0.48957108622691997,0.0,0.0,0.0,1.0,,,0.41,143.9824878225132,351.1767995671054,351.1767995671054,0.0,0.0,,,712.3232004328945,0.0,2.0,1515.420334033742,0.0,-0.0,0.0,49.08067606851782
3,1,4,0.12955,0.0,1515.4203340337417,,,,0.157121734,167.098964109,1,1063.5,1063.5,-0.0,1,,,0.01,10.635,1,1063.5,1063.5,-0.0,,,,1193.7038821022286,1063.5,351.1767995671054,324.16320043289466,675.3400000000001,388.1599999999999,1.0,0.0,0.0,3.3991535989100186,596.8519410511143,0.5199999993589974,337.67,175.5883997835527,162.08160021644733,1.0,0.0,0.0,3.3991535989100186,596.8519410511143,0.5199999993589974,337.67,175.5883997835527,162.08160021644733,0.0,0.0,0.0,3.358069891570156,0.0,0.48957108622691997,0.0,0.0,0.0,1.0,,,0.41,143.9824878225132,351.1767995671054,351.1767995671054,0.0,0.0,,,712.3232004328945,0.0,2.0,1515.4203340337417,0.0,-0.0,0.0,49.08067606851781
4,1,5,0.12955,0.0,1515.4203340337417,,,,0.157121734,167.098964109,1,1063.5,1063.5,-0.0,1,,,0.01,10.635,1,1063.5,1063.5,-0.0,,,,1193.7038821022286,1063.5,351.1767995671054,324.16320043289466,675.3400000000001,388.1599999999999,1.0,0.0,0.0,3.3991535989100186,596.8519410511143,0.5199999993589974,337.67,175.5883997835527,162.08160021644733,1.0,0.0,0.0,3.3991535989100186,596.8519410511143,0.5199999993589974,337.67,175.5883997835527,162.08160021644733,0.0,0.0,0.0,3.358069891570156,0.0,0.48957108622691997,0.0,0.0,0.0,1.0,,,0.41,143.9824878225132,351.1767995671054,351.1767995671054,0.0,0.0,,,712.3232004328945,0.0,2.0,1515.4203340337417,0.0,-0.0,0.0,49.08067606851781
5,1,6,0.12955,0.0,1515.4203340337417,,,,0.157121734,167.098964109,1,1063.5,1063.5,-0.0,1,,,0.01,10.635,1,1063.5,1063.5,-0.0,,,,1193.7038821022286,1063.5,351.1767995671054,324.16320043289466,675.3400000000001,388.1599999999999,1.0,0.0,0.0,3.3991535989100186,596.8519410511143,0.5199999993589974,337.67,175.5883997835527,162.08160021644733,1.0,0.0,0.0,3.3991535989100186,596.8519410511143,0.5199999993589974,337.67,175.5883997835527,162.08160021644733,0.0,0.0,0.0,3.358069891570156,0.0,0.48957108622691997,0.0,0.0,0.0,1.0,,,0.41,143.9824878225132,351.1767995671054,351.1767995671054,0.0,0.0,,,712.3232004328945,0.0,2.0,1515.4203340337417,0.0,-0.0,0.0,49.08067606851781
6,1,7,0.12955,0.0,1515.4203340337417,,,,0.157121734,167.098964109,1,1063.5,1063.5,-0.0,1,,,0.01,10.635,1,1063.5,1063.5,-0.0,,,,1193.7038821022286,1063.5,351.1767995671054,324.16320043289466,675.3400000000001,388.1599999999999,1.0,0.0,0.0,3.3991535989100186,596.8519410511143,0.5199999993589974,337.67,175.5883997835527,162.08160021644733,1.0,0.0,0.0,3.3991535989100186,596.8519410511143,0.5199999993589974,337.67,175.5883997835527,162.08160021644733,0.0,0.0,0.0,3.358069891570156,0.0,0.48957108622691997,0.0,0.0,0.0,1.0,,,0.41,143.9824878225132,351.1767995671054,351.1767995671054,0.0,0.0,,,712.3232004328945,0.0,2.0,1515.4203340337417,0.0,-0.0,0.0,49.08067606851781
7,1,8,0.12955,0.0,1515.4203340337417,,,,0.157121734,167.098964109,1,1063.5,1063.5,-0.0,1,,,0.01,10.635,1,1063.5,1063.5,-0.0,,,,1193.7038821022286,1063.5,351.1767995671054,324.16320043289466,675.3400000000001,388.1599999999999,1.0,0.0,0.0,3.3991535989100186,596.8519410511143,0.5199999993589974,337.67,175.5883997835527,162.08160021644733,1.0,0.0,0.0,3.3991535989100186,596.8519410511143,0.5199999993589974,337.67,175.5883997835527,162.08160021644733,0.0,0.0,0.0,3.358069891570156,0.0,0.48957108622691997,0.0,0.0,0.0,1.0,,,0.41,143.9824878225132,351.1767995671054,351.1767995671054,0.0,0.0,,,712.3232004328945,0.0,2.0,1515.4203340337417,0.0,-0.0,0.0,49.08067606851781
8,1,9,0.12955,0.0,2066.732888928943,,,,0.157121734,167.098964109,1,1063.5,1063.5,-0.0,1,,,0.01,10.635,1,1063.5,1063.5,-0.0,,,,1683.7264706054307,1063.5,500.6645224744201,512.34547752558,1013.0100000000001,50.489999999999895,1.0,0.0,0.0,3.362983385129821,561.2421568684769,0.49423453122320615,337.67,166.88817415814,170.78182584186,1.0,0.0,0.0,3.3629833851298208,561.2421568684769,0.49423453122320615,337.67,166.88817415814003,170.78182584185998,1.0,1.0,0.0,3.3629833851298208,561.2421568684769,0.49423453122320615,337.67,166.88817415814003,170.78182584185998,1.0,,,0.41,205.27245421451224,500.6645224744201,500.6645224744201,0.0,0.0,,,562.8354775255799,0.0,3.0,2066.732888928943,0.0,-0.0,0.0,66.93631144018613
9,1,10,0.12955,0.0,2066.732888928943,,,,0.157121734,167.098964109,1,1063.5,1063.5,-0.0,1,,,0.01,10.635,1,1063.5,1063.5,-0.0,,,,1683.7264706054307,1063.5,500.6645224744202,512.3454775255799,1013.0100000000001,50.489999999999895,1.0,0.0,0.0,3.362983385129823,561.2421568684797,0.4942345312232083,337.67,166.88817415814077,170.78182584185924,1.0,0.0,0.0,3.362983385129823,561.2421568684797,0.4942345312232083,337.67,166.88817415814077,170.78182584185924,1.0,0.0,0.0,3.362983385129816,561.2421568684713,0.49423453122320204,337.67,166.88817415813864,170.78182584186138,1.0,,,0.41,205.27245421451227,500.6645224744202,500.6645224744202,0.0,0.0,,,562.8354775255798,0.0,3.0,2066.732888928943,0.0,-0.0,0.0,66.93631144018613
